N	2gram	Losev_Prob	Literetu
237	входит в	3	4
238	не должен	1	4
239	для того	5	4
240	не всегда	1	4
241	только на	6	4
242	за собой	1	4
243	не вполне	3	4
244	как мы	12	4
245	во всей	3	4
246	к этому	2	4
247	бы то	5	4
248	хотя и	9	4
249	все время	2	4
250	что его	3	4
251	себе и	4	4
252	в сторону	1	4
253	здесь как	1	4
254	могли бы	6	4
255	на этом	1	4
256	от самого	2	4
257	ту же	1	4
258	то ни	7	4
259	и что	9	4
260	за пределы	6	4
261	общего с	3	4
262	к своему	1	4
263	могут быть	2	4
264	и есть	9	4
265	можно сказать	10	4
266	из этого	5	4
267	самим собою	2	4
268	а потому	1	4
269	жизни а	4	4
270	о которой	2	4
271	со всеми	1	4
272	от своего	1	4
273	и все	13	4
274	в пределах	3	4
275	отношения к	3	4
276	бы не	2	4
277	знает что	1	4
278	все они	5	4
279	нет ничего	6	4
280	ни к	3	4
281	совершенно не	7	4
282	то он	3	4
283	у тютчева	1	4
284	не является	19	4
285	на том	3	4
286	со всей	1	4
287	художественное произведение	9	4
288	но это	13	4
289	таким образом	13	4
290	жизни не	2	4
291	как к	1	4
292	первых десятилетий	1	4
293	свидетельствует о	2	4
294	и вот	1	4
295	для нас	23	4
296	этом в	1	4
297	и прежде	3	4
298	на его	1	4
299	для которого	1	4
300	в каждой	1	4
301	вовсе не	62	4
302	ко всему	1	4
303	но при	1	4
304	по сути	1	4
305	и читателя	1	4
306	на то	6	4
307	нуждается в	1	4
308	какого бы	1	3
309	все что	1	3
310	в душе	1	3
311	мы и	5	3
312	всю ночь	1	3
313	же и	7	3
314	о чем	4	3
315	мысли и	1	3
316	в этих	6	3
317	по себе	36	3
318	с действительностью	1	3
319	в первом	1	3
320	от всего	3	3
321	нет в	2	3
322	речь идет	1	3
323	нам представляется	4	3
324	и того	1	3
325	со своей	1	3
326	вопрос о	2	3
327	во многих	1	3
328	трактуется как	4	3
329	превращается в	1	3
330	так же	11	3
331	себе в	5	3
332	было сказано	1	3
333	и еще	2	3
334	следующим образом	1	3
335	из трех	2	3
336	который в	2	3
337	с ним	11	3
338	не просто	36	3
339	крайней мере	9	3
340	жизни с	1	3
341	говорить о	7	3
342	она и	1	3
343	поскольку в	1	3
344	сознания с	1	3
345	именно так	4	3
346	классической литературы	2	3
347	что такое	4	3
348	а с	2	3
349	как таковое	2	3
350	не есть	57	3
351	в чем	5	3
352	а для	1	3
353	той или	22	3
354	всех своих	1	3
355	я на	1	3
356	но как	6	3
357	для его	4	3
358	от читателя	1	3
359	же как	5	3
360	и является	6	3
361	но только	10	3
362	ту или	3	3
363	вот в	1	3
364	же это	2	3
365	однако если	3	3
366	он в	3	3
367	произведения в	2	3
368	что для	4	3
369	художественности не	1	3
370	в первой	1	3
371	и от	11	3
372	там где	1	3
373	себе как	4	3
374	не так	8	3
375	однако с	1	3
376	за ним	2	3
377	если в	1	3
378	во время	3	3
379	должна быть	1	3
380	был бы	1	3
381	со второй	1	3
382	это уже	4	3
383	из которых	6	3
384	мы в	6	3
385	в отношении	4	3
386	и вполне	9	3
387	себе не	2	3
388	не на	2	3
389	можно было	7	3
390	если не	7	3
391	если бы	9	3
392	с ней	5	3
393	от автора	1	3
394	например и	2	3
395	из тех	1	3
396	произведение в	2	3
397	и т	20	3
398	они не	1	3
399	не имеет	12	3
400	да и	9	3
401	не знали	2	3
402	которая не	3	3
403	ничего общего	7	3
404	по крайней	9	3
405	бы и	7	3
406	и состоит	2	3
407	здесь поэт	1	3
408	того чтобы	4	3
409	относится к	4	3
410	на два	1	3
411	и тогда	3	3
412	о своем	1	3
413	и до	3	3
414	в истории	4	3
415	а во	2	3
416	и а	1	3
417	что же	9	3
418	в этот	1	3
419	здесь не	11	3
420	всяком случае	8	3
421	не будучи	1	3
422	тот же	1	3
423	ничего не	4	3
424	стихотворения в	1	3
425	различие между	1	3
426	ни с	5	3
427	жизни здесь	1	3
428	о нем	2	3
429	с чем	3	3
430	ее в	2	3
431	на самом	13	3
432	сознания и	2	3
433	или иную	3	3
434	с их	2	3
435	все равно	6	3
436	например не	2	3
437	на нее	1	3
438	дело в	6	3
439	в ту	2	3
440	в глубине	1	3
441	а то	4	3
442	в какой	1	3
443	всей художественной	1	3
444	и вовсе	7	3
445	все эти	14	3
446	имеется в	7	3
447	сказать и	2	3
448	и потому	13	3
449	а к	2	3
450	он говорит	1	3
451	поэт не	1	3
452	также и	22	3
453	когда он	2	3
454	стороны и	3	3
455	только то	4	3
456	еще на	2	3
457	числе и	1	3
458	же самое	20	3
459	отношение к	1	3
460	и о	8	3
461	художественного произведения	14	3
462	за счет	2	3
463	есть не	13	3
464	за их	1	3
465	в той	8	2
466	во всем	2	2
467	от него	2	2
468	еще раз	2	2
469	как форма	1	2
470	для меня	4	2
471	об отношении	1	2
472	в свое	1	2
473	искусства это	1	2
474	на второй	1	2
475	тишина и	2	2
476	тем как	1	2
477	например с	1	2
478	представлений о	2	2
479	в результате	8	2
480	ценность и	1	2
481	среди других	1	2
482	чтобы в	1	2
483	подобного рода	13	2
484	черты в	1	2
485	из двух	1	2
486	самое можно	2	2
487	его носителя	1	2
488	уже об	1	2
489	вне себя	1	2
490	разговоре с	1	2
491	вещей в	1	2
492	собой не	1	2
493	поскольку он	1	2
494	в это	1	2
495	свою собственную	3	2
496	в самый	1	2
497	так например	1	2
498	на первый	6	2
499	за то	1	2
500	первый взгляд	3	2
501	действительности в	1	2
502	как носитель	1	2
503	за рамки	1	2
504	в котором	3	2
505	путь всех	1	2
506	раз и	6	2
507	даже и	33	2
508	собой как	1	2
509	только как	3	2
510	но даже	7	2
511	слов но	1	2
512	которая по	1	2
513	здесь это	1	2
514	уже и	2	2
515	еще более	3	2
516	так называемых	1	2
517	в чистом	4	2
518	всего что	1	2
519	пока еще	3	2
520	сказать что	24	2
521	в контексте	3	2
522	и у	2	2
523	могло бы	3	2
524	быть в	2	2
525	путь от	2	2
526	имеем дело	2	2
527	речь не	1	2
528	есть по	1	2
529	еще одна	1	2
530	тем более	8	2
531	революции и	1	2
532	по поводу	3	2
533	нам остается	1	2
534	для этой	1	2
535	к ее	1	2
536	о ней	3	2
537	гораздо более	6	2
538	к нему	3	2
539	только не	6	2
540	сравнении с	4	2
541	что у	3	2
542	и мы	1	2
543	нами не	2	2
544	как нам	1	2
545	она как	1	2
546	это будет	7	2
547	но еще	1	2
548	внимание на	2	2
549	и всегда	2	2
550	для которой	4	2
551	а и	2	2
552	по мнению	2	2
553	поскольку речь	1	2
554	и сама	4	2
555	целом но	1	2
556	с другими	6	2
557	не обладает	1	2
558	стремится к	1	2
559	все прочие	1	2
560	и притом	7	2
561	но он	1	2
562	от тех	3	2
563	быть только	1	2
564	художественному образу	1	2
565	тому что	5	2
566	не остается	1	2
567	человек и	1	2
568	в живом	1	2
569	такова что	1	2
570	чего бы	2	2
571	которой она	3	2
572	от данного	1	2
573	же касается	5	2
574	а только	9	2
575	не станем	1	2
576	это тоже	4	2
577	как сказано	1	2
578	бы в	3	2
579	не был	3	2
580	с иной	1	2
581	и м	1	2
582	войне и	1	2
583	остается в	1	2
584	складывается из	1	2
585	если оно	3	2
586	не означает	1	2
587	нового времени	1	2
588	я должен	1	2
589	и весьма	3	2
590	кажется что	2	2
591	бы они	1	2
592	новых и	2	2
593	на нем	3	2
594	но зато	1	2
595	одно и	4	2
596	всех других	2	2
597	и хотя	3	2
598	из нас	2	2
599	как известно	1	2
600	где каждый	1	2
601	целом и	1	2
602	н асеев	1	2
603	и каждый	2	2
604	человека и	1	2
605	пушкина в	1	2
606	бы быть	5	2
607	и по	3	2
608	здесь мы	5	2
609	этой системе	1	2
610	в него	2	2
611	чтобы не	2	2
612	с идеей	1	2
613	такое произведение	1	2
614	и ее	7	2
615	однако и	2	2
616	самих себя	1	2
617	переходит в	2	2
618	своего собственного	1	2
619	героя в	2	2
620	тогда когда	1	2
621	на первом	2	2
622	отличное от	2	2
623	из таких	1	2
624	оно было	1	2
625	не идет	1	2
626	и при	2	2
627	литературы как	1	2
628	была бы	2	2
629	со своим	2	2
630	что они	8	2
631	никак не	13	2
632	есть и	2	2
633	нашего времени	1	2
634	самой жизни	2	2
635	для них	4	2
636	оно не	1	2
637	значение в	3	2
638	если это	1	2
639	и будет	2	2
640	можно назвать	1	2
641	к его	1	2
642	с ними	2	2
643	искусства всегда	1	2
644	в сравнении	4	2
645	каждого из	1	2
646	при всех	2	2
647	перед нами	8	2
648	к той	1	2
649	свое время	1	2
650	было у	1	2
651	это и	11	2
652	не сомневается	1	2
653	и более	6	2
654	в реальное	1	2
655	есть от	2	2
656	а если	1	2
657	своей собственной	3	2
658	ведь мы	1	2
659	в значительной	2	2
660	из этих	1	2
661	так чтобы	2	2
662	на основе	1	2
663	время в	1	2
664	что-то другое	1	2
665	обойтись без	3	2
666	с которой	2	2
667	этот образ	1	2
668	для нее	2	2
669	или иных	7	2
670	к своим	1	2
671	и об	3	2
672	он как	2	2
673	в совершенно	1	2
674	им в	1	2
675	вот этот	1	2
676	но мы	1	2
677	нет и	1	2
678	собой но	1	2
679	и многих	2	2
680	мог бы	1	2
681	то для	4	2
682	начиная с	1	2
683	не за	1	2
684	легко может	1	2
685	сомневается в	1	2
686	со словом	1	2
687	то как	1	2
688	от всякой	3	2
689	у них	2	2
690	с каким	1	2
691	жизни но	2	2
692	этом случае	8	2
693	ответ на	1	2
694	ему в	1	2
695	произведения как	1	2
696	мы имеем	7	2
697	ничего кроме	2	2
698	себя самого	1	2
699	для искусства	1	2
700	имел в	1	2
701	раз в	1	2
702	что к	1	2
703	чем он	2	2
704	субъекта но	1	2
705	и где	1	2
706	виду не	1	2
707	здесь даже	1	2
708	между собою	5	2
709	и без	9	2
710	нас к	2	2
711	в любом	3	2
712	есть в	6	2
713	при таком	2	2
714	перед собой	1	2
715	в такой	1	2
716	и художественного	1	2
717	а он	1	2
718	как все	1	2
719	и другого	1	2
720	жизнь и	3	2
721	произведения с	1	2
722	и самого	2	2
723	в таком	11	2
724	а как	2	2
725	жизни для	1	2
726	чистом виде	3	2
727	она не	3	2
728	стихах и	1	2
729	его не	2	2
730	дело не	4	2
731	сознания так	1	2
732	не знаю	1	2
733	элементов а	2	2
734	в нашей	4	2
735	что нам	1	2
736	собственно говоря	5	2
737	и самой	4	2
738	ее развития	1	2
739	на это	1	2
740	а скорее	1	2
741	со своими	1	2
742	в понимании	1	2
743	для такого	1	2
744	что есть	1	2
745	только по	1	2
746	слова в	1	2
747	которое в	3	2
748	другого не	1	2
749	самой и	2	2
750	искусства с	1	2
751	тех или	10	2
752	впоследствии в	1	2
753	не можем	5	2
754	что на	2	2
755	к идее	1	2
756	а эти	1	2
757	нет необходимости	1	1
758	дело однако	1	1
759	является в	3	1
760	например есть	2	1
761	общности в	1	1
762	она сама	1	1
763	все индивидуальные	1	1
764	только из	1	1
765	здесь после	1	1
766	в настоящем	3	1
767	мышления не	1	1
768	этой проблеме	1	1
769	образов в	1	1
770	этого необходимо	3	1
771	никогда и	1	1
772	со всем	2	1
773	ней не	1	1
774	другом но	1	1
775	только что	4	1
776	человеческой истории	1	1
777	рассматриваться в	1	1
778	которые не	1	1
779	познания и	1	1
780	случае мы	1	1
781	дело с	3	1
782	выступает на	1	1
783	общества но	2	1
784	с самим	4	1
785	о них	1	1
786	советской власти	1	1
787	она уже	3	1
788	строго говоря	1	1
789	и мифа	2	1
790	в общую	2	1
791	какой бы	2	1
792	говорит о	1	1
793	что современная	1	1
794	и лучше	1	1
795	мы это	1	1
796	вещи есть	3	1
797	нас в	5	1
798	на нас	2	1
799	с той	5	1
800	требует от	1	1
801	у гончарова	2	1
802	изображение и	1	1
803	в состав	1	1
804	не сказать	1	1
805	понятий в	2	1
806	личность но	1	1
807	которую он	1	1
808	понимается как	1	1
809	данности и	1	1
810	у пушкина	9	1
811	что слово	3	1
812	что чем	2	1
813	более или	2	1
814	значение это	1	1
815	он остается	1	1
816	на свой	1	1
817	но все	5	1
818	а во-вторых	2	1
819	ни одна	2	1
820	для любого	1	1
821	для осуществления	1	1
822	если и	2	1
823	как об	1	1
824	уже на	1	1
825	пушкинского пророка	2	1
826	к другим	2	1
827	том или	6	1
828	само собою	1	1
829	к художественности	1	1
830	стороны в	1	1
831	в одноименной	1	1
832	этого типа	1	1
833	себе с	1	1
834	в собственном	1	1
835	их в	2	1
836	здесь дело	1	1
837	медном всаднике	2	1
838	или ином	3	1
839	человеческой речи	1	1
840	прочим и	1	1
841	которая делает	1	1
842	за ней	1	1
843	если поэт	1	1
844	не его	1	1
845	а а	1	1
846	и стал	1	1
847	как только	3	1
848	значит отличаться	1	1
849	всякого рода	9	1
850	самом и	1	1
851	в дальнейшем	1	1
852	впрочем для	1	1
853	с этим	5	1
854	равновесии и	1	1
855	говорится о	1	1
856	природы в	1	1
857	нам не	2	1
858	лет назад	2	1
859	в сем	1	1
860	рассказ о	1	1
861	действительность в	2	1
862	при наличии	2	1
863	некоторые из	1	1
864	на этой	1	1
865	при условии	4	1
866	она же	1	1
867	не могли	2	1
868	которой он	1	1
869	для настоящей	1	1
870	нас и	2	1
871	имеет в	2	1
872	в моменты	1	1
873	почти исключительно	1	1
874	но эти	1	1
875	на ее	2	1
876	внутри себя	2	1
877	настолько что	1	1
878	полтаве и	1	1
879	сути дела	1	1
880	из их	1	1
881	имея в	1	1
882	отходит от	1	1
883	которых не	1	1
884	точно и	1	1
885	с самой	4	1
886	но может	1	1
887	мы все	5	1
888	он всегда	1	1
889	но они	4	1
890	идеи и	4	1
891	все в	4	1
892	втором случае	1	1
893	и когда	4	1
894	существу своему	1	1
895	уже как	3	1
896	конечно не	3	1
897	и те	1	1
898	не что	6	1
899	тем она	2	1
900	от той	1	1
901	от своей	1	1
902	я буду	1	1
903	и общества	3	1
904	как таковую	1	1
905	момента в	1	1
906	и далее	1	1
907	и начинает	1	1
908	соприкасается с	1	1
909	и остается	1	1
910	и три	1	1
911	рук и	1	1
912	тенденцию к	1	1
913	представляется что	3	1
914	этот как	1	1
915	отдельности и	2	1
916	вернуться к	2	1
917	из всех	1	1
918	однако эти	1	1
919	духа и	1	1
920	и вместо	1	1
921	можно составить	1	1
922	такая же	1	1
923	языка как	1	1
924	на него	3	1
925	каковы например	1	1
926	миф и	1	1
927	без того	1	1
928	входят в	1	1
929	в зависимости	3	1
930	и вдруг	1	1
931	это значит	12	1
932	во всякой	1	1
933	говорит сам	1	1
934	если эта	2	1
935	от них	1	1
936	которая способна	1	1
937	он этой	1	1
938	бытия поскольку	1	1
939	что отделяет	1	1
940	тут же	12	1
941	что даже	6	1
942	в отдельных	1	1
943	на котором	2	1
944	понятие о	2	1
945	возникает и	1	1
946	но так	1	1
947	ни даже	2	1
948	с первого	3	1
949	начало и	1	1
950	собой а	2	1
951	оторванности от	1	1
952	от ее	1	1
953	мы прошли	1	1
954	одно что	1	1
955	есть их	1	1
956	представить себе	5	1
957	она имеет	1	1
958	бы вполне	1	1
959	ее и	2	1
960	живую душу	1	1
961	то оно	1	1
962	к их	2	1
963	как другие	1	1
964	как такового	1	1
965	нельзя сказать	3	1
966	здесь нет	1	1
967	стало для	1	1
968	но отнюдь	2	1
969	собой в	1	1
970	что уже	1	1
971	xix и	2	1
972	вещь которая	1	1
973	в образе	1	1
974	из моментов	1	1
975	второй план	1	1
976	или иными	1	1
977	находится в	1	1
978	стихотворение в	1	1
979	из стихотворения	1	1
980	что при	5	1
981	своя собственная	3	1
982	души и	1	1
983	полное тождество	1	1
984	оказался в	1	1
985	хотя на	1	1
986	в тот	1	1
987	так по	1	1
988	и бесконечно	1	1
989	данной вещи	2	1
990	данного стихотворения	2	1
991	до их	1	1
992	как эмблема	1	1
993	и мадонну	1	1
994	принципиальная значимость	1	1
995	мы ее	1	1
996	является чем-то	4	1
997	не была	1	1
998	чем в	2	1
999	как же	3	1
1000	или не	1	1
1001	ее полноте	1	1
1002	столько же	2	1
1003	в которой	3	1
1004	не о	2	1
1005	века не	1	1
1006	полное отсутствие	1	1
1007	по новым	1	1
1008	евгении онегине	1	1
1009	не нуждается	1	1
1010	будто бы	7	1
1011	опыта но	1	1
1012	что за	1	1
1013	произведение как	1	1
1014	исчезает из	1	1
1015	ряд и	3	1
1016	он их	1	1
1017	но для	3	1
1018	еще при	1	1
1019	же для	1	1
1020	вещей и	2	1
1021	и своего	2	1
1022	по улице	1	1
1023	на пути	1	1
1024	теми или	3	1
1025	в евгении	1	1
1026	литературе и	1	1
1027	между ними	1	1
1028	не привносит	1	1
1029	и она	2	1
1030	с художественной	1	1
1031	для писателя	1	1
1032	символизма как	1	1
1033	на земле	1	1
1034	между прочим	4	1
1035	рядом с	1	1
1036	вещью что	1	1
1037	он мыслит	1	1
1038	я скажу	1	1
1039	от этого	1	1
1040	то уж	1	1
1041	того и	2	1
1042	именно эту	1	1
1043	и жизнь	1	1
1044	вполне закономерно	1	1
1045	о которых	3	1
1046	больше всего	1	1
1047	составляющих ее	1	1
1048	в свете	4	1
1049	своей художественной	1	1
1050	здесь мыслится	1	1
1051	переживания в	1	1
1052	вливаться в	1	1
1053	в медном	2	1
1054	лишнего человека	1	1
1055	в смысле	2	1
1056	и всякого	2	1
1057	собою а	1	1
1058	например как	2	1
1059	для общего	1	1
1060	о в	2	1
1061	на себе	5	1
1062	жизни вообще	1	1
1063	возможна в	1	1
1064	в других	2	1
1065	разные произведения	1	1
1066	сих пор	4	1
1067	художественности и	3	1
1068	чтобы его	1	1
1069	имеет ничего	3	1
1070	это могло	1	1
1071	привносит в	1	1
1072	этот самый	1	1
1073	только от	1	1
1074	нами как	1	1
1075	однако так	1	1
1076	ничего о	1	1
1077	мы можем	11	1
1078	весь мир	2	1
1079	это вполне	2	1
1080	слов или	1	1
1081	это были	1	1
1082	я такое	1	1
1083	и пространства	1	1
1084	дня рождения	1	1
1085	говоря в	1	1
1086	никакого существенного	1	1
1087	такого чего	2	1
1088	мы уже	4	1
1089	а мы	2	1
1090	именно потому	3	1
1091	еще только	3	1
1092	лермонтов в	1	1
1093	долгий путь	1	1
1094	для тех	2	1
1095	говорить об	2	1
1096	оно и	2	1
1097	бы но	1	1
1098	не тем	2	1
1099	так просто	1	1
1100	соединении с	1	1
1101	определенным образом	3	1
1102	в одноименном	2	1
1103	сами эти	1	1
1104	такое что	3	1
1105	поэтому даже	1	1
1106	даже не	3	1
1107	вольно или	1	1
1108	человек который	1	1
1109	образом если	1	1
1110	которой состоит	1	1
1111	здесь каждому	1	1
1112	из общего	1	1
1113	с таким	1	1
1114	когда мы	24	1
1115	не само	1	1
1116	тот или	4	1
1117	человеческих отношений	4	1
1118	же самого	1	1
1119	только с	5	1
1120	или о	1	1
1121	бы его	2	1
1122	говорят и	1	1
1123	но наоборот	1	1
1124	это делает	1	1
1125	о его	3	1
1126	и образами	1	1
1127	несомненно и	2	1
1128	на отдельные	3	1
1129	лучше сказать	2	1
1130	что только	1	1
1131	на высоте	1	1
1132	неба над	1	1
1133	в отношениях	1	1
1134	что без	3	1
1135	говорится но	1	1
1136	тех для	1	1
1137	предмет и	2	1
1138	движение и	1	1
1139	на существование	1	1
1140	за себя	2	1
1141	именно этой	1	1
1142	насилия и	1	1
1143	независимо от	4	1
1144	сама с	1	1
1145	себя он	1	1
1146	всех этих	6	1
1147	подводя итог	1	1
1148	что этот	1	1
1149	в один	1	1
1150	в одну	1	1
1151	и особенно	3	1
1152	одного и	1	1
1153	в подлинном	1	1
1154	что до	1	1
1155	мы видели	2	1
1156	которая и	1	1
1157	общего или	1	1
1158	можно только	3	1
1159	и перестает	1	1
1160	к сожалению	1	1
1161	не мешает	5	1
1162	первую очередь	3	1
1163	именно миф	1	1
1164	до сих	4	1
1165	всего пушкинского	1	1
1166	он уже	1	1
1167	и этот	3	1
1168	и здесь	8	1
1169	является здесь	4	1
1170	в ночи	2	1
1171	поэта когда	1	1
1172	литературоведении и	1	1
1173	например что	1	1
1174	его уже	1	1
1175	исторического момента	1	1
1176	такова же	1	1
1177	но за	1	1
1178	не служит	1	1
1179	есть образ	2	1
1180	обобщению и	1	1
1181	его из	1	1
1182	и картины	1	1
1183	время у	1	1
1184	и прочих	2	1
1185	данном стихотворении	1	1
1186	в литературной	1	1
1187	нас как	1	1
1188	объективной действительности	1	1
1189	у чехова	3	1
1190	и закон	3	1
1191	образа и	4	1
1192	своего образа	1	1
1193	герой нашего	1	1
1194	что это	3	1
1195	уже самого	1	1
1196	содержит в	13	1
1197	пушкин и	1	1
1198	символизм и	1	1
1199	а попросту	1	1
1200	когда это	2	1
1201	отличались от	1	1
1202	здесь для	1	1
1203	нашем понимании	1	1
1204	его внутреннего	1	1
1205	истории в	2	1
1206	предполагает не	1	1
1207	его на	1	1
1208	не исчерпывается	1	1
1209	от этой	1	1
1210	поэтому в	2	1
1211	что никакой	2	1
1212	от собственного	1	1
1213	не аллегория	1	1
1214	разного рода	4	1
1215	все те	2	1
1216	их как	1	1
1217	обязан быть	1	1
1218	и делает	1	1
1219	однако он	1	1
1220	не ставит	1	1
1221	стороны к	1	1
1222	очевидным что	1	1
1223	не могут	1	1
1224	жизни всякого	1	1
1225	такого же	2	1
1226	основе данного	1	1
1227	нам в	2	1
1228	с некоторыми	1	1
1229	собой и	1	1
1230	однако мы	2	1
1231	человеческой культуры	1	1
1232	иметь в	2	1
1233	смысла и	1	1
1234	мы говорим	8	1
1235	не выходит	2	1
1236	это конечно	1	1
1237	предполагать что	1	1
1238	но вот	4	1
1239	сознания однако	1	1
1240	с общим	1	1
1241	на месте	1	1
1242	этот тип	1	1
1243	и действительно	2	1
1244	и пусть	1	1
1245	в процессе	2	1
1246	все на	2	1
1247	с целым	1	1
1248	от художественного	6	1
1249	свой собственный	3	1
1250	есть нечто	22	1
1251	может стать	1	1
1252	а иной	2	1
1253	и так	1	1
1254	состоит из	6	1
1255	от его	4	1
1256	никто не	5	1
1257	что иное	6	1
1258	них он	1	1
1259	без которых	3	1
1260	слова это	2	1
1261	в которых	3	1
1262	не видно	1	1
1263	здесь может	1	1
1264	каким угодно	2	1
1265	понимать друг	1	1
1266	ему и	1	1
1267	о котором	1	1
1268	рода смысл	1	1
1269	том как	4	1
1270	зависимости от	3	1
1271	бы представить	1	1
1272	в те	1	1
1273	в известном	3	1
1274	друг от	3	1
1275	имеет здесь	1	1
1276	первой главе	1	1
1277	если брать	2	1
1278	жизни так	1	1
1279	по площади	1	1
1280	исторической значимости	1	1
1281	ее на	2	1
1282	одним и	1	1
1283	но тут	2	1
1284	второго порядка	3	1
1285	и творчество	1	1
1286	как человеческий	1	1
1287	на самого	1	1
1288	того самого	1	1
1289	был только	1	1
1290	перейти в	1	1
1291	сам поэт	1	1
1292	отличается от	8	1
1293	свободная от	1	1
1294	языка и	4	1
1295	что мы	12	1
1296	к чистой	1	1
1297	в слово	1	1
1298	бог и	1	1
1299	на какой	1	1
1300	это событие	1	1
1301	мы его	2	1
1302	земли и	1	1
1303	не должно	1	1
1304	это все	1	1
1305	если для	1	1
1306	то чему	1	1
