N	2gram	Vinokur_Vv	EvropaiC
330	при том	5	2
331	жизни и	2	2
332	и будет	1	2
333	чтобы быть	1	2
334	если он	1	2
335	в среде	1	2
336	тому что	2	2
337	виде как	1	2
338	давно уже	1	2
339	между ними	3	2
340	как не	1	2
341	с ними	1	2
342	при более	1	2
343	есть в	1	2
344	между прочим	1	2
345	и так	2	2
346	в одно	1	2
347	в которых	6	2
348	же культуры	1	2
349	есть только	2	2
350	следовательно и	2	2
351	они не	1	2
352	не имеет	4	2
353	европейской науке	1	2
354	зависимости от	3	2
355	в себя	1	2
356	культуры для	1	2
357	должен быть	4	2
358	в а	1	2
359	в эту	1	2
360	культуры он	1	2
361	по его	2	2
362	развития человечества	1	2
363	быть вполне	1	2
364	в них	5	2
365	и народов	1	2
366	этих двух	2	2
367	группы народов	4	2
368	во всяком	5	2
369	ко всему	1	2
370	ответить на	1	2
371	а к	1	2
372	а для	1	2
373	принять во	2	2
374	и более	1	2
375	в котором	4	2
376	до тех	1	2
377	на этом	3	2
378	по тем	2	2
379	что несмотря	2	2
380	другими словами	1	2
381	всяком случае	5	2
382	что стоит	1	2
383	к нему	3	2
384	в свою	2	2
385	именно потому	1	2
386	одной стороны	4	2
387	также и	20	2
388	одну из	1	2
389	культура в	1	2
390	в другом	3	2
391	же касается	2	2
392	и уже	3	2
393	только тогда	1	2
394	невозможно но	3	2
395	только один	1	2
396	между отдельными	1	2
397	говорить о	5	2
398	о них	2	2
399	тех же	1	2
400	для всякого	1	2
401	так чтобы	3	2
402	из двух	4	2
403	из него	2	2
404	заключает в	1	2
405	не следует	3	2
406	только то	1	2
407	и те	2	2
408	этот вопрос	7	2
409	же время	6	2
410	но вместе	2	2
411	существование в	1	2
412	это может	2	2
413	культуры при	1	2
414	свою очередь	2	2
415	потому и	1	2
416	в каковом	1	2
417	что же	3	2
418	широком смысле	8	2
419	к ним	1	2
420	уже более	1	2
421	культуры но	1	2
422	это конечно	1	2
423	тех пор	1	2
424	общего с	1	2
425	цивилизации на	1	2
426	о которой	2	2
427	той же	4	2
428	том чтобы	6	2
429	в высшей	1	2
430	от времени	1	2
431	только при	1	2
432	по этому	3	2
433	понять что	3	2
434	во всей	1	2
435	культура не	1	2
436	что она	3	2
437	в частности	3	2
438	общим именем	1	2
439	одна из	3	2
440	и дальше	1	2
441	этого слова	2	2
442	в сущности	3	2
443	но если	6	2
444	и его	6	2
445	мы видели	3	2
446	от себя	3	2
447	в отдельных	1	2
448	независимо от	5	2
449	для этой	1	2
450	в самой	1	2
451	и особенно	1	2
452	дальнейшего развития	1	2
453	точку зрения	1	2
454	если это	2	2
455	и ее	4	2
456	что на	1	2
457	гораздо более	3	2
458	он должен	1	2
459	на время	1	1
460	общей историей	1	1
461	человечества на	1	1
462	всего в	1	1
463	были бы	1	1
464	само собой	2	1
465	что прежде	1	1
466	всех отношениях	1	1
467	она имеет	1	1
468	к действительности	2	1
469	и другие	2	1
470	науки на	4	1
471	на деле	1	1
472	отношении всегда	1	1
473	культурного развития	3	1
474	стоит на	1	1
475	свою цель	1	1
476	из возможных	1	1
477	на каком-нибудь	2	1
478	времени все	2	1
479	мы видим	1	1
480	в более	4	1
481	науки о	9	1
482	он есть	1	1
483	один из	6	1
484	то обстоятельство	1	1
485	это делает	2	1
486	за ним	1	1
487	в научной	2	1
488	положение что	1	1
489	говоря уже	2	1
490	то увидим	1	1
491	она и	1	1
492	специальные особенности	1	1
493	различие между	1	1
494	разница только	1	1
495	похожи на	1	1
496	внешним образом	1	1
497	того как	3	1
498	от этой	1	1
499	основной цели	1	1
500	возможных в	1	1
501	зависит от	3	1
502	за исключением	1	1
503	том числе	1	1
504	уже в	5	1
505	мы не	2	1
506	но еще	1	1
507	время в	2	1
508	и сведений	2	1
509	оно было	1	1
510	прогресса но	1	1
511	у каждого	1	1
512	именно как	3	1
513	еще более	1	1
514	считать не	1	1
515	эта идея	1	1
516	то для	1	1
517	или с	1	1
518	указание на	1	1
519	ему надо	1	1
520	бы на	1	1
521	вопрос мы	1	1
522	каждая данная	1	1
523	в своей	4	1
524	социального общения	1	1
525	именно она	1	1
526	который можно	1	1
527	он и	2	1
528	или нет	2	1
529	кроме того	1	1
530	вникнуть в	1	1
531	в ее	11	1
532	никак не	1	1
533	мысли и	2	1
534	что так	1	1
535	не приходится	1	1
536	по адресу	1	1
537	если такие	2	1
538	которых каждый	1	1
539	в принципе	3	1
540	что такое	12	1
541	ее в	1	1
542	не исчерпывается	2	1
543	и нужно	1	1
544	как культура	1	1
545	в область	1	1
546	и сама	2	1
547	в качестве	8	1
548	можно представить	2	1
549	все свое	1	1
550	в каком-нибудь	1	1
551	с каждым	1	1
552	в прошлом	2	1
553	а есть	1	1
554	на которой	1	1
555	что каждый	1	1
556	трудно но	1	1
557	с другими	1	1
558	в широком	7	1
559	самое что	2	1
560	будет стремиться	1	1
561	смысле этого	9	1
562	древности т.е	1	1
563	как нечто	8	1
564	котором они	1	1
565	в отношении	3	1
566	и развития	2	1
567	как с	1	1
568	котором мы	1	1
569	в центре	4	1
570	тем больше	1	1
571	ее основания	1	1
572	однако не	4	1
573	далее в	1	1
574	в зависимости	3	1
575	как же	1	1
576	представители тех	1	1
577	и многие	1	1
578	т.д в	2	1
579	этой точки	2	1
580	в духе	1	1
581	о возможности	1	1
582	различных аспекта	1	1
583	ряде других	1	1
584	более точного	1	1
585	или иной	3	1
586	ни одна	2	1
587	в первом	5	1
588	и сумма	1	1
589	практических целей	1	1
590	этого не	2	1
591	ее от	2	1
592	когда оно	1	1
593	национальная культура	1	1
594	ее с	1	1
595	с ней	2	1
596	самые разнообразные	1	1
597	но совершенно	1	1
598	говорят на	1	1
599	в научную	1	1
600	который как	1	1
601	будто бы	2	1
602	во многих	1	1
603	этот факт	1	1
604	дело в	5	1
605	нужно только	1	1
606	и эта	1	1
607	из моих	1	1
608	гораздо ближе	2	1
609	тем что	6	1
610	существующие в	1	1
611	из всего	1	1
612	только такой	1	1
613	выдающуюся роль	1	1
614	действительности к	2	1
615	дальше своего	1	1
616	или иная	1	1
617	я и	1	1
618	том или	2	1
619	например в	2	1
620	отношения к	1	1
621	случае не	2	1
622	к историческим	2	1
623	разных народов	1	1
624	в наиболее	2	1
625	большая или	1	1
626	на другую	1	1
627	ценностей и	1	1
628	признаки и	1	1
629	и сообразно	1	1
630	лишь на	1	1
631	долгое время	1	1
632	и как	9	1
633	обстоятельство что	1	1
634	лишь с	1	1
635	как о	4	1
636	более тесную	1	1
637	и такая	1	1
638	но он	1	1
639	есть нечто	1	1
640	в определенной	2	1
641	виде в	2	1
642	что одним	1	1
643	а именно	6	1
644	греко-римского мира	1	1
645	рядом с	2	1
646	уже о	1	1
647	эта традиция	2	1
648	смешным и	1	1
649	на эту	1	1
650	как в	3	1
651	всю эту	1	1
652	и надо	1	1
653	что ни	1	1
654	образом для	1	1
655	состоянии в	1	1
656	другом месте	2	1
657	к концу	1	1
658	правда не	1	1
659	к своему	2	1
660	что между	1	1
661	от этого	5	1
662	направление в	3	1
663	или ином	2	1
664	требует более	1	1
665	и со	2	1
666	и я	1	1
667	на всем	1	1
668	образом по	2	1
669	и этого	3	1
670	по признаку	2	1
671	да и	4	1
672	народов в	1	1
673	больше всего	1	1
674	мы находим	1	1
675	духовную культуру	1	1
676	которая по	1	1
677	это было	1	1
678	языка то	1	1
679	со стороны	16	1
680	на его	1	1
681	себе и	2	1
682	знает что	1	1
683	силу указанных	1	1
684	самом широком	1	1
685	мира в	1	1
686	себя совершенно	1	1
687	что следовательно	2	1
688	решительный поворот	1	1
689	во-первых с	1	1
690	трудно видеть	6	1
691	деле есть	1	1
692	уже не	6	1
693	зрения между	1	1
694	а так	2	1
695	понимать в	3	1
696	не трудно	7	1
697	вопрос что	2	1
698	то эти	1	1
699	по крайней	4	1
700	относиться к	1	1
701	науки в	6	1
702	и другого	1	1
703	вопроса о	1	1
704	не лучше	1	1
705	высокой ступени	1	1
706	русской истории	1	1
707	его к	2	1
708	истории других	1	1
709	права и	1	1
710	в каждом	4	1
711	же направлении	1	1
712	ли они	1	1
713	не говоря	2	1
714	перестает быть	1	1
715	речь в	4	1
716	это и	1	1
717	еще и	4	1
718	все чаще	1	1
719	для целого	1	1
720	этом пункте	1	1
721	впечатление что	1	1
722	древней греческой	1	1
723	германские народы	3	1
724	если признать	1	1
725	и эти	1	1
726	культуры не	3	1
727	разница лишь	1	1
728	что признание	1	1
729	вытекает из	1	1
730	с самого	1	1
731	образом мы	1	1
732	после этого	2	1
733	а если	2	1
734	то это	3	1
735	дело заключается	2	1
736	можно считать	2	1
737	бы с	2	1
738	и история	4	1
739	нескольких поколений	1	1
740	что поэтому	1	1
741	что этот	1	1
742	с известным	1	1
743	и всеми	1	1
744	тем мы	1	1
745	на задний	2	1
746	ведь в	1	1
747	культура и	1	1
748	на свои	2	1
749	ли это	1	1
750	народов или	1	1
751	не считал	2	1
752	с каким-нибудь	1	1
753	германских народов	3	1
754	быте и	1	1
755	одно целое	2	1
756	и даже	6	1
757	в лучшем	1	1
758	действительно как	1	1
759	психологии и	1	1
760	и заключается	4	1
761	чистом виде	1	1
762	даже и	4	1
763	нашей культуры	1	1
764	та или	1	1
765	времени должны	1	1
766	стоит в	2	1
767	на той	1	1
768	и вот	3	1
769	месте в	1	1
770	в значительной	3	1
771	входит в	3	1
772	этой целью	1	1
773	на котором	2	1
774	которые имеют	1	1
775	народов с	1	1
776	что входит	1	1
777	а от	1	1
778	совсем не	3	1
779	или не	1	1
780	нам говорят	1	1
781	этой работы	3	1
782	нельзя не	6	1
783	самого понятия	1	1
784	не быть	1	1
785	народы азии	1	1
786	таких народов	1	1
787	и другой	1	1
788	области культуры	3	1
789	из его	2	1
790	язык и	3	1
791	в этот	2	1
792	просто не	1	1
793	вполне ясно	1	1
794	у того	1	1
795	должна была	2	1
796	смысле слова	7	1
797	народа и	1	1
798	об отношении	3	1
799	увидим что	2	1
800	только на	3	1
801	а во-вторых	2	1
802	таким путем	2	1
803	два различных	1	1
804	одно и	2	1
805	и та	1	1
806	люди с	1	1
807	следовательно они	1	1
808	двумя основными	1	1
809	в науке	1	1
810	точно так	2	1
811	видеть что	6	1
812	стоять на	1	1
813	в различных	5	1
814	не могла	1	1
815	связь между	5	1
816	приходит к	1	1
817	на основании	5	1
818	есть лишь	2	1
819	и была	1	1
820	к делу	4	1
821	в учении	1	1
822	и создавать	1	1
823	нас с	1	1
824	этой стороны	2	1
825	сторон русской	1	1
826	взгляда на	4	1
827	первый из	2	1
828	и затем	1	1
829	что такая	1	1
830	сложились в	1	1
831	а только	8	1
832	как оно	3	1
833	европе и	1	1
834	лишь как	2	1
835	идет об	2	1
836	можно было	8	1
837	на практике	1	1
838	народов которая	1	1
839	с понятием	3	1
840	самого начала	1	1
841	этому поводу	3	1
842	эту традицию	1	1
843	так называемых	4	1
844	и часто	1	1
845	уже очень	1	1
846	эти вещи	1	1
847	переворот в	1	1
848	наука не	2	1
849	в чистом	1	1
850	средством к	1	1
851	есть продукт	1	1
852	же самое	3	1
853	всего что	1	1
854	всегда и	1	1
855	состоит в	2	1
856	того кто	1	1
857	как эта	1	1
858	и той	3	1
859	с большой	1	1
860	не по	1	1
861	на которые	1	1
862	задний план	2	1
863	истории и	4	1
864	может ли	2	1
865	проблемы и	2	1
866	большей частью	1	1
867	не забудем	1	1
868	как известная	2	1
869	быть не	1	1
870	покоится на	1	1
871	национальные культуры	1	1
872	в совершенстве	1	1
873	он в	1	1
874	без всякого	1	1
875	свои первоначальные	1	1
876	заметить что	1	1
877	для дела	1	1
878	и практическая	1	1
879	еще нет	1	1
880	ее не	1	1
881	не создает	1	1
882	однако в	3	1
883	не осталось	1	1
884	главным образом	1	1
885	одна от	2	1
886	оба они	1	1
887	нет и	1	1
888	кто так	2	1
889	наряду с	3	1
890	по другим	1	1
891	могут быть	6	1
892	которую в	1	1
893	потребного для	1	1
894	только по	3	1
895	этом и	1	1
896	техники и	1	1
897	через которую	1	1
898	в общих	1	1
899	быть в	5	1
900	смотрят на	1	1
901	до конца	3	1
902	понимание но	1	1
903	в большей	7	1
904	к которому	1	1
905	запас всевозможных	1	1
906	зрения на	1	1
907	уже знаем	2	1
908	культуре более	1	1
909	вопросов а	1	1
910	случае между	1	1
911	на историю	3	1
912	вопросы эти	1	1
913	ряде случаев	1	1
914	такие которые	1	1
915	врожденных и	1	1
916	не похоже	1	1
917	нем не	1	1
918	что без	1	1
919	чаще всего	2	1
920	к а	1	1
921	надо сказать	1	1
922	что именно	2	1
923	их различных	1	1
924	только после	2	1
925	из самых	1	1
926	те кто	2	1
927	от другой	3	1
928	не свободен	1	1
929	сказать что	6	1
930	он сам	3	1
931	в создании	2	1
932	очень редко	1	1
933	у этих	1	1
934	разделения труда	2	1
935	все более	4	1
936	а как	5	1
937	русском языке	1	1
938	каким был	1	1
939	надо признать	1	1
940	только с	4	1
941	надо было	2	1
942	народов не	1	1
943	к этим	1	1
944	ведь и	1	1
945	иначе как	1	1
946	по только	1	1
947	не мог	2	1
948	лучшем случае	1	1
949	в так	1	1
950	общих чертах	1	1
951	есть ли	1	1
952	а не	5	1
953	большей степени	2	1
954	традиции и	4	1
955	в культуре	1	1
956	имеет свою	2	1
957	культуры или	1	1
958	смысл что	2	1
959	крайней мере	4	1
960	в который	2	1
961	здесь не	3	1
962	применительно к	2	1
963	с соответствующими	2	1
964	целого ряда	1	1
965	всякий кто	1	1
966	и тем	5	1
967	ничего не	2	1
968	есть не	5	1
969	раньше чем	3	1
970	в руках	1	1
971	иное как	6	1
972	на них	1	1
973	вся эта	1	1
974	не к	2	1
975	его можно	2	1
976	в риме	1	1
977	или меньшая	1	1
978	между разными	1	1
979	судя по	1	1
980	можно только	2	1
