N	2gram	Ircho_Kome	Formalny
191	в сторону	1	8
192	в других	4	8
193	сих пор	12	8
194	и речи	4	8
195	и является	1	8
196	из этого	2	8
197	до сих	12	8
198	с этим	5	8
199	роль в	3	8
200	это не	3	8
201	должен быть	2	8
202	не следует	2	8
203	для того	9	8
204	в области	3	8
205	для этого	3	8
206	в той	2	7
207	же и	2	7
208	его от	5	7
209	более или	2	7
210	но все	5	7
211	мы увидим	1	7
212	свою очередь	10	7
213	сказать что	4	7
214	к этому	11	7
215	в сущности	3	7
216	из них	11	7
217	от этого	1	7
218	в себе	4	7
219	столь же	5	7
220	во втором	2	7
221	не на	3	7
222	жизни в	1	7
223	том что	22	7
224	не входит	1	7
225	чем же	2	7
226	известной степени	2	7
227	высшей степени	2	7
228	ничем не	4	7
229	он и	5	7
230	и более	1	7
231	в какой	4	7
232	войти в	2	7
233	или менее	2	7
234	в одной	2	7
235	стороны и	4	7
236	в понимании	1	7
237	как к	3	7
238	в высшей	2	7
239	и только	1	7
240	за счет	1	7
241	и наконец	1	7
242	кроме того	1	6
243	те же	1	6
244	в этих	2	6
245	как она	2	6
246	если он	3	6
247	например в	3	6
248	их в	3	6
249	при таком	1	6
250	о том	21	6
251	он был	6	6
252	жизнь и	1	6
253	только не	1	6
254	и других	1	6
255	в которой	6	6
256	в конце	14	6
257	и это	4	6
258	в смысле	2	6
259	на этом	3	6
260	и тем	4	6
261	за пределы	3	6
262	в статье	1	6
263	от нее	5	6
264	один из	6	6
265	его с	1	6
266	на ее	4	6
267	с ним	10	6
268	ее и	1	6
269	к его	4	6
270	его и	3	6
271	из этих	2	6
272	и лишь	1	6
273	нет и	4	6
274	той же	2	6
275	у них	1	6
276	не из	1	6
277	уже в	3	6
278	нисколько не	3	6
279	особенно в	1	6
280	его не	3	6
281	не по	7	6
282	в частности	4	6
283	тем самым	1	6
284	отношение к	7	6
285	такой же	2	6
286	тому что	5	6
287	случае в	1	5
288	с этой	5	5
289	даже в	3	5
290	в виду	3	5
291	равно как	7	5
292	в мире	2	5
293	и со	2	5
294	можно сказать	1	5
295	в котором	6	5
296	то это	5	5
297	вопрос о	2	5
298	должно было	3	5
299	как на	1	5
300	в нашем	1	5
301	как от	1	5
302	материала как	1	5
303	не найдем	2	5
304	к нему	8	5
305	всего в	1	5
306	то в	1	5
307	не останется	1	5
308	хотя и	6	5
309	не от	1	5
310	не столько	3	5
311	что не	5	5
312	в эту	1	5
313	мы можем	7	5
314	мы уже	1	5
315	не приходится	5	5
316	и что	8	5
317	не могла	3	5
318	друг другу	3	5
319	и по	3	5
320	а как	2	5
321	в него	1	5
322	не так	4	5
323	если в	4	5
324	в основном	1	5
325	в отношении	4	5
326	должен был	6	5
327	ни о	1	5
328	даже не	5	5
329	приводит к	4	5
330	не имеет	6	5
331	да и	3	5
332	бы и	1	5
333	то и	1	5
334	и между	1	5
335	как например	2	5
336	в отличие	3	5
337	одной из	4	5
338	в самой	1	5
339	значение в	1	5
340	тому чтобы	1	5
341	для нас	7	5
342	однако не	1	5
343	а о	2	5
344	и эта	2	5
345	в эпоху	2	5
346	виду что	1	5
347	в такой	1	5
348	отличие от	5	5
349	она должна	2	5
350	тому как	1	5
351	обстоит дело	3	5
352	мы должны	1	5
353	таким же	2	5
354	еще в	1	5
355	от того	2	5
356	одного из	4	5
357	же в	3	5
358	не можем	1	5
359	от него	2	4
360	и другие	1	4
361	к этой	2	4
362	не являются	1	4
363	от одного	1	4
364	или на	1	4
365	является не	1	4
366	к самому	1	4
367	он является	1	4
368	только как	2	4
369	но даже	1	4
370	должна была	1	4
371	между двумя	2	4
372	увидим что	1	4
373	для данного	1	4
374	превращается в	1	4
375	самого начала	5	4
376	себе в	6	4
377	чтобы показать	1	4
378	она ни	1	4
379	в основу	1	4
380	на него	6	4
381	на котором	1	4
382	того же	9	4
383	едва ли	16	4
384	в некоторых	1	4
385	тем не	3	4
386	и этим	3	4
387	произведения его	1	4
388	бы к	2	4
389	очевидно что	1	4
390	в таком	2	4
391	конце концов	3	4
392	под влиянием	2	4
393	в лучшем	2	4
394	не будет	2	4
395	этот вопрос	2	4
396	должны были	2	4
397	могла бы	1	4
398	он в	2	4
399	что для	7	4
400	чтобы не	3	4
401	и сами	1	4
402	однако и	1	4
403	его из	1	4
404	был бы	4	4
405	героя в	1	4
406	подходит к	1	4
407	подобно тому	1	4
408	как не	2	4
409	вместо того	1	4
410	и действительно	1	4
411	это время	2	4
412	нет в	1	4
413	к другому	2	4
414	высказывание в	1	4
415	аналогии с	2	4
416	думать что	1	4
417	дальнейшее развитие	1	4
418	идет о	3	4
419	наконец в	1	4
420	каждой из	4	4
421	со всей	1	4
422	отношении к	1	4
423	нем и	1	4
424	целый ряд	5	4
425	знаем что	1	4
426	им в	1	4
427	тот или	1	4
428	литературы на	1	4
429	и во	3	4
430	и о	3	4
431	но если	3	4
432	входящих в	1	4
433	они были	2	4
434	он должен	1	4
435	сам он	3	4
436	не для	1	4
437	о нем	1	4
438	здесь в	2	4
439	чем он	1	4
440	слово в	1	4
441	в ином	1	4
442	а на	3	4
443	или в	1	4
444	или иначе	3	4
445	сама по	1	4
446	или даже	1	4
447	один и	3	4
448	и тех	1	4
449	а к	1	4
450	с самого	5	4
451	и притом	1	4
452	но при	2	4
453	тех же	3	4
454	как он	5	4
455	же что	1	4
456	к ней	9	4
457	одним из	2	4
458	лучшем случае	1	4
459	не к	1	4
460	во всем	2	3
461	к сожалению	2	3
462	дело с	4	3
463	требует от	4	3
464	в одном	3	3
465	из ее	1	3
466	или для	1	3
467	целом так	1	3
468	весь этот	1	3
469	и должен	1	3
470	а именно	1	3
471	за ней	2	3
472	в это	2	3
473	на первый	1	3
474	а что	1	3
475	было в	2	3
476	не должен	1	3
477	не всегда	2	3
478	это было	1	3
479	из себя	3	3
480	ни одного	1	3
481	является конечно	2	3
482	ней и	3	3
483	они должны	1	3
484	том чтобы	4	3
485	друг с	3	3
486	к этим	1	3
487	в системе	1	3
488	образом на	1	3
489	мы видим	2	3
490	еще одну	1	3
491	нашей работы	1	3
492	что при	1	3
493	в качестве	4	3
494	зрения самого	1	3
495	но как	1	3
496	не была	1	3
497	о возможности	1	3
498	но он	3	3
499	не нуждается	1	3
500	быть только	1	3
501	вещей и	2	3
502	из одного	1	3
503	в чем	7	3
504	что как	1	3
505	от них	2	3
506	в противном	1	3
507	для создания	2	3
508	не сводится	1	3
509	все остальные	2	3
510	не дает	5	3
511	так что	7	3
512	речи и	1	3
513	в развитии	3	3
514	что эта	2	3
515	и тот	6	3
516	не просто	1	3
517	в нее	1	3
518	она была	2	3
519	каждого из	3	3
520	и особенно	2	3
521	нечто совсем	1	3
522	и можем	1	3
523	к одной	2	3
524	смысле слова	1	3
525	и при	1	3
526	и из	1	3
527	никак не	2	3
528	со всеми	2	3
529	так или	3	3
530	нам в	1	3
531	сюжета и	1	3
532	с таким	1	3
533	стороны его	1	3
534	одновременно с	1	3
535	сами эти	1	3
536	если это	1	3
537	можно назвать	1	3
538	от чего	1	3
539	в которых	7	3
540	бы не	3	3
541	том как	5	3
542	в каком	1	3
543	на своем	1	3
544	ничего общего	1	3
545	перед нами	1	3
546	все они	1	3
547	ли они	1	3
548	том числе	2	3
549	и если	3	3
550	этой работы	1	3
551	это только	1	3
552	для нее	1	3
553	только тем	1	3
554	каждый из	1	3
555	состоит в	2	3
556	непосредственно из	1	3
557	только здесь	1	3
558	в сознании	1	3
559	то по	1	3
560	действительности а	1	3
561	же он	1	3
562	нее и	1	3
563	тот же	11	3
564	или другой	1	3
565	находятся в	1	3
566	для всякого	1	3
567	то мы	2	3
568	иначе обстоит	3	3
569	материал для	2	3
570	этом не	1	3
571	дело в	1	3
572	места в	1	3
573	могла быть	1	3
574	противном случае	1	3
575	к своему	4	3
576	со своей	2	3
577	полагать что	2	3
578	на его	5	3
579	с другом	3	3
580	тем более	9	3
581	к одному	1	3
582	и снова	2	3
583	первый план	1	3
584	стремлением к	1	3
585	человек не	1	3
586	одну из	1	3
587	а от	1	3
588	во второй	2	3
589	когда он	5	3
590	е в	2	3
591	не с	2	3
592	эпохи и	1	3
593	числе и	2	3
594	же самое	3	3
595	сказать в	1	3
596	в современной	1	3
597	на то	3	3
598	нуждается в	2	3
599	именно это	1	3
600	и совершенно	1	3
601	что на	1	3
602	в известной	3	3
603	в чисто	1	3
604	все что	6	2
605	в душе	1	2
606	говоря уже	2	2
607	только один	2	2
608	он считает	1	2
609	был и	1	2
610	связи в	1	2
611	тем как	2	2
612	эта же	1	2
613	о чем	11	2
614	строго говоря	1	2
615	говорит о	2	2
616	в принципе	1	2
617	но наиболее	1	2
618	и само	1	2
619	ко всем	1	2
620	явно не	2	2
621	мы найдем	3	2
622	для различения	1	2
623	ее с	1	2
624	отдельных его	1	2
625	иначе как	2	2
626	к более	1	2
627	представление о	2	2
628	принадлежат к	2	2
629	его на	5	2
630	работы в	1	2
631	в собственном	1	2
632	кого не	1	2
633	поскольку он	1	2
634	самого слова	1	2
635	при помощи	1	2
636	ней как	2	2
637	как из	3	2
638	также что	1	2
639	моменты в	1	2
640	и того	1	2
641	как много	1	2
642	по тем	1	2
643	она могла	1	2
644	уже о	2	2
645	в этот	1	2
646	в руках	3	2
647	правда и	1	2
648	сделать вывод	1	2
649	то его	1	2
650	стал бы	1	2
651	точке зрения	1	2
652	то чтобы	1	2
653	реагировать на	1	2
654	а сам	2	2
655	эти вопросы	1	2
656	находится в	1	2
657	с этими	1	2
658	без того	1	2
659	же слова	1	2
660	еще одна	1	2
661	что она	10	2
662	который в	3	2
663	нет никаких	2	2
664	но так	1	2
665	внутреннего мира	1	2
666	себя в	3	2
667	но сама	1	2
668	чтобы понять	1	2
669	быть с	1	2
670	свое собственное	1	2
671	жанра в	1	2
672	той мере	1	2
673	и столь	1	2
674	что человек	1	2
675	и следующий	1	2
676	несмотря на	7	2
677	обычно не	1	2
678	мы конечно	1	2
679	оно занимает	1	2
680	и сама	1	2
681	каждого его	1	2
682	х годов	2	2
683	они будут	2	2
684	сюжета или	1	2
685	что между	2	2
686	являются в	1	2
687	чем в	5	2
688	или не	1	2
689	не знает	7	2
690	прежде чем	4	2
691	перед необходимостью	1	2
692	но совершенно	1	2
693	здесь же	1	2
694	в последних	1	2
695	не требуется	1	2
696	поэтической речи	1	2
697	на земле	2	2
698	так на	1	2
699	все сплошь	1	2
700	представляется нам	2	2
701	в двух	7	2
702	к вопросу	2	2
703	и некоторые	1	2
704	а для	2	2
705	не был	2	2
706	и понимаем	1	2
707	таким путем	2	2
708	выражение в	3	2
709	вошел в	1	2
710	а с	2	2
711	того в	3	2
712	или к	2	2
713	они становятся	1	2
714	чтобы он	1	2
715	что его	10	2
716	сюда же	1	2
717	именно потому	2	2
718	все то	1	2
719	человека как	1	2
720	и судьба	1	2
721	для отца	1	2
722	действующих лиц	7	2
723	и та	1	2
724	можно было	3	2
725	но только	1	2
726	какой мере	2	2
727	ни одной	2	2
728	мы их	1	2
729	однако в	5	2
730	общего с	2	2
731	для нашего	1	2
732	о ней	2	2
733	в первой	3	2
734	и есть	3	2
735	с сыном	1	2
736	при всем	5	2
737	из этой	2	2
738	конкретной исторической	1	2
739	для самого	1	2
740	на жизнь	1	2
741	нет а	1	2
742	собственном смысле	1	2
743	как с	1	2
744	друга в	1	2
745	жизни а	1	2
746	почти не	1	2
747	из нашего	1	2
748	уже говорить	1	2
749	в другой	5	2
750	не оказать	1	2
751	мы в	3	2
752	из того	3	2
753	зрения ее	1	2
754	действий и	1	2
755	в тех	4	2
756	постольку поскольку	1	2
757	от их	1	2
758	теперь на	1	2
759	начинается с	2	2
760	с ними	1	2
761	этой точки	1	2
762	мы остановимся	1	2
763	быть даже	1	2
764	не делает	2	2
765	времени не	2	2
766	другой как	1	2
767	в одних	1	2
768	далеко не	3	2
769	и так	1	2
770	правда не	1	2
771	к какому	1	2
772	никто не	2	2
773	в стихах	1	2
774	возникает вопрос	1	2
775	друг от	1	2
776	это противопоставление	1	2
777	жизни мы	1	2
778	ни к	1	2
779	всем этом	1	2
780	их все	1	2
781	в конкретной	1	2
782	не объясняет	1	2
783	все должно	1	2
784	и вот	3	2
785	из его	3	2
786	в современном	1	2
787	и вся	1	2
788	считать только	1	2
789	отца с	1	2
790	ко времени	1	2
791	слова с	1	2
792	времени и	2	2
793	случае с	1	2
794	было и	1	2
795	имеем в	2	2
796	к ним	5	2
797	лучше всего	1	2
798	на этот	6	2
799	его место	1	2
800	для этих	1	2
801	не лучше	1	2
802	только с	1	2
803	во времени	1	2
804	мы еще	1	2
805	или вовсе	2	2
806	последнего времени	1	2
807	одного к	1	2
808	же прием	1	2
809	к началу	3	2
810	положение вещей	3	2
811	этом случае	2	2
812	одних и	1	2
813	и всякий	2	2
814	ему в	1	2
815	выходит за	1	2
816	вывод что	2	2
817	мы имеем	4	2
818	как художественный	1	2
819	же не	3	2
820	в русском	1	2
821	все равно	3	2
822	что ни	7	2
823	от друга	1	2
824	пределах одной	1	2
825	что будет	1	2
826	в силу	2	2
827	здесь все	1	2
828	на тему	1	2
829	что этот	1	2
830	и без	2	2
831	говорят о	1	2
832	в сборнике	1	2
833	что мы	4	2
834	заказ на	1	2
835	участие в	1	2
836	в каждой	2	2
837	бы совершенно	1	2
838	говорят и	1	2
839	за его	1	2
840	на такое	1	2
841	не знают	1	2
842	мере в	1	2
843	отношения между	2	2
844	чтобы сделать	1	2
845	этих двух	2	2
846	не говоря	2	2
847	конечно это	1	2
848	человека в	4	2
849	только к	1	2
850	в полной	1	2
851	он говорит	3	2
852	всю свою	2	2
853	определяет все	1	2
854	дело не	2	2
855	эти утверждения	1	2
856	один шаг	2	2
857	ведь из	1	2
858	сама она	2	2
859	человека и	2	2
860	в другом	2	2
861	ведь мы	1	2
862	в лице	1	2
863	во многом	1	2
864	на кого	2	2
865	по этому	3	2
866	занимают в	1	2
867	теперь с	1	2
868	происходит в	1	2
869	при изучении	1	2
870	их на	1	2
871	в эти	1	2
872	это в	2	2
873	здесь по-видимому	1	2
874	ведь и	1	2
875	если она	2	2
876	характера как	1	1
877	достигается тем	1	1
878	с которыми	1	1
879	всего это	2	1
880	и уже	1	1
881	еще раз	1	1
882	и ничем	1	1
883	из сторон	1	1
884	в изучении	1	1
885	было ясно	1	1
886	в момент	1	1
887	уходит из	1	1
888	же объясняется	2	1
889	исходя из	2	1
890	судить о	1	1
891	между тремя	1	1
892	теперь что	1	1
893	о возможном	1	1
894	не меньше	2	1
895	любовь к	4	1
896	этическую оценку	1	1
897	вопросу о	1	1
898	них есть	1	1
899	мы оставляем	1	1
900	могут объяснить	1	1
901	характер разработки	1	1
902	в задачу	1	1
903	она уже	1	1
904	и был	2	1
905	они конечно	1	1
906	с более	1	1
907	по праву	1	1
908	очень плохо	1	1
909	намека на	1	1
910	нас в	1	1
911	с известной	2	1
912	одно из	3	1
913	образом из	1	1
914	соответствующую реакцию	1	1
915	с собой	4	1
916	на сцену	2	1
917	чтобы в	3	1
918	насилие над	1	1
919	причем эта	1	1
920	в духе	1	1
921	показывает нам	1	1
922	на свой	1	1
923	вот что	1	1
924	и сам	11	1
925	достаточно отчетливо	1	1
926	жизнь в	1	1
927	каким образом	1	1
928	и абсолютно	1	1
929	из самых	2	1
930	он полагает	1	1
931	от субъективной	1	1
932	в построении	4	1
933	том же	2	1
934	вся его	1	1
935	чтобы дать	2	1
936	ними с	1	1
937	самым существенным	1	1
938	там же	1	1
939	похож на	2	1
940	приходит в	1	1
941	на эти	1	1
942	живого человека	1	1
943	всю эту	1	1
944	собой не	1	1
945	только для	2	1
946	прошлого века	1	1
947	стремление к	1	1
948	почти все	1	1
949	когда в	1	1
950	отца и	4	1
951	только что	11	1
952	но мы	1	1
953	в себя	1	1
954	как только	2	1
955	повод к	1	1
956	все их	1	1
957	не удается	1	1
958	является самым	1	1
959	понять как	1	1
960	для человека	2	1
961	всего они	1	1
962	моменты которые	1	1
963	и грубой	1	1
964	нам не	1	1
965	была очень	1	1
966	в первую	2	1
967	на человека	1	1
968	героя или	1	1
969	находит в	1	1
970	последних лет	1	1
971	и такие	1	1
972	в объяснении	2	1
973	с единством	1	1
974	бы отрицать	1	1
975	можем не	1	1
976	законченные высказывания	1	1
977	противоречия между	1	1
978	случаи когда	1	1
979	сам не	2	1
980	своей природе	1	1
981	служит здесь	1	1
982	отсюда и	1	1
983	трудно было	2	1
984	уйти от	1	1
985	те в	1	1
986	и изображение	1	1
987	в нескольких	1	1
988	структур в	1	1
989	е о	1	1
990	из жизни	2	1
991	на любые	1	1
992	цитатами из	1	1
993	в противопоставлении	1	1
994	все сюжетные	1	1
995	больше того	2	1
996	времени в	2	1
997	этой связи	3	1
998	для себя	1	1
999	положений и	1	1
1000	трагика и	1	1
1001	глаза на	1	1
1002	пока не	2	1
1003	о них	1	1
1004	этого жанра	1	1
1005	целое а	1	1
1006	и когда	2	1
1007	приходит к	2	1
1008	обращаясь к	1	1
1009	людей и	2	1
1010	не обязательно	1	1
1011	и схватить	1	1
1012	нее можно	1	1
1013	могла не	1	1
1014	от своей	2	1
1015	так называемых	1	1
1016	и еще	4	1
1017	быть более	1	1
1018	но этот	1	1
1019	друг на	1	1
1020	право говорить	1	1
1021	оказывается перед	2	1
1022	слов о	1	1
1023	поэта и	1	1
1024	самом начале	1	1
1025	которого они	2	1
1026	без всякого	2	1
1027	для всей	2	1
1028	наряду с	4	1
1029	образом как	1	1
1030	такая же	2	1
1031	на сцене	7	1
1032	только во	1	1
1033	ли она	1	1
1034	содержание его	1	1
1035	понятно с	1	1
1036	что все	1	1
1037	но никак	1	1
1038	возникающие в	1	1
1039	можем сказать	1	1
1040	иным как	1	1
1041	ее не	1	1
1042	по поводу	1	1
1043	трагедии и	2	1
1044	стороны других	1	1
1045	следует и	1	1
1046	каким был	1	1
1047	и чувства	1	1
1048	не мог	2	1
1049	и стать	1	1
1050	ее своей	2	1
1051	как будто	3	1
1052	где все	1	1
1053	но там	1	1
1054	этом же	1	1
1055	и овладеть	1	1
1056	каков бы	1	1
1057	крайней мере	1	1
1058	чем более	1	1
1059	жизни существенно	1	1
1060	произведение если	1	1
1061	а потом	1	1
1062	ей и	1	1
1063	этой тенденции	1	1
1064	ближе к	3	1
1065	представить себе	2	1
1066	несколько слов	1	1
1067	сделает его	1	1
1068	там не	1	1
1069	и все-таки	1	1
1070	не зная	5	1
1071	первый и	1	1
1072	в н	1	1
1073	и мы	5	1
1074	переходят к	1	1
1075	к их	2	1
1076	она и	2	1
1077	менее в	2	1
1078	в восприятии	1	1
1079	вопрос не	2	1
1080	здесь нет	4	1
1081	а затем	4	1
1082	чем на	1	1
1083	была куплена	1	1
1084	такого рода	2	1
1085	ввести в	2	1
1086	следует сказать	1	1
1087	полезно вспомнить	1	1
1088	остается еще	1	1
1089	отметить еще	1	1
1090	к идеалу	1	1
1091	слов в	2	1
1092	п т	1	1
1093	как нет	1	1
1094	и хотели	1	1
1095	сводились к	1	1
1096	каждом шагу	1	1
1097	по мнению	2	1
1098	и речевых	1	1
1099	обратил внимание	1	1
1100	слов то	1	1
1101	согласии с	2	1
1102	себе не	2	1
1103	отрывок из	2	1
1104	у него	10	1
1105	что впрочем	1	1
1106	крайней степени	1	1
1107	в развитие	1	1
1108	бы между	1	1
1109	себе путь	1	1
1110	для иллюстрации	1	1
1111	что там	1	1
1112	человеческой судьбы	1	1
1113	не выражает	1	1
1114	он оказывается	1	1
1115	полемики с	1	1
1116	преимущественно на	1	1
1117	на себя	10	1
1118	от дяди	1	1
1119	переживаний в	1	1
1120	я и	2	1
1121	совсем в	2	1
1122	вопрос почему	1	1
1123	становится совершенно	1	1
1124	встречается в	1	1
1125	себя как	1	1
1126	рядом с	1	1
1127	его тем	1	1
1128	заведомо не	1	1
1129	образом для	2	1
1130	то при	1	1
1131	нет когда	1	1
1132	его жизни	2	1
1133	служит для	1	1
1134	героя мало	1	1
1135	больше всего	4	1
1136	того он	1	1
1137	в существенном	1	1
1138	связанный с	1	1
1139	себе и	1	1
1140	за другой	2	1
1141	на себе	2	1
1142	и у	4	1
1143	что их	4	1
1144	не иначе	2	1
1145	нельзя не	1	1
1146	человека а	2	1
1147	остановимся здесь	1	1
1148	остается в	3	1
1149	они к	1	1
1150	о себе	1	1
1151	еще одним	1	1
1152	в пьесе	1	1
1153	для развития	2	1
1154	что даже	1	1
1155	в руки	2	1
1156	в раннем	1	1
1157	если не	7	1
1158	событие как	1	1
1159	л в	1	1
1160	поскольку на	1	1
1161	в и	3	1
1162	он стал	1	1
1163	было только	1	1
1164	идет в	1	1
1165	можно сделать	1	1
1166	остаться в	1	1
1167	ни один	1	1
1168	возвращаясь к	2	1
1169	за ними	1	1
1170	не были	1	1
1171	хотя в	3	1
1172	по составу	1	1
1173	чем больше	1	1
1174	таково же	1	1
1175	из двух	3	1
1176	в остальных	1	1
1177	ни одно	3	1
1178	с общим	1	1
1179	где в	1	1
1180	и хотя	3	1
1181	человека по	1	1
1182	чтобы их	1	1
1183	не пришли	1	1
1184	по своей	2	1
1185	это может	1	1
1186	первого и	1	1
1187	с ней	1	1
1188	уже несколько	1	1
1189	всего на	1	1
1190	того кто	2	1
1191	а тем	1	1
1192	так называемого	1	1
1193	чем она	1	1
1194	возможно что	4	1
1195	не один	1	1
1196	и никогда	1	1
1197	он понимает	2	1
1198	бы его	1	1
1199	других действующих	1	1
1200	конечно на	1	1
1201	законов и	1	1
1202	всю глубину	1	1
1203	о его	4	1
1204	можно выдвинуть	1	1
1205	рассматривать не	1	1
1206	в доме	17	1
1207	это ощущение	1	1
1208	что только	1	1
1209	был в	1	1
1210	но ничего	1	1
1211	роль играет	2	1
1212	мы будем	1	1
1213	теми же	1	1
1214	образом в	2	1
1215	вопрос связанный	1	1
1216	ней в	2	1
1217	в жанре	1	1
1218	чаще всего	2	1
1219	внутренний мир	2	1
1220	она для	1	1
1221	его к	1	1
1222	к внутреннему	1	1
1223	это совершенно	1	1
1224	от ее	3	1
1225	одного и	1	1
1226	еще одно	2	1
1227	становится объектом	1	1
1228	было с	1	1
1229	воли совершенно	1	1
1230	это новое	1	1
1231	для многих	1	1
1232	не выдерживает	1	1
1233	не мешает	3	1
1234	что совершается	1	1
1235	в кругу	1	1
1236	на деле	1	1
1237	и стало	1	1
1238	усиливается тем	1	1
1239	к лицу	2	1
1240	он уже	1	1
1241	характерная для	1	1
1242	за ним	3	1
1243	что касается	5	1
1244	к физическому	1	1
1245	условий и	1	1
1246	известно что	1	1
1247	своего собственного	1	1
1248	которой не	2	1
1249	видя в	1	1
1250	которые он	1	1
1251	из таких	1	1
1252	стиха и	2	1
1253	судьба его	1	1
1254	принять всерьез	1	1
1255	речь как	1	1
1256	к установлению	1	1
1257	целого ряда	2	1
1258	здесь он	1	1
1259	нашего времени	1	1
1260	самой жизни	1	1
1261	из которых	7	1
1262	дает и	1	1
1263	интерес к	1	1
1264	них является	2	1
1265	здесь были	1	1
1266	и наш	1	1
1267	деле и	1	1
1268	бы при	1	1
1269	вот два	1	1
1270	том и	1	1
1271	полном согласии	1	1
1272	слова мы	1	1
1273	различны в	1	1
1274	один вопрос	1	1
1275	текста и	1	1
1276	существеннейшее отличие	1	1
1277	что у	2	1
1278	своей стороны	1	1
1279	предполагать что	1	1
1280	то время	3	1
1281	дела и	1	1
1282	виде как	1	1
1283	оказывается на	1	1
1284	всей ситуации	1	1
1285	с такими	1	1
1286	для каждого	1	1
1287	ли не	6	1
1288	меньшей мере	1	1
1289	связанные с	1	1
1290	этим в	1	1
1291	причастность к	1	1
1292	психологическим содержанием	1	1
1293	в сравнительно	1	1
1294	этой области	1	1
1295	о котором	1	1
1296	сравнению с	3	1
1297	но вместе	1	1
1298	знает что	2	1
1299	на каждом	1	1
1300	подходить к	1	1
1301	в какую-нибудь	1	1
1302	к которой	1	1
1303	такую возможность	1	1
1304	в которые	2	1
1305	по крайней	1	1
1306	что из	2	1
1307	этому же	1	1
