N	2gram	Tiupa_Lite	Myslijsy
227	поэзии и	3	9
228	только от	1	9
229	могли бы	1	9
230	во время	1	9
231	одного и	1	9
232	один из	7	9
233	себе не	2	9
234	самом деле	2	9
235	никто не	1	9
236	в сравнении	2	9
237	с точки	4	9
238	это было	1	9
239	не все	1	9
240	и других	4	9
241	до тех	2	9
242	далеко не	4	9
243	в целом	10	9
244	и о	1	9
245	можно сказать	1	9
246	во всем	1	8
247	по тому	1	8
248	которые не	1	8
249	говорить о	1	8
250	не как	4	8
251	но все	1	8
252	вслед за	1	8
253	именно в	1	8
254	что по	1	8
255	художественное произведение	2	8
256	так например	1	8
257	перестает быть	5	8
258	была бы	1	8
259	что даже	1	8
260	что они	1	8
261	мы в	3	8
262	слово как	1	8
263	от них	1	8
264	одно и	1	8
265	что есть	2	8
266	не так	1	8
267	в которых	1	8
268	между ними	1	8
269	остается только	1	8
270	в глазах	4	8
271	нельзя сказать	1	8
272	тот же	1	8
273	этом случае	2	8
274	на вопрос	1	8
275	говоря о	1	8
276	на самом	1	8
277	все равно	1	8
278	или в	1	8
279	и более	1	8
280	самого себя	3	7
281	с этой	6	7
282	тем как	1	7
283	на основании	1	7
284	все эти	2	7
285	в жизни	7	7
286	но мы	1	7
287	в данном	7	7
288	даже и	2	7
289	не всегда	1	7
290	превращается в	2	7
291	самого начала	1	7
292	языка как	1	7
293	для понимания	2	7
294	к этому	2	7
295	на котором	1	7
296	несмотря на	3	7
297	или не	1	7
298	столько же	1	7
299	одном из	3	7
300	к мысли	1	7
301	в эту	1	7
302	на себе	1	7
303	но как	3	7
304	в своих	5	7
305	она не	1	7
306	за пределы	3	7
307	а как	2	7
308	во втором	3	7
309	все в	1	7
310	за ним	1	7
311	для себя	6	7
312	к сознанию	1	7
313	не более	2	7
314	в памяти	1	7
315	себя и	3	7
316	этот образ	1	7
317	и во	1	7
318	том же	3	7
319	которое мы	1	7
320	один и	1	7
321	с самого	1	7
322	в искусстве	4	7
323	не с	2	7
324	на это	2	7
325	и к	1	6
326	для всех	5	6
327	же и	3	6
328	в виду	4	6
329	если и	1	6
330	его на	1	6
331	а именно	1	6
332	в своей	5	6
333	человеческой речи	1	6
334	между двумя	1	6
335	себе в	3	6
336	после того	1	6
337	эту минуту	1	6
338	я как	1	6
339	ни было	2	6
340	в ее	1	6
341	у него	5	6
342	но он	1	6
343	что его	3	6
344	в мире	9	6
345	могло бы	1	6
346	таких же	2	6
347	например что	1	6
348	должна быть	3	6
349	в сущности	5	6
350	никак не	2	6
351	как при	1	6
352	может стать	1	6
353	да и	3	6
354	ничего общего	2	6
355	и уже	1	6
356	лишь в	4	6
357	не могло	3	6
358	в этой	7	6
359	и до	1	6
360	в обществе	1	6
361	как например	1	6
362	мог бы	1	6
363	при котором	2	6
364	в образе	1	6
365	художественного произведения	1	6
366	в основании	1	6
367	то он	3	6
368	у нас	5	6
369	в их	3	6
370	в виде	1	6
371	что ни	1	6
372	от языка	2	6
373	и слова	1	6
374	на нее	2	6
375	при таком	1	6
376	в каждой	2	6
377	все более	3	6
378	как он	2	6
379	в один	1	6
380	оно должно	1	6
381	жизни и	6	6
382	ни был	2	6
383	в той	1	5
384	только из	1	5
385	даже в	6	5
386	на нас	1	5
387	например с	1	5
388	не столько	8	5
389	само собою	1	5
390	и другим	1	5
391	уже и	1	5
392	поэзия есть	1	5
393	но даже	2	5
394	состоит в	18	5
395	но эти	1	5
396	значительной степени	1	5
397	с другим	1	5
398	том чтобы	1	5
399	в нашем	2	5
400	на предмет	1	5
401	понятие о	1	5
402	лишь тогда	1	5
403	сравнении с	2	5
404	на том	3	5
405	в произведении	1	5
406	из того	3	5
407	только при	1	5
408	что а	1	5
409	а с	2	5
410	отношения между	3	5
411	одним из	8	5
412	которое в	1	5
413	свет и	1	5
414	одна из	8	5
415	и у	1	5
416	рядом с	1	5
417	оно и	1	5
418	можно было	3	5
419	но только	3	5
420	однако в	7	5
421	что может	1	5
422	мысль в	2	5
423	если в	2	5
424	отличное от	1	5
425	все то	2	5
426	можно назвать	1	5
427	к другому	1	5
428	быть назван	1	5
429	перед нами	1	5
430	для нее	2	5
431	эта мысль	2	5
432	отношении к	2	5
433	переход от	1	5
434	произведении искусства	1	5
435	общего с	3	5
436	и здесь	1	5
437	ответ на	1	5
438	с каким	1	5
439	они не	1	5
440	мы имеем	2	5
441	указание на	1	5
442	слова а	1	5
443	нет ничего	2	5
444	стремится к	1	5
445	на память	1	5
446	в какой	2	5
447	не подлежит	1	5
448	от своего	3	5
449	света и	1	5
450	но уже	2	5
451	в области	5	5
452	не говоря	3	5
453	человека в	5	5
454	а к	2	5
455	и народа	1	5
456	но при	2	5
457	а от	1	5
458	субъекта и	3	5
459	есть всегда	1	5
460	нужно было	1	5
461	этого не	2	5
462	в начале	4	5
463	не по	2	5
464	отношение к	1	5
465	не к	3	5
466	в некоторых	1	4
467	каждому из	1	4
468	что чем	1	4
469	от всего	1	4
470	нам не	1	4
471	значение только	1	4
472	же следует	1	4
473	служит только	1	4
474	имеет в	1	4
475	в другом	3	4
476	был бы	1	4
477	не вполне	1	4
478	так называемых	2	4
479	с чем	3	4
480	над собою	1	4
481	не мог	3	4
482	бы то	1	4
483	к общему	3	4
484	не противоречит	1	4
485	не знает	3	4
486	я и	10	4
487	в связи	4	4
488	и воля	1	4
489	от этого	1	4
490	с его	5	4
491	на этом	3	4
492	в наше	1	4
493	эти слова	2	4
494	еще только	1	4
495	ту же	4	4
496	то ни	1	4
497	кажется что	1	4
498	в образы	1	4
499	бы они	1	4
500	иметь в	1	4
501	того кто	2	4
502	он в	1	4
503	если оно	2	4
504	в поэзии	4	4
505	для кого	1	4
506	ничего не	3	4
507	как деятельность	1	4
508	из этого	2	4
509	из глубины	1	4
510	чтобы не	2	4
511	ведет к	5	4
512	от сознания	2	4
513	та же	2	4
514	нашего времени	2	4
515	имеет место	1	4
516	и вполне	3	4
517	не на	2	4
518	мы чувствуем	2	4
519	но без	2	4
520	так или	8	4
521	этой точки	3	4
522	ее с	1	4
523	отношения к	1	4
524	быть устранены	1	4
525	все они	2	4
526	здесь как	2	4
527	одним и	1	4
528	которого в	1	4
529	более чем	4	4
530	в значении	1	4
531	более и	1	4
532	между людьми	1	4
533	произведения и	1	4
534	становится для	2	4
535	мы сами	2	4
536	в деятельности	1	4
537	я говорю	1	4
538	ему в	2	4
539	многих других	1	4
540	данном случае	6	4
541	по этому	2	4
542	который бы	2	4
543	сознания и	1	4
544	этом отношении	5	4
545	со своим	2	4
546	между этими	1	4
547	но с	3	4
548	отказаться от	1	4
549	б мы	1	4
550	что к	1	4
551	что будет	1	4
552	дело в	3	4
553	из двух	1	4
554	в ту	1	4
555	от слова	2	4
556	других в	1	4
557	к своему	2	4
558	в такой	1	4
559	мы находим	1	4
560	пока не	2	4
561	перейти к	1	4
562	а так	1	4
563	он говорит	2	4
564	есть произведение	1	4
565	к тем	1	4
566	есть и	1	4
567	стороны и	1	4
568	только то	3	4
569	собственно говоря	1	4
570	одного из	4	4
571	бытия и	1	4
572	такой же	3	4
573	к новому	1	4
574	только после	1	4
575	в разговоре	2	4
576	души к	1	3
577	мы и	1	3
578	говоря уже	3	3
579	этого в	1	3
580	к этой	2	3
581	до него	1	3
582	случае мы	1	3
583	дело с	1	3
584	в результате	2	3
585	в различных	1	3
586	одной из	2	3
587	их не	2	3
588	на свою	3	3
589	но следует	1	3
590	жизнь природы	1	3
591	я а	1	3
592	на первый	1	3
593	на одном	1	3
594	первый взгляд	1	3
595	я вижу	2	3
596	жизни все	1	3
597	на человека	1	3
598	что этот	1	3
599	должно было	1	3
600	пор пока	2	3
601	которая не	2	3
602	искусства и	6	3
603	уже о	2	3
604	и когда	1	3
605	было сказано	1	3
606	по которым	2	3
607	именно так	3	3
608	быть в	1	3
609	он сам	2	3
610	нам остается	1	3
611	от себя	2	3
612	а мы	1	3
613	бы это	1	3
614	к ее	1	3
615	подлежит сомнению	1	3
616	от ее	1	3
617	мысли так	1	3
618	от его	1	3
619	об одном	1	3
620	что уже	1	3
621	мы знаем	1	3
622	и сама	1	3
623	говоря словами	3	3
624	природу и	1	3
625	не была	1	3
626	ее от	1	3
627	есть стремление	1	3
628	но для	1	3
629	большинстве случаев	1	3
630	о которой	2	3
631	его жизни	1	3
632	в себя	5	3
633	себе и	2	3
634	вопрос что	1	3
635	как теперь	2	3
636	вне языка	1	3
637	многих случаях	1	3
638	как человек	1	3
639	к новым	2	3
640	здесь мы	1	3
641	как это	9	3
642	как объект	1	3
643	этимологическое значение	1	3
644	движения и	1	3
645	например не	1	3
646	я в	12	3
647	и др	4	3
648	в общем	1	3
649	наше время	1	3
650	на чем	1	3
651	не идет	1	3
652	для них	2	3
653	в отношении	2	3
654	должен был	1	3
655	образом если	1	3
656	из тех	2	3
657	она и	1	3
658	как о	1	3
659	человека а	2	3
660	в известном	1	3
661	слова к	1	3
662	его я	2	3
663	а если	2	3
664	и состоит	2	3
665	поэзия как	1	3
666	в первый	2	3
667	не должно	1	3
668	ни были	1	3
669	здесь не	1	3
670	жизни не	2	3
671	в формах	4	3
672	в свое	1	3
673	и наконец	2	3
674	что ему	4	3
675	различие между	3	3
676	ее в	1	3
677	ничего кроме	2	3
678	и всегда	2	3
679	из своих	2	3
680	однако не	2	3
681	или иначе	9	3
682	себя а	1	3
683	а то	2	3
684	этой цели	2	3
685	есть мысль	1	3
686	и я	7	3
687	в новом	1	3
688	идеи и	1	3
689	должен быть	2	3
690	в одной	1	3
691	с первого	1	3
692	что от	1	3
693	отличие от	6	3
694	слово это	1	3
695	до своего	1	3
696	в нашей	2	3
697	например и	2	3
698	в развитии	1	3
699	человека с	1	3
700	существование в	2	3
701	в большинстве	1	3
702	по всей	1	3
703	как для	1	3
704	нас самих	2	3
705	и прежде	4	3
706	как будто	2	3
707	для этого	5	3
708	является в	1	2
709	такая форма	1	2
710	пришла к	1	2
711	что художественное	1	2
712	к более	1	2
713	и служат	1	2
714	может служить	1	2
715	по выражению	2	2
716	время не	2	2
717	потому не	1	2
718	с действительностью	2	2
719	а напротив	1	2
720	к делу	1	2
721	а во-вторых	1	2
722	и сам	6	2
723	как форма	1	2
724	уже на	1	2
725	когда это	1	2
726	я от	2	2
727	роль в	2	2
728	и сделал	1	2
729	отличается от	1	2
730	в это	1	2
731	для эстетического	1	2
732	жизни к	1	2
733	предметы и	1	2
734	нам его	1	2
735	и нет	4	2
736	нам представляется	3	2
737	еще один	1	2
738	большей части	1	2
739	занимающего нас	2	2
740	которая в	3	2
741	не могли	1	2
742	этой деятельности	1	2
743	раз и	2	2
744	другого в	4	2
745	духовной жизни	4	2
746	в противоположность	2	2
747	чувством а	1	2
748	времени в	1	2
749	к своей	2	2
750	как совокупность	3	2
751	слов но	2	2
752	сознания в	14	2
753	уже было	1	2
754	и трудно	1	2
755	этой связи	1	2
756	произведения искусства	4	2
757	есть свобода	2	2
758	ход мысли	1	2
759	любви к	1	2
760	с xviii	1	2
761	на самое	1	2
762	и еще	1	2
763	я с	1	2
764	нас на	1	2
765	по которой	1	2
766	затем в	1	2
767	ключ к	1	2
768	следующим образом	2	2
769	как я	3	2
770	есть по	1	2
771	на две	1	2
772	который в	2	2
773	приближаются к	1	2
774	и внешней	1	2
775	в отдельных	1	2
776	в системе	1	2
777	и искусство	1	2
778	вопроса о	1	2
779	себя в	7	2
780	теперь уже	1	2
781	едва ли	5	2
782	и представляет	1	2
783	бы вполне	1	2
784	слияния с	1	2
785	ее и	1	2
786	него как	1	2
787	нами не	2	2
788	остаются в	1	2
789	жизни человека	1	2
790	первый раз	2	2
791	для которой	1	2
792	в теле	1	2
793	от общего	1	2
794	с тех	1	2
795	его внутренняя	1	2
796	и за	2	2
797	истина и	1	2
798	для своего	2	2
799	как с	1	2
800	в следующем	1	2
801	тому же	2	2
802	существует только	1	2
803	от тех	2	2
804	деятельности в	4	2
805	и говорит	2	2
806	сознания не	2	2
807	не нуждается	1	2
808	этом последнем	1	2
809	я не	8	2
810	же как	3	2
811	всем своем	1	2
812	понимается как	1	2
813	искусства а	1	2
814	например как	1	2
815	к истине	1	2
816	с образом	2	2
817	не имея	1	2
818	тут же	1	2
819	не видит	2	2
820	как субъект	1	2
821	свое место	1	2
822	например мы	1	2
823	от самого	2	2
824	необходимо было	1	2
825	из мира	1	2
826	в личной	1	2
827	имеем дело	2	2
828	же это	3	2
829	по своей	3	2
830	совершенно справедливо	1	2
831	своей субъективности	1	2
832	каждый человек	1	2
833	о его	1	2
834	своей души	1	2
835	в первой	1	2
836	и посредством	1	2
837	нам все	1	2
838	другой не	1	2
839	которое бы	1	2
840	человека или	1	2
841	люди не	1	2
842	себе как	2	2
843	с ее	3	2
844	всех этих	1	2
845	могли быть	1	2
846	поэзия в	1	2
847	к отождествлению	1	2
848	например это	1	2
849	нас как	1	2
850	с такой	1	2
851	и одно	1	2
852	из которых	3	2
853	на таких	1	2
854	не исчерпывается	1	2
855	переходит в	1	2
856	то с	2	2
857	начинается с	1	2
858	и прозе	1	2
859	которых и	1	2
860	в основание	1	2
861	есть лишь	2	2
862	в обратном	1	2
863	его собственная	1	2
864	показать что	1	2
865	скорее всего	1	2
866	обращается к	5	2
867	на наш	7	2
868	целый мир	2	2
869	состоит из	1	2
870	произведение в	2	2
871	никем не	2	2
872	не приводит	1	2
873	о любви	1	2
874	зависимости от	1	2
875	всей своей	2	2
876	словом не	1	2
877	это самое	1	2
878	миром но	1	2
879	искусства то	2	2
880	необходимых для	1	2
881	свое время	1	2
882	принадлежит ему	1	2
883	подобных случаях	1	2
884	ни к	1	2
885	знает как	1	2
886	есть от	1	2
887	такую же	1	2
888	таковы что	1	2
889	можно лишь	1	2
890	не знали	3	2
891	художественных произведений	1	2
892	из его	2	2
893	в современном	1	2
894	мы получим	1	2
895	впрочем и	1	2
896	переходит к	1	2
897	пока мы	1	2
898	целый ряд	1	2
899	теперь не	1	2
900	себя от	1	2
901	каждый из	4	2
902	было и	1	2
903	исходя из	3	2
904	поэзии как	1	2
905	нет и	1	2
906	в сфере	7	2
907	а скорее	2	2
908	не за	1	2
909	бы на	2	2
910	процессов в	1	2
911	только с	1	2
912	власть над	1	2
913	действительности не	1	2
914	внешнее и	1	2
915	пример в	2	2
916	жизни но	1	2
917	сознание есть	2	2
918	на языке	1	2
919	и прямо	1	2
920	и было	1	2
921	ее на	1	2
922	при всей	5	2
923	он как	1	2
924	в природу	1	2
925	еще и	3	2
926	тому чтобы	1	2
927	от которого	1	2
928	не для	2	2
929	или с	1	2
930	к его	1	2
931	о нем	1	2
932	может показаться	1	2
933	то самое	1	2
934	в полном	1	2
935	у тютчева	4	2
936	вытекающее из	1	2
937	с их	3	2
938	по словам	1	2
939	когда же	1	2
940	а на	1	2
941	непосредственно в	1	2
942	в г	1	2
943	больше в	1	2
944	за словом	1	2
945	этом не	1	2
946	а все	1	2
947	не иметь	1	2
948	и эта	1	2
949	не те	1	2
950	что сами	1	2
951	приближается к	1	2
952	этом в	3	2
953	мы ее	1	2
954	она по	1	2
955	со своей	3	2
956	системы как	1	2
957	тех же	3	2
958	вследствие чего	1	2
959	и сила	1	2
960	в слово	1	2
961	как представляется	2	2
962	из ряда	1	2
963	на ступени	1	2
964	в отношениях	1	2
965	дело не	2	2
966	от всех	2	2
967	во второй	2	2
968	когда он	1	2
969	от земли	1	2
970	в пути	3	2
971	но дело	1	2
972	не станет	1	2
973	которую я	1	2
974	и всякая	1	2
975	развивается в	1	2
976	ведь мы	2	2
977	могло быть	2	2
978	существования в	2	2
979	каждого из	2	2
980	речи становится	1	2
981	и самого	2	2
982	какой бы	1	2
983	эту мысль	1	2
984	нуждается в	3	2
985	может и	1	2
986	чего бы	2	2
987	дальше в	1	2
988	для другого	1	2
989	языков но	1	2
990	еще несколько	1	1
991	что видно	1	1
992	к действительности	1	1
993	в особенности	2	1
994	чувствуем что	1	1
995	образов в	1	1
996	со второй	1	1
997	со всем	1	1
998	ней не	1	1
999	язык а	1	1
1000	можно и	2	1
1001	свою личную	1	1
1002	и самому	1	1
1003	над языком	2	1
1004	прямо на	1	1
1005	не мешает	1	1
1006	порядка в	1	1
1007	самые светлые	1	1
1008	без исключения	1	1
1009	необходимое для	1	1
1010	об искусстве	1	1
1011	с самим	1	1
1012	из всех	1	1
1013	вновь и	1	1
1014	на второй	2	1
1015	его принадлежности	1	1
1016	она уже	1	1
1017	и лучше	1	1
1018	всех ее	1	1
1019	но собственно	1	1
1020	всем и	2	1
1021	него в	2	1
1022	с той	1	1
1023	почему мы	1	1
1024	своих собственных	1	1
1025	было но	1	1
1026	свобода есть	1	1
1027	человеческой воли	1	1
1028	и само	3	1
1029	свое имя	1	1
1030	отношений в	1	1
1031	основанному на	1	1
1032	у пушкина	1	1
1033	среди других	1	1
1034	где бы	2	1
1035	целом как	1	1
1036	ума в	1	1
1037	как было	1	1
1038	основывается на	1	1
1039	на задний	1	1
1040	в настоящем	1	1
1041	чтобы в	1	1
1042	что скрыто	1	1
1043	быть названа	2	1
1044	он уже	1	1
1045	когда человеку	1	1
1046	такими же	1	1
1047	узком значении	1	1
1048	новый для	1	1
1049	устранены из	1	1
1050	дела а	1	1
1051	в построении	1	1
1052	места и	1	1
1053	от личной	1	1
1054	разговоре с	2	1
1055	власти над	1	1
1056	я из	2	1
1057	принадлежит не	1	1
1058	другому как	1	1
1059	здесь дело	1	1
1060	наш взгляд	7	1
1061	однако этим	1	1
1062	твое и	1	1
1063	себя к	1	1
1064	в художественном	6	1
1065	всех подобных	1	1
1066	кроме игры	1	1
1067	от поэзии	1	1
1068	произнося в	1	1
1069	от своей	1	1
1070	мир и	2	1
1071	речь идет	3	1
1072	он по	1	1
1073	свою собственную	1	1
1074	не его	1	1
1075	его связи	1	1
1076	казалось бы	6	1
1077	дан был	1	1
1078	на мой	1	1
1079	если судить	1	1
1080	я это	3	1
1081	мы вместе	1	1
1082	в жизнь	2	1
1083	воображении и	1	1
1084	бы лишь	1	1
1085	как речь	1	1
1086	лучше самого	1	1
1087	знал что	1	1
1088	даже отчасти	1	1
1089	он был	1	1
1090	нас и	1	1
1091	сам не	1	1
1092	понять тебя?	1	1
1093	раз не	1	1
1094	опыта как	2	1
1095	из принципа	1	1
1096	в творчестве	2	1
1097	в понимании	1	1
1098	обнаруживается при	1	1
1099	понятия в	1	1
1100	не должен	3	1
1101	мире а	1	1
1102	скрывайся и	1	1
1103	процесс в	1	1
1104	индивидуального бытия	1	1
1105	таится в	1	1
1106	жизнь а	1	1
1107	это его	1	1
1108	вот почему	1	1
1109	глубокий смысл	1	1
1110	с принятой	1	1
1111	поменялись местами	1	1
1112	его сердце	2	1
1113	лишь для	1	1
1114	в этот	1	1
1115	действительного мира	2	1
1116	и т.п	14	1
1117	правда ли	1	1
1118	мир был	1	1
1119	мы лучше	1	1
1120	каждое слово	1	1
1121	и внешнее	1	1
1122	в строгом	1	1
1123	приходит к	1	1
1124	несколько примеров	1	1
1125	для которого	1	1
1126	и те	1	1
1127	то как	2	1
1128	положение при	1	1
1129	перед ним	2	1
1130	в чистом	1	1
1131	того не	1	1
1132	второй половины	1	1
1133	пути от	2	1
1134	сила и	1	1
1135	на груди	1	1
1136	закон не	1	1
1137	бы потому	1	1
1138	над словом	3	1
1139	поэта и	1	1
1140	казалось что	1	1
1141	самом начале	1	1
1142	в уединении	2	1
1143	само оно	1	1
1144	которых однако	1	1
1145	аналогичными ему	1	1
1146	но разве	1	1
1147	только этим	1	1
1148	одной то	1	1
1149	множественного числа	1	1
1150	ср также	1	1
1151	нечто в	1	1
1152	не умеет	1	1
1153	каком отношении	1	1
1154	разумеется и	1	1
1155	минуту и	1	1
1156	природы которая	1	1
1157	это уже	2	1
1158	как сказано	2	1
1159	жизни как	3	1
1160	нам лишь	1	1
1161	жизни с	2	1
1162	скажет я	1	1
1163	быть с	1	1
1164	свое собственное	3	1
1165	не имеющим	1	1
1166	имеет ничего	1	1
1167	гораздо более	1	1
1168	той мере	1	1
1169	и он	3	1
1170	этой задачи	1	1
1171	и последующим	1	1
1172	по преимуществу	6	1
1173	сам автор	1	1
1174	мышления и	3	1
1175	как нам	2	1
1176	она как	1	1
1177	нам быть	1	1
1178	и читатель	1	1
1179	своего я	2	1
1180	поэтому в	1	1
1181	сравнивать не	1	1
1182	без изменений	1	1
1183	такого рода	18	1
1184	этого он	1	1
1185	к себе	3	1
1186	сознание в	3	1
1187	это открытие	1	1
1188	затем не	1	1
1189	тайны но	1	1
1190	сказали бы	1	1
1191	внутренней и	1	1
1192	аналогии с	3	1
1193	каковы например	1	1
1194	в качестве	21	1
1195	пути по	1	1
1196	в тот	1	1
1197	от произведений	1	1
1198	и прозы	1	1
1199	многих отношениях	1	1
1200	о ком	1	1
1201	материалом поэзии	1	1
1202	основная задача	1	1
1203	художника не	1	1
1204	только три	1	1
1205	этом как	3	1
1206	в зависимости	1	1
1207	во всей	1	1
1208	что вы	1	1
1209	в полной	1	1
1210	уединенной мысли	1	1
1211	не о	1	1
1212	как по	1	1
1213	однороден с	1	1
1214	ее развития	1	1
1215	есть своего	1	1
1216	наконец в-третьих	1	1
1217	по аналогии	3	1
1218	на себя	4	1
1219	собственное слово	1	1
1220	мы это	1	1
1221	в эстетическом	1	1
1222	в среде	1	1
1223	не сказать	1	1
1224	но само	1	1
1225	не остается	2	1
1226	теми или	1	1
1227	как все	2	1
1228	такова что	1	1
1229	человек в	2	1
1230	себя как	2	1
1231	на земле	1	1
1232	мыслит и	1	1
1233	каким в	1	1
1234	в употреблении	1	1
1235	я есть	2	1
1236	и ближе	1	1
1237	уже раз	1	1
1238	человек то	1	1
1239	связанным с	1	1
1240	он обладал	1	1
1241	для новой	1	1
1242	в сторону	1	1
1243	враг и	2	1
1244	жизнь не	1	1
1245	а для	3	1
1246	на слух	1	1
1247	не был	1	1
1248	той или	1	1
1249	я был	2	1
1250	творчество в	1	1
1251	деятельность по	1	1
1252	во всякой	1	1
1253	ума но	1	1
1254	рождается в	1	1
1255	нами как	1	1
1256	из ничего	1	1
1257	пришло в	1	1
1258	утверждая что	1	1
1259	это вполне	1	1
1260	находит свое	1	1
1261	здесь впервые	1	1
1262	искусство не	2	1
1263	мой взгляд	1	1
1264	сознания а	2	1
1265	системе и	1	1
1266	и пространства	1	1
1267	проникает в	1	1
1268	велика что	1	1
1269	мудростью и	1	1
1270	как действительность	1	1
1271	идут в	2	1
1272	с новыми	1	1
1273	для наших	1	1
1274	своих внешних	1	1
1275	это должно	1	1
1276	от содержания	1	1
1277	с какой	1	1
1278	об исторической	1	1
1279	в ответ	1	1
1280	как сам	2	1
1281	и тени	1	1
1282	в детстве	1	1
1283	не совпадающих	1	1
1284	и является	2	1
1285	отношений есть	1	1
1286	нем же	1	1
1287	а одно	1	1
1288	как понять	1	1
1289	в огонь	1	1
1290	это может	1	1
1291	как один	1	1
1292	следует признать	2	1
1293	для жизни	1	1
1294	жизни человеческого	2	1
1295	не раз	2	1
1296	занимает в	1	1
1297	мысль человека	1	1
1298	человек всегда	1	1
1299	ту сторону	1	1
1300	для осуществления	1	1
1301	жизнь как	1	1
1302	здесь поэт	2	1
1303	и мысль	1	1
1304	что слезы	1	1
1305	суровым что	1	1
1306	эту силу	1	1
1307	и каждый	2	1
