N	2gram	Tiupa_Anal	Marksizm
444	данном контексте	1	3
445	ее содержание	1	3
446	но это	3	3
447	третьей части	1	3
448	ответ на	3	3
449	они не	2	3
450	того как	1	3
451	и сама	1	3
452	бы на	1	3
453	она будет	1	3
454	себя самого	1	3
455	с их	3	3
456	однако не	2	3
457	ведь это	1	3
458	или иначе	5	3
459	на нее	1	3
460	всякое высказывание	2	3
461	один и	2	3
462	и вообще	1	3
463	не все	1	3
464	бы это	2	3
465	связаны с	2	3
466	к жизни	5	3
467	на них	1	3
468	и по	3	3
469	этих двух	2	3
470	знакового материала	1	3
471	того или	6	3
472	человека в	3	3
473	и других	1	3
474	совпадает с	4	3
475	ту или	1	3
476	мы узнаем	1	3
477	с языком	1	3
478	в значительной	3	3
479	когда он	2	3
480	а по	1	3
481	не с	3	3
482	не следует	5	3
483	или как	1	3
484	и о	1	3
485	по законам	1	3
486	себе самому	2	3
487	все более	1	3
488	и только	1	3
489	как целого	1	3
490	конце концов	1	3
491	в целом	8	3
492	или точнее	2	3
493	и тогда	1	3
494	по нашему	3	3
495	во всем	5	2
496	и другие	1	2
497	для всех	5	2
498	к этой	2	2
499	его за	2	2
500	с этой	1	2
501	дело с	3	2
502	глаза и	1	2
503	в разных	1	2
504	происходит как	1	2
505	тем как	1	2
506	на смену	5	2
507	из нее	1	2
508	новой формы	1	2
509	слова с	1	2
510	мы и	1	2
511	к каким	1	2
512	говоря языком	2	2
513	превращается в	3	2
514	том или	1	2
515	например в	2	2
516	между индивидуальными	1	2
517	в жизни	2	2
518	бы стать	1	2
519	к самому	2	2
520	в собственном	1	2
521	их в	1	2
522	а именно	1	2
523	или ином	1	2
524	всех подобных	1	2
525	отличается от	1	2
526	ситуаций и	1	2
527	поскольку он	3	2
528	не столь	1	2
529	всего они	1	2
530	введено в	1	2
531	отсюда и	2	2
532	всего этого	1	2
533	почти исключительно	1	2
534	и другой	1	2
535	же касается	1	2
536	нашем случае	1	2
537	для данного	1	2
538	а между	1	2
539	тем самым	8	2
540	принадлежит не	1	2
541	не что	1	2
542	в прошлом	2	2
543	из виду	1	2
544	к ним	1	2
545	ее как	1	2
546	на него	1	2
547	слово не	1	2
548	не умеет	1	2
549	от них	1	2
550	в противном	2	2
551	от себя	3	2
552	распадается на	1	2
553	они могут	1	2
554	ними в	2	2
555	то о	1	2
556	внутреннего мира	2	2
557	крайней мере	5	2
558	своего развития	1	2
559	гораздо более	3	2
560	и во	1	2
561	и весь	1	2
562	ее и	1	2
563	собой и	1	2
564	имеют место	1	2
565	мышления и	1	2
566	пор совершенно	1	2
567	в состоянии	2	2
568	быть в	1	2
569	всех остальных	1	2
570	а ведь	1	2
571	внутренней и	2	2
572	отношения к	6	2
573	далеко за	1	2
574	или иную	1	2
575	на стадии	1	2
576	иными словами	1	2
577	противоречие между	1	2
578	тому же	7	2
579	сознания к	2	2
580	но он	1	2
581	они сами	1	2
582	и всего	1	2
583	же как	1	2
584	между прочим	1	2
585	путь в	1	2
586	зрения и	1	2
587	должно было	1	2
588	а только	1	2
589	в чем	2	2
590	всех своих	1	2
591	и мир	1	2
592	остается в	1	2
593	здесь как	2	2
594	могли бы	2	2
595	а с	2	2
596	целое и	1	2
597	лишь ее	1	2
598	только путем	1	2
599	героя и	7	2
600	совсем не	1	2
601	сознание не	1	2
602	интонаций в	1	2
603	при такой	1	2
604	соединении с	1	2
605	самый момент	2	2
606	не могла	2	2
607	но только	1	2
608	этом смысле	1	2
609	в нее	1	2
610	и отличается	1	2
611	когда мы	2	2
612	личность с	1	2
613	тот или	3	2
614	нашего анализа	1	2
615	культуры и	1	2
616	его как	3	2
617	это делает	1	2
618	всех сторон	1	2
619	в первой	10	2
620	образом в	1	2
621	в общем	4	2
622	же мы	1	2
623	или иного	5	2
624	во время	2	2
625	всех этих	1	2
626	случае это	1	2
627	так или	5	2
628	слова до	1	2
629	никто из	1	2
630	в частности	19	2
631	а потому	1	2
632	та же	1	2
633	оно и	1	2
634	в самый	1	2
635	самим автором	2	2
636	своих героев	1	2
637	всей совокупности	1	2
638	поэтому в	2	2
639	к выводу	1	2
640	целом ряде	1	2
641	второй части	1	2
642	высказывания или	1	2
643	оно не	2	2
644	ориентировано на	1	2
645	ли с	1	2
646	мы понимаем	1	2
647	оказывается в	2	2
648	есть лишь	1	2
649	между которыми	1	2
650	заключается в	1	2
651	с целью	1	2
652	в романе	3	2
653	времени не	1	2
654	как о	3	2
655	и так	1	2
656	себя и	2	2
657	бы не	1	2
658	говорили о	1	2
659	ему и	2	2
660	нет в	1	2
661	по крайней	5	2
662	лишь те	1	2
663	художественный образ	1	2
664	он же	2	2
665	что мы	2	2
666	это явление	1	2
667	и если	2	2
668	если для	1	2
669	и второй	1	2
670	тех пор	2	2
671	для нее	1	2
672	вступает в	5	2
673	ни были	1	2
674	друг от	1	2
675	каждый из	2	2
676	автора в	1	2
677	известной степени	3	2
678	не совсем	1	2
679	впервые в	3	2
680	и служит	1	2
681	то для	1	2
682	принадлежит к	4	2
683	их с	1	2
684	за пределами	2	2
685	до известной	3	2
686	в самой	1	2
687	он должен	1	2
688	жизни но	4	2
689	к лицу	1	2
690	или к	2	2
691	в гораздо	1	2
692	на языке	3	2
693	категорий и	1	2
694	у гоголя	1	2
695	данном случае	11	2
696	борьба и	1	2
697	зависит от	1	2
698	в художественной	1	2
699	совершенно иначе	1	2
700	в целое	1	2
701	к истории	1	2
702	в литературе	3	2
703	что с	1	2
704	лицом к	1	2
705	в широком	1	2
706	а все	1	2
707	в г	1	2
708	но с	3	2
709	от друга	1	2
710	пределах одной	1	2
711	который как	2	2
712	указывает на	3	2
713	сама по	3	2
714	с той	3	2
715	истины и	1	2
716	есть в	2	2
717	эти две	1	2
718	противном случае	2	2
719	мира и	2	2
720	она по	1	2
721	ли не	5	2
722	по его	4	2
723	первой части	2	2
724	это было	2	2
725	но уже	1	2
726	на его	3	2
727	для которого	1	2
728	и тех	2	2
729	со всех	1	2
730	до тех	1	2
731	его не	3	2
732	одну из	3	2
733	не по	1	2
734	остаются вне	1	2
735	и помимо	1	2
736	во второй	8	2
737	нашли свое	1	2
738	есть и	1	2
739	нового времени	4	2
740	к анализу	1	2
741	ним не	1	2
742	смысл его	1	2
743	идет о	2	2
744	и вы	1	2
745	его внешней	2	2
746	только по	2	2
747	этом и	1	2
748	их можно	1	2
749	иное как	1	2
750	для современного	1	2
751	дело обстоит	1	2
752	само по	1	2
753	и наконец	1	2
754	не слышит	1	2
755	можно только	1	2
756	с которыми	1	1
757	приводящей к	1	1
758	случае такой	1	1
759	на границах	1	1
760	в единую	1	1
761	первой и	1	1
762	в почти	1	1
763	это далеко	1	1
764	рассказчика с	1	1
765	отвечает на	1	1
766	говоря уже	1	1
767	выводу что	1	1
768	русской литературе	6	1
769	с формой	1	1
770	т.е в	2	1
771	собою все	1	1
772	за исключением	2	1
773	случае мы	1	1
774	что был	1	1
775	формы целого	2	1
776	случае не	1	1
777	может служить	2	1
778	или нет	1	1
779	которой в	1	1
780	строго говоря	1	1
781	говорит о	3	1
782	требует от	1	1
783	одно из	3	1
784	далее в	2	1
785	же году	1	1
786	его от	1	1
787	этого момента	2	1
788	высказывание есть	1	1
789	в первоначальной	1	1
790	противоречие с	2	1
791	и само	1	1
792	у пушкина	3	1
793	этой последней	1	1
794	этом качестве	1	1
795	и остальной	1	1
796	в предыдущей	1	1
797	читателя и	2	1
798	по пути	4	1
799	эстетической деятельности	2	1
800	качестве факторов	1	1
801	из двух	1	1
802	ни одна	1	1
803	и сам	8	1
804	жизни или	1	1
805	как одна	1	1
806	каким образом	1	1
807	мысль о	3	1
808	естественно не	1	1
809	не возникнет	1	1
810	речевой ткани	1	1
811	доказывает что	2	1
812	что со	1	1
813	может вести	1	1
814	конечном счете	5	1
815	как целому	1	1
816	развития но	1	1
817	всегда представляется	1	1
818	жизненных и	1	1
819	прощается с	1	1
820	стороны бытия	1	1
821	в соответствии	5	1
822	что по	4	1
823	наш взгляд	5	1
824	одновременно и	1	1
825	на эту	2	1
826	котором не	1	1
827	в художественном	1	1
828	его что	1	1
829	тем или	2	1
830	мотивы не	1	1
831	первое место	1	1
832	за ней	1	1
833	роль этих	1	1
834	речь идет	3	1
835	выходит далеко	1	1
836	свою собственную	1	1
837	когда бы	1	1
838	является эстетическим	1	1
839	где оно	1	1
840	все их	1	1
841	при анализе	2	1
842	так если	1	1
843	своему герою	1	1
844	всякого рода	1	1
845	в переносном	2	1
846	при всей	2	1
847	достигает здесь	1	1
848	нам не	2	1
849	было не	1	1
850	при наличии	1	1
851	со своей	8	1
852	в противовес	2	1
853	героя или	1	1
854	при условии	2	1
855	с родным	1	1
856	осуществляется в	2	1
857	не могли	1	1
858	всегда с	1	1
859	которой он	1	1
860	раз и	1	1
861	в динамике	1	1
862	нас и	1	1
863	так для	1	1
864	связанных с	1	1
865	значимости в	1	1
866	чему не	1	1
867	и каждое	2	1
868	чем определяется	1	1
869	в противоположность	3	1
870	имеет в	1	1
871	но даже	1	1
872	не должен	2	1
873	ничто не	1	1
874	особенности же	1	1
875	при рассмотрении	1	1
876	движении и	1	1
877	искусства и	1	1
878	во многих	2	1
879	не всегда	4	1
880	уже о	2	1
881	существенное значение	1	1
882	характер в	2	1
883	уже было	2	1
884	отношения не	1	1
885	формы так	1	1
886	этот тезис	1	1
887	из своего	1	1
888	эта стилистическая	1	1
889	о них	1	1
890	я для	1	1
891	втором случае	2	1
892	содержание в	1	1
893	приходит к	1	1
894	углом зрения	2	1
895	от своей	2	1
896	отметить что	1	1
897	субъекту и	1	1
898	был чрезвычайно	1	1
899	от лица	1	1
900	и пушкин	1	1
901	убедиться в	1	1
902	мере не	1	1
903	второй половины	1	1
904	его собственной	1	1
905	и остается	1	1
906	и взаимодействие	1	1
907	слов о	1	1
908	ни одного	1	1
909	далеки от	1	1
910	и еще	1	1
911	весьма сложного	1	1
912	приходят к	1	1
913	говорящих и	1	1
914	с такою	1	1
915	неотделима от	1	1
916	слове как	1	1
917	с самим	3	1
918	жизни как	4	1
919	она ни	1	1
920	тех случаях	1	1
921	к которому	2	1
922	речь не	1	1
923	автор как	2	1
924	в индивидуальную	1	1
925	еще одна	1	1
926	ее внутренней	1	1
927	этом контексте	3	1
928	приобщения к	2	1
929	толстого или	1	1
930	целое то	4	1
931	иным как	1	1
932	речь о	1	1
933	из самой	1	1
934	по поводу	5	1
935	литературу в	1	1
936	героя то	1	1
937	уже по	2	1
938	лишь один	1	1
939	головой все	1	1
940	части работы	1	1
941	этом же	1	1
942	и иной	1	1
943	начало и	1	1
944	имеет места	1	1
945	для анализа	1	1
946	или иным	2	1
947	себе самом	2	1
948	их воззрений	1	1
949	ближе к	2	1
950	того кому	1	1
951	только не	3	1
952	и автор	1	1
953	этой внутренней	1	1
954	и системой	1	1
955	по природе	3	1
956	нами не	1	1
957	сам автор	2	1
958	а наоборот	1	1
959	форме определенной	1	1
960	личности ее	1	1
961	как нам	6	1
962	после того	1	1
963	сознания с	1	1
964	всматриваясь в	1	1
965	такого рода	11	1
966	внимание на	4	1
967	время в	2	1
968	чем-то внешним	1	1
969	до эпохи	1	1
970	прийти к	1	1
971	а и	4	1
972	подчеркнуть что	1	1
973	и герой	1	1
974	при разрешении	1	1
975	лишь после	2	1
976	что несмотря	2	1
977	они в	1	1
978	многих отношениях	2	1
979	к определенному	1	1
980	иного рода	1	1
981	и развитие	1	1
982	что между	2	1
983	внешнего мира	3	1
984	быть достаточно	1	1
985	поставлен в	1	1
986	в конечном	5	1
987	мир уже	1	1
988	на совершенное	1	1
989	эта история	1	1
990	утверждение что	1	1
991	живет и	1	1
992	утрачивает свою	1	1
993	к чему	2	1
994	и приводит	1	1
995	организующая роль	1	1
996	не нуждается	1	1
997	во внимание	1	1
998	преимущественно на	1	1
999	на себя	5	1
1000	умом и	1	1
1001	речь персонажей	1	1
1002	я и	6	1
1003	своей серьезности	1	1
1004	с одним	1	1
1005	как говорит	4	1
1006	характер и	1	1
1007	я не	3	1
1008	встречается в	1	1
1009	свет его	1	1
1010	чем иным	1	1
1011	в мире	17	1
1012	место и	1	1
1013	герой в	1	1
1014	уже давно	1	1
1015	текста но	3	1
1016	больше и	1	1
1017	и героем	3	1
1018	представляется нам	2	1
1019	однако при	3	1
1020	о которых	2	1
1021	в себя	6	1
1022	границ между	1	1
1023	этой повести	1	1
1024	и всякого	1	1
1025	например высказывание	1	1
1026	в эту	2	1
1027	могло бы	1	1
1028	то эти	1	1
1029	до нас	1	1
1030	принадлежат и	1	1
1031	вопроса о	2	1
1032	основном соответствует	1	1
1033	я был	1	1
1034	претендуют на	1	1
1035	словарного слова	1	1
1036	не сводится	1	1
1037	приводит его	1	1
1038	на этом	2	1
1039	они же	1	1
1040	т.п все	1	1
1041	личность в	1	1
1042	пошлости и	1	1
1043	этой своей	1	1
1044	здесь сводится	1	1
1045	очень часто	1	1
1046	не готовая	1	1
1047	он ничего	1	1
1048	на страницах	1	1
1049	этот звук	1	1
1050	близко к	1	1
1051	и передачи	1	1
1052	автор для	1	1
1053	природе своей	4	1
1054	как человек	1	1
1055	быть осуществлено	1	1
1056	его внутренней	1	1
1057	ни была	1	1
1058	в ответ	2	1
1059	или вкуса	1	1
1060	это по	3	1
1061	было только	1	1
1062	от рассмотрения	1	1
1063	однако эта	1	1
1064	но зато	2	1
1065	личность и	1	1
1066	содержания и	1	1
1067	главного героя	2	1
1068	внутренняя форма	1	1
1069	тем и	1	1
1070	такое что	1	1
1071	как автор	1	1
1072	и хотя	1	1
1073	доходит до	1	1
1074	б это	1	1
1075	и затем	1	1
1076	с целым	1	1
1077	и конструктивное	1	1
1078	мы по	1	1
1079	должны были	1	1
1080	белого и	1	1
1081	равной степени	2	1
1082	например по	1	1
1083	как известно	3	1
1084	превратилась в	1	1
1085	но без	2	1
1086	ту сторону	1	1
1087	одного сознания	1	1
1088	конца и	1	1
1089	однако в	6	1
1090	образы и	1	1
1091	и интонациями	1	1
1092	и следует	2	1
1093	но наоборот	1	1
1094	о его	3	1
1095	и ты	1	1
1096	в доме	2	1
1097	ситуацией высказывания	1	1
1098	одновременно в	1	1
1099	произведение совершается	1	1
1100	читателя он	1	1
1101	имеющихся в	1	1
1102	писавшим о	1	1
1103	впервые указано	1	1
1104	он обращается	1	1
1105	мы будем	1	1
1106	теми же	1	1
1107	в силу	2	1
1108	своего героя	2	1
1109	этой фразы	1	1
1110	бы быть	2	1
1111	пушкина и	3	1
1112	те кто	1	1
1113	бы ни	1	1
1114	свободой и	1	1
1115	неразрывно связана	1	1
1116	в соответствующей	1	1
1117	еще менее	1	1
1118	есть система	1	1
1119	продуктивной для	1	1
1120	уходит в	1	1
1121	вызвал бы	1	1
1122	в один	1	1
1123	нам кажется	3	1
1124	где авторское	1	1
1125	а ее	1	1
1126	пути ее	1	1
1127	еще одно	1	1
1128	своего бытия	1	1
1129	нормального и	1	1
1130	в составе	2	1
1131	в статье	1	1
1132	их мышления	1	1
1133	для многих	1	1
1134	также несколько	1	1
1135	встреча не	1	1
1136	здесь на	1	1
1137	автор и	1	1
1138	кто говорит	3	1
1139	и конечно	2	1
1140	субъективной стороной	1	1
1141	них в	1	1
1142	если в	3	1
1143	также что	1	1
1144	а сообщение	1	1
1145	в противоречие	2	1
1146	и должно	1	1
1147	автор своих	1	1
1148	связей с	1	1
1149	другого человека	1	1
1150	и способно	1	1
1151	говорит и	3	1
1152	хх века	1	1
1153	ни единого	1	1
1154	романа в	1	1
1155	и из	1	1
1156	можно поставить	1	1
1157	сам по	2	1
1158	проникает в	1	1
1159	нашем понимании	2	1
1160	нашего времени	5	1
1161	истории в	2	1
1162	о которой	2	1
1163	человека не	1	1
1164	из того	1	1
1165	с внешней	1	1
1166	различных сторон	1	1
1167	мог иметь	1	1
1168	и делает	1	1
1169	связывается с	3	1
1170	то с	1	1
1171	же самой	1	1
1172	подобно тому	4	1
1173	себе не	1	1
1174	за это	1	1
1175	всякий иной	1	1
1176	а отношение	1	1
1177	принадлежит своя	1	1
1178	обращено к	1	1
1179	тон в	1	1
1180	целостности и	1	1
1181	если не	1	1
1182	они гораздо	1	1
1183	которое как	2	1
1184	самим собой	3	1
1185	в обратном	1	1
1186	однако мы	1	1
1187	с ней	1	1
1188	с таким	5	1
1189	что у	3	1
1190	произведения в	4	1
1191	вряд ли	1	1
1192	тем менее	1	1
1193	грамматическая форма	1	1
1194	уже говорили	1	1
1195	то время	1	1
1196	лишь к	1	1
1197	между внутренними	1	1
1198	на систему	1	1
1199	что могло	1	1
1200	к действительному	1	1
1201	мог быть	1	1
1202	корней и	1	1
1203	основе своей	2	1
1204	в христианском	1	1
1205	только то	1	1
1206	состоит из	1	1
1207	что иное	1	1
1208	правда не	1	1
1209	часть третья	1	1
1210	он есть	1	1
1211	здесь выступает	2	1
1212	тему в	1	1
1213	бы сказать	1	1
1214	вследствие этого	1	1
1215	эта внутренняя	1	1
1216	жизни если	1	1
1217	в известном	2	1
1218	на каждом	1	1
1219	чтобы прийти	1	1
1220	во сне	3	1
1221	определенный и	1	1
1222	мы однако	1	1
1223	же есть	1	1
1224	стороны с	1	1
1225	к какой	1	1
1226	этому же	1	1
1227	но оно	1	1
1228	все они	2	1
1229	только одно	1	1
1230	выступает сам	1	1
1231	этой части	1	1
1232	в прозе	1	1
1233	цели не	1	1
1234	синтаксис в	1	1
1235	а если	1	1
1236	сливается с	1	1
1237	же во	1	1
1238	и заключается	1	1
1239	чего нет	1	1
1240	в роли	1	1
1241	не любил	1	1
1242	в течение	1	1
1243	в иной	2	1
1244	совпадая со	1	1
1245	лишь первой	1	1
1246	о котором	2	1
1247	ее до	1	1
1248	совершается как	1	1
1249	на два	2	1
1250	два полюса	1	1
1251	в современном	1	1
1252	диалога и	1	1
1253	со всей	1	1
1254	что уже	1	1
1255	значение для	1	1
1256	и два	1	1
1257	результате чего	1	1
1258	в это	1	1
1259	сочетании с	4	1
1260	т.п не	1	1
1261	мир и	1	1
1262	частности как	1	1
1263	иные моменты	1	1
1264	переносном смысле	2	1
1265	времени и	1	1
1266	получает в	1	1
1267	реальности в	1	1
1268	которые и	1	1
1269	цели и	1	1
1270	и исторически	1	1
1271	а лишь	2	1
1272	никаких оснований	1	1
1273	из наиболее	3	1
1274	на внешние	1	1
1275	соответствии с	3	1
1276	каждой из	1	1
1277	втискивается в	1	1
1278	смысле и	1	1
1279	другая в	1	1
1280	и красные	1	1
1281	ее не	1	1
1282	не случаен	1	1
1283	речевого целого	1	1
1284	и авторской	1	1
1285	то она	1	1
1286	забывать что	2	1
1287	к миру	2	1
1288	чужим и	1	1
1289	к субъекту	1	1
1290	же самого	1	1
1291	с чужой	1	1
1292	со словом	1	1
1293	здесь и	3	1
1294	столько в	1	1
1295	формы то	1	1
