N	2gram	Vygotskiy_	FransuaR
387	эти формы	1	9
388	конечно в	1	9
389	что не	2	9
390	со всем	1	8
391	с этой	8	8
392	более или	3	8
393	не менее	9	8
394	следовательно и	1	8
395	понятно что	3	8
396	но эти	1	8
397	людей и	2	8
398	и те	5	8
399	или менее	3	8
400	переходим к	1	8
401	одном из	2	8
402	под влиянием	4	8
403	речи и	1	8
404	в него	4	8
405	оно было	2	8
406	и при	3	8
407	с тем	11	8
408	то время	6	8
409	языка и	1	8
410	в совершенно	5	8
411	значение в	2	8
412	он как	1	8
413	особый характер	1	8
414	включает в	1	8
415	для этого	1	8
416	от него	2	8
417	как они	2	8
418	мы увидим	4	8
419	по поводу	3	8
420	где все	1	8
421	видели что	2	8
422	после того	2	8
423	они в	2	8
424	тому же	4	8
425	так что	8	8
426	здесь мы	1	8
427	все те	1	8
428	в это	1	8
429	как о	1	8
430	если бы	10	8
431	но с	1	8
432	и без	3	8
433	это очень	1	8
434	этой системы	1	8
435	с самого	1	8
436	дело не	1	8
437	ведь и	1	8
438	нуждается в	3	8
439	мы найдем	2	7
440	же и	2	7
441	не как	3	7
442	во всяком	9	7
443	искусства и	24	7
444	себе и	2	7
445	к ним	4	7
446	и там	2	7
447	на него	2	7
448	к этим	1	7
449	точка зрения	6	7
450	что у	8	7
451	на том	2	7
452	здесь на	1	7
453	и та	1	7
454	мы будем	2	7
455	взглянуть на	1	7
456	в одну	2	7
457	связи и	1	7
458	интерес к	2	7
459	подобно тому	7	7
460	нет ничего	1	7
461	нет и	1	7
462	только с	2	7
463	нас не	2	7
464	но она	1	7
465	и очень	2	7
466	жить и	1	7
467	в различных	1	7
468	представление о	6	7
469	что по	5	7
470	здесь он	1	7
471	тенденция к	2	7
472	значительной мере	1	7
473	настоящее время	2	7
474	и оценки	1	7
475	и всей	1	7
476	в состоянии	4	7
477	узком смысле	1	7
478	эти моменты	1	7
479	в таком	5	7
480	которые были	1	7
481	а как	2	7
482	громадное количество	1	7
483	и за	1	7
484	был бы	6	7
485	характер этого	2	7
486	никак не	7	7
487	из которых	5	7
488	том как	2	7
489	из области	1	7
490	и если	4	7
491	в настоящее	2	7
492	точку зрения	3	7
493	как нечто	3	7
494	а на	4	7
495	есть только	7	7
496	должен быть	2	7
497	его не	3	7
498	тому как	10	7
499	в свою	3	7
500	думать что	3	7
501	и часто	2	7
502	его творчество	2	7
503	одного из	1	7
504	по этому	3	7
505	в центре	1	6
506	и был	1	6
507	не столько	1	6
508	жизнь в	1	6
509	казалось бы	4	6
510	было в	1	6
511	не могли	4	6
512	хотя бы	4	6
513	в противоположность	1	6
514	уже и	2	6
515	свою очередь	3	6
516	находится в	1	6
517	что она	11	6
518	судить о	1	6
519	не остается	2	6
520	и следовательно	4	6
521	и влияние	1	6
522	и тот	4	6
523	его так	1	6
524	возможно что	1	6
525	смысле слова	4	6
526	в корне	1	6
527	основе своей	2	6
528	в обычной	1	6
529	от страха	1	6
530	в нее	2	6
531	его и	4	6
532	то он	1	6
533	на что	1	6
534	тем же	4	6
535	у них	2	6
536	как у	1	6
537	и пр	1	6
538	истины и	1	6
539	за этим	1	6
540	и вы	1	6
541	в руках	2	6
542	людей в	1	6
543	и эти	2	6
544	которые в	3	6
545	как будто	10	6
546	за счет	1	6
547	вот это	2	6
548	момента в	1	6
549	исторического развития	1	6
550	и которые	2	6
551	его на	1	6
552	и такие	1	6
553	представления о	2	6
554	вот его	1	6
555	самого начала	1	6
556	такого рода	1	6
557	во времена	1	6
558	не была	1	6
559	не дает	3	6
560	что эта	4	6
561	произведение это	1	6
562	с таким	18	6
563	могут быть	15	6
564	можно только	1	6
565	переходит в	1	6
566	в языке	3	6
567	это время	1	6
568	совершенно не	7	6
569	тех же	2	6
570	мы знаем	8	6
571	что здесь	2	6
572	он может	1	6
573	этого слова	5	6
574	принадлежит к	1	6
575	очень много	1	6
576	как она	4	6
577	видит в	1	6
578	в искусстве	24	6
579	и обратно	1	6
580	от того	6	6
581	таким же	1	6
582	в применении	2	5
583	и над	1	5
584	с собой	1	5
585	форму и	4	5
586	для выражения	7	5
587	применении к	2	5
588	всем этим	1	5
589	и когда	5	5
590	и была	2	5
591	он так	1	5
592	для всей	1	5
593	жизни с	4	5
594	все в	2	5
595	быть только	1	5
596	с другими	2	5
597	вокруг себя	1	5
598	чем в	2	5
599	смысл и	2	5
600	один раз	1	5
601	не могла	1	5
602	почти всегда	3	5
603	на место	3	5
604	который был	1	5
605	одного и	2	5
606	и самое	1	5
607	тогда когда	7	5
608	и дает	1	5
609	в другой	3	5
610	этого процесса	1	5
611	вместо того	1	5
612	бы не	1	5
613	сравнению с	3	5
614	на основе	2	5
615	по сравнению	3	5
616	из его	4	5
617	со всей	1	5
618	и целый	1	5
619	как например	2	5
620	но мы	3	5
621	и искусства	1	5
622	но прежде	1	5
623	мы имеем	7	5
624	лиц и	3	5
625	и всегда	2	5
626	у всех	2	5
627	слово в	1	5
628	стремление к	1	5
629	есть не	6	5
630	оказывается что	5	5
631	тем самым	2	5
632	же самое	8	5
633	явление в	1	5
634	на то	17	5
635	которой мы	2	5
636	он с	1	5
637	дело здесь	1	5
638	что было	1	5
639	на эти	2	5
640	его за	1	5
641	женщин и	1	5
642	ко всем	1	5
643	в первом	1	5
644	но самое	1	5
645	в собственном	4	5
646	и исторического	1	5
647	имеет в	3	5
648	но даже	4	5
649	во многих	1	5
650	говорит что	10	5
651	не вполне	1	5
652	с этими	1	5
653	а следовательно	1	5
654	с темой	1	5
655	то в	2	5
656	от его	1	5
657	на язык	1	5
658	первом случае	1	5
659	должно быть	2	5
660	в произведении	7	5
661	ни было	2	5
662	в несколько	1	5
663	с представлением	1	5
664	же как	8	5
665	он сам	1	5
666	для его	1	5
667	совсем не	3	5
668	он также	1	5
669	всех других	2	5
670	уже указывали	1	5
671	но только	6	5
672	форм в	1	5
673	независимо от	3	5
674	во втором	1	5
675	и этот	3	5
676	человеческое тело	1	5
677	должна быть	3	5
678	и из	7	5
679	мы в	3	5
680	их как	1	5
681	так называемый	1	5
682	у шекспира	2	5
683	в слове	3	5
684	была и	1	5
685	себя и	3	5
686	не является	5	5
687	традиции в	1	5
688	автора и	1	5
689	эти произведения	1	5
690	нем не	1	5
691	если мы	21	5
692	всяком случае	7	5
693	ему в	1	5
694	своему существу	1	5
695	ничем не	1	5
696	мире в	1	5
697	и новое	1	5
698	всей системы	1	5
699	бы и	5	5
700	по словам	1	5
701	должен был	1	5
702	места в	1	5
703	вообще не	1	5
704	что мы	9	5
705	к своему	2	5
706	без всякой	1	5
707	человека в	1	5
708	церкви и	1	5
709	когда он	11	5
710	в трех	2	5
711	стороны и	3	5
712	только то	3	5
713	слова в	5	5
714	и только	5	5
715	не к	2	5
716	в игре	2	4
717	вещи и	1	4
718	труда и	1	4
719	его от	2	4
720	я не	1	4
721	и само	1	4
722	в живописи	2	4
723	порядка и	2	4
724	при анализе	3	4
725	к этой	2	4
726	в действительности	4	4
727	и той	5	4
728	одной и	6	4
729	о них	1	4
730	этих образах	1	4
731	ни одного	1	4
732	которого они	1	4
733	нигде не	2	4
734	века но	1	4
735	что даже	3	4
736	о его	2	4
737	ярче всего	1	4
738	время и	1	4
739	где начинается	3	4
740	ссылается на	1	4
741	что самая	1	4
742	есть с	1	4
743	природу и	1	4
744	ее от	4	4
745	была в	1	4
746	но для	1	4
747	романе и	1	4
748	эти три	1	4
749	в каждом	5	4
750	о себе	1	4
751	уже к	1	4
752	новых и	1	4
753	одно и	1	4
754	этот вопрос	2	4
755	это действительно	1	4
756	когда они	2	4
757	обратимся к	1	4
758	что только	3	4
759	бы ни	2	4
760	даны в	2	4
761	в самый	1	4
762	если в	2	4
763	и сейчас	4	4
764	он только	1	4
765	и далее	2	4
766	все формы	1	4
767	оно не	2	4
768	то на	2	4
769	их и	1	4
770	есть нечто	4	4
771	игры и	1	4
772	при всех	1	4
773	в те	1	4
774	в очень	2	4
775	у меня	3	4
776	и больше	2	4
777	знаем что	4	4
778	о таких	1	4
779	образ и	2	4
780	тот самый	3	4
781	но если	2	4
782	это произведение	1	4
783	при изображении	2	4
784	он должен	1	4
785	всего того	1	4
786	которым он	1	4
787	ее на	2	4
788	и смысл	1	4
789	один и	2	4
790	только и	1	4
791	значение как	1	4
792	одну из	1	4
793	мы узнаем	1	4
794	кто не	1	4
795	при всем	3	4
796	совершенно иначе	1	4
797	но вся	1	4
798	меньше чем	1	4
799	какую роль	1	4
800	мы и	1	4
801	не так	2	4
802	дело с	10	4
803	что человек	1	4
804	нами в	1	4
805	по себе	21	4
806	в борьбе	1	4
807	на такой	2	4
808	принадлежат к	4	4
809	стороны в	1	4
810	этом суждении	1	4
811	если кто	1	4
812	всегда в	1	4
813	выйти из	2	4
814	когда в	1	4
815	различные формы	1	4
816	что этот	3	4
817	которой он	2	4
818	часто в	2	4
819	которых мы	4	4
820	связь между	1	4
821	и значение	2	4
822	носит характер	1	4
823	который в	3	4
824	и становится	1	4
825	только не	4	4
826	она и	1	4
827	чем на	1	4
828	и заставляет	1	4
829	образ в	1	4
830	что между	1	4
831	говорит он	3	4
832	утверждение что	2	4
833	но ведь	1	4
834	учение о	1	4
835	также в	1	4
836	его жизни	3	4
837	нужно еще	1	4
838	точек зрения	3	4
839	в смысле	3	4
840	но к	3	4
841	в наши	1	4
842	о происхождении	1	4
843	в уста	1	4
844	или же	2	4
845	и тем	5	4
846	и существенно	1	4
847	на нем	2	4
848	если же	3	4
849	времен и	1	4
850	этой истории	1	4
851	заключается в	15	4
852	это ощущение	1	4
853	же мы	2	4
854	основываясь на	1	4
855	имеет дело	2	4
856	собственном смысле	3	4
857	в область	3	4
858	утверждает что	5	4
859	это есть	6	4
860	в прошлое	2	4
861	мир от	1	4
862	состоит из	2	4
863	дело идет	1	4
864	можно найти	1	4
865	в известном	2	4
866	из тех	1	4
867	ни на	3	4
868	самое существенное	1	4
869	что уже	1	4
870	без всякого	2	4
871	заметить что	3	4
872	эти последние	1	4
873	ее не	1	4
874	громадное значение	1	4
875	что я	4	4
876	темных людей	1	4
877	из этой	1	4
878	но их	1	4
879	ряд других	1	4
880	и всем	1	4
881	такое же	3	4
882	образом все	2	4
883	на которой	1	4
884	же не	1	4
885	и слова	1	4
886	там и	1	4
887	на тему	2	4
888	говорят о	1	4
889	как ее	1	4
890	единство и	1	4
891	что эти	3	4
892	изображается в	1	4
893	этих слов	2	4
894	говоря о	2	4
895	что такие	3	4
896	из своей	1	4
897	что из	1	4
898	на это	2	4
899	считает что	2	4
900	к новому	1	4
901	явлениями и	1	4
902	этому вопросу	1	4
903	с которой	1	3
904	языке и	1	3
905	него в	2	3
906	в общей	1	3
907	роман в	1	3
908	из ее	1	3
909	на которых	1	3
910	именно и	2	3
911	это тот	1	3
912	как об	1	3
913	прямо сказать	1	3
914	и другим	1	3
915	же точно	13	3
916	он есть	1	3
917	людей с	2	3
918	свой смысл	1	3
919	живописи и	1	3
920	только благодаря	1	3
921	я вижу	1	3
922	с конца	2	3
923	два момента	2	3
924	особенности же	1	3
925	это его	1	3
926	не всегда	2	3
927	мы все	3	3
928	да винчи	2	3
929	рассказывает о	1	3
930	чтобы показать	4	3
931	в вопросе	1	3
932	искусстве и	1	3
933	и формы	1	3
934	в голове	2	3
935	ключ к	1	3
936	том чтобы	9	3
937	научного изучения	2	3
938	что именно	4	3
939	тем как	2	3
940	образом на	1	3
941	эпохи с	2	3
942	бы то	3	3
943	и мы	6	3
944	ее можно	1	3
945	сильнее и	2	3
946	это слово	1	3
947	а с	2	3
948	есть еще	1	3
949	в самые	1	3
950	же значение	1	3
951	будто бы	2	3
952	всем что	1	3
953	о смерти	1	3
954	тому что	7	3
955	ясно что	22	3
956	в устах	1	3
957	время как	6	3
958	их от	3	3
959	не есть	4	3
960	и частей	1	3
961	между собой	1	3
962	на другом	2	3
963	а для	1	3
964	и мир	1	3
965	его творчестве	1	3
966	на новый	1	3
967	моря и	1	3
968	не будет	4	3
969	должны были	2	3
970	могла бы	1	3
971	подойти к	2	3
972	и судьба	1	3
973	нам придется	2	3
974	это совершенно	3	3
975	сущности не	1	3
976	и сами	1	3
977	от всякого	1	3
978	роль играют	1	3
979	на совершенно	1	3
980	которые он	1	3
981	эти особенности	1	3
982	имеет место	2	3
983	оттого что	1	3
984	мере и	1	3
985	с этого	2	3
986	для нашего	1	3
987	прошлое и	1	3
988	от своего	1	3
989	самому существу	4	3
990	смысла и	1	3
991	и хотя	1	3
992	совершенно правильно	7	3
993	явлений и	3	3
994	приводит к	3	3
995	к какому	1	3
996	вследствие этого	2	3
997	в каком	3	3
998	так чтобы	1	3
999	этой работы	1	3
1000	это только	4	3
1001	основе этого	1	3
1002	он является	1	3
1003	области литературы	1	3
1004	и об	2	3
1005	и наиболее	1	3
1006	органы и	1	3
1007	к людям	1	3
1008	таким путем	6	3
1009	на две	1	3
1010	и правды	1	3
1011	имеет и	1	3
1012	в эстетике	6	3
1013	и всякий	2	3
1014	всегда можно	1	3
1015	то ни	2	3
1016	трудно провести	1	3
1017	из основных	1	3
1018	что с	5	3
1019	и тут	1	3
1020	смысле этого	2	3
1021	когда же	1	3
1022	для других	1	3
1023	на нее	1	3
1024	в переводе	1	3
1025	иной раз	1	3
1026	почти во	1	3
1027	своего существования	1	3
1028	вероятно не	1	3
1029	в каждой	1	3
1030	этих двух	4	3
1031	к одному	5	3
1032	встречаемся с	1	3
1033	она не	6	3
1034	связь и	1	3
1035	но при	1	3
1036	те времена	1	3
1037	здесь совершенно	1	3
1038	и может	3	3
1039	и всякая	1	3
1040	те которые	1	3
1041	же это	1	3
1042	человек не	1	3
1043	само собой	1	3
1044	природой и	1	3
1045	сознания в	1	3
1046	становится возможным	1	3
1047	как форма	2	3
1048	которые не	3	3
1049	как своего	1	3
1050	и другими	4	3
1051	касается до	1	3
1052	одной плоскости	1	3
1053	не бывает	1	3
1054	нашего исследования	4	3
1055	из нее	1	3
1056	наглядностью и	1	3
1057	не что	2	3
1058	в художественном	9	3
1059	гораздо больше	1	3
1060	было написано	1	3
1061	на материале	1	3
1062	и тонкий	1	3
1063	не существует	4	3
1064	всего и	1	3
1065	еще далеко	1	3
1066	изобразительных искусств	2	3
1067	то это	3	3
1068	все свои	1	3
1069	вот почему	1	3
1070	когда она	6	3
1071	между отдельными	1	3
1072	и литературных	1	3
1073	в глаза	2	3
1074	всегда и	2	3
1075	ней и	1	3
1076	духа и	1	3
1077	быть в	2	3
1078	связи со	2	3
1079	вопросе о	1	3
1080	человеку и	1	3
1081	наряду с	3	3
1082	именно эти	3	3
1083	все признаки	1	3
1084	что иное	2	3
1085	которое он	2	3
1086	к природе	2	3
1087	этой идее	1	3
1088	но еще	1	3
1089	на этих	1	3
1090	в буквальном	1	3
1091	в разной	1	3
1092	в полной	1	3
1093	не о	1	3
1094	говорит в	1	3
1095	что его	5	3
1096	полового акта	1	3
1097	свой особый	3	3
1098	указывает что	4	3
1099	и того	1	3
1100	такие же	2	3
1101	в другие	1	3
1102	именно с	1	3
1103	была связана	1	3
1104	именно потому	3	3
1105	на другой	3	3
1106	его творчества	1	3
1107	явления в	1	3
1108	действующих лиц	3	3
1109	самый момент	1	3
1110	этом смысле	3	3
1111	праздник и	1	3
1112	ни одной	1	3
1113	в силу	4	3
1114	есть все	1	3
1115	которого мы	2	3
1116	мир к	1	3
1117	а потому	5	3
1118	за ним	2	3
1119	есть для	2	3
1120	от этой	2	3
1121	из того	2	3
1122	науки и	1	3
1123	целом ряде	2	3
1124	же самые	2	3
1125	собой и	1	3
1126	мы говорим	2	3
1127	установления истины	1	3
1128	это выражение	1	3
1129	относятся к	1	3
1130	одетые в	1	3
1131	может стать	3	3
1132	со стороны	5	3
1133	друг от	1	3
1134	которая не	2	3
1135	освобождает от	1	3
1136	костей и	1	3
1137	как пример	1	3
1138	и тогда	3	3
1139	или иных	2	3
1140	в первых	1	3
1141	смысл в	1	3
1142	не потому	3	3
1143	образами и	1	3
1144	правды и	1	3
1145	не знаем	2	3
1146	всякий раз	10	3
1147	как во	2	3
1148	в понимании	1	3
1149	материал и	2	3
1150	с того	2	3
1151	жизни но	1	3
1152	на тех	3	3
1153	в поэзии	5	3
1154	итак в	1	3
1155	в первый	3	3
1156	людей но	1	3
1157	всех форм	1	3
1158	что каждый	1	3
1159	эпох и	1	3
1160	правда и	1	3
1161	от друга	1	3
1162	для нее	1	3
1163	указывает на	6	3
1164	значение которое	1	3
1165	этой цели	1	3
1166	является не	1	3
1167	идет не	3	3
1168	об особом	1	3
1169	что тот	3	3
1170	тех или	2	3
1171	указывали на	1	3
1172	которую мы	1	3
1173	эти два	1	3
1174	я вас	1	3
1175	люди с	1	3
1176	даже при	1	3
1177	лежат в	1	3
1178	движения в	1	3
1179	как чисто	1	3
1180	признать что	1	3
1181	которых они	2	3
1182	жил в	1	3
1183	на других	1	3
1184	которое в	2	3
1185	они стали	1	3
1186	утверждают что	2	3
1187	леонардо да	2	3
1188	именно это	1	3
1189	и совершенно	7	3
1190	из которой	2	3
1191	иное как	2	3
1192	и уже	2	3
1193	к другу	1	2
1194	точном смысле	1	2
1195	в последних	1	2
1196	формы в	6	2
1197	в нашу	1	2
1198	и такое	1	2
1199	этих вопросов	2	2
1200	и самые	1	2
1201	нет никакой	3	2
1202	как образ	1	2
1203	самых основных	1	2
1204	лиц но	2	2
1205	конечном счете	6	2
1206	и оценить	1	2
1207	целое и	1	2
1208	большим и	2	2
1209	есть совершенно	1	2
1210	лица в	1	2
1211	или ином	1	2
1212	на самой	1	2
1213	широком смысле	1	2
1214	восприятия и	1	2
1215	и оказывается	1	2
1216	всегда во	1	2
1217	и стремления	1	2
1218	в стихотворную	2	2
1219	своей природе	1	2
1220	только как	3	2
1221	строго говоря	1	2
1222	и должна	1	2
1223	объективный анализ	1	2
1224	что вся	2	2
1225	должна была	3	2
1226	слова при	1	2
1227	произведения но	2	2
1228	за собой	1	2
1229	повсюду мы	1	2
1230	всего можно	1	2
1231	для своей	1	2
1232	можно ли	2	2
1233	любовь к	1	2
1234	процессе развития	1	2
1235	страдания и	1	2
1236	же где	2	2
1237	образом как	1	2
1238	главное в	1	2
1239	чего он	1	2
1240	теории и	1	2
1241	и всякого	1	2
1242	стихотворную форму	1	2
1243	коем случае	1	2
1244	в громадной	1	2
1245	на вопрос	4	2
1246	грань между	2	2
1247	сводить к	2	2
1248	всех своих	1	2
1249	о влиянии	2	2
1250	сущность его	1	2
1251	мышления и	3	2
1252	о двух	1	2
1253	но из	1	2
1254	таком подходе	1	2
1255	поэтому можно	1	2
1256	первый раз	2	2
1257	потому не	4	2
1258	или иными	1	2
1259	что при	8	2
1260	они подвергаются	1	2
1261	а такие	1	2
1262	бы что	2	2
1263	образов во	1	2
1264	в конечном	6	2
1265	различных формах	1	2
1266	ни от	1	2
1267	как по	1	2
1268	с двумя	2	2
1269	и говорит	1	2
1270	он оказывается	1	2
1271	как таковое	2	2
1272	сходство с	3	2
1273	точкой для	2	2
1274	человеке и	1	2
1275	в двух	1	2
1276	моментов и	1	2
1277	в сторону	1	2
1278	полагает что	2	2
1279	разных странах	1	2
1280	точкой зрения	2	2
1281	речи мы	1	2
1282	человек как	1	2
1283	если оно	3	2
1284	приводит его	1	2
1285	образом это	1	2
1286	искаженном виде	1	2
1287	каждая эпоха	4	2
1288	мы всегда	1	2
1289	отдельных людей	1	2
1290	на чем	1	2
1291	одним словом	1	2
1292	должны быть	6	2
1293	и является	1	2
1294	совершенно так	1	2
1295	в школах	1	2
1296	все дело	3	2
1297	и ряд	1	2
1298	заложены в	1	2
1299	что есть	3	2
1300	все остальное	2	2
1301	оно может	1	2
1302	есть ли	2	2
1303	и чем	1	2
1304	понятия и	1	2
1305	понять что	1	2
1306	нечто весьма	1	2
1307	для самого	2	2
1308	к сожалению	1	2
1309	раз он	1	2
1310	мы вовсе	1	2
1311	он уже	1	2
1312	всей литературы	1	2
1313	друг к	1	2
1314	смотреть на	1	2
1315	и должны	1	2
1316	себе представить	2	2
1317	роман с	1	2
1318	с такой	1	2
1319	всегда была	1	2
