N	2gram	Voloshinov	Sovremen
142	всеми ее	1	1
143	что иное	2	1
144	ведь именно	1	1
145	в процессе	5	1
146	данном случае	2	1
147	ведь в	1	1
148	зрения своего	1	1
149	не имеют	1	1
150	связи с	1	1
151	например у	1	1
152	здесь нет	1	1
153	на язык	2	1
154	указать на	1	1
155	должно быть	1	1
156	мы уже	2	1
157	случае и	2	1
158	в течение	2	1
159	выбор и	2	1
160	одной стороны	2	1
161	этот метод	1	1
162	но такая	1	1
163	мы имеем	1	1
164	и у	1	1
165	и речи	1	1
166	в другом	2	1
167	конечно для	1	1
168	совсем не	1	1
169	несмотря на	2	1
170	в ней	2	1
171	которых он	1	1
172	уже к	1	1
173	что эта	2	1
174	которая нужна	1	1
175	он называет	1	1
176	с другой	2	1
177	и тогда	1	1
178	в этот	2	1
179	связей и	1	1
180	и т.п	7	1
181	громадную роль	2	1
182	но тем	1	1
183	те же	2	1
184	вследствие этого	1	1
185	те или	1	1
186	мы в	1	1
187	только на	1	1
188	и их	7	1
189	или иные	1	1
190	нужно сказать	1	1
191	остановиться на	1	1
192	не приходится	1	1
193	и при	2	1
194	на самом	1	1
195	для них	1	1
196	можно было	1	1
197	и должно	2	1
198	и наиболее	2	1
199	метод в	1	1
200	в начале	1	1
201	по отношению	3	1
202	еще в	2	1
203	роль играет	1	1
204	конечно не	1	1
205	и тот	1	1
206	но что	1	1
207	переходит из	1	1
208	только в	6	1
209	позиции в	1	1
210	в совершенно	1	1
211	этот вопрос	1	1
212	функции в	1	1
213	все равно	1	1
214	же время	1	1
215	и может	2	1
216	так же	2	1
217	другое именно	1	1
218	его в	1	1
219	и категорический	1	1
220	отчасти в	1	1
221	с понятием	1	1
222	отметить что	1	1
223	или как	1	1
224	себе в	1	1
225	нуждаются в	1	1
226	в конечном	1	1
227	в своих	2	1
228	не было	1	1
229	два направления	1	1
230	с его	1	1
231	один из	1	1
232	если бы	2	1
233	из готовых	1	1
234	и несколько	1	1
235	не знает	1	1
236	или в	1	1
237	этой системы	1	1
238	можно говорить	1	1
239	развития осуществляется	1	1
240	ничего общего	3	1
241	известный промежуток	1	1
242	равно как	1	1
243	ни о	1	1
244	к одному	3	1
245	элемента в	2	1
246	промежуток времени	1	1
247	можем поставить	2	1
248	их по	1	1
249	как их	1	1
250	функций и	1	1
251	теперь мы	1	1
252	природы и	1	1
253	же как	1	1
254	именно та	1	1
255	сказать что	1	1
256	и эта	5	1
257	но для	3	1
258	уже на	1	1
259	и до	1	1
260	времени не	1	1
261	представление о	1	1
262	конечном счете	1	1
263	мы это	1	1
264	и чисто	1	1
265	обратимся к	1	1
266	отношению к	3	1
267	одной из	1	1
268	изучаемых явлений	1	1
269	в своем	1	1
270	общего не	1	1
271	она и	1	1
272	но ведь	5	1
273	в связи	2	1
274	основную методологическую	1	1
275	одном случае	1	1
276	эти три	1	1
277	во всей	2	1
278	может стать	2	1
279	том что	2	1
280	что такой	1	1
281	в мире	1	1
282	же остается	1	1
283	через известный	1	1
284	на эту	1	1
285	но не	1	1
286	так в	1	1
287	системы но	1	1
288	но если	1	1
289	здесь и	1	1
290	они не	1	1
291	по себе	1	1
292	явлений и	2	1
293	от другой	1	1
294	оно может	1	1
295	не имеет	2	1
296	в природе	1	1
297	к этому	1	1
298	в такой	1	1
299	там где	2	1
300	вся эта	1	1
301	в то	1	1
302	и историей	2	1
303	вполне достаточно	1	1
304	первое и	1	1
305	один и	1	1
306	другое дело	1	1
307	только и	4	1
308	это направление	1	1
309	и следовательно	2	1
310	но это	1	1
311	когда в	1	1
312	и для	3	1
313	с ее	1	1
314	не из	1	1
315	не что	2	1
316	и это	1	1
317	входящих в	1	1
318	того же	1	1
319	все время	1	1
320	и если	1	1
321	нужна для	1	1
322	только о	1	1
323	и его	12	1
324	и особенно	1	1
325	и становится	1	1
326	вовсе не	2	1
327	есть не	2	1
328	мысли в	1	1
329	иное как	2	1
330	которая и	1	1
331	зрения и	1	1
332	к другому	1	1
333	своего развития	1	1
334	человека и	1	1
335	к нему	1	1
336	никогда не	3	1
337	перевести его	1	1
