N	2gram	Nazirov_Tr	Komedia
168	в области	1	6
169	тем не	1	6
170	на вопрос	1	6
171	и как	3	6
172	это было	1	6
173	а по	1	6
174	как будто	3	6
175	не удалось	1	6
176	хозяина и	1	5
177	в первом	2	5
178	именно в	1	5
179	роль в	1	5
180	в это	2	5
181	со своей	1	5
182	восходит к	1	5
183	с помощью	1	5
184	любовь к	1	5
185	а на	1	5
186	к ним	1	5
187	все время	1	5
188	который в	2	5
189	никогда не	2	5
190	в ее	2	5
191	но он	1	5
192	одним из	1	5
193	в мире	3	5
194	одном из	2	5
195	между собой	1	5
196	в развитии	1	5
197	не могла	1	5
198	даже если	2	5
199	и от	1	5
200	от нее	1	5
201	не так	2	5
202	представление о	1	5
203	известно что	1	5
204	что это	5	5
205	за пределы	1	5
206	ненависти к	2	5
207	и если	1	5
208	и теперь	1	5
209	только один	1	5
210	в обоих	1	5
211	той же	1	5
212	что я	4	5
213	это не	5	5
214	он и	2	5
215	же не	1	5
216	и я	2	5
217	в период	1	5
218	что на	1	5
219	в той	1	4
220	к числу	1	4
221	не столько	1	4
222	в духе	1	4
223	из самых	2	4
224	например в	1	4
225	обоих случаях	1	4
226	дома и	2	4
227	отца и	2	4
228	в iii	1	4
229	времени в	2	4
230	из себя	1	4
231	перед ним	1	4
232	в глаза	2	4
233	одна из	2	4
234	одно из	1	4
235	как его	1	4
236	я не	4	4
237	с отцом	1	4
238	№ и	1	4
239	для ее	1	4
240	здесь мы	1	4
241	что эта	1	4
242	один раз	1	4
243	по своей	1	4
244	с которым	1	4
245	не случайно	2	4
246	к сожалению	1	4
247	когда в	1	4
248	за свое	1	4
249	бы не	1	4
250	сравнению с	1	4
251	то и	2	4
252	по сравнению	1	4
253	в трагедии	1	4
254	по мнению	2	4
255	ничем не	2	4
256	что с	3	4
257	отцом и	2	4
258	чем же	1	4
259	что ему	1	4
260	в поле	3	4
261	мог бы	3	4
262	обстоит дело	1	4
263	и их	1	4
264	чтобы не	1	4
265	нуждается в	1	4
266	для характеристики	1	4
267	за счет	1	4
268	во всем	1	3
269	от него	1	3
270	к этой	1	3
271	в финале	1	3
272	сам автор	1	3
273	в году	9	3
274	по себе	1	3
275	разу не	1	3
276	этим объясняется	2	3
277	если он	1	3
278	детей и	1	3
279	сам же	1	3
280	было в	2	3
281	чувствует себя	1	3
282	этой связи	1	3
283	только на	1	3
284	на новую	1	3
285	всего этого	1	3
286	для понимания	1	3
287	что именно	1	3
288	и готов	1	3
289	его дочь	2	3
290	и за	2	3
291	и притом	1	3
292	в таком	2	3
293	незадолго до	1	3
294	не был	2	3
295	ли это	1	3
296	одну из	1	3
297	не раз	1	3
298	он в	1	3
299	между отцом	1	3
300	что ты	1	3
301	и есть	1	3
302	роль играет	1	3
303	его за	2	3
304	в какой-то	1	3
305	также что	1	3
306	почти не	1	3
307	его с	1	3
308	не могут	2	3
309	мы понимаем	1	3
310	до этого	1	3
311	на улицу	1	3
312	с г	2	3
313	и ненависть	1	3
314	с ними	1	3
315	своего отца	3	3
316	совершенно не	1	3
317	к людям	3	3
318	на две	1	3
319	ответа на	1	3
320	в самой	1	3
321	ему в	1	3
322	в виде	2	3
323	и эта	1	3
324	указывает на	1	3
325	на все	1	3
326	высшей степени	1	3
327	на них	1	3
328	жизнь и	3	3
329	ко всему	1	3
330	и потому	1	3
331	а к	1	3
332	а как	2	3
333	она не	1	3
334	но при	2	3
335	а из	1	3
336	в отношениях	1	3
337	на брак	1	3
338	конечно в	1	3
339	стало быть	1	3
340	на всю	1	3
341	в высшей	1	3
342	в голову	1	3
343	право на	1	3
344	это в	1	3
345	является ли	1	3
346	в эпоху	1	3
347	ни разу	1	3
348	он с	1	3
349	в известной	2	3
350	вплоть до	1	3
351	не к	1	3
352	в центре	1	2
353	в душе	2	2
354	в настоящем	1	2
355	еще раз	2	2
356	говорит о	2	2
357	не как	1	2
358	этот счет	1	2
359	точно так	2	2
360	одному из	1	2
361	на любовь	1	2
362	ко всем	1	2
363	встречается в	1	2
364	во ii	1	2
365	на земле	1	2
366	разговоре с	1	2
367	приходит в	1	2
368	друга и	1	2
369	перед собой	1	2
370	начнем с	1	2
371	в жизнь	1	2
372	не могли	1	2
373	которой он	1	2
374	об отношении	1	2
375	но они	2	2
376	не вполне	1	2
377	рассказывает о	1	2
378	имя его	1	2
379	под влиянием	2	2
380	что все	2	2
381	из трех	1	2
382	что даже	1	2
383	ее своей	1	2
384	к ее	1	2
385	намек на	1	2
386	то в	1	2
387	мы видим	1	2
388	но еще	1	2
389	даже на	2	2
390	к жизни	5	2
391	сказал что	1	2
392	я и	1	2
393	и она	1	2
394	рядом с	1	2
395	и жизнь	1	2
396	в пьесе	1	2
397	эти слова	1	2
398	ту же	1	2
399	я ведь	2	2
400	своей страсти	1	2
401	себя на	1	2
402	доходит до	1	2
403	годов в	1	2
404	с такими	1	2
405	того кто	1	2
406	в общем	1	2
407	ухода из	1	2
408	с ее	3	2
409	гораздо важнее	2	2
410	идет в	1	2
411	в основном	3	2
412	которой не	1	2
413	должна быть	1	2
414	с такой	1	2
415	и при	1	2
416	это уже	2	2
417	вспомнить что	1	2
418	для постановки	1	2
419	жизни в	1	2
420	знает что	2	2
421	несколько раз	1	2
422	нет в	2	2
423	перед нами	2	2
424	бросается в	2	2
425	он еще	1	2
426	быть не	1	2
427	именно на	1	2
428	и до	2	2
429	лишь бы	1	2
430	известной степени	1	2
431	ли есть	1	2
432	ее не	1	2
433	из первых	1	2
434	он бы	1	2
435	по всем	1	2
436	но это	4	2
437	строится на	1	2
438	поэтому он	1	2
439	этом случае	1	2
440	это был	2	2
441	для него	3	2
442	не для	1	2
443	того что	1	2
444	в литературе	1	2
445	о нем	1	2
446	где он	1	2
447	бы и	2	2
448	этого не	1	2
449	и сыном	1	2
450	все эти	3	2
451	при таком	1	2
452	при его	1	2
453	в сцене	1	2
454	в форме	1	2
455	без конца	1	2
456	на свете	1	2
457	что эти	2	2
458	к одному	1	2
459	как же	2	2
460	она должна	2	2
461	что вы	3	2
462	это как	1	2
463	против нее	1	2
464	сравним с	1	2
465	мы узнаем	1	2
466	без слов	1	2
467	имеет в	2	2
468	свою жизнь	1	2
469	это была	1	2
470	тем самым	3	2
471	человека с	1	2
472	человека и	1	2
473	не нравится	1	2
474	самую суть	1	2
475	скажет что	1	2
476	его а	1	2
477	могло быть	1	2
478	со своими	1	2
479	во времена	1	2
480	к женщине	1	2
481	мы располагаем	1	2
482	и новые	1	2
483	в новой	1	2
484	в разговоре	1	2
485	три года	1	2
486	ребенка и	2	1
487	его собственность	1	1
488	и мира	1	1
489	сцену и	1	1
490	не понимает	1	1
491	этого персонажа	1	1
492	в момент	1	1
493	как много	1	1
494	в такое	1	1
495	за мной	1	1
496	против кого	1	1
497	в применении	1	1
498	эта новая	1	1
499	свою первую	1	1
500	общим местом	1	1
501	его облике	1	1
502	не вызывает	1	1
503	единственное что	1	1
504	перед ее	1	1
505	и опирается	1	1
506	с наступлением	1	1
507	с жизнью	1	1
508	только за	1	1
509	из ее	1	1
510	и женщины	1	1
511	внешней формы	1	1
512	над ними	1	1
513	вопрос об	1	1
514	в борьбе	1	1
515	вот что	1	1
516	рассказом о	1	1
517	этой линии	1	1
518	или от	1	1
519	ненависти и	1	1
520	мысль о	1	1
521	ведет к	1	1
522	облике и	1	1
523	случай не	1	1
524	всю эту	1	1
525	был первым	1	1
526	но у	1	1
527	он вполне	1	1
528	для публики	1	1
529	но мы	1	1
530	и стал	1	1
531	в лицо	1	1
532	только теперь	1	1
533	не понимая	1	1
534	мира сего	1	1
535	неожиданное появление	1	1
536	а что	2	1
537	время с	1	1
538	эпизод с	3	1
539	где и	1	1
540	я вижу	1	1
541	его перед	1	1
542	друг перед	1	1
543	в данном	2	1
544	черты но	1	1
545	значение только	1	1
546	всегда с	1	1
547	применении к	1	1
548	iii и	1	1
549	но этот	1	1
550	понимаем что	1	1
551	о совершенно	1	1
552	он считает	1	1
553	линии в	1	1
554	старика и	1	1
555	не доверяет	1	1
556	ну а	1	1
557	а между	1	1
558	говорит что	2	1
559	отметить что	1	1
560	почти в	1	1
561	случае что	1	1
562	казалось что	1	1
563	литературы на	1	1
564	на пороге	1	1
565	именно так	1	1
566	с рассказом	1	1
567	с этими	1	1
568	исходит из	1	1
569	от литературы	1	1
570	последняя фраза	1	1
571	русский язык	1	1
572	на котором	1	1
573	превратился в	1	1
574	не просто	2	1
575	характер ее	1	1
576	на заседании	2	1
577	ситуации и	1	1
578	уверена что	1	1
579	только не	1	1
580	и совершенно	1	1
581	голод и	2	1
582	предстает перед	1	1
583	от счастья	2	1
584	первом же	1	1
585	от природы	1	1
586	на столе	1	1
587	быть в	1	1
588	начала и	1	1
589	в моей	1	1
590	то для	1	1
591	что при	1	1
592	пожертвовать жизнью	1	1
593	о существовании	1	1
594	не думает	1	1
595	ее конец	1	1
596	всегда быть	1	1
597	время о	1	1
598	отказывается от	2	1
599	замечал что	1	1
600	и один	1	1
601	вполне серьезно	1	1
602	видит в	1	1
603	говорит он	1	1
604	отцов и	1	1
605	все по	1	1
606	искусство для	1	1
607	что под	1	1
608	женщины на	1	1
609	что наш	1	1
610	она стремится	1	1
611	и дочери	1	1
612	моральное право	1	1
613	средство для	1	1
614	нас от	1	1
615	теперь и	2	1
616	могло бы	1	1
617	он сам	7	1
618	всю ее	1	1
619	труда в	1	1
620	о себе	1	1
621	до самой	1	1
622	материалом для	1	1
623	но как	1	1
624	что же?	2	1
625	права на	2	1
626	не сводится	1	1
627	я тебе	2	1
628	героя и	1	1
629	называет его	1	1
630	чтобы он	1	1
631	когда я	1	1
632	мы опять	1	1
633	объясняется и	1	1
634	черты лица	1	1
635	идей и	1	1
636	он стал	1	1
637	никого не	1	1
638	мысль что	1	1
639	в шутку	1	1
640	моральных норм	1	1
641	с годами	1	1
642	его весь	1	1
643	имеет для	1	1
644	это может	1	1
645	над ним	1	1
646	говорили что	1	1
647	на руке	1	1
648	значение и	1	1
649	я в	1	1
650	способен на	1	1
651	один в	3	1
652	его как	1	1
653	и др	1	1
654	затем он	1	1
655	его поведения	1	1
656	ты мне	1	1
657	всю жизнь	1	1
658	любовь в	1	1
659	время он	1	1
660	за себя	1	1
661	насилия и	1	1
662	любви и	2	1
663	не выдерживает	1	1
664	для самого	1	1
665	в особенности	1	1
666	хотя сам	1	1
667	не исключено	1	1
668	романа с	1	1
669	на деле	1	1
670	вызвать к	1	1
671	в последующих	1	1
672	не нашел	1	1
673	человеческой личности	2	1
674	и думать	1	1
675	опирается на	1	1
676	является ее	1	1
677	то есть	3	1
678	по замыслу	2	1
679	на западе	1	1
680	сравнивает его	1	1
681	вместе со	2	1
682	и далее	1	1
683	и обращается	1	1
684	в комментариях	1	1
685	сам по	1	1
686	что сам	1	1
687	создания этого	1	1
688	второй части	1	1
689	такой силой	1	1
690	требовать от	1	1
691	в кругу	1	1
692	за что	1	1
693	но только	1	1
694	вместо того	1	1
695	чтобы установить	1	1
696	и бесконечными	1	1
697	в мыслях	1	1
698	из тех	1	1
699	который сам	1	1
700	любовь по	1	1
701	них он	1	1
702	он возвращается	1	1
703	данном случае	2	1
704	свое происхождение	1	1
705	этот образ	4	1
706	в душу	1	1
707	в стихах	1	1
708	который до	1	1
709	во сне	2	1
710	тем чем	1	1
711	года и	1	1
712	к счастью	1	1
713	того самого	1	1
714	или своей	1	1
715	а нечто	1	1
716	в братьях	1	1
717	нечто большее	1	1
718	не любил	1	1
719	ведь еще	2	1
720	власть и	1	1
721	изображаемых в	1	1
722	вызывает в	1	1
723	в понятие	1	1
724	в образах	1	1
725	этом даже	1	1
726	значение для	1	1
727	чтобы она	1	1
728	волосы и	1	1
729	есть необходимость	1	1
730	но без	1	1
731	ко всей	1	1
732	это же	1	1
733	как свой	1	1
734	был прав	1	1
735	пародия на	1	1
736	вот я	1	1
737	сам признается	1	1
738	и служит	1	1
739	же слова	1	1
740	его речь	1	1
741	в самую	2	1
742	виде и	1	1
743	этими словами	1	1
744	тот самый	1	1
745	говорил что	1	1
746	свое кредо	1	1
747	этого слова	1	1
748	этом свидетельствует	1	1
749	содержатся в	1	1
750	что вместе	1	1
751	ее содержание	1	1
752	на поиски	1	1
753	не из	1	1
754	с того	1	1
755	с каким	1	1
756	ее отцу	1	1
757	обратиться к	1	1
758	впечатление на	1	1
759	им как	1	1
760	открывает ему	1	1
761	близок к	1	1
762	со мной	2	1
763	мог быть	1	1
764	знать и	1	1
765	здесь есть	1	1
766	свидетельствует о	1	1
767	же суть	1	1
768	в последней	1	1
769	ненависть к	2	1
770	ну да	1	1
771	быть отнесены	1	1
772	попал в	1	1
773	э по	1	1
774	как у	2	1
775	самое главное	1	1
776	и всегда	1	1
777	на русский	1	1
778	из своих	2	1
779	над человеком	1	1
780	он же	1	1
781	чем он	2	1
782	смысле этого	1	1
783	при случае	1	1
784	очень важный	1	1
785	в русском	2	1
786	особое значение	1	1
787	хоть на	1	1
788	только он	1	1
789	не связанного	1	1
790	ее отцом	1	1
791	в диалог	1	1
792	наших дней	1	1
793	что уже	1	1
794	от высшей	1	1
795	иными словами	1	1
796	же по	1	1
797	себя а	1	1
798	дело ясное	1	1
799	что этот	2	1
800	является по	1	1
801	лишний раз	1	1
802	было до	1	1
803	так часто	1	1
804	и хочу	1	1
805	с сыном	1	1
806	естественно что	1	1
807	стремление к	1	1
808	хорошо знает	1	1
809	третий раз	1	1
810	и глаза	1	1
811	еще к	1	1
812	в такой	1	1
813	с чертами	1	1
814	по самой	1	1
815	в условиях	1	1
816	но уже	1	1
817	человеком и	1	1
818	заявляет что	1	1
819	эти же	1	1
820	камень на	1	1
821	только к	2	1
822	широкое развитие	1	1
823	за все	1	1
824	два противоположных	1	1
825	дочь и	1	1
826	на мысль	1	1
827	все усилия	1	1
828	в третий	1	1
829	однако ни	1	1
830	в ход	1	1
831	с совершенно	1	1
832	за три	1	1
833	вполне ясно	1	1
834	со стариком	1	1
835	отвращение к	1	1
836	на меня	2	1
837	ли мы	1	1
838	и детей	2	1
839	его речи	1	1
840	отказ от	1	1
841	всего против	1	1
842	сперва он	1	1
843	я даже	1	1
844	x в	1	1
845	этого образа	1	1
846	человека перед	2	1
847	прощение и	1	1
848	повод для	1	1
849	последнее слово	1	1
850	за этим	1	1
851	в книге	1	1
852	на уровне	1	1
853	сюжетной схеме	1	1
854	самой своей	1	1
855	во многом	1	1
856	публики в	1	1
857	в ходе	2	1
858	руку и	1	1
859	мы бы	1	1
860	для ненависти	1	1
861	с дороги	1	1
862	миф о	1	1
863	отождествляется с	1	1
864	пришел в	1	1
865	человек не	1	1
866	социального типа	1	1
867	ничего подобного	1	1
868	и наконец	1	1
869	перед другом	1	1
