N	3gram	Vinokur_Vv	formyVre
240	а так как	2	1
241	та или иная	1	1
242	что в нем	2	1
243	притом не только	1	1
244	одной и той	2	1
245	т д но	5	1
246	только с помощью	1	1
247	то увидим что	1	1
248	здесь таким образом	1	1
249	и в результате	1	1
250	историческая действительность в	1	1
251	уже не только	2	1
252	совершенно реальным и	1	1
253	также и со	1	1
254	в котором они	1	1
255	том что классическая	1	1
