N	2gram	Losev_Dial	Istorich
218	одной из	3	14
219	на вопрос	1	14
220	у нас	7	14
221	право на	1	14
222	его на	3	14
223	должна быть	11	14
224	но они	3	14
225	имеем и	2	14
226	и есть	24	14
227	из которых	4	14
228	такое же	1	14
229	уже видели	1	14
230	отношение к	1	14
231	на себя	3	14
232	и наконец	2	14
233	или на	2	13
234	на ней	1	13
235	в своем	7	13
236	на котором	2	13
237	время как	6	13
238	по себе	31	13
239	то время	6	13
240	тогда как	1	13
241	и для	5	13
242	в себе	8	13
243	все что	3	13
244	не просто	20	13
245	и у	3	13
246	на этом	3	13
247	и от	4	13
248	с ними	3	13
249	не имеет	18	13
250	смерти и	1	13
251	к своему	1	13
252	его не	3	13
253	и если	5	13
254	же можно	2	13
255	что иное	6	13
256	во всем	5	12
257	кроме того	8	12
258	хотя бы	9	12
259	к себе	1	12
260	утверждать что	6	12
261	о нем	6	12
262	в их	2	12
263	к ней	1	12
264	к этой	2	12
265	как только	5	12
266	в жертву	2	12
267	не знает	4	12
268	что не	8	12
269	ни один	2	12
270	чаще всего	3	12
271	представление об	1	12
272	за ним	1	12
273	не знаю	1	12
274	и их	1	12
275	у нее	1	12
276	миф о	4	11
277	в этот	3	11
278	к которому	1	11
279	точки зрения	43	11
280	ясно что	16	11
281	я не	11	11
282	от этого	5	11
283	должны быть	7	11
284	никто не	4	11
285	иное как	6	11
286	у меня	2	11
287	же в	2	11
288	происходит в	1	11
289	если он	2	11
290	имеется в	5	11
291	не что	6	11
292	хотя и	9	11
293	должно было	1	11
294	же мы	5	11
295	но оно	2	11
296	и вот	13	11
297	и более	1	11
298	этого не	2	11
299	такой же	1	11
300	е в	4	11
301	далеко не	1	11
302	и к	5	10
303	он видит	1	10
304	не как	1	10
305	к ним	1	10
306	от них	1	10
307	но так	2	10
308	не было	6	10
309	в которой	1	10
310	вслед за	1	10
311	связанных с	1	10
312	что же	12	10
313	но если	11	10
314	ее на	1	10
315	он и	3	10
316	однако это	2	10
317	о чем	2	10
318	говорит о	5	10
319	то не	2	10
320	их не	3	10
321	а она	3	10
322	начинается с	1	10
323	в это	4	10
324	приходит к	1	10
325	не мог	3	10
326	себя в	3	10
327	в состоянии	1	10
328	в ее	5	10
329	но как	3	10
330	известно что	4	10
331	ни в	20	10
332	если не	3	10
333	ли он	1	10
334	а если	5	10
335	только одна	3	10
336	не знаем	1	10
337	он может	2	10
338	есть только	13	10
339	что эти	1	10
340	то чего	1	10
341	что эта	2	10
342	не можем	3	10
343	более или	1	9
344	мифе о	1	9
345	и вместе	1	9
346	на первый	4	9
347	только на	8	9
348	она в	3	9
349	но для	3	9
350	в чем	11	9
351	сюда же	2	9
352	не будет	5	9
353	также не	3	9
354	на небе	1	9
355	тогда когда	9	9
356	силу и	1	9
357	и так	2	9
358	зависимости от	4	9
359	это и	12	9
360	в течение	4	9
361	целый ряд	3	9
362	на этот	1	9
363	тот же	1	9
364	он должен	3	9
365	зависит от	4	9
366	бы мы	1	9
367	из этого	3	9
368	которой он	1	9
369	вот почему	3	9
370	когда она	4	9
371	не могут	6	9
372	в себя	4	9
373	или же	3	9
374	а как	2	9
375	если это	2	9
376	не видно	2	9
377	в основе	6	9
378	по воздуху	2	9
379	в истории	7	9
380	с его	7	9
381	из него	1	9
382	или менее	1	9
383	это так	2	9
384	стороны и	1	9
385	что на	3	9
386	жизни и	8	9
387	только что	7	8
388	это значит	29	8
389	и сам	1	8
390	в некотором	1	8
391	именно в	5	8
392	меня в	2	8
393	во всяком	5	8
394	он был	1	8
395	это делается	1	8
396	из своего	1	8
397	конечно не	6	8
398	это тоже	2	8
399	они должны	1	8
400	превратился в	2	8
401	с другими	1	8
402	есть еще	4	8
403	мы будем	1	8
404	есть ли	8	8
405	не так	1	8
406	та же	5	8
407	на нем	3	8
408	подобно тому	5	8
409	с целью	1	8
410	солнца и	2	8
411	на берегу	1	8
412	только тогда	7	8
413	именно на	1	8
414	говорят что	3	8
415	у них	1	8
416	независимо от	3	8
417	ту же	1	8
418	и другое	2	8
419	и потому	6	8
420	значит что	29	8
421	но она	4	8
422	не с	1	8
423	оказывается что	5	8
424	тем самым	3	8
425	же самое	1	8
426	для этого	3	8
427	или по	4	8
428	одно из	8	8
429	можно сказать	5	8
430	в зависимости	3	8
431	тут же	3	8
432	она и	3	8
433	что его	5	8
434	встречается в	1	8
435	в целях	4	8
436	не дает	1	8
437	его с	1	8
438	не говорится	1	8
439	и из	2	8
440	на своем	1	8
441	что такое	25	8
442	здесь в	1	8
443	но с	1	8
444	и эта	1	8
445	вообще не	3	8
446	не имеют	2	8
447	должен быть	1	8
448	тому как	5	8
449	в жизни	4	8
450	от того	9	8
451	этим же	1	8
452	только через	1	7
453	этой стороны	1	7
454	и когда	4	7
455	уже и	3	7
456	еще нет	1	7
457	этот момент	2	7
458	будто бы	1	7
459	тому что	5	7
460	не есть	95	7
461	о которых	1	7
462	и при	4	7
463	там в	1	7
464	самом деле	7	7
465	нет в	1	7
466	что оно	9	7
467	на самом	2	7
468	что ни	1	7
469	образом в	1	7
470	на них	2	7
471	иногда и	1	7
472	вплоть до	2	7
473	те же	1	7
474	всякого рода	1	7
475	в каких	2	7
476	во многих	1	7
477	и стали	1	7
478	я буду	1	7
479	как на	6	7
480	о ней	3	7
481	ее и	2	7
482	указать на	1	7
483	это мы	1	7
484	в конце	2	7
485	уже давно	1	7
486	себе и	1	7
487	а только	2	7
488	ли это	1	7
489	не видят	1	7
490	когда мы	3	7
491	однако в	1	7
492	не то	3	7
493	можно только	5	7
494	был бы	2	7
495	тогда он	1	7
496	однако что	2	7
497	состоит из	2	7
498	совершенно не	6	7
499	то он	1	7
500	тех же	2	7
501	того чтобы	1	7
502	если мы	5	7
503	что я	3	7
504	всяком случае	3	7
505	для него	4	7
506	а то	2	7
507	по его	2	7
508	руки и	2	7
509	с самого	1	7
510	по которому	3	7
511	составные части	1	7
512	земли и	1	7
513	думать что	3	7
514	и часто	3	7
515	и о	9	7
516	об этой	1	7
517	эти два	3	7
518	есть не	11	7
519	же и	2	6
520	его от	2	6
521	между ними	1	6
522	но что	11	6
523	не потому	2	6
524	из всего	1	6
525	уже нет	1	6
526	можно ли	6	6
527	именно так	2	6
528	той же	6	6
529	все его	2	6
530	что там	1	6
531	как говорит	1	6
532	если я	2	6
533	что как	1	6
534	они же	1	6
535	сына в	1	6
536	чтобы он	1	6
537	он стал	1	6
538	не могла	1	6
539	только о	4	6
540	равно как	2	6
541	его как	6	6
542	это приводит	1	6
543	на место	1	6
544	таких примеров	2	6
545	меня и	2	6
546	уже на	1	6
547	этот миф	3	6
548	не ясно	1	6
549	нет ничего	14	6
550	сам он	1	6
551	этого явления	2	6
552	где нет	1	6
553	этого вопроса	1	6
554	этих двух	1	6
555	это конечно	2	6
556	отличие от	2	6
557	также и	6	6
558	от отца	5	6
559	же что	1	6
560	самое что	1	6
561	но дело	1	6
562	для того	4	6
563	но тем	1	6
564	он является	1	6
565	самого начала	1	6
566	от себя	5	6
567	и становится	2	6
568	то в	5	6
569	от его	2	6
570	вопрос не	1	6
571	и за	1	6
572	что все	16	6
573	тому же	2	6
574	к чему	2	6
575	себе не	3	6
576	я его	1	6
577	даже не	8	6
578	это может	1	6
579	превратилась в	1	6
580	пришел к	1	6
581	быть и	7	6
582	были бы	2	6
583	они и	1	6
584	почти не	1	6
585	отношения к	4	6
586	д все	1	6
587	не на	7	6
588	этой точки	4	6
589	или как	3	6
590	не объясняет	2	6
591	со всех	1	6
592	и тогда	6	6
593	он дает	2	6
594	а я	3	6
595	заметить что	2	6
596	видим в	1	6
597	мог бы	2	6
598	почему в	1	6
599	же он	2	6
600	в другое	1	6
601	близок к	1	6
602	ничем не	7	6
603	у тебя	1	6
604	видеть в	1	6
605	на одной	1	6
606	голову и	1	6
607	с той	1	6
608	говорят о	2	6
609	а иногда	1	6
610	и оно	1	6
611	на ту	2	6
612	и уже	5	6
613	в птицу	1	5
614	в виду	12	5
615	в своих	3	5
616	мы и	4	5
617	и очень	1	5
618	бы в	5	5
619	не имели	1	5
620	во все	1	5
621	только как	7	5
622	из себя	3	5
623	она всегда	4	5
624	этого мы	2	5
625	или наоборот	1	5
626	и мы	6	5
627	на коня	1	5
628	или не	10	5
629	к отцу	2	5
630	пока только	1	5
631	но когда	2	5
632	в сторону	1	5
633	проникнуть в	1	5
634	по своей	1	5
635	или иное	4	5
636	это же	3	5
637	с ее	10	5
638	из таких	1	5
639	оно не	7	5
640	о природе	1	5
641	особого рода	3	5
642	от своего	2	5
643	их и	1	5
644	можно назвать	3	5
645	представляли себе	1	5
646	это время	1	5
647	да и	4	5
648	думают что	3	5
649	о котором	4	5
650	в каком	9	5
651	или сам	1	5
652	это только	1	5
653	что если	5	5
654	он как	1	5
655	в совершенно	1	5
656	в отличие	1	5
657	примеров можно	1	5
658	и раньше	1	5
659	не видит	1	5
660	д и	8	5
661	уже с	1	5
662	в свое	1	5
663	нас не	1	5
664	видит что	1	5
665	е мы	1	5
666	или с	1	5
667	основана на	1	5
668	далее мы	1	5
669	эти две	5	5
670	по своему	2	5
671	на все	1	5
672	однако не	2	5
673	тоже не	2	5
674	но при	1	5
675	и может	2	5
676	или другого	3	5
677	д в	2	5
678	а когда	2	5
679	в религии	6	5
680	я знаю	1	5
681	совершенно точно	1	5
682	и требует	1	5
683	со своей	1	5
684	но даже	4	5
685	самый факт	1	5
686	всего что	1	5
687	ней и	1	5
688	несмотря на	2	5
689	видит в	1	5
690	что под	1	5
691	в таком	15	5
692	она или	1	5
693	очень мало	2	5
694	друг другу	1	5
695	всех сторон	1	5
696	бы быть	2	5
697	в один	2	5
698	как таковой	6	5
699	чтобы они	1	5
700	это уже	2	5
701	вот как	2	5
702	никак не	3	5
703	в область	2	5
704	за что	1	5
705	мы это	1	5
706	показать что	1	5
707	в нашей	1	5
708	к сыну	1	5
709	как о	6	5
710	много но	1	5
711	дальше и	1	5
712	и видит	1	5
713	не могло	1	5
714	мы получим	1	5
715	знает что	2	5
716	действительности это	1	5
717	без всякого	2	5
718	отличается от	9	5
719	как нечто	2	5
720	с наступлением	1	5
721	или иначе	2	5
722	животных и	1	5
723	чтобы быть	5	5
724	мира и	3	5
725	это было	5	5
726	например у	1	5
727	что данный	2	5
728	не говорит	6	5
729	что из	1	5
730	можно утверждать	2	5
731	или она	2	5
732	как живой	1	5
733	в лице	1	5
734	в самом	9	4
735	они имеют	1	4
736	в разных	2	4
737	в результате	7	4
738	эти три	1	4
739	прибавить что	1	4
740	на свою	1	4
741	а что	6	4
742	каждый из	1	4
743	с мифом	1	4
744	людей и	2	4
745	друг на	1	4
746	и формы	2	4
747	на одну	1	4
748	во всей	1	4
749	что именно	10	4
750	он сам	1	4
751	и во	3	4
752	нет никаких	3	4
753	случае в	1	4
754	он к	1	4
755	предполагают что	1	4
756	что уже	3	4
757	чем в	2	4
758	дерево и	1	4
759	есть явление	6	4
760	очевидно что	1	4
761	одном из	1	4
762	достаточно чтобы	1	4
763	нами как	1	4
764	него есть	1	4
765	вера в	1	4
766	но вот	3	4
767	говорит если	1	4
768	две формы	1	4
769	где же	4	4
770	иметь в	3	4
771	и знает	1	4
772	того кто	4	4
773	ноги и	2	4
774	что есть	6	4
775	в магии	1	4
776	отнюдь не	16	4
777	мы до	1	4
778	от нее	3	4
779	и дает	1	4
780	содержит в	2	4
781	так или	2	4
782	сами по	3	4
783	с этого	1	4
784	на друга	1	4
785	по сравнению	1	4
786	быть не	3	4
787	с которой	2	4
788	для нее	1	4
789	и больше	5	4
790	которых он	1	4
791	это одно	1	4
792	находятся в	1	4
793	но на	2	4
794	что одна	1	4
795	а это	2	4
796	мы нашли	1	4
797	то самое	1	4
798	не содержит	3	4
799	нами выше	1	4
800	не существует	10	4
801	здесь имеется	1	4
802	есть в	4	4
803	он пришел	1	4
804	говорит об	1	4
805	а так	1	4
806	тем более	5	4
807	но его	3	4
808	а его	1	4
809	выходит из	1	4
810	в свои	1	4
811	человека и	2	4
812	что было	2	4
813	это далеко	1	4
814	или нет	8	4
815	нас в	3	4
816	и которые	1	4
817	теперь мы	4	4
818	ведет к	1	4
819	так если	1	4
820	так чтобы	4	4
821	ответить на	1	4
822	находит в	1	4
823	он находит	1	4
824	перед ним	1	4
825	в чистом	1	4
826	в глаза	1	4
827	мифа о	1	4
828	есть момент	2	4
829	все время	4	4
830	и вообще	7	4
831	исходит из	2	4
832	на почве	1	4
833	содержится в	3	4
834	и всей	1	4
835	с точки	25	4
836	как раз	11	4
837	миф и	5	4
838	они в	1	4
839	на стадии	2	4
840	не от	2	4
841	выше гл	1	4
842	что их	2	4
843	здесь как	1	4
844	из тела	1	4
845	чистом виде	1	4
846	всегда только	2	4
847	если же	8	4
848	что миф	10	4
849	бы его	2	4
850	на месте	1	4
851	все в	3	4
852	и этот	1	4
853	только те	1	4
854	часто это	1	4
855	и должно	1	4
856	связанное с	1	4
857	тела и	3	4
858	себя и	3	4
859	все они	1	4
860	еще и	2	4
861	ни к	3	4
862	часто также	1	4
863	при существовании	1	4
864	или вообще	3	4
865	в древней	2	4
866	возвращение из	1	4
867	легко может	1	4
868	также есть	1	4
869	по отдельным	1	4
870	или просто	1	4
871	ни с	4	4
872	считает что	1	4
873	и через	1	4
874	чтобы получить	1	4
875	из форм	1	4
876	что например	1	4
877	без всяких	1	4
878	входить в	1	4
879	в глубине	3	4
880	идет на	1	4
881	нисколько не	4	4
882	часто бывает	1	4
883	за то	1	4
884	не могу	2	4
885	и миф	3	4
886	к тем	1	4
887	или его	1	4
888	только то	2	4
889	как не	4	4
890	в который	3	4
891	быть только	2	4
892	с религией	1	4
893	мы находим	5	3
894	того есть	2	3
895	на другую	5	3
896	а есть	1	3
897	именно он	1	3
898	человек в	1	3
899	все дело	1	3
900	не хотят	1	3
901	я могу	2	3
902	оказалось что	2	3
903	не его	1	3
904	казалось бы	1	3
905	на природу	1	3
906	не могли	1	3
907	раз и	3	3
908	в противоположность	3	3
909	где не	1	3
910	и той	4	3
911	чего не	7	3
912	солнце и	2	3
913	о них	1	3
914	бога и	1	3
915	переход от	1	3
916	в голове	1	3
917	такая же	1	3
918	именно с	1	3
919	что даже	2	3
920	точка зрения	5	3
921	бы то	3	3
922	она имеет	1	3
923	и спасения	1	3
924	и ноги	2	3
925	бросил ее	1	3
926	внимание на	1	3
927	с тех	2	3
928	не дают	1	3
929	как таковое	5	3
930	в третий	2	3
931	больше и	1	3
932	о себе	2	3
933	однако так	1	3
934	становится и	2	3
935	оно и	1	3
936	и та	4	3
937	но тут	2	3
938	совсем не	1	3
939	даже если	3	3
940	чтобы не	4	3
941	когда уже	1	3
942	человеческого тела	1	3
943	на дороге	1	3
944	которые он	1	3
945	явление но	2	3
946	была бы	5	3
947	думает что	1	3
948	сказании о	1	3
949	и делает	2	3
950	и одной	1	3
951	том смысле	1	3
952	к другому	2	3
953	сейчас же	1	3
954	религии но	2	3
955	божества и	2	3
956	требует чтобы	2	3
957	только мы	3	3
958	это все	1	3
959	и поэтому	1	3
960	тех пор	3	3
961	самых разнообразных	1	3
962	только один	1	3
963	на небесах	1	3
964	на основании	3	3
965	только при	1	3
966	лучше всего	1	3
967	чтобы все	1	3
968	нельзя сказать	1	3
969	и после	1	3
970	в особом	2	3
971	или другой	1	3
972	как к	2	3
973	мы могли	1	3
974	когда они	1	3
975	который уже	1	3
976	пришли к	1	3
977	как таковая	5	3
978	одна и	3	3
979	а все	1	3
980	есть акт	1	3
981	них и	1	3
982	все равно	5	3
983	материалы которые	1	3
984	кто бы	1	3
985	в другую	1	3
986	всегда есть	5	3
987	на одном	1	3
988	и я	3	3
989	в такой	1	3
990	выше и	2	3
991	это как	3	3
992	этот факт	1	3
993	отца он	1	3
994	и также	2	3
995	что можно	2	3
996	и вне	3	3
997	никому не	1	3
998	его имени	1	3
999	можно будет	1	3
1000	он с	1	3
1001	с соответствующими	1	3
1002	жизнью и	1	3
1003	для всех	1	3
1004	на эти	1	3
1005	которая в	1	3
1006	трудно сказать	1	3
1007	он всегда	3	3
1008	ниже гл	1	3
1009	они уже	1	3
1010	и мифа	1	3
1011	остановиться на	1	3
1012	как они	1	3
1013	несколько примеров	1	3
1014	из нее	2	3
1015	и должен	1	3
1016	стороны в	1	3
1017	при таком	2	3
1018	речь идет	1	3
1019	иначе мы	1	3
1020	и нет	9	3
1021	при всей	1	3
1022	больше чем	2	3
1023	к мифу	1	3
1024	где-то в	1	3
1025	даже и	9	3
1026	доказать что	1	3
1027	имеет в	1	3
1028	но то	3	3
1029	а пока	1	3
1030	как оно	1	3
1031	так то	5	3
1032	духа и	2	3
1033	же она	3	3
1034	момент в	1	3
1035	а мы	3	3
1036	едва ли	2	3
1037	ему все	2	3
1038	в сети	1	3
1039	должно быть	7	3
1040	имеет своего	1	3
1041	есть одно	1	3
1042	но еще	2	3
1043	этого он	2	3
1044	тогда и	2	3
1045	ни было	1	3
1046	обычно не	2	3
1047	на связь	1	3
1048	имеем дело	2	3
1049	входят в	1	3
1050	что момент	1	3
1051	как же	9	3
1052	исходит от	2	3
1053	сказал что	1	3
1054	и именно	1	3
1055	есть та	1	3
1056	подобных случаях	1	3
1057	из другого	2	3
1058	именно как	3	3
1059	его развития	1	3
1060	что лес	1	3
1061	этого мифа	2	3
1062	ему на	1	3
1063	то ни	4	3
1064	может идти	1	3
1065	но зато	2	3
1066	неотделим от	4	3
1067	души в	1	3
1068	почему же	3	3
1069	их к	1	3
1070	она сама	1	3
1071	всего в	2	3
1072	представить себе	1	3
1073	груди и	1	3
1074	же еще	1	3
1075	только не	10	3
1076	душу в	1	3
1077	из того	2	3
1078	рождение ребенка	4	3
1079	и вполне	1	3
1080	все то	1	3
1081	в обратном	1	3
1082	оно есть	4	3
1083	он будет	3	3
1084	относятся к	1	3
1085	к самым	1	3
1086	которые могут	1	3
1087	совершенно естественно	1	3
1088	своей жизни	1	3
1089	в которые	1	3
1090	сравнению с	1	3
1091	бы ему	1	3
1092	утверждают что	3	3
1093	уже известно	1	3
1094	просто на	1	3
1095	в свой	1	3
1096	точку зрения	1	3
1097	нет ни	5	3
1098	бы на	1	3
1099	что так	1	3
1100	только он	2	3
1101	просто как	3	3
1102	из двух	4	3
1103	это очевидно	1	3
1104	понимать как	4	3
1105	по смыслу	2	3
1106	она должна	3	3
1107	здесь идет	1	3
1108	что нужно	2	3
1109	вопрос как	1	3
1110	себе что	2	3
1111	выйти за	3	3
1112	в науке	3	3
1113	пор не	1	3
1114	это то	1	3
1115	еще до	1	3
1116	идет речь	4	3
1117	по всей	1	3
1118	их можно	1	3
1119	в эти	1	3
1120	само по	8	3
1121	они являются	1	2
1122	превратится в	1	2
1123	и этого	2	2
1124	если его	2	2
1125	когда ему	1	2
1126	что знание	3	2
1127	мы исходим	1	2
1128	думается что	1	2
1129	есть душа	2	2
1130	и дух	1	2
1131	как вся	1	2
1132	от одного	2	2
1133	именно и	1	2
1134	жизнь в	2	2
1135	которое и	1	2
1136	мы получаем	1	2
1137	когда это	1	2
1138	целое и	2	2
1139	отца а	1	2
1140	его все	1	2
1141	предмета и	1	2
1142	силы или	1	2
1143	свою собственную	2	2
1144	свой смысл	1	2
1145	всем его	1	2
1146	во лбу	1	2
1147	что тело	1	2
1148	этим мы	1	2
1149	и третий	1	2
1150	когда будет	1	2
1151	одной и	4	2
1152	забудем что	1	2
1153	многих местах	1	2
1154	образом что	1	2
1155	уже есть	1	2
1156	с другим	2	2
1157	мы ни	1	2
1158	эти факты	3	2
1159	и еще	1	2
1160	него не	1	2
1161	по которым	1	2
1162	в основу	1	2
1163	эти вопросы	1	2
1164	вещи и	3	2
1165	что авторы	1	2
1166	и думает	1	2
1167	и вдруг	1	2
1168	знание и	4	2
1169	надо искать	1	2
1170	к ее	2	2
1171	то о	2	2
1172	перед нею	1	2
1173	не зная	2	2
1174	оно совершенно	2	2
1175	не говорят	3	2
1176	его самого	1	2
1177	жизни так	1	2
1178	есть просто	7	2
1179	близка к	1	2
1180	но во-первых	1	2
1181	как миф	6	2
1182	только если	1	2
1183	в конечном	1	2
1184	ее от	2	2
1185	том отношении	1	2
1186	мир он	1	2
1187	что заставляет	1	2
1188	человек и	1	2
1189	обстоятельство что	1	2
1190	с отцом	1	2
1191	по одному	3	2
1192	и следовательно	2	2
1193	не нужно	2	2
1194	отречения от	1	2
1195	понимать в	1	2
1196	вопрос что	1	2
1197	а для	2	2
1198	вопрос об	3	2
1199	и нам	1	2
1200	есть признак	1	2
1201	иногда на	1	2
1202	или эта	1	2
1203	т п	1	2
1204	значение и	1	2
1205	мне его	1	2
1206	мы всегда	2	2
1207	с какой	1	2
1208	ногами и	1	2
1209	говорится и	1	2
1210	этих трех	1	2
1211	одно и	6	2
1212	что нельзя	1	2
1213	это или	2	2
1214	делится на	4	2
1215	не сами	1	2
1216	то или	4	2
1217	своего определенного	1	2
1218	на свое	1	2
1219	она была	3	2
1220	меняется и	1	2
1221	на некоторых	1	2
1222	не само	1	2
1223	другая форма	1	2
1224	природы и	4	2
1225	которых шла	1	2
1226	что для	5	2
1227	в культе	2	2
1228	или о	1	2
1229	зато она	1	2
1230	из самых	3	2
1231	путь и	1	2
1232	из-за этого	1	2
1233	бы ни	1	2
1234	сказать о	1	2
1235	в глубину	2	2
1236	она является	1	2
1237	следовательно не	2	2
1238	не мешает	3	2
1239	с полной	3	2
1240	явно не	1	2
1241	и должны	1	2
1242	имеют право	1	2
1243	с такой	1	2
1244	на первом	1	2
1245	и далее	1	2
1246	пребывает в	1	2
1247	очень интересно	1	2
1248	сам по	6	2
1249	то с	1	2
1250	становится им	1	2
1251	нет никакого	10	2
1252	или оно	3	2
1253	не живет	1	2
1254	предполагать что	1	2
1255	ведь она	1	2
1256	совершенно правильно	1	2
1257	тогда если	1	2
1258	когда именно	1	2
1259	слава тебе	1	2
1260	все вещи	4	2
1261	в жилище	1	2
1262	тогда я	1	2
1263	наконец в	1	2
1264	есть оно	1	2
1265	остается только	1	2
1266	со всей	1	2
1267	и вся	1	2
1268	и об	2	2
1269	чтобы она	3	2
1270	себе ничего	1	2
1271	ставит на	1	2
1272	мифов в	1	2
1273	как например	2	2
1274	свое существование	1	2
1275	не забудем	2	2
1276	же должны	2	2
1277	нет и	5	2
1278	к двум	1	2
1279	глубже чем	1	2
1280	другие предметы	1	2
1281	относиться к	1	2
1282	они еще	1	2
1283	черт и	1	2
1284	только потому	4	2
1285	другой раз	1	2
1286	не из	1	2
1287	у вас	2	2
1288	миф содержит	1	2
1289	указанием на	1	2
1290	обратиться к	1	2
1291	мифа не	2	2
1292	отношении что	1	2
1293	тогда в	1	2
1294	совпадение здесь	1	2
1295	и всякий	4	2
1296	перестает быть	2	2
1297	в полном	1	2
1298	что одно	1	2
1299	что с	2	2
1300	мало того	2	2
1301	изучение истории	1	2
1302	но одно	1	2
1303	очень долго	1	2
1304	таком случае	11	2
1305	знания и	2	2
1306	от своих	2	2
1307	об этих	1	2
1308	и совсем	1	2
1309	далеко еще	1	2
1310	приводило к	1	2
1311	видим не	1	2
1312	то ясно	3	2
1313	те кто	1	2
1314	и таким	1	2
1315	было ни	2	2
1316	миф но	1	2
1317	эти же	1	2
1318	после обрезания	1	2
1319	не обязательна	1	2
1320	такие же	1	2
1321	только гипотеза	1	2
1322	все совершенно	2	2
1323	этой цели	1	2
1324	на другое	5	2
1325	то обстоятельство	1	2
1326	как таковые	2	2
1327	но надо	1	2
1328	могли не	1	2
1329	у всех	1	2
