N	2gram	Losev_Dial	Freidism
149	совсем не	1	6
150	и что	21	6
151	в пределах	1	6
152	человека и	2	6
153	и о	9	6
154	и только	6	6
155	для этого	3	6
156	всех этих	3	6
157	не можем	3	6
158	что это	20	5
159	со всеми	2	5
160	в своих	3	5
161	ее в	3	5
162	конечно и	2	5
163	оно –	8	5
164	в процессе	2	5
165	с ними	3	5
166	вместе с	3	5
167	со стороны	5	5
168	на первый	4	5
169	тех же	2	5
170	того чтобы	1	5
171	сознание и	4	5
172	говорить о	13	5
173	на основании	3	5
174	чем не	1	5
175	самого начала	1	5
176	потому и	1	5
177	что она	13	5
178	он сам	1	5
179	той же	6	5
180	это не	13	5
181	в ее	5	5
182	что и	8	5
183	с их	4	5
184	в которой	1	5
185	тому что	5	5
186	между ними	1	5
187	в этих	3	5
188	в себя	4	5
189	этого учения	1	5
190	и по	2	5
191	не было	6	5
192	другими словами	8	5
193	не знает	4	5
194	как это	8	5
195	далеко не	1	5
196	только то	2	5
197	от того	9	5
198	он –	9	5
199	заключается в	3	5
200	ничего не	29	5
201	в общем	1	5
202	отнюдь не	16	5
203	а потому	1	4
204	мы и	4	4
205	как с	2	4
206	же –	4	4
207	смысле слова	1	4
208	сам по	6	4
209	это учение	3	4
210	в виду	12	4
211	по себе	31	4
212	если бы	10	4
213	именно и	1	4
214	теперь мы	4	4
215	именно в	5	4
216	в собственном	3	4
217	как в	2	4
218	себя и	3	4
219	этот вопрос	1	4
220	зависимости от	4	4
221	и истории	4	4
222	ничего общего	2	4
223	это и	12	4
224	данном случае	3	4
225	в данном	6	4
226	в котором	2	4
227	потому что	21	4
228	только как	7	4
229	это только	1	4
230	и оно	1	4
231	не всегда	3	4
232	в этот	3	4
233	слова и	1	4
234	только на	8	4
235	а только	2	4
236	в истории	7	4
237	так же	7	4
238	связанных с	1	4
239	нет и	5	4
240	на него	1	4
241	в своем	7	4
242	все время	4	4
243	это вовсе	1	4
244	одна из	4	4
245	но это	10	4
246	едва ли	2	4
247	всех своих	1	4
248	что оно	9	4
249	в психологии	1	4
250	и за	1	4
251	этом отношении	2	4
252	тем не	10	4
253	таком случае	11	4
254	у него	2	4
255	мы находим	5	4
256	не существует	10	4
257	в голову	1	4
258	в зависимости	3	4
259	но ведь	2	4
260	я не	11	4
261	по своему	2	4
262	нисколько не	4	4
263	как борьба	1	4
264	и вообще	7	4
265	человека к	1	4
266	о себе	2	4
267	первый план	4	4
268	это как	3	4
269	не дает	1	4
270	то ни	4	4
271	и может	2	4
272	должны быть	7	4
273	личности и	15	4
274	к ней	1	4
275	в систему	1	4
276	с ее	10	4
277	об его	3	3
278	себе самом	1	3
279	другой –	1	3
280	не так	1	3
281	собственном смысле	1	3
282	во втором	1	3
283	для всех	1	3
284	до сих	1	3
285	и очень	1	3
286	и должны	1	3
287	на почве	1	3
288	и при	4	3
289	это уже	2	3
290	связанное с	1	3
291	– к	2	3
292	– продукт	1	3
293	утверждает что	3	3
294	в результате	7	3
295	нет никакого	10	3
296	жизни –	2	3
297	в них	6	3
298	не сможет	1	3
299	в основу	1	3
300	оно не	7	3
301	и даже	21	3
302	все то	1	3
303	сил и	2	3
304	все его	2	3
305	их в	2	3
306	конечном счете	1	3
307	жизни в	1	3
308	которое не	2	3
309	отца и	2	3
310	сейчас же	1	3
311	и смерть	3	3
312	в обществе	1	3
313	что мы	10	3
314	раз и	3	3
315	принцип реальности	1	3
316	он был	1	3
317	ни на	5	3
318	учение об	1	3
319	всем этим	1	3
320	– лишь	1	3
321	сознания в	2	3
322	одной и	4	3
323	о них	1	3
324	в одном	3	3
325	можно ли	6	3
326	в совершенно	1	3
327	и той	4	3
328	он дает	2	3
329	как на	6	3
330	в нашем	1	3
331	находится в	2	3
332	о том	11	3
333	во всей	1	3
334	на этот	1	3
335	иным как	1	3
336	а следовательно	1	3
337	из него	1	3
338	и становится	2	3
339	конечно с	1	3
340	бы то	3	3
341	только не	10	3
342	и то	7	3
343	говорит о	5	3
344	мы видим	4	3
345	мир в	3	3
346	они не	3	3
347	к человеку	1	3
348	жизни так	1	3
349	к себе	1	3
350	не без	1	3
351	тому чтобы	3	3
352	похоже на	1	3
353	миф и	5	3
354	и этим	3	3
355	у нас	7	3
356	социальной среды	1	3
357	в конечном	1	3
358	и притом	10	3
359	этого не	2	3
360	не больше	4	3
361	в силах	2	3
362	на себя	3	3
363	возможно только	7	3
364	но для	3	3
365	такой же	1	3
366	случае не	4	3
367	и как	13	3
368	с отцом	1	3
369	и она	4	3
370	есть только	13	3
371	и сам	1	3
372	на все	1	3
373	в свой	1	3
374	и следовательно	2	3
375	в условиях	2	3
376	себе и	1	3
377	которой он	1	3
378	и таким	1	3
379	сих пор	1	3
380	этих двух	1	3
381	сказать и	1	3
382	и тех	2	3
383	выйти за	3	3
384	такие же	1	3
385	ни один	2	3
386	в объективном	1	3
387	общего не	2	3
388	в искусстве	1	3
389	когда он	3	3
390	не приходится	2	3
391	и является	2	3
392	и ни	3	3
393	как не	4	3
394	или как	3	3
395	ведь мы	1	3
396	целом и	1	3
397	себя в	3	3
398	природы и	4	3
399	свести к	1	3
400	и от	4	3
401	и есть	24	3
402	своей последней	1	3
403	чаще всего	3	3
404	же мы	5	3
405	на место	1	3
406	на всем	1	3
407	сказать о	1	3
408	а как	2	3
409	независимо от	3	3
410	ведь и	3	3
411	если это	2	3
412	не выдерживает	1	2
413	для самого	1	2
414	однако и	1	2
415	случае в	1	2
416	и этот	1	2
417	– так	1	2
418	религии и	1	2
419	факты и	4	2
420	опирается на	1	2
421	самого себя	1	2
422	или только	4	2
423	к этой	2	2
424	которые он	1	2
425	очень много	3	2
426	его с	1	2
427	должна быть	11	2
428	ровно ничего	9	2
429	тогда когда	9	2
430	для себя	2	2
431	не чем	1	2
432	без исключения	1	2
433	и их	1	2
434	в применении	1	2
435	вот как	2	2
436	фактов и	3	2
437	– есть	3	2
438	в некоторых	3	2
439	из которых	4	2
440	не как	1	2
441	находятся в	1	2
442	в науке	3	2
443	из того	2	2
444	нас в	3	2
445	для нас	2	2
446	самом же	1	2
447	и об	2	2
448	исторического и	1	2
449	в отношении	1	2
450	же что	1	2
451	от этих	2	2
452	это есть	19	2
453	– или	4	2
454	– ни	1	2
455	его формы	1	2
456	нас к	2	2
457	– следовательно	1	2
458	она становится	2	2
459	ряд фактов	1	2
460	их не	3	2
461	– конечно	1	2
462	особого рода	3	2
463	внутреннего субъективного	1	2
464	чувства и	1	2
465	в первом	2	2
466	но все	1	2
467	сознание не	1	2
468	с таким	1	2
469	жизнь в	2	2
470	равно как	2	2
471	вывести из	1	2
472	учения о	2	2
473	из всего	1	2
474	слово –	2	2
475	если его	2	2
476	только оно	1	2
477	отношения к	4	2
478	чем иным	1	2
479	в мире	2	2
480	и они	3	2
481	только через	1	2
482	они и	1	2
483	а именно	7	2
484	целесообразности и	1	2
485	и так	2	2
486	его все	1	2
487	мы только	3	2
488	предмета и	1	2
489	не имеет	18	2
490	отличается от	9	2
491	да и	4	2
492	ли он	1	2
493	легче всего	1	2
494	возникает вопрос	1	2
495	при помощи	6	2
496	нет в	1	2
497	– мы	1	2
498	свой смысл	1	2
499	и смерти	2	2
500	все они	1	2
501	всей его	2	2
502	в такой	1	2
503	нами выше	1	2
504	бы и	2	2
505	должно быть	7	2
506	– явно	1	2
507	первым и	1	2
508	– совершенно	4	2
509	вопрос о	9	2
510	и начинается	1	2
511	– из	1	2
512	в историю	1	2
513	ибо не	1	2
514	личность не	1	2
515	доказать что	1	2
516	в течение	4	2
517	связана с	1	2
518	одной стороны	3	2
519	таком виде	1	2
520	может сказать	1	2
521	сознания они	1	2
522	утверждают что	3	2
523	и уже	5	2
524	для нее	1	2
525	или может	1	2
526	точками зрения	1	2
527	материи и	1	2
528	превращается в	6	2
529	– этот	1	2
530	цели и	1	2
531	никаких оснований	1	2
532	в глаза	1	2
533	же самое	1	2
534	всего этого	2	2
535	с другой	5	2
536	ничего что	1	2
537	о каком	1	2
538	в отличие	1	2
539	наука и	2	2
540	заметить что	2	2
541	мог бы	2	2
542	и во	3	2
543	только одна	3	2
544	своем месте	1	2
545	социальные и	1	2
546	но именно	1	2
547	вещи и	3	2
548	только при	1	2
549	не имели	1	2
550	для понимания	1	2
551	воли и	2	2
552	только его	2	2
553	друг друга	3	2
554	же он	2	2
555	бы в	5	2
556	но так	2	2
557	мы показали	1	2
558	только о	4	2
559	образы и	1	2
560	его можно	1	2
561	жизни но	1	2
562	которую можно	2	2
563	как к	2	2
564	пусть и	1	2
565	обе стороны	2	2
566	что с	2	2
567	мы могли	1	2
568	по преимуществу	2	2
569	не выходит	1	2
570	ничем не	7	2
571	отцу и	2	2
572	и всей	1	2
573	что остается	2	2
574	и служит	1	2
575	– на	2	2
576	зависит от	4	2
577	с одной	4	2
578	что значит	1	2
579	в состоянии	1	2
580	и через	1	2
581	ни было	1	2
582	пр –	1	2
583	он и	3	2
584	такое же	1	2
585	для своего	1	2
586	о нем	6	2
587	и сама	6	2
588	в качестве	1	2
589	то мы	3	2
590	но как	3	2
591	и выражение	1	2
592	чтобы получить	1	2
593	нет это	2	2
594	силу и	1	2
595	же такое	3	2
596	весь мир	3	2
597	них и	1	2
598	внешнего мира	1	2
599	в их	2	2
600	мировоззрения и	1	2
601	этого сознания	1	2
602	ее от	2	2
603	– одно	2	2
604	будто бы	1	2
605	ни об	1	2
606	и которая	1	2
607	в глубине	3	2
608	откуда же	1	2
609	каком случае	2	2
610	опыта и	1	2
611	и всего	1	2
612	в третий	2	2
613	в конце	2	2
614	вообще не	3	2
615	между собою	3	2
616	на другую	5	2
617	ясно что	16	2
618	обстоятельство что	1	2
619	он в	1	2
620	эти три	1	2
621	если и	1	2
622	есть та	1	2
623	же как	4	2
624	всем своем	1	2
625	не есть	95	2
626	мы никогда	1	2
627	место и	1	2
628	но когда	2	2
629	сознания как	1	2
630	следовательно и	2	2
631	к своему	1	2
632	от этого	5	2
633	личности не	1	2
634	больше и	1	2
635	о которых	1	2
636	это было	5	2
637	идеи и	2	2
638	применении к	1	2
639	должен быть	1	2
640	что как	1	2
641	в одной	4	2
642	на них	2	2
643	же деле	1	2
644	смысл и	2	2
645	не то	3	2
646	отличие от	2	2
647	а его	1	2
648	ли это	1	2
649	внешний мир	4	2
650	его не	3	2
651	также и	6	2
652	вся жизнь	1	2
653	и боль	1	2
654	дело не	2	2
655	или же	3	2
656	и тем	3	2
657	то обстоятельство	1	2
658	если же	8	2
659	за ними	1	2
660	– для	2	2
661	есть и	14	2
662	и та	4	2
663	этих фактов	1	2
664	в нашей	1	2
665	в нас	2	2
666	этом смысле	1	2
667	показали что	1	2
668	проникнуть в	1	2
669	пр и	2	2
670	что бы	2	2
671	то или	4	2
672	думать что	3	2
673	что идея	1	2
674	или иное	4	2
675	и часто	3	2
676	для жизни	1	2
677	когда мы	3	2
678	и поэтому	1	2
679	и явления	1	2
680	– самое	1	2
681	и сознательного	2	2
682	во многом	1	2
683	личность в	3	2
684	этом вопросе	2	2
685	всех сторон	1	2
686	даже если	3	2
687	все остальное	4	2
688	образом в	1	2
689	или иной	4	2
690	или другими	2	2
691	необходим для	1	2
692	сил но	1	2
693	но если	11	2
694	говорить об	2	2
695	из этого	3	2
696	там где	1	2
697	то в	5	2
698	конце концов	1	2
699	как совокупность	1	2
700	в него	2	2
701	чтобы не	4	2
702	о какой	1	2
703	ко всякому	1	2
704	он должен	3	2
705	как для	1	2
706	мира в	1	2
707	не отличается	5	2
708	не к	1	2
709	быть даже	1	1
710	в особенности	9	1
711	что было	2	1
712	во всем	5	1
713	находим в	1	1
714	они являются	1	1
715	– у	2	1
716	стадии своего	1	1
717	всего это	2	1
718	материальной среды	1	1
719	утверждать что	6	1
720	философии и	1	1
721	о личности	5	1
722	никак нельзя	1	1
723	субъективизма и	1	1
724	же целесообразность	1	1
725	рождение и	1	1
726	по существу	2	1
727	существует но	2	1
728	ни малейшего	1	1
729	можно говорить	2	1
730	и здесь	3	1
731	та же	5	1
732	никогда и	1	1
733	необходимость его	1	1
734	то есть	1	1
735	которая в	1	1
736	и самому	1	1
737	груди и	1	1
738	почти не	1	1
739	своего собственного	2	1
740	собою все	1	1
741	он только	1	1
742	познания и	2	1
743	есть прежде	4	1
744	этого откровения	1	1
745	из таких	1	1
746	и должно	1	1
747	или по	4	1
748	само собою	1	1
749	момента в	1	1
750	и далее	1	1
751	до самого	1	1
752	природу в	1	1
753	и дает	1	1
754	даже в	1	1
755	была бы	5	1
756	это совсем	1	1
757	– правда	2	1
758	все на	5	1
759	каков характер	1	1
760	реальной жизни	1	1
761	и абсолютного	1	1
762	думаю что	1	1
763	ценности этого	1	1
764	в разных	2	1
765	отношении к	1	1
766	и должен	1	1
767	бы говорить	1	1
768	ни стало	1	1
769	глубине души	1	1
770	бытия на	1	1
771	имеет с	1	1
772	определяет сознание	3	1
773	никак не	3	1
774	но тем	1	1
775	мы замечаем	1	1
776	в другой	2	1
777	его внутреннего	1	1
778	правда это	1	1
779	личности это	2	1
780	встретились с	1	1
781	и лучше	1	1
782	его собственные	1	1
783	первых двух	2	1
784	в область	2	1
785	что человек	1	1
786	иногда и	1	1
787	ильи муромца	1	1
788	потому не	1	1
789	остановиться на	1	1
790	построения мы	1	1
791	а есть	1	1
792	в личности	1	1
793	важный момент	1	1
794	этим понятием	1	1
795	его от	2	1
796	по-видимому и	1	1
797	бытия –	1	1
798	быть может	3	1
799	именно эти	1	1
800	не бывает	1	1
801	тело в	2	1
802	чистым и	1	1
803	лет тому	1	1
804	оно превращается	1	1
805	ни слова	1	1
806	– субъективное	1	1
807	меняется если	1	1
808	нельзя ни	3	1
809	и эти	2	1
810	целого мира	1	1
811	творчества и	1	1
812	за что	1	1
813	от их	1	1
814	человека только	1	1
815	могут стать	1	1
816	как они	1	1
817	этого мифа	2	1
818	чтобы в	1	1
819	что нет	5	1
820	начинается с	1	1
821	ко всем	1	1
822	и энергий	1	1
823	но только	7	1
824	во что	5	1
825	не более	1	1
826	время как	6	1
827	отличаются от	1	1
828	– об	1	1
829	этой цели	1	1
830	одно –	1	1
831	именно оно	2	1
832	же сознание	1	1
833	их и	1	1
834	особенно сильного	1	1
835	на такой	1	1
836	каким образом	1	1
837	показать что	1	1
838	мы говорим	4	1
839	оно есть	4	1
840	есть именно	6	1
841	изолированной личности	1	1
842	стороны –	1	1
843	форму и	1	1
844	он будет	3	1
845	ведь она	1	1
846	тем что	5	1
847	тела и	3	1
848	конечно он	1	1
849	именно о	3	1
850	какая же	1	1
851	еще с	1	1
852	она является	1	1
853	на месте	1	1
854	уже на	1	1
855	же самый	2	1
856	то время	6	1
857	представление о	3	1
858	это выражение	1	1
859	например в	3	1
860	все –	3	1
861	меня в	2	1
862	с тем	4	1
863	когда это	1	1
864	что известно	1	1
865	случае нельзя	1	1
866	имеет место	1	1
867	которое тоже	1	1
868	уже нет	1	1
869	это относится	1	1
870	находит себе	1	1
871	и пр.?	2	1
872	о полном	1	1
873	это чувство	1	1
874	научным объяснением	1	1
875	ли не	1	1
876	только те	1	1
877	он ничем	1	1
878	в слове	3	1
879	оказалось что	2	1
880	глубине ее	1	1
881	объективны и	1	1
882	этого влияния	1	1
883	странное и	2	1
884	что иное	6	1
885	и т	41	1
886	специальные вопросы	1	1
887	не что	6	1
888	личности –	1	1
889	который не	2	1
890	сравнению с	1	1
891	этом условии	2	1
892	в это	4	1
893	далек от	1	1
894	что необходимо	1	1
895	подходить к	1	1
896	пр но	1	1
897	было тем	1	1
898	не его	1	1
899	в вопросах	1	1
900	дальше и	1	1
901	конечно гораздо	1	1
902	в которые	1	1
903	по крайней	10	1
904	которую не	1	1
905	понять историю	1	1
906	жизни мы	1	1
907	науки в	1	1
908	мы с	1	1
909	на одном	1	1
910	и нет	9	1
911	субъективистов и	2	1
912	сразу и	1	1
913	чем заключается	2	1
914	свое время	1	1
915	г в	1	1
916	что обе	1	1
917	но оно	2	1
918	заинтересованность и	1	1
919	нет ничего	14	1
920	принципом реальности	1	1
921	природы в	2	1
922	нам не	1	1
923	опыте и	1	1
924	знаем и	1	1
925	человек –	1	1
926	этого явления	2	1
927	не этот	1	1
928	ответить на	1	1
929	во все	1	1
930	человеческого тела	1	1
931	при условии	5	1
932	истории не	2	1
933	и прочие	1	1
934	было в	2	1
935	но понимая	1	1
936	где нет	1	1
937	то это	9	1
938	он находит	1	1
939	что этот	3	1
940	и логической	2	1
941	социологическом смысле	1	1
942	своей собственной	1	1
943	не сделал	1	1
944	не имеют	2	1
945	ясное и	1	1
946	здесь –	1	1
947	смерти и	1	1
948	со всех	1	1
949	личности личность	2	1
950	что всякое	1	1
951	тотчас же	3	1
952	бытие определяет	5	1
953	каждая вещь	1	1
954	даже и	9	1
955	имеют только	1	1
956	то и	5	1
957	предмет в	2	1
958	силами и	1	1
959	действительности это	1	1
960	в противоположность	3	1
961	говорить не	3	1
962	научной точки	3	1
963	наконец в	1	1
964	но даже	4	1
965	оно это	1	1
966	понятия в	1	1
967	на веру	1	1
968	на друга	1	1
969	истории но	1	1
970	по сравнению	1	1
971	это все	1	1
972	это его	1	1
973	в каких	2	1
974	тело и	5	1
975	явления и	4	1
976	быть не	3	1
977	с научной	2	1
978	во многих	1	1
979	миф о	4	1
980	а может	1	1
981	них как	2	1
982	не должны	1	1
983	с нашим	1	1
984	и тогда	6	1
985	что вся	1	1
986	нем мы	1	1
987	это же	3	1
988	с которой	2	1
989	как высшее	1	1
990	и больше	5	1
991	диалектического материализма	1	1
992	именно на	1	1
993	только один	1	1
994	об отношении	1	1
995	мы все	1	1
996	к своим	1	1
997	он хочет	1	1
998	время –	2	1
999	из сферы	2	1
1000	само себя	1	1
1001	и когда	4	1
1002	приходит к	1	1
1003	бы видеть	2	1
1004	о своем	1	1
1005	людей и	2	1
1006	его именно	1	1
1007	все категории	1	1
1008	образом что	1	1
1009	целый ряд	3	1
1010	существует ли	1	1
1011	уже и	3	1
1012	как оно	1	1
1013	человека например	1	1
1014	реальности в	2	1
1015	– чисто	2	1
1016	только это	1	1
1017	– тогда	12	1
1018	в вопросе	2	1
1019	основанная на	1	1
1020	точке зрения	1	1
1021	одна на	1	1
1022	всего что	1	1
1023	всегда и	4	1
1024	на ней	1	1
1025	друг на	1	1
1026	утверждали что	1	1
1027	обществе а	1	1
1028	мы ни	1	1
1029	личности он	1	1
1030	и формы	2	1
1031	имеем в	1	1
1032	на одну	1	1
1033	и еще	1	1
1034	могут и	1	1
1035	эти факты	3	1
1036	самими собою	1	1
1037	тела в	2	1
1038	быть предметом	1	1
1039	рассчитана на	1	1
1040	переход от	1	1
1041	чувстве поэтому	1	1
1042	без всякого	2	1
1043	эта идея	1	1
1044	которых он	1	1
1045	в голове	1	1
1046	в сфере	3	1
1047	говорит об	1	1
1048	тезис о	1	1
1049	этих последних	3	1
1050	ведь от	1	1
1051	в контексте	1	1
1052	есть же	1	1
1053	и одинаково	1	1
1054	мы о	2	1
1055	именно этот	1	1
1056	объект не	1	1
1057	и бытие	1	1
1058	нуждается во	1	1
1059	которым мы	1	1
1060	одной из	3	1
1061	форма и	3	1
1062	сущности и	6	1
1063	к которому	1	1
1064	с нею	1	1
1065	эти вопросы	1	1
1066	то чем	1	1
1067	же она	3	1
1068	это отличие	1	1
1069	лучше всего	1	1
1070	без того	3	1
1071	объект и	2	1
1072	котором мы	1	1
1073	и возможна	1	1
1074	воле и	1	1
1075	природы не	3	1
1076	социальная среда	2	1
1077	мы часто	1	1
1078	том же	1	1
1079	как объективное	1	1
1080	не умеет	2	1
1081	он может	2	1
1082	из пределов	1	1
1083	чтобы все	1	1
1084	не похоже	1	1
1085	видим в	1	1
1086	материи но	3	1
1087	момент в	1	1
1088	как некое	1	1
1089	в телесном	1	1
1090	различие и	1	1
1091	именно с	1	1
1092	однако в	1	1
1093	все их	1	1
1094	от них	1	1
1095	перед нами	5	1
1096	коем случае	4	1
1097	атомы и	1	1
1098	что даже	2	1
1099	кроме этого	2	1
1100	– при	1	1
1101	этого мало	1	1
1102	на котором	2	1
1103	у них	1	1
1104	нет никаких	3	1
1105	факты сами	2	1
1106	только уже	1	1
1107	мы берем	1	1
1108	только потому	4	1
1109	не мог	3	1
1110	она есть	17	1
1111	к ее	2	1
1112	в особом	2	1
1113	него не	1	1
1114	на своем	1	1
1115	мы еще	2	1
1116	крайней мере	10	1
1117	то ближайшее	1	1
1118	часто и	1	1
1119	жизни с	2	1
1120	и мало	1	1
1121	но есть	1	1
1122	вся эта	1	1
1123	бытия а	1	1
1124	гораздо более	1	1
1125	удивительного в	1	1
1126	– во	1	1
1127	уже с	1	1
1128	все в	3	1
1129	ближе к	1	1
1130	веры и	4	1
1131	об их	1	1
1132	им как	1	1
1133	все мышление	1	1
1134	что они	2	1
1135	в свое	1	1
1136	не зная	2	1
1137	ее и	2	1
1138	или наоборот	1	1
1139	или к	2	1
1140	но на	2	1
1141	с внешними	2	1
1142	такое сознание	1	1
1143	и он	3	1
1144	оно совершенно	2	1
1145	только одно	4	1
1146	зрения которая	1	1
1147	равно и	1	1
1148	то оно	1	1
1149	судьбы в	1	1
1150	личности а	3	1
1151	личности мы	1	1
1152	нет ни	5	1
1153	от его	2	1
1154	хочет быть	4	1
1155	своей любви	1	1
1156	и события	3	1
1157	существует еще	1	1
1158	в коем	4	1
1159	– нет	1	1
1160	пришли к	1	1
1161	на вопрос	1	1
1162	нему и	1	1
1163	как чистый	1	1
1164	указать на	1	1
1165	таких переживаний	1	1
1166	нас не	1	1
1167	при всей	1	1
1168	не всякая	1	1
1169	она в	3	1
1170	но еще	2	1
1171	внимание на	1	1
1172	этого он	2	1
1173	его моменты	1	1
1174	в угоду	1	1
1175	для всякого	1	1
1176	объекта или	1	1
1177	оно само	1	1
1178	именно для	1	1
1179	предмета –	1	1
1180	как продукт	1	1
1181	убедить в	2	1
1182	это часто	1	1
1183	– сам	1	1
1184	но от	1	1
1185	или с	1	1
1186	личности как	1	1
1187	бы на	1	1
1188	обычно не	2	1
1189	хотя и	9	1
1190	отсюда –	1	1
1191	а это	2	1
1192	сторона жизни	1	1
1193	близка к	1	1
1194	и восприятия	1	1
1195	и теория	1	1
1196	которое должно	1	1
1197	и раньше	1	1
1198	души и	3	1
1199	оно-то и	1	1
1200	и тут	5	1
1201	права говорить	1	1
1202	есть в	4	1
1203	берем его	1	1
1204	и ценность	1	1
1205	и точно	1	1
1206	имеет только	1	1
1207	и принципиально	1	1
1208	механизм как	2	1
1209	взаимоотношения и	1	1
1210	понятия сознания	1	1
1211	но что	11	1
1212	да ведь	1	1
1213	из форм	1	1
1214	слова –	2	1
1215	деле если	1	1
1216	это именно	1	1
1217	души а	1	1
1218	все той	1	1
1219	слово в	2	1
1220	не знаем	1	1
1221	бытие и	3	1
1222	все прочие	1	1
1223	основана на	1	1
1224	и свободно	1	1
1225	его является	1	1
1226	в ином	1	1
1227	этим мы	1	1
1228	в виде	11	1
1229	они отличаются	1	1
1230	ноги и	2	1
1231	этот опыт	2	1
1232	системы –	1	1
1233	та самая	1	1
1234	однако не	2	1
1235	чем в	2	1
1236	существует только	1	1
1237	без всяких	1	1
1238	что ребенок	1	1
1239	что является	1	1
1240	человека правда	1	1
1241	пределах одной	1	1
1242	или в	4	1
1243	у всех	1	1
1244	сознания на	1	1
1245	жизни это	1	1
1246	когда оно	1	1
1247	в свои	1	1
1248	что к	1	1
1249	к чему	2	1
1250	не говорит	6	1
1251	прежде чем	2	1
1252	влияния на	1	1
1253	что его	5	1
1254	осуществляется в	2	1
1255	и всякое	2	1
1256	опыта но	1	1
1257	во внимание	5	1
1258	это мы	1	1
1259	приводит не	1	1
1260	который –	1	1
1261	основе их	1	1
1262	и эта	1	1
1263	не помогает	1	1
1264	исходят из	2	1
1265	ничего удивительного	1	1
1266	о смерти	1	1
1267	сознания но	2	1
1268	вот это	3	1
1269	вещей и	6	1
1270	он один	2	1
1271	за живое	1	1
1272	он берет	1	1
1273	как говорит	1	1
1274	мира а	1	1
1275	и совсем	1	1
1276	с той	1	1
1277	и без	4	1
1278	исходящий из	1	1
1279	как видим	2	1
1280	совершенно точно	1	1
1281	но я	2	1
1282	– всегда	1	1
1283	по смыслу	2	1
1284	человек в	1	1
1285	прибавить что	1	1
1286	его веры	1	1
1287	эти две	5	1
1288	их различие	1	1
1289	говорят о	2	1
1290	и воля	1	1
1291	не дают	1	1
1292	даже тогда	1	1
1293	основано на	2	1
1294	имеется в	5	1
1295	некоторых своих	1	1
1296	и которые	1	1
1297	при таком	2	1
1298	души в	1	1
1299	мира и	3	1
1300	своего существования	1	1
1301	возникает необходимость	1	1
1302	а иногда	1	1
1303	последнее время	2	1
1304	можно только	5	1
1305	я признаю	1	1
1306	в сознательном	1	1
1307	того и	2	1
1308	не на	7	1
1309	зрения и	1	1
1310	делает ее	3	1
