N	4gram	Losev_Vesc	Dialekti
84	если она не может	1	1
85	уже не может быть	2	1
86	сына и святаго духа	1	1
87	и – мы получим	2	1
88	вещь от всего прочего	1	1
89	не есть ни то	1	1
90	ни то ни другое	1	1
91	и это потому что	1	1
92	и ни с какой	1	1
93	что существует не только	1	1
94	вопрос о том как	2	1
95	каком случае не есть	1	1
96	только то что я	1	1
97	никакого отношения ни к	1	1
98	т д таким образом	1	1
99	и сына и святаго	1	1
100	приходится брать на себя	1	1
101	еще ничего не говорит	1	1
102	вода и т д	1	1
103	и есть не что	3	1
104	но что это значит?	1	1
105	уж во всяком случае	1	1
106	сами по себе совершенно	1	1
107	в качестве одного из	1	1
108	это значит что я	3	1
109	что она уже не	1	1
110	нечто внутреннее и нечто	1	1
111	в том что тут	1	1
112	не может и даже	1	1
113	бы меня ни убеждали	1	1
114	по себе отнюдь не	1	1
115	в чем же тогда	1	1
116	содержит в себе и	1	1
117	и т д если	1	1
118	не есть ли он	1	1
119	что получится если мы	1	1
120	делает не что иное	1	1
121	не вытекает того что	1	1
122	есть прежде всего некое	1	1
123	и вместе с тем	1	1
124	взятая сама по себе	1	1
125	заключается не в том	1	1
126	не может быть ни	3	1
127	меня ни убеждали что	1	1
128	с тем или другим	1	1
129	мы должны сказать что	1	1
130	того что она есть	1	1
131	заключается в том что	2	1
132	если же оно –	1	1
133	к одному и тому	1	1
134	случае не есть ни	2	1
135	что она не есть	1	1
136	я уже не говорю	1	1
137	не есть сама вещь	1	1
138	бы то ни было	12	1
139	е в конце концов	1	1
140	уж тем более не	1	1
141	есть прежде всего некая	2	1
142	это я мог бы	1	1
143	с полной диалектической необходимостью	1	1
144	что-нибудь или ничего не	2	1
145	несмотря ни на какие	1	1
146	но и в смысле	1	1
147	она есть прежде всего	1	1
148	мы оперируем не с	1	1
149	она не может не	1	1
150	явлению приходится брать на	1	1
151	было бы и не	1	1
152	одному и тому же	1	1
153	само по себе и	1	1
154	то что не есть	2	1
155	не потому что они	3	1
156	этого мы ведь и	1	1
157	есть ни то ни	1	1
158	не только в смысле	1	1
159	т д в результате	1	1
160	не есть она сама	2	1
161	вещь должна быть не	1	1
162	что несмотря на все	1	1
163	и значит что мы	1	1
164	человека от атмосферных явлений	1	1
165	от всего иного и	1	1
166	мы уже сказали что	1	1
167	на это я должен	1	1
168	одной стороны и с	1	1
169	сам же по себе	1	1
170	если это так то	2	1
171	сказать что почти все	1	1
172	но что же такое	1	1
173	в подлинном смысле и	1	1
174	жизни и т д	1	1
175	существуют только явления и	1	1
176	что существуют только явления	1	1
177	брать на себя функции	1	1
178	до сих пор мы	1	1
179	ничто не мешает чтобы	1	1
180	т е в конце	1	1
181	и больше ничего то	1	1
182	предохранения человека от атмосферных	1	1
183	можно ли сказать что	3	1
184	же это не есть	1	1
185	отличаться от всего прочего	1	1
186	в полной мере и	1	1
187	даже больше того это	1	1
188	т е в сущности	2	1
189	а в том что	1	1
190	потому что они –	1	1
191	по крайней мере три	1	1
192	е более или менее	1	1
193	я мог бы высказать	1	1
194	ни с чем не	1	1
195	вещи не есть сама	1	1
196	тут дело вовсе не	1	1
197	в этом и заключается	1	1
198	отца и сына и	1	1
199	только один из видов	1	1
200	ни о каком бытии	1	1
201	на себя функции явления	1	1
202	его на то что	1	1
203	и т д таким	1	1
204	все же это не	1	1
205	т е более или	1	1
206	дело не в этом	1	1
207	и нет никакой действительности	1	1
208	во всяком случае есть	1	1
209	все новые и новые	1	1
210	уже по одному этому	1	1
211	тут одно из двух	1	1
212	той или другой форме	1	1
213	а не что-нибудь иное	1	1
214	в ней не может	1	1
215	подобно тому как и	1	1
216	с тех пор как	1	1
217	значит что в ней	1	1
218	уже не говорю о	1	1
219	есть сам по себе	1	1
220	– в том что	1	1
221	существует не только одно	1	1
222	не есть ли это	1	1
223	в том что он	2	1
224	не различаются между собою	2	1
225	взята сама по себе	1	1
226	и т д словом	1	1
227	в первом случае мы	1	1
228	никаких указаний ни на	1	1
229	принципов и гипотез но	1	1
230	и т д теперь	1	1
231	черная дыра даже не	1	1
232	тут не может быть	1	1
233	и уж тем более	1	1
234	можно было бы и	1	1
235	с его отвлеченной идеей	1	1
236	в отношении к другой	1	1
237	и в этом отношении	1	1
238	ту или иную вещь	1	1
239	и есть подлинная действительность	1	1
240	тем не менее эта	1	1
