N	2gram	Propp_Russ	Problema
265	в истории	1	11
266	и во	2	11
267	вообще не	1	11
268	и их	4	11
269	в нашей	1	11
270	по этому	4	11
271	более или	1	10
272	что у	3	10
273	на том	1	10
274	но он	3	10
275	что для	4	10
276	даже если	1	10
277	один из	10	10
278	все еще	1	10
279	очень много	2	10
280	в году	5	10
281	в одном	4	10
282	представление о	5	10
283	все время	1	10
284	в заключение	2	10
285	и сама	1	10
286	он в	1	10
287	однако в	1	10
288	из которых	2	10
289	не имеют	1	10
290	относится к	1	10
291	внимание на	1	10
292	ни с	1	10
293	или менее	1	10
294	быть и	3	10
295	и другие	24	9
296	что если	2	9
297	с собой	4	9
298	в своих	3	9
299	их в	7	9
300	вопрос о	4	9
301	нет и	1	9
302	представить себе	1	9
303	имеет ничего	1	9
304	в тех	5	9
305	петра i	5	9
306	как знак	1	9
307	тогда когда	4	9
308	в которых	8	9
309	о котором	1	9
310	только тогда	3	9
311	д и	1	9
312	того как	6	9
313	однако не	1	9
314	но эта	2	9
315	имеется в	1	9
316	она не	4	9
317	или как	1	9
318	этому поводу	3	9
319	которые в	2	9
320	в жизни	2	9
321	только для	3	9
322	не вполне	1	9
323	обратить внимание	1	9
324	между прочим	2	9
325	не был	3	9
326	поэтому и	1	9
327	здесь мы	3	9
328	с ней	7	9
329	хотелось бы	1	9
330	а может	1	9
331	и до	3	9
332	совсем другое	1	9
333	на небо	3	9
334	жизнь и	2	9
335	и наконец	2	9
336	во всем	2	8
337	только что	1	8
338	с этой	2	8
339	под него	1	8
340	говорится о	3	8
341	он был	2	8
342	во всей	2	8
343	тем же	1	8
344	а наоборот	1	8
345	что при	2	8
346	но для	1	8
347	от этого	2	8
348	между собой	4	8
349	иметь в	2	8
350	и по	10	8
351	и самый	1	8
352	к сожалению	1	8
353	и при	2	8
354	из этих	6	8
355	только с	2	8
356	только потому	1	8
357	значение в	2	8
358	не все	4	8
359	еще в	6	8
360	мы сейчас	1	8
361	в период	2	8
362	вплоть до	4	8
363	которые не	3	8
364	самом же	2	8
365	как они	2	8
366	как только	2	8
367	если в	3	8
368	входит в	4	8
369	и он	1	8
370	здесь нет	1	8
371	себе и	1	8
372	если же	1	8
373	мы здесь	2	8
374	не значит	2	8
375	в силу	2	8
376	и особенно	1	8
377	не символ	1	8
378	он есть	2	8
379	для него	1	8
380	в г	6	8
381	же деле	2	8
382	как он	2	8
383	его от	2	7
384	но что	2	7
385	а а	33	7
386	во все	1	7
387	из себя	1	7
388	себе в	1	7
389	что их	1	7
390	все в	2	7
391	а с	6	7
392	в случае	1	7
393	его как	2	7
394	для чего	1	7
395	оно не	2	7
396	к другому	2	7
397	и поэтому	3	7
398	это только	1	7
399	на этот	3	7
400	настоящей работы	1	7
401	в такой	1	7
402	это в	1	7
403	не можем	5	7
404	что на	5	7
405	символ а	1	7
406	в это	4	7
407	на этой	3	7
408	по преимуществу	1	7
409	тому же	1	7
410	на тот	1	7
411	же как	5	7
412	до нас	1	7
413	даже не	1	7
414	сливаются в	1	7
415	в советской	2	7
416	однако и	1	7
417	и который	1	7
418	за это	1	7
419	не на	2	7
420	и так	2	7
421	в основе	1	7
422	о своем	1	7
423	на землю	2	7
424	большей частью	1	7
425	и а	4	7
426	или вообще	3	7
427	друг друга	3	7
428	ее в	7	7
429	же не	2	7
430	понимать как	1	7
431	говорят о	1	7
432	в какой	3	7
433	что касается	1	7
434	с понятием	1	7
435	и значения	1	7
436	с которыми	1	6
437	не как	1	6
438	уже на	1	6
439	или другие	3	6
440	первый взгляд	1	6
441	только как	2	6
442	не всегда	4	6
443	видно что	8	6
444	на него	1	6
445	что именно	3	6
446	до конца	5	6
447	после этого	6	6
448	или не	2	6
449	в песне	4	6
450	мы еще	1	6
451	жизнь в	1	6
452	в общем	1	6
453	в него	2	6
454	чтобы не	1	6
455	этот вопрос	4	6
456	зависимости от	1	6
457	но оно	1	6
458	в отдельности	2	6
459	с которой	1	6
460	но который	1	6
461	природы и	3	6
462	и после	2	6
463	могут быть	3	6
464	и всегда	1	6
465	необходимо чтобы	1	6
466	независимо от	3	6
467	но она	3	6
468	есть и	2	6
469	можно найти	1	6
470	к ней	4	6
471	а н	21	6
472	если угодно	2	6
473	если он	1	6
474	г в	5	6
475	и того	1	6
476	как на	2	6
477	под названием	3	6
478	вся эта	2	6
479	содержится в	1	6
480	не знает	1	6
481	прежде чем	1	6
482	во время	23	6
483	этого слова	3	6
484	с его	1	6
485	этом отношении	1	6
486	есть уже	1	6
487	по существу	7	6
488	с той	2	6
489	поэтический образ	1	6
490	которую мы	1	6
491	который мы	1	6
492	дело не	2	6
493	когда он	3	6
494	стороны и	1	6
495	и самой	1	6
496	все другие	1	6
497	не к	3	6
498	от одного	2	5
499	вот что	1	5
500	из самых	2	5
501	или на	11	5
502	в этот	19	5
503	и еще	2	5
504	к этому	7	5
505	мы приведем	1	5
506	на себя	4	5
507	в каждом	2	5
508	или может	1	5
509	и чтобы	1	5
510	между тем	9	5
511	мы видели	3	5
512	первую очередь	1	5
513	iii в	1	5
514	его на	1	5
515	подобно тому	3	5
516	то на	3	5
517	ясно и	1	5
518	в ряд	2	5
519	он должен	2	5
520	однако здесь	1	5
521	что с	2	5
522	которые как	2	5
523	по его	2	5
524	огонь и	1	5
525	или другого	1	5
526	человека и	1	5
527	этой теории	1	5
528	все что	2	5
529	из всех	1	5
530	в собственном	1	5
531	до того	3	5
532	в первую	1	5
533	и прочие	1	5
534	к понятию	1	5
535	которой он	1	5
536	из земли	3	5
537	во многих	14	5
538	с этими	1	5
539	или из	1	5
540	а мы	2	5
541	том чтобы	3	5
542	должно быть	2	5
543	по содержанию	3	5
544	одним из	2	5
545	одна из	12	5
546	в свете	5	5
547	что эта	1	5
548	слова как	1	5
549	там где	3	5
550	имеет свою	1	5
551	собственном смысле	1	5
552	и этого	1	5
553	в область	1	5
554	ли он	1	5
555	знает что	1	5
556	этих случаях	1	5
557	здесь и	1	5
558	говорится что	4	5
559	они не	1	5
560	говорить об	1	5
561	тому как	3	5
562	в пределах	2	5
563	от того	1	5
564	отношение к	1	5
565	для обозначения	2	5
566	тот кто	2	5
567	только по	2	5
568	в разные	4	5
569	к другу	2	4
570	и был	1	4
571	думается что	1	4
572	в общую	1	4
573	в духе	1	4
574	ни одна	2	4
575	на свою	1	4
576	даже просто	1	4
577	много разных	1	4
578	на эту	1	4
579	но мы	1	4
580	так например	7	4
581	а вместе	1	4
582	не могли	1	4
583	но эти	3	4
584	о них	2	4
585	и те	3	4
586	к ним	4	4
587	просто в	1	4
588	без которой	1	4
589	она в	4	4
590	это обстоятельство	1	4
591	одно из	6	4
592	является и	1	4
593	можно судить	1	4
594	в эту	3	4
595	под влиянием	1	4
596	в русской	1	4
597	смысл и	1	4
598	тем и	4	4
599	должны были	3	4
600	что во	1	4
601	в одну	1	4
602	любви и	1	4
603	от нее	1	4
604	друг к	2	4
605	и должны	1	4
606	античности и	1	4
607	говорит и	1	4
608	xix в	16	4
609	смысла и	1	4
610	с целью	2	4
611	можно назвать	1	4
612	для каждого	1	4
613	это время	4	4
614	не знали	2	4
615	нет в	2	4
616	бросается в	3	4
617	и пр	4	4
618	в свою	3	4
619	это все	1	4
620	указывают на	1	4
621	начиная с	4	4
622	у них	2	4
623	но на	1	4
624	на что	2	4
625	от своих	1	4
626	на нее	5	4
627	нас к	5	4
628	здесь говорится	2	4
629	сразу же	2	4
630	что пишет	1	4
631	разница между	2	4
632	отличие от	4	4
633	при всем	1	4
634	от него	1	4
635	можно говорить	2	4
636	эта теория	5	4
637	к этой	1	4
638	по всему	2	4
639	во втором	1	4
640	и просто	1	4
641	за ним	3	4
642	например в	3	4
643	мы увидим	8	4
644	в глаза	3	4
645	но они	4	4
646	образа и	1	4
647	должен быть	2	4
648	наряду с	1	4
649	н г	2	4
650	если эта	1	4
651	ее не	1	4
652	собой и	2	4
653	xx в	2	4
654	и всей	2	4
655	для которой	1	4
656	там и	2	4
657	которое в	2	4
658	следовательно и	2	4
659	iv в	2	4
660	могло бы	1	4
661	бы к	1	4
662	во что	1	4
663	что бы	1	4
664	и каждый	1	4
665	и др	4	4
666	но ее	1	4
667	с которым	1	4
668	что без	1	4
669	иное чем	1	4
670	для людей	1	4
671	а как	1	4
672	не отличается	1	4
673	не имеющий	1	4
674	которых мы	1	4
675	и менее	1	4
676	от другого	2	4
677	или его	1	4
678	все на	1	4
679	себя и	2	4
680	эта картина	1	4
681	не потому	1	4
682	их с	1	4
683	с нею	1	4
684	теперь уже	1	4
685	ему в	1	4
686	в коем	1	4
687	и за	2	4
688	что к	1	4
689	самые разнообразные	1	4
690	такое которое	1	4
691	в ту	1	4
692	этом мы	1	4
693	при таком	1	4
694	у древних	1	4
695	что эти	2	4
696	что от	4	4
697	в разных	3	4
698	так чтобы	2	4
699	на всю	1	4
700	еще на	1	4
701	значение слова	1	4
702	о каких	1	4
703	или точнее	1	4
704	и поэтический	1	3
705	время не	1	3
706	не столько	3	3
707	есть та	1	3
708	и другим	3	3
709	оказалось что	1	3
710	в до	1	3
711	мир и	1	3
712	и смерти	1	3
713	значение этого	1	3
714	что всякое	1	3
715	всем этим	1	3
716	представляет собой	5	3
717	с трудом	1	3
718	всего как	1	3
719	они должны	1	3
720	находится в	3	3
721	во времена	1	3
722	именно с	3	3
723	от них	4	3
724	в отдельных	1	3
725	не будут	2	3
726	для этой	3	3
727	но так	1	3
728	но тем	2	3
729	мы видим	2	3
730	и мы	1	3
731	к их	1	3
732	на которую	1	3
733	это слово	1	3
734	на горе	1	3
735	особенно если	1	3
736	чем в	4	3
737	характерное для	1	3
738	этот вывод	1	3
739	жизни то	1	3
740	сами не	1	3
741	но можно	2	3
742	нами как	1	3
743	много и	3	3
744	эти слова	1	3
745	или другое	1	3
746	труды по	1	3
747	относится и	1	3
748	дела и	1	3
749	на некоторые	2	3
750	вторая часть	1	3
751	был в	1	3
752	образом в	2	3
753	его к	3	3
754	на нем	1	3
755	и та	1	3
756	к выводу	3	3
757	как акт	1	3
758	с такими	1	3
759	связанные с	5	3
760	так называемая	2	3
761	при всех	2	3
762	это был	1	3
763	такое положение	1	3
764	в природе	2	3
765	который он	1	3
766	всем этом	1	3
767	и состоит	1	3
768	в очень	1	3
769	такую же	2	3
770	в новой	1	3
771	от других	1	3
772	на основании	1	3
773	в совершенно	1	3
774	каждый из	3	3
775	же только	1	3
776	в отличие	4	3
777	которые уже	1	3
778	и самих	1	3
779	имеет и	1	3
780	но есть	3	3
781	может не	1	3
782	не во	1	3
783	что значит	1	3
784	или когда	2	3
785	нас еще	1	3
786	основана на	2	3
787	который как	1	3
788	здесь имеется	1	3
789	в каждой	1	3
790	а он	1	3
791	в одной	1	3
792	стоит и	1	3
793	и свои	2	3
794	и других	9	3
795	в самых	1	3
796	взывает к	1	3
797	но такое	1	3
798	что нам	1	3
799	для такого	1	3
800	одного и	1	3
801	место в	2	3
802	можно будет	3	3
803	однако все	1	3
804	и сами	2	3
805	что было	1	3
806	выводу что	3	3
807	борьбе с	1	3
808	говорят что	1	3
809	что дело	1	3
810	это нужно	1	3
811	случае он	1	3
812	в первом	1	3
813	из нее	2	3
814	весь этот	1	3
815	там же	15	3
816	или ее	3	3
817	и такие	1	3
818	одно целое	1	3
819	вот почему	1	3
820	и другой	5	3
821	имея в	1	3
822	поэтому мы	1	3
823	с теорией	1	3
824	оно было	1	3
825	превращается в	1	3
826	всего этого	1	3
827	можно понимать	1	3
828	вернуться к	1	3
829	сведений о	1	3
830	чтобы они	4	3
831	революции в	1	3
832	тех случаях	2	3
833	а следовательно	1	3
834	в европе	1	3
835	этом же	1	3
836	ее и	2	3
837	после того	3	3
838	и эту	1	3
839	т е	41	3
840	и нужно	1	3
841	весь мир	1	3
842	что между	1	3
843	а к	3	3
844	и своего	1	3
845	выше мы	1	3
846	и м	22	3
847	должен был	3	3
848	на этом	6	3
849	на другой	2	3
850	нет никаких	1	3
851	всех других	1	3
852	в москве	4	3
853	воздействовать на	3	3
854	рассматривается как	3	3
855	в первой	1	3
856	настоящей работе	1	3
857	могут рассматриваться	1	3
858	если они	1	3
859	значение как	1	3
860	за все	2	3
861	значения как	1	3
862	многие другие	2	3
863	и действительно	2	3
864	значений слова	1	3
865	его с	4	3
866	должна быть	1	3
867	истории в	1	3
868	из того	1	3
869	однако он	1	3
870	борьбы с	2	3
871	в россии	4	3
872	относятся к	3	3
873	с ними	6	3
874	направление в	1	3
875	всей своей	1	3
876	земли и	5	3
877	общей форме	1	3
878	как самого	1	3
879	в середине	4	3
880	теории в	1	3
881	и наша	1	3
882	и существует	1	3
883	заметить что	3	3
884	еще очень	1	3
885	в образе	3	3
886	том же	6	3
887	увидим ниже	3	3
888	в и	19	3
889	говорилось выше	1	3
890	в более	2	3
891	многих других	1	3
892	не думает	1	3
893	и никаких	2	3
894	но где	1	3
895	и непосредственно	2	3
896	жизни это	1	3
897	случаях когда	2	3
898	это так	1	3
899	еще до	2	3
900	здесь вполне	1	3
901	может считаться	1	3
902	у греков	1	3
903	только так	1	3
904	думать что	3	3
905	и всех	2	3
906	мы указали	1	3
907	нуждается в	1	3
908	женщины в	1	2
909	будем здесь	2	2
910	советского союза	1	2
911	до самого	1	2
912	выступают в	1	2
913	чтобы она	2	2
914	только из	1	2
915	что наш	1	2
916	года в	2	2
917	видно из	1	2
918	дом и	1	2
919	смысл этого	1	2
920	не имели	2	2
921	менее здесь	1	2
922	некоторые из	2	2
923	из жизни	1	2
924	н а	5	2
925	как отражение	1	2
926	солнце и	1	2
927	свою очередь	2	2
928	и ф	1	2
929	так называемых	1	2
930	с другим	2	2
931	ii в	2	2
932	в прошлом	2	2
933	ее но	1	2
934	нас на	1	2
935	него не	1	2
936	ее как	1	2
937	то чем	1	2
938	прочим в	1	2
939	точка зрения	1	2
940	ближе к	1	2
941	понимать его	1	2
942	поступать так	1	2
943	ниже мы	1	2
944	землю и	2	2
945	не говорить	1	2
946	близка к	1	2
947	к необходимости	1	2
948	нет того	1	2
949	по типу	1	2
950	и некоторые	3	2
951	с одним	1	2
952	в третьем	1	2
953	большинстве случаев	2	2
954	иначе чем	1	2
955	же все	1	2
956	это изображение	1	2
957	не означает	2	2
958	что чем	1	2
959	на новый	3	2
960	зрения в	1	2
961	по пути	1	2
962	не отличаются	2	2
963	уже к	1	2
964	общего не	2	2
965	здесь на	1	2
966	при такой	1	2
967	без этих	1	2
968	работы на	2	2
969	что есть	2	2
970	когда они	2	2
971	получает свою	1	2
972	они были	2	2
973	бы ни	1	2
974	нетрудно будет	1	2
975	прав в	1	2
976	не случайно	2	2
977	в число	1	2
978	здесь изображается	1	2
979	другой более	1	2
980	прямо и	1	2
981	когда уже	1	2
982	он уже	1	2
983	в самый	2	2
984	должны быть	1	2
985	уже нельзя	1	2
986	думает что	2	2
987	здесь он	1	2
988	он на	1	2
989	научное значение	2	2
990	содержанию своему	1	2
991	ниже в	3	2
992	дать в	1	2
993	по отношению	1	2
994	имеет много	1	2
995	в в	3	2
996	становится ясным	2	2
997	но их	1	2
998	он пишет	2	2
999	сам он	1	2
1000	необходимо также	1	2
1001	сами собой	1	2
1002	к своим	1	2
1003	в роли	1	2
1004	и и	2	2
1005	на основе	1	2
1006	которое не	1	2
1007	чем именно	1	2
1008	в значении	1	2
1009	которые можно	2	2
1010	россии в	1	2
1011	например на	2	2
1012	не представляет	1	2
1013	на которые	1	2
1014	и там	2	2
1015	она может	1	2
1016	и раньше	1	2
1017	содержанию и	1	2
1018	так называемое	2	2
1019	в год	1	2
1020	в м	1	2
1021	в самих	3	2
1022	своего рода	3	2
1023	что ему	2	2
1024	и многие	2	2
1025	ее на	3	2
1026	зависит от	1	2
1027	нам не	1	2
1028	видя в	1	2
1029	в каком-нибудь	1	2
1030	на одной	1	2
1031	силу и	2	2
1032	на которой	2	2
1033	какой-то особой	1	2
1034	слова а	1	2
1035	когда же	1	2
1036	новой и	1	2
1037	они слишком	1	2
1038	за этим	1	2
1039	в стороне	2	2
1040	является по	1	2
1041	и могут	1	2
1042	эта связь	2	2
1043	и таким	1	2
1044	а так	1	2
1045	встречаются в	2	2
1046	на них	4	2
1047	и эти	1	2
1048	значение так	1	2
1049	встречаемся с	1	2
1050	такие же	4	2
1051	с основной	1	2
1052	доказать что	1	2
1053	солнца с	1	2
1054	входили в	1	2
1055	не с	5	2
1056	с наступлением	1	2
1057	же что	1	2
1058	он здесь	1	2
1059	человека с	1	2
1060	рассматривать как	1	2
1061	содержанием и	1	2
1062	есть весь	1	2
1063	в другую	1	2
1064	что изучение	1	2
1065	дерева и	2	2
1066	дня и	1	2
1067	такой же	3	2
1068	видели что	1	2
1069	право на	2	2
1070	их на	5	2
1071	оставить в	1	2
1072	со своими	1	2
1073	хотя они	1	2
1074	здесь еще	1	2
1075	за счет	2	2
1076	мы наблюдаем	2	2
1077	упоминания о	1	2
1078	случае мы	1	2
1079	этот момент	1	2
1080	одно это	1	2
1081	исторического развития	1	2
1082	приходит к	1	2
1083	над ними	1	2
1084	в предыдущей	1	2
1085	и была	1	2
1086	вопрос этот	1	2
1087	ее для	2	2
1088	и им	1	2
1089	самого понятия	1	2
1090	места и	1	2
1091	и должен	1	2
1092	необходимо для	1	2
1093	его по	1	2
1094	что по	7	2
1095	но у	1	2
1096	ю м	1	2
1097	ли не	1	2
1098	на все	3	2
1099	известно что	1	2
1100	этого вопроса	1	2
1101	было не	1	2
1102	из других	2	2
1103	еще далеко	2	2
1104	будет для	1	2
1105	именно такие	1	2
1106	рассматриваться как	2	2
1107	все свои	1	2
1108	часто в	1	2
1109	а после	1	2
1110	с нашим	1	2
1111	этим не	1	2
1112	что ее	3	2
1113	из разных	1	2
1114	в настоящей	1	2
1115	очень подробно	1	2
1116	из рассмотренных	1	2
1117	здесь пока	1	2
1118	жизни как	1	2
1119	за него	1	2
1120	же она	1	2
1121	они могут	1	2
1122	на почве	1	2
1123	чтобы это	1	2
1124	например из	1	2
1125	в петербурге	1	2
1126	которое он	1	2
1127	степени он	1	2
1128	петр i	1	2
1129	в состоянии	1	2
1130	жизни человека	1	2
1131	силой в	1	2
1132	а и	7	2
1133	однако совершенно	1	2
1134	дерева в	2	2
1135	по образцу	1	2
1136	два раза	1	2
1137	установить и	1	2
1138	души а	1	2
1139	одна с	1	2
1140	ли мы	1	2
1141	и говорят	1	2
1142	при изучении	6	2
1143	этого дерева	2	2
1144	также в	5	2
1145	и жизнь	1	2
1146	как например	6	2
1147	и отдельные	1	2
1148	остается в	1	2
1149	некоторые основные	1	2
1150	из последних	1	2
1151	был уже	1	2
1152	не дает	1	2
1153	ту же	2	2
1154	или же	2	2
1155	i и	1	2
1156	и этой	1	2
1157	мы ограничимся	1	2
1158	не приходится	1	2
1159	в семье	1	2
1160	при первом	1	2
1161	их и	3	2
1162	другому и	1	2
1163	т п	1	2
1164	не говорится	1	2
1165	и г	1	2
1166	деле это	1	2
1167	образом на	1	2
1168	чем и	1	2
1169	в один	2	2
1170	что до	1	2
1171	себя но	1	2
1172	писал не	1	2
1173	в состав	1	2
1174	в ночи	1	2
1175	самих себя	1	2
1176	они и	2	2
1177	от жизни	1	2
1178	а по	1	2
1179	с и	1	2
1180	которая по	1	2
1181	утверждает что	1	2
1182	песни и	7	2
1183	к самым	1	2
1184	от их	1	2
1185	отличаются от	2	2
1186	судить по	2	2
1187	к нам	2	2
1188	работ в	1	2
1189	в которые	1	2
1190	только одно	2	2
1191	вообще а	1	2
1192	сливается с	1	2
1193	мало чем	1	2
1194	совпадает с	1	2
1195	в ночь	3	2
1196	образ этот	1	2
1197	на каждом	3	2
1198	на более	1	2
1199	и под	4	2
1200	i у	1	2
1201	только одна	1	2
1202	что я	1	2
1203	обычно не	2	2
1204	это значение	1	2
1205	русском языке	1	2
1206	огонь в	1	2
1207	месте в	1	2
1208	же он	1	2
1209	работе мы	1	2
1210	понимаются как	1	2
1211	однако как	3	2
1212	обе эти	1	2
1213	советской науке	2	2
1214	такое же	2	2
1215	как у	2	2
1216	что каждый	2	2
1217	представлять себе	1	2
1218	слово в	1	2
1219	а на	8	2
1220	как этот	1	2
1221	и один	1	2
1222	хорошо знает	1	2
1223	может рассматриваться	1	2
1224	этой песни	1	2
1225	в уже	3	2
1226	в меру	1	2
1227	ко всему	2	2
1228	на свои	1	2
1229	говоря о	1	2
1230	что такие	2	2
1231	именно здесь	1	2
1232	брать ли	1	2
1233	в который	1	2
1234	отношению к	1	2
1235	слова в	3	2
1236	же можно	1	2
1237	к новому	2	2
1238	других случаях	4	2
1239	развитие по	1	1
1240	правильным но	2	1
1241	что огонь	1	1
1242	эту ночь	3	1
1243	на скамейку	1	1
1244	несут по	1	1
1245	можно встретить	2	1
1246	общий для	1	1
1247	слова эти	1	1
1248	которые фигурируют	1	1
1249	них есть	1	1
1250	воспоминания о	2	1
1251	они у	1	1
1252	ведьмы в	1	1
1253	однако из	1	1
1254	и лучше	2	1
1255	а затем	5	1
1256	это пока	1	1
1257	внутри которой	1	1
1258	между ними	1	1
1259	значение что	1	1
1260	на смену	1	1
1261	об уничтожении	1	1
1262	в ближайшем	1	1
1263	сделать некоторые	1	1
1264	некоторые другие	5	1
1265	разными другими	1	1
1266	каким образом	1	1
1267	зато в	1	1
1268	самый акт	1	1
1269	что весь	1	1
1270	из всего	1	1
1271	земля и	1	1
1272	развития но	1	1
1273	б л	1	1
1274	собой не	1	1
1275	этом можно	1	1
1276	в изобилии	1	1
1277	обращения к	1	1
1278	и односторонне	1	1
1279	разные стороны	1	1
1280	вносят в	1	1
1281	сообщает что	12	1
1282	если при	1	1
1283	интересами и	2	1
1284	и наоборот	1	1
1285	и дело	2	1
1286	на холмах	2	1
1287	более широком	1	1
1288	не хуже	1	1
1289	сам и	1	1
1290	бы значительно	1	1
1291	этом а	1	1
1292	нашего века	1	1
1293	собой как	2	1
1294	и должна	2	1
1295	из их	1	1
1296	в старое	1	1
1297	вид что	1	1
1298	даже самых	1	1
1299	в риме	1	1
1300	слова если	1	1
1301	но может	1	1
1302	же говорит	1	1
1303	советских ученых	1	1
1304	на пути	1	1
1305	когда еще	1	1
1306	несколько примеров	1	1
1307	многих местах	3	1
1308	изображается как	5	1
1309	у и	2	1
1310	нее можно	1	1
1311	на ней	1	1
1312	но ни	2	1
1313	более сложное	1	1
1314	которого они	1	1
1315	переход от	3	1
1316	этнографии и	1	1
1317	отличается ни	1	1
1318	нам право	2	1
1319	такая же	1	1
1320	но возможно	1	1
1321	как от	1	1
1322	необходимо изучить	2	1
1323	пальцами он	1	1
1324	даже у	1	1
