N	2gram	Bakhtin_Fr	Vladivir
367	первом плане	1	5
368	место в	4	5
369	в их	5	5
370	мы находим	3	5
371	этого не	1	5
372	а то	1	5
373	и без	1	5
374	на все	2	5
375	со своей	1	5
376	но уже	3	5
377	но его	1	5
378	с самого	2	5
379	она не	1	5
380	но она	1	5
381	далеко не	2	5
382	и часто	1	5
383	и прежде	2	5
384	в области	3	5
385	не удалось	1	5
386	которой мы	1	5
387	с которыми	1	4
388	и другие	3	4
389	нас в	3	4
390	нужно сказать	4	4
391	все дело	1	4
392	представление о	3	4
393	их в	5	4
394	по своим	2	4
395	отца и	2	4
396	и стал	2	4
397	не имели	1	4
398	не могли	1	4
399	мы увидим	4	4
400	но этот	4	4
401	уже и	1	4
402	не что	1	4
403	в глаза	2	4
404	бога и	1	4
405	наряду с	1	4
406	том чтобы	1	4
407	в трактате	2	4
408	были в	1	4
409	этом же	1	4
410	сам по	2	4
411	что иное	1	4
412	с одной	3	4
413	время в	3	4
414	мы можем	1	4
415	и всю	1	4
416	того в	1	4
417	на этом	6	4
418	в духе	4	4
419	вещь и	1	4
420	в тех	1	4
421	оба они	1	4
422	время он	1	4
423	в особенности	5	4
424	при жизни	1	4
425	не так	1	4
426	всех вещей	1	4
427	как с	1	4
428	и сейчас	1	4
429	которых мы	2	4
430	в сущности	8	4
431	о которой	1	4
432	что сам	1	4
433	не на	5	4
434	не могут	3	4
435	с ней	1	4
436	заключается в	1	4
437	есть нечто	1	4
438	себя и	1	4
439	с начала	4	4
440	перед нами	5	4
441	человека и	3	4
442	это и	1	4
443	и более	1	4
444	тех же	2	4
445	вполне понятно	2	4
446	лишь в	2	4
447	для нее	1	4
448	знаем что	1	4
449	то мы	1	4
450	и во	4	4
451	со своими	2	4
452	одной из	5	4
453	в свой	1	4
454	не имел	1	4
455	только с	2	4
456	у них	3	4
457	в июле	1	4
458	уверенность в	1	4
459	как к	1	4
460	в более	4	4
461	ему в	2	4
462	после этого	1	4
463	тем самым	3	4
464	не будем	2	4
465	всех этих	2	4
466	этом отношении	3	4
467	как у	3	4
468	на самом	2	4
469	но с	3	4
470	себе в	3	4
471	в такой	1	4
472	уже сказали	2	4
473	он говорит	2	4
474	во второй	3	4
475	одной стороны	3	4
476	оказывается что	3	4
477	же самое	1	4
478	него и	2	4
479	и других	3	4
480	так в	1	4
481	и эта	4	4
482	же это	1	4
483	выше всех	1	4
484	котором он	1	4
485	иное как	1	4
486	от него	3	3
487	все что	5	3
488	в настоящем	1	3
489	здесь же	2	3
490	вещи в	2	3
491	через несколько	1	3
492	очень много	1	3
493	некоторой степени	1	3
494	с самим	1	3
495	в разных	2	3
496	не как	2	3
497	что человек	1	3
498	самом же	1	3
499	его от	1	3
500	прибавить что	1	3
501	правда в	1	3
502	что по	2	3
503	притом в	1	3
504	роль в	4	3
505	является для	1	3
506	в природе	1	3
507	когда в	1	3
508	мир и	1	3
509	так например	2	3
510	своем учении	1	3
511	я вижу	1	3
512	не существует	1	3
513	и такие	1	3
514	в противоположность	1	3
515	но во	1	3
516	в другом	4	3
517	во многих	2	3
518	отметить что	2	3
519	самого начала	1	3
520	до того	3	3
521	свою очередь	3	3
522	было сказано	1	3
523	некоторое время	1	3
524	находится в	2	3
525	связи со	1	3
526	для понимания	1	3
527	который в	1	3
528	на котором	1	3
529	нет никаких	1	3
530	к этим	3	3
531	точка зрения	2	3
532	в заключение	2	3
533	этой книги	2	3
534	оставаться в	1	3
535	влияние на	5	3
536	здесь нет	3	3
537	первых двух	3	3
538	время и	1	3
539	теперь же	1	3
540	в состоянии	2	3
541	начала и	4	3
542	ним в	1	3
543	и через	2	3
544	в тот	1	3
545	не больше	1	3
546	к жизни	4	3
547	в весьма	2	3
548	в следующем	3	3
549	и всякой	1	3
550	не была	1	3
551	а за	2	3
552	одним из	3	3
553	как говорит	1	3
554	в изображении	4	3
555	между ними	2	3
556	и она	1	3
557	по одному	1	3
558	на земле	5	3
559	в мире	3	3
560	следовательно и	2	3
561	так сказать	5	3
562	был не	1	3
563	что их	2	3
564	бы в	3	3
565	мы приведем	1	3
566	оно не	2	3
567	очень часто	5	3
568	близкий к	1	3
569	одно и	2	3
570	не были	5	3
571	не могла	2	3
572	и хотя	1	3
573	как известно	1	3
574	возможно что	3	3
575	бы его	2	3
576	найти в	1	3
577	и др	12	3
578	что есть	2	3
579	в силу	1	3
580	дело не	2	3
581	его к	3	3
582	мы коснемся	1	3
583	и ее	2	3
584	в подлинном	1	3
585	раз он	1	3
586	также что	3	3
587	жизни а	1	3
588	и свое	1	3
589	был бы	1	3
590	с такой	1	3
591	и при	1	3
592	нужно прибавить	1	3
593	мы здесь	3	3
594	он на	1	3
595	он жил	1	3
596	интерес к	2	3
597	для них	1	3
598	том и	2	3
599	за что	2	3
600	самом деле	4	3
601	от своего	1	3
602	с таким	2	3
603	о своей	1	3
604	как о	5	3
605	с ними	4	3
606	в которых	3	3
607	ли он	1	3
608	сейчас же	1	3
609	этому поводу	1	3
610	котором все	1	3
611	я должен	1	3
612	с нами	1	3
613	наконец в	1	3
614	у меня	2	3
615	но о	1	3
616	и вся	3	3
617	этого времени	1	3
618	а скорее	1	3
619	общего с	1	3
620	именно к	1	3
621	нет ни	3	3
622	ее на	1	3
623	сам он	3	3
624	того как	7	3
625	второй половине	1	3
626	том числе	4	3
627	на что	1	3
628	только его	2	3
629	в литературе	5	3
630	с их	1	3
631	на несколько	1	3
632	плане но	1	3
633	но эта	2	3
634	вот это	1	3
635	указывает на	1	3
636	более что	1	3
637	является не	1	3
638	в новом	1	3
639	особенно в	2	3
640	ему не	2	3
641	же деле	1	3
642	и самого	2	3
643	его не	1	3
644	что является	1	3
645	любил и	1	3
646	это была	4	3
647	кто не	1	3
648	в трех	2	3
649	борьба с	3	3
650	что к	1	3
651	к которой	1	3
652	думать что	1	3
653	на всю	2	3
654	при всем	1	3
655	всей его	1	3
656	мы сказали	1	3
657	в книге	2	3
658	которые в	2	3
659	как будто	1	3
660	и относительно	1	3
661	человек не	1	3
662	это в	4	3
663	даже больше	2	3
664	больше того	1	3
665	в чисто	1	3
666	в той	8	2
667	а другие	1	2
668	для всех	3	2
669	которая была	2	2
670	было чрезвычайно	1	2
671	еще раз	1	2
672	на эти	1	2
673	всю ночь	3	2
674	в момент	1	2
675	до него	2	2
676	же нужно	1	2
677	есть прежде	1	2
678	или по	1	2
679	дело с	1	2
680	эта идея	1	2
681	потому не	1	2
682	всем и	2	2
683	представлений о	3	2
684	другое в	1	2
685	своего сына	1	2
686	и которые	1	2
687	чтобы в	1	2
688	на такой	1	2
689	эта книга	2	2
690	здесь слишком	1	2
691	что весь	1	2
692	если он	1	2
693	например в	8	2
694	есть тот	1	2
695	были еще	2	2
696	только для	1	2
697	почти все	2	2
698	даже с	1	2
699	было написано	3	2
700	июле года	1	2
701	говорится о	1	2
702	и того	1	2
703	приведем еще	1	2
704	ними и	1	2
705	была совсем	1	2
706	на этой	4	2
707	вероятно не	1	2
708	нужно понимать	1	2
709	вот теперь	1	2
710	имеет в	1	2
711	конце года	1	2
712	но эти	2	2
713	сила и	1	2
714	времени в	2	2
715	не всегда	1	2
716	в себя	3	2
717	представлением о	1	2
718	нему и	1	2
719	и те	5	2
720	всего этого	3	2
721	будучи в	1	2
722	второй половины	1	2
723	ни одного	1	2
724	и любви	1	2
725	о тех	2	2
726	казалось что	1	2
727	он так	1	2
728	для всей	1	2
729	же они	1	2
730	то после	1	2
731	как я	4	2
732	несколько слов	3	2
733	нигде не	2	2
734	во всей	2	2
735	одна из	7	2
736	этот момент	2	2
737	коль скоро	1	2
738	с ее	3	2
739	чем это	1	2
740	жизни с	1	2
741	о субстанции	1	2
742	все в	1	2
743	в некоторых	1	2
744	для той	1	2
745	в церкви	1	2
746	можно предполагать	1	2
747	но более	1	2
748	собой и	1	2
749	после того	6	2
750	которое он	2	2
751	на том	2	2
752	внимание на	2	2
753	к себе	3	2
754	притом не	2	2
755	что уже	1	2
756	что мир	1	2
757	в ее	6	2
758	которого он	1	2
759	книги и	1	2
760	чем у	1	2
761	и сама	2	2
762	дается в	2	2
763	столько же	1	2
764	именно здесь	2	2
765	вещей и	2	2
766	обстоятельство что	1	2
767	всем своем	1	2
768	рядом с	9	2
769	и перед	1	2
770	и хуже	1	2
771	от этого	3	2
772	в двух	1	2
773	он чувствовал	1	2
774	но к	1	2
775	сих пор	3	2
776	той или	1	2
777	имеет ничего	1	2
778	смерти а	1	2
779	очень легко	1	2
780	выражение в	3	2
781	абстрактных категорий	1	2
782	люди как	1	2
783	и которую	1	2
784	ведь в	2	2
785	думали что	1	2
786	в работе	1	2
787	которые и	1	2
788	и после	1	2
789	к такой	1	2
790	своего времени	3	2
791	не приходится	1	2
792	а следовательно	2	2
793	он принимал	1	2
794	к первому	1	2
795	что во	1	2
796	оно имеет	1	2
797	его как	3	2
798	жизни все	1	2
799	этот путь	1	2
800	всю человеческую	1	2
801	что только	1	2
802	в первой	4	2
803	теми же	1	2
804	образом в	2	2
805	в христианском	1	2
806	же мы	2	2
807	те кто	2	2
808	которые были	2	2
809	своего развития	1	2
810	на это	1	2
811	него это	1	2
812	и может	2	2
813	до сих	3	2
814	та же	7	2
815	известно что	1	2
816	вещей но	1	2
817	почти не	1	2
818	должна быть	3	2
819	есть для	1	2
820	к брату	3	2
821	уже знаем	1	2
822	до некоторой	1	2
823	подлежит никакому	1	2
824	никакому сомнению	2	2
825	по адресу	3	2
826	в другой	2	2
827	из которых	2	2
828	поэтому в	1	2
829	здесь с	3	2
830	их как	1	2
831	как воплощение	1	2
832	с каждым	1	2
833	от другого	1	2
834	за это	1	2
835	со всеми	4	2
836	такого же	1	2
837	и самая	3	2
838	поэтому и	5	2
839	как вы	2	2
840	беседует с	2	2
841	этого письма	1	2
842	характер но	1	2
843	однако что	1	2
844	так вот	1	2
845	он успел	1	2
846	в одно	1	2
847	после первого	1	2
848	это либо	1	2
849	о котором	5	2
850	том как	3	2
851	тем чем	1	2
852	своего отца	1	2
853	магии и	1	2
854	три его	1	2
855	отрывок из	2	2
856	о необычайном	1	2
857	то здесь	1	2
858	к той	1	2
859	но оно	3	2
860	все они	7	2
861	бросается в	1	2
862	его и	1	2
863	не является	1	2
864	в основе	3	2
865	тот кто	1	2
866	в изд	1	2
867	это все	1	2
868	с новым	1	2
869	время к	1	2
870	и уже	1	2
871	работе о	1	2
872	жизнь с	1	2
873	народа и	4	2
874	интерес и	1	2
875	в которую	1	2
876	в поисках	1	2
877	и об	2	2
878	нет никакой	2	2
879	не потому	1	2
880	у других	1	2
881	еще один	2	2
882	же а	1	2
883	он дает	5	2
884	известной степени	1	2
885	живое и	1	2
886	это вообще	2	2
887	что вы	1	2
888	речи в	2	2
889	он все	1	2
890	не за	1	2
891	ни было	2	2
892	виде и	1	2
893	но именно	3	2
894	был глубоко	1	2
895	он прошел	1	2
896	и самым	2	2
897	знаком с	1	2
898	этого слова	1	2
899	этот последний	2	2
900	здесь и	5	2
901	или о	1	2
902	часто и	1	2
903	они были	5	2
904	литературы и	1	2
905	из этой	1	2
906	природы и	3	2
907	которым он	4	2
908	стремиться к	1	2
909	многих других	1	2
910	они не	2	2
911	эта не	1	2
912	в первый	1	2
913	до последних	1	2
914	всякого человека	1	2
915	хотя у	1	2
916	для всего	1	2
917	чертей и	1	2
918	имел в	1	2
919	с чисто	1	2
920	менее всего	1	2
921	в эпоху	13	2
922	это очень	2	2
923	написал в	1	2
924	сейчас увидим	2	2
925	не подлежит	4	2
926	но по	3	2
927	язык и	2	2
928	мира и	6	2
929	и высшей	2	2
930	чем мы	1	2
931	в третьей	5	2
932	а он	1	2
933	а так	1	2
934	людей в	3	2
935	свобода и	1	2
936	что эти	1	2
937	без всякой	1	2
938	человека в	3	2
939	природа в	1	2
940	за то	4	2
941	в предисловии	1	2
942	она должна	1	2
943	мне было	1	2
944	то чего	1	2
945	они мне	1	2
946	не по	1	2
947	то обстоятельство	1	2
948	и их	5	2
949	свою жизнь	2	2
950	в июне	1	2
951	объявил что	1	2
952	стороны и	1	2
953	уже видели	2	2
954	есть о	2	2
955	человека с	2	2
956	что из	1	2
957	он их	1	2
958	одного из	3	2
959	были и	2	2
960	для такого	1	2
961	может показаться	1	2
962	никому не	2	2
963	только после	1	2
964	о своих	1	2
965	также о	1	2
966	может и	2	2
967	сам а	1	2
968	этому вопросу	2	2
969	настоящего времени	1	2
970	было не	1	2
971	некоторые черты	1	2
972	жизнью и	2	2
973	можно наблюдать	2	1
974	для самого	1	1
975	и тонкий	2	1
976	об его	1	1
977	с помощью	11	1
978	человек может	2	1
979	всего это	2	1
980	новое и	2	1
981	и едва	1	1
982	к сожалению	1	1
983	мы найдем	4	1
984	этого с	1	1
985	мир как	1	1
986	со всем	1	1
987	важен для	1	1
988	как здесь	1	1
989	это традиционное	1	1
990	зрения совершенно	1	1
991	рассказ о	3	1
992	творчества в	1	1
993	за исключением	1	1
994	я знаю	1	1
995	по всему	2	1
996	завершен и	1	1
997	под таким	1	1
998	его за	2	1
999	его пришлось	1	1
1000	это объяснение	1	1
1001	ну а	1	1
1002	входил в	1	1
1003	века во	1	1
1004	и стремится	1	1
1005	не являются	1	1
1006	далее в	1	1
1007	не годится	1	1
1008	касается до	1	1
1009	образом и	2	1
1010	одно мгновение	2	1
1011	была лишена	1	1
1012	не меняет	1	1
1013	в прославлении	3	1
1014	с собой	2	1
1015	новый год	1	1
1016	и необходимости	1	1
1017	то человек	1	1
1018	связь с	2	1
1019	по пути	1	1
1020	устроенного по	1	1
1021	ведь все	3	1
1022	писателя и	1	1
1023	элементы в	1	1
1024	имеет для	1	1
1025	пыль в	1	1
1026	мысль о	1	1
1027	как об	1	1
1028	все моменты	1	1
1029	зато в	1	1
1030	от всего	1	1
1031	почти ничего	2	1
1032	в корне	1	1
1033	понятно и	1	1
1034	я от	1	1
1035	большим и	2	1
1036	к самому	2	1
1037	если кто	1	1
1038	о судьбе	1	1
1039	одновременно и	2	1
1040	этому как	1	1
1041	понимания и	1	1
1042	оказалось что	2	1
1043	другом месте	3	1
1044	самым лучшим	1	1
1045	время это	1	1
1046	в формальном	1	1
1047	он есть	2	1
1048	есть то	2	1
1049	речь идет	1	1
1050	связанного с	1	1
1051	путешествием в	1	1
1052	тогда как	1	1
1053	по другой	1	1
1054	и нет	2	1
1055	они стремятся	1	1
1056	взятый сам	1	1
1057	в iii	1	1
1058	которую и	1	1
1059	без труда	2	1
1060	действительности в	1	1
1061	что сказать	1	1
1062	что тело	1	1
1063	наша в	1	1
1064	нами выше	2	1
1065	и отчасти	1	1
1066	во все	3	1
1067	здесь глубоко	1	1
1068	знакомство с	1	1
1069	по тем	1	1
1070	термином в	1	1
1071	чувствует себя	1	1
1072	нельзя было	1	1
1073	однако его	1	1
1074	наоборот он	1	1
1075	ее так	1	1
1076	представления о	1	1
1077	говорить не	1	1
1078	особенности же	1	1
1079	уже у	1	1
1080	с какою	1	1
1081	отрыве от	2	1
1082	вот почему	1	1
1083	значительной мере	1	1
1084	больше в	1	1
1085	из себя	1	1
1086	он выразил	1	1
1087	с постоянными	1	1
1088	между двумя	1	1
1089	и влияние	5	1
1090	куда она	1	1
1091	когда она	1	1
1092	камень в	1	1
1093	но они	3	1
1094	на которые	1	1
1095	о них	1	1
1096	убеждены что	1	1
1097	забудем что	1	1
1098	всех теоретических	1	1
1099	в различных	2	1
1100	вина и	1	1
1101	в строгом	1	1
1102	и когда	3	1
1103	этим не	1	1
1104	по отношению	3	1
1105	который умер	1	1
1106	определяется его	1	1
1107	i или	1	1
1108	природа и	1	1
1109	что еще	2	1
1110	от той	1	1
1111	рассуждение о	1	1
1112	подробно описывает	1	1
1113	себе между	1	1
1114	характерной для	1	1
1115	жизни он	1	1
1116	у своего	1	1
1117	слов о	1	1
1118	в средние	9	1
1119	к ним	1	1
1120	является конечно	1	1
1121	с такою	2	1
1122	подробно и	2	1
1123	или если	1	1
1124	из всех	2	1
1125	жизни как	1	1
1126	он ссылается	1	1
1127	в контексте	1	1
1128	как семя	1	1
1129	его труда	1	1
1130	и роста	1	1
1131	к которому	2	1
1132	захватывает и	3	1
1133	увидим в	1	1
1134	только во	2	1
1135	те и	2	1
1136	знает только	1	1
1137	не устраивает	1	1
1138	теории и	1	1
1139	что именно	2	1
1140	было устроено	1	1
1141	от них	2	1
1142	в сфере	1	1
1143	во франции	4	1
1144	с темой	3	1
1145	что дух	1	1
1146	труды были	1	1
1147	в системе	2	1
1148	достигнуть своего	1	1
1149	его образа	1	1
1150	франции и	2	1
1151	раз на	1	1
1152	рассуждений в	1	1
1153	писал в	1	1
1154	и иной	1	1
1155	сын и	2	1
1156	образом на	1	1
1157	том почему	1	1
1158	возлагает на	1	1
1159	мы привели	1	1
1160	всего в	5	1
1161	ближе к	1	1
1162	связан не	1	1
1163	самый настоящий	1	1
1164	уже здесь	3	1
1165	и настроения	1	1
1166	действительно ли	1	1
1167	видели что	1	1
1168	о влиянии	1	1
1169	мы видим	13	1
1170	все его	3	1
1171	мир а	1	1
1172	также очень	1	1
1173	ему даже	1	1
1174	к человеку	2	1
1175	с молодыми	1	1
1176	также до	1	1
1177	его самого	1	1
1178	не слишком	1	1
1179	и всей	1	1
1180	характерен для	2	1
1181	вскоре после	1	1
1182	трудно как	1	1
1183	мы в	2	1
1184	учении об	1	1
1185	мертвых и	1	1
1186	свои высшие	1	1
1187	не видел	2	1
1188	он к	1	1
1189	смысле в	1	1
1190	в стиле	1	1
1191	силен в	1	1
1192	этой же	3	1
1193	г и	1	1
1194	в последующие	2	1
1195	с природой	1	1
1196	не соответствует	1	1
1197	в буквальном	1	1
1198	его произведение	1	1
1199	с болезнью	1	1
1200	тайны и	1	1
1201	они в	3	1
1202	одно из	2	1
1203	прямое и	2	1
1204	это слово	1	1
1205	там и	3	1
1206	здесь уже	1	1
1207	в некоторой	2	1
1208	них все	1	1
1209	что между	2	1
1210	видит в	1	1
1211	есть еще	1	1
1212	является весьма	1	1
1213	является и	4	1
1214	правильного понимания	1	1
1215	положение и	1	1
1216	начало в	1	1
1217	в несколько	1	1
1218	борьбы с	1	1
1219	с двумя	1	1
1220	дальнейшем на	1	1
1221	что за	1	1
1222	этим и	1	1
1223	помощи которого	1	1
1224	все у	1	1
1225	как таковое	1	1
1226	к каждой	1	1
1227	как его	2	1
1228	с представлением	1	1
1229	весьма разнообразно	1	1
1230	же для	1	1
1231	и непосредственное	1	1
1232	развитие в	1	1
1233	состоянии и	1	1
1234	отношениях между	1	1
1235	веке в	1	1
1236	характер и	2	1
1237	популярен в	1	1
1238	также в	1	1
1239	же при	1	1
1240	есть именно	1	1
1241	по ее	2	1
1242	существ в	1	1
1243	всеми его	3	1
1244	и столько	1	1
1245	ее дочери	1	1
1246	души в	1	1
1247	человеке и	1	1
1248	уже касались	1	1
1249	христианских представлений	1	1
1250	же к	1	1
1251	в свете	3	1
1252	виду вовсе	1	1
1253	нашей эры	5	1
1254	что слово	1	1
1255	благодаря своему	1	1
1256	и цельного	1	1
1257	в других	2	1
1258	и отдельные	1	1
1259	ли что	1	1
1260	и дал	1	1
1261	человека а	1	1
1262	а для	2	1
1263	тут нет	1	1
1264	вошли в	1	1
1265	на которую	1	1
1266	в каждом	1	1
1267	времени а	1	1
1268	их может	1	1
1269	здесь как	2	1
1270	в знак	1	1
1271	самое название	1	1
1272	видения и	1	1
1273	подобного не	1	1
1274	находит свое	2	1
1275	своей книги	1	1
1276	следующем году	1	1
1277	непосредственно перед	2	1
1278	очень силен	1	1
1279	перехода от	1	1
1280	в целях	2	1
1281	земле и	1	1
1282	мысль и	1	1
1283	до нас	10	1
1284	средние века	9	1
1285	мы говорили	1	1
1286	а напротив	1	1
1287	его целиком	1	1
1288	на страницах	1	1
1289	разных местах	1	1
1290	и получившее	1	1
1291	был так	2	1
1292	на другой	2	1
1293	я решил	1	1
1294	ту же	3	1
1295	в современных	2	1
1296	с некоторыми	2	1
1297	на весь	3	1
1298	эти труды	1	1
1299	смерти к	1	1
1300	были связаны	1	1
1301	на чем	1	1
1302	если б	2	1
1303	на нем	1	1
1304	физических явлений	1	1
1305	если же	1	1
1306	за ними	1	1
1307	этом свете	3	1
1308	себе на	1	1
1309	все те	2	1
1310	тут у	1	1
1311	для человека	1	1
1312	ему на	1	1
1313	доходит до	1	1
1314	этот вопрос	1	1
1315	в историческом	3	1
1316	не касается	2	1
1317	отчасти в	1	1
1318	над ним	1	1
1319	в новое	1	1
1320	все вещи	2	1
1321	родился в	1	1
