N	3gram	Vinokur_Vv	KulturaY
288	т е все	1	1
289	не значит что	1	1
290	в начале xix	2	1
291	все равно не	1	1
292	т д мы	1	1
293	прежде всего приходится	1	1
294	на почву культурной	1	1
295	можно и должно	1	1
296	история литературы история	1	1
297	того чтобы понять	3	1
298	в подлинном смысле	1	1
299	остается тот же	1	1
300	на вопрос о	4	1
301	силу которых мы	1	1
302	имеют в виду	1	1
303	особых пояснений понятно	1	1
304	а кроме того	1	1
305	что он очень	1	1
306	имеет дело лишь	1	1
307	смысле в каком	1	1
308	во-вторых с точки	1	1
309	язык есть не	1	1
310	трудно видеть что	5	1
311	чтобы можно было	2	1
312	из чего складывается	1	1
313	ответа на этот	1	1
314	именно в этой	1	1
315	т д в	2	1
316	языка как такового	1	1
317	широком смысле слова	4	1
318	в особенности в	1	1
319	если таким образом	2	1
320	именно потому что	1	1
321	это в сущности	1	1
322	одна за другой	1	1
323	есть не что	3	1
324	не могло не	1	1
325	именно на этом	2	1
326	после этого уже	1	1
327	того чтобы определить	1	1
328	как мы видим	1	1
329	бы и не	1	1
330	следует что в	1	1
331	видеть что это	1	1
332	в языке и	1	1
333	нуждается в некоторых	1	1
334	во многих случаях	1	1
335	языка в собственном	1	1
336	пользоваться письменным словом	1	1
337	том что в	1	1
338	в том или	2	1
339	и никогда не	1	1
340	и что такое	1	1
341	ставит себе целью	1	1
342	жизни и творчества	2	1
343	которые не только	1	1
344	отношению к собственно	1	1
345	хотя бы уже	1	1
346	при жизни своей	1	1
347	все это можно	1	1
348	что в этом	2	1
349	то ни было	1	1
350	также и то	1	1
351	но это уже	1	1
352	с этим в	1	1
353	и вопрос о	1	1
354	каждой из этих	1	1
355	то же самое	3	1
356	было бы назвать	1	1
357	в конечном итоге	3	1
358	принадлежности его к	1	1
359	на время в	1	1
360	вопросом об отношении	1	1
361	по этому поводу	3	1
362	то вряд ли	1	1
363	и говорить о	1	1
364	выражение в языке	1	1
365	исчерпывающего знания о	1	1
366	языковедение в свое	1	1
367	лицом к лицу	1	1
368	а именно в	1	1
369	громадное педагогическое значение	1	1
370	но в этом	1	1
371	на этом пути	1	1
372	ко второму из	1	1
373	или иной степени	1	1
374	в одном случае	1	1
375	потому что и	1	1
376	сказывается и в	1	1
377	центр своего внимания	1	1
378	отношении его к	1	1
379	одном и том	1	1
380	только в особых	1	1
381	в значительной степени	1	1
382	с прочими областями	1	1
383	собственном смысле этого	1	1
384	языке как раз	1	1
385	прежде всего то	1	1
386	же самое что	2	1
387	в разной степени	1	1
388	а также и	2	1
389	из четырех частей	1	1
390	работы и в	1	1
391	такую которая имеет	1	1
392	в них не	1	1
393	установить специфические признаки	1	1
394	е не только	1	1
395	в истории языка	1	1
396	от прочих наук	1	1
397	в этих случаях	2	1
398	как своего рода	1	1
399	или иначе но	2	1
400	может представить себе	1	1
401	было бы понять	1	1
402	наука о языке	1	1
403	находит свое выражение	1	1
404	и должно составить	1	1
405	еще не значит	1	1
406	и вот почему	1	1
407	как об искусстве	2	1
408	так как если	1	1
409	заключается вовсе не	1	1
410	и том же	1	1
411	что это есть	1	1
412	существует потому что	1	1
413	которого не содержит	1	1
414	тем что в	1	1
415	в каждой из	1	1
416	дело не с	2	1
417	о языке и	3	1
418	одним из самых	1	1
419	из этих ответов	1	1
420	но и в	1	1
421	в том только	1	1
422	конкретном историческом бытии	1	1
423	формы но также	1	1
424	в более молодых	1	1
425	или иного автора	1	1
426	языка по сравнению	1	1
427	вопроса о природе	1	1
428	в различных случаях	2	1
429	в сопоставлении с	2	1
430	было бы в	1	1
431	по своему значению	2	1
432	в чем же	3	1
433	истории языка и	3	1
434	ступени культурного развития	1	1
435	в качестве обозначения	1	1
436	в примечаниях к	1	1
437	что из числа	1	1
438	все эти отдельные	1	1
439	имеем в виду	1	1
440	сказано было выше	1	1
441	и не потому	1	1
442	того чтобы можно	1	1
443	есть однако и	1	1
444	лежит в основании	2	1
445	уже в том	1	1
446	лишь как указание	1	1
447	ту или иную	1	1
448	было до сих	1	1
449	отчет в том	1	1
450	заключается не только	1	1
451	в целом ряде	2	1
452	какой бы то	1	1
453	естественно так как	1	1
454	к выводу что	6	1
455	он мог бы	1	1
456	это не только	2	1
457	имеет еще и	1	1
458	одна из наиболее	1	1
459	сообщение и понимание	1	1
460	т д все	2	1
461	в общем понятии	1	1
462	которыми он и	1	1
463	связи с этим	1	1
464	не только слово	1	1
465	этот вопрос мы	1	1
466	на тему об	1	1
467	научное языковедение в	1	1
468	и не нужно	1	1
469	пока мы говорим	1	1
470	в тех или	1	1
471	не существует потому	1	1
472	что русский язык	1	1
473	есть прямое следствие	1	1
474	читать и понимать	1	1
475	что стоит в	1	1
476	не было бы	1	1
477	старой филологической традиции	1	1
478	а отсюда и	2	1
479	всего то что	2	1
480	и здесь уже	1	1
481	в достаточной степени	1	1
482	должна быть положена	1	1
483	именно в этом	3	1
484	дело в том	3	1
485	таких выражений как	1	1
486	ответ на этот	2	1
487	одно и то	2	1
488	и при том	2	1
489	т д словом	1	1
490	по меньшей мере	2	1
491	теряет от этого	1	1
492	литературы история искусств	1	1
493	истории и филологии	1	1
494	в одном и	1	1
495	можно считать не	1	1
496	в этом ее	1	1
497	этот вопрос о	1	1
498	д все это	1	1
499	входить в подробное	1	1
500	даже и тогда	1	1
501	та или иная	1	1
502	каждом данном случае	1	1
503	интерес к проблемам	1	1
504	с самого начала	1	1
505	грамматическую систему и	1	1
506	но во всяком	1	1
507	и то что	3	1
508	научного языковедения и	1	1
509	в котором можно	1	1
510	между тем именно	2	1
511	не теряет от	1	1
512	как об особом	2	1
513	и не могут	2	1
514	в разрез с	1	1
515	так как и	1	1
516	в ряду прочих	2	1
517	греческого и латинского	1	1
518	представить себе что	2	1
519	самом деле как	2	1
520	том числе следовательно	1	1
521	важный вопрос о	1	1
522	лингвисту во всяком	1	1
523	что сказано было	1	1
524	такой точки зрения	1	1
525	самом деле есть	1	1
526	еще и потому	1	1
527	с расчетом на	1	1
528	в том отношении	3	1
529	притом не только	1	1
530	что совершенно не	1	1
531	числе следовательно и	1	1
532	но в силу	1	1
533	в предисловии к	1	1
534	смысл отношений между	1	1
535	здесь не место	2	1
536	т д но	5	1
537	в виду их	1	1
538	должно было породить	1	1
539	между прочим и	1	1
540	понимается нами не	1	1
541	могло бы составить	1	1
542	в том виде	3	1
543	то увидим что	1	1
544	человеческого общения и	1	1
545	как уже сказано	1	1
546	без особых пояснений	1	1
547	из которых каждый	1	1
548	по содержанию своему	1	1
549	в центр своего	1	1
550	это прежде всего	1	1
551	но и как	1	1
552	он есть и	1	1
553	уже в первом	1	1
554	свое значение и	2	1
555	в нем есть	1	1
556	что несмотря на	2	1
557	имеет своей целью	1	1
558	языка и его	2	1
559	прочими областями культуры	1	1
560	в каждом данном	2	1
561	как указание на	1	1
