N	3gram	Vinokur_Ku	Istorich
105	это своего рода	1	3
106	что в тех	1	3
107	мы видели выше	1	3
108	что мы имеем	2	3
109	дело в том	1	3
110	стоит в связи	1	3
111	на первых порах	1	3
112	а так как	1	3
113	потому что у	1	3
114	но и для	1	3
115	в другом случае	1	3
116	случаев в которых	1	3
117	потому что я	1	3
118	то же в	2	3
119	по сравнению с	1	3
120	не в том	5	3
121	само по себе	6	3
122	в соответствии с	5	3
123	то ни было	1	3
124	бы то ни	1	3
125	только тогда когда	2	3
126	но он не	1	3
127	таким образом в	2	3
128	т е к	1	3
129	но и здесь	1	3
130	можно утверждать что	1	3
131	в том смысле	2	3
132	как только мы	1	3
133	именно так и	1	3
134	внимание на то	2	3
135	но дело не	1	3
136	по его мнению	1	3
137	и не только	1	3
138	и в области	1	3
139	а может быть	1	2
140	это не значит	1	2
141	из предпосылки что	1	2
142	несколько случаев в	1	2
143	и т п	39	2
144	может рассматриваться как	1	2
145	она все же	1	2
146	уже не в	1	2
147	не в этом	1	2
148	не забудем что	1	2
149	одним из таких	1	2
150	в самом деле	14	2
151	из всех этих	1	2
152	далеко не всегда	1	2
153	друг от друга	1	2
154	в качестве дополнения	1	2
155	что в них	2	2
156	эту точку зрения	1	2
157	сам по себе	1	2
158	в особенности в	1	2
159	ничего общего с	2	2
160	в прямой связи	2	2
161	во многих случаях	1	2
162	а в том	2	2
163	если не считать	1	2
164	а не с	1	2
165	это все же	2	2
166	все это не	3	2
167	все дело в	1	2
168	сказывается и в	1	2
169	уже не может	3	2
170	и потому что	4	2
171	в силу того	2	2
172	что в пределах	1	2
173	к тому чтобы	2	2
174	и даже в	1	2
175	только в том	5	2
176	но все это	1	2
177	в них не	1	2
178	данном случае в	1	2
179	же относится к	1	2
180	том что и	1	2
181	известно что в	1	2
182	большую роль в	2	2
183	главным образом в	1	2
184	не сам по	1	2
185	вместо того чтобы	1	2
186	возможно что в	1	2
187	не могут быть	1	2
188	в связь с	1	2
189	т д это	2	2
190	может быть и	1	2
191	может быть это	1	2
192	это уже не	1	2
193	для этой цели	1	2
194	т е на	1	2
195	и на более	1	2
196	вовсе не в	1	2
197	не значит что	1	2
198	но оно не	1	2
199	точно таким же	1	2
200	прежде всего есть	1	2
201	том что она	1	2
202	может быть только	2	2
203	мы должны признать	1	2
204	хотя бы в	4	2
205	в соединении с	1	2
206	легко заметить что	1	2
207	не только для	1	2
208	лет тому назад	1	2
209	все же и	3	2
210	и пр а	1	2
211	но в том-то	2	2
212	в конечном итоге	1	2
213	с тех пор	1	2
214	не только у	1	2
215	т д по	1	2
216	и в том	2	2
217	берет на себя	1	2
218	в свою очередь	4	2
219	силу того что	2	2
220	т е не	1	2
221	большей или меньшей	2	2
222	с этим мы	1	2
223	повлечет за собой	1	2
224	далеко еще не	1	2
225	мы не знаем	1	2
226	об этом можно	1	2
227	ту же роль	1	2
228	и не потому	1	2
229	совершенно ясно что	1	2
230	не потому что	4	2
231	хотя бы на	2	2
232	и той же	1	2
233	чтобы ответить на	1	2
234	хотя и не	1	2
235	на ту пору	1	2
236	ответ на этот	1	2
237	одно и то	1	2
238	одной и той	1	2
239	и ничего не	1	2
240	только потому что	11	2
241	том что он	4	2
242	же эти случаи	1	2
243	то обстоятельство что	15	2
244	тогда как в	1	2
245	новые и новые	1	2
246	в том-то и	1	2
247	это было бы	1	2
248	или в том	1	1
249	конечно не просто	1	1
250	по себе они	1	1
251	потому что оно	2	1
252	ныне настала очередь	1	1
253	что в числе	1	1
254	которое и в	1	1
255	вопрос о характере	1	1
256	вопросом о том	1	1
257	но было бы	1	1
258	для борьбы с	1	1
259	что можно было	1	1
260	что в ней	1	1
261	не только нет	1	1
262	однако это еще	1	1
263	мы имели бы	1	1
264	это дает нам	1	1
265	только что на	1	1
266	и в другом	2	1
267	показывает что этот	1	1
268	своей книге о	1	1
269	эта сторона дела	1	1
270	как можно было	1	1
271	д и т	3	1
272	говоря уже о	1	1
273	мог бы привести	1	1
274	то что обычно	1	1
275	которых идет речь	1	1
276	только о том	1	1
277	то что им	1	1
278	не может но	1	1
279	таким же образом	1	1
280	рукам и ногам	1	1
281	и у других	1	1
282	представление о голове	1	1
283	мы в нашем	1	1
284	свидетельствует о том	1	1
285	и здесь следует	1	1
286	у всех народов	1	1
287	но и с	1	1
288	естественно поэтому что	2	1
289	таким образом если	1	1
290	то что еще	1	1
291	однако не в	1	1
292	по своему содержанию	1	1
293	и некоторые другие	1	1
294	обстановки в которой	1	1
295	сводится к тому	2	1
296	почему это так	1	1
297	ли сказать что	1	1
298	чаще всего в	1	1
299	если таким образом	1	1
300	думаю что это	1	1
301	это мы имеем	1	1
302	т д чтобы	1	1
303	речь идет о	3	1
304	совсем не в	1	1
305	мне кажется что	1	1
306	по аналогии с	1	1
307	в его распоряжении	1	1
308	в несомненной связи	1	1
309	бы обратить внимание	1	1
310	не могла бы	1	1
311	потому что этого	1	1
312	в частности и	1	1
313	не в качестве	1	1
314	можно говорить о	2	1
315	связанные с этим	1	1
316	тот ни другой	1	1
317	что все эти	2	1
318	его к себе	2	1
319	в целом и	2	1
320	на наших глазах	1	1
321	было бы назвать	1	1
322	т д убеждают	1	1
323	и в самых	1	1
324	и с другой	1	1
325	к вопросу о	3	1
326	огромном большинстве случаев	1	1
327	и пр это	1	1
328	в буквальном смысле	1	1
329	приближения его к	1	1
330	д все это	1	1
331	уже о том	1	1
332	была очищена от	1	1
333	все же есть	1	1
334	не видел и	1	1
335	а также и	1	1
336	здесь необходимо еще	1	1
337	и здесь не	1	1
338	того что он	1	1
339	с этим сопоставить	1	1
340	между тем если	1	1
341	прямой связи с	1	1
342	еще одно важное	1	1
343	лишь тогда когда	1	1
344	чтобы на нем	1	1
345	его как и	1	1
346	в чем здесь	1	1
347	вместе с ним	1	1
348	но кроме того	1	1
349	в узком смысле	2	1
350	гораздо больше но	1	1
351	по рукам и	1	1
352	дело не с	1	1
353	вопрос этот не	1	1
354	прежде всего то	1	1
355	то же значение	1	1
356	постановка вопроса о	2	1
357	должен решаться в	1	1
358	не имеет никакого	1	1
359	как это делается	1	1
360	в другом отношении	1	1
361	то и дело	1	1
362	главным образом на	1	1
363	в себе и	1	1
364	в этом смысле	8	1
365	в виду не	2	1
366	хотелось бы обратить	1	1
367	состоит не в	2	1
368	пр но для	1	1
369	в свое время	4	1
370	в нашем смысле	2	1
371	русской сказки и	1	1
372	ответ на это	1	1
373	здесь прежде всего	1	1
374	несмотря на то	1	1
375	тем более что	1	1
376	до тех пор	1	1
377	пример уже не	1	1
378	том-то и дело	1	1
379	по содержанию своему	1	1
380	ни за что	1	1
381	все те же	1	1
382	все это только	1	1
383	той обстановки в	1	1
384	и в частности	1	1
385	на себе внимание	1	1
386	вовсе не есть	1	1
387	смысле в каком	1	1
388	они не имеют	1	1
389	целое в свою	1	1
390	того как они	1	1
391	содержат в себе	1	1
392	в разных языках	1	1
393	бы нам удалось	1	1
394	на своем месте	1	1
395	к другой и	1	1
396	в силу которой	1	1
397	но уже и	1	1
398	в огромном большинстве	1	1
399	и в очень	1	1
400	от того какое	1	1
401	том смысле как	1	1
402	и с этой	2	1
403	на более или	1	1
404	все это в	1	1
405	а все вместе	1	1
406	который лежит в	1	1
407	также и в	1	1
408	прежде всего в	1	1
409	если бы нам	1	1
410	мы находим и	1	1
411	с течением времени	2	1
412	ниже мы увидим	1	1
413	если бы он	1	1
414	еще и потому	1	1
415	я думаю что	1	1
416	в большей или	2	1
417	указывает на это	1	1
418	в каком отношении	1	1
419	еще указать что	1	1
420	как одно из	1	1
421	вот пример уже	1	1
422	что оно имеет	1	1
423	и к этому	1	1
424	именно это и	1	1
425	от того кто	1	1
426	после чего следует	1	1
427	главным образом для	1	1
428	с полным правом	1	1
429	во многих других	1	1
430	со стороны ее	1	1
431	еще один пример	2	1
432	т д а	1	1
433	что же это	1	1
434	о котором говорилось	1	1
435	по существу однако	1	1
436	том смысле что	1	1
437	только на те	1	1
438	только для того	2	1
439	случае если бы	1	1
440	того что они	2	1
441	где не хватает	1	1
442	он уже не	1	1
443	в силу своей	1	1
444	относится к разряду	1	1
445	и в таком	1	1
446	xix века это	1	1
447	имеется в виду	1	1
448	здесь однако нет	1	1
449	то или иное	2	1
450	того или другого	1	1
451	т е она	1	1
452	прямой связи со	1	1
453	потому что как	1	1
454	так что в	1	1
455	если они не	1	1
456	ответить на этот	1	1
457	сводится к следующему	1	1
458	стоит в прямой	1	1
459	не найдем ни	1	1
460	что все это	2	1
461	и пр но	2	1
462	мы могли бы	1	1
463	не с одним	1	1
464	мы имеем далее	1	1
465	до некоторой степени	1	1
466	и эти случаи	1	1
467	в своем курсе	1	1
468	в этом отношении	8	1
469	и если бы	1	1
470	в том случае	3	1
471	на точку зрения	1	1
472	вслед за тем	1	1
473	нужно было бы	3	1
474	может быть не	1	1
475	у нас все	2	1
476	так как у	1	1
477	но прежде всего	1	1
478	оказывается что эти	1	1
479	но так же	1	1
480	если бы в	1	1
481	и пр с	1	1
482	тем или иным	1	1
483	тех или иных	1	1
484	котором говорилось выше	1	1
485	каждое из них	1	1
486	так но в	1	1
487	и что такое	1	1
488	а самый факт	1	1
489	а с другой	3	1
490	но уже без	1	1
491	очень редко и	1	1
492	по сравнению со	2	1
493	что дело не	1	1
494	это вовсе не	1	1
495	при этом на	1	1
496	несмотря на все	1	1
497	не случайно и	1	1
498	лицом к лицу	1	1
499	внимание только на	1	1
500	в стороне от	1	1
501	в своей книге	1	1
502	должен быть поставлен	1	1
503	на вопросе о	1	1
504	и в его	1	1
505	для нас особенно	1	1
506	что это так	1	1
507	он был бы	1	1
508	из русской сказки	1	1
509	но связь эта	1	1
510	то же время	4	1
511	и должны быть	1	1
512	широком смысле этого	3	1
513	того что сказано	1	1
514	отношению к своему	1	1
515	в широком смысле	2	1
516	что оно слишком	1	1
517	и дело что	2	1
518	каким же образом	1	1
519	стоит в несомненной	1	1
520	ни тот ни	1	1
521	т е собственно	1	1
522	на той же	1	1
523	в пределах данного	1	1
524	того или иного	5	1
525	он должен быть	2	1
526	можно ли сказать	1	1
527	лишь частный случай	1	1
528	но и у	1	1
529	а не сам	1	1
530	обращается к нему	1	1
531	в какой мере	1	1
532	от того что	1	1
533	в сторону от	2	1
534	не есть нечто	1	1
535	прочную базу для	1	1
536	самом деле может	1	1
537	это всегда или	1	1
538	не может и	1	1
539	по большей части	2	1
540	так что между	1	1
541	не только свое	1	1
542	собственно не может	1	1
543	несомненной связи с	1	1
544	какой бы то	1	1
545	и не в	2	1
546	с ними и	1	1
547	что сказано выше	1	1
548	одна из наиболее	1	1
549	в то же	4	1
550	о которых идет	1	1
551	того что в	2	1
552	и не должен	1	1
553	в силу которых	1	1
554	все же остается	1	1
555	не говоря уже	2	1
556	на ту же	1	1
557	он не сделал	1	1
558	заключается в том	2	1
559	в противном случае	2	1
560	на этом пути	1	1
561	в первом случае	1	1
562	не представляет себе	1	1
563	т е как	5	1
564	том что на	1	1
565	зависимости от того	1	1
566	да и то	1	1
567	что не все	2	1
568	а не просто	1	1
569	понимать то что	1	1
570	дело совсем не	1	1
571	у нас на	1	1
572	внутренняя организация и	1	1
573	если с этим	1	1
574	другой стороны к	1	1
575	за что не	1	1
576	не везде и	1	1
577	не случайно что	1	1
578	известно и в	1	1
579	в известных случаях	1	1
580	что явление это	1	1
581	мы имеем много	1	1
582	в виде отдельных	1	1
583	потому что ее	1	1
584	едва ли не	1	1
585	все же сохраняют	1	1
586	не то что	1	1
587	т е то	2	1
588	это потому что	1	1
589	изучаемое нами явление	1	1
590	то что они	1	1
591	должен был бы	1	1
592	вплотную подойти к	1	1
593	до конца и	1	1
594	а в форме	1	1
595	потому что они	1	1
596	но с другой	1	1
