N	3gram	Bakhtin_KF	Psycholo
282	но прежде всего	1	1
283	не решает дела	1	1
284	но и здесь	3	1
285	он должен быть	1	1
286	во всем его	2	1
287	ни к чему	2	1
288	человек и все	1	1
289	в действительной жизни	1	1
290	и одна из	1	1
291	должны быть определены	1	1
292	ту или иную	1	1
293	и не в	1	1
294	и героиня и	1	1
295	конечно не в	1	1
296	в его конкретной	1	1
297	в области методологии	1	1
298	с него как	1	1
299	в противном случае	1	1
300	они находятся в	1	1
301	в известном смысле	1	1
302	мы имеем здесь	1	1
303	не имеем в	2	1
304	тогда когда оно	1	1
305	к той же	1	1
306	но во всяком	1	1
307	не содержится в	1	1
308	только при этом	1	1
309	всех остальных областях	1	1
310	она не живет	1	1
311	дело когда я	1	1
312	это событие в	1	1
313	из него все	1	1
314	этого протекания этого	1	1
315	я позволю себе	1	1
316	значило бы что	1	1
317	и в ее	1	1
318	но только не	1	1
319	это отнюдь не	1	1
320	но как и	1	1
321	в основе нашей	1	1
322	событие в его	1	1
323	место в этом	1	1
324	может быть распространено	1	1
325	сознания по отношению	1	1
326	том что есть	1	1
327	свой смысл и	1	1
