N	2gram	Propp_Morf	Vvedenie
429	к целому	2	1
430	то в	3	1
431	считать не	1	1
432	она имеет	1	1
433	дает нам	1	1
434	чем продолжать	1	1
435	одном месте	1	1
436	утверждать что	3	1
437	двух рядов	1	1
438	на других	1	1
439	все что	1	1
440	нужно однако	1	1
441	мы видим	15	1
442	знать что	2	1
443	и многие	1	1
444	от материала	1	1
445	он старается	2	1
446	та же	3	1
447	за ним	1	1
448	выясняется что	1	1
449	и очень	1	1
450	можно увидеть	2	1
451	этом сообщает	1	1
452	они не	3	1
453	может не	2	1
454	которое он	1	1
455	действий в	1	1
456	для каждой	3	1
457	в момент	1	1
458	бы то	3	1
459	она с	1	1
460	зрения совершенно	1	1
461	его из	1	1
462	время и	1	1
463	д такая	1	1
464	что каждый	1	1
465	также часто	1	1
466	как к	1	1
467	за исключением	1	1
468	которые он	1	1
469	он только	1	1
470	сделать эти	1	1
471	бы составить	2	1
472	до него	1	1
473	других и	1	1
474	ее а	1	1
475	сверх того	1	1
476	отношения к	1	1
477	здесь нужно	1	1
478	или по	2	1
479	однако и	1	1
480	материала и	1	1
481	е все	1	1
482	формы но	1	1
483	на те	1	1
484	для него	2	1
485	то для	1	1
486	ни было	2	1
487	бы на	1	1
488	вопрос мы	1	1
489	д можно	1	1
490	это значит	1	1
491	он называет	1	1
492	особенности этого	1	1
493	который можно	1	1
494	кроме того	3	1
495	что при	3	1
496	это обычно	1	1
497	что так	1	1
498	в некоторых	4	1
499	которых каждый	1	1
500	различным образом	2	1
501	ее в	3	1
502	для нас	2	1
503	и за	2	1
504	и этим	7	1
505	в задачи	1	1
506	то мы	5	1
507	очень сложные	1	1
508	а есть	1	1
509	на самом	4	1
510	чтобы ее	1	1
511	которые хотя	2	1
512	не занимается	1	1
513	стороны тех	1	1
514	недостаточным для	1	1
515	на которой	1	1
516	точности соответствует	2	1
517	эти связи	1	1
518	приходит к	1	1
519	таком случае	1	1
520	у него	2	1
521	не на	2	1
522	качестве примера	1	1
523	под этим	1	1
524	мы находим	1	1
525	совершенно ясно	1	1
526	тем больше	1	1
527	д словом	1	1
528	работы и	1	1
529	о трех	1	1
530	что все	1	1
531	иными средствами	1	1
532	оно не	2	1
533	также в	2	1
534	этим объясняется	1	1
535	включаются в	1	1
536	как не	1	1
537	задач и	1	1
538	вообще с	1	1
539	как они	2	1
540	ко второму	1	1
541	как же	3	1
542	чтобы в	1	1
543	как эти	2	1
544	быть названа	1	1
545	есть нечто	3	1
546	если не	1	1
547	следующие три	1	1
548	более или	2	1
549	что ни	2	1
550	но на	1	1
551	или не	3	1
552	но он	1	1
553	на свой	1	1
554	и соответствующего	1	1
555	или в	6	1
556	как видно	1	1
557	или очень	2	1
558	однако что	1	1
559	помнить что	1	1
560	из важнейших	1	1
561	уже очень	1	1
562	их по	4	1
563	что его	4	1
564	на разные	1	1
565	самые разнообразные	1	1
566	в особый	1	1
567	в россии	2	1
568	этим и	1	1
569	с другими	2	1
570	и все	1	1
571	иными словами	1	1
572	из самых	1	1
573	еще в	1	1
574	принципа в	1	1
575	есть в	1	1
576	нужно только	1	1
577	может и	1	1
578	лишь два	1	1
579	увидеть что	2	1
580	но для	3	1
581	предметом его	1	1
582	отличены от	1	1
583	о жизни	1	1
584	непосредственно как	1	1
585	лишь к	1	1
586	точном смысле	1	1
587	систему и	1	1
588	слова а	1	1
589	для исследователя	1	1
590	в таком	1	1
591	если он	2	1
592	очень много	2	1
593	в числе	2	1
594	можно назвать	3	1
595	заметить что	11	1
596	теми или	1	1
597	и по-видимому	1	1
598	литературе и	1	1
599	состоит из	3	1
600	лишь с	2	1
601	одном случае	1	1
602	выражаются в	1	1
603	встречается в	4	1
604	с ними	1	1
605	духа в	1	1
606	в точном	1	1
607	далеко не	5	1
608	говорят о	1	1
609	обоих случаях	2	1
610	даже просто	1	1
611	между прочим	1	1
612	на эту	1	1
613	имеется в	3	1
614	пример дает	1	1
615	становится все	1	1
616	не от	2	1
617	как с	1	1
618	ведет от	1	1
619	и могут	1	1
620	в новой	1	1
621	между собой	5	1
622	что предметы	1	1
623	действительно представляют	1	1
624	больше всего	1	1
625	е на	1	1
626	исследования но	1	1
627	том как	2	1
628	это было	3	1
629	в итоге	2	1
630	на его	5	1
631	именно по	1	1
632	которая не	1	1
633	путь к	2	1
634	это бывает	1	1
635	к концу	1	1
636	в эту	1	1
637	за другой	1	1
638	или менее	2	1
639	и у	3	1
640	д эти	1	1
641	не свободен	1	1
642	подобных случаях	4	1
643	в одной	2	1
644	если например	2	1
645	а для	1	1
646	вопроса о	3	1
647	бы нас	1	1
648	сразу и	2	1
649	большой интерес	1	1
650	свободен от	1	1
651	это остается	1	1
652	что эти	3	1
653	здесь как	1	1
654	ко всему	1	1
655	это и	3	1
656	его и	2	1
657	того или	1	1
658	самый способ	1	1
659	разница между	1	1
660	совершенно не	1	1
661	ответить на	2	1
662	и эти	1	1
663	чтобы его	2	1
664	с двумя	2	1
665	и многое	1	1
666	и более	2	1
667	вытекает из	2	1
668	по ее	1	1
669	с самого	1	1
670	образом мы	7	1
671	помощи которых	1	1
672	имеет свои	2	1
673	что этот	2	1
674	на части	1	1
675	или другим	1	1
676	тем мы	1	1
677	отдельных случаях	3	1
678	в предисловии	1	1
679	области изучения	1	1
680	такие же	1	1
681	как та	1	1
682	не означает	2	1
683	мы выделяем	1	1
684	значит что	4	1
685	не две	1	1
686	что действительно	2	1
687	тех же	4	1
688	прочим и	1	1
689	того они	1	1
690	нельзя было	2	1
691	до бесконечности	1	1
692	в круг	2	1
693	поскольку это	1	1
694	превращается в	2	1
695	очень далеко	1	1
696	всегда связана	1	1
697	необходимость изучать	1	1
698	в самых	2	1
699	имен и	1	1
700	случае и	1	1
701	материала а	2	1
702	перенесена в	1	1
703	на той	2	1
704	а через	1	1
705	историческое изучение	2	1
706	д таким	1	1
707	непонятно почему	1	1
708	не дает	1	1
709	во всей	1	1
710	это то	1	1
711	выше но	1	1
712	не должно	1	1
713	одну из	1	1
714	но во	1	1
715	а от	1	1
716	которые имеют	1	1
717	е о	1	1
718	о возможности	1	1
719	не по	2	1
720	в материал	1	1
721	же между	2	1
722	с какой	1	1
723	быть не	1	1
724	случае она	1	1
725	для данной	1	1
726	она могла	1	1
727	но здесь	2	1
728	задачу так	1	1
729	в подобных	1	1
730	ряда других	1	1
731	во многих	1	1
732	не всегда	10	1
733	конечно и	1	1
734	вопроса об	1	1
735	и разновидности	1	1
736	что совершенно	1	1
737	г он	7	1
738	в которой	3	1
739	имеет целью	1	1
740	бы только	1	1
741	не будет	1	1
742	между двумя	1	1
743	лишь на	2	1
744	как таковые	4	1
745	только один	1	1
746	то все	1	1
747	тем изучение	1	1
748	есть то	1	1
749	к вопросу	2	1
750	надо сказать	1	1
751	должны быть	2	1
752	о животных	9	1
753	указать что	1	1
754	не приходится	1	1
755	сюда относятся	2	1
756	слова не	1	1
757	втором случае	1	1
758	и об	1	1
759	буква и	2	1
760	и тот	2	1
761	язык есть	1	1
762	не потому	1	1
763	и была	1	1
764	говорит что	1	1
765	задачи и	1	1
766	текстами но	1	1
767	большей частью	6	1
768	которой ее	1	1
769	по очереди	2	1
770	также не	1	1
771	особый вид	2	1
772	и затем	5	1
773	то как	2	1
774	таких случаях	2	1
775	сомневаться в	1	1
776	чего-либо не	1	1
777	самого начала	1	1
778	как один	1	1
779	как вообще	1	1
780	или иное	1	1
781	то ни	3	1
782	входить в	2	1
783	он представляет	1	1
784	одна за	1	1
785	в каких	2	1
786	другом значении	2	1
787	как эта	1	1
788	с большой	2	1
789	дает ему	1	1
790	но которые	1	1
791	имеем в	8	1
792	ни одной	2	1
793	содержания но	1	1
794	другими в	1	1
795	как их	2	1
796	письменность и	1	1
797	в точности	5	1
798	он в	1	1
799	стороны ее	2	1
800	что прежде	1	1
801	лучше но	1	1
802	тех пор	1	1
803	е которые	1	1
804	а и	3	1
805	что всякий	1	1
806	ее не	1	1
807	она может	1	1
808	и никогда	1	1
809	главным образом	5	1
810	если мы	6	1
811	оно имеет	1	1
812	без всякого	2	1
813	то возникает	1	1
814	в ходе	5	1
815	но есть	3	1
816	и которая	1	1
817	они принадлежат	1	1
818	общего характера	1	1
819	или с	3	1
820	они должны	1	1
821	что изучение	3	1
822	тесно связаны	1	1
823	жизни языка	1	1
824	приводят к	3	1
825	этом и	1	1
826	собственно научной	1	1
827	формы в	1	1
828	точку зрения	1	1
829	иногда это	1	1
830	это можно	2	1
831	интересах более	1	1
832	для изучения	1	1
833	случаях очень	1	1
834	она имела	1	1
835	более широкого	1	1
836	тем временем	2	1
837	эта черта	1	1
838	в высшей	1	1
839	получает лишь	1	1
840	ее можно	1	1
841	не значит	3	1
842	это дает	1	1
843	быть определено	1	1
844	материала к	2	1
845	русском языке	1	1
846	он служит	1	1
847	действительно не	1	1
848	быть применено	1	1
849	следует только	1	1
850	вопросы эти	1	1
851	бы сказать	1	1
852	теми же	1	1
853	настоящее время	3	1
854	однако у	1	1
855	же в	3	1
856	другой не	2	1
857	момент в	2	1
858	этого и	1	1
859	ли кто-нибудь	1	1
860	и задачи	2	1
861	он был	1	1
862	эти процессы	1	1
863	при каких	1	1
864	очень редко	1	1
865	изучения в	2	1
866	д и	2	1
867	то такая	1	1
868	изучать не	1	1
869	того есть	1	1
870	показывает что	1	1
871	в отдельных	3	1
872	идут в	1	1
873	или при	2	1
874	во время	6	1
875	ведь и	1	1
876	остановиться на	1	1
877	для этой	3	1
878	исторических разысканий	1	1
879	после смерти	1	1
880	и объект	1	1
881	в настоящее	3	1
882	дело обстоит	1	1
883	сведения о	1	1
884	понятия и	1	1
885	и становится	1	1
886	начинает с	1	1
887	понимает под	1	1
888	свои собственные	1	1
889	текста на	1	1
890	тот же	1	1
891	проявляются в	1	1
892	не то	1	1
893	действительно в	1	1
894	можно указать	3	1
895	в первой	1	1
896	требует также	1	1
897	он должен	3	1
898	нечто иное	1	1
