N	2gram	Vygotskiy_	Tragedij
112	к тому	8	2
113	о том	6	2
114	перед нами	15	2
115	с первого	3	2
116	не имеет	3	2
117	что эти	4	2
118	и я	1	2
119	впечатление что	1	2
120	на всем	1	2
121	в данном	1	2
122	только к	2	2
123	что этот	2	2
124	отличие от	8	2
125	раз и	1	2
126	он был	1	2
127	то и	5	2
128	ребенка в	14	2
129	потому что	14	2
130	личности и	1	2
131	так что	3	2
132	он не	6	2
133	по поводу	1	2
134	в частности	4	2
135	и детей	1	2
136	но они	4	2
137	в это	1	2
138	точно так	4	2
139	в одном	4	2
140	говорит что	1	2
141	и до	1	2
142	в глаза	2	2
143	в отличие	8	2
144	отношение к	1	2
145	в ходе	1	2
146	до конца	2	2
147	столь же	7	2
148	что она	7	2
149	который в	4	2
150	одна из	2	2
151	что говорит	2	2
152	с его	3	2
153	а как	2	2
154	не мог	4	2
155	тем что	12	2
156	не просто	3	2
157	не случайно	1	2
158	и ее	1	2
159	никогда не	11	2
160	в известной	1	2
161	жизнью и	1	2
162	друг друга	7	2
163	создается впечатление	1	2
164	не выдерживает	1	1
165	в той	2	1
166	для самого	1	1
167	неравные части	1	1
168	во всем	7	1
169	и которое	2	1
170	им как	1	1
171	то в	3	1
172	от нее	4	1
173	с помощью	64	1
174	от него	1	1
175	этом случае	4	1
176	могут быть	9	1
177	только не	2	1
178	в окончательном	1	1
179	мы видим	13	1
180	и прямо	1	1
181	в настоящем	2	1
182	что оно	8	1
183	это тот	2	1
184	по природе	1	1
185	для ребенка	12	1
186	таким образом	36	1
187	опирается на	3	1
188	смотреть на	1	1
189	он перестает	1	1
190	что наконец	1	1
191	после того	1	1
192	только что	5	1
193	на вопрос	1	1
194	известно что	2	1
195	свидетельствует о	1	1
196	того как	5	1
197	почти не	1	1
198	и который	1	1
199	с одной	8	1
200	его с	1	1
201	с такой	1	1
202	что уже	3	1
203	из авторов	2	1
204	с этой	6	1
205	и при	3	1
206	дело с	3	1
207	в применении	1	1
208	к числу	1	1
209	то для	1	1
210	но от	1	1
211	что эта	2	1
212	на деле	6	1
213	содержит в	2	1
214	же мысль	2	1
215	к истории	3	1
216	что при	3	1
217	с этими	1	1
218	того что	17	1
219	сам по	2	1
220	тем не	6	1
221	думается нам	2	1
222	совершенно ином	1	1
223	единственное что	2	1
224	о нем	2	1
225	нам еще	1	1
226	не как	3	1
227	так можно	1	1
228	и опирается	1	1
229	а затем	4	1
230	для нас	6	1
231	по-видимому не	1	1
232	не способен	1	1
233	одно из	2	1
234	на одной	2	1
235	это глубоко	1	1
236	как он	8	1
237	дается в	1	1
238	же не	3	1
239	в результате	6	1
240	в виду	4	1
241	смысле этого	10	1
242	быть может	2	1
243	только в	16	1
244	не столько	4	1
245	по себе	11	1
246	нас от	1	1
247	в самой	1	1
248	видит в	2	1
249	вопрос об	2	1
250	говорит он	8	1
251	без слов	2	1
252	и притом	1	1
253	ко всем	2	1
254	на сравнении	1	1
255	но он	1	1
256	здесь мы	4	1
257	значение только	1	1
258	до этого	1	1
259	говорит в	1	1
260	ли мы	1	1
261	с наступлением	1	1
262	и отношения	4	1
263	вот что	1	1
264	имеет для	1	1
265	а также	6	1
266	начала в	1	1
267	что под	1	1
268	заключается в	22	1
269	одним из	6	1
270	же по	2	1
271	года спустя	1	1
272	не исчерпываются	1	1
273	эти образы	1	1
274	на себя	2	1
275	что не	1	1
276	как его	1	1
277	развития в	4	1
278	напомним что	1	1
279	в эпоху	1	1
280	не есть	5	1
281	именно в	6	1
282	всем протяжении	1	1
283	ведет к	1	1
284	представление о	1	1
285	обоих случаях	2	1
286	указывает на	3	1
287	вообще не	3	1
288	сходство с	4	1
289	но самое	1	1
290	тому что	3	1
291	в связи	9	1
292	две неравные	1	1
293	является по	2	1
294	автор в	1	1
295	лишь на	2	1
296	встречается в	5	1
297	с ними	3	1
298	показал что	5	1
299	приходит в	1	1
300	виде в	4	1
301	есть в	1	1
302	сливается с	1	1
303	в своей	9	1
304	слов как	1	1
305	вместе с	18	1
306	и вместе	2	1
307	на этом	3	1
308	роль в	5	1
309	не менее	8	1
310	это происходит	1	1
311	так сказать	1	1
312	на все	2	1
313	еще к	1	1
314	и могут	2	1
315	бы не	1	1
316	в такой	3	1
317	но у	1	1
318	связаны между	2	1
319	между собой	15	1
320	сравнению с	4	1
321	когда в	3	1
322	это хорошо	1	1
323	камень и	1	1
324	в чем	2	1
325	лишь бы	1	1
326	но мы	1	1
327	могло бы	4	1
328	это самое	1	1
329	всем его	1	1
330	бы в	5	1
331	в них	3	1
332	нашему мнению	2	1
333	во всех	3	1
334	а поскольку	1	1
335	который он	1	1
336	к одному	10	1
337	во всяком	10	1
338	и потому	2	1
339	понятно что	3	1
340	это и	1	1
341	не встречает	2	1
342	необходимое условие	1	1
343	к речи	1	1
344	в жизнь	1	1
345	совершенно не	1	1
346	но как	4	1
347	более чем	1	1
348	не является	13	1
349	за то	1	1
350	это как	1	1
351	в котором	3	1
352	виду не	1	1
353	и подчас	1	1
354	ему в	1	1
355	с самого	6	1
356	не сводится	1	1
357	не могли	3	1
358	совершенно в	1	1
359	говорит по	1	1
360	и новые	1	1
361	и начинает	1	1
362	это понятие	2	1
363	применении к	1	1
364	которой он	2	1
365	на свои	1	1
366	эта связь	1	1
367	связи с	14	1
368	два противоположных	1	1
369	и ко	1	1
370	него есть	1	1
371	образами в	1	1
372	в становлении	1	1
373	взрослого человека	18	1
374	хотя бы	2	1
375	она не	1	1
376	связь и	2	1
377	эти слова	1	1
378	чтобы он	1	1
379	этом мы	1	1
380	когда я	1	1
381	собой как	1	1
382	распространяется на	1	1
383	того чтобы	15	1
384	на другой	2	1
385	таком виде	1	1
386	природе вещей	1	1
387	но не	7	1
388	в другом	3	1
389	между тем	10	1
390	представляет собой	6	1
391	быть не	2	1
392	в ней	3	1
393	в ход	5	1
394	мы узнаем	2	1
395	в условиях	1	1
396	характерны для	1	1
397	характерный для	1	1
398	самом деле	4	1
399	самого автора	1	1
400	оно начинает	1	1
401	из себя	1	1
402	в развитии	46	1
403	исследования в	2	1
404	в которой	4	1
405	это говорит	2	1
406	именно на	1	1
407	только один	1	1
408	об отношении	2	1
409	а не	7	1
410	мысль что	1	1
411	а по	3	1
412	значение для	4	1
413	только на	2	1
414	и их	4	1
415	есть и	2	1
416	его речи	1	1
417	связь между	7	1
418	можно было	10	1
419	в форме	2	1
420	за пределы	1	1
421	но только	3	1
422	конечно в	2	1
423	тем и	5	1
424	видит на	2	1
425	факт что	7	1
426	и хотя	1	1
427	даже не	1	1
428	доходит до	1	1
429	этого образа	1	1
430	в истории	9	1
431	по своей	12	1
432	он есть	1	1
433	человека с	1	1
434	ту же	2	1
435	ребенок не	11	1
436	свое значение	2	1
437	в обоих	2	1
438	человека и	6	1
439	говорили что	3	1
440	отметить что	1	1
441	или как	2	1
442	самого начала	6	1
443	перед ним	4	1
444	и т.д	8	1
445	у которого	1	1
446	всего этого	1	1
447	но этот	2	1
448	с другим	1	1
449	значение и	1	1
450	это же	2	1
451	известной степени	1	1
452	ли есть	1	1
453	за этим	1	1
454	может ли	2	1
455	он в	1	1
456	к ней	2	1
457	понятие в	12	1
458	как мы	14	1
459	хотя сам	1	1
460	не для	1	1
461	им всем	1	1
462	и особенно	4	1
463	всю первую	1	1
464	на две	2	1
465	ко всей	1	1
466	бы лучше	1	1
467	речи в	7	1
468	помощью этих	1	1
469	его как	1	1
470	на уровне	1	1
471	наряду с	3	1
472	той же	8	1
473	и др	1	1
474	по сравнению	6	1
475	это мы	3	1
476	самой природе	1	1
477	виде и	2	1
478	только по	1	1
479	обратимся к	4	1
480	в самое	1	1
481	в высшей	11	1
482	с особой	1	1
483	ребенка даже	1	1
484	слова в	8	1
485	слова он	2	1
486	и от	5	1
487	человека мы	4	1
488	роль играет	1	1
489	общепринятый взгляд	1	1
490	же слова	3	1
491	и внутренним	1	1
492	с которым	2	1
493	входят в	1	1
494	все время	6	1
495	в общем	1	1
496	причем в	1	1
497	на этот	5	1
498	является необходимой	1	1
499	как звезды	1	1
500	из трех	1	1
501	этого нового	2	1
502	этого слова	13	1
503	например в	2	1
504	что именно	3	1
505	что вместе	1	1
506	но если	2	1
507	о своих	1	1
508	в сфере	3	1
509	в области	9	1
510	и по	5	1
511	слова нельзя	1	1
512	и эта	4	1
513	нуждается в	1	1
514	это в	1	1
515	является ли	1	1
516	линии в	2	1
517	всяком случае	10	1
518	на котором	3	1
519	конце концов	1	1
520	распадается на	4	1
521	к ее	1	1
522	и совершенно	2	1
523	составляет самую	1	1
524	по какому	1	1
525	вспомнить что	1	1
526	берется в	1	1
527	что на	2	1
528	вплоть до	1	1
529	говорит не	3	1
530	вещей это	1	1
531	с того	1	1
532	строится на	1	1
533	обратиться к	1	1
534	по нашему	2	1
535	чем у	1	1
536	высшей степени	11	1
