N	2gram	Nazirov_Tv	Poddanst
138	в жизни	3	2
139	во всей	2	2
140	одна из	5	2
141	между прочим	1	2
142	в мире	8	2
143	и достоевского	2	2
144	например в	3	2
145	не менее	8	2
146	не столько	4	2
147	думать что	1	2
148	отнюдь не	9	2
149	с с	1	2
150	л а	1	2
151	со стороны	1	2
152	да и	1	2
153	не нужно	2	2
154	в эту	1	2
155	из них	4	2
156	есть не	2	2
157	тем более	1	2
158	переход от	2	2
159	не к	2	2
160	в статье	2	2
161	в xix	3	2
162	и везде	1	1
163	к сожалению	1	1
164	и мир	3	1
165	настоящее и	1	1
166	нет ничего	1	1
167	как к	2	1
168	капитализм и	1	1
169	века как	1	1
170	во всяком	2	1
171	ни к	2	1
172	был и	1	1
173	не есть	2	1
174	реально и	1	1
175	но твердо	1	1
176	находятся в	1	1
177	время есть	1	1
178	мир с	2	1
179	бы и	1	1
180	перед тем	2	1
181	и эти	1	1
182	на этой	1	1
183	мы видим	3	1
184	материалы и	1	1
185	а с	4	1
186	в данном	2	1
187	с его	12	1
188	за то	2	1
189	что оно	2	1
190	ее по	2	1
191	темы и	1	1
192	и более	2	1
193	можно говорить	1	1
194	вместе с	4	1
195	и здесь	2	1
196	по природе	6	1
197	в жертву	1	1
198	выражена в	1	1
199	есть признак	1	1
200	личности хотя	1	1
201	и на	12	1
202	отличие от	3	1
203	традиции в	2	1
204	в самом	6	1
205	в народе	1	1
206	не означает	4	1
207	он пришел	1	1
208	единению с	1	1
209	среды в	1	1
210	может не	2	1
211	она должна	1	1
212	этой области	1	1
213	восходит к	2	1
214	творчестве достоевского	9	1
215	в момент	5	1
216	это в	3	1
217	только что	2	1
218	и специальной	1	1
219	в философии	2	1
220	в действии	2	1
221	куда в	1	1
222	как образчик	1	1
223	к этой	1	1
224	внутреннего разложения	1	1
225	переходит в	2	1
226	в основном	9	1
227	действие в	1	1
228	отчасти и	2	1
229	она не	2	1
230	уже в	5	1
231	наших глазах	1	1
232	для мировоззрения	1	1
233	применении к	1	1
234	в творчестве	10	1
235	связана с	2	1
236	только как	2	1
237	может исчезнуть	1	1
238	мы знаем	2	1
239	живет в	3	1
240	она всегда	1	1
241	в применении	1	1
242	на основе	1	1
243	вопросу о	1	1
244	представляет собой	4	1
245	как известно	3	1
246	отрыве от	1	1
247	из всех	5	1
248	р г	3	1
249	формы в	1	1
250	страстная и	1	1
251	что это	1	1
252	что называют	1	1
253	ни на	3	1
254	к исторически	1	1
255	в русских	1	1
256	есть у	1	1
257	думается что	1	1
258	пусть в	1	1
259	и уже	1	1
260	ли или	1	1
261	мысли и	5	1
262	должна была	1	1
263	к использованию	1	1
264	из этих	1	1
265	гоголя и	2	1
266	жить и	1	1
267	идеи и	2	1
268	что если	1	1
269	что с	2	1
270	связанные с	1	1
271	и личности	1	1
272	и другие	4	1
273	об отношении	1	1
274	а затем	5	1
275	от этой	1	1
276	что уже	1	1
277	мы все	1	1
278	в каждом	4	1
279	эта мысль	3	1
280	только на	2	1
281	где он	2	1
282	и через	4	1
283	в идеологическом	1	1
284	что эта	1	1
285	может оказаться	1	1
286	и достоевский	5	1
287	не главного	1	1
288	в других	1	1
289	и что	2	1
290	к действию	1	1
291	связь между	1	1
292	частности в	1	1
293	что и	3	1
294	и веры	1	1
295	ценности и	1	1
296	не исчезнет	1	1
297	средство к	2	1
298	или его	1	1
299	другой стороны	2	1
300	с того	1	1
301	иными словами	2	1
302	еще в	3	1
303	в мир	2	1
304	веры в	1	1
305	от не	1	1
306	идеи в	2	1
307	бы что	1	1
308	к жизни	4	1
309	выражается в	1	1
310	весь мир	1	1
311	далеко не	3	1
312	только то	1	1
313	в современной	2	1
314	в этих	2	1
315	не вполне	1	1
316	г а	3	1
317	что все	4	1
318	в истории	2	1
319	от века	1	1
320	в историческом	1	1
321	как по	2	1
322	в ином	1	1
323	так же	6	1
324	человека с	2	1
325	также и	1	1
326	как она	2	1
327	его в	2	1
328	это имеет	1	1
329	знаем что	1	1
330	вопрос об	1	1
331	обратившись к	1	1
332	литературы и	1	1
333	в большинстве	1	1
334	было и	1	1
335	в г	1	1
336	ощущение что	1	1
337	их не	1	1
338	чуть ли	1	1
339	все же	9	1
340	при виде	1	1
341	понять в	1	1
342	времени с	1	1
343	и притом	2	1
344	и высоко	1	1
345	и некоторых	1	1
346	в настоящее	1	1
347	е а	3	1
348	значительной части	1	1
349	прикасается к	1	1
350	но на	1	1
351	что его	4	1
352	в результате	1	1
353	в рамках	1	1
354	в которой	5	1
355	вячеслав иванов	1	1
356	и любви	1	1
357	и будущее	2	1
358	должен быть	1	1
359	в отрыве	1	1
360	в этой	7	1
361	числе и	1	1
362	к ним	1	1
363	именно здесь	1	1
364	и еще	2	1
365	из нее	1	1
366	что по	1	1
367	в отличие	3	1
368	и где	1	1
369	по преимуществу	4	1
370	единственно возможным	1	1
371	себя в	3	1
372	капитализма как	1	1
373	иных планет	1	1
374	известном смысле	2	1
375	настоящее время	2	1
376	видим в	2	1
377	же как	3	1
378	на себя	2	1
379	культуры и	2	1
380	что не	5	1
381	мы и	1	1
382	развития в	2	1
383	если мы	1	1
384	в эпоху	1	1
385	возвращением к	1	1
386	в ходе	1	1
387	социализма в	1	1
388	многие русские	2	1
389	ведет к	3	1
390	свои собственные	1	1
391	государства и	1	1
392	к другим	1	1
393	возможно что	1	1
394	русской литературы	3	1
395	сливаются в	1	1
396	на наш	1	1
397	развитие в	1	1
398	если он	4	1
399	в сферу	2	1
400	давно уже	2	1
401	представляют собой	2	1
402	в какой	1	1
403	ясно что	1	1
404	с собой	1	1
405	в чистоте	1	1
406	идеологическая и	1	1
407	место в	6	1
408	как и	16	1
409	с которым	2	1
410	входят в	1	1
411	или иной	1	1
412	в собственном	1	1
413	и внутренне	1	1
414	к миру	2	1
415	с величайшим	1	1
416	к единению	1	1
417	пришел в	1	1
418	в противоречии	1	1
419	наш взгляд	1	1
420	одновременно и	2	1
421	стремления к	2	1
422	в одно	2	1
423	значило бы	1	1
424	всеми его	1	1
425	именно потому	1	1
426	стремление к	2	1
427	должен стремиться	1	1
428	на то	1	1
429	момента и	1	1
430	ли не	3	1
431	которые были	1	1
432	и несравненно	1	1
433	и по	5	1
434	чем было	1	1
435	и я	2	1
436	бы ее	1	1
437	он таков	1	1
438	личности не	2	1
439	в эти	1	1
440	т д	10	1
441	и жизнь	1	1
442	он живет	2	1
443	века в	1	1
444	не одну	1	1
445	и только	2	1
446	это сделать	1	1
447	к предмету	1	1
448	как одна	1	1
449	с чертами	1	1
450	казалось бы	4	1
451	был побежден	1	1
452	всяком случае	2	1
453	в свете	3	1
454	о котором	2	1
455	не все	2	1
456	он будет	1	1
457	когда в	1	1
458	друг друга	2	1
459	в себя	3	1
460	в движении	2	1
461	в статьях	1	1
462	без которой	1	1
463	для этого	1	1
464	с ее	3	1
465	противоречии с	1	1
466	в известном	2	1
467	во времени	3	1
468	гораздо более	2	1
469	не просто	1	1
470	он был	2	1
471	всемирной истории	2	1
472	не надобно	1	1
473	не внешнее	1	1
474	не имеет	2	1
475	и особенно	1	1
476	смысл этого	1	1
477	одно из	1	1
478	и ее	1	1
479	чем оно	1	1
480	особенно в	3	1
481	будущее в	2	1
482	выступает как	1	1
483	относиться к	1	1
484	времени так	1	1
485	в развитии	1	1
486	и среди	2	1
487	гоголь и	1	1
488	грань между	1	1
489	традицию русского	1	1
490	из этой	3	1
491	в душе	4	1
492	xviii века	2	1
493	никогда не	13	1
494	к истокам	1	1
495	еще не	5	1
496	люди и	1	1
