N	2gram	Potebnia_M	Tvorches
831	а только	8	1
832	принять за	2	1
833	образом как	1	1
834	быть в	1	1
835	в нашем	2	1
836	с этими	1	1
837	как я	1	1
838	есть по	1	1
839	чего он	1	1
840	все без	1	1
841	есть только	16	1
842	теории и	2	1
843	и всякого	1	1
844	от них	2	1
845	для всего	1	1
846	что само	4	1
847	создается в	1	1
848	и чувства	3	1
849	не боль	1	1
850	к этим	2	1
851	общих чертах	1	1
852	и оригинальность	1	1
853	склонности к	1	1
854	к языку	6	1
855	на словах	1	1
856	формы чтобы	1	1
857	свое собственное	1	1
858	должны с	1	1
859	своего развития	1	1
860	себе самом	1	1
861	и впечатления	2	1
862	бы то	2	1
863	глядя на	1	1
864	только не	2	1
865	воду из	1	1
866	к различным	1	1
867	гораздо явственнее	1	1
868	него как	1	1
869	все его	2	1
870	прямым следствием	1	1
871	никогда бы	1	1
872	к их	2	1
873	в ребенке	5	1
874	что иное	2	1
875	не исчерпывается	2	1
876	уже существует	1	1
877	в психологии	1	1
878	как средство	2	1
879	то будет	1	1
880	что сам	3	1
881	есть одно	1	1
882	и вместе	5	1
883	такого рода	1	1
884	эту минуту	2	1
885	дополняется и	1	1
886	что уже	1	1
887	есть форма	1	1
888	закон развития	2	1
889	смысле в	5	1
890	логикой и	1	1
891	напротив в	1	1
892	не теряет	1	1
893	есть его	1	1
894	проявляется в	2	1
895	а и	5	1
896	что события	1	1
897	ни было	4	1
898	становится понятно	1	1
899	народной жизни	2	1
900	восприятие в	1	1
901	дополнения в	1	1
902	что такое	3	1
903	и за	1	1
904	второй в	1	1
905	на глубокую	1	1
906	на психологическую	1	1
907	сколько бы	1	1
908	бы что	2	1
909	как можно	1	1
910	видит в	2	1
911	чем в	2	1
912	как же	1	1
913	мы на	1	1
914	мысль на	1	1
915	противоположность между	1	1
916	в разные	2	1
917	нем самом	6	1
918	и говорит	1	1
919	будто бы	1	1
920	что за	3	1
921	ужасом и	1	1
922	следует рассматривать	1	1
923	противоречит тому	1	1
924	с представлением	1	1
925	бы самым	1	1
926	его выше	1	1
927	что понятия	1	1
928	или сколько	1	1
929	человека она	1	1
930	светом в	1	1
931	будто время	1	1
932	во внутренней	3	1
933	мы предполагаем	1	1
934	без него	2	1
935	между ними	2	1
936	его душе	1	1
937	места где	1	1
938	время как	2	1
939	большинстве случаев	1	1
940	между человеком	3	1
941	основано на	1	1
942	сделать его	2	1
943	характер но	1	1
944	человеческой природе	1	1
945	он вовсе	1	1
946	уже давно	1	1
947	зрения и	7	1
948	без которой	2	1
949	о которых	5	1
950	в психологическом	1	1
951	в последнем	2	1
952	же касается	1	1
953	стороне все	1	1
954	отделиться от	1	1
955	себе и	2	1
956	к мысли	3	1
957	что слово	5	1
958	например как	1	1
959	делает его	1	1
960	полагает что	3	1
961	жизни то	1	1
962	на себе	3	1
963	могло бы	4	1
964	и прямо	1	1
965	под влиянием	10	1
966	в других	6	1
967	человека а	1	1
968	на слух	1	1
969	вопроса о	2	1
970	и чего	1	1
971	на которую	3	1
972	остается в	1	1
973	нам более	1	1
974	взглядом на	1	1
975	были в	1	1
976	истории есть	1	1
977	указывающий на	2	1
978	необходимое условие	1	1
979	сознаться что	1	1
980	но можно	1	1
981	о происхождении	8	1
982	мы можем	10	1
983	весь мир	1	1
984	от себя	2	1
985	это вполне	1	1
986	мысль с	1	1
987	находит свое	1	1
988	сознания а	1	1
989	для создания	2	1
990	вообще в	1	1
991	сознании все	1	1
992	из воспоминаний	1	1
993	к слову	1	1
994	противоположность в	1	1
995	в мысль	1	1
996	случаев в	1	1
997	природе человек	1	1
998	о необходимости	1	1
999	на другой	2	1
1000	то ни	3	1
1001	многих случаях	2	1
1002	как одновременные	1	1
1003	с какой	1	1
1004	боли и	2	1
1005	о капитане	1	1
1006	объясняется и	1	1
1007	или же	7	1
1008	речи и	11	1
1009	в ответ	1	1
1010	решить вопрос	1	1
1011	в развитии	2	1
1012	в образы	2	1
1013	тесно связанные	1	1
1014	и понимающий	1	1
1015	хотя в	3	1
1016	можно было	1	1
1017	это к	1	1
1018	которые сами	1	1
1019	который мы	2	1
1020	в нас	10	1
1021	и каждому	1	1
1022	выражается в	2	1
1023	времен и	2	1
1024	что смысл	1	1
1025	от своего	2	1
1026	человек так	1	1
1027	видим у	1	1
1028	что бы	2	1
1029	над ним	1	1
1030	мы по	1	1
1031	совершенно справедливо	2	1
1032	следует признать	1	1
1033	должны были	2	1
1034	которого в	1	1
1035	их и	2	1
1036	к неизвестному	1	1
1037	а тем	1	1
1038	занимает в	1	1
1039	на некоторые	1	1
1040	и стремление	2	1
1041	что создание	2	1
1042	до первого	2	1
1043	одну свою	1	1
1044	общего с	3	1
1045	то по	1	1
1046	этом месте	1	1
1047	главным образом	4	1
1048	бы его	1	1
1049	каждый человек	1	1
1050	дойти до	1	1
1051	деле же	1	1
1052	обратимся к	1	1
1053	что может	1	1
1054	мысли эта	1	1
1055	в синтаксисе	1	1
1056	что только	1	1
1057	были направлены	1	1
1058	даже самого	1	1
1059	вопрос этот	1	1
1060	об этих	1	1
1061	ней в	1	1
1062	и сочетаниям	1	1
1063	если они	1	1
1064	человека или	1	1
1065	сказать о	1	1
1066	с с	1	1
1067	же необходимо	1	1
1068	жизни таким	1	1
1069	человечества не	1	1
1070	дух в	1	1
1071	чтобы не	3	1
1072	одного и	6	1
1073	него это	1	1
1074	еще одно	1	1
1075	становится объектом	2	1
1076	собою только	1	1
1077	что до	2	1
1078	изменения в	1	1
1079	себе мир	1	1
1080	в особенности	1	1
1081	к сожалению	1	1
1082	говорит но	1	1
1083	не делает	1	1
1084	то время	3	1
1085	было но	1	1
1086	том смысле	7	1
1087	и этот	1	1
1088	как одна	1	1
1089	приближается к	2	1
1090	его собственное	1	1
1091	смотреть на	1	1
1092	что бог	1	1
1093	всегда ли	1	1
1094	до своего	2	1
1095	средствами но	1	1
1096	и ощущения	1	1
1097	с и	3	1
1098	можно назвать	1	1
1099	выражения мысли	1	1
1100	природе и	1	1
1101	связанное с	3	1
1102	должны иметь	2	1
1103	в картине	1	1
1104	что свобода	2	1
1105	никак не	3	1
1106	же невозможно	1	1
1107	он на	1	1
1108	нашего времени	1	1
1109	самой жизни	1	1
1110	мысль до	1	1
1111	жизни именно	1	1
1112	на лице	1	1
1113	поэтому в	1	1
1114	и выйти	1	1
1115	его но	1	1
1116	более у	1	1
1117	в субъект	1	1
1118	человека во	1	1
1119	к сознанию	3	1
1120	чем для	1	1
1121	будет иметь	1	1
1122	внутренней необходимостью	1	1
1123	и вполне	2	1
1124	том и	2	1
1125	представил нам	1	1
1126	не на	3	1
1127	в единстве	3	1
1128	иначе если	2	1
1129	как идея	1	1
1130	что всегда	1	1
1131	каждый раз	5	1
1132	от их	4	1
1133	оно не	4	1
1134	ощущения в	2	1
1135	психологии и	1	1
1136	образом если	1	1
1137	в огонь	1	1
1138	его собственная	1	1
1139	значит сделать	1	1
1140	это состояние	1	1
1141	пространство и	2	1
1142	в мыслях	1	1
1143	человек конечно	1	1
1144	он будет	1	1
1145	душа его	1	1
1146	но само	1	1
1147	и действительно	1	1
1148	времени не	1	1
1149	его свободы	1	1
1150	что это?	1	1
1151	из тех	1	1
1152	который сам	1	1
1153	свой собственный	1	1
1154	и они	2	1
1155	как не	4	1
1156	к нам	3	1
1157	это чувство	2	1
1158	и так	1	1
1159	необходимо предполагает	1	1
1160	и просто	1	1
1161	человека на	1	1
1162	связанные с	3	1
1163	в словах	6	1
1164	себя и	3	1
1165	и другая	2	1
1166	человечества так	1	1
1167	уважение к	2	1
1168	который не	1	1
1169	вследствие этого	1	1
1170	ничего общего	3	1
1171	что вообще	2	1
1172	который видит	1	1
1173	это самое	2	1
1174	этого движения	1	1
1175	из общего	1	1
1176	все они	3	1
1177	и выбора	1	1
1178	еще и	1	1
1179	отличительный признак	1	1
1180	мире ничего	1	1
1181	того самого	1	1
1182	человек говорит	1	1
1183	бы с	2	1
1184	языка и	20	1
1185	язык и	6	1
1186	у своих	1	1
1187	когда мы	4	1
1188	если б	7	1
1189	тех же	1	1
1190	больное и	1	1
1191	в голубом	1	1
1192	более чем	1	1
1193	оба эти	2	1
1194	такую же	2	1
1195	где есть	1	1
1196	то и	15	1
1197	их стремление	1	1
1198	в течение	2	1
1199	с нами	2	1
1200	не знаю	1	1
1201	на друга	2	1
1202	смысле оно	1	1
1203	том как	6	1
1204	вызывает в	1	1
1205	с а	4	1
1206	и независимо	2	1
1207	из его	1	1
1208	слова и	7	1
1209	развития и	3	1
1210	для меня	4	1
1211	ясно как	1	1
1212	пути исследования	1	1
1213	может из	1	1
1214	нет никакой	1	1
1215	цели а	1	1
1216	ее с	2	1
1217	не без	2	1
1218	и полно	1	1
1219	говоря что	2	1
1220	знаем что	1	1
1221	существования в	2	1
1222	человека тоже	1	1
1223	ним при	1	1
1224	вне его	1	1
1225	образом уже	1	1
1226	делает невозможным	1	1
1227	состоит в	1	1
1228	собственной души	1	1
1229	не встречается	1	1
1230	положением в	1	1
1231	имеем в	1	1
1232	на которые	1	1
1233	с так	3	1
1234	субъективного восприятия	1	1
1235	человек должен	1	1
1236	заметить что	7	1
1237	не совсем	3	1
1238	ее не	1	1
1239	если мы	5	1
1240	принадлежит к	1	1
1241	при котором	3	1
1242	значение имеет	1	1
1243	ничего кроме	2	1
1244	оно стало	1	1
1245	ясностью с	1	1
1246	глубины души	1	1
1247	несколько выше	1	1
1248	лучше всего	1	1
1249	в сознании	8	1
1250	этого слова	5	1
1251	этот последний	1	1
1252	если дон-кихот	1	1
1253	не имел	2	1
1254	утверждая что	1	1
1255	это впечатление	1	1
1256	не одну	2	1
1257	какие бы	1	1
1258	только потому	4	1
1259	и для	8	1
1260	мир и	1	1
1261	этих восприятий	1	1
1262	в самой	5	1
1263	движения и	3	1
1264	но которые	1	1
1265	и эстетическое	1	1
1266	быть без	1	1
1267	они были	1	1
1268	в самих	1	1
1269	от своей	1	1
1270	чувство может	1	1
1271	может как	1	1
1272	впечатление и	1	1
1273	корни его	1	1
1274	это новое	1	1
1275	которому он	1	1
1276	им как	2	1
1277	однако мысль	1	1
1278	такое же	3	1
1279	проявляется только	1	1
1280	находятся в	3	1
1281	первом акте	1	1
1282	в более	4	1
1283	нее новую	1	1
1284	и многие	1	1
1285	существо как	1	1
1286	тем какие	2	1
1287	ему в	1	1
1288	положение что	1	1
1289	ничем не	2	1
1290	разума и	1	1
1291	смысле что	2	1
1292	они не	5	1
1293	род человеческий	1	1
1294	на вопрос	3	1
1295	с гораздо	1	1
1296	кому хочется	1	1
1297	того как	12	1
1298	ее таким	1	1
1299	о значении	1	1
1300	народом в	1	1
1301	этот и	1	1
1302	который бы	1	1
1303	самого образования	1	1
1304	предположение что	2	1
1305	одна и	1	1
1306	мы имеем	1	1
1307	уже все	1	1
1308	от которого	2	1
1309	может происходить	2	1
1310	а это	1	1
1311	только его	1	1
