N	2gram	Propp_Isto	EvropaiE
127	не будет	1	3
128	и для	3	3
129	народов и	1	3
130	этот факт	1	3
131	уже и	1	3
132	себе в	2	3
133	к ним	1	3
134	как на	1	3
135	с тем	3	3
136	обстоит дело	1	3
137	это так	1	3
138	и от	3	3
139	о том	4	3
140	и прежде	1	3
141	от них	5	3
142	мы видели	18	3
143	там где	8	3
144	и только	6	3
145	друг с	2	3
146	всяком случае	2	3
147	не из	1	3
148	из них	7	3
149	никогда не	9	3
150	таким образом	15	2
151	и ту	1	2
152	сказывается в	1	2
153	именно к	1	2
154	утверждать что	2	2
155	и то	4	2
156	в другой	6	2
157	и во	1	2
158	мы видим	15	2
159	и этот	2	2
160	только те	1	2
161	данном случае	6	2
162	этот процесс	1	2
163	должна быть	2	2
164	но еще	1	2
165	во власти	1	2
166	в его	7	2
167	свою очередь	1	2
168	или по	5	2
169	еще более	3	2
170	что это	4	2
171	это значит	1	2
172	хотя и	4	2
173	с этим	13	2
174	будет ли	1	2
175	в некоторых	9	2
176	его на	6	2
177	и тут	1	2
178	и если	3	2
179	из того	2	2
180	для них	3	2
181	пределах этих	1	2
182	подходит к	1	2
183	с другими	1	2
184	иначе обстоит	1	2
185	то не	2	2
186	другой стороны	10	2
187	могут в	1	2
188	наше внимание	1	2
189	в этих	18	2
190	и наиболее	1	2
191	также в	2	2
192	но с	1	2
193	в своих	1	2
194	как же	1	2
195	от друга	1	2
196	если бы	7	2
197	к берегу	1	2
198	или в	14	2
199	в свои	1	2
200	и с	10	2
201	в стране	2	2
202	и можно	1	2
203	заключается в	1	2
204	и все	4	2
205	и эта	1	2
206	за тем	1	2
207	на месте	2	2
208	представление о	3	2
209	вместе с	12	2
210	долгое время	2	2
211	и как	6	2
212	как не	2	2
213	случаях когда	2	2
214	но по	4	2
215	не есть	3	2
216	в порядке	1	2
217	в мире	1	2
218	одном из	3	2
219	между собой	2	2
220	если этот	1	2
221	между ними	1	2
222	сравнению с	2	2
223	в сторону	3	2
224	друг от	1	2
225	в эту	1	2
226	в других	6	2
227	а именно	8	2
228	совершенно прав	1	2
229	на них	2	2
230	такое предположение	2	2
231	только одно	1	2
232	вопрос не	2	2
233	ко всему	1	2
234	при вступлении	1	2
235	но как	2	2
236	только к	1	2
237	и других	1	2
238	и более	3	2
239	в котором	5	2
240	следовало бы	1	2
241	не означает	1	2
242	и что	6	2
243	более чем	1	2
244	она не	4	2
245	на основе	1	2
246	по сравнению	2	2
247	и поэтому	1	2
248	он не	11	2
249	окажется что	1	2
250	мы должны	9	2
251	а не	13	2
252	и та	1	2
253	есть ли	4	2
254	в одном	9	2
255	на одну	2	2
256	целый ряд	3	2
257	далеко не	3	2
258	этот вопрос	3	2
259	и другая	1	2
260	по своей	1	2
261	ли здесь	3	2
262	при помощи	11	2
263	в известных	1	2
264	а в	13	2
265	в большинстве	2	2
266	в этой	7	2
267	что же	2	2
268	заметить что	2	2
269	главным образом	3	2
270	наряду с	4	2
271	начиная с	1	2
272	могут быть	9	2
273	ее от	1	2
274	в силу	2	2
275	на этот	1	2
276	же в	6	2
277	в северной	3	2
278	жизни и	2	2
279	такой же	3	2
280	ли такое	1	2
281	происходит в	4	2
282	как будто	2	2
283	он сам	2	2
284	можно утверждать	2	2
285	бы в	1	2
286	в год	1	2
287	не можем	2	2
288	близко подходит	1	2
289	и наконец	1	2
290	что на	6	2
291	есть не	2	2
292	не к	1	2
293	прочим и	2	2
294	к нему	12	2
295	центральную и	1	1
296	доступ в	1	1
297	к сожалению	1	1
298	во всем	3	1
299	приступить к	2	1
300	что автор	1	1
301	с полной	1	1
302	но тем	2	1
303	дает нам	3	1
304	и другие	6	1
305	нет ли	1	1
306	является в	2	1
307	в проблему	2	1
308	они должны	1	1
309	находятся в	1	1
310	все что	4	1
311	видели что	8	1
312	или наоборот	2	1
313	на востоке	1	1
314	для всех	1	1
315	в более	1	1
316	в центре	1	1
317	здесь на	3	1
318	один из	7	1
319	человеческой жизни	1	1
320	она и	1	1
321	в распоряжение	1	1
322	рода и	1	1
323	как таковой	3	1
324	нельзя сказать	1	1
325	в обстановку	2	1
326	известных условиях	1	1
327	и было	2	1
328	на тех	1	1
329	но за	1	1
330	на вопрос	1	1
331	можем входить	1	1
332	и всей	2	1
333	также что	2	1
334	указать на	4	1
335	к этой	2	1
336	которая в	2	1
337	и сибири	1	1
338	от нее	1	1
339	том числе	1	1
340	уже в	1	1
341	например в	3	1
342	которых мы	1	1
343	был бы	1	1
344	в жизни	3	1
345	от которых	2	1
346	с такой	1	1
347	в состоянии	2	1
348	в указанном	1	1
349	мы знаем	11	1
350	себе ничего	1	1
351	дело с	2	1
352	большую роль	1	1
353	при этом	4	1
354	месяцев и	2	1
355	должно происходить	1	1
356	в южной	1	1
357	это происходило	1	1
358	а у	2	1
359	установить что	4	1
360	мире в	2	1
361	в разных	1	1
362	с ним	1	1
363	тем как	1	1
364	кроме того	1	1
365	связанное с	2	1
366	что при	3	1
367	через некоторое	2	1
368	можно поставить	1	1
369	своем пути	1	1
370	помощи этого	1	1
371	он на	2	1
372	предположению что	1	1
373	находились в	1	1
374	не как	1	1
375	которые по	1	1
376	а затем	6	1
377	такое толкование	3	1
378	то станет	1	1
379	глаза на	1	1
380	они действуют	1	1
381	нас в	1	1
382	не находятся	1	1
383	выше не	1	1
384	со своим	1	1
385	то мы	3	1
386	у нас	7	1
387	отдельных случаев	1	1
388	когда его	2	1
389	и другими	1	1
390	возможность такого	1	1
391	выступает в	1	1
392	оказался без	1	1
393	есть наиболее	1	1
394	нами в	1	1
395	смысле этого	3	1
396	как нечто	3	1
397	приходит к	1	1
398	в русском	3	1
399	что между	1	1
400	понимать буквально	1	1
401	мы находим	1	1
402	власти и	1	1
403	в ином	6	1
404	исторической перспективе	1	1
405	тому же	4	1
406	однако не	2	1
407	также на	1	1
408	а на	5	1
409	связь с	12	1
410	страх перед	1	1
411	как они	1	1
412	не было	2	1
413	связи с	9	1
414	бы нас	1	1
415	если не	2	1
416	особого рода	3	1
417	мы поймем	1	1
418	это должно	1	1
419	сущность этого	1	1
420	на которых	2	1
421	на свой	1	1
422	в англии	1	1
423	но все	5	1
424	на историческую	2	1
425	и сам	1	1
426	или иначе	1	1
427	с ней	6	1
428	на несколько	1	1
429	это были	1	1
430	что его	2	1
431	его руках	1	1
432	и где	1	1
433	что за	3	1
434	человеческую культуру	1	1
435	это мы	2	1
436	по отношению	2	1
437	некоторых случаях	6	1
438	которые как	1	1
439	что не	3	1
440	это сделали	1	1
441	в глубине	1	1
442	и другое	1	1
443	она является	1	1
444	значение так	1	1
445	исходит из	1	1
446	при том	1	1
447	или на	1	1
448	из всего	1	1
449	то время	2	1
450	сводится к	1	1
451	историческое явление	2	1
452	только путем	1	1
453	другую сторону	2	1
454	другие же	1	1
455	этого можно	1	1
456	понимать как	1	1
457	не сразу	2	1
458	тому что	1	1
459	в ряде	1	1
460	в корне	1	1
461	она принята	1	1
462	конечно не	3	1
463	в связи	5	1
464	правда в	1	1
465	те же	2	1
466	есть нечто	1	1
467	с ними	5	1
468	в соответствии	1	1
469	время как	2	1
470	многих других	2	1
471	всегда в	1	1
472	е не	1	1
473	что по	2	1
474	но нельзя	1	1
475	все эти	8	1
476	эти две	1	1
477	на земле	2	1
478	такой вопрос	1	1
479	можно еще	1	1
480	мнение что	1	1
481	все же	13	1
482	имеется в	3	1
483	но когда	1	1
484	совершенно одинаково	1	1
485	при таком	1	1
486	есть только	4	1
487	ясным в	1	1
488	том смысле	1	1
489	рассказывает что	1	1
490	этого слова	3	1
491	и т	33	1
492	одно из	2	1
493	перед собой	1	1
494	в такой	1	1
495	к какому	1	1
496	в исторической	3	1
497	выше мы	5	1
498	в новом	1	1
499	в русских	5	1
500	и следовательно	1	1
501	войти в	1	1
502	границ между	1	1
503	существовала на	1	1
504	иногда на	1	1
505	в другие	1	1
506	наконец его	1	1
507	и это	5	1
508	был не	1	1
509	все так	1	1
510	именно с	1	1
511	играть в	1	1
512	то можно	1	1
513	об этом	8	1
514	говорит об	1	1
515	на себе	1	1
516	тогда как	6	1
517	что как	2	1
518	уже не	11	1
519	в одной	4	1
520	такое разнообразие	1	1
521	он мог	1	1
522	выходит и	1	1
523	всем его	1	1
524	казалось бы	2	1
525	опасными для	1	1
526	к жизни	2	1
527	было у	1	1
528	но его	1	1
529	нет ничего	3	1
530	происходило и	1	1
531	выше а	1	1
532	не менее	6	1
533	которые не	1	1
534	наука в	1	1
535	становится ясным	2	1
536	перед тем	1	1
537	а к	1	1
538	больше чем	1	1
539	переходит в	4	1
540	зависит от	1	1
541	а если	3	1
542	то это	5	1
543	прошлого мы	1	1
544	мы увидим	6	1
545	что мы	5	1
546	на этом	5	1
547	к кругу	1	1
548	должен относиться	1	1
549	когда мы	1	1
550	на острове	5	1
551	несомненно в	1	1
552	бы только	1	1
553	в австралии	1	1
554	бы она	2	1
555	случаи когда	7	1
556	силы и	1	1
557	то и	7	1
558	все остальные	1	1
559	связь и	2	1
560	каждого из	1	1
561	связана с	4	1
562	относится к	3	1
563	ту же	2	1
564	здесь можно	10	1
565	являются не	1	1
566	времени в	1	1
567	существенной для	1	1
568	или же	2	1
569	а через	3	1
570	в этот	6	1
571	с живыми	1	1
572	этом явлении	1	1
573	быть и	3	1
574	и земледельческой	1	1
575	только тогда	2	1
576	пребывают в	1	1
577	для нее	2	1
578	к тем	2	1
579	увидим что	2	1
580	должны быть	1	1
581	но они	2	1
582	менее на	1	1
583	и их	4	1
584	что люди	1	1
585	в человеческом	2	1
586	говорить о	1	1
587	что эта	2	1
588	на его	5	1
589	свое существование	1	1
590	е во	1	1
591	к предположению	1	1
592	тех же	2	1
593	в указанных	1	1
594	в тех	3	1
595	связь между	2	1
596	от других	1	1
597	такой момент	1	1
598	при известных	1	1
599	что некоторые	3	1
600	в начале	2	1
601	есть некоторая	1	1
602	входит в	1	1
603	и до	1	1
604	характерной чертой	1	1
605	даже не	2	1
606	со строем	1	1
607	и затем	2	1
608	и те	1	1
609	мы но	1	1
610	в совершенно	1	1
611	этих случаях	14	1
612	к которой	1	1
613	заменяет ее	1	1
614	это может	1	1
615	в обоих	1	1
616	только это	1	1
617	и наоборот	2	1
618	или иное	1	1
619	мы здесь	7	1
620	почти никогда	2	1
621	в силе	1	1
622	вопрос можно	1	1
623	достаточно чтобы	2	1
624	этот период	1	1
625	входить в	1	1
626	многих случаях	1	1
627	но этот	3	1
628	в каких	1	1
629	связанной с	2	1
630	состоит в	4	1
631	потому и	1	1
632	сомнения что	2	1
633	этого мира	1	1
634	в знании	1	1
635	к лесному	2	1
636	некоторое время	4	1
637	так то	1	1
638	он в	3	1
639	можно усмотреть	2	1
640	пределах этого	1	1
641	соответствии с	1	1
642	к двум	1	1
643	одного из	2	1
644	и должна	1	1
645	быть установлены	1	1
646	пищу для	1	1
647	народы например	1	1
648	она может	2	1
649	что тот	1	1
650	мы устанавливаем	1	1
651	случае из	1	1
652	и тот	3	1
653	друг другу	2	1
654	той же	3	1
655	тех случаях	2	1
656	только одна	3	1
657	которые в	1	1
658	на нижнем	1	1
659	и ее	3	1
660	так но	2	1
661	считает что	1	1
662	это можно	1	1
663	такая же	1	1
664	быть в	1	1
665	тот же	2	1
666	относиться к	1	1
667	и несколько	1	1
668	к которому	6	1
669	с собой	4	1
670	по этому	2	1
671	мы будем	1	1
672	то она	2	1
673	вплоть до	2	1
674	встречает на	1	1
675	имеются не	1	1
676	существенную черту	1	1
677	а впоследствии	3	1
678	жизни эти	1	1
679	который по	1	1
680	ней в	2	1
681	и о	2	1
682	лежащие на	1	1
683	который в	1	1
684	одна из	2	1
685	все еще	7	1
686	которые мы	1	1
687	с его	1	1
688	и его	10	1
689	этого же	1	1
690	его к	5	1
691	чем та	1	1
692	приводящие к	1	1
693	т д	30	1
694	это в	2	1
695	в европе	1	1
696	идут в	1	1
697	эти два	3	1
698	в нем	11	1
699	не будут	1	1
700	но это	5	1
701	от того	3	1
702	других случаях	2	1
703	для этого	1	1
704	с ее	2	1
705	всех этих	3	1
706	для всего	1	1
707	некоторые народы	1	1
708	что такие	1	1
709	означает что	1	1
710	они могут	2	1
711	только наиболее	1	1
712	лицо и	2	1
713	чем обычно	1	1
714	ли для	1	1
715	напомнить о	1	1
716	на ту	2	1
717	сибири уже	1	1
718	та и	1	1
719	имеются в	2	1
