N	3gram	Bakhtin_Fr	Problema
309	что на самом	1	1
310	не теряет своей	1	1
311	может дать ей	1	1
312	свои слова и	2	1
313	из них мы	1	1
314	чем мы говорили	1	1
315	как и все	5	1
316	новую жизнь и	1	1
317	и все его	1	1
318	уже и в	2	1
319	она и есть	1	1
320	но прежде чем	1	1
321	и все в	1	1
322	на ноги и	1	1
323	людей но в	1	1
324	и отнюдь не	1	1
325	чрезвычайно важно для	1	1
326	но и самого	1	1
327	том случае если	1	1
328	до наших дней	5	1
329	конечно не только	1	1
330	лежащего в основе	1	1
331	вполне понятно почему	1	1
332	это прежде всего	1	1
333	прежде всего в	1	1
334	но и для	1	1
335	ведь то что	1	1
336	и нуждается в	1	1
337	несколько слов о	1	1
338	далеко не сразу	1	1
339	от старого к	2	1
340	в вопросе о	1	1
341	хотя может быть	1	1
342	в области художественного	1	1
343	он как и	1	1
344	бы и не	1	1
345	имели в виду	1	1
346	она вовсе не	1	1
347	строгом смысле слова	1	1
348	не подлежит никакому	2	1
349	быть и не	2	1
350	до известной степени	1	1
351	в данном контексте	1	1
352	в одном из	1	1
353	это одна из	1	1
354	отношение к свободе	1	1
355	и в любой	1	1
356	сих пор не	1	1
357	не говорят о	1	1
358	и это очень	1	1
359	и после того	1	1
360	и со стороны	1	1
361	и все прочее	1	1
362	во всех отношениях	1	1
363	так и от	1	1
364	и во всех	1	1
365	ничего не дает	2	1
366	в языке но	1	1
367	не так как	1	1
368	в следующих словах	1	1
369	физического и духовного	1	1
370	плане в этой	1	1
371	и специфическое значение	1	1
372	во втором случае	1	1
373	знает что такое	1	1
374	образом действительности но	1	1
375	все же в	2	1
376	в них все	1	1
377	в других местах	3	1
378	вовсе не было	1	1
379	еще и до	1	1
380	в первом случае	1	1
381	все такие образы	1	1
382	их можно было	1	1
383	но для этого	1	1
384	в них есть	1	1
385	нас не может	1	1
386	находим и в	2	1
387	что они не	1	1
388	отличный от языка	1	1
389	конечно и не	1	1
390	в своем романе	3	1
391	понять его именно	1	1
392	как раз это	1	1
393	до поры до	1	1
394	и всякого рода	1	1
395	настоящее время можно	1	1
396	об этом свидетельствует	1	1
397	мы сказали что	1	1
398	с тех пор	1	1
399	время это уже	1	1
400	действительности и то	1	1
401	выражение только в	1	1
402	точки зрения на	1	1
403	то же время	13	1
404	для этой цели	1	1
405	это один и	1	1
406	в этом последнем	1	1
407	раз и навсегда	1	1
408	относится уже к	2	1
409	который в свою	1	1
410	жизни то есть	1	1
411	в художественном произведении	1	1
412	в эпоху возрождения	1	1
413	и не к	1	1
414	к нему и	1	1
415	гораздо более значительное	1	1
416	и в отдельных	1	1
417	при встрече с	1	1
418	это может быть	1	1
419	и весь этот	1	1
420	свою роль в	2	1
421	обычном смысле слова	1	1
422	эпохи не только	1	1
423	старого к новому	2	1
424	имеют дело с	1	1
425	и в третьем	1	1
426	он остается в	2	1
427	в мировой литературе	3	1
428	другой стороны он	1	1
429	на которые этот	1	1
430	и в отношении	1	1
431	силой и с	1	1
432	какой бы то	1	1
433	и в них	1	1
434	свою жизнь в	1	1
435	в своей вступительной	1	1
436	костер на котором	1	1
437	всем известно что	1	1
438	своей вступительной статье	1	1
439	же время это	3	1
440	и точном смысле	1	1
441	никак нельзя было	1	1
442	в точном смысле	1	1
443	между прочим и	1	1
444	за четыреста лет	1	1
445	но в них	1	1
446	в самой жизни	1	1
447	но никто не	1	1
448	то что тот	2	1
449	в этом длинном	1	1
450	великой отечественной войны	2	1
451	в этом никакого	1	1
452	значит не только	1	1
453	в отрыве от	1	1
454	по себе конечно	1	1
455	встречаем и у	1	1
456	также и с	1	1
457	но в этой	1	1
458	но это конечно	1	1
459	проводили его в	1	1
460	сказать несколько слов	1	1
461	в начале этого	1	1
462	он не мог	1	1
463	превращает их в	1	1
464	в обычном смысле	1	1
465	на точке зрения	1	1
466	и на него	1	1
467	xix и xx	1	1
468	но только не	1	1
469	у нас как	1	1
470	дает нам право	1	1
471	они превращаются в	1	1
472	в свое время	1	1
473	из всех какие	1	1
474	все что было	1	1
475	свой смысл и	1	1
476	всегда в той	1	1
