N	3gram	Potebnia_M	Vvedenie
130	легко представить себе	1	1
131	наук о человеке	1	1
132	здесь как и	1	1
133	она есть не	1	1
134	язык в том	1	1
135	но какой бы	1	1
136	что не только	1	1
137	отчет в том	1	1
138	заключается не только	1	1
139	его отношение к	1	1
140	не есть еще	2	1
141	уже не к	1	1
142	и не в	1	1
143	как один из	1	1
144	своего содержания как	1	1
145	и что это	1	1
146	который хотя и	1	1
147	смысле может быть	1	1
148	когда мы говорим	1	1
149	что в каждой	1	1
150	истории языка в	1	1
151	у него в	1	1
152	смотреть как на	3	1
153	более или менее	6	1
154	и не нужно	1	1
155	до тех пор	5	1
156	том виде в	1	1
157	в следующем в	1	1
158	них не было	1	1
159	отношению к нему	1	1
160	в большей или	1	1
161	смысле в каком	3	1
162	же время служит	1	1
163	если бы и	1	1
164	в таком случае	2	1
165	говоря уже о	1	1
166	так что мы	1	1
167	может быть только	4	1
168	в них не	1	1
169	языка в чем	2	1
170	каждое из этих	1	1
171	потому что и	3	1
172	уже потому что	1	1
173	очевидно что если	2	1
174	не было бы	2	1
175	в какой она	1	1
176	т д можно	1	1
177	что не следует	1	1
178	потому что в	4	1
179	не потому что	1	1
180	не только о	1	1
181	именно потому что	1	1
182	того что в	1	1
183	в настоящее время	1	1
184	не имеет права	1	1
185	может быть не	2	1
186	с этой стороны	2	1
187	со стороны формы	2	1
188	самом деле есть	1	1
189	том смысле в	2	1
190	между ними в	1	1
191	а потому и	1	1
192	только потому что	5	1
193	в языке и	3	1
194	во многих случаях	1	1
195	не менее совершенно	1	1
196	в сравнении с	1	1
197	но если бы	1	1
198	в них в	1	1
199	а потому что	1	1
200	по себе не	2	1
201	не сам по	1	1
202	которая не могла	1	1
203	строгом смысле этого	1	1
204	тогда когда оно	2	1
205	а в том	5	1
206	виде в каком	1	1
207	том что он	2	1
208	по себе это	1	1
209	то она есть	1	1
210	дает ей возможность	1	1
211	не менее не	1	1
212	то ни было	1	1
213	и в каждом	1	1
214	так как и	1	1
215	заключенное в нем	1	1
216	идет от действительности	1	1
217	достаточно для того	1	1
218	заключает в себе	10	1
219	вопросом об отношении	1	1
220	в общих чертах	2	1
221	и говорить о	1	1
222	а если и	1	1
223	к тому что	3	1
224	большую или меньшую	1	1
225	только то что	1	1
226	притом не только	1	1
227	совершенно ошибочно думать	1	1
228	уже из того	1	1
229	в разной мере	2	1
230	в таких случаях	2	1
231	но независимо от	1	1
232	и сам по	1	1
233	бы то ни	1	1
234	что чем больше	1	1
235	из того что	1	1
236	то увидим что	1	1
237	науку потому что	1	1
238	он в то	1	1
239	том смысле что	2	1
240	только тогда когда	11	1
241	не то что	2	1
242	имея в виду	1	1
243	не прямо а	1	1
244	сплошь да рядом	1	1
245	не существует и	1	1
246	то что в	2	1
247	собственном смысле этого	1	1
248	всего того что	1	1
249	каждой из этих	1	1
250	в каждой из	1	1
251	и здесь как	1	1
252	значительной степени это	1	1
253	потому что они	1	1
