N	2gram	Vygotskiy_	VerxiiNi
266	между тем	4	2
267	в свою	3	2
268	больше не	1	2
269	значительной мере	1	2
270	есть как	2	2
271	быть и	2	2
272	сознании и	1	2
273	связана с	1	2
274	не могло	2	2
275	ни один	2	2
276	всех других	1	2
277	и является	2	2
278	на пути	1	2
279	так чтобы	2	2
280	заключает в	7	2
281	тем и	1	2
282	вслед за	3	2
283	и это	13	2
284	ее с	1	2
285	в начале	1	2
286	превращается в	2	2
287	конечно не	3	2
288	по своей	1	2
289	же время	2	2
290	но вместе	1	2
291	самого начала	5	2
292	признать что	4	2
293	или иное	1	2
294	всегда на	1	2
295	еще на	1	2
296	состоит в	3	2
297	жизни по	1	2
298	же самое	13	2
299	он в	3	2
300	тех пор	2	2
301	общего с	1	2
302	сказать что	14	2
303	когда человек	1	2
304	которые в	2	2
305	не могла	2	2
306	и другой	1	2
307	в глазах	2	2
308	относится к	2	2
309	или иной	2	2
310	те и	1	2
311	жизни и	8	2
312	но если	3	2
313	в разных	1	2
314	иной раз	1	2
315	и проч	2	2
316	что именно	7	2
317	на то	27	2
318	должны признать	2	2
319	из этого	7	2
320	с его	6	2
321	от них	1	2
322	и все	15	2
323	для этого	12	2
324	и из	3	2
325	то или	1	2
326	в самой	1	2
327	тот же	5	2
328	и наконец	5	2
329	той или	2	2
330	вплоть до	1	2
331	мы видели	2	2
332	не к	1	2
333	из этой	2	2
334	души и	1	1
335	в той	3	1
336	какой-нибудь другой	1	1
337	заставляет его	5	1
338	представить себе	2	1
339	находим в	1	1
340	которые только	2	1
341	то в	1	1
342	этого и	1	1
343	против этого	1	1
344	природы и	1	1
345	что один	1	1
346	не так	4	1
347	новое и	1	1
348	только человек	1	1
349	составить себе	1	1
350	смерть и	1	1
351	единственное что	1	1
352	а потому	1	1
353	видели что	1	1
354	социальной жизни	1	1
355	в состав	3	1
356	мы видим	13	1
357	в душе	2	1
358	что с	8	1
359	случае в	1	1
360	эти элементы	1	1
361	и этот	2	1
362	которым он	1	1
363	та же	6	1
364	значение в	1	1
365	нужные для	1	1
366	между этим	1	1
367	этим двум	1	1
368	и конечно	3	1
369	свою очередь	1	1
370	друг к	5	1
371	жизнь это	1	1
372	к их	1	1
373	она и	1	1
374	только те	1	1
375	сам себя	2	1
376	указывает на	8	1
377	они не	3	1
378	и музыка	1	1
379	может не	1	1
380	этой области	1	1
381	данном случае	4	1
382	что такое	2	1
383	песен в	1	1
384	что надо	1	1
385	жить в	1	1
386	эта особенность	1	1
387	заставляет их	2	1
388	не нужен	1	1
389	должно быть	6	1
390	того как	4	1
391	время и	1	1
392	как к	1	1
393	его с	2	1
394	от нее	2	1
395	мы ничего	1	1
396	краски и	1	1
397	есть страдание	1	1
398	смысле слова	2	1
399	обе эти	2	1
400	чувствами которые	1	1
401	это не	9	1
402	он как	2	1
403	мы знаем	4	1
404	что сама	1	1
405	сложнее и	1	1
406	только от	1	1
407	дело с	5	1
408	и другую	3	1
409	но такая	1	1
410	очень хорошие	1	1
411	идет о	1	1
412	до самого	2	1
413	ясно представить	1	1
414	обращаются с	1	1
415	не для	4	1
416	которых он	3	1
417	дошел до	1	1
418	мы испытываем	2	1
419	то для	1	1
420	выступают в	1	1
421	представляют собой	2	1
422	неизмеримо более	2	1
423	значение которое	1	1
424	с ним	4	1
425	который можно	1	1
426	это уже	1	1
427	кроме того	1	1
428	о чем	4	1
429	в постоянном	1	1
430	в сущности	14	1
431	в ее	3	1
432	как раз	19	1
433	что так	1	1
434	труда и	1	1
435	такое же	1	1
436	которых каждый	1	1
437	те черты	2	1
438	чем у	3	1
439	все и	2	1
440	это изменение	1	1
441	от этой	3	1
442	и за	4	1
443	то самое	1	1
444	внешней природы	1	1
445	него в	1	1
446	они направлены	1	1
447	у нас	7	1
448	на которой	1	1
449	когда его	2	1
450	разных образах	1	1
451	это и	7	1
452	два раза	1	1
453	ни в	5	1
454	себе не	2	1
455	о происхождении	1	1
456	этим именем	1	1
457	в минуту	2	1
458	деле если	2	1
459	другой стороны	8	1
460	это есть	3	1
461	же были	1	1
462	смысле этого	1	1
463	за убийство	1	1
464	не является	3	1
465	как живопись	1	1
466	с собой	3	1
467	основана на	2	1
468	совершенно иное	1	1
469	самое происходит	1	1
470	у него	9	1
471	в их	3	1
472	под этим	1	1
473	в данном	4	1
474	но дает	1	1
475	лежит в	1	1
476	ума и	1	1
477	власти над	1	1
478	его в	2	1
479	зрения того	1	1
480	совершенно ясно	13	1
481	только он	2	1
482	всех прочих	1	1
483	отцов и	1	1
484	чем в	3	1
485	их не	2	1
486	в своих	9	1
487	сами по	2	1
488	это всегда	1	1
489	нам в	1	1
490	мы поймем	1	1
491	к искусству	6	1
492	самом деле	17	1
493	по ложному	1	1
494	от тех	1	1
495	пути и	3	1
496	как этот	1	1
497	как по	1	1
498	всегда в	1	1
499	сходство в	1	1
500	их и	1	1
501	этом не	1	1
502	что его	2	1
503	всех его	1	1
504	ложному пути	1	1
505	по одному	1	1
506	таково в	1	1
507	о характере	1	1
508	согласно этому	1	1
509	во внимание	5	1
510	заключается в	13	1
511	но эта	1	1
512	это мы	2	1
513	оно есть	2	1
514	которое в	2	1
515	которые как	1	1
516	мы и	2	1
517	этой точке	3	1
518	тем что	8	1
519	еще хуже	1	1
520	в музыке	2	1
521	веет от	1	1
522	и своего	1	1
523	если он	2	1
524	в сферу	2	1
525	том или	1	1
526	в жизни	2	1
527	отношения к	2	1
528	есть что	1	1
529	и другим	2	1
530	в корне	2	1
531	их при	1	1
532	давно уже	2	1
533	этом последнем	1	1
534	что перед	1	1
535	но далеко	1	1
536	не имеющего	2	1
537	находит себе	5	1
538	существует и	1	1
539	одном из	2	1
540	как и	9	1
541	как не	1	1
542	приспособить к	1	1
543	с ними	1	1
544	время как	5	1
545	возникающий в	1	1
546	есть тот	1	1
547	оно на	2	1
548	их в	4	1
549	себя как	1	1
550	на земле	1	1
551	однако несмотря	1	1
552	образом через	1	1
553	не есть	4	1
554	она скорее	1	1
555	несоответствия между	1	1
556	только то	1	1
557	в своей	8	1
558	мысли о	2	1
559	и так	4	1
560	состоит из	1	1
561	на эту	1	1
562	много но	1	1
563	на этом	11	1
564	точкой для	1	1
565	как в	4	1
566	души в	1	1
567	стремление к	2	1
568	его все	1	1
569	никто не	4	1
570	перед собой	1	1
571	так сказать	1	1
572	а иногда	1	1
573	ли не	2	1
574	смерти в	2	1
575	на одном	5	1
576	от этого	1	1
577	или ином	1	1
578	является для	1	1
579	и могут	1	1
580	в такой	1	1
581	этому что	1	1
582	один и	1	1
583	однако это	1	1
584	после того	1	1
585	о которых	3	1
586	причину этого	1	1
587	том как	1	1
588	и следовательно	3	1
589	для людей	1	1
590	различие между	1	1
591	в себя	2	1
592	это было	4	1
593	его души	1	1
594	он вполне	1	1
595	он сам	1	1
596	на его	4	1
597	при которых	1	1
598	в сторону	2	1
599	в каждой	3	1
600	в чем	1	1
601	в каком	7	1
602	жизни на	1	1
603	нет в	2	1
604	разные стороны	1	1
605	человеком и	1	1
606	свое завершение	1	1
607	что тот	2	1
608	сейчас же	16	1
609	как только	5	1
610	представляется в	1	1
611	могло бы	4	1
612	не сознает	1	1
613	в одной	4	1
614	и отдельные	1	1
615	тем более	1	1
616	за каждое	1	1
617	казалось бы	11	1
618	что они	11	1
619	бы в	7	1
620	не был	1	1
621	старости и	1	1
622	с первого	1	1
623	и смерти	1	1
624	на них	3	1
625	с этим	4	1
626	все они	2	1
627	но этим	1	1
628	нет ничего	1	1
629	и того	2	1
630	и отсюда	3	1
631	даже там	1	1
632	они к	1	1
633	еще и	1	1
634	могли бы	6	1
635	сам он	1	1
636	ни к	1	1
637	с психологической	3	1
638	ни на	3	1
639	совершенно не	11	1
640	не имея	2	1
641	все более	1	1
642	материалом для	1	1
643	человека в	3	1
644	там где	6	1
645	и отчасти	1	1
646	бы и	1	1
647	и ясно	3	1
648	эти тенденции	1	1
649	в уста	3	1
650	на этой	1	1
651	находит свое	2	1
652	не существует	3	1
653	что от	2	1
654	к этой	2	1
655	и других	2	1
656	жизни а	2	1
657	и более	1	1
658	для создания	1	1
659	чтобы найти	1	1
660	знаем о	2	1
661	с конца	1	1
662	не могли	4	1
663	и состоит	1	1
664	да и	4	1
665	бы с	1	1
666	замечательно что	2	1
667	которые могли	1	1
668	отличие от	3	1
669	между собой	2	1
670	под этой	1	1
671	на задний	1	1
672	действия в	2	1
673	выводы и	1	1
674	а просто	1	1
675	видим что	5	1
676	эти последние	1	1
677	в очень	1	1
678	существование и	1	1
679	смерти и	1	1
680	психологической точки	2	1
681	мы уже	7	1
682	других для	1	1
683	это как	2	1
684	совпадает с	1	1
685	в нормальной	1	1
686	другими словами	1	1
687	от этих	3	1
688	эти два	3	1
689	чтобы он	2	1
690	говорить не	1	1
691	человека все	1	1
692	именно потому	4	1
693	но даже	1	1
694	ничто не	1	1
695	мы не	8	1
696	совсем не	3	1
697	не по	1	1
698	и важных	1	1
699	которые и	1	1
700	являются не	1	1
701	героем и	1	1
702	в ней	5	1
703	языку и	1	1
704	обстоит дело	4	1
705	но это	2	1
706	этих трех	1	1
707	как из	3	1
708	а через	1	1
709	взглянуть на	3	1
710	с виду	1	1
711	но совершенно	3	1
712	от прежних	1	1
713	это по	2	1
714	работы к	1	1
715	с помощью	3	1
716	к известной	1	1
717	что касается	4	1
718	когда она	3	1
719	есть то	2	1
720	нужно было	1	1
721	целым рядом	2	1
722	эта мысль	1	1
723	только на	4	1
724	но они	2	1
725	и их	3	1
726	нормального человека	1	1
727	своего отца	1	1
728	речь идет	1	1
729	не были	1	1
730	не приходится	1	1
731	все те	3	1
732	пор не	1	1
733	как она	9	1
734	формой и	3	1
735	в количестве	1	1
736	связь между	2	1
737	вспомним что	1	1
738	согласно этой	1	1
739	из двух	3	1
740	нет никакой	2	1
741	а между	1	1
742	весьма вероятно	1	1
743	с молитвой	1	1
744	иметь в	3	1
745	факт что	8	1
746	по отношению	3	1
747	в учении	3	1
748	учения о	3	1
749	его жизнь	2	1
750	найти его	1	1
751	спрашивать не	1	1
752	и до	4	1
753	это однако	1	1
754	тот единственный	1	1
755	как простой	1	1
756	борющихся друг	1	1
757	ритм которой	1	1
758	и представлениями	1	1
759	душу и	1	1
760	совершенно неправильно	2	1
761	тот факт	6	1
762	из нас	1	1
763	этот вопрос	6	1
764	что когда	2	1
765	при помощи	5	1
766	из общего	1	1
767	к требованиям	1	1
768	ином виде	2	1
769	не представляет	1	1
770	когда мы	10	1
771	идет речь	3	1
772	в глаза	2	1
773	всего что	1	1
774	бы по	3	1
775	как известно	1	1
776	смысла и	1	1
777	очень редких	1	1
778	сила и	1	1
779	и остается	1	1
780	на это	3	1
781	в нашей	5	1
782	было бы	15	1
783	с какими-нибудь	1	1
784	имеем в	1	1
785	непосредственно ни	1	1
786	этих элементов	1	1
787	задний план	1	1
788	являются все	1	1
789	что здесь	3	1
790	приходится начинать	1	1
791	двум различным	1	1
792	особенно ярко	1	1
793	вступают в	1	1
794	и глубоко	1	1
795	в отличие	3	1
796	в одну	1	1
797	без всякого	3	1
798	заметить что	1	1
799	уложить в	1	1
800	одного из	1	1
801	ней и	1	1
802	однако в	1	1
803	в сфере	1	1
804	оно имеет	1	1
805	тем же	3	1
806	в высших	1	1
807	своем целом	1	1
808	по себе	13	1
809	народом в	1	1
810	когда тот	1	1
811	могут быть	8	1
812	он знает	3	1
813	привели к	1	1
814	не можем	8	1
815	о его	1	1
816	душевное состояние	1	1
817	два совершенно	3	1
818	она живет	1	1
819	их с	1	1
820	эти категории	1	1
821	которое мы	3	1
822	но именно	1	1
823	нашли себе	1	1
824	в нашем	3	1
825	с этими	1	1
826	на многие	1	1
827	параллельно с	1	1
828	психологии мы	1	1
829	именно то	5	1
830	на которого	1	1
831	и есть	7	1
832	них как	1	1
833	в понятие	1	1
834	том же	1	1
835	в сознании	2	1
836	же в	3	1
837	необходимо чтобы	2	1
838	что она	10	1
839	он может	3	1
840	такой же	2	1
841	бы быть	1	1
842	происходит в	1	1
843	и прежде	1	1
844	если они	1	1
845	этого слова	1	1
846	до известной	1	1
847	этом процессе	1	1
848	в свой	1	1
849	и его	10	1
850	известной степени	1	1
851	видят в	1	1
852	под именем	1	1
853	а как	3	1
854	и никогда	1	1
855	что даже	3	1
856	даже в	2	1
857	события в	3	1
858	только с	3	1
859	это совершенно	4	1
860	в ту	2	1
861	быть в	1	1
862	на внутреннем	1	1
863	может и	2	1
864	к этим	2	1
865	которого мы	3	1
866	к своей	3	1
867	друг друга	1	1
868	и душа	1	1
869	себя что	1	1
870	с ее	1	1
871	всех этих	3	1
872	и охотно	1	1
873	к ее	1	1
874	материала из	1	1
875	и тот	2	1
876	ними в	1	1
877	но для	1	1
878	и совершенно	8	1
879	дает ему	2	1
880	должны быть	1	1
881	то о	2	1
882	себя в	4	1
883	сделать это	3	1
884	и ее	1	1
885	здесь не	1	1
886	одного и	2	1
887	человека то	1	1
888	последователен он	1	1
889	что жизнь	1	1
890	вовсе и	1	1
891	оценке с	1	1
892	думать что	3	1
893	направлены в	1	1
894	давало ему	1	1
895	ничего не	4	1
896	жизни с	3	1
897	есть не	7	1
898	совершается в	3	1
899	то время	4	1
900	и самый	2	1
901	известен и	1	1
902	чуть ли	1	1
903	искусства не	5	1
904	и во	2	1
905	заставить их	1	1
906	он должен	8	1
907	той же	6	1
908	свое особое	1	1
