N	3gram	Vygotskiy_	Myslijsy
412	на наших глазах	2	1
413	это то же	1	1
414	то есть как	1	1
415	но и не	1	1
416	к поэзии и	1	1
417	как один из	1	1
418	говорит не то	1	1
419	и что это	2	1
420	слова во всяком	1	1
421	конечно не в	1	1
422	эти два понятия	1	1
423	то с другой	1	1
424	и в такой	1	1
425	составляющим ее звукам	1	1
426	если бы она	2	1
427	будет доказано что	1	1
428	и к тому	1	1
429	там где он	1	1
430	прибавим к этому	1	1
431	поэтического произведения его	1	1
432	те же самые	1	1
433	или вернее сказать	1	1
434	но если бы	2	1
435	тогда и в	1	1
436	так как мы	2	1
437	здесь мы имеем	1	1
438	или как говорит	1	1
439	и говорит что	3	1
440	что именно эти	1	1
441	не так как	1	1
442	надо было бы	3	1
443	это все равно	1	1
444	что по мере	1	1
445	если обратить внимание	1	1
446	что в некоторых	1	1
447	будем говорить о	1	1
448	время разговора с	1	1
449	встречаем и в	1	1
450	не имеет никакого	3	1
451	он не нуждается	1	1
452	в языке с	1	1
453	во время разговора	1	1
454	старались показать что	1	1
455	а если так	1	1
456	но совершенно ясно	2	1
457	из которых для	1	1
458	и в самой	1	1
459	представить себе нельзя	1	1
460	допустим что в	1	1
461	обратите внимание на	3	1
462	указание на то	1	1
463	один из его	1	1
464	до какой степени	1	1
465	т п с	1	1
466	и здесь мы	1	1
467	говорит нам о	1	1
468	что в сущности	2	1
469	с другом и	2	1
470	находятся в обратном	1	1
471	мы будем иметь	2	1
472	формы в какой	1	1
473	насколько это возможно	1	1
474	на второй план	1	1
475	чтобы показать что	1	1
476	что чем сильнее	1	1
477	души и что	1	1
478	душевной жизни точно	1	1
479	речь идет о	5	1
480	которых мы говорим	1	1
481	самом деле в	1	1
482	в этом месте	1	1
483	в нем то	1	1
484	в зависимость от	1	1
485	b а с	1	1
486	он не мог	2	1
487	с но и	1	1
488	же как и	1	1
489	тогда не было	1	1
490	на который указывает	1	1
491	приближает его к	1	1
492	дело когда я	1	1
493	этом можно убедиться	1	1
494	ясно что и	1	1
495	представить себе что	1	1
496	всего того что	1	1
497	и в ее	1	1
498	она может быть	1	1
499	и в той	1	1
500	и все же	1	1
501	никогда не может	2	1
502	этот вопрос можно	1	1
503	имеет в виду	1	1
504	привело к тому	1	1
505	из них порознь	1	1
506	и сказать что	1	1
507	это имело бы	1	1
508	потому что они	2	1
509	дело не в	1	1
510	сразу догадаться что	1	1
511	к которым они	1	1
512	уже и в	1	1
513	лишним потому что	1	1
514	в себе больше	1	1
515	и так как	1	1
516	что несмотря на	1	1
517	сводится к тому	1	1
518	было бы сказать	2	1
519	может быть и	1	1
