N	2gram	Tiupa_Disk	SlovoVZh
308	но из	1	1
309	автор? на	1	1
310	должно быть	2	1
311	к одной	1	1
312	нас не	1	1
313	слову в	1	1
314	следует ли	1	1
315	и того	6	1
316	трех говорящего	1	1
317	к интонации	1	1
318	зрения как	1	1
319	каким бы	1	1
320	не знают	2	1
321	в произведении	3	1
322	это открывает	1	1
323	но при	3	1
324	она могла	1	1
325	героя в	6	1
326	особого рода	3	1
327	в свою	3	1
328	в значительной	3	1
329	входит в	2	1
330	случае мы	1	1
331	исторически в	1	1
332	является следствием	1	1
333	и оценкой	1	1
334	сознание и	1	1
335	он как	1	1
336	типичными героями	1	1
337	в основе	11	1
338	и их	1	1
339	не должно	2	1
340	и иных	1	1
341	в другом	5	1
342	словесного творчества	1	1
343	тому как	5	1
344	несмотря на	1	1
345	но эти	1	1
346	на что	1	1
347	в лирическую	1	1
348	хоровой поддержке	1	1
349	организующим центром	1	1
350	в теории	1	1
351	на протяжении	2	1
352	к общему	1	1
353	для всего	1	1
354	что это	1	1
355	при разработке	1	1
356	в противном	1	1
357	хотя и	3	1
358	только его	1	1
359	этом отношении	4	1
360	это уже	1	1
361	о чем	4	1
362	мы должны	1	1
363	в ее	4	1
364	это по	1	1
365	и тем	2	1
366	и т.п	18	1
367	форму художественного	1	1
368	свое высказывание	1	1
369	сам по	1	1
370	не требует	3	1
371	можно определить	2	1
372	и во-вторых	1	1
373	в частности	18	1
374	говорит о	1	1
375	нашего времени	2	1
376	в изучении	1	1
377	не как	5	1
378	аналогии с	2	1
379	однако эта	1	1
380	со всей	1	1
381	и вся	1	1
382	совпадают с	2	1
383	в слово	1	1
384	за ее	1	1
385	должны быть	3	1
386	в качестве	45	1
387	или иных	1	1
388	всех других	1	1
389	не хочет	1	1
390	этом слово	1	1
391	и точность	2	1
392	в науке	2	1
393	ком или	1	1
394	в одном	5	1
395	в области	3	1
396	одно из	4	1
397	что каждый	1	1
398	частности в	2	1
399	вещами и	1	1
400	и делает	1	1
401	быть ни	1	1
402	событие оно	1	1
403	однако он	1	1
404	взаимодействия трех	1	1
405	высказывания в	7	1
406	в результате	3	1
407	и это	3	1
408	позицию в	1	1
409	этом направлении	1	1
410	как нечто	2	1
411	сводится к	7	1
412	для них	1	1
413	в игру	1	1
414	своем значении	2	1
415	и создает	1	1
416	не бывает	1	1
417	значительной степени	3	1
418	по мере	2	1
419	в поэтике	1	1
420	этом смысле	1	1
421	с ней	3	1
422	подобно тому	4	1
423	том и	1	1
424	природу и	1	1
425	далеко не	10	1
426	только то	2	1
427	слова не	3	1
428	в современной	2	1
429	не вполне	1	1
430	свою уверенность	1	1
431	чем не	3	1
432	не на	3	1
433	в истории	5	1
434	не могут	2	1
435	соответствующей ему	1	1
436	по мнению	1	1
437	же время	9	1
438	не существует	1	1
439	при помощи	1	1
440	в виде	1	1
441	из одного	1	1
442	о литературе	2	1
443	к которой	1	1
444	уверенность в	1	1
445	там же	3	1
446	в обоих	1	1
447	чем говорят	1	1
448	входят в	1	1
449	здесь имеет	1	1
450	отметить что	1	1
451	отношения между	1	1
452	этом основании	1	1
453	самого начала	2	1
454	в большинстве	3	1
455	свою очередь	3	1
456	всей его	2	1
457	в конечном	2	1
458	не совпадают	1	1
459	не стремится	1	1
460	смысл высказывания	1	1
461	произведение не	1	1
462	предполагает в	1	1
463	не было	9	1
464	когда мы	1	1
465	связи с	4	1
466	не совпадает	1	1
467	как ощущает	1	1
468	похожее на	1	1
469	автора с	1	1
470	каждая вещь	1	1
471	сами по	2	1
472	читателя и	1	1
473	возникает из	1	1
474	более или	2	1
475	он имеет	1	1
476	все то	1	1
477	рассматривать как	2	1
478	высказывание от	1	1
479	что является	1	1
480	с ее	3	1
481	было бы	1	1
482	не знает	4	1
483	не событиям	1	1
484	целого которое	1	1
485	к тому	6	1
486	характеристики и	1	1
487	к некоторому	1	1
488	может претендовать	3	1
489	из двух	5	1
490	и различные	1	1
491	наблюдений над	1	1
492	с таким	1	1
493	в организации	2	1
494	что здесь	1	1
495	равно как	1	1
496	героя с	1	1
497	и глубоко	1	1
498	произведения в	1	1
499	и мы	1	1
500	произведения при	1	1
501	на передний	2	1
502	все моменты	1	1
503	как мы	2	1
504	что она	1	1
505	автором как	1	1
506	по аналогии	2	1
507	бытия и	1	1
508	и о	4	1
509	на который	1	1
510	и тому	1	1
511	других участников	1	1
512	утрачивает свое	1	1
513	как его	2	1
514	и вне	2	1
515	или о	2	1
516	тем же	1	1
517	от всего	1	1
518	он вдруг	1	1
519	наряду с	1	1
520	но есть	1	1
521	и во	2	1
522	именно в	5	1
523	передний план	2	1
524	процессе творческого	1	1
525	тем кто	2	1
526	конечном счете	2	1
527	которое было	2	1
528	к другим	3	1
529	в таком	1	1
530	но прежде	1	1
531	из трех	1	1
532	и соответствующей	2	1
533	формы для	1	1
534	следующим образом	1	1
535	творец и	1	1
536	например в	4	1
537	к которому	2	1
538	может получить	1	1
539	обойтись без	1	1
540	имеем дело	3	1
541	характер и	3	1
542	слово не	2	1
543	и без	2	1
544	вразрез с	1	1
545	в определенную	1	1
546	отношения в	1	1
547	как о	1	1
548	то она	2	1
549	себе не	4	1
550	анализа в	1	1
551	столь же	6	1
552	том же	1	1
553	слово здесь	1	1
554	непосредственно и	1	1
555	при более	1	1
556	этих форм	1	1
557	своего героя	1	1
558	есть в	3	1
559	же как	1	1
560	или даже	2	1
561	из его	1	1
562	момент в	3	1
563	направленность на	2	1
564	науке о	2	1
565	и прежде	2	1
566	ей в	2	1
567	на высказывание	1	1
568	в слове	1	1
569	живет и	1	1
570	как будто	3	1
571	в различные	1	1
572	жизни в	4	1
573	это прежде	3	1
574	противном случае	1	1
575	говорящего автора	1	1
576	но если	1	1
577	слушателя к	1	1
578	они не	2	1
579	стиль высказывания	1	1
580	в словах	1	1
581	при таком	1	1
582	человека для	1	1
583	на себя	2	1
584	от его	1	1
585	тех или	1	1
586	на ранних	2	1
587	и только	1	1
588	определить как	2	1
589	говорят героя	1	1
590	были не	1	1
591	по своей	15	1
592	события ни	1	1
593	три момента	1	1
594	и художественного	1	1
595	художественное восприятие	1	1
596	или иного	2	1
597	может и	4	1
598	отрешиться от	1	1
599	событием и	2	1
600	и оно	1	1
601	случае по	1	1
602	здесь же	1	1
603	друг друга	2	1
604	но уже	3	1
605	и относительно	2	1
606	себе как	1	1
607	для этого	1	1
608	себе и	1	1
609	в особом	2	1
610	искусства в	1	1
611	интонации и	3	1
612	в смысле	1	1
613	не всегда	2	1
614	на их	1	1
615	слов и	1	1
616	установку на	2	1
617	чтобы не	2	1
618	из жизненного	1	1
619	не нужно	2	1
620	в одной	4	1
621	в целом	5	1
622	культуры в	1	1
623	себя в	8	1
624	крайней мере	3	1
625	для правильного	1	1
626	это бывает	1	1
627	или менее	2	1
628	вовсе не	1	1
629	с соответствующими	1	1
630	общения этот	1	1
631	социальной ситуации	1	1
632	русской литературе	2	1
633	высказывания это	1	1
634	одному и	1	1
635	не то	2	1
636	я и	3	1
637	тем более	1	1
638	по крайней	3	1
639	обращение к	2	1
640	что до	1	1
641	мы видели	1	1
642	перед нами	4	1
643	включает в	1	1
644	конкретное высказывание	1	1
645	и другого	2	1
646	бы это	2	1
647	не имеющих	1	1
648	всяком случае	2	1
649	лицо и	2	1
650	того о	1	1
651	героя никогда	1	1
652	не входят	1	1
653	которые в	1	1
654	на них	1	1
