N	3gram	Bakhtin_sl	Freidism
205	но именно в	1	1
206	всяком случае не	1	1
207	и не могут	2	1
208	и др и	2	1
209	нужно сказать что	1	1
210	строится в направлении	1	1
211	на своем месте	1	1
212	чем шире и	1	1
213	в маленьком масштабе	1	1
214	в каком направлении	1	1
215	что как раз	1	1
216	всех его многообразных	2	1
217	но все же	1	1
218	в нем и	1	1
219	и в нем	1	1
220	как в отношении	1	1
221	нас в руках	1	1
222	только с помощью	1	1
223	как бы ни	2	1
224	и глубокое выражение	1	1
225	могут быть сведены	1	1
226	мы имеем в	1	1
227	точки зрения на	4	1
228	или во всяком	2	1
229	в контексте нашего	1	1
230	в узких пределах	1	1
231	пробным камнем для	1	1
232	конечно и в	2	1
233	между тем как	1	1
234	как уже сказано	2	1
235	в основе их	2	1
236	даже и не	1	1
237	связанная с ним	1	1
238	и нет ничего	1	1
239	до конца и	3	1
240	и следовательно в	2	1
241	во всех сферах	4	1
242	можно было бы	2	1
243	на всех своих	1	1
244	зрения оценок и	1	1
245	свой смысл и	1	1
246	и только ими	1	1
247	потому что по	1	1
248	среда в которой	1	1
249	и потому не	1	1
250	мы уже сказали	3	1
251	на нескольких примерах	1	1
252	несколько слов о	2	1
253	шире и глубже	1	1
254	это было бы	1	1
