N	2gram	Bakhtin_sl	VLabPisa
211	точки зрения	24	3
212	жизни и	5	3
213	что говорит	1	3
214	и по	3	3
215	толстого в	1	3
216	как целого	1	3
217	всех этих	8	3
218	сознание художника	1	3
219	мы видели	3	3
220	мы наблюдаем	2	2
221	в особенности	10	2
222	этом и	1	2
223	к сожалению	1	2
224	же о	1	2
225	отметить что	3	2
226	представить себе	1	2
227	труда и	1	2
228	только не	2	2
229	у каждого	2	2
230	как особый	2	2
231	все его	4	2
232	от его	4	2
233	они не	3	2
234	достоевского и	1	2
235	на язык	2	2
236	должно быть	3	2
237	того как	2	2
238	ее как	1	2
239	с одной	7	2
240	том числе	1	2
241	должна быть	3	2
242	тогда когда	2	2
243	смысле слова	2	2
244	идеологического творчества	3	2
245	с нею	1	2
246	говорить о	2	2
247	да и	2	2
248	хотя и	4	2
249	подчеркнуть что	2	2
250	связанное с	1	2
251	о чем	1	2
252	что при	1	2
253	в большей	3	2
254	не приходится	2	2
255	что такое	1	2
256	а затем	1	2
257	как у	2	2
258	и через	1	2
259	из своих	2	2
260	для них	2	2
261	не столько	4	2
262	с другими	8	2
263	его от	2	2
264	по себе	4	2
265	частности в	1	2
266	об образе	1	2
267	процессе своего	1	2
268	единого и	5	2
269	но с	1	2
270	и даже	11	2
271	и непосредственно	6	2
272	этой точки	1	2
273	и наконец	9	2
274	этого рода	1	2
275	и слова	6	2
276	в которой	4	2
277	такое понимание	2	2
278	не о	1	2
279	и некоторые	1	2
280	до полного	1	2
281	что его	1	2
282	всех его	9	2
283	тургенева и	1	2
284	и социальные	1	2
285	что она	1	2
286	но не	7	2
287	в ней	7	2
288	включен в	2	2
289	точном смысле	1	2
290	в жизни	1	2
291	эти явления	2	2
292	в последнем	1	2
293	к его	1	2
294	же как	2	2
295	между прочим	1	2
296	что мы	1	2
297	слова не	5	2
298	на этом	4	2
299	противном случае	1	2
300	что действие	1	2
301	не менее	4	2
302	так сказать	11	2
303	только для	1	2
304	бы не	1	2
305	остановимся на	2	2
306	может не	9	2
307	отличается от	3	2
308	на то	2	2
309	у пушкина	1	2
310	в точном	1	2
311	которая не	3	2
312	в чем	2	2
313	числе и	1	2
314	например у	3	2
315	сих пор	4	2
316	и отдельные	1	2
317	от различных	1	2
318	легко и	1	2
319	от них	1	2
320	еще не	9	2
321	все они	9	2
322	иметь в	1	2
323	в каждом	5	2
324	во всяком	9	2
325	и потому	9	2
326	как пародия	1	2
327	того или	2	2
328	до сих	4	2
329	человека в	5	2
330	которые обычно	1	2
331	а как	3	2
332	до нас	1	2
333	от характера	1	2
334	в самых	2	2
335	и социальной	2	2
336	лица и	1	2
337	много и	1	2
338	в течение	1	2
339	всяком случае	7	2
340	одной стороны	7	2
341	также и	5	2
342	ту же	5	2
343	в другом	4	2
344	не всегда	1	2
345	по крайней	1	2
346	могут не	2	2
347	явления в	1	2
348	из себя	3	2
349	формы и	3	2
350	в образах	1	2
351	и может	4	2
352	лишь в	6	2
353	связана с	2	2
354	в системе	2	2
355	не с	5	2
356	над романом	1	2
357	в различных	1	2
358	о своем	1	2
359	можно было	2	2
360	часто не	1	2
361	единстве целого	1	2
362	даже не	1	2
363	стороны и	3	2
364	и сам	4	2
365	показывает как	1	2
366	от того	1	2
367	образом даже	1	2
368	как например	1	2
369	как известно	1	2
370	сюжетов и	1	2
371	на это	1	2
372	и формы	4	2
373	он и	1	2
374	к ним	2	2
375	других видов	1	2
376	он в	6	2
377	его художественного	1	2
378	в сфере	2	2
379	и никогда	1	2
380	заключается в	1	2
381	которые в	4	2
382	и у	2	2
383	в известной	3	2
384	произведения не	2	2
385	вне его	4	2
386	одной из	4	2
387	на него	1	2
388	он не	5	2
389	во всей	1	2
390	или иной	13	2
391	в общем	1	2
392	он может	3	2
393	и непосредственного	1	2
394	если они	1	2
395	он сам	1	2
396	пародия на	1	2
397	автора как	1	2
398	в области	1	2
399	в противном	1	2
400	только с	3	2
401	у них	2	2
402	меньшей степени	4	2
403	чтобы не	1	2
404	и для	7	2
405	только о	2	2
406	крайней мере	1	2
407	ни с	1	2
408	но в	13	2
409	что так	1	2
410	в той	13	1
411	с которой	1	1
412	автора а	1	1
413	то в	2	1
414	на почве	6	1
415	его собственного	1	1
416	в социальном	2	1
417	от него	5	1
418	именно к	3	1
419	степень его	1	1
420	однако и	2	1
421	к действительности	1	1
422	и другие	3	1
423	к общему	1	1
424	этом случае	4	1
425	является в	1	1
426	прямо и	4	1
427	смерть и	1	1
428	могут иметь	1	1
429	и то	2	1
430	а потому	1	1
431	форм и	3	1
432	или наоборот	1	1
433	ни в	4	1
434	и автор	1	1
435	эти высказывания	1	1
436	мы видим	2	1
437	но на	1	1
438	в более	2	1
439	можно говорить	2	1
440	связано с	3	1
441	сводится именно	2	1
442	таков первый	1	1
443	мы и	2	1
444	органически связано	1	1
445	этого в	1	1
446	таковы например	1	1
447	те или	4	1
448	на протяжении	3	1
449	в формировании	1	1
450	вне себя	5	1
451	мышления и	6	1
452	законченное выражение	1	1
453	гораздо сложнее	1	1
454	смотреть на	1	1
455	со всем	1	1
456	данном случае	3	1
457	и художественную	1	1
458	не меньшим	1	1
459	то есть	46	1
460	и свою	1	1
461	по замыслу	2	1
462	в действии	1	1
463	рассказ о	1	1
464	которые не	1	1
465	в поэзии	4	1
466	или только	1	1
467	переходит в	3	1
468	время и	3	1
469	своего собственного	1	1
470	сознания могут	1	1
471	о значении	1	1
472	поэтому в	1	1
473	он только	1	1
474	мы не	4	1
475	и стиль	2	1
476	как один	1	1
477	в состоянии	1	1
478	с этой	3	1
479	с очень	1	1
480	этой способности	2	1
481	дело с	4	1
482	с доктором	1	1
483	еще более	7	1
484	в применении	1	1
485	своей социальной	1	1
486	есть для	2	1
487	несмотря на	2	1
488	буквально может	1	1
489	и дает	1	1
490	быть отнесены	1	1
491	есть его	1	1
492	освободиться от	1	1
493	образ а	1	1
494	которых он	1	1
495	к необходимости	1	1
496	хотя может	1	1
497	или с	1	1
498	слов в	2	1
499	среда в	1	1
500	в определенном	1	1
501	значит не	1	1
502	обычно не	1	1
503	наблюдения над	2	1
504	с ним	12	1
505	романа в	5	1
506	кроме того	6	1
507	неизбежно приводит	1	1
508	две основные	1	1
509	др но	1	1
510	отсюда следует	1	1
511	о нем	6	1
512	не как	4	1
513	форму в	1	1
514	аналогии с	1	1
515	проникновения в	1	1
516	в меньшей	1	1
517	социальную жизнь	1	1
518	для нас	7	1
519	п все	1	1
520	и свой	2	1
521	от общего	1	1
522	науке и	1	1
523	относительно и	1	1
524	с каждым	1	1
525	то прежде	1	1
526	он совершенно	1	1
527	они в	2	1
528	или иную	1	1
529	богатство и	1	1
530	но что	1	1
531	из форм	1	1
532	чем он	2	1
533	именно эти	1	1
534	на высоту	1	1
535	и создает	2	1
536	исторического развития	2	1
537	п это	1	1
538	в этих	8	1
539	в русском	1	1
540	и напряженной	1	1
541	однако при	1	1
542	быть сведены	1	1
543	и смысл	1	1
544	всей ее	1	1
545	в ином	1	1
546	сказал бы	1	1
547	и эти	2	1
548	в рамки	4	1
549	бы сами	1	1
550	в виде	4	1
551	связанная с	2	1
552	из видов	1	1
553	исторического романа	2	1
554	но некоторые	1	1
555	затем у	1	1
556	в таких	1	1
557	так или	1	1
558	правильного понимания	1	1
559	этого процесса	1	1
560	сами по	1	1
561	в общественной	1	1
562	материал для	1	1
563	в духе	3	1
564	говорим о	1	1
565	все то	2	1
566	но он	4	1
567	в несколько	1	1
568	но все	2	1
569	еще раз	3	1
570	конкретность как	1	1
571	говорят в	1	1
572	герои не	1	1
573	сознания на	1	1
574	этого не	1	1
575	в свои	1	1
576	выделить элементы	1	1
577	или иначе	2	1
578	психологии а	1	1
579	без остатка	1	1
580	а также	5	1
581	не обязательно	1	1
582	момент познания	1	1
583	жизнь в	2	1
584	смысла и	6	1
585	по их	1	1
586	и художественном	1	1
587	даже на	1	1
588	мы говорим	1	1
589	жанров но	1	1
590	ему самому	1	1
591	вступает с	1	1
592	и все	9	1
593	по аналогии	1	1
594	они могут	7	1
595	роль а	1	1
596	целый ряд	2	1
597	вот основные	1	1
598	зрения на	9	1
599	с теми	1	1
600	тем что	1	1
601	и строится	1	1
602	как сказал	1	1
603	произведения так	2	1
604	непосредственно как	1	1
605	последнем счете	1	1
606	и непосредственное	2	1
607	то время	2	1
608	поставлена во	1	1
609	в таком	5	1
610	и стихи	1	1
611	и качеств	1	1
612	если он	1	1
613	только два	2	1
614	сама по	2	1
615	между этими	3	1
616	в последних	1	1
617	в стороне	1	1
618	слова на	3	1
619	относятся к	1	1
620	бы быть	2	1
621	друг другу	2	1
622	язык данного	1	1
623	и без	1	1
624	в нормальном	1	1
625	в какой	2	1
626	с жизнью	1	1
627	работы в	1	1
628	кстати сказать	1	1
629	их автора	1	1
630	в устах	1	1
631	и слове	2	1
632	в в	1	1
633	как не	1	1
634	время как	2	1
635	что по	1	1
636	может только	1	1
637	а именно	2	1
638	или даже	5	1
639	всем своем	1	1
640	одновременно и	5	1
641	и так	1	1
642	состоит из	1	1
643	быть включен	1	1
644	ними не	1	1
645	на эту	1	1
646	сил в	3	1
647	как в	18	1
648	обязательно должен	1	1
649	еще дальше	1	1
650	говорят о	1	1
651	а иногда	3	1
652	перейти к	1	1
653	образе в	1	1
654	на одном	1	1
655	по своему	2	1
656	них и	3	1
657	себя и	2	1
658	зрения и	4	1
659	но у	1	1
660	между собой	3	1
661	в свете	3	1
662	о котором	1	1
663	это было	2	1
664	лежит в	5	1
665	прозаический план	1	1
666	связанный с	1	1
667	с большей	1	1
668	речь идет	1	1
669	в известном	2	1
670	в плоскости	1	1
671	знает что	1	1
672	и это	1	1
673	а только	1	1
674	в каком	1	1
675	на своем	5	1
676	не его	2	1
677	очень важную	1	1
678	или отношение	1	1
679	авантюрного романа	1	1
680	на себе	2	1
681	др и	2	1
682	и жанров	3	1
683	на другом	1	1
684	имеют громадное	1	1
685	героя и	5	1
686	как социальный	1	1
687	очень разнообразны	1	1
688	обращение к	1	1
689	слова к	4	1
690	не все	2	1
691	соотношения между	1	1
692	произведения которое	1	1
693	весь роман	1	1
694	своих слов	1	1
695	что часто	1	1
696	говорил на	1	1
697	для правильного	1	1
698	моменты в	2	1
699	той или	13	1
700	чтобы понять	1	1
701	частей и	1	1
702	жизнь и	1	1
703	различиях в	1	1
704	этих формах	3	1
705	но этим	1	1
706	сказал и	1	1
707	нет ничего	1	1
708	как основные	1	1
709	поскольку она	1	1
710	случае является	1	1
711	при определенных	1	1
712	социальных групп	3	1
713	его и	5	1
714	совершенно не	2	1
715	может иметь	3	1
716	содержание их	1	1
717	в прозе	1	1
718	на этой	1	1
719	находит свое	1	1
720	а с	2	1
721	в данном	5	1
722	всю его	2	1
723	ему принадлежит	1	1
724	от других	2	1
725	в основе	8	1
726	силы и	1	1
727	виду не	1	1
728	сама работа	1	1
729	тем более	1	1
730	следует говорить	1	1
731	слова все	5	1
732	оно в	1	1
733	почти с	1	1
734	было предложено	1	1
735	этой почве	1	1
736	как целое	1	1
737	и образа	1	1
738	видим что	1	1
739	тех же	1	1
740	применении к	1	1
741	быть при	1	1
742	эти идеи	1	1
743	поэзии и	4	1
744	или целиком	2	1
745	очень часто	1	1
746	в лучшем	3	1
747	со всех	1	1
748	он был	1	1
749	п эти	2	1
750	собой в	1	1
751	образа до	1	1
752	есть в	1	1
753	жанрах например	1	1
754	конечно не	7	1
755	с новыми	1	1
756	что самое	1	1
757	может идти	1	1
758	может ограничиться	1	1
759	входит в	8	1
760	нам в	1	1
761	наконец в	5	1
762	единства в	1	1
763	в нескольких	1	1
764	уже в	2	1
765	не дает	1	1
766	очень близко	1	1
767	почти исключительно	1	1
768	лежат в	1	1
769	и дети	1	1
770	имеет свой	2	1
771	сложности и	1	1
772	создает новые	1	1
773	случае она	1	1
774	и оттенков	1	1
775	остаются вне	1	1
776	его исторической	1	1
777	в борьбу	2	1
778	отцы и	1	1
779	характерны для	1	1
780	под понятие	1	1
781	и композиционно	2	1
782	вся игра	1	1
783	друг друга	3	1
784	различных его	1	1
785	потому что	2	1
786	в свою	4	1
787	сознания в	2	1
788	и тем	3	1
789	слова и	21	1
790	быть и	6	1
791	наиболее полно	1	1
792	от всех	1	1
793	богатой и	1	1
794	в него	9	1
795	понимает и	2	1
796	оно и	4	1
797	произведения от	1	1
798	только один	1	1
799	то все	1	1
800	между всеми	1	1
801	всеми этими	1	1
802	не могло	3	1
803	но она	2	1
804	со стороны	1	1
805	только на	3	1
806	если же	1	1
807	выйти за	1	1
808	или иных	1	1
809	или иные	4	1
810	процессе этого	1	1
811	для этого	4	1
812	одно и	3	1
813	может служить	1	1
814	на его	9	1
815	и ему	1	1
816	и если	1	1
817	есть и	1	1
818	процессе творчества	1	1
819	пор не	2	1
820	и что	2	1
821	и определяет	1	1
822	дело не	2	1
823	за пределы	6	1
824	а между	2	1
825	наконец некоторые	1	1
826	но только	1	1
827	этого факта	1	1
828	и реплика	1	1
829	в начале	1	1
830	еще в	1	1
831	слова с	3	1
832	осознания своего	1	1
833	часто в	1	1
834	в истории	6	1
835	как оно	3	1
836	это необходимо	1	1
837	типы и	1	1
838	романа и	8	1
839	как фактора	1	1
840	конечно нет	1	1
841	глубину и	1	1
842	борьбы и	1	1
843	полное и	2	1
844	оказывается перед	1	1
845	себя от	2	1
846	своих персонажей	1	1
847	то или	1	1
848	или как	4	1
849	самого начала	1	1
850	каждый из	1	1
851	и речи	4	1
852	в новое	4	1
853	свою очередь	3	1
854	или иное	1	1
855	и движение	1	1
856	это его	1	1
857	какой мере	1	1
858	и сюжеты	1	1
859	связанных с	4	1
860	однако такая	1	1
861	перед необходимостью	1	1
862	осознания уже	1	1
863	и чужое	1	1
864	почти каждый	1	1
865	различной степени	1	1
866	в словесной	1	1
867	личности и	1	1
868	и той	2	1
869	проблемы в	1	1
870	дело и	2	1
871	имеем в	1	1
872	сил эти	1	1
873	художественном образе	2	1
874	единство и	4	1
875	ни одной	1	1
876	и еще	1	1
877	сливается в	1	1
878	отношение к	8	1
879	ориентация слова	4	1
880	и связанное	1	1
881	предмета до	1	1
882	как мы	15	1
883	входит как	1	1
884	всего может	1	1
885	же не	1	1
886	к ней	2	1
887	которые его	1	1
888	и истолкования	2	1
889	однако отметить	1	1
890	к изучению	1	1
891	но по	2	1
892	что всякий	1	1
893	основное содержание	2	1
894	в понимании	3	1
895	воспроизводятся в	1	1
896	автор не	4	1
897	и борьба	2	1
898	в систему	1	1
899	говорить только	1	1
900	бы его	2	1
901	индивидуальный характер	1	1
902	и во	3	1
903	особенностей и	1	1
904	выражения в	1	1
905	приводят к	1	1
906	внутренней логикой	2	1
907	и чисто	5	1
908	не бессознательно	1	1
909	всех сторон	1	1
910	новое время	2	1
911	лишь о	1	1
912	громадное значение	2	1
913	анализа и	1	1
914	быть в	1	1
915	предмета в	2	1
916	что может	1	1
917	сущности и	2	1
918	находится в	1	1
919	уже не	5	1
920	за его	2	1
921	не значит	2	1
922	в действительной	1	1
923	своих произведений	1	1
924	слова в	19	1
925	или иного	2	1
926	материал в	2	1
927	человека это	1	1
928	на этот	1	1
929	жизнью и	1	1
930	как увидим	2	1
931	персонажа а	1	1
932	от творческой	1	1
933	способности и	1	1
934	героев это	1	1
935	и других	5	1
936	творческой работы	1	1
937	чаще всего	1	1
938	варьируются в	1	1
939	здесь не	6	1
940	этот последний	1	1
941	разных социальных	1	1
942	себя до	1	1
943	тем это	1	1
944	достаточно напомнить	1	1
945	оно может	3	1
946	придать ему	1	1
947	каком направлении	1	1
948	тех или	1	1
949	романа или	1	1
950	его роль	1	1
951	и следует	3	1
952	этими двумя	1	1
953	литературное произведение	1	1
954	о романе	1	1
955	речи о	1	1
956	но это	3	1
957	самого автора	4	1
958	эти формы	5	1
959	с ее	6	1
960	не имеющих	1	1
961	из него	4	1
962	лишь те	1	1
963	к полному	1	1
964	именно это	1	1
965	в едином	2	1
966	которой мы	1	1
967	несводимо к	1	1
968	в самой	1	1
969	не был	2	1
970	его стихи	1	1
971	и словесного	1	1
972	становится в	1	1
973	и объединением	1	1
974	каждого из	1	1
975	и ни	1	1
976	оно входит	2	1
977	обычно же	1	1
978	и особенно	2	1
979	он должен	1	1
980	создан пушкиным	1	1
981	характерно что	3	1
982	таких же	1	1
983	лишь его	1	1
984	образом на	2	1
985	но было	1	1
986	мира в	2	1
987	не к	1	1
988	и самый	2	1
989	приходится однако	1	1
990	его можно	1	1
