N	2gram	Vygotskiy_	Poddanst
140	думать что	3	2
141	отнюдь не	2	2
142	с с	2	2
143	с о	1	2
144	со стороны	4	2
145	да и	1	2
146	исключительно в	1	2
147	в эту	2	2
148	из них	10	2
149	есть не	2	2
150	весьма мало	1	2
151	тем более	2	2
152	есть в	3	2
153	что из	1	2
154	не к	5	2
155	бы ни	1	2
156	и везде	1	1
157	чем к	1	1
158	этих двух	1	1
159	были бы	5	1
160	представить себе	2	1
161	нет ничего	1	1
162	как к	6	1
163	на россию	1	1
164	во всяком	6	1
165	тем в	3	1
166	могли бы	6	1
167	ни к	1	1
168	не есть	1	1
169	находятся в	2	1
170	и то	10	1
171	но как	3	1
172	бы и	2	1
173	чтобы это	1	1
174	момент когда	1	1
175	мы можем	12	1
176	и эти	2	1
177	на этой	1	1
178	каково же	1	1
179	мы видим	15	1
180	а с	4	1
181	в данном	5	1
182	два разных	1	1
183	что от	1	1
184	только к	1	1
185	с его	2	1
186	за то	1	1
187	что оно	5	1
188	и злая	1	1
189	имеют в	1	1
190	и более	4	1
191	те же	2	1
192	вместе с	10	1
193	и здесь	9	1
194	скажем прямо	1	1
195	план в	1	1
196	до тех	2	1
197	и на	7	1
198	уяснить себе	2	1
199	отличие от	1	1
200	в самом	41	1
201	имеет два	1	1
202	сказывается не	1	1
203	и очень	3	1
204	сделать то	1	1
205	значение если	1	1
206	он пришел	1	1
207	почти невозможно	1	1
208	они не	2	1
209	в восприятии	1	1
210	является и	1	1
211	может не	1	1
212	она должна	3	1
213	нужно с	1	1
214	воздух и	2	1
215	в момент	1	1
216	это в	3	1
217	напряжением и	1	1
218	только что	10	1
219	поскольку они	1	1
220	таковые как	1	1
221	действие которое	3	1
222	мысль и	1	1
223	гласит что	1	1
224	этого сделать	1	1
225	и главное	1	1
226	вероятно что	1	1
227	бы она	2	1
228	к этой	3	1
229	исходить из	1	1
230	действие в	1	1
231	государства в	1	1
232	с и	6	1
233	и глубины	1	1
234	и который	2	1
235	очень далеко	1	1
236	построена как	1	1
237	она не	10	1
238	уже в	1	1
239	каждого слова	1	1
240	должна быть	5	1
241	пор пока	2	1
242	чем то	1	1
243	наших глазах	2	1
244	более или	1	1
245	применении к	1	1
246	связана с	1	1
247	только как	2	1
248	не верить	1	1
249	того чтобы	21	1
250	и конца	1	1
251	мы знаем	3	1
252	она всегда	1	1
253	в применении	1	1
254	на основе	1	1
255	новую и	1	1
256	ее место	1	1
257	и всегда	2	1
258	представляет собой	3	1
259	в отдельности	2	1
260	как известно	2	1
261	из всех	3	1
262	который конечно	1	1
263	формы в	2	1
264	этом противоположении	1	1
265	в определенном	1	1
266	что это	19	1
267	не более	3	1
268	к первой	2	1
269	области поэзии	2	1
270	отдельные черты	1	1
271	одно и	4	1
272	ни на	1	1
273	за последние	1	1
274	которых не	1	1
275	которой в	1	1
276	думается что	1	1
277	вот как	2	1
278	что при	5	1
279	два основных	1	1
280	есть как	2	1
281	и уже	5	1
282	мысли и	2	1
283	виде какой	1	1
284	победы в	1	1
285	с которой	1	1
286	из тех	1	1
287	все основные	1	1
288	должна была	1	1
289	из этих	6	1
290	и смысла	1	1
291	что если	6	1
292	что с	4	1
293	что то	1	1
294	как таковые	1	1
295	именно на	3	1
296	не как	1	1
297	и другие	3	1
298	только один	2	1
299	что дело	1	1
300	а затем	1	1
301	от этой	2	1
302	и вся	2	1
303	что уже	1	1
304	мы все	6	1
305	только на	3	1
306	где он	3	1
307	не с	2	1
308	обе эти	1	1
309	что эта	8	1
310	всего мы	1	1
311	может оказаться	1	1
312	одна сторона	1	1
313	например с	1	1
314	не об	1	1
315	в других	1	1
316	и при	1	1
317	и что	29	1
318	и живое	1	1
319	не могла	2	1
320	вопроса и	1	1
321	на основании	2	1
322	что и	7	1
323	к смерти	2	1
324	долго на	1	1
325	в трех	1	1
326	тем и	2	1
327	мы хотим	4	1
328	или его	3	1
329	другой стороны	5	1
330	раскрывается в	1	1
331	выйдет из	1	1
332	как автор	2	1
333	как ни	1	1
334	нет никакого	2	1
335	бы что	2	1
336	выражается в	1	1
337	далеко не	3	1
338	только то	3	1
339	составляющих ее	1	1
340	в этих	3	1
341	не вполне	1	1
342	что все	10	1
343	в истории	3	1
344	одинаковое значение	1	1
345	в историческом	1	1
346	так же	12	1
347	она находится	1	1
348	также и	1	1
349	как она	8	1
350	его в	5	1
351	это имеет	2	1
352	знаем что	4	1
353	наоборот на	1	1
354	тем больше	2	1
355	над ним	2	1
356	каждый из	3	1
357	литературы и	1	1
358	и наоборот	1	1
359	который не	7	1
360	все же	10	1
361	что составляет	1	1
362	и притом	1	1
363	россию и	1	1
364	идет речь	1	1
365	нигде в	1	1
366	как таковую	1	1
367	теми же	1	1
368	ничего более	2	1
369	что его	3	1
370	в результате	3	1
371	так было	1	1
372	и слова	1	1
373	в которой	8	1
374	от тех	1	1
375	должен быть	4	1
376	в этой	20	1
377	тем при	1	1
378	к ним	3	1
379	именно здесь	1	1
380	и еще	2	1
381	из нее	3	1
382	может рассчитывать	1	1
383	что по	3	1
384	в отличие	1	1
385	и где	2	1
386	по преимуществу	2	1
387	может отличаться	1	1
388	и которая	4	1
389	на нее	1	1
390	и разрешается	1	1
391	себя в	1	1
392	из двух	4	1
393	исторической действительности	2	1
394	а никак	1	1
395	оно есть	2	1
396	на две	3	1
397	ней и	2	1
398	видим в	2	1
399	том виде	2	1
400	же как	3	1
401	бы как	1	1
402	какой угодно	1	1
403	на себя	1	1
404	она может	4	1
405	в естественных	1	1
406	что не	5	1
407	если мы	19	1
408	иначе как	3	1
409	тем же	1	1
410	они составляют	1	1
411	но для	1	1
412	почти исключительно	1	1
413	в каком	8	1
414	и ясный	1	1
415	положительно утверждать	1	1
416	заключен в	1	1
417	кульминационный пункт	2	1
418	свои собственные	1	1
419	могут стать	1	1
420	или хотя	1	1
421	чувство и	1	1
422	если он	5	1
423	происходит и	1	1
424	с окружающей	1	1
425	тогда когда	2	1
426	и другим	1	1
427	бы оно	1	1
428	представляют собой	3	1
429	самом точном	1	1
430	в какой	8	1
431	которую оно	1	1
432	ясно что	11	1
433	место в	6	1
434	как и	12	1
435	и силы	1	1
436	с которым	2	1
437	во времена	1	1
438	следует понимать	3	1
439	мы отнюдь	1	1
440	в собственном	1	1
441	от первой	1	1
442	по одному	2	1
443	и именно	1	1
444	мире в	2	1
445	из чего	1	1
446	первой половине	3	1
447	в сборнике	4	1
448	одновременно и	3	1
449	тому на	1	1
450	все еще	1	1
451	и сопоставлении	1	1
452	внимание к	2	1
453	дело идет	2	1
454	на то	25	1
455	они как	2	1
456	и по	2	1
457	в природе	1	1
458	к следующему	1	1
459	и я	3	1
460	бы ее	2	1
461	там где	7	1
462	т д	6	1
463	тех пор	2	1
464	и жизнь	1	1
465	и только	8	1
466	что именно	3	1
467	друг с	2	1
468	общественной и	1	1
469	поэзии и	3	1
470	она оказывается	1	1
471	казалось бы	7	1
472	над собой	1	1
473	всяком случае	6	1
474	нисколько не	3	1
475	о котором	5	1
476	бы мы	1	1
477	не будут	1	1
478	она получила	1	1
479	сущности а	1	1
480	не все	1	1
481	сравнению с	1	1
482	в условиях	1	1
483	он будет	2	1
484	когда в	4	1
485	друг друга	1	1
486	в себя	1	1
487	в это	1	1
488	для этого	9	1
489	с ее	5	1
490	противоречии с	1	1
491	в известном	1	1
492	более как	1	1
493	с другом	2	1
494	и чем	3	1
495	гораздо более	2	1
496	не просто	7	1
497	он был	3	1
498	заложенное в	1	1
499	на каждом	1	1
500	не имеет	8	1
501	есть и	1	1
502	за тем	1	1
503	и особенно	1	1
504	смысл этого	3	1
505	одно из	4	1
506	или менее	1	1
507	везде и	1	1
508	мы возьмем	1	1
509	и ее	4	1
510	применительно к	2	1
511	тем чтобы	1	1
512	слова о	1	1
513	или все	1	1
514	что проблема	1	1
515	относиться к	1	1
516	смысле на	1	1
517	бы это	5	1
518	создается и	1	1
519	совершенно ясно	19	1
520	широко и	1	1
521	обратиться к	4	1
522	из этой	2	1
523	бы нас	1	1
524	в душе	1	1
525	никогда не	9	1
526	еще не	3	1
527	значение которого	1	1
