N	3gram	Vinokur_Vv	DiskursI
98	лишь в том	1	1
99	в той или	1	1
100	в применении к	6	1
101	во главе с	1	1
102	что в одном	1	1
103	в этом смысле	10	1
104	по сравнению с	4	1
105	во всех его	1	1
106	то или иное	1	1
107	легко представить себе	1	1
108	хотя бы и	2	1
109	дело не в	1	1
110	в самом деле	6	1
111	составляет один из	1	1
112	для того чтобы	22	1
113	нами не как	1	1
114	большую или меньшую	1	1
115	она во всяком	1	1
116	у него в	1	1
117	в строгом смысле	3	1
118	но это только	1	1
119	в таком случае	1	1
120	особое отношение к	1	1
121	так или иначе	4	1
122	сам по себе	2	1
123	вопрос что же	1	1
124	именно в этой	1	1
125	до сих пор	7	1
126	приходит к выводу	1	1
127	может быть названа	1	1
128	значение в истории	1	1
129	прежде всего к	1	1
130	в этом пункте	1	1
131	себя в противовес	1	1
132	хотя оба они	1	1
133	тех или иных	3	1
134	а потому и	1	1
135	примером может служить	1	1
136	в том или	2	1
137	но также и	10	1
138	не только о	1	1
139	есть не что	3	1
140	одно из двух	1	1
141	принципе не может	1	1
142	же автора и	1	1
143	одним из наиболее	1	1
144	не может не	1	1
145	имеет дело с	2	1
146	но в этом	1	1
147	в данном отношении	2	1
148	в связи с	2	1
149	и все прочие	1	1
150	к одной из	1	1
151	таким образом возникает	2	1
152	но все же	4	1
153	в другом месте	2	1
154	на этом пути	1	1
155	один из наиболее	1	1
156	к этому времени	2	1
157	из того что	1	1
158	с данной точки	1	1
159	одном и том	1	1
160	имея в виду	1	1
161	только в одном	1	1
162	в принципе не	1	1
163	и в этом	4	1
164	данной точки зрения	1	1
165	не только по	1	1
166	во второй половине	2	1
167	или меньшей степени	1	1
168	в этих случаях	2	1
169	внимание на то	1	1
170	как своего рода	1	1
171	поскольку мы имеем	1	1
172	этим в частности	1	1
173	и потому что	2	1
174	и могут быть	1	1
175	вместе с тем	3	1
176	и том же	1	1
177	прежде всего он	1	1
178	литературы во всем	1	1
179	в частности объясняется	1	1
180	одна из сторон	1	1
181	заключается в том	3	1
182	имеют дело с	2	1
183	только после того	2	1
184	в одно целое	1	1
185	и даже к	1	1
186	и именно в	3	1
187	ценностей а в	1	1
188	лежит в основании	2	1
189	том или ином	2	1
190	ту или иную	1	1
191	что не только	1	1
192	в целом ряде	2	1
193	то что в	1	1
194	может быть в	2	1
195	не может ли	1	1
196	и что это	1	1
197	в котором они	1	1
198	быть и не	1	1
199	это не только	2	1
200	но здесь не	1	1
201	и для того	1	1
202	в новейшее время	1	1
203	в известном смысле	3	1
204	в большей или	1	1
205	в тех или	1	1
206	может быть вполне	1	1
207	хотя бы на	1	1
208	на самом деле	1	1
209	это как будто	1	1
210	он представляет собой	1	1
211	не что иное	5	1
212	именно в этом	3	1
213	можно было бы	4	1
214	по тем или	2	1
215	в одном отношении	1	1
216	только потому что	1	1
217	в этом качестве	1	1
218	или иных отношениях	1	1
219	том что он	1	1
220	том что с	1	1
221	не могут быть	2	1
222	русский язык как	2	1
223	что представляет собой	3	1
224	в общих чертах	1	1
225	это не просто	1	1
226	та или иная	1	1
227	что иное как	5	1
228	до наших дней	2	1
229	в предисловии к	1	1
230	не одно и	1	1
231	что входит в	1	1
232	в чистом виде	1	1
233	имеем дело с	1	1
234	после того как	2	1
235	том что не	1	1
236	может быть названо	4	1
