N	3gram	Bakhtin_Pr	Marksizm
221	и в более	1	1
222	в себе самом	2	1
223	он совершенно не	1	1
224	хотя и в	2	1
225	мы можем прямо	1	1
226	мы уже указывали	1	1
227	точки зрения своей	1	1
228	он ничего не	1	1
229	то перед нами	4	1
230	не совпадает с	1	1
231	не чем иным	1	1
232	на самой границе	3	1
233	для правильного понимания	3	1
234	чем иным как	1	1
235	они могут стать	1	1
236	художественного образа в	1	1
237	следует сказать что	1	1
238	не будем здесь	1	1
239	одной из форм	1	1
240	другой стороны и	1	1
241	первого и второго	1	1
242	том что все	2	1
243	и появляется впервые	1	1
244	как бы по	1	1
245	в соответствии с	2	1
246	раз и не	1	1
247	как бы он	1	1
248	к себе внимание	1	1
249	точки зрения этого	1	1
250	может обойтись без	1	1
251	глубже и существеннее	1	1
252	через нее и	1	1
253	позиции по отношению	1	1
254	мы находим здесь	1	1
255	рассказчика замещающего автора	1	1
256	ту роль которую	1	1
257	связей с другими	1	1
258	по данному вопросу	2	1
259	нам уже приходилось	2	1
260	одну и ту	1	1
261	как раз и	1	1
262	а через нее	1	1
263	но как раз	1	1
264	но они уже	1	1
265	в наше время	1	1
266	настоящей главы мы	1	1
267	это вовсе не	1	1
268	и пр он	1	1
269	остановимся на анализе	1	1
270	к вопросу о	1	1
271	можем прямо сказать	1	1
272	именно как чужое	1	1
273	всеми ее внутренними	1	1
274	мы еще вернемся	4	1
275	языка а не	1	1
276	строй и порядок	1	1
277	таким образом и	2	1
278	в равной степени	1	1
279	в процессе их	1	1
280	по самой своей	1	1
281	и т.п то	1	1
282	в письменной форме	1	1
283	внешней и внутренней	2	1
284	неразрывно связана с	2	1
285	прежде всего как	1	1
286	углом зрения и	1	1
287	никогда не может	2	1
288	явление в процессе	1	1
289	проявляется прежде всего	1	1
290	а как бы	1	1
291	друг друга но	2	1
292	и сложные формы	1	1
293	то есть в	5	1
294	но прежде всего	1	1
295	в самом слове	1	1
296	себе самому и	1	1
297	как бы из	1	1
298	но именно эти	1	1
299	большей или меньшей	6	1
300	сознания и мысли	1	1
301	вступает в силу	1	1
302	равно как и	1	1
303	не в его	1	1
304	в произведениях достоевского	2	1
305	мы как бы	1	1
306	жизни но именно	1	1
307	а вместе с	1	1
308	иронии юмора и	1	1
309	что иное как	1	1
310	из них то	1	1
311	в позднее средневековье	1	1
312	на него как	1	1
313	и ту же	1	1
314	характерно что и	1	1
315	в одной из	1	1
316	не с точки	1	1
317	и еще один	1	1
318	таким образом по	1	1
319	высказывания и потому	1	1
320	ни на один	1	1
321	здесь как и	1	1
322	только одной из	1	1
323	могло бы стать	1	1
324	взаимоотношение между авторской	1	1
325	который как бы	1	1
326	не может их	2	1
327	конечно не в	1	1
328	и тем более	1	1
329	на поверхностный взгляд	1	1
330	появляется впервые в	1	1
331	одного из этих	1	1
332	верх и низ	1	1
333	может стремиться к	1	1
334	легли в основу	1	1
335	стадии своего развития	2	1
336	его формы и	1	1
337	это очень хорошо	1	1
338	xviii и xix	3	1
339	определяющее влияние на	3	1
340	но к этому	1	1
341	здесь мы должны	1	1
342	отношению к нему	1	1
343	в большей или	5	1
344	хотя они и	1	1
345	каждом из них	2	1
346	или во всяком	1	1
347	все же не	1	1
348	и т.п все	2	1
349	и с точки	1	1
350	не может стать	1	1
351	кажется что в	1	1
352	в тех разнообразных	1	1
353	получить только в	1	1
354	в обоих случаях	1	1
355	слова то есть	2	1
356	во всех случаях	1	1
357	не что иное	1	1
358	мы переходим к	1	1
359	чужое высказывание из	1	1
360	невозможно представить себе	1	1
361	дело в том	3	1
362	и все другие	1	1
363	здесь перед нами	2	1
364	может быть объектом	1	1
365	он ни был	1	1
366	говорят одним и	1	1
367	не будем останавливаться	1	1
368	и все его	1	1
369	влияние на развитие	1	1
370	и что с	1	1
371	т.п все эти	1	1
372	и тот и	2	1
373	так же не	1	1
374	сказать что не	1	1
375	как мы видим	1	1
376	тот и другой	1	1
377	уже говорили что	1	1
378	в сущности почти	2	1
379	с головой все	1	1
380	отношению к ним	1	1
381	всей нашей работы	1	1
382	и все остальные	1	1
383	то есть его	1	1
384	в сущности вовсе	1	1
385	но тем не	1	1
386	этого слова и	1	1
387	с самим собой	1	1
388	чрезвычайно близка к	1	1
389	у него нет	1	1
390	тем или иным	1	1
391	не может обойтись	1	1
392	же время все	1	1
393	выходит за пределы	1	1
394	чтобы убедиться в	1	1
395	лишь основные линии	1	1
396	в сущности только	2	1
397	в новое время	4	1
398	дело идет именно	1	1
399	всего того что	1	1
400	и в сущности	2	1
401	будем говорить в	1	1
402	а вовсе не	1	1
403	вопросов в ней	1	1
404	неотделим от него	1	1
405	в подходе к	2	1
406	сказать что и	1	1
407	дистанцию по отношению	1	1
408	отношения говорящего к	1	1
409	он сам и	1	1
410	на слове и	1	1
411	и в нем	2	1
412	у достоевского и	2	1
413	мы уже говорили	3	1
414	жизни и в	1	1
415	внимание на следующее	1	1
416	в той же	1	1
417	прямо сказать что	1	1
418	общего не имеет	1	1
419	нам кажется что	3	1
420	вовсе не с	1	1
421	очень хорошо и	1	1
422	после того как	1	1
423	ровно ничего не	2	1
424	если же он	1	1
425	мы уже сказали	2	1
426	под его влиянием	1	1
