N	2gram	Vygotskiy_	VLabPisa
457	рисуется в	1	1
458	что автор	1	1
459	на какой-либо	1	1
460	то в	1	1
461	вот эта	1	1
462	его собственного	1	1
463	самое понятие	1	1
464	от него	1	1
465	именно к	1	1
466	однако и	1	1
467	к действительности	13	1
468	и другие	1	1
469	к общему	1	1
470	является в	1	1
471	и составляет	3	1
472	прямо и	2	1
473	понятий и	4	1
474	и то	3	1
475	ответ на	4	1
476	им было	1	1
477	основе учения	1	1
478	а потому	1	1
479	теории познания	6	1
480	поэтому что	5	1
481	или наоборот	1	1
482	образом и	4	1
483	сущность его	1	1
484	ни в	6	1
485	и ошибок	3	1
486	мы видим	7	1
487	но на	4	1
488	еще одну	1	1
489	в более	3	1
490	которая должна	1	1
491	что если	3	1
492	и многие	1	1
493	связано с	3	1
494	и мы	3	1
495	говорит но	1	1
496	мы и	3	1
497	этого в	1	1
498	на протяжении	3	1
499	мышления и	50	1
500	опирается на	1	1
501	даже несколько	1	1
502	от жизни	2	1
503	его мнению	1	1
504	а наоборот	1	1
505	со всем	2	1
506	любой из	1	1
507	что наконец	2	1
508	данном случае	5	1
509	рассказывает об	1	1
510	процесса мышления	1	1
511	первого из	1	1
512	и свою	1	1
513	над внутренней	1	1
514	иной мере	1	1
515	которые не	4	1
516	сущность и	1	1
517	к этой	4	1
518	переходит в	1	1
519	время и	1	1
520	почти не	1	1
521	наблюдения в	1	1
522	о значении	1	1
523	поэтому в	3	1
524	же заключается	1	1
525	к следующим	1	1
526	работы автора	1	1
527	мы не	13	1
528	другой мы	1	1
529	в состоянии	2	1
530	быть названо	1	1
531	он всегда	1	1
532	с этой	7	1
533	эти отдельные	1	1
534	или по	1	1
535	нет места	1	1
536	еще более	1	1
537	в применении	2	1
538	только лишь	1	1
539	момента в	1	1
540	материала и	1	1
541	и менее	1	1
542	несмотря на	6	1
543	познания не	1	1
544	из того	7	1
545	мысль в	2	1
546	есть его	1	1
547	не для	1	1
548	оказывается не	1	1
549	разум и	2	1
550	а и	1	1
551	которых он	3	1
552	к необходимости	2	1
553	моментом в	1	1
554	или с	1	1
555	слов в	1	1
556	формы в	1	1
557	и теоретической	1	1
558	значит не	1	1
559	это значит	1	1
560	исследования не	3	1
561	это познание	1	1
562	по принципу	1	1
563	с ним	3	1
564	природе и	3	1
565	по выражению	2	1
566	кроме того	1	1
567	не являются	1	1
568	фактов и	5	1
569	разница между	1	1
570	две основные	1	1
571	это обстоятельство	2	1
572	сам по	3	1
573	полагаем что	1	1
574	др но	1	1
575	не способен	2	1
576	есть функция	2	1
577	привести к	2	1
578	отношении может	1	1
579	отсюда следует	1	1
580	положение что	2	1
581	самые факты	1	1
582	для нас	4	1
583	у гете	1	1
584	и всегда	1	1
585	целом но	1	1
586	и определение	1	1
587	с по	1	1
588	для данной	1	1
589	представлений о	2	1
590	невозможно и	1	1
591	труд его	1	1
592	и практики	1	1
593	или иную	1	1
594	другой стороне	1	1
595	развития не	2	1
596	но что	3	1
597	в логической	2	1
598	этапы в	1	1
599	основной и	2	1
600	чем он	3	1
601	у многих	1	1
602	концепции в	1	1
603	как нечто	2	1
604	на высоту	1	1
605	мере сам	1	1
606	по мере	5	1
607	что а	1	1
608	при соприкосновении	1	1
609	и механически	1	1
610	в этих	3	1
611	социальной среды	6	1
612	без этого	2	1
613	этих фактов	4	1
614	тех явлений	1	1
615	качестве общего	1	1
616	в ином	2	1
617	сказал бы	2	1
618	и эти	2	1
619	проще и	1	1
620	в виде	3	1
621	с действительностью	6	1
622	и сознания	1	1
623	бы чрезвычайно	1	1
624	говорит он	27	1
625	всех отдельных	1	1
626	ведь это	1	1
627	в таких	1	1
628	деятельности это	1	1
629	так выразиться	1	1
630	при попытках	1	1
631	о природе	5	1
632	всего процесса	1	1
633	могут привести	1	1
634	если не	3	1
635	в общественной	1	1
636	в математическом	1	1
637	проблемы не	1	1
638	материал для	1	1
639	его развитие	1	1
640	все то	1	1
641	самом деле	8	1
642	но все	3	1
643	не очень	1	1
644	говорят в	2	1
645	течение многих	1	1
646	и вытекающим	1	1
647	реальный процесс	1	1
648	что мысль	3	1
649	основная идея	1	1
650	на бумагу	1	1
651	мысль то	1	1
652	не будем	1	1
653	а также	1	1
654	игре и	1	1
655	это положение	5	1
656	приходит в	1	1
657	его теории	2	1
658	разумного мышления	3	1
659	проблем и	1	1
660	мы говорим	2	1
661	деятельности если	1	1
662	и которая	2	1
663	результате этого	1	1
664	и все	7	1
665	же по	1	1
666	по аналогии	1	1
667	сам собой	1	1
668	учения о	8	1
669	раз навсегда	1	1
670	целый ряд	6	1
671	достаточно ясно	1	1
672	его основной	1	1
673	зрения на	1	1
674	нужно найти	1	1
675	развития в	8	1
676	к пониманию	3	1
677	тем что	7	1
678	от всего	2	1
679	исследованию таким	1	1
680	как сказал	1	1
681	идеалистическое понимание	1	1
682	если это	2	1
683	образами представлениями	1	1
684	чрезвычайно важно	2	1
685	то время	5	1
686	он я	1	1
687	в таком	1	1
688	и бессознательным	1	1
689	этого развития	1	1
690	бы все	1	1
691	в сферу	1	1
692	о судьбе	2	1
693	решение этой	1	1
694	является выражением	1	1
695	сама по	3	1
696	между этими	7	1
697	можно назвать	2	1
698	которой было	1	1
699	места и	1	1
700	в стороне	2	1
701	слова на	2	1
702	относятся к	2	1
703	бы быть	1	1
704	развитие это	1	1
705	выше положения	1	1
706	из тех	3	1
707	друг другу	4	1
708	что перед	3	1
709	действительности без	1	1
710	и без	1	1
711	к таким	1	1
712	в какой	5	1
713	мы встречаемся	2	1
714	богатстве и	1	1
715	нас к	10	1
716	во имя	1	1
717	как не	1	1
718	в соответствии	1	1
719	время как	4	1
720	значения и	2	1
721	а именно	2	1
722	или даже	2	1
723	мыслит и	1	1
724	и лежит	1	1
725	в научной	2	1
726	и так	1	1
727	фактов а	1	1
728	наблюдений и	1	1
729	ними не	1	1
730	и вместе	1	1
731	эту проблему	3	1
732	произведение с	1	1
733	общественных отношений	1	1
734	на эту	2	1
735	деятельность и	2	1
736	сил в	1	1
737	как в	7	1
738	еще дальше	1	1
739	теорий в	1	1
740	собой не	1	1
741	нет нужды	1	1
742	этим самым	1	1
743	и понимания	2	1
744	что ее	1	1
745	на одном	3	1
746	мы только	2	1
747	по своему	1	1
748	них и	1	1
749	не имеет	5	1
750	является для	6	1
751	значительную роль	1	1
752	к какому	1	1
753	обе эти	4	1
754	и изучая	1	1
755	этом нет	1	1
756	между собой	5	1
757	в традиционной	1	1
758	в свете	5	1
759	о котором	3	1
760	если можно	1	1
761	сравнению с	9	1
762	которое не	2	1
763	на известной	1	1
764	это было	1	1
765	лежит в	3	1
766	в итоге	1	1
767	речь идет	4	1
768	в известном	4	1
769	от всей	1	1
770	для их	1	1
771	в плоскости	1	1
772	и это	3	1
773	его значение	2	1
774	в каком	3	1
775	этих элементов	1	1
776	сообщить ему	1	1
777	и из	2	1
778	разнообразные формы	1	1
779	что тот	2	1
780	нам предстоит	2	1
781	что их	1	1
782	на другом	1	1
783	в которые	1	1
784	под рукой	1	1
785	это самое	1	1
786	мысли в	6	1
787	вопрос что	1	1
788	слова к	1	1
789	автора на	1	1
790	чувства которые	1	1
791	казалось бы	8	1
792	это явление	1	1
793	моменты в	1	1
794	той или	3	1
795	а вместе	2	1
796	эти же	1	1
797	вытекающим из	1	1
798	в дальнейшем	1	1
799	и значения	1	1
800	авторов и	1	1
801	сложное целое	1	1
802	удивительно поэтому	5	1
803	что эти	3	1
804	исследований и	3	1
805	всю систему	1	1
806	деятельность человека	2	1
807	под именем	2	1
808	фрейд и	1	1
809	действительность или	3	1
810	определяет как	1	1
811	сознания или	1	1
812	и тех	1	1
813	ни к	1	1
814	совершенно не	1	1
815	признать что	3	1
816	как показывает	1	1
817	может иметь	1	1
818	функцию в	1	1
819	исходя из	1	1
820	на природу	1	1
821	как правильно	1	1
822	черты которые	1	1
823	это с	1	1
824	по наблюдениям	1	1
825	на этой	2	1
826	находит свое	1	1
827	а с	8	1
828	в данном	5	1
829	личности в	1	1
830	его обычно	1	1
831	все основания	2	1
832	от других	1	1
833	в основе	9	1
834	силы и	1	1
835	вообще в	1	1
836	вытекает из	3	1
837	и мира	1	1
838	вытекают из	1	1
839	тем более	7	1
840	чрезвычайно трудно	1	1
841	говорит по	1	1
842	бы с	3	1
843	оно в	1	1
844	что этот	2	1
845	вопрос о	11	1
846	это понятие	2	1
847	этой главы	2	1
848	тех же	3	1
849	применении к	1	1
850	которой он	2	1
851	но ведь	2	1
852	за этими	1	1
853	эти крайности	1	1
854	в чистом	1	1
855	это как	2	1
856	собой в	1	1
857	форму мышления	1	1
858	действительности как	1	1
859	представление что	2	1
860	как совершенно	3	1
861	и развитии	2	1
862	конечно не	1	1
863	при отсутствии	1	1
864	близко к	1	1
865	что самое	2	1
866	от индивидуального	1	1
867	входит в	1	1
868	путем чисто	1	1
869	наконец в	2	1
870	в нескольких	1	1
871	уже в	8	1
872	не дает	1	1
873	почти исключительно	2	1
874	ту или	2	1
875	с определенной	1	1
876	лежат в	1	1
877	по сравнению	10	1
878	выражение у	1	1
879	фактов не	1	1
880	осмыслить и	1	1
881	основе этого	1	1
882	отрыве от	2	1
883	существенно не	2	1
884	самое существенное	1	1
885	в теории	10	1
886	и разумным	1	1
887	предостерегает от	1	1
888	образом связана	1	1
889	в характеристике	1	1
890	нас то	1	1
891	указывает что	1	1
892	друг друга	5	1
893	потому что	11	1
894	в свою	4	1
895	сознания в	3	1
896	своих опытах	1	1
897	о совершенно	1	1
898	и тем	8	1
899	слова и	5	1
900	от всех	3	1
901	только тогда	4	1
902	если так	1	1
903	и поэтому	2	1
904	социальной функции	1	1
905	соприкосновении с	1	1
906	только один	1	1
907	путь для	1	1
908	а по	1	1
909	всего остального	1	1
910	целым рядом	2	1
911	по признанию	1	1
912	эта мысль	3	1
913	не могло	5	1
914	их роли	1	1
915	значение для	3	1
916	со стороны	4	1
917	только на	1	1
918	личность и	1	1
919	содержания и	1	1
920	что эта	7	1
921	возможно более	1	1
922	для этого	7	1
923	действительностью и	4	1
924	одно и	2	1
925	деятельности чрезвычайно	1	1
926	может служить	1	1
927	быть выражена	2	1
928	на его	1	1
929	в философских	1	1
930	двух лет	1	1
931	и ему	1	1
932	и если	4	1
933	есть и	1	1
934	и та	1	1
935	вещь в	1	1
936	хотя в	1	1
937	все те	2	1
938	и что	11	1
939	дело не	1	1
940	один раз	1	1
941	к области	1	1
942	в количестве	1	1
943	как если	3	1
944	отличной от	1	1
945	в любой	1	1
946	приходит к	4	1
947	предисловии к	4	1
948	нас особенно	1	1
949	за пределы	4	1
950	к анализу	3	1
951	этого факта	3	1
952	им самим	1	1
953	заключает в	1	1
954	говорит что	9	1
955	в начале	2	1
956	вообще но	1	1
957	говоря о	1	1
958	мы хотим	2	1
959	весь процесс	2	1
960	еще в	1	1
961	из всей	1	1
962	и закон	1	1
963	той социальной	1	1
964	существует ли	1	1
965	установить между	1	1
966	то как	1	1
967	что еще	1	1
968	говорит ли	1	1
969	же если	1	1
970	в истории	7	1
971	как оно	1	1
972	деятельности затем	1	1
973	любой области	1	1
974	деятельность в	1	1
975	логической проверки	1	1
976	и психологии	1	1
977	этой первой	1	1
978	этом смысле	3	1
979	что из	1	1
980	или как	1	1
981	что до	1	1
982	наблюдений над	1	1
983	присущи и	1	1
984	самого начала	9	1
985	и речи	45	1
986	бы совершенно	1	1
987	себе в	1	1
988	свою очередь	3	1
989	и наоборот	1	1
990	при подобном	1	1
991	не представляет	1	1
992	какой мере	2	1
993	самых ранних	1	1
994	очень многих	1	1
995	мере не	1	1
996	мы полагаем	1	1
997	вот этот	1	1
998	это вопрос	2	1
999	связанной с	1	1
1000	строение и	1	1
1001	личности и	1	1
1002	и той	2	1
1003	проблемы в	1	1
1004	имеем в	1	1
1005	определенной социальной	2	1
1006	на некоторые	1	1
1007	и идеи	2	1
1008	процесс и	1	1
1009	и основной	3	1
1010	единство и	1	1
1011	это главное	1	1
1012	же на	1	1
1013	но ни	1	1
1014	сейчас же	1	1
1015	так то	1	1
1016	и еще	2	1
1017	целом и	6	1
1018	всей полноты	1	1
1019	тот или	1	1
1020	его поведение	1	1
1021	как мы	11	1
1022	соответствии с	1	1
1023	к ней	1	1
1024	которые его	1	1
1025	первый вид	1	1
1026	я с	1	1
1027	к сокращению	1	1
1028	в данной	1	1
1029	к изучению	3	1
1030	но по	1	1
1031	видим в	1	1
1032	и мысль	1	1
1033	основное содержание	2	1
1034	можно так	1	1
1035	в понимании	1	1
1036	но вместе	5	1
1037	что во	1	1
1038	свете этих	1	1
1039	образом потому	1	1
1040	заметить что	3	1
1041	к ее	2	1
1042	в ходе	9	1
1043	и во	1	1
1044	что есть	1	1
1045	особенностей и	1	1
1046	их к	1	1
1047	мы бы	1	1
1048	бы он	3	1
1049	приводят к	1	1
1050	внутренней логикой	1	1
1051	и чисто	1	1
1052	тенденции к	2	1
1053	обратимся к	1	1
1054	материала в	1	1
1055	лишь о	1	1
1056	связи между	3	1
1057	больше того	5	1
1058	анализа и	1	1
1059	психологии в	4	1
1060	быть в	1	1
1061	что может	5	1
1062	сущности и	1	1
1063	основания для	1	1
1064	в ход	1	1
1065	находится в	2	1
1066	уже не	2	1
1067	в действительной	1	1
1068	пишет что	1	1
1069	стоит только	5	1
1070	эту мысль	1	1
1071	слова в	2	1
1072	анализа можно	1	1
1073	роль играет	1	1
1074	о наслаждении	1	1
1075	так не	1	1
1076	процессов в	3	1
1077	среды на	2	1
1078	связи со	1	1
1079	на этот	7	1
1080	это что	1	1
1081	как увидим	2	1
1082	до с	1	1
1083	и других	4	1
1084	свести к	5	1
1085	согласиться с	1	1
1086	иным как	1	1
1087	в понятиях	1	1
1088	как будто	1	1
1089	здесь не	1	1
1090	этот последний	1	1
1091	полагая что	2	1
1092	по законам	1	1
1093	тем это	1	1
1094	процесса и	1	1
1095	известно о	2	1
1096	о своих	2	1
1097	не пассивно	1	1
1098	характер этих	1	1
1099	как возможно	1	1
1100	этих теорий	1	1
1101	у этих	1	1
1102	силу того	1	1
1103	увидим ниже	2	1
1104	этими двумя	2	1
1105	это в	1	1
1106	или не	1	1
1107	их со	1	1
1108	является только	1	1
1109	отлета фантазии	1	1
1110	в ту	2	1
1111	является общим	1	1
1112	процессе своей	1	1
1113	является столь	1	1
1114	связаны с	2	1
1115	крайности не	1	1
1116	так называемое	1	1
1117	выше данных	1	1
1118	самого автора	1	1
1119	что осталось	1	1
1120	потому и	2	1
1121	о бессознательности	1	1
1122	является уже	2	1
1123	эти формы	1	1
1124	с ее	3	1
1125	не имеющих	1	1
1126	из него	1	1
1127	вмешивается в	1	1
1128	строго говоря	2	1
1129	так говорит	1	1
1130	которой мы	3	1
1131	действительности не	1	1
1132	в самой	4	1
1133	если только	1	1
1134	основное и	1	1
1135	каждого из	2	1
1136	и особенно	1	1
1137	он должен	4	1
1138	деятельности является	1	1
1139	некоторые черты	1	1
1140	тому же	1	1
1141	что на	2	1
1142	в заключение	4	1
1143	в совокупности	1	1
1144	нее не	1	1
1145	действием и	2	1
1146	это представление	3	1
1147	его сознания	1	1
1148	сознание представляет	1	1
1149	отражается в	1	1
1150	не к	3	1
1151	для очень	1	1
1152	и самый	2	1
1153	собран огромный	1	1
1154	когда говорят	2	1
1155	структура и	1	1
1156	его можно	1	1
1157	о бессознательном	2	1
1158	различных областей	1	1
1159	этому же	2	1
