N	3gram	Propp_Isto	StatiiOP
173	одно из таких	1	1
174	но это еще	1	1
175	он узнал о	1	1
176	уже и сейчас	1	1
177	само по себе	1	1
178	без всякой надобности	1	1
179	и таким образом	2	1
180	на пути к	1	1
181	в соответствии с	1	1
182	и во всем	1	1
183	о том чем	1	1
184	по себе не	1	1
185	не в стиле	1	1
186	и попадает в	1	1
187	не могло быть	1	1
188	и черты его	1	1
189	же как в	1	1
190	мы имеем связь	1	1
191	и тогда он	1	1
192	там где нет	2	1
193	от этого становится	1	1
194	он спускается в	1	1
195	ни у одного	1	1
196	только то что	1	1
197	так как он	2	1
198	это значит что	2	1
199	сказывается и в	2	1
200	к ней и	1	1
201	т д по	1	1
202	который не мог	1	1
203	но так как	3	1
204	ведь это не	1	1
205	дело так что	1	1
206	этого не было	1	1
207	сих пор не	1	1
208	т д все	2	1
209	и потому что	1	1
210	это может быть	1	1
211	примеры показывают что	1	1
212	вместе с ним	1	1
213	том чтобы дать	1	1
214	внимание только на	1	1
215	и что от	1	1
216	и может быть	1	1
217	мере того как	3	1
218	от того что	1	1
219	очень интересно что	1	1
220	вместе со своим	1	1
221	и в особенности	2	1
222	а затем уже	1	1
223	что она во	1	1
224	же можно сказать	1	1
225	и не потому	2	1
226	этой точки зрения	2	1
227	по мере того	3	1
228	который судя по	1	1
229	в некоторых случаях	3	1
230	не оставляют в	1	1
231	представляют собой лишь	1	1
232	если таким образом	1	1
233	ничего не говорится	1	1
234	думаю что это	1	1
235	об этом мы	1	1
236	т д конечно	1	1
237	не имеет никакого	1	1
238	тесно связан с	1	1
239	он может быть	1	1
240	что хотел этим	1	1
241	несомненно одно из	1	1
242	но для нас	1	1
243	и тем что	1	1
244	если бы она	1	1
245	что и у	1	1
246	мы видели выше	1	1
247	мы до сих	2	1
248	тому времени когда	1	1
249	он попадает в	1	1
250	не означает что	1	1
251	это еще не	2	1
252	но уже в	2	1
253	после его смерти	1	1
254	одно и то	2	1
255	сила но сила	1	1
256	орудием в руках	1	1
257	еще не означает	1	1
258	том смысле в	1	1
259	это уже не	2	1
260	мы имеем здесь	3	1
261	большую роль в	1	1
262	не менее в	1	1
263	что он имел	1	1
264	это не в	1	1
265	он не мог	1	1
266	хотя бы в	1	1
267	же как и	4	1
268	у него нет	1	1
269	одна из таких	1	1
270	с ним и	1	1
271	не могут быть	1	1
272	в связь с	1	1
273	на юг по	1	1
274	это время в	1	1
275	в плен и	1	1
276	даже в качестве	1	1
277	в таких случаях	2	1
278	а в тех	1	1
279	и не только	1	1
280	потому что с	1	1
281	все еще не	1	1
282	в виду что	1	1
283	что от этого	1	1
284	бы думать что	2	1
285	показывает что он	1	1
286	в своей работе	1	1
287	с этой теорией	1	1
288	на первом месте	1	1
