N	2gram	Propp_Russ	Mirosoze
358	между тем	9	3
359	эти слова	1	3
360	к этим	1	3
361	и тем	1	3
362	и та	1	3
363	должны были	3	3
364	в иных	2	3
365	в землю	8	3
366	не значит	2	3
367	с которым	1	3
368	раньше чем	2	3
369	и самый	1	3
370	ближе к	1	3
371	для себя	1	3
372	на почве	1	3
373	с таким	2	3
374	их и	3	3
375	с себя	1	3
376	в пределах	2	3
377	как не	2	3
378	быть назван	1	3
379	приводит к	4	3
380	ли он	1	3
381	не до	1	3
382	в которые	1	3
383	только одно	2	3
384	есть одно	1	3
385	земли и	5	3
386	это все	1	3
387	и поэтому	3	3
388	если человек	1	3
389	она может	1	3
390	тому как	3	3
391	что христос	1	3
392	на этот	3	3
393	всяком случае	1	3
394	и после	2	3
395	же он	1	3
396	обратиться к	1	3
397	всегда была	1	3
398	и то	2	3
399	это был	1	3
400	для нас	12	3
401	а к	3	3
402	долгое время	1	3
403	говорят о	1	3
404	об этом	11	3
405	для русских	2	3
406	в самых	1	3
407	мы должны	3	3
408	но она	3	3
409	не с	5	3
410	и всегда	1	3
411	и много	1	3
412	но для	1	3
413	с которой	1	2
414	с которыми	1	2
415	совершалось в	2	2
416	что если	2	2
417	вообще не	1	2
418	и своего	1	2
419	из всех	1	2
420	них есть	1	2
421	и был	1	2
422	с русским	1	2
423	не столько	3	2
424	его от	2	2
425	что наш	1	2
426	церковь и	2	2
427	их не	2	2
428	и сам	1	2
429	на свою	1	2
430	уже на	1	2
431	в грядущем	1	2
432	не менее	3	2
433	только для	3	2
434	если в	3	2
435	у которых	2	2
436	народа на	1	2
437	не могли	1	2
438	света и	1	2
439	которой он	1	2
440	в глаза	3	2
441	все свои	1	2
442	вот почему	1	2
443	и другой	5	2
444	во многих	14	2
445	из себя	1	2
446	между двумя	2	2
447	но они	4	2
448	е годы	2	2
449	привела к	1	2
450	с другой	1	2
451	в прошлом	2	2
452	более сложное	1	2
453	под ним	2	2
454	нас на	1	2
455	он так	2	2
456	жизни как	1	2
457	революции в	1	2
458	ее как	1	2
459	они должны	1	2
460	во всей	2	2
461	от них	4	2
462	потребности в	1	2
463	выходя из	1	2
464	а мы	2	2
465	не будут	2	2
466	нет никаких	1	2
467	того же	1	2
468	в церкви	2	2
469	которая должна	2	2
470	в жертву	1	2
471	она в	4	2
472	смысле в	1	2
473	ты не	1	2
474	после этого	6	2
475	и нужно	1	2
476	убийство и	1	2
477	в старом	1	2
478	как можно	3	2
479	основании что	1	2
480	связи с	6	2
481	не о	1	2
482	а за	4	2
483	исходит от	1	2
484	между ними	1	2
485	также в	5	2
486	и характер	1	2
487	тут в	1	2
488	западной европе	2	2
489	жизни то	1	2
490	что их	1	2
491	всех народов	1	2
492	на которую	1	2
493	совершенно другой	1	2
494	смысл и	1	2
495	весь мир	1	2
496	были у	2	2
497	не означает	2	2
498	уже к	1	2
499	и чтобы	1	2
500	можно сделать	3	2
501	что эта	1	2
502	не были	2	2
503	себя на	1	2
504	православия и	1	2
505	верно и	1	2
506	когда мы	2	2
507	в последний	5	2
508	каждый человек	1	2
509	и каждый	1	2
510	том основании	1	2
511	что без	1	2
512	почвы в	1	2
513	его к	3	2
514	а как	1	2
515	и им	1	2
516	во время	23	2
517	решить вопрос	2	2
518	и ее	3	2
519	себя но	1	2
520	во втором	1	2
521	над ними	1	2
522	его нет	1	2
523	народа в	2	2
524	на западе	2	2
525	и который	1	2
526	образа и	1	2
527	и менее	1	2
528	имеет с	1	2
529	он на	1	2
530	истории в	1	2
531	свои границы	1	2
532	на лице	1	2
533	разного рода	1	2
534	же что	1	2
535	подобно тому	3	2
536	если не	1	2
537	самом деле	1	2
538	тут все	1	2
539	так называемый	2	2
540	их в	7	2
541	ему в	1	2
542	и действительно	2	2
543	к самым	1	2
544	к нам	2	2
545	детскую игру	2	2
546	нужно обратиться	1	2
547	их во	1	2
548	и имели	1	2
549	бросается в	3	2
550	что мы	1	2
551	не имеют	1	2
552	относится к	1	2
553	быть не	1	2
554	этот случай	2	2
555	последний день	3	2
556	теми которые	1	2
557	россии в	1	2
558	не потому	1	2
559	у других	1	2
560	целый ряд	1	2
561	переход от	3	2
562	писал о	1	2
563	что я	1	2
564	этого слова	3	2
565	русское и	1	2
566	только потому	1	2
567	его как	2	2
568	с того	1	2
569	встреча и	2	2
570	нас не	3	2
571	тем он	1	2
572	на что	2	2
573	все можно	1	2
574	этом отношении	1	2
575	он и	1	2
576	всегда был	1	2
577	ее в	7	2
578	что во	1	2
579	и п	28	2
580	на самом	3	2
581	чтобы получить	1	2
582	на одной	1	2
583	же не	2	2
584	основана на	2	2
585	еще увидим	1	2
586	своей книге	1	2
587	но эта	2	2
588	и без	1	2
589	к жизни	3	2
590	в какой	3	2
591	русского народного	1	2
592	бы ни	1	2
593	связаны с	6	2
594	еще до	2	2
595	ко всему	2	2
596	и других	9	2
597	две стороны	1	2
598	не по	1	2
599	одни и	1	2
600	иное чем	1	2
601	е в	17	2
602	не оставляет	2	2
603	к тем	4	2
604	можно найти	1	2
605	человека с	1	2
606	на всю	1	2
607	прежде чем	1	2
608	и о	4	2
609	которые в	2	2
610	и русским	1	2
611	это означает	1	2
612	же можно	1	2
613	о своих	1	2
614	им не	1	2
615	не надо	1	2
616	в который	1	2
617	в е	2	2
618	это на	2	1
619	люди которые	1	1
620	только что	1	1
621	и пришли	1	1
622	и религию	1	1
623	жизнь но	1	1
624	смысл который	1	1
625	только этот	1	1
626	кто в	1	1
627	а совершенно	1	1
628	котором в	1	1
629	этот момент	1	1
630	или нет	1	1
631	это обычно	1	1
632	перед ней	2	1
633	примыкает к	1	1
634	говорит о	3	1
635	это имело	1	1
636	может так	1	1
637	это нужно	1	1
638	исследование о	1	1
639	к растерзанию	1	1
640	но что	2	1
641	связь с	1	1
642	этим объясняется	1	1
643	как они	2	1
644	ему но	1	1
645	по пути	1	1
646	это должно	1	1
647	но все	3	1
648	вот что	1	1
649	не души	1	1
650	из нее	2	1
651	на такой	1	1
652	каким образом	1	1
653	происходит не	1	1
654	что весь	1	1
655	из всего	1	1
656	рисует картину	1	1
657	места и	1	1
658	и другим	3	1
659	земле на	1	1
660	образ этот	1	1
661	и вокруг	1	1
662	а именно	2	1
663	странным образом	1	1
664	других местах	11	1
665	на эту	1	1
666	теории он	1	1
667	дома и	1	1
668	в природе	2	1
669	особенной силой	1	1
670	в это	4	1
671	не имели	2	1
672	разные стороны	1	1
673	других так	1	1
674	ней как	1	1
675	обращение к	1	1
676	земле что	1	1
677	он из	1	1
678	и того	1	1
679	природой он	1	1
680	но может	1	1
681	что этот	4	1
682	когда будет	1	1
683	этом мы	1	1
684	но даже	2	1
685	одной стороны	1	1
686	по нему	1	1
687	в другом	1	1
688	но эти	3	1
689	из жизни	1	1
690	была только	1	1
691	и должна	2	1
692	можно встретить	2	1
693	а после	1	1
694	имея в	1	1
695	этой связи	1	1
696	еще было	1	1
697	оно было	1	1
698	говорить о	2	1
699	борьбе с	1	1
700	всего как	1	1
701	может служить	1	1
702	и при	2	1
703	и народности	1	1
704	а между	1	1
705	они идут	1	1
706	этим не	1	1
707	уже почти	1	1
708	и потом	4	1
709	церковь не	1	1
710	христа на	1	1
711	всего этого	1	1
712	на ней	1	1
713	быть признан	1	1
714	дело и	1	1
715	но ни	2	1
716	к ним	4	1
717	как на	2	1
718	установить что	1	1
719	может также	1	1
720	наряду с	1	1
721	тех случаях	2	1
722	явление не	1	1
723	за него	1	1
724	такая же	1	1
725	во времена	1	1
726	же она	1	1
727	как от	1	1
728	за руки	7	1
729	верят что	3	1
730	по поводу	1	1
731	к ее	1	1
732	и становится	1	1
733	но весь	1	1
734	последний раз	1	1
735	востока и	1	1
736	вопрос может	1	1
737	корней но	1	1
738	все мы	1	1
739	он очень	1	1
740	привело к	2	1
741	влияние на	3	1
742	не противоречит	2	1
743	как другие	1	1
744	и всей	2	1
745	характерен для	1	1
746	земли в	1	1
747	с одной	1	1
748	приобщить их	1	1
749	смотрят на	1	1
750	притом не	1	1
751	в иванов	1	1
752	с точки	3	1
753	силой в	1	1
754	как нет	1	1
755	обычно не	2	1
756	не соответствует	1	1
757	многих отношениях	2	1
758	по типу	1	1
759	на первую	2	1
760	так не	1	1
761	не путем	1	1
762	в римском	1	1
763	их но	1	1
764	или не	2	1
765	время во	1	1
766	на себя	4	1
767	в таком	5	1
768	на тот	1	1
769	с одним	1	1
770	отличие от	4	1
771	рядом с	1	1
772	одном из	1	1
773	следовательно и	2	1
774	уже давно	1	1
775	должно было	5	1
776	и теми	1	1
777	и угасание	1	1
778	в другие	11	1
779	связанным с	1	1
780	точек зрения	1	1
781	из одного	1	1
782	под влиянием	1	1
783	в других	24	1
784	и отдельные	1	1
785	в верхнем	1	1
786	книги он	1	1
787	сами не	1	1
788	же все	1	1
789	для использования	1	1
790	своей книги	1	1
791	а следовательно	1	1
792	внесена в	1	1
793	друг с	1	1
794	был уже	1	1
795	не нашли	1	1
796	с русскими	1	1
797	мы уже	2	1
798	на человеческую	1	1
799	значение и	2	1
800	под ними	1	1
801	же до	1	1
802	все остальные	1	1
803	зрения в	1	1
804	две формы	2	1
805	было таким	1	1
806	не дает	1	1
807	был почти	1	1
808	рост и	1	1
809	общего не	2	1
810	в развитии	1	1
811	и этой	1	1
812	и смысла	1	1
813	на нем	1	1
814	если же	1	1
815	от одного	2	1
816	при такой	1	1
817	он признает	1	1
818	в тех	5	1
819	становится на	1	1
820	не могла	1	1
821	очень охотно	1	1
822	точка зрения	1	1
823	его жизнь	2	1
824	также не	2	1
825	в современной	1	1
826	но так	1	1
827	этот вопрос	4	1
828	он пишет	2	1
829	другая сторона	1	1
830	мы то	1	1
831	могла бы	1	1
832	земле не	1	1
833	т п	1	1
834	ту сторону	1	1
835	него на	1	1
836	мы со	1	1
837	возможно что	2	1
838	природы и	3	1
839	показать что	1	1
840	что для	4	1
841	главным образом	5	1
842	оно имеет	1	1
843	история их	1	1
844	но есть	3	1
845	эту силу	5	1
846	и др	4	1
847	это приводит	2	1
848	когда они	2	1
849	есть вместе	1	1
850	по ним	1	1
851	это ни	1	1
852	у разных	1	1
853	в силу	2	1
854	ней в	2	1
855	для людей	1	1
856	из этого	1	1
857	элемент но	1	1
858	слова как	1	1
859	показывает что	9	1
860	и преследовала	1	1
861	в угол	1	1
862	независимо от	3	1
863	всех этих	2	1
864	имеет свою	1	1
865	со слезами	1	1
866	что до	1	1
867	пришел к	1	1
868	своего рода	3	1
869	люди в	1	1
870	и бессмертие	1	1
871	за ним	3	1
872	его уже	1	1
873	можно видеть	1	1
874	также что	2	1
875	другие народы	1	1
876	земля и	1	1
877	в час	1	1
878	земли не	1	1
879	верили в	1	1
880	говорит и	1	1
881	он придает	1	1
882	понимал и	1	1
883	человек с	1	1
884	уже нельзя	1	1
885	думает что	2	1
886	свою судьбу	1	1
887	и из	3	1
888	никак не	1	1
889	и этого	1	1
890	в другой	1	1
891	этот не	2	1
892	что сам	1	1
893	ответ на	2	1
894	с природой	1	1
895	в огне	1	1
896	борьбы с	2	1
897	христово и	1	1
898	народам европы	1	1
899	смысла в	1	1
900	за это	1	1
901	не на	2	1
902	нас удовлетворить	1	1
903	их нужно	1	1
904	и несмотря	1	1
905	счастье на	1	1
906	похожее на	1	1
907	формах в	1	1
908	все то	1	1
909	не более	2	1
910	то на	3	1
911	ней связаны	1	1
912	в ад	1	1
913	с целью	2	1
914	в различные	2	1
915	два и	1	1
916	можно назвать	1	1
917	и самой	1	1
918	и людям	1	1
919	хотелось бы	1	1
920	с ними	6	1
921	человеку не	1	1
922	многих других	1	1
923	для каждого	1	1
924	к русским	3	1
925	по разным	1	1
926	и т	13	1
927	более поздний	1	1
928	зависимости от	1	1
929	мало чем	1	1
930	знает что	1	1
931	всей своей	1	1
932	собой смерть	1	1
933	ничего общего	3	1
934	полное и	1	1
935	так поступали	1	1
936	в древнерусском	1	1
937	но оно	1	1
938	который он	1	1
939	связана и	1	1
940	не является	2	1
941	разным местам	1	1
942	и состоит	1	1
943	вопрос можно	1	1
944	и кончается	1	1
945	него он	1	1
946	уверен что	1	1
947	ищут в	1	1
948	смерти и	3	1
949	и хлеб	1	1
950	то и	4	1
951	крестьянский быт	1	1
952	наконец в	1	1
953	за ней	1	1
954	а может	1	1
955	он во	1	1
956	до xx	1	1
957	в новой	1	1
958	в менее	1	1
959	только тогда	3	1
960	и теперь	1	1
961	россии у	1	1
962	не могло	1	1
963	совпадают с	3	1
964	и нового	2	1
965	и наша	1	1
966	идет не	1	1
967	он по	1	1
968	борьбу и	1	1
969	без основания	1	1
970	в совершенно	1	1
971	он есть	2	1
972	это имеет	4	1
973	тогда как	4	1
974	себя от	1	1
975	и наоборот	1	1
976	другому и	1	1
977	как например	6	1
978	благополучия но	1	1
979	несмотря на	4	1
980	на которые	1	1
981	первого дня	1	1
982	в отличие	4	1
983	на две	3	1
984	указывают на	1	1
985	ее не	1	1
986	тем же	1	1
987	только одна	1	1
988	при котором	1	1
989	которые уже	1	1
990	во всю	1	1
991	с нею	1	1
992	и воскресение	1	1
993	имеет и	1	1
994	к новой	1	1
995	более зрелый	1	1
996	видел в	2	1
997	которое потом	1	1
998	на этих	1	1
999	некоторые общие	1	1
1000	стоящего на	1	1
1001	только о	1	1
1002	точку зрения	1	1
1003	иногда в	2	1
1004	подойти к	2	1
1005	и смерти	1	1
1006	в период	2	1
1007	и каким	1	1
1008	есть много	1	1
1009	смерть и	1	1
1010	то они	1	1
1011	что ему	2	1
1012	вокруг него	2	1
1013	значение в	2	1
1014	и иначе	1	1
1015	нас нет	1	1
1016	для нового	1	1
1017	не во	1	1
1018	ее на	3	1
1019	в первый	5	1
1020	вывод что	5	1
1021	мы имеем	7	1
1022	не без	1	1
1023	земле но	1	1
1024	этот был	1	1
1025	на кладбище	4	1
1026	такое же	2	1
1027	имеет совершенно	1	1
1028	ушли в	1	1
1029	на которой	2	1
1030	в первую	1	1
1031	имеет смысла	1	1
1032	души людей	1	1
1033	представлять себе	1	1
1034	слово в	1	1
1035	слова а	1	1
1036	в виде	10	1
1037	в церковь	2	1
1038	а на	8	1
1039	показал в	1	1
1040	этом основании	1	1
1041	судьбы которые	1	1
1042	иногда и	7	1
1043	с места	2	1
1044	можно установить	2	1
1045	как этот	1	1
1046	а также	6	1
1047	за этим	1	1
1048	на нее	5	1
1049	избавляет от	1	1
1050	по существу	7	1
1051	в ту	1	1
1052	он видел	2	1
1053	и несут	2	1
1054	отрицать что	1	1
1055	с культом	1	1
1056	в стороне	2	1
1057	с той	2	1
1058	нас к	5	1
1059	случаях когда	2	1
1060	можно будет	3	1
1061	основы ее	1	1
1062	иной раз	1	1
1063	стремление к	1	1
1064	так в	5	1
1065	а иногда	6	1
1066	и могут	1	1
1067	типу своему	1	1
1068	сразу же	2	1
1069	что им	1	1
1070	сего в	1	1
1071	были не	1	1
1072	в русских	1	1
1073	с другом	1	1
1074	в гробу	1	1
1075	человеком и	1	1
1076	но христос	1	1
1077	это так	1	1
1078	в одной	1	1
1079	эта религия	1	1
1080	тем более	1	1
1081	в меру	1	1
1082	перешедшего в	1	1
1083	чтобы сделать	2	1
1084	стоит и	1	1
1085	как дети	1	1
1086	и эти	1	1
1087	на них	4	1
1088	а где	1	1
1089	встречаемся с	1	1
1090	же от	1	1
1091	на небо	3	1
1092	церкви и	3	1
1093	в течение	7	1
1094	них идет	1	1
1095	нужно совершить	1	1
1096	в новый	6	1
1097	главное и	1	1
1098	еще менее	1	1
1099	через которые	1	1
1100	не стыдились	1	1
1101	во второй	1	1
1102	в частности	2	1
1103	всем народам	1	1
1104	тех же	1	1
1105	от земли	2	1
1106	но такое	1	1
1107	только у	2	1
1108	в нашей	1	1
1109	с земли	1	1
1110	в xix	13	1
1111	с великим	1	1
1112	приводит нас	4	1
1113	или как	1	1
1114	на смерть	2	1
1115	и всех	2	1
1116	первые два	1	1
1117	связано не	1	1
1118	силу на	2	1
1119	которых они	1	1
1120	и хозяйства	1	1
1121	люди не	1	1
1122	и пытался	1	1
1123	для такого	1	1
1124	и необходимое	1	1
1125	и всякую	1	1
1126	слова в	3	1
1127	исторически и	1	1
1128	жизни против	1	1
1129	же в	5	1
1130	которого было	1	1
1131	к пониманию	1	1
1132	многие другие	2	1
1133	говорить об	1	1
1134	исследования о	1	1
1135	право на	2	1
1136	в области	3	1
1137	нуждается в	1	1
1138	все другие	1	1
1139	в эти	4	1
1140	этим связано	1	1
1141	образ его	1	1
1142	это в	1	1
1143	пишет в	5	1
1144	в целом	2	1
1145	или точнее	1	1
1146	веков в	1	1
1147	и благополучия	1	1
1148	и наконец	2	1
1149	что на	5	1
1150	вплоть до	4	1
1151	были против	1	1
1152	человек или	1	1
