N	2gram	Vygotskiy_	SlovoVZh
107	нуждается в	5	3
108	но и	19	3
109	бы мы	1	3
110	и для	5	3
111	точка зрения	2	3
112	и ее	3	3
113	и наконец	4	3
114	сих пор	6	3
115	и вообще	3	3
116	формы и	1	3
117	не к	1	3
118	внутренней речи	78	3
119	еще не	5	3
120	что в	23	2
121	этих двух	4	2
122	все они	1	2
123	перестает быть	1	2
124	слова так	1	2
125	но это	4	2
126	не так	1	2
127	и потому	3	2
128	действия и	4	2
129	и другие	1	2
130	и то	10	2
131	выражение в	6	2
132	мы можем	7	2
133	и самое	2	2
134	в данном	7	2
135	в то	10	2
136	еще раз	1	2
137	в словесном	1	2
138	по природе	2	2
139	которые мы	4	2
140	к слову	14	2
141	разрыв между	4	2
142	данном случае	5	2
143	в момент	4	2
144	и закономерностью	1	2
145	нас и	2	2
146	в основном	4	2
147	зависит от	3	2
148	с одной	7	2
149	совпадает с	5	2
150	уже в	3	2
151	там где	7	2
152	в его	7	2
153	с этой	5	2
154	она не	7	2
155	это не	6	2
156	одной стороны	7	2
157	относится к	5	2
158	дело с	3	2
159	с точки	31	2
160	мы имеем	3	2
161	была бы	3	2
162	словом и	10	2
163	вещи и	2	2
164	нашего сознания	1	2
165	на него	1	2
166	кроме того	1	2
167	тогда когда	12	2
168	в себя	4	2
169	и слово	4	2
170	как это	7	2
171	те же	1	2
172	но все	2	2
173	но зато	1	2
174	мы в	3	2
175	если же	2	2
176	одно и	3	2
177	и что	14	2
178	что и	4	2
179	формой и	1	2
180	в отношении	9	2
181	структурой и	2	2
182	в форме	1	2
183	же самое	12	2
184	и значение	5	2
185	на примере	1	2
186	другой стороны	3	2
187	но отнюдь	1	2
188	но что	2	2
189	и те	1	2
190	как не	1	2
191	в этих	2	2
192	тому же	2	2
193	связь с	1	2
194	оно не	3	2
195	а к	1	2
196	как же	1	2
197	и притом	4	2
198	ко всем	6	2
199	но этот	2	2
200	на это	1	2
201	для других	15	2
202	к ним	1	2
203	и предложения	1	2
204	и здесь	5	2
205	как на	8	2
206	слова но	3	2
207	и все	5	2
208	но не	13	2
209	общего с	1	2
210	речи в	31	2
211	его как	1	2
212	не есть	4	2
213	могут быть	7	2
214	значения и	3	2
215	с другими	5	2
216	из общей	1	2
217	в самое	1	2
218	до конца	8	2
219	стороны и	6	2
220	в своем	3	2
221	за его	1	2
222	в какой	6	2
223	имеет место	4	2
224	вместе с	19	2
225	между ними	8	2
226	место в	1	2
227	в зависимости	6	2
228	к его	3	2
229	может стать	2	2
230	настоящее время	1	2
231	каком отношении	1	2
232	такой же	4	2
233	до известной	2	2
234	со словом	1	2
235	с его	1	2
236	себя и	2	2
237	на все	1	2
238	его к	2	2
239	известной степени	2	2
240	к этому	2	2
241	бы не	1	2
242	между собой	15	2
243	он не	5	2
244	в условиях	1	2
245	независимо от	1	2
246	предметом исследования	1	2
247	что слово	2	2
248	этого положения	1	2
249	в чем	5	2
250	в настоящее	1	2
251	делает его	1	2
252	но мы	5	2
253	словами и	2	2
254	точку зрения	4	2
255	как только	1	2
256	едва ли	5	2
257	ничего не	2	2
258	более того	2	2
259	выражение и	1	2
260	числа в	2	2
261	одного только	2	1
262	ситуации и	3	1
263	мы обратимся	1	1
264	к одному	1	1
265	это на	1	1
266	остается в	2	1
267	уже во	1	1
268	жизнь и	1	1
269	себе в	5	1
270	мы попытаемся	1	1
271	они являются	1	1
272	этих свойств	1	1
273	то в	4	1
274	грамматических форм	2	1
275	одним и	2	1
276	же деле	1	1
277	во всяком	2	1
278	нам не	1	1
279	это и	7	1
280	что они	11	1
281	его и	2	1
282	является в	7	1
283	и оба	1	1
284	и оказывает	1	1
285	и теоретическая	1	1
286	ситуации в	4	1
287	во всех	9	1
288	нами выше	2	1
289	которого и	1	1
290	стороны к	1	1
291	восприятия и	3	1
292	но сами	1	1
293	единство а	1	1
294	не является	4	1
295	слово есть	1	1
296	а с	3	1
297	поэтому не	1	1
298	только к	4	1
299	если оно	2	1
300	того в	1	1
301	что оно	9	1
302	и он	4	1
303	уже сказано	1	1
304	к другу	4	1
305	мы могли	15	1
306	это делает	1	1
307	та же	2	1
308	грамматической структурой	1	1
309	бы показать	2	1
310	с самого	13	1
311	не сделала	1	1
312	образом мы	2	1
313	приближается к	1	1
314	друг к	3	1
315	отношения которые	1	1
316	опирается на	2	1
317	является ее	1	1
318	индивидуальной психики	1	1
319	на этом	4	1
320	те три	2	1
321	является таким	1	1
322	она должна	2	1
323	сказано в	1	1
324	них в	1	1
325	которой он	2	1
326	от целого	1	1
327	само собой	2	1
328	знак равенства	1	1
329	нельзя было	2	1
330	до минимума	1	1
331	собой ибо	1	1
332	языка в	2	1
333	в лучшем	3	1
334	это последнее	1	1
335	должно быть	3	1
336	мы уже	5	1
337	этих моментов	1	1
338	к целому	2	1
339	нас не	1	1
340	значение и	2	1
341	вне поля	1	1
342	мы увидим	1	1
343	образом самая	1	1
344	определяют и	1	1
345	и который	1	1
346	и того	3	1
347	предмет в	1	1
348	и вот	1	1
349	от нее	3	1
350	зрения как	2	1
351	но при	1	1
352	она в	2	1
353	она могла	1	1
354	в структуру	6	1
355	таком понимании	1	1
356	особого рода	1	1
357	в свою	3	1
358	в значительной	3	1
359	нам удалось	1	1
360	нашей работы	3	1
361	входит в	3	1
362	только и	5	1
363	поэтому можно	1	1
364	он различает	1	1
365	только как	2	1
366	и почти	1	1
367	что уже	2	1
368	является следствием	1	1
369	того чтобы	26	1
370	не должен	1	1
371	он как	1	1
372	в основе	5	1
373	и их	7	1
374	еще более	1	1
375	не должно	1	1
376	ту же	4	1
377	на основе	5	1
378	ее до	1	1
379	в другом	3	1
380	а из	4	1
381	тому как	2	1
382	несмотря на	2	1
383	но то	2	1
384	но эти	2	1
385	случае она	1	1
386	это часто	1	1
387	признать что	2	1
388	они входят	1	1
389	обстоит дело	2	1
390	в прежней	2	1
391	к общему	4	1
392	нашем же	1	1
393	основных момента	2	1
394	на одно	2	1
395	большим трудом	1	1
396	для всего	2	1
397	что это	7	1
398	хотя и	4	1
399	речи так	4	1
400	оно является	1	1
401	и тогда	3	1
402	нами случае	1	1
403	этом отношении	7	1
404	в новой	4	1
405	ни единого	1	1
406	о чем	8	1
407	мы должны	7	1
408	в ее	7	1
409	в высший	1	1
410	структуру а	2	1
411	и тем	10	1
412	сам по	2	1
413	от социального	1	1
414	все основные	1	1
415	и во-вторых	4	1
416	какой бы	1	1
417	один шаг	1	1
418	в частности	4	1
419	социального целого	1	1
420	для нее	3	1
421	и больше	2	1
422	не как	1	1
423	аналогии с	1	1
424	самая структура	1	1
425	в слово	1	1
426	должны быть	5	1
427	в качестве	9	1
428	весь круг	1	1
429	трех моментов	1	1
430	всех других	1	1
431	особый тип	1	1
432	другого мы	1	1
433	самом же	1	1
434	содержание в	2	1
435	в одном	4	1
436	в области	5	1
437	одно из	6	1
438	у нас	3	1
439	на которой	1	1
440	теряет свою	1	1
441	можно было	7	1
442	в приведенном	1	1
443	же случае	1	1
444	вещами и	1	1
445	и делает	2	1
446	целому в	1	1
447	бы они	1	1
448	кто не	1	1
449	в результате	3	1
450	и это	2	1
451	мы таким	1	1
452	этом направлении	1	1
453	все возможные	1	1
454	мы ощущаем	2	1
455	психологического и	1	1
456	находят свое	1	1
457	как нечто	1	1
458	для них	1	1
459	в игру	1	1
460	своем значении	2	1
461	только слова	1	1
462	и создает	1	1
463	значительной степени	1	1
464	по мере	10	1
465	этом смысле	2	1
466	с ней	3	1
467	и основное	1	1
468	подобно тому	2	1
469	и тот	1	1
470	том и	3	1
471	далеко не	1	1
472	слова не	1	1
473	в современной	2	1
474	и которые	3	1
475	у него	2	1
476	стороны как	2	1
477	движение и	3	1
478	в истории	1	1
479	не могут	9	1
480	все равно	2	1
481	к кому	1	1
482	же время	1	1
483	не существует	1	1
484	и единство	1	1
485	говорить и	1	1
486	в рамки	1	1
487	при помощи	1	1
488	в виде	2	1
489	свое значение	1	1
490	из одного	2	1
491	к которой	3	1
492	она становится	1	1
493	речь но	1	1
494	в обоих	1	1
495	входят в	2	1
496	тот не	1	1
497	у нее	5	1
498	отношения между	8	1
499	самого начала	13	1
500	еще один	2	1
501	непосредственно к	1	1
502	в большинстве	2	1
503	увидели что	1	1
504	свою очередь	3	1
505	в конечном	2	1
506	без слов	1	1
507	так мы	1	1
508	не совпадают	7	1
509	суждений и	1	1
510	не было	1	1
511	когда мы	2	1
512	идет речь	2	1
513	как например	1	1
514	связи с	4	1
515	не совпадает	5	1
516	им в	1	1
517	связанных с	2	1
518	возникает из	6	1
519	он еще	1	1
520	или наконец	1	1
521	между людьми	1	1
522	все то	1	1
523	создает в	1	1
524	слову и	1	1
525	рассматривать как	1	1
526	что является	2	1
527	здесь мы	2	1
528	то общее	1	1
529	с ее	2	1
530	время как	7	1
531	было бы	12	1
532	этого основного	1	1
533	это же	2	1
534	не знает	3	1
535	образом не	1	1
536	к тому	13	1
537	связанные со	1	1
538	нами и	1	1
539	из двух	3	1
540	те стороны	1	1
541	и различные	1	1
542	что можно	2	1
543	самому существу	1	1
544	и можно	1	1
545	подвести итоги	1	1
546	с таким	3	1
547	задачи в	1	1
548	что здесь	2	1
549	на общий	1	1
550	ведь это	2	1
551	само слово	1	1
552	и мы	1	1
553	особую форму	1	1
554	находиться в	1	1
555	как мы	24	1
556	не находят	1	1
557	к определенным	1	1
558	это мы	6	1
559	что нам	2	1
560	что она	8	1
561	самой своей	5	1
562	по аналогии	1	1
563	ситуации как	1	1
564	чем отличается	1	1
565	содержание но	1	1
566	бытия и	1	1
567	и о	4	1
568	слова с	5	1
569	показать что	8	1
570	этого нельзя	1	1
571	менее всего	3	1
572	как его	1	1
573	что для	3	1
574	и вне	1	1
575	с первого	1	1
576	где они	4	1
577	если мы	6	1
578	он будет	1	1
579	тем же	8	1
580	замечает что	1	1
581	он вдруг	1	1
582	моментов в	2	1
583	наряду с	2	1
584	представлять себе	1	1
585	и во	5	1
586	именно в	9	1
587	и таким	1	1
588	обоих этих	1	1
589	они должны	1	1
590	то время	8	1
591	но эта	2	1
592	конечном счете	2	1
593	слов в	1	1
594	которое было	2	1
595	и конкретного	2	1
596	с большим	2	1
597	к другим	11	1
598	не можем	4	1
599	в таком	2	1
600	но прежде	1	1
601	обратимся к	3	1
602	например в	5	1
603	речь и	5	1
604	является выражением	1	1
605	сама по	1	1
606	что я	1	1
607	остается еще	2	1
608	в высшей	3	1
609	и связи	1	1
610	относятся к	1	1
611	к которому	3	1
612	эти вопросы	1	1
613	имеем дело	2	1
614	оно всегда	1	1
615	исследования является	2	1
616	во внутренней	4	1
617	слово не	4	1
618	и без	2	1
619	других областей	1	1
620	этим методом	1	1
621	наметить основные	1	1
622	слово к	1	1
623	в определенную	1	1
624	отношения в	1	1
625	что все	6	1
626	вопросов о	1	1
627	не исчерпывает	2	1
628	эти три	2	1
629	ее внутренней	2	1
630	внешнюю речь	1	1
631	т.е как	1	1
632	столь же	2	1
633	том же	7	1
634	и она	2	1
635	речи без	1	1
636	есть в	5	1
637	же как	14	1
638	к пониманию	4	1
639	него но	1	1
640	исходит из	2	1
641	места в	1	1
642	в переводе	1	1
643	в порядке	3	1
644	деле это	1	1
645	рядом с	2	1
646	момент в	3	1
647	со специфической	1	1
648	выйти из	1	1
649	в слове	11	1
650	как будто	1	1
651	есть только	3	1
652	именно этого	1	1
653	но если	5	1
654	они не	2	1
655	зрения является	1	1
656	и понимания	2	1
657	в словах	1	1
658	особая форма	1	1
659	при таком	2	1
660	зрения не	1	1
661	структуру но	1	1
662	от его	2	1
663	слова как	5	1
664	все более	2	1
665	процессе ее	1	1
666	зрения и	1	1
667	чем мы	3	1
668	и внешней	1	1
669	и только	7	1
670	речи с	10	1
671	и жеста	1	1
672	сводится только	1	1
673	каком направлении	1	1
674	момента во-первых	1	1
675	раз что	2	1
676	внутренней речью	10	1
677	по своей	12	1
678	себе по	2	1
679	на этих	2	1
680	это направление	1	1
681	по самому	2	1
682	в двух	2	1
683	пор мы	1	1
684	убедиться в	1	1
685	может и	3	1
686	и оно	1	1
687	вещами она	1	1
688	случае по	1	1
689	внешней речи	18	1
690	друг друга	9	1
691	но самый	1	1
692	значения не	1	1
693	в эти	1	1
694	реальных жизненных	1	1
695	лучшем случае	3	1
696	для этого	4	1
697	для обоих	1	1
698	этими словами	1	1
699	не из	2	1
700	если она	1	1
701	себе и	2	1
702	и обратно	6	1
703	в особом	1	1
704	легче всего	1	1
705	его значение	2	1
706	интонации и	1	1
707	а эти	1	1
708	в смысле	9	1
709	внутренней и	2	1
710	слов и	6	1
711	из этой	1	1
712	притом с	1	1
713	в одной	6	1
714	в целом	7	1
715	ничего общего	1	1
716	культуры в	1	1
717	и из	2	1
718	и становится	1	1
719	имеет дело	1	1
720	вовсе не	3	1
721	больше того	1	1
722	другого и	1	1
723	думать что	1	1
724	от предмета	2	1
725	два основных	1	1
726	гораздо больше	3	1
727	оно возникает	1	1
728	тем более	1	1
729	и увидели	1	1
730	обращение к	1	1
731	состоящая из	1	1
732	мы видели	10	1
733	перед нами	3	1
734	чем более	3	1
735	включает в	2	1
736	и другого	2	1
737	гейне в	1	1
738	не имеющих	1	1
739	речи а	5	1
740	конечно только	1	1
741	всяком случае	1	1
742	работу по	1	1
743	которые в	5	1
744	только для	1	1
745	на них	1	1
746	высшей степени	1	1
747	тенденция к	6	1
748	понять эту	1	1
