N	2gram	Propp_Morf	FransuaR
361	где он	1	7
362	особое значение	1	7
363	в виде	3	7
364	но она	1	7
365	и очень	1	7
366	по всему	3	7
367	в некоторых	4	7
368	в различных	2	7
369	настоящее время	3	7
370	играют в	2	7
371	только во	1	7
372	себя в	2	7
373	в состоянии	1	7
374	и этим	7	7
375	как его	1	7
376	в таком	1	7
377	и за	2	7
378	связанное с	1	7
379	вот как	2	7
380	из которых	5	7
381	связанная с	1	7
382	том как	2	7
383	к себе	2	7
384	в настоящее	3	7
385	точку зрения	1	7
386	как нечто	1	7
387	а на	3	7
388	не будем	5	7
389	к концу	1	7
390	его не	1	7
391	к третьей	1	7
392	тому как	5	7
393	в свою	1	7
394	думать что	1	7
395	и был	1	6
396	не столько	1	6
397	в один	3	6
398	хотя бы	5	6
399	не простое	1	6
400	имеем в	8	6
401	свою очередь	1	6
402	видно что	5	6
403	находится в	1	6
404	что она	2	6
405	и тот	2	6
406	возможно что	1	6
407	это одна	1	6
408	смысле слова	4	6
409	и самая	1	6
410	эти явления	1	6
411	в нее	2	6
412	его и	2	6
413	на что	1	6
414	тем же	2	6
415	и пр	45	6
416	за этим	1	6
417	людей в	1	6
418	и эти	1	6
419	начала в	1	6
420	которые в	1	6
421	как будто	2	6
422	момента в	1	6
423	дается в	2	6
424	но по	1	6
425	а именно	1	6
426	говорить о	4	6
427	самого начала	1	6
428	литературе и	1	6
429	между прочим	1	6
430	не дает	1	6
431	что эта	2	6
432	могут быть	21	6
433	за это	1	6
434	вряд ли	2	6
435	это время	1	6
436	важное значение	1	6
437	совершенно не	1	6
438	тех же	4	6
439	что здесь	1	6
440	характерен для	1	6
441	он может	2	6
442	друг друга	3	6
443	дает нам	1	6
444	всего мира	1	6
445	остановимся на	1	6
446	ее в	3	6
447	очень много	2	6
448	видит в	1	6
449	входит в	4	6
450	от того	4	6
451	таким же	1	6
452	в лице	1	6
453	в применении	1	5
454	с собой	3	5
455	в числе	2	5
456	применении к	1	5
457	и когда	2	5
458	и была	1	5
459	но там	1	5
460	с другими	2	5
461	чем в	2	5
462	из важнейших	1	5
463	в ряду	1	5
464	из одного	1	5
465	один раз	2	5
466	почти всегда	1	5
467	на первом	1	5
468	и дает	2	5
469	в другой	1	5
470	вместо того	1	5
471	бы не	1	5
472	из его	2	5
473	которую он	1	5
474	как например	2	5
475	но мы	3	5
476	но прежде	1	5
477	мы имеем	19	5
478	лиц и	1	5
479	этой новой	1	5
480	в г	1	5
481	имен и	1	5
482	есть не	1	5
483	оказывается что	1	5
484	же самое	1	5
485	на то	3	5
486	видели в	1	5
487	можно говорить	1	5
488	на эти	1	5
489	в первом	5	5
490	по их	5	5
491	в собственном	3	5
492	нами выше	1	5
493	имеет в	1	5
494	во многих	1	5
495	говорит что	1	5
496	не вполне	1	5
497	с этими	1	5
498	друг с	1	5
499	больше чем	1	5
500	то в	3	5
501	первом случае	3	5
502	должно быть	1	5
503	ни было	2	5
504	и сама	1	5
505	он сам	1	5
506	совсем не	3	5
507	всех других	2	5
508	независимо от	4	5
509	во втором	7	5
510	и этот	2	5
511	должна быть	2	5
512	их как	2	5
513	себя и	2	5
514	не является	4	5
515	если мы	6	5
516	всяком случае	2	5
517	же он	1	5
518	к началу	4	5
519	ему в	1	5
520	ничем не	2	5
521	многие из	1	5
522	и новое	1	5
523	гете в	1	5
524	вообще не	2	5
525	что мы	2	5
526	живой и	2	5
527	нисколько не	1	5
528	с другом	1	5
529	по его	1	5
530	без всякой	2	5
531	вступают в	3	5
532	и только	3	5
533	до него	1	4
534	еще недостаточно	1	4
535	при анализе	1	4
536	к этой	1	4
537	характер они	1	4
538	этой связи	1	4
539	втором случае	1	4
540	что даже	1	4
541	о его	4	4
542	время и	1	4
543	где начинается	1	4
544	увидим дальше	1	4
545	и некоторые	1	4
546	тесно связаны	1	4
547	но для	3	4
548	и всю	1	4
549	о которых	1	4
550	в каждом	1	4
551	о себе	1	4
552	одно и	1	4
553	этот вопрос	4	4
554	как один	1	4
555	них не	1	4
556	даны в	1	4
557	если в	7	4
558	он только	1	4
559	и далее	1	4
560	эти и	1	4
561	все формы	1	4
562	этот же	2	4
563	оно не	2	4
564	их и	1	4
565	есть нечто	3	4
566	влияния на	1	4
567	есть на	1	4
568	не входит	2	4
569	в очень	2	4
570	и больше	2	4
571	не совсем	1	4
572	он начинает	1	4
573	но если	10	4
574	иногда в	8	4
575	он должен	3	4
576	которым он	1	4
577	этого нельзя	2	4
578	вход в	1	4
579	имеется в	3	4
580	один и	1	4
581	только и	1	4
582	короля и	1	4
583	возвращается к	1	4
584	в предисловии	1	4
585	одну из	1	4
586	к ней	3	4
587	животных и	3	4
588	рассказ о	1	4
589	не так	2	4
590	дело с	1	4
591	однако и	1	4
592	которые по	1	4
593	нами в	4	4
594	принадлежат к	1	4
595	духа в	1	4
596	когда в	2	4
597	г в	1	4
598	что этот	2	4
599	носит характер	2	4
600	который в	2	4
601	и становится	1	4
602	и заставляет	2	4
603	и притом	1	4
604	что за	1	4
605	утверждение что	1	4
606	но ведь	1	4
607	учение о	5	4
608	также в	2	4
609	здесь перед	1	4
610	точек зрения	1	4
611	но к	1	4
612	в наши	2	4
613	о происхождении	2	4
614	или же	7	4
615	и тем	3	4
616	кажется что	1	4
617	все основные	1	4
618	на нем	3	4
619	если же	5	4
620	это наиболее	1	4
621	не по	2	4
622	друг другу	1	4
623	здесь также	1	4
624	собственном смысле	3	4
625	борьбы с	1	4
626	все события	1	4
627	состоит из	3	4
628	дело идет	1	4
629	ли он	1	4
630	не должно	1	4
631	явления и	1	4
632	значение для	1	4
633	где кончается	1	4
634	и своего	1	4
635	без всякого	2	4
636	заметить что	11	4
637	ее не	1	4
638	что я	1	4
639	из этой	1	4
640	где нет	1	4
641	ряд других	2	4
642	и сюда	1	4
643	он называет	1	4
644	такое же	1	4
645	на которой	1	4
646	же не	1	4
647	и где	1	4
648	там и	1	4
649	говорят о	1	4
650	время уже	1	4
651	это явление	5	4
652	что эти	3	4
653	в бочку	1	4
654	быть и	2	4
655	что касается	1	4
656	у нее	2	4
657	на это	1	4
658	в отдельности	1	4
659	этому вопросу	1	4
660	труд и	1	3
661	более широкой	1	3
662	как отдельные	1	3
663	и получает	1	3
664	большое количество	1	3
665	это определение	1	3
666	на которых	1	3
667	именно и	1	3
668	или на	3	3
669	и другим	3	3
670	функций в	1	3
671	есть то	1	3
672	и питьем	1	3
673	больше всего	1	3
674	это его	1	3
675	не всегда	10	3
676	углом зрения	2	3
677	они должны	1	3
678	будем говорить	1	3
679	что именно	2	3
680	тем как	1	3
681	бы то	3	3
682	на войну	1	3
683	ее можно	1	3
684	а с	2	3
685	это один	1	3
686	тому что	5	3
687	ясно что	5	3
688	время как	3	3
689	не есть	1	3
690	между собой	5	3
691	сохраняется и	1	3
692	вводит в	1	3
693	а для	1	3
694	они вступают	1	3
695	на новый	1	3
696	не будет	1	3
697	рассказывается как	1	3
698	доходит до	1	3
699	бы к	1	3
700	могла бы	4	3
701	равно как	1	3
702	в систему	1	3
703	но есть	3	3
704	это совершенно	1	3
705	роль играют	1	3
706	в последнем	3	3
707	его из	1	3
708	которые он	1	3
709	и создает	1	3
710	с этого	2	3
711	является одним	1	3
712	также не	1	3
713	явлений и	1	3
714	приводит к	3	3
715	вперед и	1	3
716	в каком	2	3
717	значение этого	1	3
718	так чтобы	1	3
719	он является	1	3
720	после смерти	1	3
721	и об	1	3
722	к людям	1	3
723	к первому	1	3
724	упомянем еще	1	3
725	из первых	2	3
726	у вас	1	3
727	и такой	1	3
728	знать что	2	3
729	всегда можно	1	3
730	то ни	3	3
731	или с	3	3
732	что с	1	3
733	исторической действительности	1	3
734	этих условиях	1	3
735	со своей	1	3
736	этих двух	1	3
737	еще тем	1	3
738	ко второму	1	3
739	она не	2	3
740	и может	1	3
741	у кого	1	3
742	лишь как	1	3
743	и всякая	1	3
744	само собой	1	3
745	природой и	1	3
746	можно наблюдать	8	3
747	которые не	1	3
748	иначе чем	2	3
749	из нее	1	3
750	начинается с	5	3
751	у которого	1	3
752	не что	2	3
753	не существует	3	3
754	всего и	1	3
755	то это	5	3
756	того они	1	3
757	из земли	1	3
758	очень широко	1	3
759	между двумя	1	3
760	победы над	1	3
761	в глаза	2	3
762	же они	2	3
763	же она	3	3
764	наряду с	7	3
765	что иное	2	3
766	которое он	1	3
767	на спине	2	3
768	в тот	1	3
769	два раза	5	3
770	одном месте	1	3
771	что его	4	3
772	такие же	1	3
773	уже давно	1	3
774	чтобы его	2	3
775	рассказы о	2	3
776	они играют	1	3
777	на другой	1	3
778	действующих лиц	22	3
779	они могут	1	3
780	ни одной	2	3
781	чем она	1	3
782	едой и	1	3
783	в силу	1	3
784	путь на	2	3
785	дает ему	1	3
786	при дворе	1	3
787	положения и	1	3
788	а потому	2	3
789	за ним	1	3
790	в гл	1	3
791	рассказывается о	1	3
792	он действует	2	3
793	собой и	1	3
794	относятся к	2	3
795	очень важный	2	3
796	со стороны	5	3
797	всей своей	1	3
798	которая не	1	3
799	все подобные	1	3
800	ни к	2	3
801	как целое	1	3
802	по земле	1	3
803	и тогда	3	3
804	или иных	1	3
805	что многие	2	3
806	не потому	1	3
807	видим таким	1	3
808	на своем	1	3
809	на улице	1	3
810	характера и	1	3
811	как во	1	3
812	материал и	1	3
813	с того	3	3
814	этот мотив	1	3
815	итак в	1	3
816	в первый	1	3
817	что каждый	1	3
818	правда и	1	3
819	все как	1	3
820	для нее	1	3
821	этой цели	1	3
822	еще к	1	3
823	тех или	1	3
824	друг за	2	3
825	запретов и	1	3
826	лежат в	1	3
827	переходит на	2	3
828	раза в	1	3
829	на других	1	3
830	бы он	1	3
831	которое в	1	3
832	все более	1	3
833	не удалось	1	3
834	и совершенно	1	3
835	иное как	2	3
836	этот материал	1	2
837	к другу	2	2
838	точном смысле	1	2
839	с двух	1	2
840	и убивает	3	2
841	формы в	1	2
842	в нашу	1	2
843	дает описание	1	2
844	типична для	2	2
845	и рядом	1	2
846	этого момента	3	2
847	церковь и	1	2
848	очень важных	1	2
849	чтобы в	1	2
850	о необходимости	1	2
851	некоторые другие	1	2
852	этот элемент	5	2
853	по горизонтали	1	2
854	лица в	1	2
855	они ни	1	2
856	к земле	1	2
857	где оно	2	2
858	был совершенно	1	2
859	нашу задачу	2	2
860	ними и	1	2
861	за исключением	1	2
862	только как	1	2
863	и иных	2	2
864	она создает	1	2
865	не исключает	2	2
866	если была	1	2
867	из одной	1	2
868	образом что	1	2
869	можно ли	1	2
870	может послужить	1	2
871	за другом	2	2
872	оно также	1	2
873	из наиболее	1	2
874	другой пример	2	2
875	образом как	1	2
876	человека а	1	2
877	коем случае	1	2
878	в отдельных	3	2
879	и подобные	2	2
880	прав он	1	2
881	на вопрос	2	2
882	грань между	1	2
883	мы привели	1	2
884	рождение героя	1	2
885	или наоборот	2	2
886	не удавалось	1	2
887	его самого	4	2
888	первый раз	1	2
889	потому не	2	2
890	вопрос мы	1	2
891	а ведь	1	2
892	что при	3	2
893	особую главу	1	2
894	как объяснить	1	2
895	из приведенных	3	2
896	как по	1	2
897	с двумя	2	2
898	и говорит	1	2
899	как таковое	3	2
900	уже достаточно	1	2
901	общее значение	1	2
902	средство для	2	2
903	дана в	1	2
904	сына в	2	2
905	или во	1	2
906	одним словом	1	2
907	тяготеют к	1	2
908	должны быть	2	2
909	была не	1	2
910	море и	1	2
911	и небо	1	2
912	оно имеет	1	2
913	сущности к	1	2
914	оно может	4	2
915	понятия и	1	2
916	и возможно	1	2
917	раз он	3	2
918	друг к	2	2
919	и должны	1	2
920	себе представить	1	2
921	имеет двойное	1	2
922	героя в	5	2
923	с такой	1	2
924	на те	1	2
925	уже знаем	1	2
926	здесь для	1	2
927	и делает	1	2
928	но этого	1	2
929	функции в	1	2
930	средство от	1	2
931	тем и	2	2
932	это положение	2	2
933	лишь к	1	2
934	ключом к	1	2
935	тему в	1	2
936	характерна для	1	2
937	нет в	1	2
938	на другие	2	2
939	мифологии и	1	2
940	очень ярко	1	2
941	бросается в	1	2
942	он требует	2	2
943	возвращаемся к	1	2
944	и землю	1	2
945	такую же	2	2
946	это все	1	2
947	чем они	1	2
948	в ход	3	2
949	только один	1	2
950	то все	1	2
951	какое же	1	2
952	и посвящена	1	2
953	др эти	1	2
954	чтоб от	1	2
955	например на	2	2
956	для последующих	1	2
957	ход и	2	2
958	свою жену	1	2
959	ли можно	1	2
960	затем они	1	2
961	деле в	1	2
962	этом случае	10	2
963	на лбу	1	2
964	что ему	1	2
965	и многие	1	2
966	что одна	2	2
967	принимает форму	1	2
968	то мы	5	2
969	к месту	3	2
970	что ни	2	2
971	теми же	1	2
972	иногда и	2	2
973	в другую	2	2
974	с теми	4	2
975	бы быть	1	2
976	может только	1	2
977	бы мы	1	2
978	вследствие чего	1	2
979	а он	1	2
980	и таким	2	2
981	как все	1	2
982	не все	6	2
983	названия а	1	2
984	в самых	2	2
985	материал для	1	2
986	говорить не	1	2
987	мы должны	3	2
988	которое только	1	2
989	не с	2	2
990	встреча с	2	2
991	к которой	1	2
992	или как	1	2
993	уже очень	1	2
994	огромное значение	2	2
995	это можно	2	2
996	и начинается	1	2
997	действительно не	1	2
998	их на	2	2
999	может и	1	2
1000	что каждая	1	2
1001	если она	2	2
1002	не можем	1	2
1003	некоторые черты	1	2
1004	это лицо	1	2
1005	всего это	3	2
1006	что вполне	1	2
1007	сверх того	1	2
1008	в следующих	1	2
1009	никак нельзя	1	2
1010	одному из	3	2
1011	не являются	1	2
1012	здесь под	1	2
1013	в какой	3	2
1014	формы эти	2	2
1015	а и	3	2
1016	по-видимому не	1	2
1017	на свой	1	2
1018	под углом	2	2
1019	в v	1	2
1020	которого можно	1	2
1021	если он	2	2
1022	том или	1	2
1023	не определяет	2	2
1024	раз при	1	2
1025	вслед за	5	2
1026	и нет	1	2
1027	тем в	1	2
1028	которые мы	1	2
1029	формы его	1	2
1030	о тех	1	2
1031	сын и	1	2
1032	всех людей	1	2
1033	которую они	1	2
1034	к различным	2	2
1035	то оно	1	2
1036	содержится в	1	2
1037	после чего	2	2
1038	собой в	2	2
1039	не стремится	1	2
1040	что такое	3	2
1041	не от	2	2
1042	и развития	1	2
1043	всеми другими	1	2
1044	об их	1	2
1045	связывается с	3	2
1046	прежде чем	5	2
1047	что под	1	2
1048	теми или	1	2
1049	и по-видимому	1	2
1050	встречается в	4	2
1051	по ее	1	2
1052	все виды	1	2
1053	и обрядов	1	2
1054	по характеру	1	2
1055	и отдельные	1	2
1056	целом не	1	2
1057	явление это	2	2
1058	в быту	1	2
1059	на той	2	2
1060	это по	1	2
1061	не приходится	1	2
1062	становится на	1	2
1063	развития все	1	2
1064	и определенные	1	2
1065	как эта	1	2
1066	вопрос в	2	2
1067	что всякий	1	2
1068	это делает	1	2
1069	более широкого	1	2
1070	тем временем	2	2
1071	он показывает	1	2
1072	например о	1	2
1073	проявляются в	1	2
1074	обращается к	1	2
1075	как с	1	2
1076	его с	1	2
1077	иногда почти	1	2
1078	других форм	1	2
1079	чрезвычайно много	1	2
1080	основная задача	1	2
1081	мы пока	2	2
1082	и сердце	1	2
1083	уже неоднократно	1	2
1084	если не	1	2
1085	не более	1	2
1086	до этого	1	2
1087	но вот	2	2
1088	не делает	1	2
1089	и действительно	1	2
1090	принадлежит и	1	2
1091	затем следует	1	2
1092	и мог	1	2
1093	те формы	1	2
1094	к самым	1	2
1095	касается только	2	2
1096	ничего общего	1	2
1097	в которые	1	2
1098	этот канон	1	2
1099	в середине	2	2
1100	в итоге	2	2
1101	он именно	1	2
1102	при помощи	12	2
1103	действия и	2	2
1104	этого нет	2	2
1105	же роли	1	2
1106	мог бы	1	2
1107	лишь один	1	2
1108	работы мы	1	2
1109	только о	1	2
1110	более и	1	2
1111	в обоих	2	2
1112	они принадлежат	1	2
1113	многих других	2	2
1114	в коем	1	2
1115	бы на	1	2
1116	состоят из	1	2
1117	из форм	1	2
1118	которыми она	1	2
1119	как ни	1	2
1120	пока условно	1	2
1121	в ином	3	2
1122	в церковь	1	2
1123	только он	1	2
1124	этого не	2	2
1125	уже совершенно	1	2
1126	случае не	4	2
1127	эпизод в	1	2
1128	они есть	1	2
1129	это так	2	2
1130	другом случае	1	2
1131	не дают	1	2
1132	они все	1	2
1133	может иметь	1	2
1134	что от	1	2
1135	же с	1	2
1136	как же	3	2
1137	то чего	1	2
1138	так называемой	1	2
1139	момент когда	3	2
1140	к тем	1	2
1141	пор не	1	2
1142	чудесным образом	1	2
1143	в нашей	1	2
1144	уже видели	2	2
1145	таких случаях	2	2
1146	повод для	1	2
1147	имеет свои	2	2
1148	котором говорит	1	2
1149	королевскую одежду	1	2
1150	наши дни	1	2
1151	определить как	1	2
1152	если на	1	2
1153	что мотив	1	2
1154	дело обстоит	1	2
1155	или точнее	1	2
1156	совершается в	2	2
1157	он пользуется	1	1
1158	еще несколько	1	1
1159	фигурировать и	1	1
1160	было так	1	1
1161	чрезвычайно важно	1	1
1162	они имеют	1	1
1163	этом кончается	1	1
1164	могут иметь	2	1
1165	совершенно другом	1	1
1166	для меня	1	1
1167	только что	3	1
1168	и важнейших	1	1
1169	зрения их	1	1
1170	и становятся	2	1
1171	на работу	2	1
1172	которые должны	1	1
1173	это значит	1	1
1174	о так	1	1
1175	является в	2	1
1176	одна за	1	1
1177	и пользуется	2	1
1178	морфологического анализа	1	1
1179	ссылкой на	1	1
1180	не меняет	2	1
1181	др это	1	1
1182	этом основании	1	1
1183	как было	1	1
1184	и награждает	1	1
1185	иными средствами	1	1
1186	этим объясняется	1	1
1187	стоит в	1	1
1188	по пути	1	1
1189	в материал	1	1
1190	таких моментов	1	1
1191	от одного	1	1
1192	на примере	1	1
1193	величины и	1	1
1194	лет в	1	1
1195	каким образом	1	1
1196	сбрасывают в	1	1
1197	который их	1	1
1198	исходить из	1	1
1199	выражаются в	1	1
1200	другое место	1	1
1201	он приказывает	2	1
1202	прошлого века	1	1
1203	сказки если	1	1
1204	по этим	2	1
1205	типы и	1	1
1206	плоскости как	1	1
1207	за ней	2	1
1208	меняет свой	1	1
1209	мы считаем	1	1
1210	еще придется	1	1
1211	ход действия	8	1
1212	первый взгляд	3	1
1213	очень большую	1	1
1214	с некоторой	1	1
1215	частью даже	1	1
1216	вопрос о	10	1
1217	чрезвычайно мало	1	1
1218	реакцию на	2	1
1219	работу в	1	1
1220	всегда связана	1	1
1221	служит для	1	1
1222	она все	1	1
1223	она могла	1	1
1224	ночь ночь	1	1
1225	другу и	2	1
1226	представляет собой	17	1
1227	с трудом	1	1
1228	к своей	1	1
1229	вместо них	1	1
1230	увидим что	2	1
1231	быть названо	4	1
1232	оно встречается	1	1
1233	более сложных	1	1
1234	что же	2	1
1235	в карты	3	1
1236	и начинает	1	1
1237	с другим	1	1
1238	обычно совершенно	1	1
1239	включенный в	1	1
1240	вариантах к	1	1
1241	ли его	1	1
1242	в подземное	1	1
1243	зрения более	1	1
1244	а сам	1	1
1245	игру в	1	1
1246	порядком так	1	1
1247	такая же	1	1
1248	царства и	1	1
1249	было предпринято	1	1
1250	это иногда	1	1
1251	узнает что	1	1
1252	и две	1	1
1253	придется остановиться	1	1
1254	она есть	1	1
1255	но так	2	1
1256	чем это	2	1
1257	из головы	1	1
1258	нему в	1	1
1259	перевести на	1	1
1260	ведь для	1	1
1261	существенных недостатков	1	1
1262	назначения и	1	1
1263	хода и	2	1
1264	не слишком	3	1
1265	всех внешних	1	1
1266	она в	2	1
1267	правильнее было	1	1
1268	формы но	1	1
1269	сравнить с	1	1
1270	свою помощь	1	1
1271	и обаяние	1	1
1272	о формах	3	1
1273	с тех	1	1
1274	получает некоторое	1	1
1275	с известной	1	1
1276	стремится к	1	1
1277	не хватает	4	1
1278	этой главе	1	1
1279	из основателей	1	1
1280	совершенно ясно	1	1
1281	тем больше	1	1
1282	бы только	1	1
1283	эта история	1	1
1284	что там	2	1
1285	выпадает из	2	1
1286	это нисколько	1	1
1287	этим и	1	1
1288	в завязке	2	1
1289	упомянуть о	2	1
1290	и хорошо	1	1
1291	из характерных	1	1
1292	им вовсе	1	1
1293	которые еще	1	1
1294	же оно	2	1
1295	лишь на	2	1
1296	дома в	2	1
1297	а здесь	1	1
1298	по одному	1	1
1299	также могут	1	1
1300	к вопросу	2	1
1301	играет роль	1	1
1302	изучения в	2	1
1303	хотя оно	1	1
1304	интересную форму	1	1
1305	не нужно	1	1
1306	а другой	2	1
1307	имеет ничего	1	1
1308	при каких	1	1
1309	эти пять	1	1
1310	воды и	1	1
1311	также связана	1	1
1312	у брата	1	1
1313	области изучения	1	1
1314	как составная	1	1
