N	2gram	Losev_Prob	UchenyiS
279	л толстой	1	1
280	в порядке	1	1
281	самим же	1	1
282	всего только	1	1
283	даже не	1	1
284	и так	3	1
285	это для	1	1
286	же остается	1	1
287	и прежде	2	1
288	это значит	3	1
289	путь и	1	1
290	этот анализ	1	1
291	оно является	1	1
292	в этот	4	1
293	значительной мере	3	1
294	в период	4	1
295	для тех	1	1
296	не вполне	2	1
297	на то	2	1
298	он и	5	1
299	природе и	1	1
300	был первым	1	1
301	почему в	2	1
302	случайно и	1	1
303	в большей	2	1
304	бы ни	1	1
305	не значит	1	1
306	сам по	3	1
307	только для	5	1
308	без этого	1	1
309	описывать и	1	1
310	не входит	2	1
311	не столь	3	1
312	по мнению	3	1
313	к этому	2	1
314	так и	15	1
315	обе эти	1	1
316	это то	1	1
317	из которых	2	1
318	где бы	1	1
319	это в	2	1
320	ее в	2	1
321	искусство как	1	1
322	поэзии и	1	1
323	отнюдь не	14	1
324	и вся	1	1
325	часто бывает	1	1
326	месте в	2	1
327	в качестве	9	1
328	о котором	4	1
329	в нем	8	1
330	работ в	1	1
331	он не	4	1
332	содержания и	1	1
333	ней не	1	1
334	поскольку он	1	1
335	все что	2	1
336	концов не	1	1
337	на его	4	1
338	и что	9	1
339	в известном	2	1
340	одно из	2	1
341	что для	2	1
342	своей работе	1	1
343	и это	3	1
344	в различных	1	1
345	с одной	5	1
346	он был	5	1
347	и всякого	1	1
348	в первую	1	1
349	за пределы	1	1
350	и делает	2	1
351	они в	1	1
352	должно быть	1	1
353	случае он	1	1
354	л толстого	1	1
355	об этом	11	1
356	не обладает	1	1
357	определяет собою	1	1
358	является одним	1	1
359	правда не	1	1
360	уж тем	1	1
361	в виду	3	1
362	или менее	1	1
363	тот же	6	1
364	уже не	12	1
365	кого бы	1	1
366	о том	17	1
367	толстой в	1	1
368	не то	4	1
369	по его	2	1
370	далеко не	6	1
371	тем более	2	1
372	того что	8	1
373	искусства в	2	1
374	в понятии	1	1
375	что еще	1	1
376	у него	13	1
377	друг другу	1	1
378	но такое	1	1
379	бы это	1	1
380	и видя	1	1
381	в котором	5	1
382	доказывает что	2	1
383	бы в	2	1
384	в виде	25	1
385	все черты	1	1
386	никогда не	7	1
387	человека и	4	1
