N	2gram	Losev_Dial	Hudozhes
328	на этом	3	2
329	данный момент	2	2
330	ту или	1	2
331	то ни	4	2
332	дело не	2	2
333	быть и	7	2
334	и может	2	2
335	но она	4	2
336	не с	1	2
337	и эстетической	4	2
338	нового времени	2	2
339	за пределы	3	2
340	но только	7	2
341	другого я	1	2
342	от своего	2	2
343	это может	1	2
344	не сами	1	2
345	человека и	2	2
346	всей его	2	2
347	собственно говоря	5	2
348	тем или	3	2
349	жизнь личности	3	2
350	идет о	1	2
351	этом мире	1	2
352	в этой	3	2
353	тот кто	1	2
354	для такого	2	2
355	нас самих	2	2
356	право на	1	2
357	включает в	1	2
358	из этого	3	2
359	в данный	2	2
360	тех или	6	2
361	отнюдь не	16	2
362	чтобы не	4	2
363	в пространстве	1	2
364	мира в	1	2
365	в особенности	9	1
366	это на	1	1
367	искусства только	1	1
368	к такому	1	1
369	от него	2	1
370	однако и	1	1
371	до которого	1	1
372	реальность но	1	1
373	никак нельзя	1	1
374	все что	3	1
375	для всех	1	1
376	канта не	1	1
377	произведение и	1	1
378	я уже	9	1
379	можно говорить	2	1
380	и здесь	3	1
381	и мира	4	1
382	за ним	1	1
383	достоевского в	1	1
384	вещи в	3	1
385	здесь именно	2	1
386	же и	2	1
387	как с	2	1
388	этот закон	1	1
389	живое существо	2	1
390	которая в	1	1
391	и картины	1	1
392	в такое	1	1
393	своего собственного	2	1
394	тех кто	1	1
395	исторического бытия	1	1
396	можно назвать	3	1
397	есть для	1	1
398	и дает	1	1
399	думаю что	1	1
400	что это	20	1
401	содержит в	2	1
402	природе и	1	1
403	и души	2	1
404	в сущности	10	1
405	не требует	1	1
406	одном и	1	1
407	в другой	2	1
408	говорит о	5	1
409	самой жизни	1	1
410	те же	1	1
411	времени когда	3	1
412	и лучше	1	1
413	если нет	6	1
414	в область	2	1
415	из того	2	1
416	разного рода	2	1
417	сама жизнь	3	1
418	представлений о	1	1
419	и делает	2	1
420	в результате	7	1
421	то с	1	1
422	быть может	3	1
423	не бывает	1	1
424	и вполне	1	1
425	и само	3	1
426	отдельно от	1	1
427	не могут	6	1
428	эстетическое восприятие	1	1
429	со всеми	2	1
430	сравнении с	5	1
431	не сможет	1	1
432	быть так	1	1
433	же я	1	1
434	чтобы в	1	1
435	начинается с	1	1
436	и даже	21	1
437	если не	3	1
438	все то	1	1
439	не более	1	1
440	мы понимаем	3	1
441	новое время	1	1
442	предметов в	1	1
443	сознание не	1	1
444	от одного	2	1
445	в собственном	3	1
446	о мире	1	1
447	имеет значение	1	1
448	жизнь в	2	1
449	смысла и	3	1
450	мы говорим	4	1
451	как об	1	1
452	в новую	1	1
453	видимая и	1	1
454	пусть это	2	1
455	тем что	5	1
456	от всего	6	1
457	этого в	1	1
458	в малом	1	1
459	из всего	1	1
460	и будет	1	1
461	то время	6	1
462	если он	2	1
463	меня в	2	1
464	стороны в	1	1
465	самих событий	1	1
466	зрения или	1	1
467	и личностного	1	1
468	вещей в	1	1
469	у читателя	1	1
470	или попросту	1	1
471	одновременно и	1	1
472	вместе с	3	1
473	все же	4	1
474	других а	1	1
475	существует не	2	1
476	предмета и	1	1
477	не имеет	18	1
478	речь в	1	1
479	в сравнении	6	1
480	восприятия но	2	1
481	отношения как	1	1
482	да и	4	1
483	смыслу или	1	1
484	однако это	2	1
485	в историческом	1	1
486	о котором	4	1
487	зависимости от	4	1
488	бесконечно и	1	1
489	себя не	1	1
490	в это	4	1
491	у достоевского	1	1
492	более как	1	1
493	на их	1	1
494	друг от	1	1
495	свою собственную	2	1
496	нет в	1	1
497	личность как	5	1
498	искусство и	1	1
499	на первый	4	1
500	по крайней	10	1
501	перед нами	5	1
502	всем его	1	1
503	который от	1	1
504	в своего	1	1
505	свое время	1	1
506	жизни так	1	1
507	с этим	4	1
508	само же	1	1
509	все они	1	1
510	мир как	8	1
511	сам же	1	1
512	условии что	2	1
513	нам не	1	1
514	или сил	1	1
515	такого объекта	1	1
516	все и	1	1
517	ему быть	1	1
518	и предполагает	1	1
519	бы и	2	1
520	в центр	1	1
521	не существует	10	1
522	оно со	1	1
523	жизнь для	1	1
524	истории не	2	1
525	в котором	2	1
526	зависит от	4	1
527	и пр	16	1
528	на части	2	1
529	это мир	1	1
530	своей собственной	1	1
531	для настоящей	1	1
532	этим законам	2	1
533	мира как	1	1
534	или жизнь	1	1
535	то и	5	1
536	отношение как	1	1
537	с моей	2	1
538	в лесу	1	1
539	имеет в	1	1
540	значений и	2	1
541	наконец в	1	1
542	свою личность	2	1
543	можно лишь	1	1
544	миф это	1	1
545	не должно	2	1
546	только мы	3	1
547	и поэтому	1	1
548	из жизни	1	1
549	платона и	1	1
550	быть не	3	1
551	не быть	1	1
552	понимаем что	1	1
553	внутри себя	1	1
554	во многих	1	1
555	с нашим	1	1
556	с которой	2	1
557	чисто познавательного	1	1
558	жизни и	8	1
559	чего не	7	1
560	из своего	1	1
561	только на	8	1
562	вы говорите	2	1
563	просто о	2	1
564	не об	1	1
565	точно так	3	1
566	о своем	1	1
567	на основании	3	1
568	первые два	1	1
569	образом что	1	1
570	не так	1	1
571	она по	1	1
572	хома брут	1	1
573	не что	6	1
574	в совершенно	1	1
575	в истории	7	1
576	ногами и	1	1
577	судьба или	1	1
578	каждый из	1	1
579	перед ним	1	1
580	выполняет свое	1	1
581	в чистом	1	1
582	каждая вещь	1	1
583	бытия это	1	1
584	всего что	1	1
585	и себя	1	1
586	эти два	3	1
587	и формы	2	1
588	к ним	1	1
589	неотделима от	1	1
590	рассчитана на	1	1
591	может зависеть	1	1
592	у себя	1	1
593	не для	1	1
594	еще нет	1	1
595	в реальной	1	1
596	в сфере	3	1
597	что способно	1	1
598	это какое-то	1	1
599	него не	1	1
600	по которым	1	1
601	и служит	1	1
602	само оно	1	1
603	заданность и	1	1
604	той же	6	1
605	жизнь это	1	1
606	именно так	2	1
607	с нею	1	1
608	только при	1	1
609	как я	2	1
610	в каждый	1	1
611	раз и	3	1
612	что все	16	1
613	объект и	2	1
614	входят в	1	1
615	ее внутренней	1	1
616	том же	1	1
617	к миру	1	1
618	легко может	1	1
619	в груди	1	1
620	исходит из	2	1
621	момент в	1	1
622	не мыслится	1	1
623	но если	11	1
624	это своеобразие	1	1
625	что говоря	1	1
626	сомневаться не	1	1
627	что даже	2	1
628	казалось бы	1	1
629	нет никаких	3	1
630	уже по	3	1
631	значении в	1	1
632	друг друга	3	1
633	то я	1	1
634	то или	4	1
635	в систему	1	1
636	которое должно	1	1
637	не будучи	2	1
638	крайней мере	10	1
639	и становится	2	1
640	из них	4	1
641	едва ли	2	1
642	тот же	1	1
643	конечно с	1	1
644	быть без	4	1
645	о ней	3	1
646	его можно	1	1
647	человека но	1	1
648	себе самом	1	1
649	всего в	2	1
650	представить себе	1	1
651	специально для	1	1
652	что они	2	1
653	к общему	1	1
654	в свое	1	1
655	только не	10	1
656	внутренней свободе	1	1
657	или к	2	1
658	мы видим	4	1
659	менее чем	1	1
660	нами не	1	1
661	тоже не	2	1
662	судьбы в	1	1
663	как смысл	2	1
664	так как	12	1
665	личности а	3	1
666	как такового	1	1
667	на которую	1	1
668	от его	2	1
669	что иное	6	1
670	они не	3	1
671	может не	4	1
672	есть нарушение	7	1
673	он от	1	1
674	не во	1	1
675	на вопрос	1	1
676	должно быть	7	1
677	только личность	1	1
678	о разных	2	1
679	нельзя а	1	1
680	внимание на	1	1
681	который бы	1	1
682	в состоянии	1	1
683	что одна	1	1
684	обе эти	1	1
685	как особого	2	1
686	объекта или	1	1
687	и иного	1	1
688	могут обладать	1	1
689	мира где	2	1
690	корнями в	1	1
691	себя самого	4	1
692	души и	3	1
693	обратил внимание	1	1
694	романе достоевского	1	1
695	чем у	1	1
696	кто его	1	1
697	для нас	2	1
698	и через	1	1
699	не содержит	3	1
700	у нас	7	1
701	сознания и	5	1
702	вытекающее из	1	1
703	глубже чем	1	1
704	на стадии	2	1
705	действительно существует	1	1
706	по типу	1	1
707	и от	4	1
708	кто бы	1	1
709	все их	1	1
710	стремится к	1	1
711	слово в	2	1
712	этом в	1	1
713	и есть	24	1
714	весь мир	3	1
715	быть или	2	1
716	не сводима	1	1
717	без этого	1	1
718	когда же	2	1
719	мы находим	5	1
720	тому же	2	1
721	от своих	2	1
722	чисто познавательным	1	1
723	нет даже	1	1
724	ведь это	2	1
725	но с	1	1
726	не было	6	1
727	мир уже	1	1
728	на объект	1	1
729	от друга	1	1
730	просто как	3	1
731	к чему	2	1
732	не говорит	6	1
733	что его	5	1
734	становления и	3	1
735	том отношении	1	1
736	и где	2	1
737	объект его	1	1
738	от кого	1	1
739	мира я	1	1
740	но одно	1	1
741	о каком	1	1
742	что не	8	1
743	в бытии	2	1
744	виду что	2	1
745	есть жизнь	2	1
746	но для	3	1
747	сознания но	2	1
748	такое же	1	1
749	в конце	2	1
750	или иная	3	1
751	мира а	1	1
752	с логической	2	1
753	с той	1	1
754	воздействие на	1	1
755	и без	4	1
756	же оно	1	1
757	лишь на	1	1
758	нас к	2	1
759	среди прочих	1	1
760	пусть он	1	1
761	человек в	1	1
762	времени что	1	1
763	же как	4	1
764	всем своем	1	1
765	не есть	95	1
766	от одной	1	1
767	говорят о	2	1
768	позволило бы	1	1
769	и вещи	1	1
770	при таком	2	1
771	сознания как	1	1
772	и религии	4	1
773	ли не	1	1
774	от этого	5	1
775	того и	2	1
776	и я	3	1
777	в такой	1	1
778	где подлинная	1	1
779	и оказывается	2	1
780	зрения и	1	1
781	в некий	1	1
782	больше и	1	1
783	его жизни	1	1
784	по его	2	1
785	гоголевский хома	1	1
786	именно эта	1	1
787	и художественного	1	1
788	в условиях	2	1
789	это было	5	1
790	существования или	1	1
791	тех же	2	1
792	на его	1	1
793	куда же	2	1
794	себе и	1	1
795	точек зрения	1	1
796	мире без	1	1
797	себе никакого	1	1
798	ибо и	3	1
799	в каждой	1	1
800	это ведет	1	1
801	ничего нельзя	3	1
802	в одной	4	1
803	при виде	1	1
804	действительности и	1	1
805	и другого	1	1
806	бы в	5	1
807	мере в	3	1
808	на них	2	1
809	и мир	1	1
810	нее нет	1	1
811	здесь как	1	1
812	как таковыми	1	1
813	только к	3	1
814	еще одним	1	1
815	как ни	1	1
816	лишь ее	1	1
817	в своих	3	1
818	он ни	1	1
819	личность в	3	1
820	говорил о	2	1
821	чистом виде	1	1
822	границы и	3	1
823	зрения в	3	1
824	чему не	1	1
825	когда у	1	1
826	не дает	1	1
827	ему на	1	1
828	также и	6	1
829	ту же	1	1
830	военных действий	1	1
831	силе и	1	1
832	но всегда	1	1
833	личного бытия	1	1
834	свой опыт	1	1
835	говорится и	1	1
836	чувства и	1	1
837	и одной	1	1
838	оно мыслится	1	1
839	или же	3	1
840	просто не	1	1
841	но говорят	1	1
842	и помимо	1	1
843	к картине	1	1
844	в первом	2	1
845	чем собственно	4	1
846	образа в	1	1
847	для этого	3	1
848	полноты и	1	1
849	ни от	6	1
850	и является	2	1
851	не могла	1	1
852	это была	1	1
853	субъект мыслится	1	1
854	я сейчас	2	1
855	иметь в	3	1
856	или его	1	1
857	и логические	1	1
858	даже при	1	1
859	стороны и	1	1
860	ничто не	2	1
861	только то	2	1
862	и жизни	8	1
863	и живые	1	1
864	что из	1	1
865	у нее	1	1
866	его я	1	1
867	или иное	4	1
868	в самостоятельный	1	1
869	к понятию	1	1
870	на свое	1	1
871	когда мы	3	1
872	реального исторического	1	1
873	было бы	13	1
874	человеческого сознания	1	1
875	из нее	2	1
876	вещи или	2	1
877	превратилась в	1	1
878	же самое	1	1
879	но вы	1	1
880	их никто	1	1
881	же природы	1	1
882	человеческая жизнь	1	1
883	как мы	4	1
884	жизни не	1	1
885	отношении что	1	1
886	общего с	1	1
887	что для	5	1
888	та или	4	1
889	его как	6	1
890	друг другу	1	1
891	узкое и	1	1
892	в зависимости	3	1
893	смысле не	4	1
894	когда они	1	1
895	в лучшем	2	1
896	познавательного логического	1	1
897	свести к	1	1
898	личность и	5	1
899	этого опыта	1	1
900	или слова	1	1
901	оно живет	1	1
902	с бытием	1	1
903	так что	11	1
904	же в	2	1
905	бытия и	5	1
906	бы быть	2	1
907	собственного сознания	1	1
908	происходит в	1	1
909	говорить об	2	1
910	иной раз	3	1
911	чаще всего	3	1
912	как будто	3	1
913	на то	5	1
914	не ее	1	1
915	бы ни	1	1
916	я люблю	1	1
917	а как	2	1
918	может или	1	1
919	может и	3	1
920	лучшем случае	2	1
921	в него	2	1
922	природой и	1	1
923	будущей жизни	1	1
924	и объект	3	1
925	именно это	2	1
926	и совершенно	2	1
927	себе этот	1	1
928	они представляются	1	1
929	или точнее	1	1
930	есть не	11	1
931	жизнью и	1	1
932	говорит не	1	1
933	иное как	6	1
934	как ряд	2	1
935	возможна только	2	1
936	себе а	2	1
937	чем выше	1	1
938	можно только	5	1
