N	2gram	Propp_Morf	EvropaiC
121	этой области	1	4
122	на вопрос	2	4
123	самого себя	2	4
124	этом случае	10	4
125	хотя и	5	4
126	тем не	7	4
127	мало того	1	4
128	совершенно не	1	4
129	из которых	5	4
130	в их	1	4
131	в виде	3	4
132	связи с	12	4
133	что его	4	4
134	одним из	2	4
135	в таком	1	4
136	с тем	2	4
137	состоит из	3	4
138	в в	2	4
139	не есть	1	4
140	не могут	7	4
141	между собой	5	4
142	выше мы	1	4
143	и у	3	4
144	том случае	3	4
145	а с	2	4
146	что мы	2	4
147	данный момент	1	4
148	мы уже	4	4
149	в течение	1	4
150	хотя бы	5	4
151	то ни	3	4
152	мы должны	3	4
153	для меня	1	4
154	что эта	2	4
155	целый ряд	3	4
156	отношение к	1	4
157	в области	1	4
158	он не	5	4
159	если мы	6	4
160	всех этих	1	4
161	в одну	2	4
162	то же	10	4
163	во всем	1	3
164	бы то	3	3
165	от него	2	3
166	только те	1	3
167	данном случае	2	3
168	только что	3	3
169	и по	3	3
170	которые не	1	3
171	в начале	3	3
172	с одной	2	3
173	даже в	1	3
174	ни было	2	3
175	в нашем	6	3
176	для нас	2	3
177	в с	1	3
178	прежде всего	14	3
179	у нас	3	3
180	одно из	1	3
181	же не	1	3
182	в этих	17	3
183	чем в	2	3
184	от тех	1	3
185	очень много	2	3
186	можно назвать	3	3
187	в связи	10	3
188	случаях когда	2	3
189	по одному	1	3
190	но по	1	3
191	настоящее время	3	3
192	может не	2	3
193	и это	1	3
194	ничего общего	1	3
195	и вообще	1	3
196	рассматриваться как	3	3
197	в данном	2	3
198	отличие от	1	3
199	вопрос о	10	3
200	и может	1	3
201	если же	5	3
202	должны быть	2	3
203	с этой	3	3
204	возможно ли	1	3
205	это не	6	3
206	в тех	8	3
207	и до	1	3
208	не вполне	1	3
209	в совершенно	2	3
210	от того	4	3
211	при помощи	12	3
212	к которой	1	3
213	а в	8	3
214	было бы	5	3
215	как мы	8	3
216	они должны	1	3
217	мы будем	3	3
218	но не	8	3
219	в эти	1	3
220	является ли	1	3
221	таким же	1	3
222	бы в	2	3
223	в настоящее	3	3
224	тот же	1	3
225	и наконец	1	3
226	не то	1	3
227	что за	1	2
228	что они	5	2
229	заметим что	3	2
230	во втором	7	2
231	образом и	1	2
232	но на	1	2
233	к другу	2	2
234	друг к	2	2
235	что эти	3	2
236	многих других	2	2
237	то в	3	2
238	сильнее всего	1	2
239	из таких	2	2
240	при таких	1	2
241	для него	2	2
242	тем как	1	2
243	те же	1	2
244	которые по	1	2
245	а затем	10	2
246	к таким	1	2
247	но как	3	2
248	как разные	1	2
249	более детально	1	2
250	случай с	1	2
251	борьбы с	1	2
252	не от	2	2
253	в виду	1	2
254	совершенно ясно	1	2
255	работы и	1	2
256	но с	2	2
257	в своих	2	2
258	не потому	1	2
259	не знает	2	2
260	и некоторые	1	2
261	что элементы	1	2
262	помнить что	1	2
263	из нее	1	2
264	и где	1	2
265	во внимание	1	2
266	и там	1	2
267	то с	3	2
268	как при	1	2
269	вовсе не	6	2
270	что такой	1	2
271	такой же	1	2
272	но для	3	2
273	в один	3	2
274	то время	3	2
275	если он	2	2
276	тому что	5	2
277	представляет собою	8	2
278	между ними	1	2
279	как не	1	2
280	с ними	1	2
281	их в	2	2
282	есть в	1	2
283	между прочим	1	2
284	которые могут	1	2
285	в которых	2	2
286	никто не	4	2
287	можно ли	1	2
288	они не	3	2
289	на одном	1	2
290	себя и	2	2
291	не имеет	2	2
292	высшей степени	1	2
293	со своей	1	2
294	кстати что	1	2
295	более как	1	2
296	не стоит	1	2
297	нет в	1	2
298	в эту	1	2
299	по его	1	2
300	в них	1	2
301	вступают в	3	2
302	этих двух	1	2
303	во всяком	2	2
304	ко всему	1	2
305	ответить на	2	2
306	а для	1	2
307	в основе	2	2
308	и более	2	2
309	в котором	1	2
310	и z	2	2
311	и только	3	2
312	на этом	4	2
313	по тем	1	2
314	что несмотря	1	2
315	она не	2	2
316	должны рассматриваться	3	2
317	при отсутствии	1	2
318	всяком случае	2	2
319	к нему	3	2
320	в свою	1	2
321	одной стороны	2	2
322	можно лишь	2	2
323	на друга	2	2
324	также и	6	2
325	ту же	2	2
326	одну из	1	2
327	в другом	2	2
328	не более	1	2
329	же касается	1	2
330	только один	1	2
331	к тем	1	2
332	говорить о	4	2
333	всех других	2	2
334	что многие	2	2
335	тех же	4	2
336	которую он	1	2
337	так чтобы	1	2
338	из двух	3	2
339	конечно в	1	2
340	развития все	1	2
341	и те	1	2
342	этот вопрос	4	2
343	же время	1	2
344	лишь о	1	2
345	из одного	1	2
346	свою очередь	1	2
347	рассматривать как	1	2
348	друг на	2	2
349	может лежать	1	2
350	что же	2	2
351	что под	1	2
352	к двум	1	2
353	тех пор	1	2
354	заметим кстати	1	2
355	таких условиях	1	2
356	образом как	1	2
357	в высшей	1	2
358	на него	4	2
359	на первый	3	2
360	во всей	1	2
361	что она	2	2
362	в частности	2	2
363	одна из	5	2
364	в сущности	3	2
365	но если	10	2
366	и его	3	2
367	что до	2	2
368	по происхождению	1	2
369	в отдельных	3	2
370	независимо от	4	2
371	для этой	3	2
372	с ее	1	2
373	тем же	2	2
374	но так	2	2
375	они могут	1	2
376	или вовсе	1	2
377	пришлось бы	1	2
378	точку зрения	1	2
379	если это	3	2
380	и ее	5	2
381	друг друга	3	2
382	из этой	1	2
383	он должен	3	2
384	как все	1	1
385	всего в	1	1
386	были бы	1	1
387	своих предшественников	1	1
388	само собой	1	1
389	не происходит	3	1
390	что прежде	1	1
391	более мелких	1	1
392	она имеет	1	1
393	и другие	6	1
394	которую они	1	1
395	или просто	2	1
396	в другой	1	1
397	чтобы это	1	1
398	для всех	1	1
399	совершенно самостоятельно	1	1
400	мы видим	15	1
401	один из	7	1
402	собой и	1	1
403	оно может	4	1
404	это делает	1	1
405	за ним	1	1
406	в научной	2	1
407	они и	5	1
408	без такого	2	1
409	на эти	1	1
410	и должны	1	1
411	же и	1	1
412	о степени	1	1
413	время я	1	1
414	составные части	10	1
415	если в	7	1
416	сам он	3	1
417	рассказ о	1	1
418	того как	2	1
419	нет а	1	1
420	и пр	45	1
421	за исключением	1	1
422	мы не	8	1
423	научной литературе	2	1
424	правильнее было	1	1
425	с такой	1	1
426	что я	1	1
427	вывод что	2	1
428	по всему	3	1
429	требует еще	1	1
430	считать не	1	1
431	сравнительно мало	1	1
432	то для	1	1
433	или с	3	1
434	целого а	1	1
435	бы на	1	1
436	вопрос мы	1	1
437	в своей	1	1
438	вызывает новые	1	1
439	эти вопросы	1	1
440	с тех	1	1
441	который можно	1	1
442	или нет	2	1
443	кроме того	3	1
444	лишь после	2	1
445	в ее	1	1
446	что так	1	1
447	не требует	1	1
448	не приходится	1	1
449	не вызывает	1	1
450	следить за	1	1
451	которых каждый	1	1
452	что такое	3	1
453	ее в	3	1
454	и сама	1	1
455	в качестве	8	1
456	потому не	2	1
457	в тот	1	1
458	одному из	3	1
459	не являются	1	1
460	нашу мысль	1	1
461	а есть	1	1
462	этой классификации	2	1
463	многих отношениях	1	1
464	на которой	1	1
465	что каждый	1	1
466	своего положения	1	1
467	с другими	2	1
468	то не	1	1
469	нами в	4	1
470	как нечто	1	1
471	некоторые из	3	1
472	с другим	1	1
473	в ином	3	1
474	и развития	1	1
475	как с	1	1
476	от своих	1	1
477	всеми другими	1	1
478	тем больше	1	1
479	а на	3	1
480	как же	3	1
481	и притом	1	1
482	без всяких	1	1
483	как объяснить	1	1
484	и многие	1	1
485	этой точки	1	1
486	по пути	1	1
487	дальнейшему развитию	1	1
488	о возможности	1	1
489	условно что	1	1
490	здесь мы	3	1
491	ее из	2	1
492	старшего поколения	1	1
493	или иной	1	1
494	ни одна	4	1
495	в первом	5	1
496	исходит от	2	1
497	этого не	2	1
498	из приведенных	3	1
499	и берет	1	1
500	некоторые другие	1	1
501	определить где	1	1
502	начала в	1	1
503	если теперь	1	1
504	является одним	1	1
505	самые разнообразные	1	1
506	говорили лишь	1	1
507	во многих	1	1
508	дело в	1	1
509	мысль о	1	1
510	других случаев	1	1
511	нужно только	1	1
512	не противоречит	1	1
513	эти две	1	1
514	при заимствовании	1	1
515	тем что	4	1
516	и другое	1	1
517	животных из	1	1
518	а то	3	1
519	к освобождению	1	1
520	они существуют	1	1
521	и всю	1	1
522	принадлежат к	1	1
523	том или	1	1
524	например в	2	1
525	отношения к	1	1
526	кто в	1	1
527	мы получаем	2	1
528	и другим	3	1
529	случае не	4	1
530	три случая	1	1
531	лишь на	2	1
532	и как	6	1
533	лишь с	2	1
534	но он	1	1
535	есть нечто	3	1
536	очень давно	1	1
537	время как	3	1
538	этой цели	1	1
539	может только	1	1
540	а именно	1	1
541	не дают	1	1
542	стремления к	1	1
543	становится понятным	1	1
544	и просто	1	1
545	на эту	1	1
546	как в	5	1
547	дело идет	1	1
548	так в	1	1
549	что ни	2	1
550	а эта	2	1
551	к концу	1	1
552	или выражаясь	1	1
553	приводит к	3	1
554	только для	2	1
555	и со	1	1
556	бы не	1	1
557	a и	1	1
558	этой новой	1	1
559	может рассматриваться	1	1
560	науки без	1	1
561	больше всего	1	1
562	мы находим	1	1
563	касается только	2	1
564	бы поставить	1	1
565	ниже по	1	1
566	это было	3	1
567	несколько ниже	1	1
568	роль в	2	1
569	со стороны	5	1
570	на его	5	1
571	различных народов	1	1
572	для их	1	1
573	мы считаем	1	1
574	друга что	1	1
575	всей своей	1	1
576	на своем	1	1
577	свет на	1	1
578	но мы	3	1
579	что следовательно	1	1
580	сделать из	2	1
581	и таким	2	1
582	в других	5	1
583	уже не	4	1
584	ряд вопросов	1	1
585	вопрос что	3	1
586	поясним нашу	1	1
587	перед нами	14	1
588	так если	3	1
589	вопроса о	3	1
590	при сравнении	1	1
591	другом случае	1	1
592	а потом	2	1
593	определяет собой	1	1
594	первый взгляд	3	1
595	последнем случае	3	1
596	они обыкновенно	1	1
597	прошлого века	1	1
598	такое положение	1	1
599	его к	1	1
600	иметь в	1	1
601	в каждом	1	1
602	те элементы	2	1
603	предметами и	1	1
604	тем в	1	1
605	это и	3	1
606	еще и	1	1
607	деления на	1	1
608	взгляд кажется	1	1
609	нами выше	1	1
610	не является	4	1
611	и эти	1	1
612	наличности в	1	1
613	что от	1	1
614	другой если	1	1
615	мысль на	1	1
616	бы к	1	1
617	больше чем	1	1
618	вытекает из	2	1
619	отказываться от	1	1
620	с самого	1	1
621	образом мы	7	1
622	а если	4	1
623	то это	5	1
624	ее он	1	1
625	можно считать	1	1
626	что этот	2	1
627	тем мы	1	1
628	идет по	2	1
629	видим что	12	1
630	она должна	1	1
631	и создают	1	1
632	играет роль	1	1
633	того ведь	1	1
634	ли в	1	1
635	можем определить	1	1
636	которые однако	1	1
637	и даже	2	1
638	они вступают	1	1
639	нас но	1	1
640	во первых	1	1
641	стоит в	1	1
642	все остальные	1	1
643	на той	2	1
644	материал но	1	1
645	элемент а	1	1
646	и вот	1	1
647	детей его	1	1
648	входит в	4	1
649	на котором	4	1
650	которые имеют	1	1
651	же участь	1	1
652	от самого	1	1
653	нет но	2	1
654	а от	1	1
655	это все	1	1
656	совсем не	3	1
657	или не	3	1
658	вместо того	1	1
659	возможны три	1	1
660	к разрешению	1	1
661	друга это	1	1
662	что вопрос	1	1
663	в борьбу	1	1
664	а после	1	1
665	из его	2	1
666	с большим	1	1
667	в этот	1	1
668	на которых	1	1
669	обстоит дело	1	1
670	облик и	1	1
671	точно и	1	1
672	это по	1	1
673	кажется что	1	1
674	есть всегда	1	1
675	смысле слова	4	1
676	об отношении	1	1
677	на нем	3	1
678	увидим что	2	1
679	процессов и	1	1
680	только на	1	1
681	которые должны	1	1
682	вступает в	1	1
683	одно и	1	1
684	в приложении	1	1
685	точно так	2	1
686	в различных	2	1
687	на пути	4	1
688	приходит к	1	1
689	на основании	1	1
690	и была	1	1
691	тем и	2	1
692	за спиной	1	1
693	и слиться	1	1
694	в нашей	1	1
695	превосходстве над	1	1
696	том кто	1	1
697	и затем	5	1
698	что ее	1	1
699	это необходимо	1	1
700	лишь как	1	1
701	идет об	1	1
702	можно было	4	1
703	пр эта	2	1
704	существовать и	1	1
705	то придется	1	1
706	самого начала	1	1
707	так называемых	2	1
708	уже очень	1	1
709	в настоящей	1	1
710	наука не	1	1
711	же самое	1	1
712	состоит в	3	1
713	затем уже	2	1
714	привести в	1	1
715	как эта	1	1
716	с большой	2	1
717	не по	2	1
718	точно также	1	1
719	видели выше	1	1
720	может ли	1	1
721	образом они	1	1
722	большей частью	6	1
723	быть не	1	1
724	других видов	1	1
725	к первому	1	1
726	вопрос в	2	1
727	он в	1	1
728	к ней	3	1
729	есть они	1	1
730	без всякого	2	1
731	заметить что	11	1
732	а а	2	1
733	лишь некоторые	1	1
734	возможно что	1	1
735	не совсем	1	1
736	его если	1	1
737	ее не	1	1
738	однако в	2	1
739	частью в	1	1
740	главным образом	5	1
741	младшего и	1	1
742	наряду с	7	1
743	тех случаях	2	1
744	могут быть	21	1
745	хотя мы	1	1
746	обратиться в	1	1
747	бы он	1	1
748	а сам	1	1
749	благодаря этому	3	1
750	этом и	1	1
751	же они	2	1
752	всмотреться в	2	1
753	каждое новое	1	1
754	как за	2	1
755	находится в	1	1
756	единицы как	1	1
757	уже знаем	1	1
758	эту мысль	1	1
759	о тех	1	1
760	в голову	1	1
761	и гораздо	1	1
762	вопросы эти	1	1
763	и вдруг	1	1
764	причем эти	1	1
765	он может	2	1
766	на методы	1	1
767	могут рассматриваться	1	1
768	известным образом	1	1
769	если они	2	1
770	чаще всего	11	1
771	будем сравнивать	1	1
772	и однако	1	1
773	надо сказать	1	1
774	что именно	2	1
775	элементы которые	3	1
776	из самых	1	1
777	с его	3	1
778	не свободен	1	1
779	сказать что	4	1
780	он сам	1	1
781	в создании	1	1
782	этого нельзя	2	1
783	очень редко	1	1
784	их на	2	1
785	все более	1	1
786	все другие	1	1
787	для тех	1	1
788	это сделать	1	1
789	на русском	1	1
790	русском языке	1	1
791	надо было	1	1
792	к основной	1	1
793	ведь и	1	1
794	имеется налицо	1	1
795	которые часто	1	1
796	а не	11	1
797	если она	2	1
798	же он	1	1
799	имеет свою	1	1
800	этому вопросу	1	1
801	если только	1	1
802	очень многие	1	1
803	в который	1	1
804	иногда в	8	1
805	здесь не	3	1
806	некоторые черты	1	1
807	и тем	3	1
808	ничего не	5	1
809	есть не	1	1
810	раньше чем	5	1
811	иное как	2	1
812	друг другу	1	1
813	главным предметом	1	1
814	его можно	1	1
