N	2gram	Propp_Isto	Sovremen
335	и наш	1	1
336	этого объяснения	1	1
337	стороны и	4	1
338	роль играет	1	1
339	конечно не	2	1
340	и тот	3	1
341	но что	2	1
342	и те	2	1
343	только в	10	1
344	происходит это	1	1
345	в совершенно	1	1
346	раз он	2	1
347	этот вопрос	3	1
348	и может	1	1
349	не случайно	3	1
350	в ином	18	1
351	так же	6	1
352	его в	7	1
353	существо и	2	1
354	она через	1	1
355	вот какая	1	1
356	в обоих	1	1
357	отметить что	2	1
358	или как	1	1
359	может но	1	1
360	себе в	3	1
361	в большинстве	1	1
362	природы но	1	1
363	должен был	2	1
364	сравнительно с	1	1
365	элементы и	1	1
366	не вытекает	1	1
367	не представляет	5	1
368	не было	3	1
369	в предыдущей	1	1
370	как например	1	1
371	с его	4	1
372	представляет для	1	1
373	один из	7	1
374	может находиться	1	1
375	силу и	3	1
376	если бы	3	1
377	не знает	2	1
378	или в	11	1
379	это какой-нибудь	1	1
380	на которые	1	1
381	а о	1	1
382	пополам и	1	1
383	этого не	2	1
384	очень мало	1	1
385	в обратном	1	1
386	это означало	1	1
387	из приведенных	1	1
388	образом если	1	1
389	равно как	1	1
390	наших дней	1	1
391	что его	2	1
392	как его	2	1
393	ему вот	1	1
394	в эту	3	1
395	но эта	2	1
396	теперь мы	1	1
397	исчезает из	3	1
398	дело в	1	1
399	мало для	1	1
400	во многом	1	1
401	сами по	1	1
402	природы и	1	1
403	же как	6	1
404	по существу	5	1
405	сказать что	5	1
406	и эта	5	1
407	быть только	2	1
408	в ту	1	1
409	почему и	1	1
410	но для	3	1
411	таких случаев	3	1
412	именно в	2	1
413	затем он	2	1
414	должны ли	1	1
415	и начала	1	1
416	и действительно	4	1
417	такое же	3	1
418	и до	2	1
419	но никогда	1	1
420	представление о	9	1
421	это делает	1	1
422	при которой	1	1
423	обратимся к	2	1
424	другую сторону	1	1
425	этого развития	1	1
426	отношению к	3	1
427	одной из	4	1
428	этого можно	1	1
429	вот к	1	1
430	не сказано	2	1
431	и работать	1	1
432	случае не	1	1
433	в своем	3	1
434	она и	3	1
435	уже знаем	5	1
436	на другую	2	1
437	может оказаться	1	1
438	в связи	3	1
439	где у	1	1
440	в какой	1	1
441	означало бы	1	1
442	между ними	1	1
443	условия при	1	1
444	случае только	1	1
445	эти три	3	1
446	во всей	1	1
447	в деталях	1	1
448	же в	1	1
449	том что	18	1
450	длиною в	1	1
451	обоих случаях	1	1
452	можно произвести	1	1
453	до наших	1	1
454	рядом с	1	1
455	на эту	1	1
456	но не	8	1
457	так в	10	1
458	нельзя сказать	1	1
459	но этим	1	1
460	должны признать	1	1
461	но если	2	1
462	здесь и	3	1
463	они не	4	1
464	к концу	3	1
465	по себе	2	1
466	направление в	1	1
467	оно может	3	1
468	не имеет	6	1
469	их на	2	1
470	на какой	1	1
471	к этому	5	1
472	все более	1	1
473	там где	7	1
474	в то	6	1
475	и только	4	1
476	один и	1	1
477	значит что	3	1
478	по своим	3	1
479	по его	2	1
480	ли он	5	1
481	это совершенно	1	1
482	но это	5	1
483	для чего	1	1
484	независимо от	3	1
485	когда в	3	1
486	оно имеет	1	1
487	но уже	1	1
488	он выражается	1	1
489	нас на	1	1
490	с ее	1	1
491	зрения цели	1	1
492	при которых	2	1
493	таким же	2	1
494	и это	9	1
495	того же	3	1
496	такое объяснение	3	1
497	все время	2	1
498	нет в	2	1
499	и если	4	1
500	только о	2	1
501	должен быть	2	1
502	он с	1	1
503	и его	11	1
504	уже совершенно	1	1
505	и становится	4	1
506	вовсе не	6	1
507	себе очень	1	1
508	и свою	1	1
509	имеет вид	1	1
510	о том	15	1
511	сих пор	5	1
512	в заключение	1	1
513	есть не	1	1
514	быть поставлен	2	1
515	образом на	1	1
516	в новое	1	1
517	которая и	1	1
518	и нет	3	1
519	или другой	1	1
520	см и	3	1
521	к другому	2	1
522	но конечно	2	1
523	действительно если	1	1
524	к нему	8	1
525	никогда не	16	1
526	дать точный	1	1
527	на них	1	1
528	могли быть	2	1
529	свое время	1	1
530	а потом	4	1
