N	2gram	Propp_Isto	VLabPisa
218	на вопрос	3	2
219	если в	4	2
220	также что	3	2
221	того как	8	2
222	зависит от	4	2
223	ее как	1	2
224	с одной	7	2
225	том числе	3	2
226	должна быть	3	2
227	внимание на	1	2
228	тогда когда	3	2
229	следует что	1	2
230	хотя и	1	2
231	о чем	6	2
232	что при	5	2
233	в большей	1	2
234	после этого	3	2
235	в науке	1	2
236	с более	1	2
237	что такое	1	2
238	а затем	7	2
239	как у	2	2
240	и через	1	2
241	не отрицает	1	2
242	с другими	4	2
243	по себе	2	2
244	частности в	1	2
245	но с	1	2
246	в своих	4	2
247	что нет	1	2
248	и даже	4	2
249	этой точки	2	2
250	и наконец	2	2
251	в которой	4	2
252	и некоторые	1	2
253	короче говоря	1	2
254	а во-вторых	1	2
255	эта стадия	1	2
256	что его	4	2
257	что она	3	2
258	но не	8	2
259	в ней	8	2
260	но вот	2	2
261	в жизни	1	2
262	стороны в	1	2
263	в последнем	2	2
264	к его	2	2
265	же как	12	2
266	между прочим	2	2
267	что мы	4	2
268	на этом	5	2
269	не вполне	1	2
270	именно этого	1	2
271	не менее	6	2
272	только для	1	2
273	после того	4	2
274	на то	3	2
275	себе и	2	2
276	числе и	2	2
277	наиболее существенные	1	2
278	например у	2	2
279	говорит об	2	2
280	так например	3	2
281	могло бы	1	2
282	сих пор	7	2
283	по его	2	2
284	начнем с	1	2
285	от них	2	2
286	еще не	16	2
287	все они	1	2
288	иметь в	1	2
289	во всяком	1	2
290	и потому	2	2
291	еще и	2	2
292	того или	1	2
293	до сих	7	2
294	человека в	5	2
295	и быть	2	2
296	а как	3	2
297	значит что	2	2
298	в целях	3	2
299	ли это	2	2
300	до нас	1	2
301	эти примеры	3	2
302	то это	8	2
303	в самых	1	2
304	и социальной	1	2
305	этих способностей	1	2
306	много и	1	2
307	в течение	2	2
308	всяком случае	1	2
309	одной стороны	7	2
310	относится к	3	2
311	также и	2	2
312	ту же	2	2
313	в другом	2	2
314	но то	2	2
315	не по	3	2
316	не всегда	9	2
317	из себя	4	2
318	формы и	3	2
319	в образах	1	2
320	е в	6	2
321	и может	2	2
322	лишь в	2	2
323	связана с	1	2
324	должны быть	2	2
325	в различных	3	2
326	только у	2	2
327	даже не	2	2
328	по воспоминаниям	1	2
329	стороны и	1	2
330	и сам	2	2
331	только то	1	2
332	от того	1	2
333	знаем что	10	2
334	носит в	1	2
335	пока еще	1	2
336	или наконец	1	2
337	на это	1	2
338	например не	1	2
339	к ним	2	2
340	же самое	1	2
341	других видов	1	2
342	в книге	3	2
343	он в	3	2
344	для проявления	1	2
345	у некоторых	1	2
346	будто бы	2	2
347	и у	3	2
348	они должны	1	2
349	это видно	2	2
350	одной из	3	2
351	оно дает	1	2
352	в образе	16	2
353	на него	10	2
354	он не	5	2
355	во всей	1	2
356	или иной	1	2
357	он может	4	2
358	он сам	1	2
359	в области	1	2
360	что даже	2	2
361	показывает что	7	2
362	для которых	1	2
363	только с	1	2
364	у них	2	2
365	нет никаких	1	2
366	к этим	3	2
367	меньшей степени	1	2
368	и для	3	2
369	но для	4	2
370	только о	1	2
371	примеров можно	3	2
372	войны и	1	2
373	но в	7	2
374	что так	1	2
375	с которой	1	1
376	уже появляются	1	1
377	были бы	1	1
378	то в	2	1
379	на почве	1	1
380	что один	1	1
381	от него	2	1
382	именно к	1	1
383	и другие	5	1
384	этом случае	13	1
385	смерть и	2	1
386	и то	5	1
387	ответ на	1	1
388	способностей которые	1	1
389	ее и	3	1
390	это одна	2	1
391	или наоборот	1	1
392	образом и	1	1
393	ни в	2	1
394	мы видим	12	1
395	но на	1	1
396	еще одну	1	1
397	в более	6	1
398	что если	1	1
399	и многие	1	1
400	облика однако	1	1
401	связано с	7	1
402	и мы	3	1
403	как форма	1	1
404	мы и	3	1
405	внешнего облика	1	1
406	вне себя	1	1
407	смысле что	1	1
408	то за	1	1
409	многих других	1	1
410	со всем	1	1
411	ней не	1	1
412	такая форма	1	1
413	с изменением	1	1
414	данном случае	2	1
415	это явствует	1	1
416	воздух и	1	1
417	по тому	1	1
418	в специальных	1	1
419	на тех	2	1
420	можно и	1	1
421	творчества они	1	1
422	свидетельствует о	1	1
423	которые не	2	1
424	как каждый	1	1
425	к этой	3	1
426	переходит в	1	1
427	человека таким	1	1
428	почти не	1	1
429	борьбы в	2	1
430	несколько иной	1	1
431	один с	1	1
432	есть одно	2	1
433	представлений в	1	1
434	мы не	6	1
435	совершенно очевидно	1	1
436	как один	1	1
437	и имеет	1	1
438	в состоянии	1	1
439	он всегда	2	1
440	с этой	4	1
441	эти отдельные	1	1
442	нет например	1	1
443	а тот	2	1
444	или по	1	1
445	нет места	1	1
446	не обязательна	1	1
447	или ее	1	1
448	несмотря на	3	1
449	из того	1	1
450	она обычно	1	1
451	быть отнесены	1	1
452	под ним	1	1
453	а и	1	1
454	которых он	1	1
455	мы получаем	1	1
456	или с	1	1
457	формы в	1	1
458	более поздних	3	1
459	обычно не	1	1
460	это значит	2	1
461	при смерти	4	1
462	е тех	1	1
463	сюда относится	1	1
464	с ним	9	1
465	где же	1	1
466	он это	2	1
467	это обычно	1	1
468	в три	1	1
469	сам по	1	1
470	о нем	3	1
471	положение что	2	1
472	не как	5	1
473	аналогии с	1	1
474	в меньшей	2	1
475	мы в	1	1
476	для нас	6	1
477	и всегда	1	1
478	становится ясной	1	1
479	и свой	1	1
480	показывают как	2	1
481	представлений о	12	1
482	каким же	2	1
483	они в	1	1
484	процесс этот	2	1
485	и никакой	1	1
486	этапы в	1	1
487	из форм	1	1
488	силой и	1	1
489	у многих	1	1
490	из дальнейшего	1	1
491	как нечто	1	1
492	быть достигнуто	1	1
493	и создает	1	1
494	по мере	4	1
495	не знать	1	1
496	себя это	1	1
497	таком случае	1	1
498	или другого	3	1
499	у этого	1	1
500	в этих	7	1
501	в русском	1	1
502	за это	3	1
503	что делать	1	1
504	и смысл	1	1
505	в ином	3	1
506	и эти	1	1
507	в виде	13	1
508	здесь играет	1	1
509	из видов	1	1
510	же явление	1	1
511	говорит он	2	1
512	но некоторые	1	1
513	типичные черты	1	1
514	ведь это	1	1
515	в таких	3	1
516	и самые	1	1
517	теперь на	1	1
518	как же	1	1
519	о природе	3	1
520	если не	4	1
521	е тот	1	1
522	которые свойственны	1	1
523	но он	2	1
524	самом деле	2	1
525	помощи которой	2	1
526	него к	1	1
527	но все	8	1
528	как видно	1	1
529	этого не	2	1
530	или иначе	1	1
531	не будем	6	1
532	а также	5	1
533	не обязательно	2	1
534	если теперь	1	1
535	самые разнообразные	1	1
536	снять с	1	1
537	это положение	1	1
538	приходит в	1	1
539	два вида	1	1
540	этим и	1	1
541	на свою	2	1
542	и все	4	1
543	по аналогии	1	1
544	уже как	1	1
545	они могут	1	1
546	целый ряд	4	1
547	на себя	4	1
548	всегда нужно	1	1
549	к пониманию	2	1
550	в саду	2	1
551	всем что	2	1
552	тем что	12	1
553	помощи которых	1	1
554	эти способности	1	1
555	превращаются в	2	1
556	имеются в	2	1
557	то время	3	1
558	далее следует	1	1
559	его это	1	1
560	в таком	2	1
561	без всякой	1	1
562	если он	2	1
563	этого развития	1	1
564	теснейшим образом	1	1
565	очень много	2	1
566	к их	1	1
567	можно назвать	1	1
568	характер этого	1	1
569	относятся к	1	1
570	в движение	1	1
571	или у	2	1
572	друг другу	1	1
573	что перед	1	1
574	работы в	1	1
575	нас к	10	1
576	их он	1	1
577	чтобы ответить	1	1
578	в соответствии	1	1
579	время как	3	1
580	сад и	1	1
581	что по	1	1
582	вряд ли	1	1
583	меньшей мере	1	1
584	а именно	8	1
585	или даже	1	1
586	вещи в	1	1
587	это время	2	1
588	какие же?	1	1
589	ясно из	1	1
590	как историческая	1	1
591	и так	1	1
592	как можно	2	1
593	состоит из	4	1
594	становится понятным	2	1
595	и вместе	3	1
596	на эту	1	1
597	как в	11	1
598	и характер	1	1
599	и приемы	1	1
600	случайно и	1	1
601	а иногда	2	1
602	перейти к	2	1
603	на одном	2	1
604	мы только	1	1
605	по своему	1	1
606	не имеет	4	1
607	является для	1	1
608	смертью в	1	1
609	обе эти	1	1
610	остается только	1	1
611	и никем	1	1
612	связь этого	1	1
613	два примера	1	1
614	дело так	1	1
615	никем не	1	1
616	не создает	1	1
617	служит для	1	1
618	в свете	5	1
619	о котором	1	1
620	сравнению с	1	1
621	том смысле	2	1
622	это было	2	1
623	возник как	1	1
624	речь идет	1	1
625	материалы показывают	5	1
626	знает что	1	1
627	и это	5	1
628	пока он	2	1
629	его значение	1	1
630	а только	1	1
631	можно вызвать	2	1
632	в каком	1	1
633	на своем	1	1
634	это происходит	3	1
635	дальше и	2	1
636	побывал в	1	1
637	ничего общего	1	1
638	и из	3	1
639	что тот	1	1
640	понимать в	1	1
641	героя и	3	1
642	распространение в	1	1
643	совершенно точно	1	1
644	очень разнообразны	1	1
645	не все	1	1
646	особенно часто	1	1
647	это явление	4	1
648	сообщает что	3	1
649	эти же	1	1
650	в дальнейшем	6	1
651	ее мужа	1	1
652	что искусство	1	1
653	что эти	1	1
654	нет ничего	1	1
655	которых можно	4	1
656	именно эту	1	1
657	бросается в	2	1
658	ни к	1	1
659	указывалось что	1	1
660	его и	2	1
661	характер этой	1	1
662	совершенно не	2	1
663	может иметь	2	1
664	ответить на	1	1
665	более чем	1	1
666	она играет	1	1
667	на этой	5	1
668	а с	2	1
669	в данном	3	1
670	этом говорит	1	1
671	а порой	1	1
672	можно установить	1	1
673	в основе	3	1
674	силы и	2	1
675	тут и	1	1
676	его развития	2	1
677	тем более	1	1
678	уже из	1	1
679	а если	2	1
680	что этот	5	1
681	вопрос о	5	1
682	не означает	1	1
683	представляется не	1	1
684	видим что	5	1
685	доходят до	1	1
686	этой главы	1	1
687	тех же	2	1
688	которой он	2	1
689	случае если	1	1
690	об одном	2	1
691	очень часто	4	1
692	некоторых его	1	1
693	в чистом	1	1
694	он был	2	1
695	собой в	1	1
696	представление что	4	1
697	как совершенно	1	1
698	есть в	2	1
699	конечно не	1	1
700	в роли	4	1
701	входит в	5	1
702	борьбы со	2	1
703	наконец в	1	1
704	уже в	4	1
705	не дает	2	1
706	по сравнению	1	1
707	здесь можно	5	1
708	освобождает его	1	1
709	примеры показывают	2	1
710	вот несколько	1	1
711	это для	2	1
712	нас то	1	1
713	указывает что	1	1
714	друг друга	5	1
715	потому что	18	1
716	в свою	3	1
717	и тем	7	1
718	быть и	1	1
719	в риме	1	1
720	только тогда	4	1
721	пишет он	1	1
722	и поэтому	1	1
723	в него	5	1
724	только один	3	1
725	то все	1	1
726	а по	3	1
727	них по	1	1
728	не могло	2	1
729	но она	1	1
730	со стороны	6	1
731	только на	2	1
732	или иных	1	1
733	приводит в	1	1
734	что эта	2	1
735	для этого	3	1
736	материалов показывает	1	1
737	одно и	2	1
738	старика и	1	1
739	на его	1	1
740	и если	1	1
741	есть и	3	1
742	хотя в	1	1
743	все те	1	1
744	пор не	1	1
745	и что	13	1
746	убедительно показывают	1	1
747	своей работе	1	1
748	дело не	1	1
749	один раз	2	1
750	в количестве	1	1
751	приходит к	3	1
752	ниже он	1	1
753	этого факта	1	1
754	говорит что	1	1
755	подобного рода	2	1
756	так постепенно	1	1
757	еще в	2	1
758	это то	2	1
759	бы уже	1	1
760	доходит до	1	1
761	часто в	2	1
762	мир а	1	1
763	и жизни	1	1
764	душ он	1	1
765	этого образа	1	1
766	видит своих	2	1
767	в истории	7	1
768	и ниже	1	1
769	его тут	1	1
770	борьбы и	1	1
771	то или	2	1
772	или как	3	1
773	самого начала	1	1
774	себе в	3	1
775	свою очередь	1	1
776	и наоборот	1	1
777	или иное	2	1
778	это его	1	1
779	не представляет	2	1
780	работы на	1	1
781	самых ранних	2	1
782	связанных с	1	1
783	очень многих	1	1
784	не случайно	1	1
785	вот этот	1	1
786	иного типа	1	1
787	имеем в	2	1
788	знает и	2	1
789	служит не	1	1
790	только наиболее	1	1
791	и основной	1	1
792	ни одной	1	1
793	приблизительно в	1	1
794	превратилась в	1	1
795	потом в	1	1
796	сейчас же	2	1
797	на море	1	1
798	или вообще	2	1
799	и еще	1	1
800	приходят к	1	1
801	из наиболее	1	1
802	исключительно в	1	1
803	тот или	1	1
804	отношение к	3	1
805	как мы	9	1
806	со своими	3	1
807	соответствии с	1	1
808	сходные с	1	1
809	его связей	1	1
810	же не	1	1
811	к ней	2	1
812	которые его	2	1
813	к изучению	2	1
814	видим в	2	1
815	общего с	1	1
816	но вместе	4	1
817	что во	2	1
818	этой категории	1	1
819	свете этих	2	1
820	этих материалов	2	1
821	автор не	1	1
822	по которой	2	1
823	в систему	1	1
824	затем в	3	1
825	идет дальше	1	1
826	заметить что	1	1
827	и служит	1	1
828	к ее	1	1
829	в ходе	1	1
830	и во	1	1
831	что есть	2	1
832	их к	1	1
833	мы бы	1	1
834	закончен в	1	1
835	процесс его	1	1
836	приводят к	3	1
837	материала в	1	1
838	целого и	1	1
839	действия не	1	1
840	быть в	1	1
841	что может	1	1
842	находится в	2	1
843	уже не	14	1
844	слова в	1	1
845	как весь	1	1
846	их можно	1	1
847	чего он	1	1
848	на этот	2	1
849	жизнью и	1	1
850	доказывается тем	1	1
851	не имели	3	1
852	явствует из	1	1
853	из очень	1	1
854	формы для	1	1
855	остается один	1	1
856	происходит в	1	1
857	и других	5	1
858	чаще всего	3	1
859	как будто	2	1
860	здесь не	3	1
861	всегда связаны	1	1
862	тем это	2	1
863	ее нужно	1	1
864	представляется как	1	1
865	характер этих	1	1
866	их на	3	1
867	у этих	1	1
868	этот вид	1	1
869	его роль	1	1
870	и следует	1	1
871	у первого	1	1
872	увидим ниже	4	1
873	этими двумя	1	1
874	в ту	1	1
875	речи о	1	1
876	связаны с	3	1
877	но это	10	1
878	не хватает	2	1
879	имели бы	1	1
880	к каким	2	1
881	эти формы	1	1
882	очень разнообразных	1	1
883	из него	3	1
884	говорит так	2	1
885	не был	1	1
886	или точнее	1	1
887	каждого из	1	1
888	и ни	1	1
889	оно входит	1	1
890	он должен	2	1
891	года в	1	1
892	характерно что	2	1
893	некоторые черты	1	1
894	что на	1	1
895	судя по	1	1
896	четыре года	1	1
897	формы как	1	1
898	это представление	5	1
899	виду что	1	1
900	отражается в	1	1
901	не к	1	1
902	с целью	2	1
903	этому же	1	1
