N	2gram	Bakhtin_Pr	Tvorches
182	связан с	1	4
183	дело в	2	4
184	было в	1	4
185	особенно в	2	4
186	личности в	1	4
187	отличие от	5	4
188	но он	1	4
189	в частности	2	4
190	далеко не	5	4
191	в плане	7	4
192	и наконец	6	4
193	и к	3	3
194	от него	3	3
195	только что	1	3
196	кроме того	3	3
197	в виду	4	3
198	другой стороны	4	3
199	но что	1	3
200	по себе	1	3
201	это определение	1	3
202	связь с	3	3
203	в первом	1	3
204	отличается от	2	3
205	так например	1	3
206	к тому	1	3
207	можно сказать	2	3
208	всегда с	1	3
209	может служить	1	3
210	в одном	1	3
211	с другим	1	3
212	сказать что	4	3
213	едва ли	3	3
214	то в	1	3
215	на протяжении	1	3
216	к себе	2	3
217	время в	1	3
218	несмотря на	3	3
219	к которому	4	3
220	для того	2	3
221	на себя	1	3
222	и внутреннего	1	3
223	себя как	5	3
224	не есть	6	3
225	в себя	2	3
226	действительности и	3	3
227	со всеми	3	3
228	и мир	2	3
229	на этом	2	3
230	в философии	1	3
231	и тем	3	3
232	но зато	2	3
233	должны быть	4	3
234	и что	2	3
235	как уже	1	3
236	его как	3	3
237	и др	8	3
238	человека как	2	3
239	там где	6	3
240	от ее	2	3
241	в один	1	3
242	и особенно	1	3
243	в искусстве	12	3
244	вплоть до	1	3
245	образом и	1	3
246	этой проблемы	1	3
247	если в	1	3
248	его с	1	3
249	был бы	1	3
250	ее и	1	3
251	критики и	1	3
252	себе не	2	3
253	до этого	1	3
254	человеческой культуры	6	3
255	в процессе	1	3
256	подхода к	2	3
257	да и	3	3
258	о котором	2	3
259	не является	3	3
260	и если	1	3
261	автора и	1	3
262	в которую	1	3
263	действия и	1	3
264	сами по	1	3
265	нет и	3	3
266	как мы	7	3
267	характера и	2	3
268	на этот	1	3
269	только с	1	3
270	друг друга	1	3
271	известной мере	1	3
272	человека но	1	3
273	как к	2	3
274	что оно	2	3
275	действительности в	2	3
276	и вот	1	3
277	что с	1	3
278	на самом	4	3
279	у нас	2	3
280	не существует	1	3
281	или в	2	3
282	этого вопроса	1	3
283	не все	2	3
284	в ней	4	3
285	в него	2	3
286	не с	4	3
287	с ее	1	3
288	в начале	2	3
289	в другом	2	3
290	лишь в	2	3
291	отношение к	10	3
292	жизни и	1	3
293	в области	11	3
294	и только	4	3
295	это в	1	3
296	более того	4	3
297	человек может	1	2
298	мы наблюдаем	1	2
299	все что	3	2
300	и лишь	1	2
301	которая в	1	2
302	познания и	30	2
303	с самим	2	2
304	этот момент	2	2
305	в результате	1	2
306	ясно что	3	2
307	в материал	1	2
308	проникает в	2	2
309	относится и	2	2
310	человек в	2	2
311	с тем	1	2
312	в художественном	20	2
313	его личной	1	2
314	своем творчестве	1	2
315	художественное произведение	8	2
316	связано с	1	2
317	сам же	1	2
318	в данном	4	2
319	из других	1	2
320	не могли	2	2
321	можно не	1	2
322	в действительности	1	2
323	представляется нам	2	2
324	входит в	8	2
325	имеет в	1	2
326	только как	6	2
327	своим собственным	1	2
328	а между	1	2
329	свою очередь	1	2
330	но этот	1	2
331	быть понята	2	2
332	настоящее время	1	2
333	это отношение	2	2
334	по поводу	2	2
335	он живет	1	2
336	о чем	1	2
337	точка зрения	3	2
338	не просто	1	2
339	во всех	11	2
340	мышления и	1	2
341	здесь нет	2	2
342	с одной	3	2
343	на том	1	2
344	в произведении	4	2
345	это характерно	1	2
346	души и	2	2
347	тем не	3	2
348	в тот	1	2
349	согласии с	1	2
350	с другими	3	2
351	входят в	3	2
352	мы все	1	2
353	связи с	2	2
354	как его	3	2
355	тому что	1	2
356	но ведь	1	2
357	в связи	2	2
358	рядом с	5	2
359	в свой	1	2
360	в двух	2	2
361	не нужно	5	2
362	но как	2	2
363	ли это	1	2
364	мы уже	1	2
365	не дает	2	2
366	во что	1	2
367	ибо в	2	2
368	и является	1	2
369	в тех	3	2
370	но отнюдь	7	2
371	в современной	2	2
372	в нее	1	2
373	сравнительно с	1	2
374	на мир	2	2
375	было бы	8	2
376	нем и	2	2
377	я в	1	2
378	целом и	1	2
379	культуры и	3	2
380	протяжении всего	1	2
381	этой концепции	1	2
382	процессы в	1	2
383	с которым	1	2
384	из этого	1	2
385	о войне	1	2
386	бы ни	1	2
387	а как	3	2
388	его можно	1	2
389	и здесь	2	2
390	жизни а	1	2
391	и должно	3	2
392	город как	1	2
393	была бы	2	2
394	нас за	3	2
395	быть поняты	2	2
396	для них	1	2
397	ни в	11	2
398	не могут	2	2
399	здесь мы	2	2
400	мы понимаем	1	2
401	произведения в	5	2
402	столь же	2	2
403	как о	1	2
404	к его	2	2
405	не имеет	9	2
406	ли он	1	2
407	не во	2	2
408	ни к	2	2
409	то он	1	2
410	я должен	2	2
411	того чтобы	2	2
412	образ человека	1	2
413	и уже	1	2
414	и теперь	1	2
415	отношении к	1	2
416	им в	1	2
417	характер в	1	2
418	в сфере	1	2
419	мог бы	1	2
420	за пределами	1	2
421	в глазах	1	2
422	к миру	3	2
423	и эстетика	1	2
424	высшей степени	5	2
425	значение в	1	2
426	мир в	2	2
427	этой области	2	2
428	данном случае	4	2
429	образ и	1	2
430	и всегда	1	2
431	со своим	1	2
432	слова не	3	2
433	непосредственно в	1	2
434	в таких	2	2
435	образом в	1	2
436	и где	1	2
437	или наконец	1	2
438	или даже	1	2
439	не столь	1	2
440	и со	1	2
441	и без	1	2
442	должен быть	2	2
443	и вообще	2	2
444	к одному	1	2
445	без всякой	2	2
446	нуждается в	2	2
447	а к	2	2
448	действительности но	2	2
449	она не	2	2
450	характера в	1	2
451	от всех	4	2
452	в философском	1	2
453	но она	2	2
454	всех этих	1	2
455	отказ от	1	2
456	в нашей	2	2
457	человека с	1	2
458	быть определен	1	2
459	что можно	1	2
460	в литературном	1	2
461	и о	5	2
462	роман и	1	2
463	в высшей	5	2
464	эти два	1	2
465	может и	4	2
466	отношениями между	1	2
467	но для	1	2
468	в описаниях	1	2
469	есть не	2	2
470	не к	6	2
471	к действительности	3	1
472	для всех	1	1
473	чего не	1	1
474	читателю и	1	1
475	которые не	1	1
476	к этой	1	1
477	в применении	3	1
478	вопросу о	1	1
479	глаза и	1	1
480	формы в	1	1
481	и плоть	1	1
482	тем как	5	1
483	не нужны	1	1
484	нечего сказать	2	1
485	его он	1	1
486	можно определить	2	1
487	остаться на	1	1
488	которое может	1	1
489	нас в	1	1
490	самом же	1	1
491	и другими	3	1
492	них совершенно	1	1
493	исторического процесса	1	1
494	нами в	2	1
495	завершения и	1	1
496	которую он	1	1
497	в художественную	1	1
498	можно говорить	2	1
499	значения в	1	1
500	о мире	1	1
501	равно как	1	1
502	только глазами	1	1
503	форму и	2	1
504	она является	1	1
505	из всего	1	1
506	до степени	2	1
507	есть является	1	1
508	более и	1	1
509	имеет место	5	1
510	и отнюдь	1	1
511	что по	1	1
512	автора к	1	1
513	форма более	1	1
514	случайно и	1	1
515	он является	1	1
516	себя не	1	1
517	направлен на	1	1
518	не его	2	1
519	нем нет	1	1
520	с этическими	2	1
521	как только	3	1
522	нашу задачу	1	1
523	для выражения	1	1
524	умирает в	1	1
525	перестает быть	4	1
526	тенденцией к	1	1
527	этического характера	1	1
528	творчества в	3	1
529	в противовес	1	1
530	всего и	1	1
531	каковы же	1	1
532	для еще	1	1
533	вопрос о	1	1
534	применении к	3	1
535	раз и	2	1
536	искусстве мы	3	1
537	это создает	1	1
538	не чувствует	1	1
539	даже и	1	1
540	же общих	1	1
541	центр тяжести	2	1
542	в противоположность	1	1
543	всего этого	1	1
544	по возможности	1	1
545	одной стороны	3	1
546	все свои	1	1
547	уже о	1	1
548	новой действительности	1	1
549	нас как	1	1
550	с помощью	7	1
551	если так	1	1
552	но может	1	1
553	и воплощенная	1	1
554	но они	4	1
555	содержание в	7	1
556	было то	1	1
557	ценности и	2	1
558	и значение	2	1
559	почти совершенно	3	1
560	душе его	1	1
561	в смысле	1	1
562	душу и	1	1
563	и те	2	1
564	можно ли	1	1
565	не что	1	1
566	является как	2	1
567	до того	1	1
568	характерной для	1	1
569	и начинает	1	1
570	художественного произведения	11	1
571	и эстетического	3	1
572	к ним	1	1
573	отношения и	2	1
574	вообще и	1	1
575	этическими и	1	1
576	еще нет	1	1
577	дает нам	2	1
578	жизни как	1	1
579	мы говорим	1	1
580	как эстетически	1	1
581	а только	2	1
582	а завершение	1	1
583	в нашем	4	1
584	с этими	1	1
585	автор как	2	1
586	нигде не	1	1
587	есть только	2	1
588	исходит из	1	1
589	отметим лишь	1	1
590	бы две	1	1
591	карамазова о	1	1
592	от них	2	1
593	и чистому	1	1
594	не события	1	1
595	общих чертах	1	1
596	к языку	1	1
597	его этическую	1	1
598	формы чтобы	1	1
599	есть единство	2	1
600	вся эта	1	1
601	и хаос	1	1
602	лишь там	2	1
603	бы то	3	1
604	момент как	4	1
605	него как	1	1
606	эстетика в	1	1
607	социальной и	1	1
608	к их	1	1
609	а наоборот	1	1
610	что иное	1	1
611	спасения из	1	1
612	и всей	1	1
613	и сохраняет	1	1
614	конкретное и	1	1
615	не лежит	1	1
616	что уже	1	1
617	есть форма	3	1
618	не теряет	1	1
619	понимая под	1	1
620	есть его	3	1
621	ни было	3	1
622	лишь со	1	1
623	эстетическое значение	1	1
624	создается не	1	1
625	и за	1	1
626	и снова	1	1
627	говоря словами	1	1
628	в подобном	1	1
629	понять его	4	1
630	бы что	1	1
631	как можно	1	1
632	содержания как	2	1
633	видит в	1	1
634	чем в	2	1
635	входящие в	1	1
636	живет и	1	1
637	алеши и	1	1
638	человек а	1	1
639	всех его	4	1
640	внутри этого	1	1
641	трагическое и	1	1
642	всем что	1	1
643	слово и	2	1
644	здесь же	2	1
645	и исторической	1	1
646	жизненной позиции	1	1
647	характер и	1	1
648	между ними	4	1
649	время как	1	1
650	художественном произведении	5	1
651	большинстве случаев	5	1
652	всеми его	1	1
653	без которой	1	1
654	в субъективном	1	1
655	о которых	2	1
656	метафоры и	1	1
657	к вопросу	1	1
658	себе и	1	1
659	что их	1	1
660	полном согласии	1	1
661	и прямо	1	1
662	в других	4	1
663	человека а	1	1
664	чтобы его	2	1
665	вопроса о	3	1
666	той или	2	1
667	на которую	1	1
668	говорится в	1	1
669	мы же	1	1
670	но можно	2	1
671	из ничего	1	1
672	мы можем	6	1
673	находит свое	2	1
674	того в	1	1
675	для создания	1	1
676	вообще в	1	1
677	свои права	1	1
678	к слову	1	1
679	ведь в	1	1
680	вырождается и	1	1
681	имеют дело	3	1
682	себя все	2	1
683	как единство	1	1
684	лишь что	2	1
685	то ни	3	1
686	и собственно	1	1
687	и правильное	1	1
688	или же	1	1
689	идет в	1	1
690	несколько часов	1	1
691	однако эта	1	1
692	от которых	1	1
693	достоевского имеет	1	1
694	что эта	2	1
695	нужно сказать	1	1
696	и понимающий	1	1
697	его художественной	1	1
698	хотя в	1	1
699	можно было	4	1
700	в форме	4	1
701	его работе	1	1
702	исследователя но	1	1
703	который мы	1	1
704	его ибо	1	1
705	бы уже	1	1
706	важно лишь	1	1
707	также и	3	1
708	что бы	1	1
709	или иное	2	1
710	в иных	3	1
711	произведение не	3	1
712	эта действительность	1	1
713	их и	2	1
714	не раз	1	1
715	и несколько	1	1
716	занимает в	1	1
717	на некоторые	1	1
718	и стремление	1	1
719	но главное	1	1
720	на бумаге	1	1
721	с людьми	1	1
722	чем она	1	1
723	найти в	1	1
724	искусства но	4	1
725	обратимся к	1	1
726	всех сторон	2	1
727	к чисто	1	1
728	в синтаксисе	1	1
729	ней в	1	1
730	человека или	1	1
731	чувств и	1	1
732	мы имеет	1	1
733	рассмотрение этой	1	1
734	широте и	1	1
735	неразрывно связана	1	1
736	это имеет	1	1
737	или иного	2	1
738	жизни таким	1	1
739	уходит в	1	1
740	не остается	2	1
741	чем обычно	1	1
742	ибо это	1	1
743	живет на	1	1
744	можно только	6	1
745	в особенности	2	1
746	только я	1	1
747	к целому	1	1
748	мире и	1	1
749	то время	1	1
750	том смысле	1	1
751	как одна	1	1
752	движется не	1	1
753	ими же	1	1
754	характерно для	2	1
755	на первой	1	1
756	героям в	1	1
757	которой не	1	1
758	она прекрасно	1	1
759	оно было	2	1
760	художественного творчества	12	1
761	опираться на	1	1
762	что называют	1	1
763	имеет определенную	1	1
764	определяет выбор	1	1
765	поэтому в	2	1
766	к выводу	1	1
767	том и	1	1
768	смысла в	1	1
769	не на	5	1
770	в единстве	12	1
771	каждый раз	1	1
772	от их	1	1
773	оно не	3	1
774	психологии и	1	1
775	есть лишь	3	1
776	в наших	1	1
777	это положение	1	1
778	так называемый	2	1
779	что угодно	1	1
780	эстетики и	3	1
781	и действительно	1	1
782	но никогда	1	1
783	сделать художественное	1	1
784	этической действительности	1	1
785	как не	1	1
786	анализа в	1	1
787	как личность	1	1
788	в праве	1	1
789	это чувство	1	1
790	отнесены к	2	1
791	себя и	3	1
792	позицию и	1	1
793	именно поэтому	2	1
794	вследствие этого	3	1
795	эта последняя	1	1
796	этом его	1	1
797	ничего нет	2	1
798	нет в	1	1
799	и умирает	1	1
800	это самое	1	1
801	этого движения	1	1
802	из общего	1	1
803	все они	5	1
804	здесь лишь	1	1
805	внутри произведения	1	1
806	и выбора	1	1
807	художественный образ	1	1
808	и завершается	2	1
809	бы и	1	1
810	и должны	2	1
811	в главе	1	1
812	художественного целого	1	1
813	языка и	1	1
814	это понятие	1	1
815	тех же	1	1
816	со всех	2	1
817	ибо не	1	1
818	и между	1	1
819	ибо эта	1	1
820	свою свободу	1	1
821	на основе	6	1
822	том как	2	1
823	характер не	1	1
824	и содержание	3	1
825	и независимо	1	1
826	но лишь	2	1
827	из его	1	1
828	слова и	3	1
829	и ему	1	1
830	художественное завершение	1	1
831	города но	1	1
832	целый ряд	1	1
833	и этических	1	1
834	к поэзии	2	1
835	чем не	2	1
836	а лишь	2	1
837	потому и	1	1
838	образом не	1	1
839	с так	1	1
840	языковая метафора	1	1
841	не совсем	1	1
842	ее не	1	1
843	время был	1	1
844	значение имеет	3	1
845	на первый	2	1
846	этического и	2	1
847	только начинает	1	1
848	единый мир	1	1
849	в сознании	1	1
850	событие в	2	1
851	этого слова	1	1
852	его место	1	1
853	по внешним	1	1
854	формы то	1	1
855	город и	1	1
856	к предмету	1	1
857	какие бы	1	1
858	является только	1	1
859	и для	11	1
860	то или	2	1
861	в самой	2	1
862	в настоящее	1	1
863	движения и	2	1
864	но которые	2	1
865	и искусства	2	1
866	иногда в	1	1
867	от своей	1	1
868	чувство может	1	1
869	подход к	1	1
870	которому он	1	1
871	его чистота	1	1
872	такое же	1	1
873	находятся в	1	1
874	форм и	2	1
875	в более	4	1
876	язык его	1	1
877	разума и	1	1
878	смысле что	1	1
879	они не	3	1
880	и события	2	1
881	произведения как	8	1
882	в поэзии	9	1
883	художник в	1	1
884	о значении	4	1
885	который мог	1	1
886	мы имеем	2	1
887	характер а	1	1
888	мире в	1	1
889	только его	3	1
890	себя самого	4	1
891	что так	1	1
892	для искусства	1	1
893	совершенно не	7	1
894	день и	1	1
895	для нас	1	1
896	то самое	1	1
897	в полном	1	1
898	на которой	1	1
899	как нечто	3	1
900	и художественное	2	1
901	все равно	1	1
902	к эстетическому	1	1
903	а на	1	1
904	что является	1	1
905	выражают его	1	1
906	а также	1	1
907	который как	1	1
908	тесно связан	1	1
909	объекта и	7	1
910	и начинается	1	1
911	места в	1	1
912	менее всего	3	1
913	и эта	2	1
914	их взаимоотношения	1	1
915	вмешивается в	1	1
916	виду что	1	1
917	его преодоление	2	1
918	чистоте и	1	1
919	превращает его	1	1
920	искусства как	2	1
921	вообще не	7	1
922	в какой	2	1
923	один момент	1	1
924	не подлежит	1	1
925	лежит на	1	1
926	есть в	1	1
927	где-то в	1	1
928	на фоне	3	1
929	к концу	1	1
930	а иногда	2	1
931	по своему	1	1
932	момента и	1	1
933	скромное место	1	1
934	это было	1	1
935	случае о	1	1
936	единство и	2	1
937	его же	1	1
938	и тела	2	1
939	но конечно	4	1
940	с первого	1	1
941	другом случае	1	1
942	ему не	1	1
943	как формы	1	1
944	его жизненной	1	1
945	же деле	1	1
946	того или	2	1
947	и материальными	1	1
948	и эти	1	1
949	как ни	1	1
950	от психологизма	1	1
951	завершение в	2	1
952	при посредстве	2	1
953	почти всего	1	1
954	должно быть	5	1
955	так называемой	1	1
956	жизни человека	1	1
957	видит и	1	1
958	его не	2	1
959	выше в	2	1
960	одну из	1	1
961	а из	1	1
962	в новый	2	1
963	мы должны	2	1
964	произведений в	1	1
965	активности в	1	1
966	не о	1	1
967	к этической	1	1
968	же может	1	1
969	а о	1	1
970	есть и	1	1
971	в поэме	1	1
972	таков смысл	1	1
973	война и	1	1
974	за каждым	1	1
975	резко отличается	1	1
976	и психических	1	1
977	к чему	2	1
978	в пределах	6	1
979	стороны и	1	1
980	с прошлым	1	1
981	движения в	1	1
982	к которой	1	1
983	в большинстве	5	1
984	с человеком	1	1
985	и часто	1	1
986	его а	1	1
987	для психологизма	1	1
988	же самое	2	1
989	явление в	1	1
990	человека из	1	1
991	и самого	1	1
992	лежащая в	1	1
993	которые в	1	1
994	того времени	1	1
995	в эстетической	1	1
996	это можно	1	1
997	анализа и	2	1
998	обращаться к	1	1
999	в характере	1	1
1000	понята как	1	1
1001	или иной	2	1
1002	как наиболее	1	1
1003	бытия и	1	1
1004	и прежде	5	1
1005	язык в	2	1
1006	и дальше	1	1
1007	на то	2	1
1008	уже чисто	1	1
1009	переход в	1	1
1010	определить как	2	1
1011	искусство в	1	1
1012	на своих	1	1
1013	именно это	1	1
1014	становится просто	2	1
1015	не можем	2	1
1016	за их	2	1
1017	иное как	1	1
1018	свою творческую	1	1
1019	себе а	1	1
