N	2gram	Bakhtin_fo	Problema
292	в истории	6	11
293	и во	13	11
294	вообще не	4	11
295	в искусстве	1	11
296	и их	11	11
297	по этому	2	11
298	и тогда	1	11
299	на том	1	10
300	но он	4	10
301	один из	5	10
302	со всеми	4	10
303	бы не	1	10
304	что оно	1	10
305	очень много	1	10
306	в одном	10	10
307	и которые	1	10
308	представление о	1	10
309	отличается от	1	10
310	в заключение	1	10
311	это будет	1	10
312	и сама	1	10
313	быть только	4	10
314	однако в	1	10
315	из которых	1	10
316	состоит из	1	10
317	не имеют	4	10
318	внимание на	2	10
319	ни с	3	10
320	общего и	1	10
321	быть и	4	10
322	слова и	4	10
323	и другие	6	9
324	что если	1	9
325	с собой	2	9
326	в своих	1	9
327	их в	6	9
328	вопрос о	2	9
329	миф о	1	9
330	нет и	4	9
331	что даже	2	9
332	здесь как	3	9
333	именно как	4	9
334	в тех	1	9
335	тогда когда	2	9
336	в которых	4	9
337	то он	1	9
338	это вовсе	1	9
339	в трагедии	3	9
340	и искусства	1	9
341	однако не	2	9
342	но эта	5	9
343	имеется в	1	9
344	она не	2	9
345	или как	5	9
346	которые в	2	9
347	само собой	2	9
348	находим в	1	9
349	в жизни	6	9
350	правда в	2	9
351	только для	2	9
352	не вполне	1	9
353	в буквальном	2	9
354	между прочим	1	9
355	на себе	1	9
356	бы в	1	9
357	не был	2	9
358	мы говорили	3	9
359	был бы	3	9
360	сколько угодно	2	9
361	поэтому и	4	9
362	здесь мы	4	9
363	с ней	1	9
364	и до	7	9
365	что тут	1	9
366	то более	1	9
367	в условиях	8	9
368	это было	2	9
369	жизнь и	4	9
370	человеческой жизни	9	9
371	и наконец	6	9
372	во всем	3	8
373	с этой	3	8
374	и образ	3	8
375	он был	2	8
376	нас и	1	8
377	и весь	2	8
378	конечно не	7	8
379	во всей	3	8
380	тем же	3	8
381	а наоборот	1	8
382	но для	2	8
383	от этого	4	8
384	между собой	5	8
385	а потом	2	8
386	почти всегда	2	8
387	тот или	1	8
388	и по	5	8
389	с ее	7	8
390	и самый	3	8
391	и при	1	8
392	никто не	2	8
393	из этих	5	8
394	и больше	1	8
395	только с	1	8
396	значение в	5	8
397	мы будем	5	8
398	на его	1	8
399	еще в	1	8
400	вплоть до	3	8
401	для всех	3	8
402	были бы	1	8
403	как они	1	8
404	от всего	1	8
405	как только	1	8
406	и нет	2	8
407	если в	1	8
408	входит в	3	8
409	и он	3	8
410	здесь нет	3	8
411	себе и	4	8
412	чистом виде	1	8
413	мы здесь	1	8
414	которое мы	1	8
415	не значит	1	8
416	является здесь	1	8
417	в прометее	1	8
418	это уже	1	8
419	том как	2	8
420	это то	2	8
421	для него	5	8
422	говорим о	1	8
423	является не	2	8
424	с самого	3	8
425	как он	4	8
426	некоторой степени	1	7
427	с самим	6	7
428	его от	3	7
429	но что	1	7
430	во все	4	7
431	из себя	1	7
432	не обязательно	2	7
433	себе в	1	7
434	что их	1	7
435	в значительной	3	7
436	она есть	1	7
437	мы скажем	1	7
438	все в	3	7
439	и всего	2	7
440	в случае	1	7
441	его как	1	7
442	для чего	1	7
443	уже с	1	7
444	жизни а	1	7
445	оно не	3	7
446	свой собственный	1	7
447	к другому	2	7
448	и поэтому	2	7
449	чем не	5	7
450	являются только	1	7
451	одной из	3	7
452	на этот	1	7
453	находятся в	1	7
454	была бы	2	7
455	же это	1	7
456	не можем	1	7
457	что на	3	7
458	еще более	7	7
459	в это	5	7
460	на этой	4	7
461	значительной мере	2	7
462	самого начала	3	7
463	зевса и	1	7
464	есть по	1	7
465	по преимуществу	4	7
466	тому же	2	7
467	же как	2	7
468	такого же	1	7
469	которая является	1	7
470	до нас	6	7
471	даже не	2	7
472	образы и	1	7
473	не на	4	7
474	и так	2	7
475	все они	4	7
476	в основе	9	7
477	на землю	2	7
478	времени и	10	7
479	друг друга	3	7
480	человека но	1	7
481	ее в	2	7
482	в эпоху	5	7
483	мира и	6	7
484	может иметь	1	7
485	что касается	1	7
486	философии и	1	6
487	не как	2	6
488	глубоко и	1	6
489	уже на	3	6
490	в порядке	4	6
491	действительность в	1	6
492	себе все	1	6
493	имеем в	3	6
494	на него	1	6
495	не имеющих	1	6
496	до конца	5	6
497	после этого	2	6
498	или не	2	6
499	но когда	2	6
500	и речи	6	6
501	по своей	1	6
502	мы еще	5	6
503	жизнь в	2	6
504	в общем	1	6
505	в него	2	6
506	чтобы не	1	6
507	понятия и	1	6
508	и делает	1	6
509	функции в	1	6
510	отношения к	7	6
511	этот вопрос	1	6
512	зависимости от	1	6
513	но оно	2	6
514	в отдельности	1	6
515	и уже	4	6
516	с которой	2	6
517	именно на	1	6
518	природы и	2	6
519	и после	1	6
520	могут быть	7	6
521	образ и	1	6
522	этого произведения	2	6
523	необходимо чтобы	2	6
524	особенно в	3	6
525	буквальном смысле	2	6
526	независимо от	1	6
527	и может	2	6
528	но она	2	6
529	есть и	4	6
530	уже у	1	6
531	к ней	2	6
532	в античной	1	6
533	ведь и	1	6
534	дело здесь	2	6
535	самого себя	1	6
536	ровно ничего	1	6
537	есть прежде	1	6
538	если угодно	1	6
539	перестает быть	1	6
540	и того	7	6
541	в античном	6	6
542	как оно	2	6
543	как на	2	6
544	в зависимости	1	6
545	не знает	4	6
546	прежде чем	3	6
547	этих образов	2	6
548	но отнюдь	1	6
549	в новое	4	6
550	же мы	1	6
551	во время	7	6
552	и ничего	1	6
553	можно только	2	6
554	ни к	3	6
555	этого слова	2	6
556	с его	10	6
557	этом отношении	5	6
558	без всяких	1	6
559	по существу	17	6
560	к своему	2	6
561	не столь	2	6
562	только к	3	6
563	первый план	2	6
564	которую мы	1	6
565	в теории	1	6
566	дело не	1	6
567	когда он	1	6
568	факт что	1	6
569	стороны и	2	6
570	и самой	1	6
571	та или	1	6
572	все другие	2	6
573	не к	2	6
574	в настоящем	1	5
575	xix и	2	5
576	из самых	3	5
577	у людей	1	5
578	или на	1	5
579	к самому	1	5
580	требует для	1	5
581	человеческая речь	1	5
582	в этот	5	5
583	это же	1	5
584	на одну	1	5
585	и еще	3	5
586	к этому	5	5
587	как такового	1	5
588	не больше	1	5
589	на себя	2	5
590	или иная	1	5
591	я не	1	5
592	в каждом	2	5
593	одно и	4	5
594	чем больше	1	5
595	и тот	2	5
596	доходит до	1	5
597	говорили что	1	5
598	между тем	1	5
599	мы видели	2	5
600	но зато	1	5
601	его на	3	5
602	сводится к	1	5
603	нам в	1	5
604	то на	1	5
605	ничем не	1	5
606	упоминает о	1	5
607	и кончая	2	5
608	своей собственной	3	5
609	только один	2	5
610	в ряд	8	5
611	часто и	3	5
612	он должен	2	5
613	для всякого	1	5
614	раз в	4	5
615	ведь это	2	5
616	которые как	1	5
617	по его	1	5
618	человека в	22	5
619	человека и	15	5
620	как то	1	5
621	человека из	1	5
622	и понятия	1	5
623	мира в	6	5
624	все что	2	5
625	здесь является	2	5
626	из всех	1	5
627	категорий в	1	5
628	здесь необходимо	1	5
629	нами в	1	5
630	до того	1	5
631	больше чем	1	5
632	которой он	3	5
633	в каких	1	5
634	и общества	1	5
635	с этими	2	5
636	а мы	2	5
637	себя в	2	5
638	от его	1	5
639	должно быть	6	5
640	все прочие	1	5
641	одним из	1	5
642	как его	3	5
643	богов и	2	5
644	литературе и	1	5
645	себе не	1	5
646	одна из	3	5
647	чтобы понять	1	5
648	для его	1	5
649	хотя в	1	5
650	бы его	1	5
651	слова как	1	5
652	там где	4	5
653	есть как	1	5
654	образом и	2	5
655	до некоторой	1	5
656	науки и	1	5
657	v в	1	5
658	не знал	1	5
659	здесь и	3	5
660	а вовсе	1	5
661	они не	4	5
662	том числе	7	5
663	не для	3	5
664	слова но	1	5
665	но по	2	5
666	или что	1	5
667	тотчас же	1	5
668	в пределах	8	5
669	лишь в	8	5
670	отношение к	5	5
671	и прежде	4	5
672	к другу	2	4
673	со всем	1	4
674	тем как	1	4
675	и был	1	4
676	на нас	3	4
677	и само	1	4
678	к другим	1	4
679	даже просто	1	4
680	но мы	1	4
681	в брак	1	4
682	здесь конечно	2	4
683	этим мы	2	4
684	не могли	3	4
685	отдельных и	1	4
686	но эти	4	4
687	и те	4	4
688	к ним	3	4
689	без которой	1	4
690	на котором	2	4
691	время и	4	4
692	для своего	2	4
693	одно из	3	4
694	тем больше	1	4
695	существует только	1	4
696	является и	1	4
697	ничего и	1	4
698	мы это	2	4
699	человек и	2	4
700	больше и	2	4
701	в эту	1	4
702	под влиянием	1	4
703	смысл и	1	4
704	тот момент	1	4
705	тем и	1	4
706	должны были	1	4
707	что во	1	4
708	любви и	1	4
709	от нее	1	4
710	и самое	5	4
711	друг к	2	4
712	он только	2	4
713	же самой	1	4
714	особого рода	1	4
715	смысла и	2	4
716	можно назвать	2	4
717	и они	4	4
718	это время	8	4
719	явлений и	3	4
720	этот образ	2	4
721	нет в	2	4
722	бросается в	1	4
723	и пр	2	4
724	в свою	2	4
725	не быть	3	4
726	для нее	1	4
727	и наиболее	1	4
728	той же	2	4
729	начиная с	1	4
730	это просто	1	4
731	у них	4	4
732	именно к	1	4
733	но на	4	4
734	он как	1	4
735	себя самого	1	4
736	на отдельные	1	4
737	это именно	1	4
738	с их	2	4
739	и совсем	1	4
740	есть некоторого	1	4
741	бы нам	1	4
742	на одном	1	4
743	отличие от	3	4
744	но всегда	1	4
745	существуют в	1	4
746	и времени	9	4
747	при всем	1	4
748	числе и	4	4
749	мы сказали	1	4
750	от него	1	4
751	новое и	5	4
752	к этой	1	4
753	здесь то	1	4
754	он всегда	2	4
755	дело с	1	4
756	по всему	3	4
757	во втором	2	4
758	остановиться на	1	4
759	собой разумеется	2	4
760	равно как	4	4
761	например в	7	4
762	в корне	2	4
763	переходит в	1	4
764	этого понятия	1	4
765	мы увидим	2	4
766	в глаза	3	4
767	начиная от	3	4
768	конечно и	5	4
769	но они	3	4
770	должен быть	2	4
771	наряду с	7	4
772	момент в	2	4
773	это повторяем	1	4
774	не выходит	1	4
775	она и	1	4
776	и всей	2	4
777	для которой	2	4
778	этот мир	2	4
779	это мы	1	4
780	все наше	1	4
781	смысле и	1	4
782	единый и	1	4
783	и вместе	1	4
784	следовательно и	3	4
785	могло бы	1	4
786	но к	2	4
787	очень часто	1	4
788	у которого	1	4
789	и каждый	2	4
790	и др	13	4
791	с чем	2	4
792	с которым	1	4
793	а как	3	4
794	у гесиода	3	4
795	которых мы	1	4
796	в человеческом	2	4
797	в сущности	5	4
798	не обходится	1	4
799	этой точки	1	4
800	предметы в	1	4
801	себя и	6	4
802	друг от	2	4
803	свое значение	1	4
804	вместе со	1	4
805	новое время	1	4
806	из него	1	4
807	им в	1	4
808	с нею	2	4
809	они вовсе	1	4
810	ему в	3	4
811	и за	1	4
812	в предыдущем	1	4
813	бы на	1	4
814	других областях	1	4
815	от друга	2	4
816	в ту	1	4
817	войти в	1	4
818	для нашей	1	4
819	что от	1	4
820	в разных	6	4
821	значение но	2	4
822	и почти	2	4
823	столько же	1	4
824	что из	1	4
825	на всю	1	4
826	всей его	2	4
827	бы он	2	4
828	образов и	1	4
829	более не	1	3
830	на родину	1	3
831	зрения на	1	3
832	и люди	1	3
833	он видит	1	3
834	и говорить	1	3
835	время не	2	3
836	не столько	2	3
837	чтобы в	1	3
838	точном смысле	3	3
839	как об	1	3
840	когда это	1	3
841	всю эту	2	3
842	функций в	1	3
843	мир и	2	3
844	и смерти	1	3
845	вовсе ничего	1	3
846	отношение и	1	3
847	всем этим	4	3
848	времени в	14	3
849	с трудом	1	3
850	времени мы	1	3
851	страха и	1	3
852	во всякой	2	3
853	они должны	1	3
854	находится в	3	3
855	было этого	1	3
856	от них	1	3
857	в отдельных	2	3
858	для этой	1	3
859	ни даже	1	3
860	и которое	1	3
861	мы видим	4	3
862	эти элементы	1	3
863	обо всем	1	3
864	оно стало	1	3
865	что уже	1	3
866	проявляется в	1	3
867	это слово	1	3
868	есть еще	1	3
869	совершенно ясно	1	3
870	чем в	3	3
871	и хорошо	1	3
872	вещей и	7	3
873	я и	1	3
874	характерное для	2	3
875	того и	3	3
876	и являются	1	3
877	здесь мыслится	1	3
878	жизни то	2	3
879	в математическом	1	3
880	ведь в	1	3
881	или это	1	3
882	виде но	1	3
883	ничего нового	1	3
884	относится и	1	3
885	категории в	1	3
886	на некоторые	1	3
887	все дело	1	3
888	них не	2	3
889	образом в	1	3
890	до наших	2	3
891	его к	2	3
892	в какой-то	4	3
893	очень важно	1	3
894	мы вовсе	1	3
895	например что	1	3
896	на небе	1	3
897	и символы	1	3
898	с некоторым	1	3
899	и та	2	3
900	к выводу	1	3
901	для человека	1	3
902	движение и	1	3
903	и строго	1	3
904	обходится без	1	3
905	на месте	1	3
906	с такими	1	3
907	связанные с	5	3
908	сравнению с	3	3
909	при всех	1	3
910	в те	1	3
911	далек от	1	3
912	не входит	2	3
913	это был	1	3
914	такое положение	1	3
915	который он	1	3
916	в очень	1	3
917	такую же	1	3
918	по сравнению	3	3
919	он часто	1	3
920	в новой	1	3
921	каждой из	1	3
922	от других	1	3
923	тот факт	1	3
924	в совершенно	3	3
925	каждый из	2	3
926	было и	4	3
927	в отличие	3	3
928	же романе	1	3
929	его только	1	3
930	в мировой	2	3
931	это произведение	1	3
932	и соответствующие	1	3
933	но есть	1	3
934	может не	1	3
935	что значит	1	3
936	где он	2	3
937	имел в	2	3
938	а все	1	3
939	борьбу с	1	3
940	в свои	1	3
941	что будет	1	3
942	как такая	1	3
943	пока не	1	3
944	в каждой	1	3
945	в одной	2	3
946	этих двух	1	3
947	сказать только	1	3
948	и человека	1	3
949	и других	5	3
950	эти последние	1	3
951	каждом из	2	3
952	ни один	2	3
953	здесь совершенно	2	3
954	у гомера	1	3
955	образа в	1	3
956	и жизни	1	3
957	для такого	1	3
958	одного и	6	3
959	место в	4	3
960	происходит в	2	3
961	и сами	1	3
962	что было	6	3
963	которая была	1	3
964	этих произведениях	1	3
965	выводу что	1	3
966	борьбе с	4	3
967	которым и	1	3
968	что дело	1	3
969	нами здесь	1	3
970	например с	1	3
971	из нее	2	3
972	весь этот	1	3
973	там же	1	3
974	для их	1	3
975	или ее	1	3
976	и людей	2	3
977	и такие	1	3
978	с помощью	5	3
979	оно было	3	3
980	всего этого	3	3
981	но этот	1	3
982	вернуться к	2	3
983	чтобы они	4	3
984	она ни	3	3
985	тех случаях	1	3
986	это отношение	1	3
987	речь о	1	3
988	а следовательно	4	3
989	здесь идет	1	3
990	этом же	1	3
991	от ее	1	3
992	ее и	1	3
993	указать на	2	3
994	время в	7	3
995	самый язык	1	3
996	совершенно новое	2	3
997	не обладает	1	3
998	весь мир	3	3
999	и своего	1	3
1000	и своей	2	3
1001	вообще в	1	3
1002	на этом	2	3
1003	говорил о	1	3
1004	на другой	2	3
1005	как человек	4	3
1006	в системе	1	3
1007	за ними	3	3
1008	всех других	1	3
1009	и стремление	1	3
1010	друг другу	4	3
1011	если они	2	3
1012	быть для	1	3
1013	речи о	1	3
1014	и нельзя	1	3
1015	самим собою	5	3
1016	видим и	1	3
1017	и действительно	1	3
1018	время для	1	3
1019	его с	2	3
1020	должна быть	1	3
1021	на ее	1	3
1022	и должно	2	3
1023	и литературе	3	3
1024	самой жизни	1	3
1025	о которой	1	3
1026	из того	1	3
1027	борьбы с	1	3
1028	мы понимаем	1	3
1029	конечно в	1	3
1030	в романе	40	3
1031	в процессе	4	3
1032	с ними	1	3
1033	по самому	3	3
1034	хотя она	1	3
1035	поэтому не	1	3
1036	как самого	1	3
1037	он хочет	1	3
1038	в человека	2	3
1039	не за	1	3
1040	в образе	8	3
1041	том же	4	3
1042	он может	1	3
1043	слово и	1	3
1044	бы нас	2	3
1045	формы и	4	3
1046	жизни но	7	3
1047	связан с	2	3
1048	в более	2	3
1049	выходит за	1	3
1050	всего мира	1	3
1051	нас здесь	1	3
1052	с разными	1	3
1053	и непосредственно	1	3
1054	жизни это	2	3
1055	свои страдания	2	3
1056	как она	3	3
1057	случаях когда	1	3
1058	отражения и	1	3
1059	как люди	1	3
1060	время уже	1	3
1061	на такие	1	3
1062	уже видели	1	3
1063	и всех	2	3
1064	в понимании	1	3
1065	всем мире	1	3
1066	нуждается в	1	3
1067	как для	1	3
1068	форме и	2	3
1069	котором он	1	3
1070	образов в	1	2
1071	необходимого для	1	2
1072	никаких сомнений	1	2
1073	о будущем	1	2
1074	и имеет	3	2
1075	между этими	4	2
1076	эта идея	1	2
1077	выступают в	1	2
1078	формы в	1	2
1079	говорили в	1	2
1080	исторического процесса	2	2
1081	у вольтера	2	2
1082	либо в	1	2
1083	этого типа	5	2
1084	цели и	1	2
1085	всем его	1	2
1086	только благодаря	1	2
1087	этом здесь	1	2
1088	его жизни	11	2
1089	тех кто	1	2
1090	мы надеемся	1	2
1091	из жизни	1	2
1092	могут не	1	2
1093	как метафору	1	2
1094	для своей	2	2
1095	свою очередь	1	2
1096	искусстве и	4	2
1097	друг на	4	2
1098	с другим	1	2
1099	в прошлом	3	2
1100	далеки от	1	2
1101	эти моменты	3	2
1102	с такою	3	2
1103	еще нет	3	2
1104	ее но	1	2
1105	него не	1	2
1106	необходимо сделать	1	2
1107	отличный от	1	2
1108	он служит	1	2
1109	человека вообще	1	2
1110	но повторяем	2	2
1111	наблюдать и	1	2
1112	точка зрения	4	2
1113	жизни с	2	2
1114	вносит в	1	2
1115	мы коснулись	1	2
1116	мы привели	1	2
1117	ближе к	1	2
1118	все его	7	2
1119	не чисто	1	2
1120	ведь для	1	2
1121	при переходе	1	2
1122	однако этот	1	2
1123	по типу	1	2
1124	в будущем	1	2
1125	и некоторые	1	2
1126	количество этих	1	2
1127	человеческая жизнь	1	2
1128	своей структуре	1	2
1129	большинстве случаев	2	2
1130	в развернутом	1	2
1131	в данное	1	2
1132	эту проблему	1	2
1133	того если	1	2
1134	же все	1	2
1135	это изображение	1	2
1136	не употребляется	1	2
1137	бы она	2	2
1138	зрения в	1	2
1139	по пути	1	2
1140	этой идеи	1	2
1141	уже к	1	2
1142	поэтому нет	1	2
1143	ни была	2	2
1144	здесь на	5	2
1145	время когда	1	2
1146	эпоху эллинизма	1	2
1147	уже одно	1	2
1148	море и	1	2
1149	значение мы	1	2
1150	и глубоко	1	2
1151	поэтому здесь	3	2
1152	достаточно указать	1	2
1153	что есть	1	2
1154	когда они	1	2
1155	для изображения	1	2
1156	они были	4	2
1157	бы ни	1	2
1158	этих вещей	1	2
1159	который был	1	2
1160	он его	1	2
1161	было что	1	2
1162	вообще нет	1	2
1163	здесь изображается	1	2
1164	и возможно	1	2
1165	уже прямо	1	2
1166	и конечно	1	2
1167	в самый	1	2
1168	героя в	1	2
1169	должны быть	2	2
1170	большую роль	4	2
1171	и дает	3	2
1172	и описываются	1	2
1173	здесь он	1	2
1174	и пространстве	1	2
1175	он на	1	2
1176	его во	1	2
1177	о природе	1	2
1178	одновременно с	2	2
1179	по отношению	3	2
1180	героев и	5	2
1181	и такая	1	2
1182	рода и	1	2
1183	времен и	1	2
1184	лишенный всякого	1	2
1185	есть на	1	2
1186	становится ясным	1	2
1187	это вдруг	1	2
1188	сам он	1	2
1189	их самих	1	2
1190	на основе	5	2
1191	тот и	1	2
1192	из которой	1	2
1193	ряд с	1	2
1194	вступает в	2	2
1195	при анализе	1	2
1196	на которые	2	2
1197	широком смысле	3	2
1198	в данной	2	2
1199	она может	1	2
1200	с людьми	1	2
1201	речи в	2	2
1202	i iii	1	2
1203	бы как	1	2
1204	содержанию и	1	2
1205	для этих	1	2
1206	в одноименном	1	2
1207	в год	1	2
1208	ахилла татия	1	2
1209	жизни не	3	2
1210	мы нашли	1	2
1211	самом и	1	2
1212	человеческую жизнь	4	2
1213	всего того	3	2
1214	своего рода	1	2
1215	значение может	1	2
1216	а было	1	2
1217	что ему	1	2
1218	ему что	1	2
1219	мог быть	1	2
1220	ее на	1	2
1221	возникает в	1	2
1222	нам не	1	2
1223	в определенном	3	2
1224	единства и	2	2
1225	романе о	1	2
1226	на одной	2	2
1227	силу и	1	2
1228	участие в	1	2
1229	и смысл	2	2
1230	даже самая	1	2
1231	к самой	1	2
1232	от всех	2	2
1233	этого пути	1	2
1234	этих условиях	2	2
1235	в стороне	2	2
1236	этого романа	6	2
1237	разных типов	1	2
1238	на фоне	3	2
1239	и со	1	2
1240	и я	1	2
1241	со своей	3	2
1242	а так	1	2
1243	встречаются в	1	2
1244	и другого	1	2
1245	которые были	1	2
1246	на них	2	2
1247	друга но	1	2
1248	уже сказали	4	2
1249	но его	1	2
1250	такие слова	2	2
1251	и внутреннее	3	2
1252	которого и	1	2
1253	xx века	1	2
1254	такие же	1	2
1255	на один	2	2
1256	явления природы	2	2
1257	по изучению	1	2
1258	входили в	2	2
1259	же что	3	2
1260	лишь как	3	2
1261	человека с	1	2
1262	очень важны	1	2
1263	рассматривать как	1	2
1264	во многом	2	2
1265	содержанием и	1	2
1266	в плане	1	2
1267	все больше	1	2
1268	в другую	3	2
1269	очень резко	2	2
1270	такой же	1	2
1271	эти предметы	1	2
1272	и художественного	3	2
1273	и эта	2	2
1274	человек не	1	2
1275	со своими	1	2
1276	которой мы	1	2
1277	здесь еще	5	2
1278	за счет	2	2
1279	этом необходимо	1	2
1280	мы наблюдаем	2	2
1281	нет здесь	3	2
1282	в момент	1	2
1283	символов в	1	2
1284	всех случаях	1	2
1285	случае мы	1	2
1286	всей жизни	2	2
1287	жизнь которая	1	2
1288	точка соприкосновения	1	2
1289	этот момент	2	2
1290	строго говоря	2	2
1291	одно это	1	2
1292	указанные нами	1	2
1293	жить и	1	2
1294	что то	1	2
1295	что человек	1	2
1296	реальной человеческой	1	2
1297	исторического развития	1	2
1298	как таковых	1	2
1299	приходит к	1	2
1300	над ними	2	2
1301	вещами и	3	2
1302	в средневековой	2	2
1303	в борьбе	2	2
1304	места и	1	2
1305	не дается	1	2
1306	его по	1	2
1307	что по	1	2
1308	притом в	1	2
1309	роль в	12	2
1310	только ее	1	2
1311	время это	1	2
