N	3gram	Vygotskiy_	RusskieA
93	представлять себе дело	1	1
94	он должен был	1	1
95	он полагает что	1	1
96	имеет совершенно другой	1	1
97	в одном и	1	1
98	и вокруг него	1	1
99	и как бы	2	1
100	но в зачаточном	1	1
101	мы должны были	1	1
102	как будто бы	1	1
103	а как раз	1	1
104	мы не нашли	1	1
105	первое что бросается	1	1
106	но тот же	1	1
107	не могло бы	1	1
108	никак не может	3	1
109	но этого мало	1	1
110	которое характерно для	1	1
111	так как эти	1	1
112	не в этом	1	1
113	все что она	1	1
114	сих пор в	1	1
115	в первый раз	2	1
116	во всех отношениях	1	1
117	на основании этих	1	1
118	мы начнем с	1	1
119	так например в	2	1
120	потому что она	1	1
121	потому что в	2	1
122	так что они	1	1
123	они как бы	1	1
124	все то что	13	1
125	в таком случае	1	1
126	одного и того	1	1
127	смысл и назначение	1	1
128	если бы герой	1	1
129	сам по себе	2	1
130	все же в	2	1
131	и то и	3	1
132	мы знаем что	2	1
133	перед нами когда	1	1
134	а между тем	1	1
135	того что в	1	1
136	может быть не	2	1
137	в такой же	1	1
138	она не может	2	1
139	и о его	1	1
140	предметом которого является	1	1
141	легко заметить что	1	1
142	один из самых	1	1
143	между собой не	1	1
144	по аналогии с	2	1
145	в один из	2	1
146	точно так же	3	1
147	в двух направлениях	1	1
148	он признает что	1	1
149	и таким образом	1	1
150	что именно эти	1	1
151	в своем роде	2	1
152	которые как мы	1	1
153	ее связи с	1	1
154	к тому же	2	1
155	из них не	1	1
156	на этот вопрос	1	1
157	мы видим что	7	1
158	не имеет ничего	1	1
159	того чтобы вызвать	1	1
160	и того же	1	1
161	дело так будто	2	1
162	то же самое	12	1
163	для нас совершенно	3	1
164	два раза в	1	1
165	и там где	1	1
166	правильнее было бы	1	1
167	несмотря на все	1	1
168	для нас важно	1	1
169	или во всяком	2	1
170	в применении к	1	1
171	месте своей книги	1	1
172	идет не о	1	1
173	жизни в этой	1	1
174	что она может	1	1
175	из этих же	1	1
176	для этого нет	1	1
177	ни о каких	1	1
178	разделена на две	1	1
179	тому что в	1	1
180	к нему и	1	1
181	не по существу	1	1
182	в глаза что	1	1
183	так как он	1	1
184	тем что в	2	1
185	увидим ниже что	1	1
186	в противном случае	1	1
187	и может быть	3	1
188	не имеют ничего	1	1
189	из этих толкований	1	1
190	не более как	1	1
191	довольно часто и	1	1
192	что она как	1	1
193	что не только	1	1
194	не потому что	1	1
195	в целом ряде	1	1
196	этих толкований не	1	1
197	то что в	5	1
198	может быть понято	1	1
199	как один из	1	1
200	обычая может быть	1	1
201	имеют ничего общего	1	1
202	но совершенно очевидно	1	1
203	только в том	5	1
204	что при этом	1	1
205	тем и другим	1	1
206	это делается для	1	1
207	и что следовательно	1	1
208	быть понято как	1	1
209	только там где	1	1
210	уже видели на	1	1
211	в первой половине	1	1
212	с него как	1	1
213	из того что	1	1
214	показывает что в	1	1
215	и та же	3	1
216	смысле этого слова	5	1
217	делается для того	1	1
218	как и все	1	1
219	и все другие	1	1
220	и другое значение	1	1
221	и в своем	1	1
222	нами когда мы	1	1
223	объясняется тем что	1	1
224	он прав когда	1	1
225	этот представляет собой	1	1
226	не имеет с	1	1
227	по его словам	2	1
228	что в один	1	1
229	от жизни и	1	1
230	с ней и	1	1
231	что в нем	3	1
232	переходит к описанию	1	1
233	в русском языке	1	1
234	том что они	2	1
235	очевидно что и	1	1
236	так что в	1	1
237	как будто нет	1	1
238	одна и та	2	1
239	на первый взгляд	1	1
240	говорит что все	1	1
241	этот вопрос можно	1	1
242	она не имеет	2	1
243	что в некоторых	1	1
244	потому что они	2	1
245	это и есть	2	1
246	то время как	3	1
247	и что от	1	1
248	в основе своей	1	1
249	сводится к тому	1	1
250	на две части	1	1
