N	2gram	Potebnia_M	Dialekti
166	субъекта и	4	13
167	собственно говоря	2	13
168	и объекта	4	12
169	именно в	2	12
170	и нет	1	12
171	с этим	11	12
172	вопрос о	5	12
173	не говорит	1	12
174	нет никакого	1	12
175	но как	4	12
176	но тогда	3	12
177	но не	19	12
178	могут быть	17	12
179	и стало	1	12
180	никак не	3	12
181	не могут	10	12
182	перед нами	1	12
183	еще не	9	12
184	и если	6	12
185	и тогда	2	12
186	все равно	1	12
187	все эти	3	12
188	тем более	2	12
189	и ни	1	12
190	и может	5	12
191	а в	11	12
192	что если	7	11
193	в них	7	11
194	как только	1	11
195	в данном	1	11
196	только на	4	11
197	что я	2	11
198	быть в	1	11
199	не о	1	11
200	и тем	5	11
201	должны быть	11	11
202	из них	2	11
203	оно есть	1	11
204	та же	1	11
205	себе не	3	11
206	мы говорим	3	11
207	от того	9	11
208	ничем не	2	11
209	мы имеем	1	11
210	или в	4	11
211	есть в	4	11
212	нисколько не	2	11
213	его не	3	11
214	мы должны	4	11
215	только то	3	11
216	во всем	5	10
217	в душе	28	10
218	с этой	3	10
219	одно из	5	10
220	в результате	1	10
221	в жизни	5	10
222	к тому	5	10
223	во всяком	9	10
224	только как	5	10
225	для того	8	10
226	на себе	3	10
227	мы видим	5	10
228	это будет	5	10
229	в ее	2	10
230	от этого	2	10
231	себе и	2	10
232	а потом	1	10
233	только потому	4	10
234	и для	8	10
235	если же	5	10
236	что для	5	10
237	чтобы не	3	10
238	за пределы	4	10
239	оно не	4	10
240	то и	15	10
241	нет никакой	1	10
242	времени и	3	10
243	наука не	1	10
244	если мы	5	10
245	только о	2	10
246	в его	7	10
247	возможно только	6	10
248	в их	3	10
249	это было	3	10
250	как мы	3	10
251	бытия и	3	10
252	как будто	2	10
253	может и	1	10
254	и уже	6	10
255	история и	2	9
256	или по	2	9
257	при этом	17	9
258	тому что	4	9
259	случае не	1	9
260	не как	4	9
261	быть может	6	9
262	в этих	10	9
263	и на	8	9
264	мир и	1	9
265	в котором	5	9
266	в противоположность	2	9
267	в одном	13	9
268	превращается в	2	9
269	мы можем	10	9
270	не нуждается	2	9
271	же как	1	9
272	бы в	6	9
273	на этом	3	9
274	общего с	3	9
275	и по	8	9
276	была бы	3	9
277	подобно тому	7	9
278	с ними	2	9
279	то время	3	9
280	и более	3	9
281	той же	3	9
282	всех этих	2	9
283	и от	5	9
284	между собою	10	9
285	выйти за	1	9
286	как он	5	9
287	в истории	8	9
288	тому как	8	9
289	от него	8	8
290	или других	1	8
291	даже в	1	8
292	в разных	2	8
293	в отношении	1	8
294	вопрос об	3	8
295	но все	4	8
296	уже о	1	8
297	чего не	3	8
298	уже и	2	8
299	то как	1	8
300	себя в	1	8
301	с одной	7	8
302	ни от	1	8
303	по одному	1	8
304	не будет	2	8
305	этом смысле	4	8
306	в этой	3	8
307	что есть	3	8
308	в одной	2	8
309	один из	2	8
310	не на	3	8
311	как не	4	8
312	ничего общего	3	8
313	когда мы	4	8
314	при помощи	2	8
315	наука и	1	8
316	и бытия	1	8
317	одна и	1	8
318	у нас	3	8
319	на самом	2	8
320	как нечто	1	8
321	и без	4	8
322	того или	1	8
323	бы только	2	8
324	но она	3	8
325	если она	1	8
326	все что	5	7
327	мы и	1	7
328	говоря уже	1	7
329	как она	3	7
330	есть именно	1	7
331	тем что	15	7
332	зависимости от	1	7
333	но он	3	7
334	на другое	1	7
335	и образ	2	7
336	тело и	1	7
337	не всегда	2	7
338	не сама	1	7
339	об отношении	3	7
340	точно так	18	7
341	как на	5	7
342	от себя	2	7
343	что уже	1	7
344	связи с	6	7
345	есть явление	5	7
346	во внимание	4	7
347	но для	1	7
348	в связи	2	7
349	в мире	3	7
350	а только	8	7
351	то ни	3	7
352	с какой	1	7
353	истории и	1	7
354	его как	1	7
355	его с	3	7
356	и при	6	7
357	сами по	8	7
358	от чего	1	7
359	заключается в	3	7
360	отношения к	2	7
361	как в	18	7
362	со стороны	11	7
363	же есть	2	7
364	только одно	1	7
365	в сравнении	5	7
366	для меня	4	7
367	и об	1	7
368	не потому	2	7
369	что здесь	1	7
370	без всякого	1	7
371	с его	3	7
372	он должен	2	7
373	отлично от	2	7
374	на что	3	7
375	будет ли	1	7
376	что этот	1	7
377	думать что	6	7
378	не говоря	1	7
379	и их	6	7
380	без знания	1	7
381	из этих	8	7
382	тем самым	6	7
383	нуждается в	2	7
384	можно и	1	6
385	то не	5	6
386	говорить что	1	6
387	более или	6	6
388	может существовать	1	6
389	в природе	11	6
390	уже в	5	6
391	а что	1	6
392	я вижу	1	6
393	нем есть	2	6
394	одной стороны	6	6
395	в другом	3	6
396	в себя	2	6
397	сущности и	1	6
398	в зависимости	1	6
399	одна из	4	6
400	во всех	12	6
401	для своего	1	6
402	по своей	2	6
403	в которой	5	6
404	быть только	7	6
405	я и	1	6
406	механизм и	1	6
407	именно как	1	6
408	от самого	1	6
409	во что	1	6
410	можно было	1	6
411	того кто	2	6
412	всякого другого	1	6
413	друг другу	4	6
414	тела и	2	6
415	не отличается	1	6
416	с тем	9	6
417	что нет	2	6
418	есть тоже	1	6
419	и они	2	6
420	вместе с	12	6
421	никто не	3	6
422	себя и	3	6
423	о котором	4	6
424	еще и	1	6
425	того чтобы	4	6
426	это все	1	6
427	на основании	3	6
428	мог бы	5	6
429	всяком случае	7	6
430	не будучи	1	6
431	для него	13	6
432	природы и	1	6
433	о нем	1	6
434	они не	5	6
435	внутреннее и	1	6
436	того как	12	6
437	сравнении с	4	6
438	ее в	1	6
439	то мы	4	6
440	с их	1	6
441	знания и	1	6
442	но с	3	6
443	может только	1	6
444	действительно есть	2	6
445	и необходимости	4	6
446	его в	3	6
447	или менее	6	6
448	бы ни	8	6
449	мере в	1	6
450	может иметь	1	6
451	показывает что	3	6
452	это как	1	6
453	не с	2	6
454	в науке	1	6
455	стороны и	3	6
456	при всем	1	6
457	этой точки	2	6
458	в один	2	6
459	отношение к	1	6
460	и прежде	1	6
461	для этого	2	6
462	и совершенно	2	6
463	в той	1	5
464	потом уже	2	5
465	сам собою	1	5
466	а есть	1	5
467	до сих	5	5
468	их не	2	5
469	в своих	4	5
470	если он	1	5
471	например в	4	5
472	я могу	2	5
473	и поэзии	1	5
474	что по	3	5
475	их в	2	5
476	в одно	5	5
477	мы только	1	5
478	но мы	3	5
479	но даже	2	5
480	е о	1	5
481	и той	4	5
482	одной и	4	5
483	двух или	1	5
484	тела в	2	5
485	как я	1	5
486	можем сказать	1	5
487	к этому	3	5
488	уже по	2	5
489	едва ли	1	5
490	все в	2	5
491	все его	2	5
492	что у	2	5
493	то оно	3	5
494	нельзя сказать	2	5
495	души и	9	5
496	после этого	2	5
497	тому же	1	5
498	есть еще	1	5
499	свободы и	3	5
500	и другое	7	5
501	будет значить	1	5
502	что его	2	5
503	в понятии	2	5
504	на другую	1	5
505	большею частью	1	5
506	есть своя	1	5
507	и у	3	5
508	сих пор	5	5
509	имеет ничего	1	5
510	оно и	4	5
511	на нем	1	5
512	но так	1	5
513	значить что	2	5
514	внешнее и	1	5
515	независимо от	15	5
516	сказали что	1	5
517	одного и	6	5
518	были бы	4	5
519	от нее	6	5
520	если в	3	5
521	известно что	3	5
522	из того	3	5
523	же что	2	5
524	или другого	1	5
525	если это	2	5
526	и так	1	5
527	состоит из	1	5
528	том смысле	7	5
529	сравнению с	1	5
530	которая не	1	5
531	сразу и	1	5
532	где есть	1	5
533	в течение	2	5
534	сознание и	1	5
535	по сравнению	1	5
536	явления и	1	5
537	тех пор	2	5
538	только один	3	5
539	для нее	4	5
540	отношении к	1	5
541	и во	6	5
542	форма и	1	5
543	он может	2	5
544	зависит от	6	5
545	а это	1	5
546	что с	3	5
547	без этого	1	5
548	есть уже	4	5
549	же не	2	5
550	виду что	2	5
551	весь мир	1	5
552	из этого	2	5
553	раз и	1	5
554	бы это	1	5
555	в области	1	5
556	когда есть	1	5
557	только к	1	5
558	по которому	2	5
559	когда он	1	5
560	говоря о	3	5
561	или как	2	5
562	и время	1	5
563	к ней	3	5
564	что на	9	5
565	в возможности	1	4
566	есть наука	4	4
567	еще более	2	4
568	ровно никакой	1	4
569	не зависит	1	4
570	что человек	6	4
571	нас в	2	4
572	из ее	1	4
573	как они	1	4
574	и самые	1	4
575	из нее	2	4
576	равно как	1	4
577	из всего	2	4
578	много раз	1	4
579	его на	3	4
580	в собственном	4	4
581	только для	7	4
582	свою собственную	1	4
583	всегда будет	1	4
584	говорим что	1	4
585	поэтому если	1	4
586	в этот	1	4
587	и должно	2	4
588	вообще но	1	4
589	видно что	2	4
590	с другим	3	4
591	к ним	3	4
592	есть по	1	4
593	воли и	1	4
594	что даже	2	4
595	что дух	2	4
596	и искусство	1	4
597	и тела	1	4
598	представить себе	3	4
599	бы то	2	4
600	не зная	3	4
601	его самого	2	4
602	время и	2	4
603	в состоянии	5	4
604	мы знаем	2	4
605	время не	1	4
606	можно понимать	1	4
607	с тех	1	4
608	же такое	1	4
609	у него	3	4
610	но совершенно	2	4
611	будто бы	1	4
612	и отношение	1	4
613	на себя	1	4
614	человек и	1	4
615	есть та	1	4
616	и вместе	5	4
617	в каждом	6	4
618	если оно	1	4
619	если не	5	4
620	или же	7	4
621	хотя в	3	4
622	делится на	1	4
623	что бы	2	4
624	не по	4	4
625	т п	6	4
626	главным образом	4	4
627	мы будем	3	4
628	по направлению	2	4
629	быть без	1	4
630	а как	3	4
631	себе как	1	4
632	меня и	1	4
633	а потому	14	4
634	взгляд на	2	4
635	и здесь	1	4
636	как с	1	4
637	был бы	1	4
638	есть для	2	4
639	это уже	1	4
640	отвлеченное понятие	1	4
641	это или	1	4
642	со всеми	1	4
643	поэтому и	1	4
644	в нас	10	4
645	он будет	1	4
646	можно назвать	1	4
647	выйти из	2	4
648	связанные с	3	4
649	явлений и	3	4
650	в словах	6	4
651	без которых	1	4
652	который не	1	4
653	том как	6	4
654	слово есть	1	4
655	дальше и	1	4
656	сущности своей	1	4
657	чувство удовольствия	3	4
658	не знаю	1	4
659	быть не	7	4
660	чтобы она	1	4
661	для всякого	3	4
662	как например	4	4
663	заметить что	7	4
664	не видно	5	4
665	с нею	6	4
666	чтобы все	1	4
667	друг друга	6	4
668	движение на	1	4
669	тоже не	1	4
670	смысле что	2	4
671	мир в	1	4
672	и также	1	4
673	этом отношении	1	4
674	то он	2	4
675	что ни	2	4
676	и слова	2	4
677	в общем	1	4
678	помнить что	6	4
679	на все	5	4
680	или что	3	4
681	бы мы	1	4
682	но уже	2	4
683	что законы	1	4
684	на них	1	4
685	как формы	1	4
686	что эти	1	4
687	но его	1	4
688	и эти	1	4
689	как ни	1	4
690	эти последние	3	4
691	другу как	1	4
692	что нужно	1	4
693	себе что	1	4
694	что касается	2	4
695	человека и	2	4
696	и всякая	1	4
697	в каких	1	4
698	но эта	1	4
699	же можно	1	4
700	же в	7	4
701	такой же	4	4
702	из себя	6	4
703	не можем	5	4
704	себе а	1	4
705	душе и	3	3
706	мы воспринимаем	1	3
707	для всех	6	3
708	очевидно что	5	3
709	ней не	1	3
710	к этой	3	3
711	познания и	2	3
712	мысли и	9	3
713	в некоторых	4	3
714	по мере	10	3
715	нас к	1	3
716	в первом	5	3
717	от одного	2	3
718	на мир	1	3
719	если и	3	3
720	из чего	1	3
721	к самому	1	3
722	ни было	4	3
723	совершенно ясным	1	3
724	этой стороны	1	3
725	тогда не	1	3
726	чем заключается	1	3
727	одно время	3	3
728	понятно что	1	3
729	а скорее	2	3
730	на природу	3	3
731	не могли	2	3
732	он находит	1	3
733	света и	3	3
734	что всякое	1	3
735	д в	1	3
736	но то	1	3
737	могут не	3	3
738	сознания в	2	3
739	если так	1	3
740	не имеем	3	3
741	и внешнее	1	3
742	говорит что	1	3
743	самого начала	5	3
744	от своего	2	3
745	в чистом	1	3
746	всего этого	1	3
747	на ней	4	3
748	сила и	1	3
749	есть действительно	1	3
750	этих последних	5	3
751	но разве	1	3
752	на него	6	3
753	без того	1	3
754	во всей	1	3
755	это что	2	3
756	не логика	1	3
757	иначе и	1	3
758	времени а	1	3
759	явлений с	1	3
760	нужно для	1	3
761	к ее	2	3
762	себе самом	1	3
763	или наоборот	1	3
764	до степени	1	3
765	к природе	1	3
766	указать на	1	3
767	об одном	1	3
768	знали что	1	3
769	от всякой	1	3
770	более внутреннее	1	3
771	с другими	3	3
772	и никакой	1	3
773	не от	4	3
774	стремится к	1	3
775	то она	3	3
776	совершенно ясно	1	3
777	и человек	3	3
778	что вы	1	3
779	не значат	1	3
780	собственное слово	1	3
781	ничего и	1	3
782	судить о	3	3
783	на земле	1	3
784	и которые	3	3
785	следовательно и	2	3
786	уже давно	1	3
787	зрения и	7	3
788	о которых	5	3
789	что как	4	3
790	понятий и	1	3
791	здесь как	1	3
792	только от	2	3
793	поэтическое произведение	1	3
794	быть так	1	3
795	сами не	2	3
796	и необходимость	2	3
797	не дает	2	3
798	совсем не	1	3
799	между тем	7	3
800	не так	6	3
801	не более	4	3
802	не мог	3	3
803	что смысл	1	3
804	та которая	1	3
805	значат то	1	3
806	этот предмет	1	3
807	но есть	1	3
808	с чем	1	3
809	сказать о	1	3
810	для чего	1	3
811	и чем	1	3
812	понятия и	3	3
813	должны сказать	1	3
814	против этого	1	3
815	образом и	2	3
816	когда уже	3	3
817	и этот	1	3
818	как нельзя	1	3
819	для себя	4	3
820	стороны в	1	3
821	времени когда	1	3
822	мы в	2	3
823	утверждает что	3	3
824	чем больше	1	3
825	и делает	1	3
826	от другого	3	3
827	нельзя ни	1	3
828	от их	4	3
829	чувства и	16	3
830	мы понимаем	1	3
831	то на	4	3
832	однако что	1	3
833	в слове	21	3
834	я хочу	1	3
835	в которых	2	3
836	говорить и	1	3
837	чтобы убедиться	2	3
838	к другому	2	3
839	красный цвет	2	3
840	все они	3	3
841	бы не	11	3
842	всем этом	2	3
843	тех же	1	3
844	скажет что	2	3
845	как одно	1	3
846	еще на	1	3
847	уже с	2	3
848	чем именно	1	3
849	хотя это	1	3
850	остается только	6	3
851	с которой	1	3
852	вслед за	2	3
853	ее с	2	3
854	мы хотим	1	3
855	знаем что	1	3
856	нее это	1	3
857	но без	2	3
858	тем же	4	3
859	не знаем	2	3
860	в сознании	8	3
861	и понимания	10	3
862	здесь не	2	3
863	кроме этого	2	3
864	только с	1	3
865	дает в	1	3
866	движения и	3	3
867	тот же	5	3
868	нею в	1	3
869	человека но	1	3
870	но на	3	3
871	ее на	1	3
872	нас не	1	3
873	природы в	2	3
874	только его	1	3
875	то тем	2	3
876	такое же	3	3
877	для нас	29	3
878	указание на	2	3
879	вовсе нет	1	3
880	место в	3	3
881	как именно	3	3
882	именно так	2	3
883	без всяких	1	3
884	этого не	2	3
885	когда оно	1	3
886	представлять себе	1	3
887	а то	1	3
888	знаем но	1	3
889	указывает на	2	3
890	же будет	1	3
891	в какой	2	3
892	не дают	2	3
893	при таком	5	3
894	так в	4	3
895	по его	7	3
896	когда же	2	3
897	и оно	1	3
898	лежит в	1	3
899	должен быть	2	3
900	при его	1	3
901	ко всему	1	3
902	с самого	5	3
903	отличие от	1	3
904	а просто	1	3
905	на свои	2	3
906	что сущность	1	3
907	этого последнего	2	3
908	а из	1	3
909	но всегда	3	3
910	которая хотя	1	3
911	во время	5	3
912	просто не	1	3
913	в свою	8	3
914	свою историю	1	3
915	далеко не	4	3
916	и всегда	3	3
917	не понятно	2	3
918	д не	1	3
919	лишь в	2	3
920	что можно	3	3
921	нас самих	1	3
922	это дает	1	3
923	в голову	1	3
924	же может	1	3
925	или точнее	1	3
926	а без	1	3
927	всегда то	1	3
928	не к	1	3
929	они имеют	1	2
930	сколько и	4	2
931	к другу	1	2
932	ощущение боли	2	2
933	человеческой жизни	1	2
934	чтобы дать	1	2
935	здесь именно	1	2
936	которые не	5	2
937	понятие как	1	2
938	бы даже	2	2
939	и имеет	1	2
940	но во-вторых	1	2
941	следует что	1	2
942	но тем	6	2
943	не вызывает	1	2
944	по общему	2	2
945	что то	1	2
946	те же	4	2
947	на нас	1	2
948	остановиться на	1	2
949	его от	2	2
950	исторического развития	1	2
951	же эти	1	2
952	по-видимому и	1	2
953	природы или	1	2
954	основывается на	1	2
955	что получает	1	2
956	ко всем	4	2
957	в духе	1	2
958	он имеет	1	2
959	это должно	1	2
960	именно он	1	2
961	не предполагает	1	2
962	собственном смысле	2	2
963	и сам	1	2
964	не вся	1	2
965	существуют и	1	2
966	и опять	1	2
967	на свою	1	2
968	мысль о	8	2
969	в некотором	2	2
970	которое и	1	2
971	тела а	1	2
972	друг к	1	2
973	имеет место	4	2
974	что логически	1	2
975	всегда в	1	2
976	такая связь	1	2
977	роль в	1	2
978	внимание что	2	2
979	как более	1	2
980	что природа	2	2
981	когда в	3	2
982	и слово	2	2
983	более как	3	2
984	быть выражена	1	2
985	перестает быть	3	2
986	во все	2	2
987	ее к	1	2
988	которые мы	7	2
989	было в	1	2
990	себе все	1	2
991	мы увидим	3	2
992	с моей	1	2
993	не должен	1	2
994	другое значение	1	2
995	это его	1	2
996	с тою	1	2
997	во многих	5	2
998	в условиях	1	2
999	она еще	2	2
1000	пока не	1	2
1001	всякой науки	1	2
1002	в различных	1	2
1003	бы видеть	1	2
1004	а между	5	2
1005	и одно	1	2
1006	не вполне	1	2
1007	как оно	2	2
1008	себе в	2	2
1009	свою очередь	8	2
1010	любви к	1	2
1011	убедиться в	1	2
1012	по характеру	1	2
1013	и формы	1	2
1014	обратим внимание	1	2
1015	духа и	8	2
1016	явление не	3	2
1017	в нашем	2	2
1018	к которому	5	2
1019	находится в	2	2
1020	с этими	1	2
1021	вижу в	1	2
1022	и всякого	1	2
1023	именно с	1	2
1024	на предмет	2	2
1025	от них	2	2
1026	она может	3	2
1027	уже перестает	1	2
1028	и чувства	3	2
1029	на котором	1	2
1030	понятие о	2	2
1031	ни стало	1	2
1032	на словах	1	2
1033	из другого	1	2
1034	дает возможность	1	2
1035	с первого	1	2
1036	духа с	1	2
1037	своего развития	1	2
1038	не иметь	1	2
1039	себя самой	1	2
1040	несколько слов	1	2
1041	представим себе	1	2
1042	ее и	1	2
1043	оно совершенно	1	2
1044	нами не	2	2
1045	он от	1	2
1046	на том	2	2
1047	есть одно	1	2
1048	но еще	1	2
1049	есть форма	1	2
1050	происходит это	1	2
1051	потому не	1	2
1052	есть его	1	2
1053	проявляется в	2	2
1054	смысле есть	2	2
1055	а тогда	2	2
1056	значит не	1	2
1057	его только	2	2
1058	свет и	5	2
1059	бы что	2	2
1060	все прочие	1	2
1061	как можно	1	2
1062	сознания ни	1	2
1063	которые именно	1	2
1064	самый предмет	2	2
1065	чем в	2	2
1066	существует только	2	2
1067	и других	6	2
1068	в мысли	13	2
1069	мы на	1	2
1070	в полной	1	2
1071	на этот	2	2
1072	столько же	4	2
1073	в разные	2	2
1074	от тех	1	2
1075	ее от	1	2
1076	прежде чем	4	2
1077	и говорит	1	2
1078	это нисколько	1	2
1079	в образ	2	2
1080	которое в	1	2
1081	как его	1	2
1082	человек по	1	2
1083	сходство с	2	2
1084	тела не	2	2
1085	неизменным в	1	2
1086	между ними	2	2
1087	есть понятие	2	2
1088	человек в	1	2
1089	прибавить что	2	2
1090	место и	1	2
1091	основано на	1	2
1092	объективно и	1	2
1093	существуют только	1	2
1094	должно было	1	2
1095	его жизни	1	2
1096	людьми и	2	2
1097	в сторону	1	2
1098	в других	6	2
1099	вопроса о	2	2
1100	не внося	1	2
1101	на которую	3	2
1102	ли о	1	2
1103	с образом	1	2
1104	не имея	2	2
1105	человек как	1	2
1106	и быть	1	2
1107	самым не	1	2
1108	понимание есть	2	2
1109	что отношения	2	2
1110	и пространства	1	2
1111	так одна	1	2
1112	отличен от	1	2
1113	очевидно не	1	2
1114	но при	3	2
1115	жизни мы	1	2
1116	ничего нового	1	2
1117	не были	2	2
1118	в тех	1	2
1119	не могла	2	2
1120	а во-вторых	1	2
1121	им самим	1	2
1122	который мы	2	2
1123	зрения так	1	2
1124	этот вопрос	2	2
1125	может уже	1	2
1126	бы было	3	2
1127	как эта	1	2
1128	на который	1	2
1129	однако в	4	2
1130	и др	1	2
1131	деле же	1	2
1132	образом в	5	2
1133	себе ни	1	2
1134	которые были	1	2
1135	его внутренней	1	2
1136	многое не	1	2
1137	же необходимо	1	2
1138	и сами	3	2
1139	в оценке	1	2
1140	к сожалению	1	2
1141	на деле	6	2
1142	во втором	6	2
1143	существования и	1	2
1144	без тела	1	2
1145	что бог	1	2
1146	этот закон	1	2
1147	чувство и	8	2
1148	будет иметь	1	2
1149	то есть	69	2
1150	также что	2	2
1151	жизни а	1	2
1152	что называется	1	2
1153	убедиться что	1	2
1154	и прочих	1	2
1155	с такой	1	2
1156	отличное от	1	2
1157	самостоятельности и	2	2
1158	не идет	1	2
1159	другого рода	2	2
1160	не всякий	1	2
1161	на небе	1	2
1162	природе и	1	2
1163	связанное с	3	2
1164	и души	1	2
1165	же невозможно	1	2
1166	он на	1	2
1167	в другой	4	2
1168	от этой	1	2
1169	есть организм	1	2
1170	в человеке	14	2
1171	предмета с	1	2
1172	то с	1	2
1173	существует и	1	2
1174	но об	1	2
1175	понятие которое	2	2
1176	как идея	1	2
1177	находятся в	3	2
1178	о законах	1	2
1179	все то	2	2
1180	отличаются от	1	2
1181	которое как	1	2
1182	сходство в	1	2
1183	и ночь	1	2
1184	их и	2	2
1185	его собственная	1	2
1186	показать что	1	2
1187	содержание и	1	2
1188	только такой	1	2
1189	в малом	1	2
1190	разных степеней	1	2
1191	ничего такого	1	2
1192	в процессе	1	2
1193	другой как	1	2
1194	или другими	1	2
1195	что это?	1	2
1196	из тех	1	2
1197	всегда оценка	1	2
1198	менее в	2	2
1199	живых существ	2	2
1200	которые могут	5	2
1201	и просто	1	2
1202	не знали	2	2
1203	на их	2	2
1204	всей своей	1	2
1205	своей жизни	1	2
1206	есть следовательно	1	2
1207	он мог	1	2
1208	самое это	1	2
1209	не сами	1	2
1210	но оно	3	2
1211	три основные	1	2
1212	и многое	1	2
1213	понятие символа	1	2
1214	не объясняет	1	2
1215	не имеют	7	2
1216	и части	1	2
1217	предмет в	1	2
1218	совпадает с	1	2
1219	наконец в	1	2
1220	относится к	5	2
1221	таком виде	2	2
1222	не должно	2	2
1223	могла бы	5	2
1224	и поэтому	2	2
1225	которое не	1	2
1226	внимание на	3	2
1227	в понятие	1	2
1228	самый этот	1	2
1229	слова и	7	2
1230	ее смысл	1	2
1231	что понятие	3	2
1232	развития и	3	2
1233	и теперь	1	2
1234	не понимает	2	2
1235	и вся	1	2
1236	воплощается в	1	2
1237	вместе и	14	2
1238	теми которые	1	2
1239	и до	1	2
1240	идеи в	1	2
1241	более и	2	2
1242	существует ли	1	2
1243	взгляда на	2	2
1244	у человека	2	2
1245	друг от	3	2
1246	друга и	2	2
1247	в природу	1	2
1248	только это	1	2
1249	в теле	2	2
1250	имеем в	1	2
1251	законам природы	1	2
1252	как чувство	3	2
1253	ее не	1	2
1254	в образе	1	2
1255	же путем	3	2
1256	только при	3	2
1257	субъектом и	1	2
1258	от души	1	2
1259	и проч	11	2
1260	совсем другое	1	2
1261	этих примерах	1	2
1262	из него	3	2
1263	не вижу	1	2
1264	бы его	1	2
1265	они были	1	2
1266	где нет	1	2
1267	жизни но	2	2
1268	другими более	1	2
1269	как к	1	2
1270	дает нам	2	2
1271	что ему	2	2
1272	но когда	1	2
1273	мы могли	1	2
1274	равно и	2	2
1275	теле в	1	2
1276	день и	1	2
1277	не во	3	2
1278	общего и	1	2
1279	на такой	2	2
1280	не для	2	2
1281	из указанных	1	2
1282	бы на	1	2
1283	силы не	2	2
1284	легко заметить	1	2
1285	его и	1	2
1286	что только	1	2
1287	одну общую	1	2
1288	мы совершенно	1	2
1289	в полном	2	2
1290	имеет значения	1	2
1291	на одной	1	2
1292	только сказать	1	2
1293	слово в	2	2
1294	что например	5	2
1295	только очень	1	2
1296	природы есть	2	2
1297	на каком	1	2
1298	божественного творчества	1	2
1299	от друга	3	2
1300	усилий человека	2	2
1301	все ее	2	2
1302	же кроме	1	2
1303	существует как	1	2
1304	что ничего	1	2
1305	что будет	1	2
1306	об этих	1	2
1307	на нее	2	2
1308	дело в	3	2
1309	они могли	2	2
1310	с теми	2	2
1311	это возможно	1	2
1312	ни одна	2	2
1313	бы быть	7	2
1314	такой вопрос	2	2
1315	на одном	1	2
1316	в такой	2	2
1317	чем мы	1	2
1318	не выходя	1	2
1319	души как	1	2
1320	на его	1	2
1321	в каждой	1	2
1322	известное состояние	1	2
