N	3gram	Tiupa_Hudo	Myslijsy
98	можно было бы	5	3
99	на первый взгляд	1	3
100	этой точки зрения	1	3
101	тогда как в	1	3
102	что же касается	2	3
103	но с другой	1	3
104	то и в	1	2
105	по его словам	1	2
106	о том как	4	2
107	отношения между ними	1	2
108	уже в том	1	2
109	но вслед за	1	2
110	в первый раз	1	2
111	бы не было	1	2
112	могло бы быть	1	2
113	и все что	1	2
114	то что она	1	2
115	но при этом	3	2
116	с нею в	1	2
117	а тем более	1	2
118	только один из	1	2
119	и в других	1	2
120	и по отношению	1	2
121	и быть может	3	2
122	нельзя сказать что	1	2
123	в данное время	1	2
124	и там где	1	2
125	состоит в том	3	2
126	но все же	2	2
127	человеке и в	1	2
128	же самое что	2	2
129	мы имеем дело	1	2
130	и потому не	1	2
131	на вопрос что	1	2
132	в этих словах	2	2
133	но и для	2	2
134	не только для	2	2
135	и потому что	1	2
136	как на нечто	1	2
137	случае если бы	1	2
138	не только от	1	2
139	не нуждается в	1	2
140	а не как	1	2
141	в свое время	1	2
142	не потому что	1	2
143	к тому чтобы	1	2
144	что все они	1	2
145	того и другого	1	2
146	место в ряду	1	2
147	при этом не	1	2
148	нечто такое что	1	2
149	т с не	1	2
150	и та же	1	2
151	что человек есть	1	2
152	но и о	1	2
153	так же как	2	2
154	и другому в	1	2
155	при этом мы	1	2
156	что все эти	1	2
157	одна и та	1	2
158	так а не	1	2
159	том случае если	2	2
160	легко может быть	1	2
161	том смысле как	1	2
162	со стороны других	1	2
163	упускать из виду	1	2
164	ошибочно было бы	1	1
165	только для того	1	1
166	может быть подвергнуто	1	1
167	но то что	1	1
168	как она есть	1	1
169	как было сказано	1	1
170	в самом деле	5	1
171	имеет ничего общего	1	1
172	есть нечто большее	1	1
173	никаких следов прежнего	1	1
174	хотя быть может	1	1
175	же время не	1	1
176	навести на мысль	1	1
177	ни одна не	1	1
178	как одно из	1	1
179	том как он	1	1
180	не только потому	1	1
181	если бы эти	1	1
182	на наш взгляд	6	1
183	он вовсе не	1	1
184	он уже не	1	1
185	на том что	2	1
186	других в этом	1	1
187	не было ни	2	1
188	при этом что	1	1
189	здесь именно в	1	1
190	легко представить себе	1	1
191	лица множественного числа	1	1
192	она могла бы	1	1
193	нельзя не согласиться	1	1
194	для себя и	1	1
195	только о том	1	1
196	в том числе	1	1
197	то а не	1	1
198	нами не как	1	1
199	только на себе	1	1
200	что же мы	1	1
201	отношению к другим	1	1
202	мысли и чувства	1	1
203	у него в	1	1
204	во что бы	1	1
205	то что человек	1	1
206	для нас хотя	1	1
207	приходит в голову	1	1
208	только тем что	2	1
209	во многих отношениях	1	1
210	начала есть нечто	1	1
211	формы и содержания	1	1
212	мы знаем что	1	1
213	что для него	1	1
214	в таком же	1	1
215	том и состоит	1	1
216	давно уже известно	1	1
217	она не может	1	1
218	легко заметить что	1	1
219	том числе и	1	1
220	между этими двумя	1	1
221	в ней все	1	1
222	в чем не	1	1
223	если вспомнить что	1	1
224	которому она могла	1	1
225	в отличие от	1	1
226	не было ничего	1	1
227	не только на	1	1
228	не имеет ничего	1	1
229	но и от	1	1
230	которая может быть	1	1
231	том что она	1	1
232	самим по себе	1	1
233	оттенить и выдвинуть	1	1
234	на деле не	1	1
235	прежде всего его	1	1
236	все же не	2	1
237	зрения на мир	1	1
238	пришло в голову	1	1
239	что у него	2	1
240	было бы ошибочно	1	1
241	что на деле	1	1
242	когда в душе	1	1
243	и о том	2	1
244	о том чтобы	1	1
245	никоим образом не	1	1
246	при всей своей	1	1
247	то ни стало	1	1
248	того что у	1	1
249	того что он	1	1
250	как в произведении	1	1
251	никогда не была	1	1
252	в ответ на	1	1
253	ответить на вопрос	1	1
254	тому и другому	1	1
255	друг друга и	1	1
256	не умеет выразить	1	1
257	за то что	1	1
258	как нам представляется	2	1
259	это не более	1	1
260	не в его	1	1
261	как это часто	1	1
262	не имеют для	1	1
263	прежде всего на	1	1
264	друг с другом	1	1
265	в голову что	1	1
266	двух или нескольких	1	1
267	с той же	1	1
268	из них это	1	1
269	никак не могло	1	1
270	мы тем не	1	1
271	внешним и внутренним	2	1
272	видя в нем	1	1
273	слова в первой	1	1
274	в это время	2	1
275	на наших глазах	1	1
276	которого не могло	1	1
277	именно потому что	1	1
278	друг другу то	1	1
279	же ошибочно как	1	1
280	и от другой	1	1
281	ни в ком	1	1
282	в настоящее время	1	1
283	к своей исходной	1	1
284	чтобы ответить на	1	1
285	он не нуждается	1	1
286	своей исходной точке	1	1
287	произведения не в	1	1
288	что бы то	1	1
289	не стало бы	1	1
290	и быть не	1	1
291	них уже не	1	1
292	это могло бы	1	1
293	сменяя друг друга	1	1
294	для него теперь	1	1
295	его от себя	1	1
296	сих пор еще	1	1
297	имеют для них	1	1
298	относится и к	1	1
299	речь идет о	2	1
300	самом деле в	2	1
301	между внешним и	2	1
302	было бы так	1	1
303	же как и	2	1
304	как и сама	1	1
305	он не знает	1	1
306	но и самого	1	1
307	быть может даже	1	1
308	нет дела до	1	1
309	и все же	1	1
310	во второй половине	2	1
311	самые простые и	1	1
312	а для того	1	1
313	как все это	1	1
314	я никогда не	1	1
315	в человеческой жизни	1	1
316	жизни как бы	1	1
317	в своем воображении	1	1
318	нет и не	1	1
319	для других в	1	1
320	того факта что	1	1
321	имеем дело с	1	1
322	одно на другое	1	1
323	еще и потому	1	1
324	что несмотря на	1	1
325	сводится к тому	1	1
