N	3gram	Losev_Prob	Vladivir
233	как мы сказали	2	2
234	было у него	1	2
235	то что мы	3	2
236	но на этот	1	2
237	мы не будем	3	2
238	иной раз и	1	2
239	это и есть	3	2
240	до конца и	1	2
241	если бы мы	1	2
242	может быть и	3	2
243	нечего и говорить	2	2
244	начала до конца	1	1
245	общего ни с	1	1
246	все же однако	1	1
247	благодаря тому что	1	1
248	если мы будем	1	1
249	то и в	1	1
250	же о нем	2	1
251	только при наличии	1	1
252	бы и не	1	1
253	и как бы	2	1
254	не менее по	1	1
255	ясно что в	2	1
256	имеет значение не	1	1
257	как будто бы	7	1
258	все дело заключается	1	1
259	мы укажем только	1	1
260	и каждый раз	1	1
261	не только то	1	1
262	есть некоторого рода	2	1
263	мы должны выставить	1	1
264	в себе в	2	1
265	он никак не	1	1
266	каком случае не	4	1
267	каким угодно другим	1	1
268	нам хотелось бы	1	1
269	укажем только на	1	1
270	в той же	1	1
271	отнюдь не является	3	1
272	выдвинуть на первый	1	1
273	как и вообще	2	1
274	то это будет	1	1
275	почти никогда не	1	1
276	чем же тут	1	1
277	мы читаем о	1	1
278	но так чтобы	1	1
279	к выводу что	1	1
280	иначе и не	1	1
281	нет ничего кроме	1	1
282	ни о какой	1	1
283	ничего подобного не	1	1
284	себе полный отчет	1	1
285	того чтобы не	1	1
286	как мы говорили	2	1
287	содержат в себе	1	1
288	без которых вся	1	1
289	одна с другой	2	1
290	не понимает того	1	1
291	это тоже было	1	1
292	совсем другое дело	2	1
293	что все такого	1	1
294	в некотором отношении	2	1
295	только с виду	1	1
296	то что является	2	1
297	и тут же	2	1
298	еще и другие	1	1
299	отражает на себе	1	1
300	взятый сам по	4	1
301	не был бы	1	1
302	говоря уже об	1	1
303	бы указать на	1	1
304	же оказывается что	1	1
305	чем не заинтересованного	1	1
306	то есть делает	1	1
307	не выходит за	2	1
308	а тем не	1	1
309	же деле это	1	1
310	мало чем отличается	1	1
311	дело не в	4	1
312	всякий скажет что	1	1
313	мы тут же	1	1
314	сказать и о	2	1
315	чем он сам	1	1
316	а может быть	2	1
317	потому что для	1	1
318	но оно не	1	1
319	указывает на то	1	1
320	как и другие	1	1
321	настоящем пункте нашего	1	1
322	а именно что	1	1
323	крайней мере в	1	1
324	эту точку зрения	1	1
325	быть каким угодно	1	1
326	не значит что	2	1
327	то что есть	1	1
328	большое распространение в	1	1
329	и многих других	2	1
330	не говоря о	1	1
331	то есть не	5	1
332	вовсе не являются	3	1
333	бы для него	1	1
334	потому что она	1	1
335	но если оно	1	1
336	если мы говорим	1	1
337	оно вовсе не	1	1
338	тогда когда мы	1	1
339	только при условии	2	1
340	но никак не	4	1
341	собственно говоря никогда	3	1
342	если бы и	1	1
343	уже по одному	2	1
344	существу же между	1	1
345	а не просто	5	1
346	и потому его	1	1
347	субстанция не есть	2	1
348	при помощи которого	1	1
349	конечно не в	1	1
350	уже потому что	1	1
351	строгом смысле слова	1	1
352	о самой обыкновенной	1	1
353	говоря никогда не	2	1
354	в них все	1	1
355	с тем чтобы	1	1
356	т д в	1	1
357	в каком случае	5	1
358	и не столь	1	1
359	не потому что	1	1
360	раз даже и	1	1
361	даже и вообще	1	1
362	чего бы то	2	1
363	нечто такое что	2	1
364	свое время в	1	1
365	то более то	1	1
366	этот раз уже	1	1
367	потому что он	6	1
368	никуда не годится	1	1
369	то как нам	1	1
370	даже и при	1	1
371	той или иной	16	1
372	о чем не	1	1
373	уже видели что	1	1
374	тоже вовсе не	1	1
375	в настоящем пункте	1	1
376	не будем здесь	1	1
377	где же тут	1	1
378	отдать себе отчет	1	1
379	дело заключается в	1	1
380	здесь уже не	1	1
381	во всем то	1	1
382	и тем самым	3	1
383	в чем не	2	1
384	из которых состоит	2	1
385	сказать что если	2	1
386	отрыве от всего	1	1
387	его в виде	1	1
388	и в нашем	1	1
389	важным и не	1	1
390	и никогда не	1	1
391	по себе не	1	1
392	же самое время	10	1
393	вместо этого мы	1	1
394	чем иным как	2	1
395	в существе своем	1	1
396	что в науке	1	1
397	не менее он	1	1
398	если не считать	1	1
399	здесь как и	1	1
400	из всего этого	1	1
401	все во всем	1	1
402	здесь не стоит	1	1
403	он сам а	1	1
404	как бы мы	1	1
405	и всякого рода	1	1
406	сказать что он	1	1
407	в целом и	1	1
408	время и в	1	1
409	не может существовать	1	1
410	то же самое	17	1
411	значении этого слова	1	1
412	сама по себе	11	1
413	не имеют никакого	2	1
414	заключается не в	1	1
415	только данного в	1	1
416	но все же	1	1
417	вообще говоря весьма	1	1
418	и в поисках	1	1
419	той или другой	6	1
420	возможна только при	1	1
421	в известном смысле	1	1
422	в буквальном смысле	2	1
423	перед нами не	1	1
424	путем насилия и	1	1
425	о том как	4	1
426	а это значит	3	1
427	имеющих никакого отношения	1	1
428	у а к	1	1
429	никак не может	3	1
430	не просто в	1	1
431	и самым настоящим	1	1
432	поскольку она не	1	1
433	только тогда когда	1	1
434	от которой он	1	1
435	и это тоже	1	1
436	и если они	1	1
437	тоже никуда не	1	1
438	тоже было бы	1	1
439	мы имеем дело	2	1
440	значит что каждая	1	1
441	не говорим о	1	1
442	это то что	2	1
443	такие термины как	2	1
444	вовсе не так	3	1
445	не просто о	1	1
446	которая не была	1	1
447	можно сказать о	1	1
448	собственном смысле слова	1	1
449	нечто иное чем	3	1
450	тому что в	1	1
451	почти можно сказать	1	1
452	в гораздо более	1	1
453	что вовсе не	1	1
454	том как эта	1	1
455	то в каждой	1	1
456	только в результате	3	1
457	но он не	1	1
458	в ней нет	1	1
459	и не всегда	1	1
460	может быть в	1	1
461	о ней не	1	1
462	еще не был	1	1
463	как на нечто	1	1
464	же в конце	2	1
465	равно как и	2	1
466	в заключение мы	1	1
467	для нас значение	2	1
468	из которых мы	1	1
469	не имеющих никакого	1	1
470	в значительной мере	2	1
471	то есть на	1	1
472	и говорить о	2	1
473	насколько можно судить	1	1
474	по существу своему	1	1
475	никакой разницы между	1	1
476	и во всяком	3	1
477	еще не есть	4	1
478	только в очень	2	1
479	и особенно в	1	1
480	они мало чем	1	1
481	в каждой из	1	1
482	в какой мере	1	1
483	и только в	3	1
484	что мы должны	1	1
485	но и в	2	1
486	то что тот	1	1
487	ничего о ней	1	1
488	хотя как мы	1	1
489	что каждая категория	1	1
490	то он уже	1	1
491	в том смысле	4	1
492	говорит не просто	1	1
493	все такого рода	4	1
494	с этой точки	1	1
495	совсем никак не	1	1
496	но это будет	1	1
497	человеческого познания и	1	1
498	уже не будет	1	1
499	ни в какой	1	1
500	но когда мы	2	1
501	и действительно в	1	1
502	и вовсе не	6	1
503	говорим о том	1	1
504	как иначе он	1	1
505	в каком смысле	1	1
506	не есть только	1	1
507	совершенно не имеет	1	1
508	только что сказали	1	1
509	что не только	2	1
510	то мы можем	1	1
511	каком смысле не	1	1
512	какой бы то	1	1
513	том что вся	2	1
514	и в тех	1	1
515	даже вовсе не	2	1
516	и не было	2	1
517	в таких случаях	2	1
518	быть и не	1	1
519	и если мы	3	1
520	требует от нас	1	1
521	в основе своей	1	1
522	и не очень	2	1
523	что для меня	1	1
524	и той же	1	1
525	одному тому что	1	1
526	как впрочем и	1	1
527	на котором он	1	1
528	бы она ни	2	1
529	говорить о том	2	1
530	только и можно	2	1
531	он будет прав	1	1
532	здесь мы имеем	1	1
533	об этом мы	2	1
534	ничего общего ни	1	1
535	в этой работе	1	1
536	на этот вопрос	1	1
537	то и другое	1	1
538	конце концов и	1	1
539	но все это	1	1
540	все же не	1	1
541	и можно было	1	1
542	себе представить как	1	1
543	живое существо только	1	1
544	виде так что	1	1
545	только в конце	1	1
546	не было бы	3	1
547	чем отличается от	1	1
548	вовсе еще не	2	1
549	с начала до	1	1
550	не чем иным	2	1
551	учение о всеобщей	1	1
552	все эти точки	1	1
553	совершенно не прав	1	1
554	себе отчет во	1	1
555	нашли для себя	1	1
556	мало чем отличаются	1	1
557	в целом а	1	1
558	смысле этого слова	1	1
559	что мы можем	2	1
560	далеко не все	1	1
561	вполне самостоятельно и	1	1
562	в лунную ночь	1	1
563	не была бы	1	1
564	и вообще без	1	1
565	в отрыве от	1	1
566	мы только что	2	1
567	от всего прочего	1	1
568	по себе конечно	1	1
569	с которыми мы	1	1
570	в свете этой	1	1
571	одной и той	1	1
572	в целом но	1	1
573	но можно ли	1	1
574	она вовсе не	1	1
575	так как ничего	1	1
576	петра i и	1	1
577	по себе как	2	1
578	несомненно и то	1	1
579	только потому что	3	1
580	в каких других	1	1
581	данном случае мы	1	1
582	уже не просто	1	1
583	но отнюдь не	2	1
584	так как иначе	6	1
585	но это конечно	1	1
586	или вовсе не	1	1
587	именно так как	1	1
588	в этих стихах	1	1
589	и то и	1	1
590	не есть ни	4	1
591	с этим не	1	1
592	и все его	1	1
593	есть таким образом	1	1
594	а еще и	2	1
595	же как и	4	1
596	в собственном смысле	1	1
597	выходит за пределы	1	1
598	не менее и	1	1
599	мы перешли к	1	1
600	более то менее	1	1
601	не просто только	1	1
602	в новое время	1	1
603	то это было	1	1
604	для себя свое	1	1
605	настолько глубоко и	1	1
606	которые мы находим	1	1
607	в себе также	1	1
608	а вовсе не	3	1
609	заключение мы должны	1	1
610	видели выше есть	1	1
611	себе также и	1	1
612	и в литературе	1	1
613	едва ли ведь	1	1
614	которые казались ему	1	1
615	который так и	1	1
616	мы не должны	1	1
617	и без всякого	1	1
618	мы сказали выше	1	1
619	для меня они	1	1
620	к нам и	1	1
621	что в истории	1	1
622	указанием на то	1	1
623	буквальном смысле слова	2	1
624	не в виде	1	1
625	и не может	1	1
626	что это за	3	1
627	о них мы	1	1
628	вопрос о том	1	1
629	этой точки зрения	2	1
630	в том виде	4	1
631	к существу дела	1	1
632	и не только	1	1
633	имеют никакого отношения	2	1
634	к учению о	1	1
635	чего нельзя сказать	1	1
636	не о чем	1	1
637	и потому как	1	1
638	все подобного рода	2	1
639	мы не можем	2	1
640	ровно ничего не	2	1
641	ни о каком	2	1
642	потому что они	2	1
643	несколько слов о	1	1
644	в заключение этого	2	1
645	но как мы	1	1
646	это было бы	2	1
647	не говорится но	1	1
