N	3gram	Potebnia_M	StatiiOP
312	он не знает	1	1
313	том смысле в	2	1
314	какова должна быть	1	1
315	должно было быть	1	1
316	с одной точки	1	1
317	не менее в	1	1
318	именно в том	3	1
319	иначе и быть	1	1
320	сих пор еще	1	1
321	сказать несколько слов	2	1
322	том чтобы показать	1	1
323	пор не имеет	1	1
324	и наконец самый	1	1
325	и что в	1	1
326	он говорит и	1	1
327	не могут быть	3	1
328	в связь с	1	1
329	сам и не	1	1
330	ясно что и	1	1
331	во второй половине	1	1
332	том смысле как	1	1
333	как все это	1	1
334	можно думать что	2	1
335	в разной мере	2	1
336	в таких случаях	2	1
337	в общем не	1	1
338	и по этому	1	1
339	что мне представляется	1	1
340	в том самом	1	1
341	тому как мы	1	1
342	в том виде	2	1
343	я думаю и	1	1
344	по которому ведет	1	1
345	потому что с	1	1
346	она проявляется в	1	1
347	как на самом	1	1
348	те или другие	1	1
349	упускать из виду	2	1
350	при таких условиях	1	1
351	заметить что человек	1	1
352	в котором была	1	1
353	потому что они	1	1
354	нам кажется что	3	1
355	не следует однако	2	1
