N	2gram	Bakhtin_Pr	OGranits
347	в разных	4	1
348	и достоевский	1	1
349	ее мы	1	1
350	на службу	2	1
351	и тогда	1	1
352	на самый	1	1
353	этот момент	1	1
354	речи и	3	1
355	этом отношении	1	1
356	образную систему	1	1
357	слово для	1	1
358	тем как	1	1
359	должны перейти	1	1
360	и развиваются	1	1
361	время в	2	1
362	что при	1	1
363	язык с	1	1
364	в вечности	1	1
365	мысли и	2	1
366	тем не	2	1
367	лексикология в	1	1
368	сознании и	1	1
369	но тем	1	1
370	некоторые исследователи	1	1
371	и сквозь	1	1
372	как это	2	1
373	в художественной	1	1
374	творчества но	1	1
375	бы сам	1	1
376	высказывание на	1	1
377	характер носит	1	1
378	воплощенной в	1	1
379	что ведь	1	1
380	мы в	2	1
381	мы все	2	1
382	то мы	1	1
383	только на	3	1
384	и через	5	1
385	из того	1	1
386	об этом	3	1
387	содержания и	1	1
388	вступает в	1	1
389	нужно сказать	2	1
390	всего его	2	1
391	никто не	1	1
392	трудный путь	1	1
393	в науке	1	1
394	и что	3	1
395	и определяет	1	1
396	на самом	2	1
397	в различных	1	1
398	для них	2	1
399	и тот	4	1
400	возможность должна	1	1
401	предисловии к	1	1
402	пример такой	1	1
403	можно было	2	1
404	в этой	3	1
405	людей и	6	1
406	в широком	2	1
407	это слово	1	1
408	в начале	2	1
409	во все	5	1
410	в виду	3	1
411	слово уже	1	1
412	и один	1	1
413	и до	6	1
414	истории и	2	1
415	богатство и	1	1
416	с их	3	1
417	и есть	1	1
418	как плохое	1	1
419	конечно не	11	1
420	которая уже	1	1
421	но это	7	1
422	и развивается	1	1
423	позиции в	1	1
424	не вполне	1	1
425	по себе	3	1
426	этот вопрос	3	1
427	в истории	4	1
428	все равно	6	1
429	только одного	1	1
430	по своей	12	1
431	же время	8	1
432	и порядок	1	1
433	лишь как	1	1
434	лежит в	1	1
435	же самые	1	1
436	его в	4	1
437	на основе	4	1
438	которую он	3	1
439	со всеми	8	1
440	составного элемента	1	1
441	человека и	10	1
442	отметить что	3	1
443	на всю	1	1
444	или как	1	1
445	как то	1	1
446	каждый из	1	1
447	а на	2	1
448	быть это	1	1
449	до того	1	1
450	нуждаются в	1	1
451	связь с	4	1
452	а лишь	2	1
453	стиль и	1	1
454	мы здесь	4	1
455	почти никогда	1	1
456	событий и	2	1
457	и непосредственным	2	1
458	ко второму	2	1
459	жизни он	1	1
460	не было	5	1
461	связи с	1	1
462	ко всем	2	1
463	должны воплотиться	2	1
464	синтаксические и	1	1
465	же не	2	1
466	что касается	2	1
467	и сочетания	1	1
468	о возможности	1	1
469	состоит в	1	1
470	если только	3	1
471	и несколько	3	1
472	не знает	8	1
473	или в	7	1
474	воспроизводится в	1	1
475	уже отсюда	1	1
476	в основе	6	1
477	каждом индивидуальном	1	1
478	для создания	1	1
479	собственном смысле	3	1
480	между словами	2	1
481	на то	2	1
482	говоря даже	1	1
483	исторической поэтики	4	1
484	но там	2	1
485	этого произведения	3	1
486	и там	1	1
487	же самое	1	1
488	и глубоко	2	1
489	художественном творчестве	1	1
490	среди них	1	1
491	и над	1	1
492	равно как	1	1
493	для осуществления	1	1
494	в отличие	1	1
495	про себя	1	1
496	их в	3	1
497	идей или	1	1
498	полно и	1	1
499	нет и	3	1
500	хотя они	2	1
501	заключается в	1	1
502	одним из	6	1
503	пространство и	2	1
504	отношение к	14	1
505	жизнь как	1	1
506	между людьми	5	1
507	впервые в	3	1
508	весь этот	1	1
509	отношений и	1	1
510	произведение может	1	1
511	сказать что	12	1
512	на себя	3	1
513	менее всего	4	1
514	прямая речь	2	1
515	и никогда	2	1
516	возможно только	1	1
517	в эпоху	12	1
518	ему в	1	1
519	произведений и	1	1
520	него не	1	1
521	или менее	3	1
522	он все	1	1
523	а у	2	1
524	или на	3	1
525	где нет	1	1
526	да она	1	1
527	уже на	4	1
528	общественного строя	1	1
529	и сложнее	1	1
530	значение имеет	2	1
531	этого мы	1	1
532	литературы все	2	1
533	представление о	3	1
534	он говорит	1	1
535	такой же	1	1
536	к другим	4	1
537	отдельных произведений	1	1
538	в конце	5	1
539	или нет?	2	1
540	произведения и	1	1
541	обратимся к	1	1
542	богаче и	1	1
543	выборе и	1	1
544	одной из	6	1
545	типа например	1	1
546	например в	8	1
547	непосредственным выражением	1	1
548	в образе	3	1
549	по мере	3	1
550	о помощи	1	1
551	в живом	1	1
552	раньше не	1	1
553	слово не	1	1
554	бы что	1	1
555	но далеко	1	1
556	познания в	1	1
557	целая система	2	1
558	к более	1	1
559	к этому	5	1
560	всеми ее	1	1
561	все указанные	1	1
562	исключительно как	1	1
563	этом мы	3	1
564	не знаем	1	1
565	в одной	4	1
566	эта способность	1	1
567	и как	1	1
568	ведь уже	1	1
569	некоторых других	2	1
570	вплоть до	5	1
571	до конца	3	1
572	всякое высказывание	2	1
573	все время	2	1
574	что он	6	1
575	в предисловии	1	1
576	с духом	2	1
577	в узком	1	1
578	столь же	1	1
579	в собственном	3	1
580	влиянии на	1	1
581	связи со	1	1
582	им и	1	1
583	прозаической речи	1	1
584	наш анализ	1	1
585	что она	2	1
586	мы чувствуем	1	1
587	себя как	2	1
588	или даже	1	1
589	лишь часть	1	1
590	не существует	1	1
591	далеко не	4	1
592	и о	3	1
593	в античной	3	1
594	бы быть	1	1
595	в мире	8	1
596	вместе с	5	1
597	для понимания	3	1
598	себе я	1	1
599	и вместе	1	1
600	одна из	9	1
601	этого слова	3	1
602	своей полноте	1	1
603	в которых	2	1
604	но не	9	1
605	где она	1	1
606	так в	1	1
607	как стиль	1	1
608	и характер	2	1
609	включает в	1	1
610	и всякого	1	1
611	но если	4	1
612	имеет и	2	1
613	здесь и	7	1
614	с его	4	1
615	при изучении	1	1
616	ли не	1	1
617	себя и	3	1
618	нам придется	1	1
619	тех или	2	1
620	в такой	1	1
621	его роль	1	1
622	быть и	2	1
623	и связанных	1	1
624	проблем связанных	1	1
625	в то	8	1
626	а вовсе	1	1
627	рождается и	1	1
628	мыслей и	1	1
629	тут же	1	1
630	один и	1	1
631	делая его	1	1
632	и самый	6	1
633	только с	3	1
634	нем только	2	1
635	о которых	2	1
636	время мы	1	1
637	важное значение	2	1
638	в условиях	7	1
639	в себя	8	1
640	уже самое	1	1
641	пределы настоящей	1	1
642	системе языка	1	1
643	в системе	1	1
644	для этого	2	1
645	мы слышим	4	1
646	с ее	3	1
647	из него	1	1
648	и это	3	1
649	возможности но	1	1
650	свое мнение	1	1
651	того же	5	1
652	только они	2	1
653	из одного	2	1
654	ограничить его	1	1
655	общения то	1	1
656	подхода к	1	1
657	в самой	2	1
658	общего не	1	1
659	собою и	2	1
660	только о	1	1
661	от него	3	1
662	нам кажется	4	1
663	например у	3	1
664	связанная с	2	1
665	здесь нет	2	1
666	как для	1	1
667	не должна	2	1
668	к нему	3	1
669	в устойчивую	1	1
670	не можем	1	1
671	часто и	1	1
672	же есть	1	1
673	проявляются в	1	1
674	и эстетические	1	1
675	в чисто	2	1
676	как все	1	1
677	тем более	2	1
678	формы и	3	1
679	особенно в	7	1
680	которая есть	1	1
681	не входит	1	1
682	в несколько	2	1
683	словесный материал	1	1
684	ситуацией здесь	1	1
685	типа и	1	1
686	иными элементами	1	1
687	своего развития	3	1
688	на материале	1	1
689	всего является	1	1
690	и сами	1	1
691	на все	4	1
692	и особенно	3	1
693	еще не	10	1
694	отражается в	1	1
695	и падения	1	1
