N	2gram	Berdyaev_V	Tvorches
272	мы все	1	2
273	тому что	3	2
274	человек и	1	2
275	в двух	1	2
276	ли что	1	2
277	но как	1	2
278	когда я	2	2
279	во что	1	2
280	не будет	2	2
281	кто же	1	2
282	совести и	2	2
283	из нас	1	2
284	я в	1	2
285	что ты	3	2
286	что во	3	2
287	сто тысяч	2	2
288	но прежде	1	2
289	с которым	1	2
290	бы ни	1	2
291	себя но	1	2
292	так ли	1	2
293	от людей	1	2
294	и против	3	2
295	и свою	1	2
296	с такой	1	2
297	человек с	1	2
298	нас за	2	2
299	о которой	1	2
300	для них	2	2
301	ни в	3	2
302	не могут	2	2
303	еще с	1	2
304	тоже не	1	2
305	и будет	3	2
306	известном смысле	1	2
307	не имеет	3	2
308	ли он	1	2
309	которого не	1	2
310	в известном	1	2
311	отказался от	1	2
312	совесть и	2	2
313	того чтобы	2	2
314	и уже	1	2
315	и теперь	2	2
316	о своем	1	2
317	всемирной истории	3	2
318	в новых	1	2
319	им в	1	2
320	в глазах	1	2
321	к миру	1	2
322	д и	1	2
323	же за	1	2
324	значение в	1	2
325	образ и	1	2
326	и всегда	1	2
327	слова не	1	2
328	по словам	1	2
329	в силах	4	2
330	зла в	1	2
331	или даже	1	2
332	людям в	1	2
333	свежего воздуха	1	2
334	но христос	1	2
335	и вообще	1	2
336	людей в	3	2
337	суд над	1	2
338	за то	3	2
339	а к	2	2
340	всех на	1	2
341	в руки	1	2
342	она не	1	2
343	но она	1	2
344	отказ от	1	2
345	на людей	1	2
346	карамазова и	1	2
347	это еще	4	2
348	мы слышим	2	2
349	их на	1	2
350	может и	1	2
351	конце концов	1	2
352	есть не	1	2
353	мира в	2	2
354	не к	2	2
355	времени по	1	2
356	что было	2	1
357	бога в	1	1
358	это тот	1	1
359	и своего	1	1
360	мы и	2	1
361	религии и	1	1
362	не понимает	1	1
363	к человеческой	1	1
364	а ты	1	1
365	которые не	2	1
366	совместима с	1	1
367	и люди	2	1
368	есть прежде	1	1
369	человек на	1	1
370	это лишь	1	1
371	любовь к	3	1
372	их жизни	1	1
373	добру а	1	1
374	не нужны	1	1
375	с презрением	2	1
376	которое может	1	1
377	почему мы	1	1
378	именем и	1	1
379	от этих	2	1
380	их не	1	1
381	и самые	1	1
382	с миллионами	1	1
383	на которых	1	1
384	но все	1	1
385	о мире	1	1
386	человечества на	2	1
387	уже на	2	1
388	из всего	1	1
389	его личности	1	1
390	идея эта	1	1
391	для счастья	2	1
392	в речах	1	1
393	человеке и	1	1
394	если хочешь	1	1
395	поскольку он	1	1
396	себя не	1	1
397	в бездну	1	1
398	речь идет	1	1
399	верит что	2	1
400	нем нет	2	1
401	мира сего	4	1
402	их для	1	1
403	было написано	1	1
404	и смерти	1	1
405	к небытию	4	1
406	это случилось	1	1
407	перестает быть	1	1
408	природы в	1	1
409	ее к	1	1
410	природы человека	1	1
411	вопрос о	1	1
412	до состояния	1	1
413	раз и	1	1
414	человека не	1	1
415	так для	2	1
416	о красоте	1	1
417	в противоположность	1	1
418	не имею	1	1
419	нас как	1	1
420	таким же	1	1
421	но может	1	1
422	с ненавистью	1	1
423	по закону	1	1
424	если нет	1	1
425	свободы от	3	1
426	ценности и	2	1
427	мистический смысл	1	1
428	можно ли	1	1
429	до того	2	1
430	всего что	1	1
431	в прошлом	2	1
432	этого мира	3	1
433	не совместима	1	1
434	к ним	1	1
435	и любви	2	1
436	идея в	1	1
437	ее но	1	1
438	него не	1	1
439	их сознания	1	1
440	в атмосфере	1	1
441	всех людей	3	1
442	от них	1	1
443	так говорит	1	1
444	чудо что	1	1
445	земли с	1	1
446	бы то	1	1
447	для раскрытия	1	1
448	их же	1	1
449	личности а	2	1
450	человеку не	1	1
451	инквизитора и	2	1
452	чтобы человек	1	1
453	и вместе	1	1
454	что уже	1	1
455	первый раз	3	1
456	другое и	1	1
457	как дети	1	1
458	легенду о	1	1
459	человечества о	1	1
460	человечество на	2	1
461	и за	2	1
462	снисхождение к	1	1
463	и жаждал	1	1
464	как можно	1	1
465	в будущем	1	1
466	его совесть	1	1
467	о возможности	1	1
468	он отверг	1	1
469	ее окончательно	1	1
470	в разные	1	1
471	и говорит	1	1
472	сознания не	1	1
473	будто бы	1	1
474	это мы	2	1
475	наконец не	1	1
476	в день	1	1
477	самоутверждение личности	1	1
478	государства и	2	1
479	лишь на	1	1
480	думать о	1	1
481	сделать его	1	1
482	в последнем	2	1
483	себе и	1	1
484	не поддался	1	1
485	теперь и	1	1
486	что их	2	1
487	своей любовью	1	1
488	я был	1	1
489	были в	1	1
490	мы же	3	1
491	весь мир	1	1
492	вообще в	1	1
493	в вечность	1	1
494	он дал	1	1
495	отпадения от	1	1
496	то ни	1	1
497	ушел от	1	1
498	как сам	1	1
499	изображении достоевского	1	1
500	можно было	2	1
501	в форме	2	1
502	потребность в	1	1
503	что бы	1	1
504	над ним	1	1
505	их и	1	1
506	знаешь ли	1	1
507	сознания от	2	1
508	смерть но	1	1
509	и никогда	2	1
510	вера в	2	1
511	как стадо	1	1
512	найти в	1	1
513	утверждении своей	1	1
514	но нет	1	1
515	под бременем	1	1
516	в творческую	1	1
517	личного и	2	1
518	человечество в	1	1
519	если они	1	1
520	для людей	2	1
521	это имеет	1	1
522	человечества не	1	1
523	дух в	1	1
524	от свободы	2	1
525	путями к	1	1
526	мире и	1	1
527	конечно о	1	1
528	это одна	1	1
529	что бог	1	1
530	бунт против	1	1
531	более так	1	1
532	красоте и	1	1
533	слияние с	1	1
534	теперь в	1	1
535	в средство	3	1
536	с каким-то	1	1
537	что свобода	1	1
538	смертью и	1	1
539	ты и	1	1
540	нашего времени	1	1
541	самой жизни	1	1
542	истории в	1	1
543	мечту о	1	1
544	лишь из	2	1
545	сложность и	1	1
546	социализма и	1	1
547	и вновь	1	1
548	такой силой	1	1
549	оно не	3	1
550	духа но	2	1
551	остается не	1	1
552	от бога	8	1
553	но вот	1	1
554	происхождение и	1	1
555	достоинство человека	1	1
556	его свободы	1	1
557	присутствует в	1	1
558	и они	3	1
559	как не	3	1
560	к нам	2	1
561	в праве	1	1
562	и так	1	1
563	идет за	1	1
564	великого инквизитора	36	1
565	в словах	1	1
566	себя и	1	1
567	себя с	1	1
568	будет так	1	1
569	это самое	1	1
570	я говорю	2	1
571	художественный образ	1	1
572	еще и	1	1
573	напомнил о	1	1
574	возможно в	1	1
575	бы и	3	1
576	истории человечества	3	1
577	видим что	1	1
578	если б	1	1
579	более чем	2	1
580	где есть	1	1
581	то и	1	1
582	свою свободу	1	1
583	надругательства над	1	1
584	не быть	1	1
585	его тайна	1	1
586	личности но	1	1
587	говорят что	1	1
588	люди не	2	1
589	в сердце	1	1
590	в бога	2	1
591	в мистический	1	1
592	ничего кроме	1	1
593	их совесть	1	1
594	человечества и	3	1
595	в сознании	1	1
596	этих зловещих	1	1
597	этого слова	1	1
598	не имел	2	1
599	какие бы	1	1
600	и для	3	1
601	мир и	2	1
602	от своей	2	1
603	дьявольская сила	1	1
604	достоинства и	1	1
605	небытию в	1	1
606	ничем не	1	1
607	религии о	1	1
608	хоть и	1	1
609	они не	1	1
610	и было	1	1
611	того как	1	1
612	и уж	1	1
613	в первый	3	1
614	ненависть к	1	1
615	к христу	3	1
616	от которого	3	1
617	свете то	1	1
618	тайны и	1	1
619	тоску по	1	1
620	для нас	2	1
621	легенде о	1	1
622	против бога	4	1
623	кто бы	1	1
624	и великим	1	1
625	все равно	2	1
626	человечества а	2	1
627	места в	1	1
628	менее всего	1	1
629	и эта	1	1
630	и другое	1	1
631	так часто	1	1
632	по смыслу	1	1
633	еще к	1	1
634	со своей	1	1
635	что человечество	1	1
636	над людьми	1	1
637	своей свободы	2	1
638	вполне свободны	1	1
639	бы это	1	1
640	история человечества	1	1
641	все тот	2	1
642	общественной жизни	1	1
643	свобода и	1	1
644	не была	1	1
645	и впрямь	1	1
646	идет к	1	1
647	гораздо шире	1	1
648	что от	2	1
649	а его	1	1
650	жестокий до	1	1
651	нас но	1	1
652	должно быть	3	1
653	его не	2	1
654	всего только	1	1
655	так хорошо	1	1
656	ли это?	1	1
657	есть и	1	1
658	среди людей	1	1
659	же что	1	1
660	пути и	1	1
661	конечно в	1	1
662	к чему	3	1
663	личность как	2	1
664	я тогда	1	1
665	можно вывести	1	1
666	времени с	1	1
667	им не	1	1
668	смысл бытия	1	1
669	не надо	1	1
670	к богу	8	1
671	не верит	3	1
672	бытия и	1	1
673	по законам	1	1
674	людей как	1	1
675	человеческой природы	1	1
