N	2gram	Vygotskiy_	Stilisti
154	связаны с	2	4
155	и без	1	4
156	вопроса о	3	4
157	той или	3	4
158	самого начала	9	4
159	можно сказать	6	4
160	если мы	8	4
161	и пр	2	4
162	языка и	3	4
163	внешней речи	4	4
164	не существует	4	4
165	зрения в	1	4
166	ту или	2	4
167	с определенной	1	4
168	так называемые	1	4
169	его внутренней	3	4
170	общения и	3	4
171	заключает в	1	4
172	можно было	6	4
173	свою очередь	3	4
174	в обществе	1	4
175	на это	1	4
176	так же	18	4
177	лишь в	9	4
178	в целом	29	4
179	в данной	1	4
180	мы называем	3	4
181	речь и	7	4
182	что именно	3	4
183	само собой	1	4
184	точка зрения	3	4
185	не просто	1	4
186	которой мы	3	4
187	того что	28	4
188	не к	3	4
189	что было	1	3
190	представить себе	5	3
191	является наиболее	3	3
192	ответ на	4	3
193	видели что	6	3
194	социальной жизни	1	3
195	что оно	6	3
196	короче говоря	2	3
197	и здесь	1	3
198	та же	1	3
199	что у	3	3
200	зрения на	1	3
201	приближается к	1	3
202	что эти	3	3
203	как таковой	2	3
204	зависимость между	1	3
205	совершенно не	1	3
206	для нас	4	3
207	и вот	3	3
208	в том	47	3
209	отношения к	3	3
210	теперь в	2	3
211	несмотря на	6	3
212	для него	5	3
213	хотя и	2	3
214	в ее	3	3
215	и внешней	1	3
216	из которых	6	3
217	этих слов	1	3
218	в социальной	1	3
219	то мы	1	3
220	на самом	4	3
221	что и	3	3
222	в виду	5	3
223	быть может	1	3
224	долгое время	1	3
225	между ними	2	3
226	и само	2	3
227	но что	3	3
228	и развития	2	3
229	связи с	7	3
230	и даже	5	3
231	здесь мы	1	3
232	язык жестов	1	3
233	в основе	9	3
234	слова но	1	3
235	общей цели	1	3
236	но для	2	3
237	чрезвычайно важно	2	3
238	внутреннюю речь	4	3
239	словом и	3	3
240	все эти	6	3
241	как в	7	3
242	по своему	1	3
243	человеческой речи	12	3
244	том что	42	3
245	бы мы	3	3
246	об этом	6	3
247	конце концов	1	3
248	общении в	1	3
249	перед нами	7	3
250	еще не	1	3
251	внешней речью	1	3
252	только благодаря	1	3
253	то он	3	3
254	нуждается в	2	3
255	выражение в	1	3
256	а к	2	3
257	в котором	6	3
258	которые связаны	1	3
259	и социального	1	3
260	свое выражение	1	3
261	что всякое	1	3
262	если не	3	3
263	связь и	2	3
264	этом мы	1	3
265	и поэтому	2	3
266	между тем	10	3
267	высказывания и	1	3
268	во второй	1	3
269	не знает	1	3
270	в частности	8	3
271	только на	1	3
272	не с	2	3
273	в тех	2	3
274	связь между	10	3
275	всякое слово	1	3
276	в начале	2	3
277	целый ряд	6	3
278	и слово	2	3
279	конечно не	1	3
280	уже видели	2	3
281	от того	7	3
282	ведь если	1	3
283	внешняя речь	1	3
284	внешнее выражение	1	3
285	их в	6	3
286	заметить что	3	3
287	нет и	1	3
288	сказать что	16	3
289	главным образом	2	3
290	может показаться	2	3
291	будем говорить	1	3
292	жизни и	2	3
293	этого слова	7	3
294	социальное общение	1	3
295	у них	1	3
296	не мог	1	3
297	и для	3	3
298	это не	5	3
299	из них	4	3
300	он должен	4	3
301	речи то	1	2
302	культурного развития	1	2
303	находятся в	1	2
304	для всех	8	2
305	нашего исследования	8	2
306	и он	1	2
307	очевидно что	4	2
308	и этот	1	2
309	ничем не	3	2
310	уяснить себе	1	2
311	на эти	3	2
312	от самых	2	2
313	как с	1	2
314	речи но	5	2
315	должно быть	4	2
316	увидим что	2	2
317	зависит от	2	2
318	итак мы	1	2
319	был бы	2	2
320	с развитием	4	2
321	отражает и	1	2
322	стадии своего	2	2
323	объективной действительности	2	2
324	и при	2	2
325	и потому	3	2
326	мы имеем	2	2
327	еще более	1	2
328	с самим	2	2
329	ни к	1	2
330	как нет	1	2
331	человек с	3	2
332	этом отношении	6	2
333	с ним	3	2
334	и указывает	1	2
335	на развитие	2	2
336	кроме того	1	2
337	о чем	2	2
338	значений слов	1	2
339	одном и	1	2
340	что то	1	2
341	речи во	1	2
342	но как	1	2
343	для них	1	2
344	в отношении	14	2
345	с другими	5	2
346	собой разумеется	1	2
347	о происхождении	1	2
348	будет иметь	1	2
349	иными словами	2	2
350	смысле этого	6	2
351	как нечто	2	2
352	с собой	5	2
353	слова не	1	2
354	в их	5	2
355	и сознания	1	2
356	к рассмотрению	1	2
357	и мимика	1	2
358	связь с	2	2
359	в своих	6	2
360	не было	1	2
361	на этот	7	2
362	материал для	1	2
363	все то	1	2
364	или в	2	2
365	том же	4	2
366	из двух	3	2
367	к чему	1	2
368	с ней	3	2
369	в наших	4	2
370	речи это	2	2
371	всех его	1	2
372	но эта	3	2
373	или несколько	1	2
374	но не	6	2
375	тем что	7	2
376	из всего	1	2
377	или хотя	1	2
378	он говорит	2	2
379	слово в	1	2
380	я и	1	2
381	в жизни	2	2
382	является выражением	1	2
383	показаться что	1	2
384	что перед	3	2
385	в связи	3	2
386	ясно что	2	2
387	существует и	1	2
388	как не	1	2
389	эти три	2	2
390	что он	16	2
391	случаях когда	1	2
392	быть понято	1	2
393	общение не	1	2
394	или даже	2	2
395	понимания и	1	2
396	не есть	1	2
397	в своей	7	2
398	на эту	2	2
399	в этих	3	2
400	речи наконец	1	2
401	это же	1	2
402	как внешняя	1	2
403	ли не	1	2
404	понимание и	2	2
405	на одном	3	2
406	и сам	2	2
407	связанные с	2	2
408	и переживания	2	2
409	в действительной	1	2
410	больше и	1	2
411	мы имели	1	2
412	которые являются	1	2
413	по своей	9	2
414	которое не	2	2
415	войти в	1	2
416	разве не	1	2
417	себе и	3	2
418	в каком	3	2
419	тому же	1	2
420	должен быть	6	2
421	но мы	4	2
422	общение в	2	2
423	на первый	3	2
424	сих пор	4	2
425	и вообще	2	2
426	связано с	3	2
427	смысл то	1	2
428	в дальнейшем	1	2
429	с этим	8	2
430	сознании человека	1	2
431	несколько дальше	1	2
432	к этому	7	2
433	бы и	4	2
434	находит свое	1	2
435	между собой	5	2
436	вопрос о	11	2
437	возникновения и	2	2
438	можем не	1	2
439	мы говорили	4	2
440	мы конечно	1	2
441	глуше и	1	2
442	нашего сознания	3	2
443	в значительной	2	2
444	из этих	6	2
445	его не	3	2
446	который мы	3	2
447	также и	2	2
448	представляет собой	13	2
449	в какой	5	2
450	на два	1	2
451	не всегда	1	2
452	речи не	1	2
453	оно является	1	2
454	и тогда	1	2
455	что вся	1	2
456	он не	11	2
457	в середине	1	2
458	должна была	2	2
459	только тогда	4	2
460	между двумя	2	2
461	и больше	1	2
462	нужно было	1	2
463	для этого	7	2
464	тем и	3	2
465	в нашей	1	2
466	по отношению	12	2
467	в нас	1	2
468	как уже	9	2
469	но об	1	2
470	в пределах	1	2
471	значительной степени	2	2
472	той социальной	1	2
473	о языке	2	2
474	речь есть	2	2
475	и те	2	2
476	у человека	1	2
477	останавливаться на	3	2
478	этот вопрос	6	2
479	т.п но	1	2
480	человека с	3	2
481	ту же	3	2
482	но даже	2	2
483	человека и	6	2
484	самое время	1	2
485	себе в	1	2
486	должны были	6	2
487	развития в	8	2
488	как например	2	2
489	ничего что	1	2
490	тот или	1	2
491	про себя	2	2
492	все больше	1	2
493	имели в	1	2
494	друг другу	4	2
495	тех случаях	2	2
496	которые в	2	2
497	вовсе не	5	2
498	одной из	4	2
499	совершенно иначе	1	2
500	тот же	7	2
501	до конца	1	2
502	к которому	4	2
503	на отдельные	3	2
504	в первой	3	2
505	роль играет	1	2
506	место в	1	2
507	есть не	3	2
508	в точном	1	2
509	отношению к	11	2
510	из трех	1	2
511	как таковое	1	2
512	в реальной	1	2
513	социальной среде	5	2
514	здесь не	1	2
515	именно с	1	2
516	однако в	1	2
517	нам придется	1	2
518	в которых	6	2
519	друг друга	5	2
520	в движении	1	2
521	таким же	4	2
522	действительной жизни	1	2
523	и речь	5	2
524	которая и	1	2
525	гораздо более	1	2
526	и том	1	2
527	к нему	1	2
528	отдельные элементы	3	1
529	с предыдущим	1	1
530	мы наблюдаем	1	1
531	в особенности	1	1
532	всего того	2	1
533	которому он	1	1
534	основные направления	1	1
535	к сожалению	2	1
536	заставляет его	1	1
537	что в	25	1
538	этой самой	1	1
539	от социального	1	1
540	вопросу который	1	1
541	ближе к	2	1
542	нами три	1	1
543	и которое	3	1
544	то в	1	1
545	та стадия	1	1
546	не происходит	1	1
547	как к	1	1
548	к такому	1	1
549	именно к	1	1
550	и другие	1	1
551	и будет	1	1
552	является в	1	1
553	только не	2	1
554	собственном смысле	8	1
555	речи которую	1	1
556	в другой	2	1
557	все что	4	1
558	или наоборот	1	1
559	и самое	1	1
560	они сами	1	1
561	до сих	4	1
562	все его	1	1
563	не слово	3	1
564	вспомогательного средства	1	1
565	человека к	4	1
566	само слово	2	1
567	к социальному	1	1
568	одним словом	1	1
569	на протяжении	3	1
570	сама собой	1	1
571	от внешнего	1	1
572	самым существенным	3	1
573	даже несколько	1	1
574	и должны	2	1
575	животного царства	1	1
576	можно сделать	1	1
577	еще раньше	1	1
578	чего не	1	1
579	себя только	1	1
580	мы приходим	1	1
581	единица речевого	1	1
582	здесь нет	1	1
583	должен стать	1	1
584	на вопрос	6	1
585	того как	6	1
586	время и	1	1
587	в основном	1	1
588	который может	2	1
589	можем подвести	1	1
590	которой не	2	1
591	т.е в	1	1
592	которые он	2	1
593	что человек	1	1
594	от действительности	6	1
595	его с	2	1
596	развитие звуковой	1	1
597	которых мы	2	1
598	бы даже	2	1
599	наших глазах	1	1
600	же является	1	1
601	человек это	1	1
602	тогда когда	8	1
603	нам удалось	1	1
604	общение с	1	1
605	в состоянии	2	1
606	что я	1	1
607	связан с	5	1
608	значительно позже	1	1
609	всей жизни	1	1
610	обе эти	4	1
611	для индивидуального	1	1
612	первой стадии	1	1
613	материала и	1	1
614	к действительности	13	1
615	и всем	1	1
616	даже в	4	1
617	то у	1	1
618	связанных между	1	1
619	речь как	3	1
620	которых он	3	1
621	из всех	3	1
622	формы в	1	1
623	же мере	3	1
624	на вопросе	1	1
625	уже знаем	1	1
626	на одно	1	1
627	тогда он	1	1
628	воззрений и	1	1
629	свою мысль	2	1
630	процесс образования	1	1
631	содержит в	1	1
632	постоянным и	1	1
633	самых первых	1	1
634	только его	3	1
635	чтобы стать	1	1
636	подчиняется законам	1	1
637	исследования к	1	1
638	и теперь	2	1
639	как говорит	2	1
640	никак не	1	1
641	как раз	8	1
642	что так	1	1
643	тем не	1	1
644	от всего	2	1
645	это ни	2	1
646	могла бы	2	1
647	социальной средой	2	1
648	до наших	1	1
649	ее в	3	1
650	а затем	5	1
651	искать в	1	1
652	одно явление	1	1
653	о которой	2	1
654	поэтому в	3	1
655	удовлетворение его	1	1
656	в предшествующей	1	1
657	и всегда	1	1
658	исследования мы	2	1
659	что человеческая	1	1
660	большое количество	1	1
661	не являются	1	1
662	в работах	1	1
663	остановиться на	1	1
664	слова ни	1	1
665	одно из	3	1
666	его социальной	1	1
667	тех явлений	1	1
668	ни в	6	1
669	и делает	2	1
670	в результате	7	1
671	к установлению	6	1
672	но этого	1	1
673	виду прежде	1	1
674	взаимодействие как	1	1
675	развития мы	1	1
676	это история	1	1
677	другой стороны	10	1
678	он уходит	1	1
679	и развитие	1	1
680	первой и	1	1
681	им с	1	1
682	между этими	7	1
683	по ту	2	1
684	слова а	1	1
685	остается ничего	3	1
686	из ее	1	1
687	на внешнее	1	1
688	этими двумя	2	1
689	и эти	2	1
690	по мере	5	1
691	бы что	4	1
692	сознания и	4	1
693	себе не	1	1
694	предположить что	2	1
695	том и	1	1
696	следуя за	1	1
697	социальной среды	6	1
698	у него	2	1
699	в следующем	4	1
700	внешнего мира	2	1
701	не могут	1	1
702	знакомого нам	1	1
703	в более	3	1
704	обязано своим	1	1
705	являются в	2	1
706	что слово	1	1
707	в виде	3	1
708	и строго	1	1
709	к самой	1	1
710	мнения и	1	1
711	должен был	1	1
712	говорит он	27	1
713	в конечном	4	1
714	том какое	1	1
715	объективным значением	1	1
716	за ним	1	1
717	в таких	1	1
718	как они	2	1
719	наконец мы	1	1
720	бы только	1	1
721	его социальная	1	1
722	своих частях	2	1
723	в сущности	13	1
724	или не	1	1
725	нашей мысли	2	1
726	степени их	1	1
727	эти теории	1	1
728	от тех	1	1
729	право и	1	1
730	в собственном	8	1
731	слова которые	1	1
732	сила которая	1	1
733	имеет для	1	1
734	от своего	1	1
735	наших дней	1	1
736	направление его	2	1
737	на несколько	1	1
738	что его	6	1
739	ли оно	1	1
740	может сказать	2	1
741	каким образом	3	1
742	крайней мере	1	1
743	и слова	1	1
744	одним из	1	1
745	наконец не	1	1
746	пространство и	1	1
747	мы начинаем	2	1
748	и отношение	3	1
749	прибавить еще	2	1
750	сам собой	1	1
751	же как	8	1
752	вопросов но	1	1
753	что связь	2	1
754	по существу	8	1
755	образом мы	2	1
756	где они	1	1
757	к внешней	1	1
758	именно в	8	1
759	или на	1	1
760	уже говорили	3	1
761	и хорошо	1	1
762	в речи	3	1
763	и действительно	1	1
764	конечном счете	4	1
765	мы это	1	1
766	приведенные нами	1	1
767	в таком	1	1
768	вообще не	1	1
769	иначе как	1	1
770	может в	1	1
771	внешняя среда	1	1
772	например в	1	1
773	происходит и	1	1
774	места и	1	1
775	с их	2	1
776	не остается	3	1
777	наблюдаем в	1	1
778	к которым	3	1
779	и роль	1	1
780	в наиболее	1	1
781	с которой	2	1
782	из тех	3	1
783	с той	3	1
784	к таким	1	1
785	я не	4	1
786	что первый	1	1
787	мы встречаемся	2	1
788	движется в	1	1
789	развития к	1	1
790	уж конечно	1	1
791	первое что	1	1
792	приходим к	1	1
793	и именно	1	1
794	речь внутреннюю	1	1
795	и силу	1	1
796	сам с	4	1
797	с еще	1	1
798	только свою	1	1
799	переживания как	1	1
800	является не	2	1
801	одном из	3	1
802	мысли мы	1	1
803	в одно	1	1
804	же точно	10	1
805	то вопрос	1	1
806	т.д то	1	1
807	и зачаткам	1	1
808	этого конечно	1	1
809	и просто	1	1
810	общественных отношений	1	1
811	другом месте	6	1
812	мира и	2	1
813	своим происхождением	1	1
814	следовательно и	1	1
815	отчасти и	1	1
816	только ее	1	1
817	этим самым	1	1
818	по себе	9	1
819	и понимания	2	1
820	образом речь	1	1
821	от этого	4	1
822	на все	5	1
823	весь ход	1	1
824	этого вопроса	1	1
825	речь в	4	1
826	знаком и	3	1
827	это общение	1	1
828	может не	4	1
829	и оказывается	1	1
830	со своей	1	1
831	от всех	3	1
832	знака с	1	1
833	в новом	3	1
834	внутренней речью	2	1
835	к личности	2	1
836	о котором	3	1
837	эти мысли	1	1
838	благодаря тому	3	1
839	о независимости	1	1
840	и оно	1	1
841	по самой	2	1
842	в себя	2	1
843	лежит в	3	1
844	эта внутренняя	1	1
845	из которого	2	1
846	целым рядом	2	1
847	выходящее за	1	1
848	со стороны	4	1
849	речи так	4	1
850	от всей	1	1
851	и смысловой	1	1
852	словами мы	1	1
853	чтобы убедиться	2	1
854	к мысли	3	1
855	в сторону	1	1
856	всей своей	2	1
857	на каждом	2	1
858	точно образом	1	1
859	в чем	5	1
860	нет в	1	1
861	тех выводов	1	1
862	бы совершенно	1	1
863	что вообще	1	1
864	вот это	1	1
865	зрения того	1	1
866	так например	1	1
867	вторая стадия	1	1
868	могло бы	2	1
869	социальной ситуации	1	1
870	в которые	1	1
871	это так	1	1
872	не иначе	1	1
873	в одной	3	1
874	время является	1	1
875	как результат	1	1
876	тем более	7	1
877	по крайней	1	1
878	вопросе о	1	1
879	показать как	1	1
880	процесса речевого	1	1
881	сдвигов в	1	1
882	внешним проявлением	1	1
883	с реальной	1	1
884	внешняя сторона	1	1
885	отношений которые	2	1
886	еще один	2	1
887	этих различных	1	1
888	звуковой комплекс	1	1
889	к одному	1	1
890	в общении	2	1
891	качестве примера	1	1
892	мы попытаемся	3	1
893	человека под	1	1
894	ли они	1	1
895	играет в	1	1
896	действительности в	1	1
897	перестает быть	1	1
898	не менее	1	1
899	тем в	1	1
900	понятно что	2	1
901	только лишь	1	1
902	в знак	1	1
903	мы рассматриваем	2	1
904	и та	1	1
905	как часть	1	1
906	к нашему	1	1
907	к какому	1	1
908	а скорее	2	1
909	может иметь	1	1
910	на природу	1	1
911	одна из	1	1
912	развития речи	7	1
913	того в	2	1
914	бы к	3	1
915	который является	2	1
916	оба эти	3	1
917	слова которое	1	1
918	за развитием	1	1
919	в действительности	1	1
920	речью и	4	1
921	что этот	2	1
922	есть речь	2	1
923	в вопросе	1	1
924	на этом	3	1
925	почти на	2	1
926	она должна	4	1
927	которую мы	6	1
928	снова к	1	1
929	совершенно иной	1	1
930	тех же	3	1
931	найденные нами	1	1
932	которой он	2	1
933	не имеют	1	1
934	сейчас не	3	1
935	раз и	1	1
936	цели и	1	1
937	человеческая речь	2	1
938	процессе возникновения	1	1
939	желаний и	1	1
940	в действиях	1	1
941	и главное	1	1
942	в наши	2	1
943	это как	2	1
944	отражает действительность	2	1
945	такой случай	1	1
946	указать на	1	1
947	действительности как	1	1
948	друга но	1	1
949	в руки	1	1
950	доказать что	1	1
951	совпадает с	1	1
952	она не	3	1
953	случае происходит	1	1
954	гордость и	1	1
955	он принадлежит	1	1
956	в течение	4	1
957	чтобы он	1	1
958	представления о	1	1
959	в противоположность	3	1
960	позволяет ему	2	1
961	именно потому	2	1
962	только как	1	1
963	значения слова	3	1
964	и если	4	1
965	всякого смысла	1	1
966	в речевом	1	1
967	бы из	1	1
968	слово которое	1	1
969	в другом	7	1
970	и тех	1	1
971	тому как	3	1
972	социальная функция	1	1
973	на удовлетворение	2	1
974	предметов и	1	1
975	из слов	1	1
976	с какой	1	1
977	физической среды	1	1
978	сравнению с	9	1
979	и второй	2	1
980	только так	1	1
981	и другой	1	1
982	свой характер	1	1
983	что представляет	1	1
984	так что	2	1
985	дело не	1	1
986	вопроса об	2	1
987	во время	1	1
988	когда в	2	1
989	для тех	1	1
990	достаточно убедительно	3	1
991	будет звучать	1	1
992	значения уже	1	1
993	себе что	1	1
994	позволяет нам	1	1
995	из которой	3	1
996	в развитии	31	1
997	зрения с	2	1
998	потребностей и	3	1
999	речи именно	2	1
1000	когда он	5	1
1001	сознании и	1	1
1002	только один	1	1
1003	смысле слова	6	1
1004	в различнейших	1	1
1005	являются как	1	1
1006	их общий	1	1
1007	он получает	1	1
1008	путем известного	1	1
1009	к объективной	2	1
1010	и лишь	1	1
1011	т.е на	1	1
1012	не связанных	1	1
1013	и вся	2	1
1014	мы все	1	1
1015	огромное количество	2	1
1016	значение для	3	1
1017	должны быть	2	1
1018	возвращаясь к	2	1
1019	между отдельными	3	1
1020	объективную действительность	2	1
1021	с этой	7	1
1022	говорить о	4	1
1023	путь развития	2	1
1024	что эта	7	1
1025	за собой	4	1
1026	от всяких	2	1
1027	на нечто	1	1
1028	и что	11	1
1029	не будем	1	1
1030	как он	7	1
1031	этим словом	1	1
1032	его речи	1	1
1033	себе две	1	1
1034	верно но	1	1
1035	не могла	1	1
1036	которых это	1	1
1037	приходит к	4	1
1038	значением которое	1	1
1039	знака и	1	1
1040	других людей	1	1
1041	есть продукт	1	1
1042	за пределы	4	1
1043	оказывается что	1	1
1044	действительность но	2	1
1045	вот что	2	1
1046	помощью которого	1	1
1047	почти всегда	2	1
1048	вслед за	3	1
1049	его чисто	1	1
1050	иметь в	1	1
1051	вопросом о	3	1
1052	говоря о	1	1
1053	а круг	1	1
1054	факт что	3	1
1055	действительность не	3	1
1056	что нам	3	1
1057	учения о	8	1
1058	он в	6	1
1059	в нужную	1	1
1060	превращается в	3	1
1061	и до	5	1
1062	же на	1	1
1063	только то	2	1
1064	тот факт	1	1
1065	говорит ли	1	1
1066	образом если	1	1
1067	в истории	7	1
1068	зрения а	1	1
1069	чрезвычайно существенных	1	1
1070	но вместе	5	1
1071	как по	2	1
1072	явление а	1	1
1073	при помощи	2	1
1074	действительность в	3	1
1075	к которой	1	1
1076	слов это	1	1
1077	является как	2	1
1078	природы но	1	1
1079	ростом и	1	1
1080	чем он	3	1
1081	всякого сомнения	1	1
1082	всегда будет	1	1
1083	так называемых	2	1
1084	уже у	1	1
1085	жизни он	1	1
1086	установив что	1	1
1087	стал бы	1	1
1088	речь не	3	1
1089	процессе развития	7	1
1090	и менее	1	1
1091	еще на	4	1
1092	убедиться в	5	1
1093	т.п то	1	1
1094	развитие этой	1	1
1095	речи мы	5	1
1096	на речь	2	1
1097	жестами мимикой	1	1
1098	с другой	16	1
1099	имеем в	1	1
1100	поэтому если	1	1
1101	и время	1	1
1102	до какой	1	1
1103	не знающий	1	1
1104	сейчас же	1	1
1105	к ним	2	1
1106	обществом как	1	1
1107	наших исследований	1	1
1108	общения таким	1	1
1109	структуру и	2	1
1110	речи правда	2	1
1111	ту сторону	2	1
1112	вопрос в	2	1
1113	среды и	1	1
1114	на бумаге	1	1
1115	переход от	5	1
1116	без его	1	1
1117	без всякого	2	1
1118	бы здесь	1	1
1119	это позволяет	1	1
1120	общественной жизнью	1	1
1121	он является	3	1
1122	мысль которая	1	1
1123	одного из	4	1
1124	на две	3	1
1125	понятия о	2	1
1126	по всей	2	1
1127	и о	1	1
1128	указывают на	1	1
1129	ко всей	2	1
1130	и никогда	1	1
1131	нам необходимо	1	1
1132	или действие	1	1
1133	что для	8	1
1134	и самого	1	1
1135	что тот	2	1
1136	не надо	2	1
1137	отдельных весьма	2	1
1138	жизни как	1	1
1139	во внимание	1	1
1140	этом она	1	1
1141	наряду с	3	1
1142	и во	1	1
1143	же сколько	1	1
1144	предполагаем что	1	1
1145	ответа на	3	1
1146	понять это	2	1
1147	принадлежит к	2	1
1148	особенностей и	1	1
1149	первостепенное значение	1	1
1150	но нет	1	1
1151	он ни	1	1
1152	по сравнению	10	1
1153	привели к	1	1
1154	не можем	3	1
1155	которым мы	3	1
1156	в основу	3	1
1157	за него	1	1
1158	в общих	1	1
1159	от развития	1	1
1160	весь вопрос	1	1
1161	другой социальной	1	1
1162	быть в	1	1
1163	что может	5	1
1164	в высшей	7	1
1165	в своем	10	1
1166	в ход	1	1
1167	этой действительности	1	1
1168	или наоборот?	1	1
1169	это дает	1	1
1170	стоит только	5	1
1171	своим тонким	1	1
1172	на один	1	1
1173	мы сейчас	1	1
1174	яснее и	1	1
1175	и есть	2	1
1176	котором мы	1	1
1177	во всей	8	1
1178	т.е как	1	1
1179	столь же	8	1
1180	в общем	5	1
1181	в силу	8	1
1182	он может	2	1
1183	к пониманию	3	1
1184	всегда оказывается	1	1
1185	говорили выше	4	1
1186	и ясно	1	1
1187	раз навсегда	1	1
1188	организма и	1	1
1189	которыми мы	1	1
1190	для построения	1	1
1191	как будто	1	1
1192	на то	11	1
1193	что говорит	2	1
1194	но если	3	1
1195	отношения и	1	1
1196	нам остается	2	1
1197	и по	3	1
1198	вопрос если	1	1
1199	бы ее	1	1
1200	развитие и	2	1
1201	какой степени	1	1
1202	там где	8	1
1203	в эти	1	1
1204	своим собственным	1	1
1205	увидим ниже	2	1
1206	общения как	1	1
1207	показали что	5	1
1208	с нее	1	1
1209	речи с	5	1
1210	здесь в	1	1
1211	является только	1	1
1212	и устанавливает	1	1
1213	организации общества	1	1
1214	самой основе	2	1
1215	еще в	1	1
1216	воздействия на	1	1
1217	речью или	1	1
1218	речи в	17	1
1219	здесь же	1	1
1220	при исследовании	1	1
1221	и после	1	1
1222	что сам	2	1
1223	и соответствующие	1	1
1224	всех этих	2	1
1225	того же	1	1
1226	можно с	1	1
1227	если она	1	1
1228	входящих в	1	1
1229	должны будем	2	1
1230	мы пытаемся	2	1
1231	о связи	1	1
1232	в самой	4	1
1233	что при	3	1
1234	говорит один	1	1
1235	среде в	1	1
1236	языка конечно	1	1
1237	подтверждение в	1	1
1238	следует за	2	1
1239	само по	3	1
1240	коротко говоря	1	1
1241	другому человеку	2	1
1242	думать что	1	1
1243	не то	3	1
1244	в заключение	4	1
1245	речь он	1	1
1246	поэтому мы	1	1
1247	мысли и	7	1
1248	на ту	1	1
1249	к правильному	1	1
1250	она является	1	1
1251	речи если	5	1
1252	ключ к	2	1
1253	совершается в	1	1
1254	отражается в	1	1
1255	человека но	1	1
1256	которой так	1	1
1257	высшей степени	7	1
