N	2gram	Bakhtin_Fr	PoTuStor
112	и этот	2	2
113	и мы	1	2
114	на протяжении	2	2
115	они не	5	2
116	почти не	2	2
117	т.е в	1	2
118	мы не	6	2
119	с этой	1	2
120	по всему	2	2
121	что это	4	2
122	на этих	2	2
123	ее в	1	2
124	и говорить	1	2
125	и через	1	2
126	и этим	2	2
127	но как	1	2
128	что и	8	2
129	у него	4	2
130	не на	1	2
131	не могут	3	2
132	со всеми	6	2
133	в душе	1	2
134	в них	12	2
135	поэтому и	8	2
136	и других	2	2
137	все то	6	2
138	не знает	1	2
139	всех его	1	2
140	не нуждается	2	2
141	что не	4	2
142	конечном счете	1	2
143	здесь же	4	2
144	вообще не	3	2
145	между собою	6	2
146	в жизни	4	2
147	можно назвать	1	2
148	как и	19	2
149	половой акт	1	2
150	что он	7	2
151	есть в	5	2
152	же как	4	2
153	только то	1	2
154	в переводе	1	2
155	в своей	6	2
156	и так	1	2
157	в одно	2	2
158	связанные с	7	2
159	по своему	5	2
160	себя и	2	2
161	с историей	1	2
162	находится на	1	2
163	только и	1	2
164	в итоге	1	2
165	знаем что	1	2
166	не менее	4	2
167	нем нет	1	2
168	и таким	1	2
169	на первый	4	2
170	и вообще	3	2
171	мир для	1	2
172	на них	2	2
173	с этим	6	2
174	при всей	1	2
175	всей их	1	2
176	к этому	4	2
177	не существует	1	2
178	рождения и	1	2
179	образ матери	1	2
180	мы уже	13	2
181	связанных с	6	2
182	смерти но	1	2
183	другими словами	3	2
184	все остальные	3	2
185	из этих	4	2
186	ту же	3	2
187	этих трех	1	2
188	в этот	3	2
189	он не	9	2
190	и исторического	1	2
191	и т.п	31	2
192	кажется что	2	2
193	в развитии	1	2
194	с помощью	6	2
195	и образы	13	2
196	в частности	4	2
197	не будет	2	2
198	нечего и	1	2
199	для меня	1	2
200	характерно для	3	2
201	не существовало	1	2
202	но зато	1	2
203	и вся	2	2
204	говорить о	5	2
205	есть и	8	2
206	за пределы	4	2
207	в начале	2	2
208	в пределах	2	2
209	так же	13	2
210	момента в	2	2
211	потому и	1	2
212	было бы	5	2
213	к ним	2	2
214	его целом	1	2
215	нет и	4	2
216	и о	8	2
217	своей жизни	2	2
218	если мы	3	2
219	находится в	2	2
220	что на	3	2
221	о том	8	2
222	во всей	1	2
223	эта первая	1	2
224	момент в	2	2
225	можем сказать	1	2
226	чрезвычайно характерно	1	2
227	один из	6	2
228	и по	3	2
229	с ним	6	2
230	но это	10	2
231	и для	4	2
232	для этого	2	2
233	того же	6	2
234	то же	18	2
235	не можем	1	2
236	за счет	2	2
237	образов и	8	2
238	никогда не	6	2
239	последующей жизни	1	2
240	для самого	1	1
241	эдипа и	1	1
242	жизни но	1	1
243	чрезвычайно характерная	1	1
244	вырастает из	1	1
245	во всем	1	1
246	нового мира	1	1
247	мире и	1	1
248	несколько слов	2	1
249	события и	1	1
250	дает нам	2	1
251	что они	3	1
252	хорошо известны	1	1
253	и то	2	1
254	в другой	1	1
255	образом и	2	1
256	в более	1	1
257	на языке	3	1
258	в центре	1	1
259	которая была	1	1
260	мышления в	1	1
261	и законы	1	1
262	и здесь	6	1
263	та же	2	1
264	не позволяет	1	1
265	образов в	12	1
266	и содержания	1	1
267	самым существенным	1	1
268	мир в	4	1
269	а наоборот	1	1
270	же и	2	1
271	о двух	1	1
272	конечно есть	1	1
273	со всем	2	1
274	нельзя сказать	1	1
275	в коем	1	1
276	данном случае	4	1
277	различие между	1	1
278	она как	1	1
279	никаких сомнений	2	1
280	на вопрос	1	1
281	было на	1	1
282	время говорит	1	1
283	их лежит	1	1
284	широких кругах	1	1
285	которая в	2	1
286	время и	2	1
287	все последующие	1	1
288	и того	1	1
289	чем на	2	1
290	с одной	2	1
291	все люди	1	1
292	уже в	1	1
293	отец этот	1	1
294	во власти	1	1
295	мог бы	1	1
296	тогда когда	3	1
297	мы отвлечемся	1	1
298	до мельчайших	2	1
299	не будем	3	1
300	одна и	1	1
301	еще более	1	1
302	любовь к	1	1
303	уже здесь	1	1
304	это и	10	1
305	нужно искать	2	1
306	несмотря на	3	1
307	этой же	2	1
308	но именно	2	1
309	и основной	1	1
310	значение имеют	1	1
311	говорит и	2	1
312	же совершенно	1	1
313	характер этого	1	1
314	внешнем мире	2	1
315	уже знаем	1	1
316	для всего	3	1
317	на своей	1	1
318	мы чувствуем	1	1
319	хотя и	6	1
320	в разных	2	1
321	смысл и	1	1
322	этом отношении	7	1
323	художественной формы	1	1
324	он владеет	1	1
325	с тем	3	1
326	что при	1	1
327	в сущности	13	1
328	отношении оно	1	1
329	никакому сомнению	1	1
330	как раз	5	1
331	ним может	1	1
332	др но	1	1
333	времени не	1	1
334	говорит о	1	1
335	было связано	1	1
336	о нем	2	1
337	таковы основные	3	1
338	в качестве	5	1
339	в году	6	1
340	интерес к	1	1
341	и всегда	1	1
342	нас в	4	1
343	у нас	3	1
344	здесь в	9	1
345	для них	2	1
346	и другими	2	1
347	и органически	1	1
348	это касается	1	1
349	в виду	2	1
350	касается не	1	1
351	тело в	1	1
352	подобно тому	2	1
353	весь мир	10	1
354	последующую жизнь	1	1
355	них почти	1	1
356	всей ее	1	1
357	освобождение от	4	1
358	собою весь	1	1
359	можно было	5	1
360	власти и	1	1
361	связанная с	3	1
362	есть еще	1	1
363	связь с	3	1
364	ведь это	3	1
365	как они	4	1
366	в своих	1	1
367	связи с	7	1
368	как живое	1	1
369	не их	1	1
370	нам в	2	1
371	врача и	2	1
372	на этот	4	1
373	утверждение что	2	1
374	если бы	2	1
375	конечно и	4	1
376	столь же	1	1
377	так во	1	1
378	так было	1	1
379	оказывается в	1	1
380	и сам	2	1
381	и можно	1	1
382	именно здесь	1	1
383	жизнь в	1	1
384	тела может	1	1
385	на такой	1	1
386	но эта	3	1
387	теперь мы	1	1
388	дело в	5	1
389	все моменты	1	1
390	и начинается	1	1
391	он может	2	1
392	и столь	1	1
393	но не	6	1
394	в ходу	1	1
395	менее всего	4	1
396	и эта	2	1
397	форму и	1	1
398	как его	2	1
399	все события	1	1
400	в эпоху	17	1
401	к современной	1	1
402	из того	1	1
403	времени и	4	1
404	этом моменте	1	1
405	и связанные	2	1
406	в конце	12	1
407	самым важным	1	1
408	и разложения	1	1
409	подлежит конечно	1	1
410	случае не	1	1
411	вражда к	1	1
412	в корне	2	1
413	пор еще	2	1
414	случае нельзя	1	1
415	в связи	5	1
416	мы отметили	1	1
417	находит себе	1	1
418	те формы	1	1
419	и они	2	1
420	от серьезности	1	1
421	не подлежит	2	1
422	этой цели	1	1
423	что по	3	1
424	страха и	6	1
425	веры и	1	1
426	в мире	1	1
427	все же	7	1
428	всеми его	2	1
429	основано на	1	1
430	момент и	1	1
431	аналогичны по	1	1
432	жизни в	3	1
433	почти во	1	1
434	не что	1	1
435	а иногда	1	1
436	перейти к	1	1
437	как ее	2	1
438	от этого	2	1
439	приводит к	1	1
440	на все	4	1
441	не имеет	4	1
442	и со	1	1
443	остановимся на	2	1
444	находится во	1	1
445	этом нет	1	1
446	века в	3	1
447	объединяет и	1	1
448	по его	1	1
449	и положительный	1	1
450	этого своеобразного	1	1
451	в свете	3	1
452	собою в	1	1
453	он является	1	1
454	зависимости от	1	1
455	в себя	6	1
456	это было	4	1
457	метафоры и	1	1
458	значение как	2	1
459	роль в	5	1
460	на его	2	1
461	с другом	2	1
462	в смысле	1	1
463	на своем	2	1
464	различные формы	1	1
465	но если	1	1
466	делает его	2	1
467	но особенно	2	1
468	полагает что	1	1
469	самых широких	1	1
470	говорит об	1	1
471	сейчас же	1	1
472	вовсе не	19	1
473	но к	1	1
474	уже не	1	1
475	к тому	4	1
476	это самое	1	1
477	где оно	1	1
478	и момент	1	1
479	ее жизнь	1	1
480	связано с	3	1
481	которые были	2	1
482	не был	1	1
483	сказанного нами	2	1
484	той или	1	1
485	создается чрезвычайно	1	1
486	половые органы	6	1
487	первый взгляд	1	1
488	этот мотив	2	1
489	и были	3	1
490	этих двух	1	1
491	жизнь человека	1	1
492	без всякой	1	1
493	нет ничего	1	1
494	ко всему	3	1
495	и тех	1	1
496	его и	2	1
497	наконец и	1	1
498	всего сказанного	2	1
499	во внешнем	1	1
500	нужно отметить	3	1
501	человека в	1	1
502	опираясь на	1	1
503	он был	8	1
504	на сторону	1	1
505	для его	1	1
506	а с	1	1
507	в данном	4	1
508	и быть	1	1
509	и часто	1	1
510	первый план	3	1
511	и такие	1	1
512	и история	1	1
513	и социального	1	1
514	источник всей	1	1
515	далее и	1	1
516	характер и	2	1
517	вернемся к	6	1
518	не имеют	1	1
519	страх и	1	1
520	и т.д	2	1
521	мы говорили	2	1
522	два момента	1	1
523	мы увидим	1	1
524	отсюда и	1	1
525	в самых	1	1
526	даже и	1	1
527	это достигается	1	1
528	разных местах	2	1
529	т.п и	1	1
530	раз того	1	1
531	с новыми	1	1
532	в течение	3	1
533	и оценок	1	1
534	с нами	1	1
535	разобранный нами	1	1
536	в свою	1	1
537	и почти	2	1
538	его не	5	1
539	сюда входит	1	1
540	наконец в	1	1
541	того чтобы	9	1
542	одной стороны	2	1
543	как известно	2	1
544	и ни	3	1
545	не дает	2	1
546	почти исключительно	1	1
547	здесь только	5	1
548	в другом	4	1
549	для того	8	1
550	всем этим	1	1
551	тому как	2	1
552	это только	1	1
553	вся жизнь	1	1
554	в ней	10	1
555	охарактеризованной нами	1	1
556	утверждают что	3	1
557	мы узнаем	1	1
558	значение и	3	1
559	точно и	1	1
560	в руках	1	1
561	от всех	6	1
562	когда он	2	1
563	нам что	1	1
564	только свои	1	1
565	в образах	9	1
566	у порога	1	1
567	новых и	1	1
568	а не	6	1
569	в человеческом	1	1
570	смерти которая	1	1
571	и та	2	1
572	плана в	1	1
573	и что	3	1
574	как он	3	1
575	для человека	1	1
576	совершенно так	2	1
577	целого в	1	1
578	конечно в	4	1
579	борьба с	3	1
580	ни одно	1	1
581	на объективном	1	1
582	еще в	3	1
583	на другой	1	1
584	рано или	1	1
585	в особом	1	1
586	только роль	1	1
587	находящиеся в	1	1
588	и жизни	2	1
589	уже и	3	1
590	можно ли	1	1
591	от того	3	1
592	но вместе	1	1
593	конечно нет	1	1
594	человека и	1	1
595	говорили что	2	1
596	отметить что	3	1
597	на всю	1	1
598	как один	1	1
599	образы не	1	1
600	очень мало	1	1
601	мы здесь	1	1
602	мотив и	1	1
603	этом своем	1	1
604	являются только	1	1
605	на это	1	1
606	с другой	3	1
607	всех трех	2	1
608	это же	1	1
609	последнее слово	1	1
610	лишь в	3	1
611	в рамках	1	1
612	известной степени	4	1
613	некоторое время	1	1
614	ничего общего	1	1
615	же на	1	1
616	как на	6	1
617	на свет	3	1
618	не абстрактный	1	1
619	его интересует	1	1
620	и еще	1	1
621	же самое	3	1
622	вступают в	2	1
623	которые сделали	1	1
624	что здесь	3	1
625	в эту	2	1
626	золотого века	1	1
627	в комнате	1	1
628	правда он	1	1
629	без всякого	1	1
630	заметить что	2	1
631	дальше ее	1	1
632	не совсем	1	1
633	которой можно	2	1
634	всех областях	1	1
635	ее не	1	1
636	энергии и	1	1
637	общего с	1	1
638	конечно никакому	1	1
639	году в	1	1
640	и враждебно	1	1
641	что для	1	1
642	по которой	1	1
643	материнское лоно	1	1
644	для всей	1	1
645	друг другу	1	1
646	той же	6	1
647	социальные и	1	1
648	он определяет	1	1
649	но вернемся	3	1
650	которые в	1	1
651	на других	1	1
652	для нашего	1	1
653	бы он	2	1
654	о его	1	1
655	часто и	1	1
656	что я	1	1
657	в нашем	3	1
658	с этими	1	1
659	под названием	3	1
660	как я	1	1
661	действительно не	1	1
662	в известной	5	1
663	но вообще	1	1
664	от законов	1	1
665	все остальное	1	1
666	все время	3	1
667	в духе	4	1
668	материал в	1	1
669	или иной	1	1
670	на большой	1	1
671	насквозь и	1	1
672	как наиболее	2	1
673	что она	4	1
674	необходимо остановиться	1	1
675	в атмосфере	12	1
676	и прежде	4	1
677	говорить об	1	1
678	одна из	1	1
679	если они	1	1
680	всего к	1	1
681	деле в	1	1
682	разыгрывается в	2	1
683	году и	1	1
684	в период	2	1
685	формы и	2	1
686	право на	10	1
687	этот момент	3	1
688	по поводу	5	1
689	на место	1	1
690	его к	1	1
691	их на	1	1
692	были в	3	1
693	коем случае	1	1
694	друг с	2	1
695	человек не	1	1
696	это в	3	1
697	с подобными	1	1
698	это уже	1	1
699	сводится в	1	1
700	или поздно	1	1
701	превратить в	1	1
702	к этим	1	1
703	что иное	1	1
704	он действительно	1	1
705	есть ли	1	1
706	из него	1	1
707	его времени	1	1
708	что такие	2	1
709	и материальным	1	1
710	не случайно	3	1
711	мы еще	2	1
712	мы сказали	2	1
713	тела и	14	1
714	себя в	1	1
715	его современников	1	1
716	и особенно	1	1
717	точку зрения	3	1
718	основе их	1	1
719	одного и	1	1
720	вводит нас	1	1
721	тот же	4	1
722	вообще нет	1	1
723	ничего не	5	1
724	знаменитом споре	1	1
725	иное как	1	1
726	теле и	1	1
727	и самый	3	1
728	широко пользуется	1	1
729	к нему	5	1
