N	2gram	Nazirov_Vr	StatiiOP
205	и я	1	6
206	и вообще	1	6
207	еще до	1	6
208	при этом	4	5
209	как говорит	1	5
210	далее в	1	5
211	в духе	1	5
212	целый ряд	4	5
213	в числе	1	5
214	давно уже	3	5
215	в речах	1	5
216	уже не	2	5
217	во многих	1	5
218	но они	1	5
219	до того	1	5
220	и далее	2	5
221	хотя и	1	5
222	его в	3	5
223	в сторону	1	5
224	не был	1	5
225	в москве	1	5
226	столь же	2	5
227	всех этих	1	5
228	один из	1	5
229	о которой	2	5
230	за что	1	5
231	никто не	1	5
232	не знали	1	5
233	ни с	1	5
234	не могло	1	5
235	отношении к	1	5
236	которую он	1	5
237	мировой литературе	1	5
238	не совсем	1	5
239	том же	2	5
240	в мировой	1	5
241	в свое	1	5
242	это и	1	5
243	такое же	1	5
244	раз в	3	5
245	на нее	1	5
246	во многом	4	5
247	как он	1	5
248	можно найти	1	5
249	на это	2	5
250	в предисловии	1	5
251	все что	1	4
252	только что	1	4
253	не являются	1	4
254	из двух	1	4
255	этой поэмы	1	4
256	что ни	1	4
257	было не	1	4
258	не могли	1	4
259	не всегда	1	4
260	как пушкин	1	4
261	и он	2	4
262	тому же	1	4
263	во внимание	1	4
264	в таком	1	4
265	в связи	3	4
266	одна из	2	4
267	в свете	1	4
268	и у	3	4
269	что как	1	4
270	но как	2	4
271	молодой человек	1	4
272	и речи	1	4
273	в развитии	1	4
274	у которого	1	4
275	с которым	2	4
276	если в	1	4
277	в форме	1	4
278	они не	1	4
279	в романе	6	4
280	в процессе	1	4
281	как о	1	4
282	это время	1	4
283	да и	1	4
284	по своей	1	4
285	ничего общего	1	4
286	а б	1	4
287	совпадает с	1	4
288	как известно	1	4
289	тех пор	1	4
290	в обоих	1	4
291	начиная с	2	4
292	с нею	2	4
293	могли быть	2	4
294	для россии	1	4
295	более что	1	4
296	г а	5	4
297	в стиле	1	4
298	и их	1	4
299	в поэме	1	4
300	еще в	1	4
301	в период	2	4
302	же это	1	4
303	но для	1	4
304	русской литературе	3	3
305	не хочет	1	3
306	в пору	1	3
307	их в	2	3
308	гораздо больше	1	3
309	без труда	1	3
310	к этой	1	3
311	к своей	1	3
312	с помощью	1	3
313	я с	1	3
314	во всей	1	3
315	от них	1	3
316	ему не	1	3
317	х годов	4	3
318	есть еще	1	3
319	также в	1	3
320	и перед	1	3
321	бы в	1	3
322	не имел	1	3
323	эти слова	3	3
324	совсем не	1	3
325	в рассказе	1	3
326	не будет	1	3
327	не могла	1	3
328	это же	1	3
329	известном смысле	1	3
330	сам в	1	3
331	дворца в	1	3
332	и самый	1	3
333	чем у	1	3
334	для русской	1	3
335	целого ряда	1	3
336	если это	1	3
337	отношения к	2	3
338	который не	1	3
339	о котором	1	3
340	поцелуй в	1	3
341	это за	1	3
342	в свою	2	3
343	и и	1	3
344	на основе	2	3
345	очень хорошо	2	3
346	россии в	2	3
347	русский народ	1	3
348	николая i	1	3
349	только при	1	3
350	в №	1	3
351	как к	1	3
352	попадает в	1	3
353	но на	1	3
354	эти годы	2	3
355	в нашей	2	3
356	сколько в	1	3
357	от которого	1	3
358	так в	2	3
359	он и	1	3
360	что о	1	3
361	и как	3	3
362	этот раз	1	3
363	на них	1	3
364	существуют в	1	3
365	конечно в	1	3
366	от того	1	3
367	что из	1	3
368	не хотел	1	3
369	в плане	1	3
370	и ее	2	3
371	это можно	1	3
372	в остальном	1	3
373	ни разу	1	3
374	его современников	1	3
375	и наконец	1	3
376	и уже	3	3
377	котором он	1	3
378	для всех	1	2
379	быть иначе	1	2
380	в момент	2	2
381	лет назад	1	2
382	рассказ о	1	2
383	из всех	1	2
384	воспоминания о	1	2
385	истории к	1	2
386	было время	1	2
387	точно так	1	2
388	мнение о	1	2
389	то было	1	2
390	которым он	1	2
391	его произведений	1	2
392	меня в	1	2
393	в польше	1	2
394	роль в	1	2
395	но у	1	2
396	прочим и	1	2
397	я хотел	3	2
398	и стал	2	2
399	ли не	1	2
400	при создании	2	2
401	сам же	1	2
402	известном письме	1	2
403	было в	1	2
404	которой он	1	2
405	письмо к	2	2
406	начал писать	1	2
407	а между	1	2
408	свою очередь	1	2
409	указания на	1	2
410	этот человек	2	2
411	как правило	1	2
412	за него	1	2
413	во франции	1	2
414	тут же	1	2
415	в анненкова	1	2
416	все в	1	2
417	по праву	1	2
418	это письмо	2	2
419	мы знаем	2	2
420	с тех	1	2
421	легенду о	1	2
422	следить за	1	2
423	а за	1	2
424	как по	1	2
425	и можно	1	2
426	права на	2	2
427	в среде	2	2
428	ноября года	2	2
429	сказалось в	1	2
430	уже давно	1	2
431	к вопросу	1	2
432	выражение в	1	2
433	того в	1	2
434	несомненно в	1	2
435	в роман	2	2
436	но зато	1	2
437	годов в	1	2
438	что есть	3	2
439	едва ли	1	2
440	сказался в	1	2
441	что только	1	2
442	и от	1	2
443	всю жизнь	1	2
444	по первому	1	2
445	который был	3	2
446	с ее	1	2
447	в одну	2	2
448	быть и	1	2
449	он уже	1	2
450	и этот	1	2
451	был очень	1	2
452	биографии в	1	2
453	его с	2	2
454	и из	1	2
455	в комментариях	1	2
456	хотя в	1	2
457	это была	1	2
458	за это	1	2
459	событий и	1	2
460	их и	1	2
461	по преимуществу	1	2
462	о своей	1	2
463	но вот	1	2
464	сей день	1	2
465	героев и	1	2
466	с эпохой	1	2
467	из которого	1	2
468	в черновиках	3	2
469	то он	1	2
470	эту сторону	1	2
471	не дают	1	2
472	не знаю	1	2
473	это то	1	2
474	вышел из	1	2
475	а тем	1	2
476	и лишь	1	2
477	совпадают с	1	2
478	он хочет	1	2
479	в письмах	2	2
480	на пять	1	2
481	для публики	1	2
482	тогда как	2	2
483	же только	1	2
484	соответствии с	1	2
485	в глазах	2	2
486	далеко не	3	2
487	в полтаве	1	2
488	только о	1	2
489	в рукописных	1	2
490	близок к	1	2
491	только по	1	2
492	которых он	1	2
493	а это	1	2
494	в литературе	1	2
495	собой в	1	2
496	период работы	1	2
497	без всяких	1	2
498	над тем	1	2
499	по своему	1	2
500	сразу же	1	2
501	что тот	1	2
502	жизнь и	1	2
503	п и	1	2
504	в полной	1	2
505	в комедии	1	2
506	книгой в	2	2
507	нужно было	1	2
508	тем самым	1	2
509	его отношение	1	2
510	живо интересовался	1	2
511	и пытался	1	2
512	в эти	2	2
513	эту сцену	2	2
514	в январе	3	2
515	в известной	1	2
516	на большую	1	1
517	во всем	1	1
518	еще раз	1	1
519	никто из	1	1
520	можно говорить	1	1
521	этого в	1	1
522	уверенности что	1	1
523	героини и	1	1
524	за исключением	1	1
525	не подвергая	1	1
526	за п	1	1
527	мог знать	2	1
528	первой публикации	1	1
529	вопросу о	1	1
530	и был	1	1
531	есть глубоко	1	1
532	какая прелесть	1	1
533	вышла в	1	1
534	него в	1	1
535	одному из	1	1
536	роман в	1	1
537	он отличается	1	1
538	человеческого достоинства	1	1
539	отзывался о	1	1
540	что слово	1	1
541	этими тремя	1	1
542	и самые	1	1
543	к русскому	1	1
544	знаменитое письмо	1	1
545	на свою	1	1
546	не хотят	1	1
547	приближается к	1	1
548	уже на	1	1
549	пор мы	1	1
550	рядом с	2	1
551	новая форма	1	1
552	правда в	1	1
553	там же	2	1
554	ф м	1	1
555	похож на	1	1
556	начинается с	1	1
557	в бою	1	1
558	внимание к	1	1
559	целым рядом	1	1
560	весной года	4	1
561	этом говорят	1	1
562	иметь никакого	1	1
563	время с	1	1
564	и образ	1	1
565	и отчасти	1	1
566	навсегда и	1	1
567	сцена не	1	1
568	с н	1	1
569	россию и	1	1
570	свете этой	1	1
571	н ф	1	1
572	упоминание о	1	1
573	без преувеличения	1	1
574	все свои	1	1
575	их другими	1	1
576	в русских	2	1
577	д в	1	1
578	обратился к	1	1
579	что первая	1	1
580	больше не	1	1
581	в детальный	1	1
582	он ищет	1	1
583	на днях	1	1
584	не вдаваясь	1	1
585	в плен	1	1
586	е годы	1	1
587	и другом	1	1
588	что ее	1	1
589	его журнале	1	1
590	как художнику	1	1
591	к ним	2	1
592	у себя	1	1
593	наряду с	3	1
594	личные симпатии	1	1
595	и взял	1	1
596	такая же	1	1
597	и несомненно	1	1
598	своей эпохи	1	1
599	он сам	2	1
600	совершенно недвусмысленно	1	1
601	не имело	1	1
602	вопрос и	1	1
603	три недели	1	1
604	затем в	1	1
605	себя в	1	1
606	он считал	4	1
607	в подобных	1	1
608	эту историю	1	1
609	с мотивами	1	1
610	ближе к	1	1
611	были известны	1	1
612	для начала	1	1
613	которой обычно	1	1
614	образ петра	1	1
615	девочке но	1	1
616	сюжет в	1	1
617	с концепцией	1	1
618	как нам	1	1
619	в петербурге	1	1
620	один пример	1	1
621	время и	2	1
622	к себе	2	1
623	марта года	3	1
624	обычно не	1	1
625	о себе	3	1
626	не сохранилось	1	1
627	иными словами	1	1
628	писал м	1	1
629	об их	2	1
630	так не	1	1
631	к воспоминаниям	1	1
632	можно признать	1	1
633	чем все	1	1
634	тот кто	1	1
635	поэтому он	1	1
636	январе года	3	1
637	о смерти	1	1
638	и всего	1	1
639	по которому	1	1
640	же года	1	1
641	литературе и	1	1
642	быть приняты	1	1
643	писал об	1	1
644	себе не	1	1
645	человек в	1	1
646	себя как	1	1
647	эпохи во	1	1
648	они как	1	1
649	всех их	1	1
650	связь этого	1	1
651	было выдвинуто	1	1
652	в великом	1	1
653	знать его	1	1
654	полагает что	1	1
655	свое место	1	1
656	тут нет	1	1
657	для правильного	1	1
658	войне и	1	1
659	у целого	1	1
660	в эпиграмме	1	1
661	в вестнике	4	1
662	время широко	1	1
663	узнав о	1	1
664	но которая	1	1
665	вестник европы	1	1
666	чтобы он	3	1
667	существенно что	1	1
668	а россия	1	1
669	человека как	1	1
670	ряда других	1	1
671	более всего	1	1
672	уже по	1	1
673	в ответ	1	1
674	и твердо	1	1
675	своей родной	1	1
676	никого не	1	1
677	одно и	1	1
678	один раз	1	1
679	этой сцене	1	1
680	человек который	1	1
681	вот в	1	1
682	тонкой и	1	1
683	вопрос до	1	1
684	от вас	1	1
685	этот период	1	1
686	россии а	1	1
687	вдаваясь в	1	1
688	так называемую	1	1
689	которого у	1	1
690	под руку	1	1
691	не нужное	1	1
692	у некоторых	1	1
693	последнего в	1	1
694	однако в	1	1
695	году в	2	1
696	и никогда	1	1
697	был в	1	1
698	и есть	1	1
699	и гораздо	1	1
700	в силу	1	1
701	белинского и	1	1
702	печального образа	1	1
703	тогда бы	1	1
704	продолжал считать	1	1
705	как общее	1	1
706	доказывает что	1	1
707	яркое отражение	1	1
708	в разгар	1	1
709	ставил очень	1	1
710	полемика с	1	1
711	м н	1	1
712	н и	1	1
713	в основном	1	1
714	которой не	1	1
715	время по	1	1
716	в литературной	1	1
717	героя в	1	1
718	к брату	1	1
719	романа и	1	1
720	с ним	4	1
721	романа в	1	1
722	года он	3	1
723	в другой	1	1
724	нашего времени	2	1
725	не страшен	1	1
726	действительно можно	1	1
727	сама жизнь	1	1
728	очень высоко	2	1
729	в виноградов	2	1
730	он лишь	1	1
731	на мое	1	1
732	открытий в	1	1
733	равно не	1	1
734	в соответствии	1	1
735	мнение было	1	1
736	самим собой	1	1
737	нашей научной	1	1
738	той духовной	1	1
739	оппозиции которую	1	1
740	и чувств	1	1
741	в составе	1	1
742	никакого влияния	1	1
743	действительно были	1	1
744	но наука	1	1
745	не знал	1	1
746	с такими	1	1
747	с семейством	1	1
748	тридцать лет	1	1
749	город в	1	1
750	наполеона в	1	1
751	правда не	1	1
752	мыслей и	1	1
753	ему и	1	1
754	не принимал	1	1
755	общее дело	1	1
756	возникает вопрос	1	1
757	центрального образа	2	1
758	приняты во	1	1
759	которой был	1	1
760	нас интересует	1	1
761	нет ничего	1	1
762	на россию	1	1
763	будущее россии	1	1
764	его и	2	1
765	входя в	1	1
766	и ставил	1	1
767	критике не	1	1
768	истории человечества	1	1
769	анонимный автор	1	1
770	этой традиции	1	1
771	важнее всего	1	1
772	хочет сделать	1	1
773	ли он	1	1
774	осенью года	1	1
775	он часто	1	1
776	знать и	1	1
777	и наступление	1	1
778	в те	3	1
779	был знаком	1	1
780	о своем	1	1
781	почти одновременно	1	1
782	еще один	1	1
783	каждый из	1	1
784	мотивы и	2	1
785	критика и	1	1
786	автора в	1	1
787	повесть в	1	1
788	от роду	1	1
789	человечества и	1	1
790	не стоит	1	1
791	именно этот	1	1
792	друг друга	1	1
793	революции а	1	1
794	же он	1	1
795	в примечании	2	1
796	человека но	1	1
797	с просьбой	1	1
798	высшей степени	1	1
799	которому в	1	1
800	это сказалось	1	1
801	доступ в	1	1
802	на востоке	1	1
803	на кавказ	2	1
804	ему в	1	1
805	на три	1	1
806	второй половине	1	1
807	не будем	1	1
808	с очень	1	1
809	о появлении	1	1
810	в тюрьме	1	1
811	обоих отзывах	1	1
812	себя на	1	1
813	о нем	6	1
814	конце х	1	1
815	имел в	3	1
816	выросла из	1	1
817	все равно	1	1
818	в повести	2	1
819	без внимания	1	1
820	а о	1	1
821	этого не	1	1
822	что к	2	1
823	примечании к	2	1
824	не противоречат	1	1
825	и начинается	1	1
826	поездке в	1	1
827	в ту	1	1
828	дошла до	1	1
829	интересно в	1	1
830	русской нации	1	1
831	н м	1	1
832	большой успех	1	1
833	не переставал	1	1
834	как свидетельствует	1	1
835	и надеюсь	1	1
836	ввел в	1	1
837	в условиях	1	1
838	комментариях к	1	1
839	за год	2	1
840	из разных	1	1
841	и довольно	1	1
842	романтизма и	1	1
843	бы его	1	1
844	этих строк	1	1
845	летом года	4	1
846	ориентировался на	1	1
847	эти строки	1	1
848	первая часть	1	1
849	предполагать что	1	1
850	в тишине	1	1
851	это как	1	1
852	но при	1	1
853	автора к	1	1
854	что мог	1	1
855	на первое	1	1
856	на той	1	1
857	одну из	1	1
858	едва ль	1	1
859	знать кто	1	1
860	была ему	1	1
861	он смотрел	1	1
862	вестнике европы	4	1
863	характерно для	1	1
864	не с	1	1
865	они без	1	1
866	говорит я	1	1
867	что образ	1	1
868	ему было	1	1
869	с первого	1	1
870	считать что	1	1
871	и т.д	1	1
872	симптоматично что	1	1
873	сказал что	1	1
874	верил в	1	1
875	с различными	1	1
876	февраля года	4	1
877	говорилось выше	1	1
878	не писал	1	1
879	в высшей	1	1
880	же в	2	1
881	никому не	1	1
882	говорить об	1	1
883	идет не	1	1
884	он неизменно	1	1
885	об этой	2	1
886	о близкой	1	1
887	пришел к	2	1
888	теперь это	1	1
889	хорошо знает	1	1
890	нетрудно заметить	1	1
891	себе очень	1	1
892	а н	2	1
893	момент его	1	1
894	по нашему	3	1
895	более того	1	1
