N	3gram	Losev_Vesc	Freidism
127	в общую систему	1	1
128	оставаясь на почве	1	1
129	он и не	1	1
130	оно и есть	1	1
131	в коем случае	1	1
132	и не было	1	1
133	в свое время	2	1
134	и пр но	1	1
135	отличает его от	1	1
136	нам не дает	1	1
137	динамика и ее	1	1
138	отождествление себя с	1	1
139	современной философии и	1	1
140	на вопрос о	1	1
141	в то время	4	1
142	ничего сказать не	1	1
143	и быть не	1	1
144	но даже и	2	1
145	и то же	5	1
146	нам судить о	1	1
147	ничего не говорит	1	1
148	но что же	2	1
149	все же не	3	1
150	ними уже не	1	1
151	случае не может	1	1
152	уже не может	3	1
153	и один из	1	1
154	что необходимо для	1	1
155	ничего не было	1	1
156	не было бы	1	1
157	друг с другом	2	1
158	видим таким образом	1	1
159	точки зрения строгой	1	1
160	каких бы то	1	1
161	не подозревает о	1	1
162	в своих прежних	2	1
163	но и все	1	1
164	не что иное	12	1
165	только один из	2	1
166	для того что	1	1
167	и думаю что	1	1
168	другими словами –	1	1
169	вовсе не есть	6	1
170	дело в том	4	1
171	она не может	3	1
172	а есть только	2	1
173	ни в коем	1	1
174	или по крайней	2	1
175	одно и то	5	1
176	таким образом что	1	1
177	как мы видим	1	1
178	не может в	1	1
179	даже не пытается	1	1
180	мы не знаем	1	1
181	один из основных	1	1
182	так же как	2	1
183	д таким образом	1	1
184	в истории философии	1	1
185	между ними в	1	1
186	только потому что	1	1
187	это уже не	1	1
188	смысле этого слова	1	1
189	и таким образом	2	1
190	но как раз	1	1
191	потому что оно	1	1
192	никакого отношения к	2	1
193	можно говорить о	2	1
194	то что же	2	1
195	что между ними	1	1
196	точки зрения этого	1	1
197	и в то	3	1
198	может обойтись без	1	1
199	есть прежде всего	4	1
200	быть может наиболее	1	1
201	и следовательно вне	1	1
202	не только не	4	1
203	есть не что	8	1
204	надо было бы	1	1
205	но в чем	2	1
206	нею как и	1	1
207	не может обойтись	1	1
208	мы видим таким	1	1
209	во всех видах	1	1
210	в своем месте	1	1
211	и со стороны	1	1
212	одну или другую	2	1
213	нужно сказать что	2	1
214	же как он	1	1
215	и все же	1	1
216	– в этом	1	1
217	что с точки	1	1
218	что иное как	12	1
219	не нуждается в	1	1
220	это выражение и	1	1
221	но все же	2	1
222	и что он	1	1
223	личности а не	1	1
224	мы находим в	2	1
225	с большим трудом	1	1
226	это – не	1	1
227	и в нем	1	1
228	как бы ни	2	1
229	оно все же	1	1
230	если это не	1	1
231	от всех других	1	1
232	из того что	3	1
233	можем ли мы	1	1
234	тот же основной	1	1
235	таким образом и	1	1
236	является одним из	1	1
237	не то что	1	1
238	оно может быть	1	1
239	даже и не	2	1
240	между ними уже	1	1
241	но так как	1	1
242	при таких условиях	1	1
243	тот или иной	1	1
244	можно было бы	3	1
245	ничто нам не	1	1
246	или хотя бы	1	1
247	еще ничего не	1	1
248	– об этом	1	1
249	свой смысл и	1	1
250	в основе своей	2	1
251	коем случае не	1	1
252	прежде всего на	1	1
253	не есть только	5	1
254	мы уже сказали	1	1
255	это было бы	1	1
