N	3gram	Vygotskiy_	Narrotol
173	а не только	1	1
174	это могло бы	1	1
175	в последних словах	1	1
176	не то что	3	1
177	сад и в	1	1
178	не мог бы	1	1
179	одним и тем	3	1
180	может быть только	1	1
181	и т д	6	1
182	например в том	1	1
183	то что было	1	1
184	в евгении онегине	1	1
185	же обстоит дело	2	1
186	и тем же	3	1
187	в каждой из	1	1
188	в противоречие с	1	1
189	никак не можем	2	1
190	каждого из нас	1	1
191	по крайней мере	1	1
192	как и для	1	1
193	и ему не	1	1
194	всего тем что	1	1
195	не до конца	1	1
196	один и тот	1	1
197	этой точки зрения	3	1
198	том или ином	1	1
199	и в самом	3	1
200	той же самой	1	1
201	которые могли бы	1	1
202	самом деле не	1	1
203	одна из них	2	1
204	как один из	1	1
205	жизни но и	2	1
206	и тем более	1	1
207	то что здесь	1	1
208	в себе два	1	1
209	в то время	4	1
210	это действительно так	2	1
211	на этот вопрос	5	1
212	за пределами этой	1	1
213	но еще не	1	1
214	не для того	4	1
215	данном случае в	1	1
216	именно в этом	2	1
217	и не только	1	1
218	как и на	1	1
219	не что иное	2	1
220	ни одна из	2	1
221	и та же	3	1
222	потому что на	1	1
223	и здесь мы	1	1
224	мы узнаем о	1	1
225	ответ на этот	2	1
226	том что именно	1	1
227	столичной жизни с	1	1
228	жизни и смерти	1	1
229	о смерти он	2	1
230	по его словам	1	1
231	то время как	4	1
232	не в одинаковой	1	1
233	с самого начала	5	1
234	что толстой в	1	1
235	том что он	4	1
236	и не то	1	1
237	и что в	5	1
238	же как и	1	1
239	у него нет	1	1
240	том что с	1	1
241	же самое происходит	1	1
242	отдельного слова в	1	1
243	одна и та	2	1
244	того что есть	1	1
245	по его мнению	4	1
246	вместо того чтобы	1	1
247	как это делает	3	1
248	то что мы	2	1
249	в основе своей	1	1
250	в том виде	1	1
251	должен был бы	3	1
252	прежде всего тем	1	1
253	что и в	1	1
254	и о которой	1	1
255	построена таким образом	1	1
256	ни в чем	1	1
257	на эту тему	1	1
258	с этой точки	3	1
259	мы не можем	2	1
260	в сущности говоря	8	1
261	может быть и	2	1
