N	2gram	Trubetskoy	Freidism
235	сейчас же	1	3
236	и смерть	1	3
237	связано с	2	3
238	на этой	1	3
239	что мы	2	3
240	ни на	1	3
241	этот период	2	3
242	в одном	3	3
243	уже в	2	3
244	как на	8	3
245	сильное влияние	1	3
246	не совсем	1	3
247	тем же	1	3
248	в нашем	1	3
249	с этими	1	3
250	о том	6	3
251	во всей	1	3
252	в сознании	1	3
253	на этот	4	3
254	влечения к	1	3
255	а следовательно	1	3
256	из него	2	3
257	того же	6	3
258	бы то	2	3
259	только не	2	3
260	видели что	1	3
261	мы видим	1	3
262	они не	1	3
263	похоже на	1	3
264	к сознанию	1	3
265	у нас	1	3
266	одним из	2	3
267	но для	1	3
268	такой же	1	3
269	случае не	3	3
270	и как	3	3
271	на все	2	3
272	один и	1	3
273	в свой	1	3
274	и следовательно	1	3
275	человека является	1	3
276	и таким	3	3
277	жизни по	2	3
278	сих пор	5	3
279	сказать и	1	3
280	ни один	2	3
281	между тем	2	3
282	когда он	3	3
283	не приходится	1	3
284	и является	2	3
285	как не	1	3
286	себя в	1	3
287	природы и	1	3
288	них не	2	3
289	и от	4	3
290	и есть	1	3
291	чаще всего	1	3
292	а как	1	3
293	в эпоху	7	3
294	на это	1	3
295	новое и	1	2
296	и другие	3	2
297	социальной жизни	1	2
298	случае в	1	2
299	и этот	1	2
300	в момент	1	2
301	к этой	1	2
302	жизни а	1	2
303	очень много	2	2
304	его с	1	2
305	тогда когда	2	2
306	для себя	1	2
307	человек может	1	2
308	и их	1	2
309	к учению	1	2
310	из которых	4	2
311	не как	2	2
312	не исчерпывается	2	2
313	и об	1	2
314	в отношении	6	2
315	же что	1	2
316	от этих	1	2
317	это есть	1	2
318	их не	1	2
319	в первом	1	2
320	но все	7	2
321	жизнь в	1	2
322	не позволяет	1	2
323	учения о	1	2
324	отношения к	1	2
325	в мире	5	2
326	а именно	1	2
327	в широком	1	2
328	и так	1	2
329	его все	1	2
330	только для	2	2
331	не имеет	5	2
332	является для	1	2
333	отличается от	2	2
334	да и	1	2
335	роли в	1	2
336	эта сила	1	2
337	от всей	1	2
338	при помощи	1	2
339	нет в	1	2
340	и смерти	1	2
341	все они	1	2
342	в такой	1	2
343	бы и	1	2
344	должно быть	1	2
345	одни из	1	2
346	совершенно иной	2	2
347	ибо не	1	2
348	в течение	4	2
349	связана с	2	2
350	одной стороны	7	2
351	относится к	2	2
352	представляет собой	3	2
353	являются не	1	2
354	его уже	1	2
355	психологии но	1	2
356	по учению	3	2
357	при таких	1	2
358	материи и	1	2
359	превращается в	2	2
360	без труда	1	2
361	в глаза	1	2
362	же самое	2	2
363	всего этого	1	2
364	с другой	8	2
365	на более	1	2
366	в отличие	1	2
367	когда человек	2	2
368	заметить что	1	2
369	и во	1	2
370	но именно	1	2
371	психологии мы	1	2
372	теперь уже	1	2
373	друг друга	1	2
374	бы в	1	2
375	в связь	1	2
376	подойти к	3	2
377	его можно	2	2
378	из этой	2	2
379	как к	1	2
380	что с	1	2
381	в заблуждение	1	2
382	ничем не	4	2
383	зависит от	1	2
384	с одной	7	2
385	и через	1	2
386	личной жизни	1	2
387	ни было	2	2
388	такое же	1	2
389	в качестве	3	2
390	на которой	1	2
391	того момента	2	2
392	весь мир	1	2
393	в каком-либо	1	2
394	в их	1	2
395	как по	1	2
396	а также	2	2
397	в конце	6	2
398	основные черты	1	2
399	ясно что	3	2
400	он в	2	2
401	же как	3	2
402	не есть	1	2
403	но когда	2	2
404	стремление к	1	2
405	следовательно и	1	2
406	должны прежде	1	2
407	от этого	1	2
408	о которых	1	2
409	это было	1	2
410	связанный с	2	2
411	в эту	2	2
412	жизни то	1	2
413	в одной	1	2
414	с первого	1	2
415	на них	1	2
416	ко всему	2	2
417	могли бы	1	2
418	а с	7	2
419	отличие от	1	2
420	ли это	2	2
421	человека все	1	2
422	его не	2	2
423	обстоит дело	1	2
424	к этим	1	2
425	объясняется и	1	2
426	дело не	1	2
427	является его	1	2
428	всех других	2	2
429	вспомним что	1	2
430	в нашей	1	2
431	входит в	1	2
432	не следует	1	2
433	но вместе	2	2
434	то или	2	2
435	думать что	1	2
436	или иное	2	2
437	когда мы	1	2
438	уклон в	1	2
439	и ввести	1	2
440	образом в	5	2
441	или иной	2	2
442	но если	2	2
443	из этого	2	2
444	там где	1	2
445	то в	1	2
446	конце концов	3	2
447	своей психической	1	2
448	чтобы не	1	2
449	в одну	1	2
450	он должен	1	2
451	мира в	1	2
452	не к	2	2
453	быть даже	2	1
454	их при	1	1
455	мировоззрением и	1	1
456	к сожалению	3	1
457	мир не	1	1
458	ни чувств	2	1
459	находим в	1	1
460	они являются	1	1
461	мире и	1	1
462	утверждать что	2	1
463	котором они	1	1
464	рождение и	1	1
465	по существу	2	1
466	можно говорить	1	1
467	и здесь	2	1
468	та же	1	1
469	с момента	1	1
470	его успех	1	1
471	на неудачу	1	1
472	то есть	4	1
473	над тем	1	1
474	а ко	1	1
475	части тела	1	1
476	т.е к	1	1
477	распространено убеждение	1	1
478	из таких	1	1
479	и должно	1	1
480	эти особенности	1	1
481	или по	2	1
482	дело с	1	1
483	и далее	1	1
484	до самого	1	1
485	даже в	1	1
486	из всех	3	1
487	а у	1	1
488	эта новая	1	1
489	в разных	2	1
490	с внутренней	1	1
491	которые играют	1	1
492	но тем	1	1
493	человек есть	1	1
494	труда и	1	1
495	однако еще	1	1
496	образ с	1	1
497	что человек	1	1
498	внешнее сходство	1	1
499	следует упомянуть	1	1
500	требует от	2	1
501	ни желаний	1	1
502	его от	2	1
503	по-видимому и	1	1
504	с собой	1	1
505	оно превращается	1	1
506	только еще	1	1
507	должен был	4	1
508	чтобы в	1	1
509	его существовании	1	1
510	начинается с	1	1
511	не более	1	1
512	время как	1	1
513	отличаются от	2	1
514	же приходится	1	1
515	тот запас	1	1
516	их и	1	1
517	совершенно особую	1	1
518	необходимо с	1	1
519	таково в	1	1
520	именно не	1	1
521	это состояние	1	1
522	оно есть	1	1
523	человека для	1	1
524	своей души	1	1
525	и прочими	1	1
526	тем что	1	1
527	тела и	1	1
528	тяжелое душевное	1	1
529	еще хуже	1	1
530	она является	1	1
531	то время	1	1
532	представление о	6	1
533	особенно к	2	1
534	общем можно	1	1
535	эти черты	2	1
536	характер этого	1	1
537	относящиеся к	1	1
538	с тем	18	1
539	под знаменем	1	1
540	которое тоже	1	1
541	это относится	1	1
542	находит себе	1	1
543	о полном	2	1
544	к нам	1	1
545	к искусству	1	1
546	последнее вполне	1	1
547	ли не	1	1
548	похожим на	1	1
549	выход из	2	1
550	только те	1	1
551	в слове	1	1
552	со всем	1	1
553	так называемая	1	1
554	сравнению с	2	1
555	своего отца	1	1
556	вследствие этого	1	1
557	он вполне	1	1
558	них в	1	1
559	в вопросах	1	1
560	представляется в	1	1
561	по крайней	5	1
562	играют такую	1	1
563	на одном	1	1
564	и нет	3	1
565	это был	1	1
566	нет ничего	1	1
567	и того	1	1
568	знаем и	1	1
569	на три	1	1
570	ничего в	1	1
571	может таким	1	1
572	похож на	2	1
573	к нирване	2	1
574	было в	1	1
575	знаем о	1	1
576	что душой	1	1
577	после того	1	1
578	смерти и	1	1
579	переходили в	1	1
580	силы и	2	1
581	широких слоев	1	1
582	и заставляет	2	1
583	говорить не	1	1
584	наконец в	2	1
585	но даже	1	1
586	на друга	2	1
587	этой борьбы	1	1
588	по сравнению	2	1
589	явления и	1	1
590	характер не	1	1
591	и другой	2	1
592	них как	1	1
593	не должны	2	1
594	еще на	2	1
595	и тогда	4	1
596	идти по	1	1
597	и больше	2	1
598	целым рядом	1	1
599	между отдельными	1	1
600	к своим	4	1
601	в которую	1	1
602	за собой	3	1
603	в строгом	1	1
604	людей и	2	1
605	врач дает	1	1
606	целый ряд	4	1
607	уже почти	1	1
608	и представлениями	1	1
609	душу и	1	1
610	что когда	1	1
611	образы не	1	1
612	любви к	1	1
613	так называемых	1	1
614	найти выход	1	1
615	не представляет	1	1
616	основанная на	1	1
617	всего что	1	1
618	всегда и	3	1
619	друг на	2	1
620	имеем в	1	1
621	этого мира	1	1
622	известной степени	1	1
623	некоторое время	1	1
624	на одну	1	1
625	разные стороны	1	1
626	человек должен	2	1
627	этого изложения	1	1
628	без всякого	1	1
629	настоящее время	1	1
630	которых он	1	1
631	в сфере	1	1
632	затем в	1	1
633	этих последних	1	1
634	когда тот	1	1
635	в самую	1	1
636	момента когда	1	1
637	была еще	1	1
638	таких условиях	1	1
639	одной из	5	1
640	а между	1	1
641	к которому	2	1
642	никаких нравственных	3	1
643	же она	1	1
644	это отличие	1	1
645	что самый	1	1
646	природы не	1	1
647	том же	1	1
648	он может	1	1
649	культурных ценностей	4	1
650	не похоже	1	1
651	этого слова	1	1
652	до известной	1	1
653	однако в	1	1
654	от них	2	1
655	что даже	1	1
656	друг с	5	1
657	у них	3	1
658	в пользу	2	1
659	нет никаких	1	1
660	к ее	1	1
661	ними в	1	1
662	в настоящее	1	1
663	крайней мере	5	1
664	жизни с	1	1
665	с того	2	1
666	эту эпоху	1	1
667	которое следует	1	1
668	убеждение что	2	1
669	уже с	3	1
670	все в	1	1
671	заставляет его	1	1
672	целому ряду	1	1
673	веры и	1	1
674	и весь	1	1
675	связан с	2	1
676	это органическое	1	1
677	что они	1	1
678	в свое	1	1
679	телом и	1	1
680	или к	1	1
681	эти элементы	1	1
682	им возможность	1	1
683	ему в	2	1
684	но этим	1	1
685	различие между	1	1
686	несколько иной	1	1
687	мы ничего	1	1
688	с процессом	1	1
689	совсем так	1	1
690	он постоянно	1	1
691	имеющие ничего	1	1
692	имеется и	1	1
693	он усматривает	1	1
694	считать вполне	1	1
695	и раньше	1	1
696	души и	1	1
697	культуры на	2	1
698	с системой	1	1
699	из своих	2	1
700	два раза	1	1
701	деле если	1	1
702	смысле этого	1	1
703	далее в	1	1
704	не знаем	1	1
705	участие в	1	1
706	все прочие	1	1
707	основана на	1	1
708	в ином	1	1
709	в виде	4	1
710	однако не	1	1
711	чем в	1	1
712	в будущем	1	1
713	вообще же	1	1
714	нет для	2	1
715	у всех	2	1
716	жизни это	1	1
717	пути и	1	1
718	что к	1	1
719	форме он	1	1
720	к чему	1	1
721	без остатка	2	1
722	прежде чем	1	1
723	что его	1	1
724	согласно учению	1	1
725	который как	1	1
726	во внимание	1	1
727	но эта	1	1
728	на нее	3	1
729	это мы	1	1
730	которые как	1	1
731	себе задачей	1	1
732	он один	2	1
733	и своего	1	1
734	желаний ни	1	1
735	которых является	1	1
736	результате соединения	1	1
737	основано на	2	1
738	при таком	2	1
739	души в	1	1
740	мира и	1	1
741	время после	2	1
742	проникают в	1	1
743	а иногда	1	1
744	перейти к	1	1
745	этот второй	1	1
746	можно только	2	1
747	обмануть его	1	1
748	мировоззрения в	1	1
749	здесь не	1	1
750	и это	2	1
751	в сторону	1	1
752	с другом	5	1
753	в смысле	4	1
754	в каждой	1	1
755	из одного	1	1
756	на себе	1	1
757	особенно в	2	1
758	как результат	1	1
759	тем более	1	1
760	всех народов	1	1
761	совершенно ясно	1	1
762	не был	1	1
763	только он	1	1
764	той или	2	1
765	людей в	1	1
766	момента этой	1	1
767	иметь в	1	1
768	не имея	1	1
769	материалом для	1	1
770	находит свое	1	1
771	и других	1	1
772	действия в	1	1
773	борьбу с	1	1
774	надо было	2	1
775	сил на	1	1
776	связи с	9	1
777	в наше	1	1
778	через всю	1	1
779	с новыми	1	1
780	в нормальной	1	1
781	так называемой	2	1
782	но при	2	1
783	чтобы он	1	1
784	в унисон	1	1
785	против самого	1	1
786	никакой новой	1	1
787	т.е с	1	1
788	можно назвать	2	1
789	с особым	1	1
790	социальной группе	1	1
791	не по	1	1
792	таким именно	1	1
793	наиболее ярким	1	1
794	души на	1	1
795	этих трех	1	1
796	это для	1	1
797	характерны для	1	1
798	взглянуть на	1	1
799	оставаясь в	1	1
800	это по	1	1
801	чувств ни	2	1
802	к тем	1	1
803	всей этой	1	1
804	и образуют	1	1
805	но зато	1	1
806	бы например	2	1
807	их с	1	1
808	не с	2	1
809	дает им	1	1
810	пор не	1	1
811	оказывается что	3	1
812	в начале	2	1
813	в учении	1	1
814	мыслей желаний	1	1
815	конечно нет	1	1
816	для человеческой	1	1
817	для обеих	1	1
818	влечениями и	1	1
819	ему возможность	1	1
820	и т.д	6	1
821	мысль о	2	1
822	сознание своей	3	1
823	и совершенно	1	1
824	этой эпохи	4	1
825	что дает	1	1
826	всех его	1	1
827	этим дело	1	1
828	которой можно	1	1
829	одного из	1	1
830	общего с	2	1
831	культуры и	3	1
832	и никогда	1	1
833	этого внутреннего	1	1
834	не похожи	1	1
835	здесь к	1	1
836	этот путь	2	1
837	с самых	2	1
838	которые в	2	1
839	обеих сторон	1	1
840	перед самой	1	1
841	благодаря этому	2	1
842	которое мы	1	1
843	культуры мы	1	1
844	происхождение всех	1	1
845	нашей точки	1	1
846	для каждого	2	1
847	из старых	1	1
848	т.е как	1	1
849	нам все	1	1
850	же в	1	1
851	бытия и	1	1
852	о превращении	1	1
853	русский или	1	1
854	иной раз	2	1
855	на то	2	1
856	должны признать	2	1
857	следует заметить	1	1
858	на душу	1	1
859	события в	1	1
860	жизни каждого	1	1
861	психики это	1	1
862	может и	1	1
863	растворяется в	1	1
864	его смерти	2	1
865	и охотно	1	1
866	есть ли	1	1
867	таким же	1	1
868	дает ему	1	1
869	и особенно	2	1
870	происходит в	1	1
871	есть не	1	1
872	образом он	1	1
873	и самый	1	1
874	мира с	1	1
875	и сами	2	1
876	так называемом	1	1
877	котором он	1	1
