N	2gram	Propp_Isto	RusskieA
769	уже знаем	5	2
770	в другой	3	2
771	этот не	1	2
772	такое толкование	1	2
773	н п	1	2
774	борьбы с	1	2
775	оно не	2	2
776	не ясно	2	2
777	во что	1	2
778	самом деле	1	2
779	отличаются от	1	2
780	можно согласиться	1	2
781	приведенных материалах	1	2
782	показать что	1	2
783	вокруг него	1	2
784	их к	1	2
785	если это	2	2
786	обращается к	4	2
787	материалы дают	1	2
788	и действительно	4	2
789	имеем здесь	1	2
790	отправляется в	1	2
791	относящиеся к	1	2
792	к самым	1	2
793	как не	1	2
794	и так	2	2
795	такие представления	2	2
796	этим в	1	2
797	направление в	1	2
798	себя и	1	2
799	становится ясным	2	2
800	более поздний	1	2
801	дело так	1	2
802	при всех	1	2
803	нет в	2	2
804	в народной	1	2
805	перед нами	4	2
806	хотя есть	1	2
807	случай этот	1	2
808	всем этом	1	2
809	магическую силу	1	2
810	с места	1	2
811	можно установить	1	2
812	что такие	1	2
813	вытекает из	2	2
814	в иных	1	2
815	приведенные материалы	3	2
816	ясно и	1	2
817	не имеют	3	2
818	такую же	1	2
819	и если	4	2
820	относится к	2	2
821	ее до	1	2
822	что если	2	2
823	не могло	2	2
824	которые можно	1	2
825	всей европе	2	2
826	необходимо рассмотреть	1	2
827	ее с	2	2
828	он есть	1	2
829	ногами и	1	2
830	тому и	1	2
831	например на	2	2
832	по представлению	1	2
833	к другому	2	2
834	представлениями о	3	2
835	красно солнышко	1	2
836	объяснения этого	1	2
837	в золотой	4	2
838	в ряд	3	2
839	полей и	1	2
840	с его	4	2
841	приводят нас	1	2
842	подойти к	1	2
843	чтобы лучше	1	2
844	на дерево	1	2
845	д и	1	2
846	что есть	1	2
847	но оно	3	2
848	смерть и	1	2
849	ответ на	6	2
850	обе стороны	2	2
851	но на	1	2
852	в более	3	2
853	они не	4	2
854	ни с	2	2
855	на тех	1	2
856	всего комплекса	1	2
857	или когда	3	2
858	подробное описание	1	2
859	этих животных	1	2
860	сказки о	2	2
861	иногда как	1	2
862	как у	2	2
863	состоят из	1	2
864	здесь в	1	2
865	чтобы получить	2	2
866	силу и	3	2
867	участие в	2	2
868	основана на	1	2
869	в церковь	1	2
870	однако не	1	2
871	к заключению	2	2
872	но эта	2	2
873	дело в	1	2
874	здесь все	1	2
875	чтобы быть	1	2
876	очень много	2	2
877	в ряде	1	2
878	случае не	1	2
879	и без	1	2
880	этой цели	1	2
881	случаях когда	7	2
882	не дают	2	2
883	здесь говорится	1	2
884	что им	1	2
885	у древних	1	2
886	право на	5	2
887	или их	1	2
888	с другом	1	2
889	должен быть	2	2
890	встречаются в	1	2
891	тем более	2	2
892	о своих	1	2
893	что эти	4	2
894	еще до	1	2
895	может иметь	1	2
896	случаи когда	4	2
897	же из	1	2
898	а как	2	2
899	же к	1	2
900	полагали что	1	2
901	огонь и	3	2
902	ту или	1	2
903	в частности	3	2
904	составные части	1	2
905	только у	2	2
906	в начале	2	2
907	лучше понять	1	2
908	останавливаться на	1	2
909	на смерть	1	2
910	царство мертвых	5	2
911	во всю	1	2
912	и звезды	1	2
913	отношение к	6	2
914	если предположить	1	2
915	для такого	1	2
916	этом и	2	2
917	в царство	10	2
918	общая картина	1	2
919	же можно	4	2
920	в деталях	1	2
921	как игра	1	2
922	к новому	1	2
923	здесь имеем	3	2
924	а через	1	2
925	не едят	1	2
926	в ту	1	2
927	только одну	1	2
928	фрэзер i	1	2
929	этому вопросу	1	2
930	об обряде	1	2
931	и наконец	6	2
932	на ту	2	2
933	женщины в	1	1
934	можно наблюдать	2	1
935	нем иногда	1	1
936	то этим	2	1
937	е с	1	1
938	в самом	2	1
939	видели в	1	1
940	в три	1	1
941	можно заметить	1	1
942	более высокой	1	1
943	в развитых	2	1
944	еще раз	1	1
945	религии и	1	1
946	что представление	1	1
947	этого сходства	1	1
948	и очень	1	1
949	известно и	1	1
950	еще более	1	1
951	указывает на	1	1
952	общую картину	1	1
953	с бубнами	1	1
954	только что	1	1
955	и пришли	2	1
956	рассказ о	2	1
957	обряд но	1	1
958	главный жрец	1	1
959	ясно почему	1	1
960	не видели	1	1
961	из материалов	1	1
962	в египетской	1	1
963	распространено и	1	1
964	и другую	2	1
965	обеим сторонам	1	1
966	все ясно	2	1
967	материалам и	1	1
968	и устраивают	1	1
969	очень напоминают	1	1
970	два обстоятельства	1	1
971	день за	1	1
972	а совершенно	1	1
973	формы в	1	1
974	ссылаясь на	1	1
975	интересен и	1	1
976	с рождением	2	1
977	этот момент	1	1
978	же относится	1	1
979	бегство в	1	1
980	еще нужно	1	1
981	это обычно	1	1
982	которой они	2	1
983	сказку как	1	1
984	однако из	1	1
985	те же	2	1
986	таких представлений	2	1
987	если нет	1	1
988	по-видимому не	1	1
989	объяснить его	1	1
990	три ночи	2	1
991	него в	1	1
992	форма его	1	1
993	ты не	1	1
994	громовника или	1	1
995	голове на	1	1
996	не меняет	1	1
997	по мере	1	1
998	отдельно от	1	1
999	в состязаниях	2	1
1000	переходит к	1	1
1001	нас особенно	1	1
1002	на смену	2	1
1003	в предыдущей	1	1
1004	к тебе	1	1
1005	в борьбе	1	1
1006	или во	1	1
1007	в мифе	4	1
1008	праздник для	1	1
1009	мы начнем	1	1
1010	вот что	1	1
1011	сделать некоторые	1	1
1012	относится и	1	1
1013	и сам	3	1
1014	сидит он	1	1
1015	происходит не	1	1
1016	на свою	1	1
1017	и возвращается	2	1
1018	болезней и	1	1
1019	в некотором	1	1
1020	вопрос этот	1	1
1021	его помощник	1	1
1022	античности в	1	1
1023	что весь	1	1
1024	магическая сила	1	1
1025	мы и	1	1
1026	мифе о	4	1
1027	выражено в	2	1
1028	другую сторону	1	1
1029	развития но	1	1
1030	его на	2	1
1031	но далеко	1	1
1032	не единственное	1	1
1033	можно еще	1	1
1034	при крещении	1	1
1035	не умирают	1	1
1036	его уже	1	1
1037	по своим	3	1
1038	может дать	1	1
1039	тризны не	1	1
1040	другой на	1	1
1041	в иной	3	1
1042	особым интересом	1	1
1043	за ней	1	1
1044	себя не	1	1
1045	другие исследователи	1	1
1046	указывалось выше	1	1
1047	не объяснена	1	1
1048	отца и	2	1
1049	встречается чаще	1	1
1050	других так	1	1
1051	смысл этого	1	1
1052	за один	1	1
1053	обращение к	1	1
1054	не удается	2	1
1055	таким способом	1	1
1056	и смерти	1	1
1057	в заупокойном	1	1
1058	в брак	4	1
1059	с раздвинутыми	1	1
1060	первый взгляд	5	1
1061	происхождение этого	2	1
1062	имеется какая-то	1	1
1063	если при	1	1
1064	не здесь	1	1
1065	представления могут	1	1
1066	приведем еще	2	1
1067	нам не	1	1
1068	там его	1	1
1069	здесь достаточно	1	1
1070	в первую	8	1
1071	уже давно	1	1
1072	в религии	1	1
1073	книге о	2	1
1074	не могли	1	1
1075	да все	1	1
1076	в сказку	1	1
1077	по тем	1	1
1078	которой он	3	1
1079	ст в	1	1
1080	этом а	1	1
1081	доказать что	1	1
1082	применялись в	1	1
1083	хотя бы	1	1
1084	царство смерти	1	1
1085	но ему	1	1
1086	этом мы	2	1
1087	выходит из	1	1
1088	двора и	1	1
1089	от обряда	1	1
1090	другое значение	1	1
1091	в другом	2	1
1092	стоят в	2	1
1093	в верхнее	1	1
1094	он содержит	1	1
1095	по традиции	1	1
1096	когда им	1	1
1097	а после	2	1
1098	из их	1	1
1099	имея в	1	1
1100	из себя	1	1
1101	кто-нибудь другой	1	1
1102	с теорией	1	1
1103	солнце и	3	1
1104	представлением о	2	1
1105	в маске	1	1
1106	у их	1	1
1107	борьбе с	2	1
1108	идет по	1	1
1109	может служить	1	1
1110	указать что	2	1
1111	за собой	2	1
1112	собственно не	3	1
1113	точно так	2	1
1114	приходит к	4	1
1115	самый факт	1	1
1116	и была	1	1
1117	превращается в	10	1
1118	не вполне	5	1
1119	материалы приводят	2	1
1120	вяжется с	1	1
1121	иногда прямо	1	1
1122	отметить что	2	1
1123	природой он	1	1
1124	за рамки	1	1
1125	в странах	1	1
1126	за тридевять	8	1
1127	но этот	1	1
1128	не приходится	1	1
1129	других что	1	1
1130	установить что	2	1
1131	совершенно ясна	2	1
1132	плодов земли	1	1
1133	свинью или	1	1
1134	ней и	1	1
1135	здесь пока	1	1
1136	можем предположить	2	1
1137	на могиле	1	1
1138	ее но	1	1
1139	почему и	1	1
1140	нас на	1	1
1141	него не	1	1
1142	с иным	1	1
1143	наряду с	2	1
1144	ее как	2	1
1145	в мировом	1	1
1146	знают только	1	1
1147	они должны	3	1
1148	а только	1	1
1149	за него	4	1
1150	такая же	1	1
1151	же она	1	1
1152	место для	1	1
1153	как от	1	1
1154	этого огня	1	1
1155	все время	2	1
1156	приобщения к	1	1
1157	на того	1	1
1158	самую глухую	1	1
1159	рассмотрим сперва	2	1
1160	согласиться с	2	1
1161	ясно во	2	1
1162	по одной	1	1
1163	яйца на	1	1
1164	здесь выражено	1	1
1165	уже нельзя	1	1
1166	есть некоторые	1	1
1167	выходя из	1	1
1168	не мог	1	1
1169	неи в	2	1
1170	специфический характер	1	1
1171	того же	3	1
1172	этом же	2	1
1173	чем это	1	1
1174	в связь	1	1
1175	и становится	4	1
1176	и подобные	1	1
1177	свойства и	1	1
1178	это настолько	1	1
1179	обряд а	1	1
1180	дать более	1	1
1181	образом на	1	1
1182	прямо или	1	1
1183	же представления	1	1
1184	высокой ступени	1	1
1185	в подобных	1	1
1186	и юноши	1	1
1187	древние времена	1	1
1188	только одна	2	1
1189	с перенесением	2	1
1190	как причина	2	1
1191	он имел	1	1
1192	на почве	1	1
1193	материалами в	1	1
1194	которую они	1	1
1195	и оба	1	1
1196	значение имеет	1	1
1197	еще одну	1	1
1198	мировом фольклоре	1	1
1199	см гл	1	1
1200	хотелось бы	1	1
1201	и стад	1	1
1202	ниже мы	1	1
1203	характер состязания	4	1
1204	которое он	1	1
1205	совершенно другой	1	1
1206	один пример	1	1
1207	похожи на	1	1
1208	туда не	1	1
1209	указать на	1	1
1210	где это	2	1
1211	его у	2	1
1212	на спине	1	1
1213	можно думать	1	1
1214	в состоянии	4	1
1215	что уже	1	1
1216	первый раз	1	1
1217	первые три	1	1
1218	материалы по	1	1
1219	объяснение в	1	1
1220	и молнии	1	1
1221	играх и	1	1
1222	имеется и	1	1
1223	если они	4	1
1224	полной ясности	2	1
1225	почему в	1	1
1226	это обстоятельство	2	1
1227	в жертву	1	1
1228	обряд состоит	1	1
1229	отнести и	1	1
1230	два раза	1	1
1231	они будут	1	1
1232	не от	3	1
1233	в третьем	1	1
1234	и выражено	1	1
1235	распространена в	1	1
1236	здесь явно	1	1
1237	в угол	1	1
1238	отсюда видно	6	1
1239	иногда подчеркивается	1	1
1240	в результате	1	1
1241	не знает	2	1
1242	такое понимание	2	1
1243	не о	1	1
1244	интересно что	1	1
1245	в народных	1	1
1246	как видно	1	1
1247	значение они	1	1
1248	с двумя	1	1
1249	что его	2	1
1250	что за	3	1
1251	кто сорвал	1	1
1252	точности соответствует	1	1
1253	более поздние	2	1
1254	при каждом	1	1
1255	что не	3	1
1256	другой способ	1	1
1257	но для	3	1
1258	каждый день	1	1
1259	имеются в	1	1
1260	вопрос почему	1	1
1261	из мифа	1	1
1262	на третий	1	1
1263	время как	4	1
1264	в бане	1	1
1265	самый акт	1	1
1266	есть та	2	1
1267	не есть	1	1
1268	ним не	1	1
1269	рядом с	1	1
1270	основано на	1	1
1271	боятся его	1	1
1272	водой и	2	1
1273	как полагали	3	1
1274	лежит не	1	1
1275	в исторической	1	1
1276	не представляет	5	1
1277	с некоторой	1	1
1278	связь этого	2	1
1279	нам также	1	1
1280	глазах у	1	1
1281	отличается тем	1	1
1282	себе и	3	1
1283	материалы показывают	3	1
1284	достаточно чтобы	1	1
1285	всех народов	1	1
1286	будет сказать	1	1
1287	им или	1	1
1288	а потом	4	1
1289	сказках герой	1	1
1290	сказки а	1	1
1291	вверх и	1	1
1292	или за	1	1
1293	нами как	2	1
1294	эта волшебная	1	1
1295	для его	1	1
1296	лица и	1	1
1297	до другого	1	1
