N	2gram	Trubetskoy	Komedia
377	его и	2	3
378	совершенно не	2	3
379	и более	2	3
380	ни у	1	3
381	к своим	1	3
382	состоит в	2	3
383	если мы	1	3
384	только при	1	3
385	том же	2	3
386	казалось бы	1	3
387	в самой	1	3
388	они были	1	3
389	нет ни	1	3
390	бы на	1	3
391	не являются	1	3
392	в виде	3	3
393	от друга	2	3
394	указывает на	2	3
395	сведения о	1	3
396	этой цели	1	3
397	является не	2	3
398	на все	1	3
399	нисколько не	2	3
400	должен быть	1	3
401	и таким	1	3
402	в одной	1	3
403	на такое	1	3
404	на них	1	3
405	ко всему	1	3
406	и потому	3	3
407	она не	2	3
408	но при	1	3
409	таким же	3	3
410	стало быть	1	3
411	в большинстве	3	3
412	идет речь	4	3
413	числе и	1	3
414	они не	1	3
415	обеих сторон	2	3
416	по этому	2	3
417	это в	2	3
418	надо признать	3	3
419	в эпоху	1	3
420	его творчество	1	3
421	он с	1	3
422	в лице	1	3
423	пути к	2	3
424	в известной	1	3
425	не к	2	3
426	на эти	1	2
427	же и	1	2
428	более что	1	2
429	те же	1	2
430	точно так	2	2
431	одному из	2	2
432	остановиться на	1	2
433	что народ	1	2
434	связь с	1	2
435	или для	1	2
436	ко всем	3	2
437	на которых	1	2
438	ни одна	3	2
439	на земле	4	2
440	же образом	2	2
441	к каким	1	2
442	к которой	6	2
443	из всего	1	2
444	превращается в	1	2
445	принадлежат к	2	2
446	вся его	1	2
447	отношению ко	1	2
448	к самому	1	2
449	в собственном	1	2
450	в порядке	2	2
451	и те	2	2
452	от своей	2	2
453	перед собой	1	2
454	как только	1	2
455	на первый	1	2
456	себя от	3	2
457	мысли что	1	2
458	следовало бы	1	2
459	которой он	4	2
460	считает себя	2	2
461	она могла	1	2
462	не должен	2	2
463	с какими-нибудь	1	2
464	двух других	1	2
465	чтобы они	1	2
466	без всякого	1	2
467	для всей	1	2
468	этот человек	2	2
469	что все	3	2
470	в зависимости	1	2
471	к ее	1	2
472	они могут	1	2
473	которую можно	1	2
474	то в	3	2
475	общественной жизни	2	2
476	собой и	3	2
477	она и	1	2
478	хочет быть	1	2
479	ним в	1	2
480	всех остальных	1	2
481	и сама	1	2
482	в тот	1	2
483	согласии с	1	2
484	с другими	1	2
485	они будут	2	2
486	не была	1	2
487	очевидно что	1	2
488	для творчества	1	2
489	большинстве случаев	2	2
490	между прочим	1	2
491	его жизни	1	2
492	к вопросу	4	2
493	к мысли	1	2
494	за другой	1	2
495	человека а	1	2
496	чтобы понять	2	2
497	однако и	1	2
498	в лучшем	3	2
499	мы уже	2	2
500	ту же	1	2
501	к новым	1	2
502	мир со	1	2
503	на чем	1	2
504	на нем	1	2
505	если же	2	2
506	за ними	1	2
507	себе на	1	2
508	и является	2	2
509	чем больше	1	2
510	для человека	1	2
511	время когда	2	2
512	себя на	2	2
513	сами эти	2	2
514	своим собственным	1	2
515	этот вопрос	2	2
516	вот в	1	2
517	не сам	1	2
518	с людьми	1	2
519	бы его	2	2
520	найти в	1	2
521	что только	2	2
522	теми же	1	2
523	в общем	1	2
524	за нее	2	2
525	бы ни	2	2
526	с ее	1	2
527	понять что	2	2
528	при жизни	1	2
529	идет в	1	2
530	не будет	7	2
531	в состав	1	2
532	должна быть	2	2
533	которых мы	1	2
534	в жизни	1	2
535	и при	6	2
536	о какой-то	1	2
537	никак не	1	2
538	европейской культуры	2	2
539	сводится к	3	2
540	подходим к	1	2
541	и поскольку	1	2
542	в союзе	1	2
543	для каждого	1	2
544	жизни в	5	2
545	себя и	5	2
546	о котором	3	2
547	подходить к	1	2
548	в семье	1	2
549	перед нами	1	2
550	из области	1	2
551	тем у	1	2
552	в положении	3	2
553	он еще	1	2
554	это только	2	2
555	ввести в	1	2
556	быть не	1	2
557	именно на	2	2
558	отношении к	2	2
559	нельзя отрицать	1	2
560	таким путем	1	2
561	известной степени	1	2
562	ее не	1	2
563	от которой	1	2
564	и дать	1	2
565	не знаем	1	2
566	только с	2	2
567	но это	2	2
568	в согласии	1	2
569	не будучи	1	2
570	этом случае	3	2
571	в любви	1	2
572	из отдельных	1	2
573	нас не	1	2
574	к соединению	4	2
575	еще и	1	2
576	от которого	1	2
577	для него	6	2
578	не для	1	2
579	образа жизни	1	2
580	того что	3	2
581	ее в	2	2
582	в полном	1	2
583	была бы	1	2
584	а о	1	2
585	этого не	2	2
586	которые как	1	2
587	понимать как	1	2
588	свидетельствуют о	1	2
589	все эти	2	2
590	при таком	1	2
591	войти в	1	2
592	чтобы сделать	1	2
593	что эти	1	2
594	к одному	1	2
595	и только	5	2
596	как же	1	2
597	усомниться в	1	2
598	это как	1	2
599	характера в	1	2
600	имеет в	1	2
601	у кого	1	2
602	с ней	1	2
603	тем самым	2	2
604	как не	1	2
605	человека с	1	2
606	со своими	1	2
607	помнить что	2	2
608	здесь же	1	2
609	сам а	1	2
610	остается только	1	2
611	мы подходим	1	1
612	то хотя	1	1
613	человек может	1	1
614	союзе с	1	1
615	был и	3	1
616	только чтобы	1	1
617	которые не	1	1
618	в такое	1	1
619	вмешательства в	1	1
620	которых идет	1	1
621	том чем	1	1
622	в применении	1	1
623	отношениях к	1	1
624	вопросу о	3	1
625	эта идея	1	1
626	очевидно также	1	1
627	в разных	1	1
628	которой они	1	1
629	том к	1	1
630	в некоторых	2	1
631	не вызывает	1	1
632	единственное что	1	1
633	привести к	1	1
634	общими для	1	1
635	между интересами	1	1
636	и говорить	1	1
637	бы найти	1	1
638	в различных	1	1
639	в борьбе	2	1
640	он имеет	1	1
641	к полной	1	1
642	или от	2	1
643	на такой	2	1
644	мысль о	1	1
645	к внешней	1	1
646	при том	4	1
647	в стремлении	1	1
648	народа это	1	1
649	представители этого	1	1
650	о полном	1	1
651	людей или	2	1
652	резкий перелом	1	1
653	выход из	1	1
654	в одно	1	1
655	на эту	2	1
656	всю эту	2	1
657	собой не	1	1
658	перешла в	1	1
659	отличается от	2	1
660	по своим	1	1
661	мало того	1	1
662	себя не	1	1
663	службу к	1	1
664	но мы	3	1
665	и стал	1	1
666	так например	1	1
667	мира сего	1	1
668	основанный на	2	1
669	и причинах	1	1
670	первый взгляд	1	1
671	может привести	1	1
672	природы в	1	1
673	зазрения совести	1	1
674	на этой	2	1
675	в данном	7	1
676	первый и	1	1
677	применении к	1	1
678	нет ибо	1	1
679	работать на	1	1
680	даже и	2	1
681	ибо ни	1	1
682	направленная против	1	1
683	говорить не	1	1
684	входит в	1	1
685	по возможности	1	1
686	но даже	2	1
687	за отсутствием	1	1
688	являются не	1	1
689	не допускать	1	1
690	совершенно очевидно	2	1
691	что вся	1	1
692	для нее	2	1
693	он считает	1	1
694	будет найден	2	1
695	по созданию	1	1
696	борьбе с	3	1
697	совершенно различных	1	1
698	целое а	1	1
699	для данного	1	1
700	входящего в	1	1
701	а между	5	1
702	быть таким	1	1
703	можно спорить	1	1
704	значительной степени	1	1
705	отклик в	1	1
706	отметить что	2	1
707	точке зрения	3	1
708	всегда и	1	1
709	то дело	1	1
710	настоящее время	2	1
711	это два	1	1
712	мечтать о	1	1
713	именно так	1	1
714	политической жизни	2	1
715	есть по	1	1
716	без того	1	1
717	не умеет	1	1
718	в данной	1	1
719	исходит из	1	1
720	именно с	1	1
721	этой роли	2	1
722	особенно часто	1	1
723	были бы	2	1
724	будущем его	1	1
725	разницей что	1	1
726	не требуется	1	1
727	не просто	2	1
728	быта и	1	1
729	свое собственное	2	1
730	особенность этой	1	1
731	никакому сомнению	1	1
732	его идеи	1	1
733	в культурной	1	1
734	и весь	1	1
735	лишь тогда	1	1
736	только не	1	1
737	ее и	1	1
738	еще одну	1	1
739	сейчас в	1	1
740	человеку не	1	1
741	а наоборот	1	1
742	на такую	2	1
743	с единым	1	1
744	образом как	1	1
745	и интенсивности	1	1
746	на том	3	1
747	время в	2	1
748	более глубоко	1	1
749	его себе	1	1
750	прийти к	1	1
751	сущности и	1	1
752	его лежит	1	1
753	создателей и	1	1
754	с нею	3	1
755	что при	1	1
756	полная возможность	1	1
757	в удовлетворении	1	1
758	всегда быть	1	1
759	полной мере	1	1
760	в управлении	1	1
761	не поднимется	1	1
762	или не	1	1
763	и некоторые	1	1
764	или хотя	1	1
765	человек и	1	1
766	цивилизации и	1	1
767	себя как	2	1
768	том и	2	1
769	которой она	2	1
770	во главе	2	1
771	для решения	1	1
772	следовательно и	2	1
773	которые якобы	1	1
774	вот на	1	1
775	нас от	1	1
776	в сторону	1	1
777	а только	1	1
778	из одного	1	1
779	своих отношениях	1	1
780	могло бы	1	1
781	он сам	3	1
782	той или	3	1
783	которой на	1	1
784	характера ибо	1	1
785	в пучину	1	1
786	только от	1	1
787	о себе	1	1
788	но как	1	1
789	участию в	1	1
790	более на	1	1
791	свое место	1	1
792	не видят	1	1
793	чтобы он	1	1
794	зрения в	1	1
795	другом и	2	1
796	при отсутствии	2	1
797	которые и	1	1
798	в область	1	1
799	постепенно в	1	1
800	от которых	1	1
801	известные элементы	1	1
802	иметь в	1	1
803	с общим	1	1
804	его жизнь	1	1
805	и сократ	1	1
806	чтобы их	2	1
807	однако если	1	1
808	как поступить	1	1
809	важно только	1	1
810	значение и	1	1
811	всякого другого	1	1
812	душой не	1	1
813	общей для	1	1
814	еще была	1	1
815	тот или	1	1
816	него на	1	1
817	знаем что	3	1
818	крайней мере	1	1
819	то по	1	1
820	культуры и	2	1
821	что во	1	1
822	и ставит	1	1
823	в семью	1	1
824	тем легче	1	1
825	стоит только	2	1
826	общественном сознании	1	1
827	принадлежность к	2	1
828	от некоторых	1	1
829	подходе к	1	1
830	в противном	1	1
831	ибо в	3	1
832	приходится признать	1	1
833	или иного	2	1
834	он должен	5	1
835	одного и	1	1
836	сделано в	1	1
837	любви и	1	1
838	образованием и	1	1
839	себе самом	1	1
840	трудно сказать	1	1
841	на деле	1	1
842	и этот	3	1
843	друга в	1	1
844	то есть	1	1
845	на совершенно	2	1
846	других и	1	1
847	из таких	1	1
848	не идет	1	1
849	освободиться от	1	1
850	этого мало	1	1
851	всех других	1	1
852	бы привести	1	1
853	придает ей	1	1
854	который оказывается	1	1
855	них то	1	1
856	требовать от	1	1
857	по восстановлению	3	1
858	такого же	1	1
859	которому принадлежит	1	1
860	кто не	1	1
861	но только	1	1
862	в заблуждение	2	1
863	самим собой	12	1
864	сил и	3	1
865	с таким	1	1
866	о своей	1	1
867	будет несомненно	1	1
868	и будет	1	1
869	и действительно	1	1
870	можно назвать	1	1
871	виде как	1	1
872	из тех	1	1
873	вопрос приходится	1	1
874	для переговоров	2	1
875	находит возможным	1	1
876	быть назван	1	1
877	к какому	1	1
878	может не	3	1
879	данном случае	3	1
880	говорить и	1	1
881	эта последняя	1	1
882	тем чем	1	1
883	по крайней	1	1
884	к той	2	1
885	этому мнению	1	1
886	такое положение	1	1
887	все они	3	1
888	к индивидуальному	1	1
889	ни к	7	1
890	нее так	1	1
891	и довольно	1	1
892	к спасению	1	1
893	между несколькими	1	1
894	язык и	1	1
895	своей собственной	1	1
896	в очень	1	1
897	в значительной	3	1
898	какие же	1	1
899	это особенно	1	1
900	свидетельства о	1	1
901	усугубляет свою	1	1
902	и тогда	2	1
903	политического деятеля	1	1
904	с большой	1	1
905	народа и	2	1
906	всего на	1	1
907	не захотел	1	1
908	и вся	1	1
909	не могло	1	1
910	силы в	1	1
911	чтобы она	2	1
912	ее с	1	1
913	если этот	1	1
914	если человек	2	1
915	человека к	1	1
916	в совершенно	4	1
917	образом по	1	1
918	особенно следует	1	1
919	в силе	1	1
920	им в	1	1
921	это же	1	1
922	к удовлетворению	1	1
923	проявляется в	2	1
924	при котором	3	1
925	виде и	1	1
926	и придают	1	1
927	нас важно	1	1
928	нельзя было	1	1
929	на поддержку	1	1
930	он может	1	1
931	на службу	1	1
932	этого слова	1	1
933	для этих	1	1
934	культурной жизни	2	1
935	работая над	1	1
936	взгляде на	2	1
937	же он	1	1
938	в настоящее	2	1
939	если только	2	1
940	точку зрения	4	1
941	другом не	1	1
942	его можно	1	1
943	дело сделано	1	1
944	жизни но	1	1
945	общественное мнение	1	1
946	следить за	1	1
947	то они	1	1
948	постольку поскольку	1	1
949	различны в	1	1
950	сами себя	1	1
951	когда речь	1	1
952	ему что	1	1
953	ибо его	1	1
954	без них	1	1
955	и того	1	1
956	оказывается способным	1	1
957	обе эти	1	1
958	для всякого	1	1
959	все таки	4	1
960	упускать из	1	1
961	тому чтобы	4	1
962	культуры в	3	1
963	ничего кроме	1	1
964	знаем и	1	1
965	и результаты	1	1
966	будет ли	2	1
967	без зазрения	1	1
968	был в	1	1
969	и всегда	1	1
970	узнаем что	1	1
971	на самом	6	1
972	на которой	2	1
973	чем должна	1	1
974	смысле этого	1	1
975	не допускает	1	1
976	в русском	1	1
977	особое значение	1	1
978	это отношение	1	1
979	от своих	1	1
980	на спасение	1	1
981	что первое	1	1
982	то к	1	1
983	дело в	1	1
984	том виде	1	1
985	обезопасить себя	1	1
986	и другое	1	1
987	исходят из	1	1
988	наблюдение над	1	1
989	сама по	2	1
990	положение в	1	1
991	стоящих перед	1	1
992	ибо при	1	1
993	так часто	2	1
994	если и	1	1
995	или даже	1	1
996	заботясь о	1	1
997	естественно что	2	1
998	соединяется с	1	1
999	стремление к	7	1
1000	противном случае	1	1
1001	или другая	1	1
1002	и стать	1	1
1003	в такой	1	1
1004	с чертами	1	1
1005	та или	1	1
1006	то естественно	1	1
1007	и постоянно	1	1
1008	к блестящему	1	1
1009	ему как	1	1
1010	в создании	1	1
1011	бы это	1	1
1012	другом случае	2	1
1013	основанной на	1	1
1014	основе его	1	1
1015	которая как	1	1
1016	отказа от	1	1
1017	того или	2	1
1018	и внутреннее	1	1
1019	и эти	1	1
1020	это конечно	1	1
1021	только к	3	1
1022	в полной	1	1
1023	каждая из	1	1
1024	над своим	1	1
1025	по которому	1	1
1026	мы рассмотрели	1	1
1027	случае если	3	1
1028	он принимает	1	1
1029	ни один	1	1
1030	и ни	3	1
1031	который мы	1	1
1032	также и	1	1
1033	из среды	1	1
1034	своих интересов	1	1
1035	из нас	1	1
1036	однако ни	1	1
1037	мы должны	7	1
1038	подтверждают и	1	1
1039	быть и	2	1
1040	у народа	1	1
1041	в прошлом	1	1
1042	отказ от	1	1
1043	говоря о	2	1
1044	привел их	1	1
1045	с понятием	1	1
1046	уже знаем	1	1
1047	судить об	1	1
1048	этом вопросе	1	1
1049	зависимость от	2	1
1050	но совершенно	2	1
1051	богу а	1	1
1052	родственных с	1	1
1053	наконец что	1	1
1054	и признание	1	1
1055	можно сказать	1	1
1056	они принадлежат	2	1
1057	сторон в	1	1
1058	этом и	2	1
1059	эту мысль	1	1
1060	люди по	1	1
1061	к участию	1	1
1062	же дело	2	1
1063	или иной	5	1
1064	же будет	1	1
1065	происходит в	1	1
1066	и прежде	1	1
1067	том случае	4	1
1068	делает возможным	1	1
1069	этом если	1	1
1070	же это	1	1
1071	ничего подобного	1	1
1072	может и	1	1
1073	лучшем случае	3	1
1074	для эпохи	1	1
1075	и ничего	1	1
1076	не можем	2	1
1077	себе и	4	1
1078	и наконец	2	1
1079	иное как	1	1
1080	без помощи	1	1
