N	3gram	Losev_Prob	Literetu
199	то что к	1	1
200	но не только	1	1
201	обращаясь к своим	1	1
202	и вполне закономерно	1	1
203	бы ни были	1	1
204	отнюдь не случайно	1	1
205	и в особенности	1	1
206	в это время	3	1
207	мандельштам еще в	1	1
208	здесь как и	1	1
209	в этом же	1	1
210	как это было	1	1
211	и для всех	1	1
212	не что иное	3	1
213	более и более	1	1
214	человека в этом	1	1
215	и даже в	1	1
216	нет у нас	1	1
217	хотя и не	3	1
218	хотя бы на	2	1
219	но так или	1	1
220	в одной из	1	1
221	у того же	2	1
222	мира и жизни	2	1
223	в войне и	1	1
224	одним и тем	1	1
225	но в то	2	1
226	нам представляется что	1	1
227	содержит в себе	1	1
228	как мы видели	1	1
229	как раз в	1	1
230	это и не	2	1
231	только потому что	1	1
232	другой стороны он	1	1
233	уже не просто	1	1
234	себе в третьем	1	1
235	с самого начала	3	1
236	том что он	3	1
237	он не мог	1	1
238	в первую очередь	1	1
239	у него нет	1	1
240	жизни в ее	1	1
241	в начале стихотворения	1	1
242	рассматриваться в качестве	1	1
243	как человек и	1	1
244	а заодно и	1	1
245	а так как	1	1
246	что иное как	3	1
247	он все еще	1	1
248	это свидетельствует о	3	1
249	и притом в	1	1
250	вопрос о том	1	1
251	является одним из	1	1
252	это и есть	2	1
253	не только как	1	1
254	перед ним и	1	1
255	имеем дело с	1	1
256	но и для	1	1
257	что несмотря на	1	1
258	в сущности говоря	1	1
