N	2gram	Propp_Isto	Tragedij
344	когда в	3	1
345	но уже	1	1
346	и доброго	1	1
347	героя и	5	1
348	в чем	5	1
349	ли это	1	1
350	но мы	3	1
351	и стал	4	1
352	смысл этого	1	1
353	тогда как	4	1
354	бы в	1	1
355	за того	8	1
356	только он	2	1
357	в них	4	1
358	на них	1	1
359	ее отцу	1	1
360	во всех	8	1
361	задачи он	2	1
362	может погибнуть	1	1
363	во всяком	3	1
364	и потому	1	1
365	он впадает	1	1
366	не встречает	1	1
367	и дело	2	1
368	я его	3	1
369	попал в	2	1
370	что вот	1	1
371	но как	4	1
372	он же	2	1
373	так создается	1	1
374	это как	2	1
375	того самого	1	1
376	и цель	1	1
377	в котором	3	1
378	ему в	1	1
379	не могли	1	1
380	как нечто	1	1
381	и новые	2	1
382	восходит к	3	1
383	ей матерью	1	1
384	которой он	3	1
385	эта связь	7	1
386	него руку	2	1
387	связи с	3	1
388	за этими	1	1
389	о личных	1	1
390	его а	1	1
391	него есть	3	1
392	силы и	1	1
393	была его	1	1
394	хотя бы	1	1
395	она не	3	1
396	связь и	2	1
397	эти слова	1	1
398	своими товарищами	1	1
399	этом мы	2	1
400	того чтобы	1	1
401	и если	4	1
402	на другой	2	1
403	но не	8	1
404	в другом	2	1
405	в каких	2	1
406	этом мире	1	1
407	представляет собой	8	1
408	и должна	1	1
409	в ней	4	1
410	вот почему	1	1
411	у ней	1	1
412	что нужно	1	1
413	вот сейчас	1	1
414	эта деталь	1	1
415	однако ни	1	1
416	обстоит дело	1	1
417	мы опять	1	1
418	миф о	2	1
419	в условиях	1	1
420	в сибири	1	1
421	самом деле	1	1
422	он стал	2	1
423	уже было	1	1
424	из себя	1	1
425	этой связи	2	1
426	только раз	1	1
427	в которой	2	1
428	это говорит	1	1
429	не исключено	1	1
430	этот сын	1	1
431	именно на	2	1
432	не понимает	1	1
433	никого не	1	1
434	а не	9	1
435	а по	2	1
436	только на	2	1
437	и их	1	1
438	свою жизнь	1	1
439	всей европе	2	1
440	есть и	6	1
441	один раз	1	1
442	не могла	1	1
443	связь между	1	1
444	это была	1	1
445	можно было	3	1
446	в форме	4	1
447	к смерти	1	1
448	тем и	1	1
449	странное место	1	1
450	и хотя	3	1
451	доходит до	3	1
452	и знает	1	1
453	не вполне	5	1
454	этого образа	1	1
455	рассказывает о	1	1
456	по своей	1	1
457	он есть	1	1
458	вступления в	1	1
459	ту же	3	1
460	ребенок не	1	1
461	вы не	1	1
462	это может	1	1
463	отца он	1	1
464	в обоих	1	1
465	над ним	1	1
466	отметить что	2	1
467	по вопросу	1	1
468	или как	1	1
469	на смерть	1	1
470	должны были	4	1
471	жизни на	1	1
472	с визгом	1	1
473	перед ним	2	1
474	всего что	1	1
475	но этот	1	1
476	не раз	1	1
477	в какой-то	1	1
478	с другим	1	1
479	того кто	3	1
480	опять к	1	1
481	могло быть	2	1
482	знает и	1	1
483	из книги	1	1
484	я в	1	1
485	за этим	1	1
486	к ним	3	1
487	или вообще	1	1
488	т п	1	1
489	вдруг на	2	1
490	не получил	1	1
491	чтобы сохранить	1	1
492	ту сторону	2	1
493	в книге	5	1
494	в точности	2	1
495	он в	4	1
496	к ней	3	1
497	и вне	1	1
498	что ты	1	1
499	как мы	6	1
500	со своими	1	1
501	за тебя	3	1
502	не для	1	1
503	во многом	1	1
504	и о	2	1
505	ее не	1	1
506	в голове	1	1
507	вот я	1	1
508	его как	2	1
509	он спешит	1	1
510	наряду с	2	1
511	руку и	3	1
512	и др	4	1
513	затем он	2	1
514	это мы	1	1
515	еще ничего	1	1
516	хлеб и	1	1
517	только по	1	1
518	характерно что	2	1
519	обратимся к	2	1
520	именно так	1	1
521	узнаем в	1	1
522	с особой	1	1
523	не значит	1	1
524	сел на	2	1
525	и от	5	1
526	при случае	1	1
527	и есть	2	1
528	роль играет	1	1
529	он показывает	7	1
530	все время	2	1
531	причем в	3	1
532	на этот	4	1
533	всех видах	1	1
534	из трех	1	1
535	для понимания	1	1
536	силой что	1	1
537	с сыном	1	1
538	согласиться с	2	1
539	этого слова	1	1
540	например в	6	1
541	к женщине	3	1
542	что именно	2	1
543	право на	5	1
544	а это	1	1
545	за год	1	1
546	но если	2	1
547	время он	1	1
548	о своих	1	1
549	в литературе	2	1
550	в области	3	1
551	и по	7	1
552	и эта	5	1
553	наблюдать и	1	1
554	ни за	2	1
555	это в	3	1
556	исключено что	1	1
557	дочь и	5	1
558	всяком случае	3	1
559	на котором	3	1
560	теперь уже	2	1
561	для чего	1	1
562	враждебное отношение	1	1
563	не удалось	1	1
564	на поиски	2	1
565	что сам	1	1
566	превратился в	4	1
567	три года	2	1
568	не самому	1	1
569	за себя	1	1
570	мы пойдем	1	1
571	он с	1	1
572	и наконец	6	1
573	некоторые черты	2	1
574	что на	1	1
575	вплоть до	2	1
576	с того	5	1
577	на ту	2	1
578	в полночь	2	1
579	поэтому он	1	1
