N	2gram	Potebnia_M	Russkaja
188	из всех	1	2
189	же образом	1	2
190	от нас	3	2
191	с ним	7	2
192	будет ли	1	2
193	в некоторых	4	2
194	от этой	1	2
195	для нас	29	2
196	видеть в	3	2
197	на которой	1	2
198	касается до	3	2
199	ни в	2	2
200	в результате	1	2
201	том и	2	2
202	нельзя считать	1	2
203	в этих	10	2
204	у него	3	2
205	по себе	24	2
206	и человек	3	2
207	их не	2	2
208	чтобы в	1	2
209	и даже	4	2
210	если не	5	2
211	бы для	2	2
212	от друга	3	2
213	ее в	1	2
214	не о	1	2
215	а во-вторых	1	2
216	что ничего	1	2
217	но совершенно	2	2
218	на такой	2	2
219	все эти	3	2
220	на себя	1	2
221	но для	1	2
222	том же	3	2
223	указывает на	2	2
224	в таком	7	2
225	принадлежат к	1	2
226	отношения к	2	2
227	тому что	4	2
228	не подлежит	1	2
229	помнить что	6	2
230	их в	2	2
231	большинстве случаев	1	2
232	мы указали	1	2
233	и вместе	5	2
234	следовательно и	2	2
235	только для	7	2
236	отличается от	1	2
237	нисколько не	2	2
238	так же	7	2
239	друг от	3	2
240	тогда как	10	2
241	в других	6	2
242	если же	5	2
243	уже не	4	2
244	все члены	1	2
245	деятельности и	5	2
246	то которое	1	2
247	с этим	11	2
248	остается в	1	2
249	его и	1	2
250	того или	1	2
251	совершенно не	1	2
252	мы можем	10	2
253	и более	3	2
254	всю свою	1	2
255	в таких	2	2
256	в котором	5	2
257	мы уже	1	2
258	даже и	4	2
259	она не	3	2
260	при отсутствии	1	2
261	в течение	2	2
262	но даже	2	2
263	в ней	9	2
264	во многих	5	2
265	и тогда	2	2
266	могут не	3	2
267	такое стремление	1	2
268	и тем	5	2
269	для нее	4	2
270	народа и	2	2
271	а не	38	2
272	народов и	1	2
273	но она	3	2
274	только на	4	2
275	отношении к	1	2
276	ни от	1	2
277	точно так	18	2
278	и что	13	2
279	не должен	1	2
280	чтобы она	1	2
281	время когда	2	2
282	и тот	1	2
283	на основании	3	2
284	этого не	2	2
285	в начале	2	2
286	говоря о	3	2
287	факт что	1	2
288	по отношению	15	2
289	тем самым	6	2
290	этот вопрос	2	2
291	от своей	1	2
292	существование в	1	2
293	любви к	1	2
294	состоит в	1	2
295	на это	2	2
296	только с	1	2
297	бы его	1	2
298	друг другу	4	2
299	их к	2	2
300	этом и	1	2
301	смотрят на	1	2
302	в глазах	4	2
303	такое соединение	1	2
304	что только	1	2
305	и от	5	2
306	но в	12	2
307	и есть	4	2
308	по этому	2	2
309	место в	3	2
310	так что	23	2
311	и о	3	2
312	если они	1	2
313	как будто	2	2
314	бы ни	8	2
315	всех народов	1	2
316	в области	1	2
317	некоторых из	1	2
318	но это	7	2
319	во время	5	2
320	не можем	5	2
321	и деятельности	2	2
322	свое собственное	1	2
323	не к	1	2
324	к нему	2	2
325	такой взгляд	2	1
326	когда он	1	1
327	тем не	11	1
328	средствами а	1	1
329	себе самом	1	1
330	есть цель	1	1
331	не доходят	1	1
332	ее части	1	1
333	и весь	3	1
334	есть много	1	1
335	сил которые	1	1
336	не вызывает	1	1
337	к общему	4	1
338	только не	2	1
339	сколько и	4	1
340	изменение в	2	1
341	жизни но	2	1
342	как это	1	1
343	что его	2	1
344	ее и	1	1
345	а другие	1	1
346	условий жизни	1	1
347	и многие	1	1
348	этой задачи	1	1
349	один из	2	1
350	человеческой жизни	1	1
351	человека к	1	1
352	что у	2	1
353	и мы	1	1
354	за ним	2	1
355	друг к	1	1
356	ничем не	2	1
357	разума и	1	1
358	на эти	1	1
359	время вполне	1	1
360	же и	1	1
361	есть единственное	1	1
362	они не	5	1
363	с часто	1	1
364	себя только	3	1
365	не во	3	1
366	новой и	1	1
367	одна не	1	1
368	то есть	69	1
369	себе представить	8	1
370	это будет	5	1
371	без них	1	1
372	то будет	1	1
373	роль и	1	1
374	своими средствами	1	1
375	которые не	5	1
376	чем сильнее	2	1
377	нас не	1	1
378	переходит в	2	1
379	время и	2	1
380	отношению к	13	1
381	они имеют	1	1
382	как средства	1	1
383	которых мы	3	1
384	мы не	17	1
385	делает возможным	2	1
386	в состоянии	5	1
387	отличное от	1	1
388	он считает	1	1
389	не идет	1	1
390	связи между	2	1
391	с этой	3	1
392	возможностью и	1	1
393	это не	10	1
394	человек может	2	1
395	для всякого	3	1
396	которые на	1	1
397	мы знаем	2	1
398	в себя	2	1
399	при переходе	1	1
400	только от	2	1
401	в применении	3	1
402	отношениях к	1	1
403	можно назвать	1	1
404	даже в	1	1
405	была бы	3	1
406	прийти к	1	1
407	не всякий	1	1
408	от которого	2	1
409	не для	2	1
410	ни было	4	1
411	всех остальных	1	1
412	ничего кроме	2	1
413	весьма сходные	1	1
414	до такой	2	1
415	что первое	1	1
416	бы на	1	1
417	из представителей	2	1
418	в разных	2	1
419	на деле	6	1
420	а это	1	1
421	результаты этой	1	1
422	этом отношении	1	1
423	от всякой	1	1
424	недостаточно одного	1	1
425	многие из	1	1
426	внутренней и	1	1
427	что при	6	1
428	в сущности	2	1
429	в ее	2	1
430	что так	2	1
431	души и	9	1
432	та форма	1	1
433	так и	17	1
434	разумеется только	1	1
435	он на	1	1
436	те же	4	1
437	живущие в	1	1
438	есть истины	1	1
439	а тогда	2	1
440	стороны их	1	1
441	о которой	2	1
442	мы в	2	1
443	всегда быть	1	1
444	эти уступки	1	1
445	и за	1	1
446	части одной	1	1
447	и всегда	3	1
448	в полном	2	1
449	совершиться только	1	1
450	остановиться на	1	1
451	между нами	1	1
452	к сознанию	3	1
453	не столько	3	1
454	чем для	1	1
455	себе внутренние	1	1
456	с другими	3	1
457	но этого	1	1
458	невозможно без	1	1
459	возможно только	6	1
460	смысле этого	3	1
461	влияние на	4	1
462	говорить что	1	1
463	быть может	6	1
464	быть достигнуто	1	1
465	противоречие между	1	1
466	но на	3	1
467	не на	3	1
468	все равно	1	1
469	когда же	2	1
470	тому же	1	1
471	там в	1	1
472	есть дело	2	1
473	совершенно ясно	1	1
474	не была	2	1
475	а на	2	1
476	такого же	2	1
477	связь с	2	1
478	общей жизни	3	1
479	а там	1	1
480	на каком	1	1
481	которому принадлежит	1	1
482	первое время	2	1
483	как же	1	1
484	может принести	1	1
485	что ни	2	1
486	в духе	1	1
487	он имеет	1	1
488	или не	3	1
489	столько же	4	1
490	в разные	2	1
491	больше в	1	1
492	в которой	5	1
493	от тех	1	1
494	заключает в	6	1
495	а за	1	1
496	и представления	1	1
497	в собственном	4	1
498	деятельности в	2	1
499	что к	2	1
500	нем самом	6	1
501	при полной	1	1
502	с таким	3	1
503	то к	1	1
504	слова но	4	1
505	что по	3	1
506	показать что	1	1
507	может видеть	1	1
508	заключается в	3	1
509	на свою	1	1
510	самостоятельно и	1	1
511	дело в	3	1
512	мысль о	8	1
513	оно есть	1	1
514	которое в	1	1
515	земного шара	1	1
516	которые как	1	1
517	только такой	1	1
518	нами не	2	1
519	что не	15	1
520	к стремлению	1	1
521	наблюдение над	1	1
522	с общим	3	1
523	и другое	7	1
524	имеют между	1	1
525	существующие в	3	1
526	а то	1	1
527	отрицать что	1	1
528	из всего	2	1
529	и действительно	1	1
530	превращается в	2	1
531	до степени	1	1
532	очевидно что	5	1
533	к другим	3	1
534	от некоторых	1	1
535	может в	1	1
536	если он	1	1
537	в жизни	5	1
538	великое дело	1	1
539	случае не	1	1
540	общая жизнь	1	1
541	человек и	1	1
542	тем же	4	1
543	из тех	1	1
544	на другую	1	1
545	народов которые	1	1
546	и без	4	1
547	в связи	2	1
548	должны верить	1	1
549	духу и	1	1
550	выражается в	2	1
551	к самому	1	1
552	похож на	1	1
553	с ними	2	1
554	внутренние противоречия	1	1
555	этой цели	3	1
556	для каждого	1	1
557	если и	3	1
558	есть та	1	1
559	же как	1	1
560	или даже	3	1
561	возможно и	1	1
562	только то	3	1
563	между прочим	5	1
564	к другу	1	1
565	иначе и	1	1
566	в одно	5	1
567	различия национальных	1	1
568	и вопрос	3	1
569	ними не	1	1
570	и просто	1	1
571	но когда	1	1
572	человека на	1	1
573	при таком	5	1
574	в которых	2	1
575	насколько это	1	1
576	есть только	16	1
577	противном случае	3	1
578	себя к	1	1
579	роль в	1	1
580	не менее	10	1
581	этого слова	5	1
582	всех их	1	1
583	быть назван	1	1
584	понимание и	1	1
585	от этого	2	1
586	на все	5	1
587	бы не	11	1
588	в истории	8	1
589	в такой	2	1
590	или что	3	1
591	по своим	1	1
592	должно было	1	1
593	как не	4	1
594	несогласия с	1	1
595	на известной	1	1
596	душ не	1	1
597	вследствие этого	1	1
598	мысль об	1	1
599	говорить и	1	1
600	самого предмета	4	1
601	и это	3	1
602	к мысли	3	1
603	в сторону	1	1
604	а только	8	1
605	из одного	3	1
606	есть по	1	1
607	и постоянно	1	1
608	в какие	2	1
609	об этом	1	1
610	должен быть	2	1
611	единения с	1	1
612	своей жизни	1	1
613	на себе	3	1
614	будет способствовать	1	1
615	и таким	1	1
616	так например	5	1
617	и у	3	1
618	как только	1	1
619	вовсе не	13	1
620	представляется в	1	1
621	могло бы	4	1
622	на другие	1	1
623	в одной	2	1
624	тем более	2	1
625	по крайней	6	1
626	человека а	1	1
627	перед нами	1	1
628	привело к	1	1
629	как сказано	1	1
630	вопроса о	2	1
631	бы в	6	1
632	необходимых для	2	1
633	нею в	1	1
634	смотреть как	1	1
635	на них	1	1
636	с большею	1	1
637	чтобы сделать	1	1
638	этом если	1	1
639	и логически	1	1
640	что хотя	1	1
641	что эти	1	1
642	к одному	3	1
643	которая как	1	1
644	протестом против	1	1
645	и того	6	1
646	природы в	2	1
647	тем в	2	1
648	народа точно	1	1
649	ко всему	1	1
650	еще и	1	1
651	ни на	1	1
652	но можно	1	1
653	может иметь	1	1
654	можно сказать	1	1
655	могла стать	1	1
656	но все	4	1
657	человека в	3	1
658	но как	4	1
659	если признать	1	1
660	и эти	1	1
661	собственной природы	1	1
662	ее к	1	1
663	и стремления	4	1
664	и других	6	1
665	в полной	1	1
666	это зависит	1	1
667	для создания	2	1
668	только средствами	1	1
669	бы показать	1	1
670	каждая из	1	1
671	с самого	5	1
672	же то	2	1
673	по которому	2	1
674	этот взгляд	2	1
675	языка и	20	1
676	следовало бы	1	1
677	язык и	6	1
678	как та	1	1
679	его жизни	1	1
680	эти последние	3	1
681	выше что	2	1
682	тех же	1	1
683	свои личные	1	1
684	применении к	3	1
685	усомниться в	1	1
686	и народов	2	1
687	ему лично	1	1
688	это как	1	1
689	силы и	1	1
690	где есть	1	1
691	случае и	1	1
692	то и	15	1
693	доказать что	2	1
694	с новыми	1	1
695	чем то	1	1
696	она могла	2	1
697	в свою	8	1
698	входит в	1	1
699	он принимает	1	1
700	говоря только	1	1
701	случае эта	1	1
702	но тогда	3	1
703	который мы	2	1
704	ту же	1	1
705	по сравнению	1	1
706	это его	1	1
707	многих случаях	2	1
708	с тою	1	1
709	не по	4	1
710	сказано выше	1	1
711	но при	3	1
712	быть не	7	1
713	другом в	1	1
714	к новым	2	1
715	мы верим	1	1
716	не должны	1	1
717	не всегда	2	1
718	деятельности для	1	1
719	значение и	4	1
720	себе что	1	1
721	решить вопрос	1	1
722	же будет	1	1
723	было только	2	1
724	остается только	6	1
725	только тогда	7	1
726	имеет в	1	1
727	и теперь	1	1
728	вся ее	2	1
729	оно и	4	1
730	что касается	2	1
731	только один	3	1
732	то все	6	1
733	на нем	1	1
734	по возможности	1	1
735	и вся	1	1
736	не могло	3	1
737	другим и	3	1
738	и их	6	1
739	таким путем	4	1
740	вместе и	14	1
741	всех других	1	1
742	себе на	1	1
743	на его	1	1
744	хотя в	3	1
745	в гармонически	1	1
746	и всякому	1	1
747	чем больше	1	1
748	для человека	3	1
749	в различных	1	1
750	не могла	2	1
751	но только	2	1
752	смотрит на	3	1
753	когда оно	1	1
754	задачи и	1	1
755	ее с	2	1
756	мы хотим	1	1
757	это стремление	2	1
758	но дело	2	1
759	не следует	6	1
760	значительной степени	3	1
761	стороны и	3	1
762	что такая	2	1
763	от своего	2	1
764	движения в	3	1
765	народов а	1	1
766	как оно	2	1
767	по своей	2	1
768	он есть	3	1
769	что когда	1	1
770	дальше именно	1	1
771	стало быть	6	1
772	существовать и	1	1
773	с понятием	2	1
774	самого начала	5	1
775	свою очередь	8	1
776	следует признать	1	1
777	должны были	2	1
778	такое решение	2	1
779	всегда будет	1	1
780	представляются в	1	1
781	во-вторых что	1	1
782	в обществе	3	1
783	между несколькими	1	1
784	им в	1	1
785	их и	2	1
786	еще на	1	1
787	всего этого	1	1
788	могла бы	5	1
789	на ней	4	1
790	стремление достигнуть	1	1
791	с ее	2	1
792	с другой	13	1
793	всякого другого	1	1
794	как мы	3	1
795	в прошлом	1	1
796	известной степени	1	1
797	нами и	1	1
798	из нее	2	1
799	по их	1	1
800	к ним	3	1
801	признать за	2	1
802	себя однако	1	1
803	к ней	3	1
804	без всякого	1	1
805	вступая в	1	1
806	а скорее	2	1
807	со своими	1	1
808	есть столько	2	1
809	указали выше	1	1
810	одного из	3	1
811	природы и	1	1
812	ее не	1	1
813	то по	1	1
814	наука и	1	1
815	что во	4	1
816	если мы	5	1
817	крайней мере	6	1
818	этих последних	5	1
819	мог бы	5	1
820	каждый человек	1	1
821	могут быть	17	1
822	не за	1	1
823	одного и	6	1
824	формы в	1	1
825	именно так	2	1
826	сил если	1	1
827	и все	6	1
828	образом как	1	1
829	сущности и	1	1
830	на него	6	1
831	к которому	5	1
832	тем легче	1	1
833	должны быть	11	1
834	видят не	1	1
835	он принадлежит	1	1
836	только при	3	1
837	двух противоположных	2	1
838	выражением его	1	1
839	не знаем	2	1
840	может совершиться	1	1
841	без того	1	1
842	в зависимости	1	1
843	теми же	1	1
844	образом в	5	1
845	столь же	6	1
846	что весьма	1	1
847	в общем	1	1
848	на этот	2	1
849	никому не	1	1
850	он может	2	1
851	бытия и	3	1
852	чтобы все	1	1
853	такой же	4	1
854	том виде	1	1
855	и прежде	1	1
856	все виды	1	1
857	по величине	1	1
858	и проч	11	1
859	этот последний	1	1
860	изменений в	2	1
861	именно с	1	1
862	когда эти	1	1
863	видно из	3	1
864	быть для	2	1
865	душевная жизнь	1	1
866	от них	2	1
867	оно может	2	1
868	в царстве	1	1
869	в создании	6	1
870	же может	1	1
871	к этому	3	1
872	в противном	3	1
873	себе еще	1	1
874	и внешней	1	1
875	являются уже	1	1
876	душевной жизни	15	1
877	исторической и	1	1
878	ли может	1	1
879	вызывать в	1	1
880	невозможно но	1	1
881	понятие о	2	1
882	бы это	1	1
883	связаны с	1	1
884	может и	1	1
885	для чего	1	1
886	к ее	2	1
887	духом но	2	1
888	от какого	1	1
889	того же	13	1
890	в самой	5	1
891	имеет свою	1	1
892	движения и	3	1
893	в один	2	1
894	не будучи	1	1
895	в лице	1	1
896	всех или	1	1
897	на народ	1	1
898	для образования	2	1
899	каждый народ	1	1
900	что на	9	1
901	пор был	1	1
902	есть не	7	1
903	они были	1	1
904	иное как	2	1
905	никак не	3	1
906	без помощи	1	1
907	другое возможно	1	1
908	людей в	1	1
909	любви и	1	1
