N	2gram	Bakhtin_Pr	Problemy
178	несмотря на	3	8
179	ни было	3	8
180	но как	2	8
181	здесь не	4	8
182	и у	2	8
183	и от	3	8
184	мы должны	2	8
185	должна быть	4	8
186	был бы	1	8
187	что это	2	8
188	не на	5	8
189	с ними	4	8
190	из его	1	8
191	его целом	5	8
192	как к	2	8
193	того что	2	8
194	это и	1	8
195	менее всего	3	8
196	и о	5	8
197	от него	3	7
198	тем как	5	7
199	мысли и	1	7
200	в виду	4	7
201	на мир	2	7
202	отличается от	2	7
203	и со	1	7
204	вопрос о	1	7
205	в себя	2	7
206	только на	1	7
207	сказать что	4	7
208	что все	2	7
209	не было	2	7
210	не о	1	7
211	как его	3	7
212	между ними	4	7
213	себя как	5	7
214	в этих	2	7
215	и следовательно	1	7
216	во всех	11	7
217	то ни	3	7
218	и др	8	7
219	с которым	1	7
220	и ее	2	7
221	бы то	3	7
222	его с	1	7
223	например в	3	7
224	в процессе	1	7
225	не входит	10	7
226	его и	1	7
227	автора и	1	7
228	на этот	1	7
229	т д	1	7
230	нему и	2	7
231	в их	10	7
232	все равно	1	7
233	в виде	2	7
234	но эта	1	7
235	мира и	1	7
236	к своему	2	7
237	как слово	1	7
238	со всею	1	7
239	во всем	2	6
240	кроме того	3	6
241	в своих	2	6
242	не менее	4	6
243	на фоне	3	6
244	но эти	1	6
245	конечно не	5	6
246	не становится	1	6
247	одна из	2	6
248	на почве	3	6
249	здесь с	1	6
250	и этим	6	6
251	в художественном	20	6
252	но ведь	1	6
253	на этом	2	6
254	собою и	1	6
255	для его	1	6
256	человека как	2	6
257	но зато	2	6
258	все те	1	6
259	можно было	4	6
260	бы уже	1	6
261	этот вопрос	1	6
262	в этой	1	6
263	я в	1	6
264	себя в	2	6
265	и здесь	2	6
266	отношения к	6	6
267	может стать	3	6
268	в которых	1	6
269	в основе	5	6
270	и вот	1	6
271	в отличие	5	6
272	и во	2	6
273	он может	2	6
274	друг друга	1	6
275	и пр	2	6
276	не принимает	1	6
277	но с	3	6
278	по существу	2	6
279	на них	3	6
280	слова как	1	6
281	отличие от	5	6
282	как он	1	6
283	в начале	2	6
284	идет о	1	6
285	обращаться к	1	6
286	жизни и	1	6
287	на то	2	6
288	и только	4	6
289	но для	1	6
290	именно в	1	5
291	отношением к	1	5
292	с тем	1	5
293	на материале	3	5
294	в высшей	5	5
295	а между	1	5
296	к которому	4	5
297	слов в	1	5
298	на себя	1	5
299	в чем	2	5
300	той или	2	5
301	ибо в	2	5
302	однако в	1	5
303	его как	3	5
304	в общем	1	5
305	словом в	1	5
306	то есть	46	5
307	была бы	2	5
308	художественного творчества	12	5
309	подобно тому	1	5
310	со всеми	3	5
311	все то	3	5
312	здесь мы	2	5
313	на протяжении	1	5
314	вместе с	1	5
315	совершенно не	7	5
316	но здесь	3	5
317	нет и	3	5
318	но именно	1	5
319	том же	2	5
320	в ее	4	5
321	высшей степени	5	5
322	они не	3	5
323	не во	2	5
324	того и	1	5
325	слова но	3	5
326	как можно	1	5
327	по своему	1	5
328	нисколько не	1	5
329	в ней	4	5
330	быть и	1	5
331	есть и	1	5
332	человека с	1	5
333	с человеком	1	5
334	и самого	1	5
335	благодаря этому	1	5
336	или иной	2	5
337	тому что	1	5
338	тому как	1	5
339	все что	3	4
340	только что	1	4
341	еще более	1	4
342	нами в	2	4
343	в первом	1	4
344	даже и	1	4
345	всего этого	1	4
346	уже и	1	4
347	но этот	1	4
348	есть конечно	1	4
349	входят в	3	4
350	во всей	1	4
351	для понимания	2	4
352	от них	2	4
353	они могут	1	4
354	него как	1	4
355	поэтому в	2	4
356	тем не	3	4
357	личности в	1	4
358	связи с	2	4
359	в которой	1	4
360	дано в	3	4
361	характер и	1	4
362	то в	1	4
363	время как	1	4
364	не есть	6	4
365	оно не	3	4
366	если оно	1	4
367	к слову	1	4
368	им и	1	4
369	а вовсе	1	4
370	ни были	1	4
371	в едином	2	4
372	или наконец	1	4
373	протяжении всего	1	4
374	с ее	1	4
375	всех этих	1	4
376	образом и	1	4
377	даны в	1	4
378	разобранные нами	1	4
379	с миром	4	4
380	из которых	2	4
381	слова мы	1	4
382	конечно и	4	4
383	о другом	1	4
384	и действительно	1	4
385	бы не	2	4
386	вследствие этого	3	4
387	нет в	1	4
388	здесь нет	2	4
389	то он	1	4
390	ибо не	1	4
391	совпадает с	2	4
392	и если	1	4
393	обойтись без	1	4
394	и лишь	1	4
395	в первых	1	4
396	которую он	1	4
397	а лишь	2	4
398	сами по	1	4
399	к миру	3	4
400	мире в	1	4
401	со словом	5	4
402	только с	1	4
403	материал и	2	4
404	во внутреннем	1	4
405	он должен	2	4
406	что оно	2	4
407	мир в	2	4
408	перестает быть	4	4
409	этом отношении	2	4
410	что с	1	4
411	все и	2	4
412	со своим	1	4
413	здесь в	2	4
414	смысле этого	1	4
415	вообще не	7	4
416	и без	1	4
417	слова не	3	4
418	к концу	1	4
419	войти в	2	4
420	это было	1	4
421	ибо и	1	4
422	в каждой	1	4
423	особенно в	2	4
424	бы ни	1	4
425	это как	1	4
426	ни один	1	4
427	также и	3	4
428	стороны и	1	4
429	слова его	1	4
430	его отношение	1	4
431	и прежде	5	4
432	это в	1	4
433	мы сказали	1	4
434	момент его	2	4
435	нет здесь	1	3
436	говорить о	3	3
437	глаза и	1	3
438	в нашу	1	3
439	может служить	1	3
440	о чем	1	3
441	художественную форму	4	3
442	но что	1	3
443	есть в	1	3
444	они ни	1	3
445	он является	1	3
446	есть то	1	3
447	без труда	1	3
448	можно сказать	2	3
449	в данном	4	3
450	жизни а	1	3
451	направлено на	1	3
452	но они	4	3
453	особенно отчетливо	1	3
454	является как	2	3
455	художественном творчестве	10	3
456	настоящее время	1	3
457	одной из	3	3
458	то чем	1	3
459	автор как	2	3
460	и вообще	2	3
461	от ее	2	3
462	нами особенность	1	3
463	как такового	3	3
464	узком смысле	2	3
465	не должна	4	3
466	в напряженном	1	3
467	чем в	2	3
468	к чему	2	3
469	направлена на	1	3
470	здесь же	2	3
471	в таком	3	3
472	человек в	2	3
473	следовательно и	1	3
474	в смысле	1	3
475	и мир	2	3
476	именно как	1	3
477	могли бы	1	3
478	мы можем	6	3
479	очень часто	1	3
480	не дает	2	3
481	как человек	1	3
482	и внутреннюю	1	3
483	мы здесь	4	3
484	ни одной	1	3
485	и мы	1	3
486	и есть	2	3
487	значение в	1	3
488	меньшей степени	1	3
489	в один	1	3
490	и особенно	1	3
491	вне себя	4	3
492	как таковой	2	3
493	которых мы	4	3
494	должны быть	4	3
495	и при	2	3
496	себе не	2	3
497	том и	1	3
498	и самая	1	3
499	и единство	1	3
500	то время	1	3
501	независимость от	1	3
502	определяет все	1	3
503	все они	5	3
504	предметное значение	1	3
505	не является	3	3
506	слова которое	1	3
507	на нее	1	3
508	как целое	1	3
509	того чтобы	2	3
510	оно является	1	3
511	и уже	1	3
512	может войти	1	3
513	именно на	1	3
514	значение для	3	3
515	как например	1	3
516	им в	1	3
517	без всякого	1	3
518	мог бы	1	3
519	в сознании	1	3
520	есть только	2	3
521	правда в	1	3
522	внутреннего человека	1	3
523	в настоящее	1	3
524	выходит за	1	3
525	его можно	1	3
526	человека но	1	3
527	связан с	1	3
528	данном случае	4	3
529	не для	1	3
530	что так	1	3
531	художественного задания	1	3
532	и всегда	1	3
533	в других	4	3
534	на которой	1	3
535	у нас	2	3
536	до своих	1	3
537	мы будем	3	3
538	со словами	2	3
539	этого не	1	3
540	у толстого	1	3
541	не довлеет	2	3
542	дело в	2	3
543	места в	1	3
544	их взаимоотношения	1	3
545	всего романа	1	3
546	в мировоззрении	1	3
547	слова слово	1	3
548	или даже	1	3
549	и могут	1	3
550	дело и	5	3
551	она только	2	3
552	но конечно	4	3
553	оно может	2	3
554	того или	2	3
555	а к	2	3
556	и происходит	1	3
557	выйти за	1	3
558	не с	4	3
559	собою но	1	3
560	героя его	1	3
561	резко отличается	1	3
562	человека и	1	3
563	которые в	1	3
564	в узком	1	3
565	и эта	2	3
566	нуждается в	2	3
567	бытия в	3	3
568	в чисто	1	3
569	себе а	1	3
570	мы наблюдаем	1	2
571	и другие	2	2
572	в душе	1	2
573	но может	1	2
574	возможно лишь	1	2
575	мысль как	1	2
576	которая в	1	2
577	которому оно	1	2
578	в виноградова	1	2
579	подходом к	1	2
580	из всех	1	2
581	нечего сказать	2	2
582	его он	1	2
583	правда это	1	2
584	что дело	1	2
585	до крайности	1	2
586	не проникает	1	2
587	от одного	1	2
588	относится и	2	2
589	этой форме	1	2
590	словесного целого	3	2
591	она является	1	2
592	в музыке	5	2
593	в корне	2	2
594	предмет и	1	2
595	оценок и	2	2
596	случайно и	1	2
597	другом направлении	1	2
598	почти все	1	2
599	самого слова	1	2
600	материала в	10	2
601	установок и	1	2
602	быть не	1	2
603	всегда с	1	2
604	и взаимодействия	1	2
605	было в	1	2
606	себе все	1	2
607	в противоположность	1	2
608	должно отметить	6	2
609	только как	6	2
610	для того	2	2
611	не всегда	6	2
612	что вся	1	2
613	с помощью	7	2
614	точками зрения	1	2
615	собственно не	2	2
616	как художественная	1	2
617	оценки которые	1	2
618	отметить что	7	2
619	до того	1	2
620	свою очередь	1	2
621	единство не	2	2
622	слово уже	1	2
623	в контексте	1	2
624	нем он	1	2
625	в нашем	4	2
626	нигде не	1	2
627	материал в	4	2
628	к этому	2	2
629	он живет	1	2
630	а следовательно	1	2
631	и становится	7	2
632	вся эта	1	2
633	нам важно	1	2
634	лишь там	2	2
635	этого и	1	2
636	и весь	2	2
637	не возникает	1	2
638	всем в	1	2
639	произведения и	2	2
640	с одной	3	2
641	на том	1	2
642	личной жизни	1	2
643	воли но	1	2
644	значительной степени	1	2
645	совершенно новое	1	2
646	к определенному	1	2
647	понять его	4	2
648	находит свое	2	2
649	и других	2	2
650	алеши и	1	2
651	совсем другим	1	2
652	мы это	1	2
653	между этими	1	2
654	этом последнем	1	2
655	чего бы	1	2
656	и именно	2	2
657	можем сказать	2	2
658	представляется нам	2	2
659	лишь для	2	2
660	не нужно	5	2
661	что их	1	2
662	человека а	1	2
663	словесный материал	1	2
664	становится здесь	1	2
665	и быть	1	2
666	того в	1	2
667	для создания	1	2
668	ведь в	1	2
669	ли это	1	2
670	мир где	1	2
671	в лучшем	2	2
672	или же	1	2
673	в объективном	1	2
674	бы они	1	2
675	достоевского имеет	1	2
676	и является	1	2
677	не могла	1	2
678	не способна	4	2
679	не раз	1	2
680	образ человека	1	2
681	нем и	2	2
682	уверенного и	1	2
683	не входят	4	2
684	этой действительности	1	2
685	лишь путем	1	2
686	все остальное	1	2
687	столь же	2	2
688	ней в	1	2
689	художественного произведения	11	2
690	иной раз	1	2
691	же мы	1	2
692	для построения	1	2
693	из этого	1	2
694	отнюдь не	19	2
695	независимо от	13	2
696	в особенности	2	2
697	мире и	1	2
698	от нее	1	2
699	во втором	1	2
700	в содержании	1	2
701	как с	1	2
702	его уже	1	2
703	внутреннего и	1	2
704	в самый	1	2
705	смысле слова	2	2
706	и должно	3	2
707	есть я	1	2
708	материала но	1	2
709	которого оно	1	2
710	это уже	1	2
711	и души	1	2
712	эти отношения	1	2
713	оглядки на	2	2
714	и внешнего	2	2
715	направленность слова	1	2
716	и слов	1	2
717	для них	1	2
718	свое своеобразие	1	2
719	основной вопрос	1	2
720	во что	1	2
721	есть лишь	3	2
722	и навсегда	1	2
723	иметь в	1	2
724	их и	2	2
725	произведения в	5	2
726	в россии	2	2
727	показать что	2	2
728	словом но	2	2
729	она и	1	2
730	эти явления	1	2
731	к его	2	2
732	подхода к	2	2
733	не имеет	9	2
734	речь в	1	2
735	своеобразие и	1	2
736	на их	1	2
737	образ действительности	1	2
738	но оно	1	2
739	художественный образ	1	2
740	сравнительно с	1	2
741	в главе	1	2
742	тем или	1	2
743	него он	1	2
744	со всех	2	2
745	и между	1	2
746	в свою	2	2
747	в значительной	2	2
748	по сравнению	1	2
749	но лишь	2	2
750	нашей работы	1	2
751	и ему	1	2
752	целый ряд	1	2
753	чем не	2	2
754	в истории	2	2
755	нуждаются в	1	2
756	известной степени	4	2
757	непосредственно в	1	2
758	что здесь	1	2
759	нем не	1	2
760	она может	3	2
761	за пределами	1	2
762	основная особенность	1	2
763	только его	3	2
764	найти в	1	2
765	самом произведении	1	2
766	такое же	1	2
767	проникает в	2	2
768	ибо его	1	2
769	и события	2	2
770	произведения как	8	2
771	здесь есть	1	2
772	в поэзии	9	2
773	для нас	1	2
774	вне этой	1	2
775	образом в	1	2
776	от всех	4	2
777	как впрочем	1	2
778	быть лишь	1	2
779	случае не	2	2
780	бы быть	1	2
781	мы ее	1	2
782	несколько часов	1	2
783	в какой	2	2
784	и художественного	3	2
785	и смысловой	1	2
786	должен быть	2	2
787	единство и	2	2
788	его же	1	2
789	и положений	1	2
790	не все	2	2
791	другом случае	1	2
792	ему не	1	2
793	этих двух	1	2
794	языковые явления	1	2
795	и эти	1	2
796	хотя конечно	1	2
797	композиционные формы	2	2
798	одну из	1	2
799	но она	2	2
800	вовлекаются в	1	2
801	не следует	2	2
802	можно найти	1	2
803	к которой	1	2
804	чем является	1	2
805	этом произведении	1	2
806	как выражение	1	2
807	зависимость от	1	2
808	художником и	1	2
809	всех его	4	2
810	же самое	2	2
811	вступают в	1	2
812	и вне	1	2
813	данного произведения	1	2
814	слово он	1	2
815	выражения в	1	2
816	того времени	1	2
817	произведения не	1	2
818	действительно не	1	2
819	но я	1	2
820	их пределы	2	2
821	может и	4	2
822	лучшем случае	2	2
823	характер в	1	2
824	или точнее	2	2
825	за их	2	2
826	форме и	2	2
827	не к	6	2
828	мир не	1	1
829	если так	1	1
830	бы вбирает	1	1
831	для всех	1	1
832	можно говорить	2	1
833	произведения оно	1	1
834	их художественная	1	1
835	в произведение	1	1
836	момент художественного	3	1
837	изнутри и	1	1
838	и этических	1	1
839	в момент	1	1
840	которые не	1	1
841	творчества в	3	1
842	к этой	1	1
843	всего человека	2	1
844	познания и	30	1
845	пробным камнем	1	1
846	некоторой степени	1	1
847	необходимое для	1	1
848	в применении	3	1
849	в равной	2	1
850	формы в	1	1
851	следует что	2	1
852	этот момент	2	1
853	который создал	1	1
854	ни стало	1	1
855	строго говоря	1	1
856	н е	1	1
857	в некоторых	2	1
858	социальной и	1	1
859	глубоко и	1	1
860	нас в	1	1
861	форма его	1	1
862	самом же	1	1
863	и другими	3	1
864	в последнюю	1	1
865	историка литературы	1	1
866	его тело	1	1
867	может но	1	1
868	как необходимый	1	1
869	в художественную	1	1
870	в материал	1	1
871	его мировоззрения	1	1
872	форму и	2	1
873	не вмешивается	1	1
874	только момент	1	1
875	смыслового единства	1	1
876	решении вопроса	1	1
877	сознанием и	1	1
878	рядом в	1	1
879	но чисто	1	1
880	что по	1	1
881	всеми его	1	1
882	позиции по	1	1
883	своего выражения	1	1
884	и нисколько	1	1
885	зрения с	1	1
886	своем творчестве	1	1
887	себя не	1	1
888	сложным и	1	1
889	форму к	1	1
890	а эта	1	1
891	себя свою	2	1
892	не его	2	1
893	художественное произведение	8	1
894	нем нет	1	1
895	так например	1	1
896	материала для	2	1
897	на первый	2	1
898	главе посвященной	1	1
899	связано с	1	1
900	людьми с	1	1
901	содержания его	1	1
902	нашу задачу	1	1
903	в дальнейшем	3	1
904	для выражения	1	1
905	самого это	1	1
906	сам же	1	1
907	художественного восприятия	2	1
908	действительности в	2	1
909	а впервые	1	1
910	напряженно чувствует	1	1
911	во внешнем	1	1
912	как таковому	1	1
913	восприятия и	1	1
914	не существует	1	1
915	значение только	1	1
916	не могли	2	1
917	можно не	1	1
918	в действительности	1	1
919	целого романа	1	1
920	делая их	1	1
921	чувствует себя	1	1
922	языка в	3	1
923	каково бы	1	1
924	его характера	1	1
925	она все	1	1
926	о которых	2	1
927	служить и	1	1
928	ничто не	1	1
929	в каких	2	1
930	зрения только	1	1
931	искусства и	3	1
932	формы его	1	1
933	оно как	1	1
934	свободе и	1	1
935	слов но	1	1
936	но вся	1	1
937	с теорией	1	1
938	он получает	1	1
939	мы все	1	1
940	в строгом	2	1
941	приходит к	1	1
942	почти совершенно	3	1
943	контексте произведения	1	1
944	творческой активности	1	1
945	художественное значение	1	1
946	связей с	1	1
947	общую концепцию	1	1
948	так то	1	1
949	к ним	1	1
950	вообще и	1	1
951	есть они	1	1
952	еще нет	1	1
953	не выдумывает	1	1
954	услышать и	1	1
955	тенденцию к	2	1
956	жизни как	1	1
957	проблемы мы	1	1
958	и оценки	2	1
959	они должны	1	1
960	постановка проблемы	1	1
961	другими моментами	1	1
962	мы конечно	1	1
963	ли она	1	1
964	в непосредственной	1	1
965	исходит из	1	1
966	все многообразие	1	1
967	момент в	1	1
968	который в	1	1
969	они служат	1	1
970	чрезвычайно характерно	1	1
971	именно с	1	1
972	по поводу	2	1
973	чтобы войти	1	1
974	в противном	3	1
975	нет что	1	1
976	это направление	1	1
977	оно ощущается	1	1
978	она есть	1	1
979	не просто	1	1
980	творчестве не	2	1
981	чисто формальный	1	1
982	едва ли	3	1
983	являются таким	1	1
984	или слово	1	1
985	активности и	1	1
986	искусства не	3	1
987	всех их	1	1
988	или иным	1	1
989	может обойтись	1	1
990	формализма и	1	1
991	не происходит	1	1
992	музыки и	1	1
993	ее и	1	1
994	и понять	2	1
995	перестать быть	1	1
996	не выходит	1	1
997	а наоборот	1	1
998	отражение в	1	1
999	первого же	1	1
1000	она как	1	1
1001	и всей	1	1
1002	не говоря	1	1
1003	что каждая	1	1
1004	не лежит	1	1
1005	притом не	1	1
1006	что уже	1	1
1007	формы но	1	1
1008	совершенно необходимо	1	1
1009	художественной формы	9	1
1010	лишь после	1	1
1011	оно занимает	1	1
1012	и художественно	2	1
1013	и за	1	1
1014	довлеет себе	2	1
1015	в тот	1	1
1016	бытия и	1	1
1017	что кроме	1	1
1018	не больше	3	1
1019	содержания как	2	1
1020	не путем	2	1
1021	видит в	1	1
1022	всем последующем	1	1
1023	действительности то	1	1
1024	бы только	1	1
1025	овладевает своим	1	1
1026	не их	1	1
1027	только она	2	1
1028	и всюду	1	1
1029	активности в	1	1
1030	его сам	1	1
1031	в содержание	5	1
1032	ее от	1	1
1033	из важнейших	3	1
1034	некоторого события	1	1
1035	для историка	1	1
1036	и чисто	1	1
1037	этом направлении	1	1
1038	потому в	1	1
1039	нем но	1	1
1040	или хотя	1	1
1041	или иная	1	1
1042	смысле и	1	1
1043	для поэзии	4	1
1044	первый план	2	1
1045	в связи	2	1
1046	ясно что	3	1
1047	и дух	1	1
1048	их он	1	1
1049	художественном произведении	5	1
1050	есть та	1	1
1051	за своими	1	1
1052	чем иным	1	1
1053	место и	2	1
1054	восприятия то	1	1
1055	иным как	1	1
1056	лежит не	1	1
1057	значительно и	1	1
1058	до известной	1	1
1059	не даны	1	1
1060	этой концепции	1	1
1061	вот на	1	1
1062	в двух	2	1
1063	в существенном	1	1
1064	как раньше	1	1
1065	может непосредственно	1	1
1066	его значение	1	1
1067	а только	2	1
1068	к некоторым	1	1
1069	событие именно	1	1
1070	это определение	1	1
1071	чтобы его	2	1
1072	своих последних	1	1
1073	вопроса о	3	1
1074	вмешивается в	1	1
1075	от чисто	2	1
1076	всех своих	2	1
1077	от их	1	1
1078	но можно	2	1
1079	ибо только	2	1
1080	наличное в	1	1
1081	пределы и	1	1
1082	она на	1	1
1083	в философии	1	1
1084	материалом и	1	1
1085	жизненной установки	1	1
1086	форма а	1	1
1087	или чисто	1	1
1088	только материал	1	1
1089	и необходимость	1	1
1090	связь и	2	1
1091	как материал	1	1
1092	несколько упрощенную	1	1
1093	строгое различение	1	1
1094	а ее	2	1
1095	было только	1	1
1096	и тем	3	1
1097	для художника	1	1
1098	идет в	1	1
1099	как это	2	1
1100	можно сделать	2	1
1101	можно скорее	1	1
1102	на нем	1	1
1103	всех других	1	1
1104	нужно сказать	1	1
1105	не были	1	1
1106	не приходится	1	1
1107	его художественной	1	1
1108	хотя в	1	1
1109	в тех	3	1
1110	самого как	1	1
1111	уже указывали	1	1
1112	и воспринимается	1	1
1113	от самого	1	1
1114	ни одна	2	1
1115	ее художественного	1	1
1116	его ибо	1	1
1117	своему единству	1	1
1118	глубине и	1	1
1119	важно лишь	1	1
1120	миру и	2	1
1121	выше в	2	1
1122	в нее	1	1
1123	понимания же	1	1
1124	как возможное	1	1
1125	это может	1	1
1126	что бы	1	1
1127	а со	1	1
1128	равной степени	1	1
1129	ними в	1	1
1130	не совпадает	2	1
1131	свое объяснение	1	1
1132	его так	1	1
1133	могла бы	1	1
1134	становится как	1	1
1135	и несколько	1	1
1136	закон единства	1	1
1137	их лишь	1	1
1138	центр тяжести	2	1
1139	и стремление	1	1
1140	так называемого	1	1
1141	выходят за	1	1
1142	его форма	1	1
1143	с людьми	1	1
1144	или о	1	1
1145	мыслью но	1	1
1146	что есть	1	1
1147	первом случае	1	1
1148	но несмотря	1	1
1149	всех сторон	2	1
1150	слова от	1	1
1151	оно способно	1	1
1152	одной стороны	3	1
1153	осуществляет себя	1	1
1154	человека или	1	1
1155	логику и	2	1
1156	который был	1	1
1157	широте и	1	1
1158	поэтому ни	1	1
1159	помимо своей	1	1
1160	или иного	2	1
1161	вовлекается как	1	1
1162	которой есть	1	1
1163	уходит в	1	1
1164	мы коснемся	1	1
1165	этом глубокое	1	1
1166	и нельзя	1	1
1167	получается впечатление	1	1
1168	конкретное высказывание	1	1
1169	правда этот	1	1
1170	бы тогда	1	1
1171	и ничего	1	1
1172	имеют все	1	1
1173	нет а	2	1
1174	слова это	1	1
1175	к такому	1	1
1176	всех отношениях	1	1
1177	художник как	1	1
1178	в частности	2	1
1179	к лицу	1	1
1180	в столь	1	1
1181	как одна	1	1
1182	реально не	1	1
1183	в процесс	1	1
1184	основное утверждение	1	1
1185	этой проблемы	1	1
1186	и должны	2	1
1187	них в	1	1
1188	если в	1	1
1189	на первой	1	1
1190	к художественному	4	1
1191	на ее	3	1
1192	мировоззрении и	1	1
1193	оно было	2	1
1194	самостоятельности и	1	1
1195	не чем	1	1
1196	образа и	1	1
1197	и менее	1	1
1198	переносится в	1	1
1199	он занимает	1	1
1200	сюда относится	1	1
1201	самому к	1	1
1202	подчиниться его	1	1
1203	что никакой	1	1
1204	чрезвычайно велико	1	1
1205	довлеть себе	1	1
1206	быть поняты	2	1
1207	словами предложениями	1	1
1208	нее она	1	1
1209	поэтому она	1	1
1210	деле и	1	1
1211	власти и	1	1
1212	она становится	1	1
1213	не вещь	1	1
1214	и сделать	3	1
1215	последовательно в	1	1
1216	высказывания в	1	1
1217	которое как	1	1
1218	как личность	1	1
1219	слов не	1	1
1220	строгом смысле	2	1
1221	смысла и	1	1
1222	определения и	1	1
1223	это положение	1	1
1224	же собственным	1	1
1225	в чем-либо	1	1
1226	мышления о	1	1
1227	тела и	1	1
1228	большое значение	1	1
1229	может получить	1	1
1230	или становится	1	1
1231	как момент	3	1
1232	этому как	1	1
1233	быть понято	1	1
1234	момент и	2	1
1235	которые могут	2	1
1236	произведение в	6	1
1237	осознает себя	1	1
1238	действительно может	1	1
1239	и индивидуальность	1	1
1240	ли он	1	1
1241	о котором	2	1
1242	сравнению с	1	1
1243	важное значение	1	1
1244	именно поэтому	2	1
1245	предмету но	1	1
1246	эта внутренняя	1	1
1247	политическом и	1	1
1248	эта последняя	1	1
1249	анализа является	1	1
1250	в следующей	1	1
1251	этом его	1	1
1252	будем рассматривать	1	1
1253	выглядит и	1	1
1254	которых слово	1	1
1255	поступка в	1	1
1256	вся внутренняя	1	1
1257	нельзя созерцать	1	1
1258	чуждо и	1	1
1259	а рядом	1	1
1260	суждением и	1	1
1261	как художественное	1	1
1262	и смысловая	1	1
1263	анализ должен	5	1
1264	формальное значение	1	1
1265	слова со	1	1
1266	что мы	1	1
1267	его разновидностях	2	1
1268	для всякой	1	1
1269	своей основной	1	1
1270	и социальной	1	1
1271	принципиально не	4	1
1272	совсем другой	1	1
1273	относится к	4	1
1274	лежат в	1	1
1275	на основе	6	1
1276	художественных произведений	2	1
1277	это только	1	1
1278	том как	2	1
1279	основе этого	1	1
1280	характер не	1	1
1281	и независимо	1	1
1282	художественное задание	1	1
1283	и теперь	1	1
1284	для нее	8	1
1285	только один	1	1
1286	занимает в	1	1
1287	слово именно	1	1
1288	и два	1	1
