N	2gram	Vygotskiy_	Otkroven
128	мысль о	1	2
129	он весь	2	2
130	вместо того	3	2
131	и с	4	2
132	что же	3	2
133	те которые	1	2
134	и там	2	2
135	он в	3	2
136	и о	6	2
137	природы и	1	2
138	сказать что	14	2
139	что для	6	2
140	тем что	7	2
141	него не	1	2
142	и много	1	2
143	из всего	3	2
144	и на	7	2
145	много раз	2	2
146	сложнее и	1	2
147	в других	1	2
148	что все	10	2
149	ничего не	4	2
150	хотя и	1	2
151	не есть	1	2
152	в своей	6	2
153	момент в	1	2
154	все еще	1	2
155	жизни в	1	2
156	по себе	5	2
157	не имеет	8	2
158	к этому	5	2
159	и никогда	2	2
160	самого конца	2	2
161	том что	28	2
162	и для	4	2
163	не занят	1	2
164	в ее	9	2
165	своей жизни	2	2
166	подойти к	1	2
167	но в	5	2
168	человека а	1	2
169	было у	1	1
170	уже с	2	1
171	чтобы сделать	1	1
172	и изображает	1	1
173	ближе к	1	1
174	во всем	2	1
175	тему которая	1	1
176	не подходит	1	1
177	если вы	1	1
178	во всяком	6	1
179	не так	4	1
180	бросается в	2	1
181	ко всему	1	1
182	быть он	1	1
183	ни к	1	1
184	он указывает	1	1
185	видели в	1	1
186	его и	1	1
187	тему его	1	1
188	рассказ ведется	1	1
189	совершенно не	8	1
190	том случае	4	1
191	ее и	1	1
192	над ними	1	1
193	а с	4	1
194	и самое	1	1
195	это конечно	3	1
196	и других	5	1
197	и всякий	2	1
198	указывали на	1	1
199	один из	7	1
200	в котором	7	1
201	и здесь	9	1
202	та же	6	1
203	виду не	1	1
204	а вовсе	2	1
205	после этого	5	1
206	с душой	1	1
207	самой природе	1	1
208	не нужна	1	1
209	обычном смысле	1	1
210	что бог	1	1
211	вот о	1	1
212	же и	1	1
213	любой из	1	1
214	которых в	1	1
215	от самой	1	1
216	толстого и	1	1
217	она должна	3	1
218	не имеют	4	1
219	случае если	4	1
220	того как	4	1
221	к одной	1	1
222	жизни а	1	1
223	так для	1	1
224	и заключается	1	1
225	в первый	2	1
226	и везде	1	1
227	его с	1	1
228	она не	10	1
229	том как	5	1
230	должна быть	5	1
231	мы не	7	1
232	не могу	3	1
233	противоречие и	3	1
234	но еще	1	1
235	и крови	1	1
236	связана с	1	1
237	сострадания к	1	1
238	другой его	1	1
239	самые противоположные	1	1
240	что сама	1	1
241	заключено в	2	1
242	это лишь	1	1
243	еще больше	1	1
244	еще более	2	1
245	жизнь а	1	1
246	достигает в	1	1
247	также и	1	1
248	но не	3	1
249	отношениях к	1	1
250	по сравнению	1	1
251	это все	2	1
252	это я	1	1
253	из жизни	1	1
254	не по	3	1
255	представляет собой	3	1
256	с какой	1	1
257	быть не	2	1
258	оба они	1	1
259	был бы	4	1
260	в ней	23	1
261	у самого	1	1
262	из всех	3	1
263	это часто	1	1
264	и своим	2	1
265	героев он	1	1
266	с каким-то	2	1
267	на два	1	1
268	он видит	2	1
269	что это	19	1
270	а ведь	1	1
271	свою мысль	2	1
272	и тогда	1	1
273	этом отношении	1	1
274	один человек	2	1
275	может служить	8	1
276	всяком случае	6	1
277	он и	1	1
278	о чем	1	1
279	в свое	1	1
280	в сущности	16	1
281	действующих лиц	6	1
282	и противоположное	1	1
283	она стала	2	1
284	кажется что	2	1
285	этот случай	2	1
286	сам по	2	1
287	указал на	3	1
288	все основные	1	1
289	в частности	3	1
290	говорит о	6	1
291	как это	13	1
292	о нем	2	1
293	между двумя	3	1
294	народа и	1	1
295	и больше	2	1
296	только один	2	1
297	что только	3	1
298	и тут	2	1
299	со всей	3	1
300	как у	2	1
301	что сам	2	1
302	со стороны	4	1
303	страстей и	1	1
304	своих героев	4	1
305	в которую	3	1
306	он должен	2	1
307	что люди	1	1
308	не с	2	1
309	отношении к	1	1
310	она стоит	1	1
311	не хочет	1	1
312	он убивает	2	1
313	с тобой	1	1
314	в поэме	4	1
315	и что	29	1
316	но сам	2	1
317	в одном	9	1
318	на самом	3	1
319	у нас	4	1
320	в отношении	1	1
321	можно было	7	1
322	уже указывали	1	1
323	оказывается что	2	1
324	не потому	1	1
325	гибели и	5	1
326	бы и	2	1
327	заключает в	1	1
328	и это	13	1
329	ее с	5	1
330	совершенно новый	2	1
331	в нас	7	1
332	это есть	3	1
333	смысле этого	5	1
334	там и	1	1
335	и когда	8	1
336	и до	4	1
337	системы и	1	1
338	нет никакого	2	1
339	всех героев	1	1
340	этими двумя	2	1
341	доходит до	1	1
342	по содержанию	1	1
343	не вполне	1	1
344	в русском	1	1
345	претворить его	1	1
346	за это	1	1
347	которые будут	1	1
348	есть уже	1	1
349	от того	1	1
350	всей ее	2	1
351	подходит и	1	1
352	с кем	2	1
353	которая была	1	1
354	думать что	3	1
355	в них	4	1
356	у нее	2	1
357	действующие лица	1	1
358	в форме	1	1
359	говорит он	3	1
360	связь с	5	1
361	это единственная	1	1
362	сказать с	1	1
363	художник не	1	1
364	и всех	1	1
365	не уничтожает	1	1
366	перед ним	1	1
367	не совпадает	2	1
368	и даже	4	1
369	этой загадки	1	1
370	все та	1	1
371	в глаза	3	1
372	из писателей	1	1
373	он еще	1	1
374	не иное	1	1
375	показывает нам	1	1
376	если бы	22	1
377	самом деле	33	1
378	себе что	2	1
379	от всех	1	1
380	иногда и	1	1
381	и формы	2	1
382	исходит от	1	1
383	и более	4	1
384	вот что	1	1
385	на примере	3	1
386	к чему	6	1
387	была бы	5	1
388	и сам	1	1
389	почему же	1	1
390	всегда в	1	1
391	и можно	1	1
392	будто бы	3	1
393	в виду	6	1
394	в силу	2	1
395	не иметь	1	1
396	на этот	2	1
397	дело в	1	1
398	когда дело	1	1
399	именно чтобы	1	1
400	из самых	1	1
401	места в	2	1
402	дано было	1	1
403	своего духа	1	1
404	и эта	3	1
405	ведется от	1	1
406	к каким	2	1
407	отношения к	3	1
408	тем же	1	1
409	одним словом	2	1
410	всегда оказывается	1	1
411	и каждый	2	1
412	заключается в	13	1
413	ее как	1	1
414	действительно в	1	1
415	и действительно	2	1
416	он говорит	9	1
417	в обычном	2	1
418	бы он	1	1
419	сказать в	1	1
420	в конце	5	1
421	указывает на	8	1
422	и скорее	1	1
423	он хотел	1	1
424	было дано	1	1
425	например в	5	1
426	в жизни	6	1
427	между этими	1	1
428	человеком и	3	1
429	ушел от	1	1
430	в глазах	1	1
431	и почему	2	1
432	в корне	1	1
433	зачаточном виде	1	1
434	характер и	2	1
435	свойство ее	1	1
436	иное что	1	1
437	был в	1	1
438	с той	8	1
439	и без	2	1
440	двух противоположных	6	1
441	он до	2	1
442	и как	10	1
443	и раскрытие	1	1
444	то в	1	1
445	всех тех	1	1
446	все время	36	1
447	к его	2	1
448	есть не	2	1
449	так часто	1	1
450	что она	34	1
451	а именно	1	1
452	есть непременно	1	1
453	в зачаточном	1	1
454	к раскрытию	1	1
455	не одно	1	1
456	жизни и	6	1
457	всю жизнь	1	1
458	одна из	6	1
459	его силы	2	1
460	о судьбе	1	1
461	в мире	3	1
462	и прежде	2	1
463	жизни ее	2	1
464	как в	8	1
465	этого слова	5	1
466	как будто	13	1
467	в совершенно	3	1
468	тех которые	1	1
469	на то	25	1
470	но у	1	1
471	в уме	1	1
472	что говорит	1	1
473	говорят о	1	1
474	а иногда	1	1
475	эту истину	1	1
476	он никогда	1	1
477	от этого	4	1
478	нет у	1	1
479	и я	3	1
480	есть на	1	1
481	трагедии и	4	1
482	слишком много	3	1
483	отличается от	2	1
484	да и	1	1
485	друг с	2	1
486	он ведет	2	1
487	ли он	4	1
488	видел в	1	1
489	нисколько не	3	1
490	сравнению с	1	1
491	но это	6	1
492	слабые люди	1	1
493	не бывало	1	1
494	в это	1	1
495	противоречии с	1	1
496	из него	4	1
497	себе и	1	1
498	с другом	2	1
499	которой в	1	1
500	и чем	3	1
501	чтобы не	2	1
502	любви и	1	1
503	говорит с	1	1
504	она и	2	1
505	весь был	1	1
506	к которой	1	1
507	что слишком	1	1
508	было не	1	1
509	начинает с	3	1
510	из них	10	1
511	свои собственные	1	1
512	что их	1	1
513	вовсе не	11	1
514	что как	4	1
515	это так	1	1
516	уже не	2	1
517	в одной	2	1
518	указать на	3	1
519	мысли в	1	1
520	это была	1	1
521	с какими	1	1
522	свое собственное	1	1
523	со всеми	2	1
524	с каким	1	1
525	и самый	2	1
526	бы ни	1	1
527	бы в	3	1
528	к другому	1	1
529	поэтому он	2	1
530	он делается	1	1
531	характере и	1	1
532	ясно для	1	1
533	разговор с	2	1
